date,Economic crisis,Crisis,Recession,Financial crisis,Krach,Unemployment,Unemployment benefits,Student loan,Credit & Lending,Loan,Interest,Mortgage,Auto Financing,Food & Drink,GPS & Navigation,Performing Arts,Vehicle Brands,Birthday,Travel,Energy & Utilities,Vehicle Shopping,Tobacco Products,Health,Pharmacy,Sports,Fitness,Weddings,Tourist Destinations,Home & Garden,Home Appliances,Car Electronics,Fashion & Style,Trucks & SUVs,Home Furnishings,Footwear,Fast Food,Book Retailers,Veterinarians,Waiter,Job Listings,Jobs topic,Temporary jobs,Private employment agency,Recruitement,Developer Jobs,Job search,Bankruptcy,Affordable housing,House price index,Home Insurance,Home Improvement,Economy News,Business News,World News,Politics,Newspapers,Flooring,Swimming Pools & Spas,Civil Engineering,Construction & Maintenance,Investment,Investing,Financial Planning,Data Management,Enterprise Technology,Accounting & Auditing,Development Tools,Customer Relationship Management (CRM),Printing & Publishing,Corporate Events,Computer Security,Outsourcing,Distribution & Logistics,Computer Servers,Consulting,Enterprise Resource Planning (ERP),Business Operations,Commercial Vehicles,Agrochemicals,Aviation,Business & Industrial,Chemicals Industry,Food Production,Freight & Trucking,Transportation & Logistics,Manufacturing
2004-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-03,-1.2207799226423175,0.0,0.7537718023763804,,,0.0,-0.11653381625595216,-0.9162907318741551,,-0.34409616173187185,-0.013245226750020933,-0.012903404835907573,0.5270203096859718,,,0.05989814158106821,,-0.02197890671877545,0.1112256351102241,,0.2719337154836414,-0.3276874070654805,-0.010929070532190721,0.018959149224373206,-0.12445417447340557,0.08338160893905133,0.02040887163120697,-0.45198512374305766,-0.21357410029805912,-0.03509131981126945,-0.20661424936299877,,,0.23233197736861655,0.0800967824572906,-0.2911970145592253,,-0.46582015886572714,-0.354171813720614,-0.08426034361774004,,0.062161633315678165,,,0.5108256237659905,0.051293294387551036,-0.37680985234778763,0.032789822822991255,,-0.14660347419187492,-0.21741287660522435,0.24512245803298516,0.1391128024627184,0.23052365861183244,0.7404000654104905,-0.059188871390330355,0.2484613592985001,,-0.2978344439157987,-1.4008931605410435,-0.0749013081731178,-0.0408219945202557,-0.05480823649499467,0.3610133455373301,,,-0.08223809823697215,-0.2876820724517817,,,0.11607217125275415,0.5663954749208018,,,0.0899482366629396,,,-0.43850496218636525,,-0.02247285585205816,0.1910552367627094,,-0.5108256237659905,,,0.0
2005-01-10,1.021651247531981,-0.19735943415849455,-0.5725191927713302,,,-0.021739986636406528,0.09798040836020316,-0.8303483020734301,,-0.3636679794297031,0.012578782206859707,0.012270092591814219,0.04879016416943216,,0.48342664957787607,-0.08096906253366676,,0.15415067982725894,0.04445176257083361,0.757685701697516,0.2719337154836414,-0.6143663027068311,0.07571182173569646,-0.0872567689815078,0.0024242721064689833,-0.03352269203864289,0.010362787035546717,-0.5645298027378516,-0.16989903679539742,-0.2978344439157987,0.9416085398584455,,,-0.5447271754416727,-0.07149948285541896,-0.24783616390458185,,-0.04233724542118331,0.5944540258386399,0.011976191046715101,-0.5543107357057293,0.12008755649113531,0.5500463369192721,-0.1251631429540061,0.711496319228142,-0.11653381625595216,-0.4653632496892328,0.7366322924996842,,-0.2534489008095382,-0.11934675763256575,0.24512245803298516,-0.182321556793954,0.2054439742148091,0.8303483020734301,-0.06820825002653308,0.22054276961415198,,-0.3802748592796066,0.25452986513487996,0.0,0.12036368224987548,-0.11506932978478712,0.3011050927839216,-0.19671029424605413,0.25951119548508483,0.33213383502261484,-0.2876820724517817,,,0.15860503017663863,0.07410797215372211,1.5040773967762742,,0.13205972201306615,,,-0.43850496218636525,,0.1350362838039425,0.1910552367627094,-0.5425743220805708,0.9808292530117267,,,0.06385147198653307
2005-01-17,1.021651247531981,-0.029852963149681777,0.6523251860396906,,,-0.05465841253786419,-0.07755823434587406,-0.9555114450274363,,-0.375789339962048,-0.12062798778861517,-0.12361395596717628,-0.24256163717131107,,0.48342664957787607,0.16507975035944877,,0.08096906253366676,0.17544867750619275,0.757685701697516,0.40546510810816416,-0.6143663027068311,0.02197890671877545,0.048219773361448046,-0.03681397312271706,0.023530497410193973,-0.0408219945202557,-0.503905180921417,-0.21825356602001778,-0.5940562779157141,0.6257058997644123,-0.3786538506575079,,-0.013605652055779238,0.39820995714332275,0.055569851154810834,,-0.22435527182014744,0.19580141678492166,0.027028672387919173,-0.3575945842159712,0.3186369872906377,0.5500463369192721,0.32378707709389687,0.711496319228142,-0.04706751085798544,-0.42488319396526597,0.23419338750079444,,-0.08552217343816171,-0.4267425065554491,0.7707054149058195,-0.306166887125884,0.16430305129127554,1.0143519450503695,0.08096906253366676,0.2876820724517817,0.7550225842780334,-0.12188981760903683,0.25452986513487996,-0.08796877294595706,-0.04546237407675768,0.1799713794490012,0.08455738802806323,-0.33647223662121295,0.25951119548508483,-0.5813557745718287,-0.2876820724517817,-1.427116355640146,-0.5447271754416718,0.2231435513142106,0.23440070583884376,1.5040773967762742,0.36396537720141175,0.06524052186840112,-0.27675300191959007,0.19189100781010504,-0.43850496218636525,,-0.08796877294595706,0.7691330875378677,-0.7657178733947814,0.04652001563489305,,-0.37948962170490397,0.1041402592525964
2005-01-24,0.556190676817513,0.0,-0.6931471805599454,,,-0.030771658666753687,-0.04580953603129423,-0.7683706017975331,1.2750687260096667,-0.3044891907681615,0.0,-0.024692612590372143,0.6799019538099245,,0.48342664957787607,0.04820210181787754,,0.0,0.07232066157962613,0.757685701697516,0.40546510810816416,-0.7672551527136675,0.11653381625595216,0.03382125572168917,0.03681397312271706,-0.02500130220541763,0.1994893604163197,0.2984929885559966,-0.11778303565638337,-0.7472144018302211,0.018018505502678472,0.616774201775371,-0.5839478885949534,-0.17095779814363965,0.09601342649079161,-0.013423020332139934,,-0.3791632955239426,0.08701137698962969,0.0,0.11087860838520705,-0.37428944505118816,0.09402894964827624,0.32378707709389687,0.2937611185281632,-0.035506688456909075,-0.4364273337121314,-0.014388737452099676,,-0.2157085728266912,-0.1892419996385284,0.7707054149058195,-0.0964602661875622,0.1405819506211894,0.9223330463301181,0.13353139262452274,0.11191791620398561,0.7550225842780334,-0.20972053098206977,0.25452986513487996,-0.08096906253366676,0.2496546768625416,0.044951387862266046,-0.17435338714477844,-0.109199291964992,0.5108256237659909,-0.022989518224698635,1.059391575514828,-1.427116355640146,-0.5447271754416718,-0.012739025777429802,0.12604072089536533,1.1420974006078484,-0.01680711831638071,0.07825219689974894,-0.27675300191959007,-0.21357410029805912,-0.46203545959655923,,0.15246859364427312,0.7691330875378677,0.8842024173226548,0.07598590697792229,,-0.37948962170490397,0.05292240145434235
2005-01-31,0.22471360779504534,0.18805223150294026,0.48729512635579697,-1.0809127115687094,,0.14389417966006945,0.2357223335210703,-0.7503055943998937,0.7230001437096267,-0.2198594761130197,0.12169693497751943,0.03822121282019708,-0.3327057538257363,0.5738004229273792,0.44952509790219475,0.20186615286692522,,0.07738666361542013,0.17544867750619275,0.757685701697516,0.40546510810816416,0.10178269430994202,0.010152371464017484,-0.08537216380547932,0.109199291964992,-0.013423020332139934,0.09156719352549025,0.2984929885559966,-0.26706278524904503,-0.472604410945793,1.1451323043030022,0.8430873278508599,-0.5839478885949534,0.01574835696813892,0.013954417590099055,0.1764564373415567,-0.594707107746693,-0.14165598804264795,0.8850381883700503,0.03922071315328157,-0.6701744695412494,0.06571890221352987,-0.2151113796169457,-0.19415601444095776,0.6558757857627135,0.0,-0.32918180335853364,0.1391128024627184,,-0.24740817331384068,-0.06155789299943315,0.19671029424605457,0.27443684570176075,0.015504186535965303,0.6539264674066638,0.11054187439982321,0.33647223662121295,0.7550225842780334,-0.2921364228011605,0.25452986513487996,0.05182506786458596,0.10178269430994291,0.03727139479723185,0.9808292530117267,-0.5663954749208013,0.5108256237659909,-0.14732471475685838,1.059391575514828,-1.427116355640146,0.26236426446749084,0.3184537311185345,0.2494608596315837,1.1420974006078484,-0.01680711831638071,0.12783337150988494,-0.04255961441879563,0.6751286750572674,-0.46203545959655923,,0.1029479692524422,1.3621968095408303,0.8842024173226548,-0.2436220826577502,,-0.44731221804366506,0.051293294387551036
2005-02-07,0.7338602582839224,-0.07095173597228399,-0.4748936145399276,-0.7487170317147567,,-0.011428695823623158,-0.23262229526875355,-1.223775431622116,1.511457504073897,-0.37469344944141003,0.04546237407675768,-0.051959738930711374,-0.3986391430377645,0.370859578930689,0.6592456288842636,-0.08701137698962924,,0.15762894420358275,0.2231435513142106,0.757685701697516,1.5606477482646688,-0.01709443335930061,0.02247285585205816,-0.1466034741918758,0.09418721505970051,-0.07095173597228399,0.0,-0.16507975035944877,0.354171813720614,-0.6372004997576574,-0.9473813189441863,0.8729402910005412,-0.5839478885949534,-0.17435338714477755,0.2525795310243556,0.013605652055779238,1.3437347467010952,-0.30287114789103997,0.08269171584511348,-0.13157635778871946,-0.6701744695412494,0.2111701152927063,-0.6306268235786114,-0.19415601444095776,-0.1872115420881464,-0.03922071315328157,-0.4840553827013854,-0.04820210181787754,,-0.29266961396281976,-0.2762533766281585,-0.02197890671877545,0.40546510810816416,0.3566749439387329,0.7472144018302211,0.05989814158106821,0.2572228649670727,0.7550225842780334,-0.319942934670002,0.25452986513487996,-0.07825219689974894,0.18457127652796945,0.21741287660522435,0.030305349495328926,0.19530875232076594,0.6443570163905128,0.8043728156701695,-0.27871340246902054,-1.427116355640146,0.8472978603872034,-0.036367644170874236,0.24323030988094718,1.1420974006078484,-1.3312345839368636,0.0,-0.04255961441879563,0.8403048248962328,-0.8209805520698307,,-0.01117330059812538,1.3621968095408303,0.8842024173226548,0.19782574332991976,,-1.4321038971511846,0.04301738508369102
2005-02-14,0.3529543591151166,-0.2076393647782444,1.5163474893680888,-0.8383291904044438,,0.0,-0.5158131652770295,-0.9367692632176962,1.223775431622116,-0.3493756414571205,0.10788896201118536,0.012903404835907573,0.6312717768418579,0.370859578930689,0.6264558060612728,0.0,,0.09531017980432566,0.1041402592525964,0.757685701697516,1.0498221244986774,-0.8785504038913077,0.0,0.012270092591814219,-0.11653381625595216,-0.06995858860691051,-0.1801261662305187,-0.1910552367627094,0.1296778233085334,0.06899287148695077,-0.3220834991691137,0.8729402910005412,-0.5839478885949534,0.1086338410027956,0.033197027494852274,-0.1950605825713847,0.6554068525770984,-0.025284002284245766,0.9989094850230508,0.1283811666482073,-0.6701744695412494,0.2774952399326002,-0.5436154465889818,-0.9852836033611062,0.4828517717235843,-0.10676797542570604,-0.5423242908253614,0.054067221270275745,,-0.2610138253696199,-0.15201620729862597,0.10318423623523065,-0.053488684950986354,0.05129329438755015,0.8219800524029136,-0.10008345855698231,0.12883287184296854,0.6733445532637661,0.6161861394238173,0.25452986513487996,0.043963123421116634,0.012422519998557924,-0.261215499263618,-0.12095261041766214,-0.6390799592896697,0.6443570163905128,0.12361395596717628,0.4144337780909253,-1.427116355640146,0.9985288301111271,0.17114825619582952,-0.010582109330536937,1.1420974006078484,-0.1198011998126205,0.1029479692524422,-0.665748206371831,0.7472144018302211,0.37351350830156216,,0.02272825107755594,1.2286654169163076,0.8842024173226548,0.677398823591806,,-1.3714792753347496,0.04301738508369102
2005-02-21,-0.013994105740934515,-0.14310084364067333,0.6632942174102641,-0.11441035117774412,,-0.12210269680089958,0.2396728532654202,-0.7758388964050584,1.223775431622116,-0.3184537311185345,0.1041402592525964,0.012270092591814219,-0.5538851132264377,0.370859578930689,0.6264558060612728,0.013605652055779238,,0.13353139262452274,0.036367644170874236,0.18232155679395445,1.0498221244986774,-0.1872115420881464,0.1041402592525964,-0.04598511324182297,0.03475563835585991,0.0,0.012903404835907573,-0.05129329438755059,0.6384887680220812,0.34830669426821625,0.4205029854727047,0.5639354490799389,0.019048194970694432,0.15082288973458446,0.030403241459725193,-0.050643732818755005,0.07145896398214502,-0.07649784246726554,0.693147180559945,0.25489224962878954,-0.1750247271406023,0.2557267650877172,-0.5436154465889818,0.076961041136129,0.4828517717235843,0.0,-0.3934889170614486,0.09884583463663255,,-0.5240708505160114,0.08576682175742523,-0.5565716455541949,0.0749013081731178,0.08269171584511348,0.6584616225720556,0.19415601444095731,-0.011049836186584727,0.6733445532637661,-0.09531017980432477,0.25452986513487996,0.0,0.059188871390330355,0.01769957709940062,-0.054067221270275745,-0.09531017980432521,0.6443570163905128,0.3184537311185349,0.4144337780909253,-1.427116355640146,0.9985288301111271,-0.12361395596717628,0.2578291093020999,1.120591195386885,-0.6306268235786114,0.17824823140631896,-1.0986122886681096,1.4294665329850993,0.37351350830156216,,0.0899482366629396,1.2286654169163076,0.8842024173226548,0.32047189527477205,0.7790896103606704,-1.3714792753347496,0.06385147198653307
2005-02-28,-0.00948110257859014,-0.12604072089536533,-0.0840831172105414,-0.11441035117774412,,-0.04445176257083361,-0.47957308026188583,-0.5447271754416718,-0.38566248081198484,-0.25704510298989103,0.09737416402517596,0.011428695823623158,0.7357067949787415,0.370859578930689,0.6264558060612728,0.059188871390330355,,0.18632957819149354,0.08096906253366676,0.18232155679395445,1.0498221244986774,-0.9675840262617061,0.0909717782057271,-0.025925735619536993,-0.08096906253366676,-0.028573372444055778,-0.10821358464023234,-0.2542341383842408,0.38566248081198484,0.3691343376208175,-1.0340737675305385,0.5639354490799389,0.019048194970694432,0.3302416868705764,-0.10538342061525192,-0.09278173345096619,-0.35139788683788886,-0.21401569924597313,0.0,-0.024391453124159135,0.1946869565136878,0.42531406003044603,-0.5436154465889818,0.076961041136129,0.4828517717235843,-0.10536051565782589,-0.45953232937844035,0.0,,-0.014815085785141235,0.03727139479723185,-0.5565716455541949,-0.12062798778861517,0.12188981760903683,0.9162907318741551,0.03822121282019708,0.13353139262452274,0.6733445532637661,-0.04879016416943216,0.25452986513487996,0.07333127308554932,0.23922968906583364,0.8140997909776079,-0.023530497410193973,-0.9360933591703349,0.8675005677047235,-0.17435338714477844,0.4144337780909253,-1.427116355640146,1.1601701816675427,0.025642430613337375,0.42819335918572055,1.120591195386885,-0.05264373348542195,0.11778303565638293,-1.0986122886681096,1.4294665329850993,0.37351350830156216,,-0.10536051565782678,1.2286654169163076,0.8842024173226548,0.20067069546215155,0.7790896103606704,-1.3714792753347496,0.021053409197832273
2005-03-07,-0.676227343135124,-0.09662683568907138,0.1823215567939549,-0.11441035117774412,-0.7855205006909607,0.06713930283762881,-0.05129329438755015,-0.847297860387204,-0.5108256237659914,-0.4855078157817001,0.03243527575315408,-0.1041402592525964,0.33024168687057687,0.370859578930689,0.6264558060612728,0.20935022918187407,,0.17798315519535635,0.0,0.44895022004790297,1.0498221244986774,-0.9675840262617061,0.043963123421116634,-0.009248657920861093,-0.07571182173569646,-0.01459879942115272,0.2651077504132413,-0.2542341383842408,-0.08455738802806323,-0.36179004460550335,-0.16507975035944877,0.5639354490799389,0.019048194970694432,-0.13858616328614648,0.03206853001503589,0.04706751085798544,-1.6607312068216515,1.0040897831089168,0.05387971493316179,0.6931471805599454,0.2733039139575304,0.2842834358957888,-0.5436154465889818,-0.21072103131565267,1.1653036631667821,0.05480823649499467,0.05001042057466165,0.23180161405732402,,-0.1518060128680041,0.07197349962508959,-0.4748936145399276,0.4192584302404998,-0.05971923470162288,0.9480394301887349,-0.05715841383994835,-0.0584962066816086,0.6733445532637661,-0.05043085362689226,0.25452986513487996,0.07738666361542013,0.2309055566496987,-0.34662460808523043,-0.3600027340314069,-1.2089603458369749,0.8675005677047235,0.0,0.4144337780909253,-1.427116355640146,1.1601701816675427,-0.061368946376291866,0.20430046351273035,1.120591195386885,-1.7107904066943882,0.17824823140631896,-1.0986122886681096,1.4294665329850993,-0.019048194970694432,,0.15762894420358275,1.2286654169163076,0.8842024173226548,0.20067069546215155,0.7790896103606704,-0.5411309732613194,-0.08338160893905133
