date,CF UN Equity
2006-04-28,-2.1493
2006-04-29,
2006-04-30,
2006-05-01,2.3121
2006-05-02,5.9322
2006-05-03,-2.24
2006-05-04,-2.3459
2006-05-05,0.2793
2006-05-06,
2006-05-07,
2006-05-08,-1.8384
2006-05-09,-0.5675
2006-05-10,-0.0571
2006-05-11,-2.5128
2006-05-12,-1.2317
2006-05-13,
2006-05-14,
2006-05-15,-0.8314
2006-05-16,3.6527
2006-05-17,-2.7152
2006-05-18,0.772
2006-05-19,0.2357
2006-05-20,
2006-05-21,
2006-05-22,-2.5867
2006-05-23,-0.9656
2006-05-24,0.5484
2006-05-25,2.7879
2006-05-26,1.1203
2006-05-27,
2006-05-28,
2006-05-29,
2006-05-30,-2.3324
2006-05-31,1.9701
2006-06-01,-2.4005
2006-06-02,-1.6197
2006-06-03,
2006-06-04,
2006-06-05,-2.439
2006-06-06,-1.75
2006-06-07,-0.1272
2006-06-08,-2.4204
2006-06-09,-2.6109999999999998
2006-06-10,
2006-06-11,
2006-06-12,-4.9597999999999995
2006-06-13,-4.7955
2006-06-14,4.5926
2006-06-15,1.8414000000000001
2006-06-16,-0.8345
2006-06-17,
2006-06-18,
2006-06-19,-3.0154
2006-06-20,-0.7231
2006-06-21,1.2382
2006-06-22,-2.3022
2006-06-23,4.0501
2006-06-24,
2006-06-25,
2006-06-26,-0.92
2006-06-27,-3.5
2006-06-28,-0.9623
2006-06-29,7.6233
2006-06-30,-0.9722
2006-07-01,
2006-07-02,
2006-07-03,-1.5428
2006-07-04,
2006-07-05,-0.0712
2006-07-06,-0.0713
2006-07-07,-1.9258
2006-07-08,
2006-07-09,
2006-07-10,-0.5818
2006-07-11,0.951
2006-07-12,-0.4348
2006-07-13,-2.9112
2006-07-14,-0.8996
2006-07-15,
2006-07-16,
2006-07-17,-1.3616
2006-07-18,2.1471999999999998
2006-07-19,6.3063
2006-07-20,-3.2486
2006-07-21,1.0219
2006-07-22,
2006-07-23,
2006-07-24,3.3237
2006-07-25,3.7063
2006-07-26,0.2023
2006-07-27,1.5478
2006-07-28,4.9702
2006-07-29,
2006-07-30,
2006-07-31,2.3359
2006-08-01,-2.6527
2006-08-02,-2.9151
2006-08-03,-0.6527
2006-08-04,1.1827
2006-08-05,
2006-08-06,
2006-08-07,-0.1948
2006-08-08,-2.9278
2006-08-09,0.7373
2006-08-10,-1.1976
2006-08-11,-1.7532
2006-08-12,
2006-08-13,
2006-08-14,2.6081
2006-08-15,2.4749
2006-08-16,0.9791
2006-08-17,0.1939
2006-08-18,-1.5484
2006-08-19,
2006-08-20,
2006-08-21,1.3106
2006-08-22,0.3881
2006-08-23,0.0
2006-08-24,-0.1289
2006-08-25,0.4516
2006-08-26,
2006-08-27,
2006-08-28,2.6333
2006-08-29,0.1252
2006-08-30,-0.4375
2006-08-31,-0.4394
2006-09-01,0.3153
2006-09-02,
2006-09-03,
2006-09-04,
2006-09-05,4.1483
2006-09-06,0.1811
2006-09-07,-0.6024
2006-09-08,0.303
2006-09-09,
2006-09-10,
2006-09-11,-1.0272
2006-09-12,1.9536
2006-09-13,0.8982
2006-09-14,0.0
2006-09-15,-0.7715
2006-09-16,
2006-09-17,
2006-09-18,0.5981
2006-09-19,1.0702
2006-09-20,-0.2941
2006-09-21,-0.236
2006-09-22,-1.3601
2006-09-23,
2006-09-24,
2006-09-25,-0.3597
2006-09-26,1.9254
2006-09-27,0.3542
2006-09-28,1.7059
2006-09-29,-1.2724
2006-09-30,
2006-10-01,
2006-10-02,2.6362
2006-10-03,0.0
2006-10-04,0.9132
2006-10-05,3.1109
2006-10-06,-0.1646
2006-10-07,
2006-10-08,
2006-10-09,1.044
2006-10-10,1.1963
2006-10-11,-2.2031
2006-10-12,4.6703
2006-10-13,-1.5748
2006-10-14,
2006-10-15,
2006-10-16,1.0133
2006-10-17,-2.2175
2006-10-18,1.6739000000000002
2006-10-19,0.8497
2006-10-20,-2.0011
2006-10-21,
2006-10-22,
2006-10-23,0.9672
2006-10-24,0.1064
2006-10-25,2.3392
2006-10-26,0.9351
2006-10-27,2.9851
2006-10-28,
2006-10-29,
2006-10-30,0.1999
2006-10-31,-1.1471
2006-11-01,0.7064
2006-11-02,1.1022
2006-11-03,0.1982
2006-11-04,
2006-11-05,
2006-11-06,2.0772
2006-11-07,0.0969
2006-11-08,1.6941000000000002
2006-11-09,-1.3803
2006-11-10,3.1401
2006-11-11,
2006-11-12,
2006-11-13,-0.7026
2006-11-14,2.217
2006-11-15,-0.6922
2006-11-16,0.7435
2006-11-17,0.0461
2006-11-18,
2006-11-19,
2006-11-20,4.2877
2006-11-21,1.5915
2006-11-22,-0.8268
2006-11-23,
2006-11-24,0.2633
2006-11-25,
2006-11-26,
2006-11-27,-3.1072
2006-11-28,0.1355
2006-11-29,1.6238000000000001
2006-11-30,0.9765
2006-12-01,-0.9231
2006-12-02,
2006-12-03,
2006-12-04,1.0204
2006-12-05,1.6689
2006-12-06,0.7343
2006-12-07,-0.5146
2006-12-08,0.7328
2006-12-09,
2006-12-10,
2006-12-11,1.3693
2006-12-12,-0.8864
2006-12-13,0.5537
2006-12-14,0.6353
2006-12-15,1.0101
2006-12-16,
2006-12-17,
2006-12-18,-1.6667
2006-12-19,1.2288000000000001
2006-12-20,2.7627
2006-12-21,-0.2037
2006-12-22,1.8776000000000002
2006-12-23,
2006-12-24,
2006-12-25,
2006-12-26,4.0865
2006-12-27,1.5781
2006-12-28,-1.5535999999999999
2006-12-29,-1.3087
2006-12-30,
2006-12-31,
2007-01-01,
2007-01-02,
2007-01-03,3.1981
2007-01-04,1.096
2007-01-05,-0.5981
2007-01-06,
2007-01-07,
2007-01-08,-0.6393
2007-01-09,2.271
2007-01-10,0.4811
2007-01-11,2.0258
2007-01-12,4.8014
2007-01-13,
2007-01-14,
2007-01-15,
2007-01-16,1.2745
2007-01-17,0.0
2007-01-18,-1.9048
2007-01-19,1.5603
2007-01-20,
2007-01-21,
2007-01-22,-2.1168
2007-01-23,0.9418
2007-01-24,-0.4147
2007-01-25,-1.7349
2007-01-26,1.3418
2007-01-27,
2007-01-28,
2007-01-29,9.6864
2007-01-30,-2.2554
2007-01-31,-0.8775
2007-02-01,4.3279
2007-02-02,-0.8171
2007-02-03,
2007-02-04,
2007-02-05,0.2218
2007-02-06,-0.411
2007-02-07,1.8413
2007-02-08,0.9975
2007-02-09,1.4198
2007-02-10,
2007-02-11,
2007-02-12,1.4303
2007-02-13,1.8902
2007-02-14,1.0601
2007-02-15,0.8159
2007-02-16,-0.6651
2007-02-17,
2007-02-18,
2007-02-19,
2007-02-20,8.2387
2007-02-21,3.362
2007-02-22,0.8587
2007-02-23,2.1156
2007-02-24,
2007-02-25,
2007-02-26,-0.0505
2007-02-27,-5.8392
2007-02-28,3.7852
2007-03-01,-1.7072
2007-03-02,-3.7895
2007-03-03,
2007-03-04,
2007-03-05,1.7505
2007-03-06,4.0323
2007-03-07,0.646
2007-03-08,4.0565
2007-03-09,0.6662
2007-03-10,
2007-03-11,
2007-03-12,0.9804
2007-03-13,-1.335
2007-03-14,0.0738
2007-03-15,-0.4671
2007-03-16,-0.6174
2007-03-17,
2007-03-18,
2007-03-19,3.6531000000000002
2007-03-20,1.4625
2007-03-21,2.0321
2007-03-22,-0.5558
2007-03-23,-2.6316
2007-03-24,
2007-03-25,
2007-03-26,-1.9851999999999999
2007-03-27,-6.1981
2007-03-28,-1.873
2007-03-29,2.8102
2007-03-30,-0.5931
2007-03-31,
2007-04-01,
2007-04-02,1.1933
2007-04-03,1.2817
2007-04-04,1.6452
2007-04-05,2.3655
2007-04-06,
2007-04-07,
2007-04-08,
2007-04-09,0.5108
2007-04-10,-1.5731000000000002
2007-04-11,2.4834
2007-04-12,3.7908
2007-04-13,2.4041
2007-04-14,
2007-04-15,
2007-04-16,-0.0903
2007-04-17,-0.5874
2007-04-18,1.2045
2007-04-19,-2.2906
2007-04-20,1.1262
2007-04-21,
2007-04-22,
2007-04-23,0.4091
2007-04-24,-0.0679
2007-04-25,0.5663
2007-04-26,2.9505
2007-04-27,-5.7537
2007-04-28,
2007-04-29,
2007-04-30,-7.8690999999999995
2007-05-01,-2.9981999999999998
2007-05-02,3.9481
2007-05-03,2.5987
2007-05-04,-2.0214
2007-05-05,
2007-05-06,
2007-05-07,2.2869
2007-05-08,-1.3609
2007-05-09,-0.8376
2007-05-10,-0.7205
2007-05-11,0.7261
2007-05-12,
2007-05-13,
2007-05-14,1.4666000000000001
2007-05-15,0.539
2007-05-16,2.0712
2007-05-17,0.8594
2007-05-18,-0.3077
2007-05-19,
2007-05-20,
2007-05-21,1.9468
2007-05-22,0.0233
2007-05-23,-3.2829
2007-05-24,-1.5648
2007-05-25,3.6439
2007-05-26,
2007-05-27,
2007-05-28,
2007-05-29,0.0944
2007-05-30,4.6912
2007-05-31,0.7206
2007-06-01,3.5323
2007-06-02,
2007-06-03,
2007-06-04,4.7074
2007-06-05,0.7424
2007-06-06,-2.784
2007-06-07,-2.5479000000000003
2007-06-08,3.4356
2007-06-09,
2007-06-10,
2007-06-11,1.8383
2007-06-12,1.7026
2007-06-13,5.1835
2007-06-14,1.3231
2007-06-15,4.0121
2007-06-16,
2007-06-17,
2007-06-18,1.4738
2007-06-19,2.8151
2007-06-20,-1.2731
2007-06-21,6.9952
2007-06-22,-0.842
2007-06-23,
2007-06-24,
2007-06-25,-2.048
2007-06-26,-0.5779
2007-06-27,-2.4791
2007-06-28,5.3471
2007-06-29,-0.3328
2007-06-30,
2007-07-01,
2007-07-02,3.473
2007-07-03,1.2909
2007-07-04,
2007-07-05,-0.4461
2007-07-06,0.7841
2007-07-07,
2007-07-08,
2007-07-09,-0.0794
2007-07-10,-3.4959
2007-07-11,1.2844
2007-07-12,-1.2518
2007-07-13,10.4379
2007-07-14,
2007-07-15,
2007-07-16,-1.8784
2007-07-17,0.3798
2007-07-18,-0.4995
2007-07-19,-0.4563
2007-07-20,-2.6895
2007-07-21,
2007-07-22,
2007-07-23,-1.6646
2007-07-24,-7.2181
2007-07-25,-0.5336
2007-07-26,-5.4681
2007-07-27,-1.6841
2007-07-28,
2007-07-29,
2007-07-30,7.466
2007-07-31,-0.4158
2007-08-01,1.6006
2007-08-02,-0.3938
2007-08-03,-5.0026
2007-08-04,
2007-08-05,
2007-08-06,-0.5248
2007-08-07,4.0931
2007-08-08,-1.6078000000000001
2007-08-09,-13.1439
2007-08-10,6.2372
2007-08-11,
2007-08-12,
2007-08-13,7.411
2007-08-14,2.9043
2007-08-15,-7.9443
2007-08-16,0.3596
2007-08-17,2.8852
2007-08-18,
2007-08-19,
2007-08-20,3.9956
2007-08-21,1.5157
2007-08-22,6.2674
2007-08-23,-1.1109
2007-08-24,4.3615
2007-08-25,
2007-08-26,
2007-08-27,-1.7255
2007-08-28,-6.6527
2007-08-29,4.6247
2007-08-30,-0.2969
2007-08-31,4.7643
2007-09-01,
2007-09-02,
2007-09-03,
2007-09-04,2.9212
2007-09-05,1.4115
2007-09-06,-0.9531
2007-09-07,-3.7727
2007-09-08,
2007-09-09,
2007-09-10,-1.3968
2007-09-11,2.3664
2007-09-12,-3.727
2007-09-13,3.0546
2007-09-14,1.5058
2007-09-15,
2007-09-16,
2007-09-17,2.6077
2007-09-18,4.4894
2007-09-19,1.6458
2007-09-20,-0.4155
2007-09-21,5.7554
2007-09-22,
2007-09-23,
2007-09-24,-4.4762
2007-09-25,4.7999
2007-09-26,-0.2039
2007-09-27,3.391
2007-09-28,-0.0132
2007-09-29,
2007-09-30,
2007-10-01,0.1054
2007-10-02,-2.8688000000000002
2007-10-03,-6.3271
2007-10-04,5.3081
2007-10-05,0.2335
2007-10-06,
2007-10-07,
2007-10-08,-1.8909
2007-10-09,2.4162
2007-10-10,0.6409
2007-10-11,-3.6992000000000003
2007-10-12,6.6554
2007-10-13,
2007-10-14,
2007-10-15,-1.2269
2007-10-16,0.1202
2007-10-17,0.4669
2007-10-18,3.3196
2007-10-19,1.4651
2007-10-20,
2007-10-21,
2007-10-22,-2.9766
2007-10-23,6.3969
2007-10-24,1.9877
2007-10-25,1.9009
2007-10-26,0.8619
2007-10-27,
2007-10-28,
2007-10-29,3.02
2007-10-30,-1.4203000000000001
2007-10-31,1.314
2007-11-01,-5.2787
2007-11-02,7.5426
2007-11-03,
2007-11-04,
2007-11-05,-1.9098000000000002
2007-11-06,6.0913
2007-11-07,3.0479
2007-11-08,0.4582
2007-11-09,-3.3382
2007-11-10,
2007-11-11,
2007-11-12,-14.2106
2007-11-13,8.6761
2007-11-14,2.773
2007-11-15,-6.0793
2007-11-16,1.192
2007-11-17,
2007-11-18,
2007-11-19,-7.8808
2007-11-20,6.4193999999999996
2007-11-21,-3.9894
2007-11-22,
2007-11-23,2.9412000000000003
2007-11-24,
2007-11-25,
2007-11-26,-0.3161
2007-11-27,3.8541
2007-11-28,4.8738
2007-11-29,-1.2542
2007-11-30,3.1753
2007-12-01,
2007-12-02,
2007-12-03,4.5944
2007-12-04,-2.3434
2007-12-05,2.8839
2007-12-06,1.7570999999999999
2007-12-07,-2.6416
2007-12-08,
2007-12-09,
2007-12-10,1.098
2007-12-11,-5.2109
2007-12-12,1.8288
2007-12-13,6.4481
2007-12-14,-1.4229
2007-12-15,
2007-12-16,
2007-12-17,-0.464
2007-12-18,-0.3211
2007-12-19,1.5795
2007-12-20,10.2404
2007-12-21,2.9881
2007-12-22,
2007-12-23,
2007-12-24,2.9915000000000003
2007-12-25,
2007-12-26,1.9773
2007-12-27,-2.3078
2007-12-28,-1.651
2007-12-29,
2007-12-30,
2007-12-31,-1.7234
2008-01-01,
2008-01-02,0.4997
2008-01-03,4.7283
2008-01-04,-3.9537
2008-01-05,
2008-01-06,
2008-01-07,-1.3122
2008-01-08,-1.0474
2008-01-09,3.5619
2008-01-10,-1.6353
2008-01-11,1.7347000000000001
2008-01-12,
2008-01-13,
2008-01-14,6.4387
2008-01-15,-4.0467
2008-01-16,-9.2783
2008-01-17,-13.4956
2008-01-18,3.4127
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,-0.2679
2008-01-23,-0.3008
2008-01-24,7.8341
2008-01-25,4.0572
2008-01-26,
2008-01-27,
2008-01-28,2.1896
2008-01-29,-0.639
2008-01-30,-4.0575
2008-01-31,5.4121
2008-02-01,1.4963
2008-02-02,
2008-02-03,
2008-02-04,2.3864
2008-02-05,-6.6594999999999995
2008-02-06,3.789
2008-02-07,-0.9661
2008-02-08,1.5383
2008-02-09,
2008-02-10,
2008-02-11,3.0023
2008-02-12,1.3991
2008-02-13,2.6181
2008-02-14,-0.362
2008-02-15,2.2232
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,7.2015
2008-02-20,0.3315
2008-02-21,-3.1811
2008-02-22,2.3585
2008-02-23,
2008-02-24,
2008-02-25,4.076
2008-02-26,-2.0078
2008-02-27,-2.7111
2008-02-28,1.073
2008-02-29,-3.2800000000000002
2008-03-01,
2008-03-02,
2008-03-03,-1.3106
2008-03-04,-0.7138
2008-03-05,3.2269
2008-03-06,-1.6035
2008-03-07,-5.679
2008-03-08,
2008-03-09,
2008-03-10,-8.1501
2008-03-11,11.8184
2008-03-12,-0.9006
2008-03-13,3.0607
2008-03-14,-3.4606
2008-03-15,
2008-03-16,
2008-03-17,-5.3856
2008-03-18,9.0619
2008-03-19,-11.1983
2008-03-20,-1.3541
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,1.4109
2008-03-25,6.5708
2008-03-26,0.247
2008-03-27,-3.8099
2008-03-28,-0.6952
2008-03-29,
2008-03-30,
2008-03-31,-4.5504999999999995
2008-04-01,2.8373
2008-04-02,-0.6288
2008-04-03,8.1783
2008-04-04,9.6814
2008-04-05,
2008-04-06,
2008-04-07,1.0586
2008-04-08,3.1897
2008-04-09,2.0837
2008-04-10,2.5047
2008-04-11,0.9701
2008-04-12,
2008-04-13,
2008-04-14,4.3271
2008-04-15,-1.0733
2008-04-16,5.9845
2008-04-17,-0.6076
2008-04-18,2.2857
2008-04-19,
2008-04-20,
2008-04-21,1.4031
2008-04-22,-2.3318
2008-04-23,-2.8663
2008-04-24,-7.0768
2008-04-25,4.7379999999999995
2008-04-26,
2008-04-27,
2008-04-28,-3.0389
2008-04-29,-6.1395
2008-04-30,1.9287999999999998
2008-05-01,-1.2416
2008-05-02,2.06
2008-05-03,
2008-05-04,
2008-05-05,-0.0074
2008-05-06,3.013
2008-05-07,-2.2477
2008-05-08,1.3118
2008-05-09,-0.4656
2008-05-10,
2008-05-11,
2008-05-12,1.9148
2008-05-13,-1.6564999999999999
2008-05-14,-0.5619
2008-05-15,1.8052000000000001
2008-05-16,0.7641
2008-05-17,
2008-05-18,
2008-05-19,-5.1291
2008-05-20,2.1339
2008-05-21,-4.4887
2008-05-22,1.9324
2008-05-23,-3.4655
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,-2.5373
2008-05-28,10.0588
2008-05-29,-2.4533
2008-05-30,2.7778
2008-05-31,
2008-06-01,
2008-06-02,1.8992
2008-06-03,3.3763
2008-06-04,-1.3245
2008-06-05,6.915
2008-06-06,-3.5954
2008-06-07,
2008-06-08,
2008-06-09,3.034
2008-06-10,-0.2581
2008-06-11,0.2388
2008-06-12,-1.1913
2008-06-13,3.8784
2008-06-14,
2008-06-15,
2008-06-16,3.5788
2008-06-17,5.5967
2008-06-18,-0.2476
2008-06-19,-4.1608
2008-06-20,2.8305
2008-06-21,
2008-06-22,
2008-06-23,0.9595
2008-06-24,-4.8292
2008-06-25,-1.061
2008-06-26,-2.9839
2008-06-27,1.9897
2008-06-28,
2008-06-29,
2008-06-30,-2.5821
2008-07-01,1.2435
2008-07-02,-7.1687
2008-07-03,-0.8426
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,3.3427
2008-07-08,-1.8279
2008-07-09,5.3714
2008-07-10,3.0349
2008-07-11,1.4026
2008-07-12,
2008-07-13,
2008-07-14,3.7975
2008-07-15,-3.6647
2008-07-16,-0.1446
2008-07-17,-3.7907
2008-07-18,-2.0093
2008-07-19,
2008-07-20,
2008-07-21,4.6821
2008-07-22,-0.4211
2008-07-23,-10.5658
2008-07-24,-0.0645
2008-07-25,3.0325
2008-07-26,
2008-07-27,
2008-07-28,1.3638
2008-07-29,4.8051
2008-07-30,9.1237
2008-07-31,-1.8906
2008-08-01,-0.5628
2008-08-02,
2008-08-03,
2008-08-04,-8.3549
2008-08-05,-6.2769
2008-08-06,0.8452
2008-08-07,-0.3054
2008-08-08,-4.0681
2008-08-09,
2008-08-10,
2008-08-11,-6.9216
2008-08-12,0.9575
2008-08-13,9.8159
2008-08-14,-1.3108
2008-08-15,-5.8965
2008-08-16,
2008-08-17,
2008-08-18,0.6669
2008-08-19,3.9365
2008-08-20,3.6911
2008-08-21,4.0315
2008-08-22,-0.7352
2008-08-23,
2008-08-24,
2008-08-25,1.6474
2008-08-26,1.6275
2008-08-27,0.6165
2008-08-28,0.293
2008-08-29,1.1952
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,-9.4357
2008-09-03,-2.6663
2008-09-04,-8.1212
2008-09-05,6.2951
2008-09-06,
2008-09-07,
2008-09-08,-8.9329
2008-09-09,-12.0522
2008-09-10,4.311
2008-09-11,6.0578
2008-09-12,5.6
2008-09-13,
2008-09-14,
2008-09-15,-10.2151
2008-09-16,8.4286
2008-09-17,-8.2085
2008-09-18,0.5834
2008-09-19,8.2382
2008-09-20,
2008-09-21,
2008-09-22,1.9761
2008-09-23,-6.7165
2008-09-24,1.1971
2008-09-25,-4.1489
2008-09-26,-16.7151
2008-09-27,
2008-09-28,
2008-09-29,-8.5531
2008-09-30,8.9718
2008-10-01,-3.0833
2008-10-02,-34.5668
2008-10-03,-2.6207000000000003
2008-10-04,
2008-10-05,
2008-10-06,-4.2493
2008-10-07,-4.9741
2008-10-08,11.5198
2008-10-09,-2.5824
2008-10-10,3.2957
2008-10-11,
2008-10-12,
2008-10-13,12.1033
2008-10-14,-0.7425
2008-10-15,-12.7941
2008-10-16,3.7348
2008-10-17,-4.6512
2008-10-18,
2008-10-19,
2008-10-20,10.1536
2008-10-21,-8.2664
2008-10-22,-10.8171
2008-10-23,-10.6856
2008-10-24,-0.3591
2008-10-25,
2008-10-26,
2008-10-27,1.9374
2008-10-28,19.6906
2008-10-29,-0.7016
2008-10-30,11.8074
2008-10-31,6.752
2008-11-01,
2008-11-02,
2008-11-03,-2.368
2008-11-04,3.5423999999999998
2008-11-05,-8.3372
2008-11-06,-7.1621
2008-11-07,10.1775
2008-11-08,
2008-11-09,
2008-11-10,2.3833
2008-11-11,-5.4262
2008-11-12,-11.1696
2008-11-13,15.7381
2008-11-14,-9.0653
2008-11-15,
2008-11-16,
2008-11-17,-8.2409
2008-11-18,-0.0991
2008-11-19,-11.7087
2008-11-20,-11.4857
2008-11-21,18.4358
2008-11-22,
2008-11-23,
2008-11-24,-1.0292
2008-11-25,5.5026
2008-11-26,9.0965
2008-11-27,
2008-11-28,-0.9411
2008-11-29,
2008-11-30,
2008-12-01,-15.9795
2008-12-02,3.9123
2008-12-03,0.8052
2008-12-04,-3.7133000000000003
2008-12-05,5.4933
2008-12-06,
2008-12-07,
2008-12-08,7.8215
2008-12-09,-0.138
2008-12-10,3.2373
2008-12-11,-6.9981
2008-12-12,1.0074
2008-12-13,
2008-12-14,
2008-12-15,-2.646
2008-12-16,12.419
2008-12-17,3.2174
2008-12-18,-8.8288
2008-12-19,-5.2964
2008-12-20,
2008-12-21,
2008-12-22,-5.0292
2008-12-23,2.1753
2008-12-24,-0.8387
2008-12-25,
2008-12-26,1.4964
2008-12-27,
2008-12-28,
2008-12-29,-0.2137
2008-12-30,1.9914
2008-12-31,3.2123
2009-01-01,
2009-01-02,9.0928
2009-01-03,
2009-01-04,
2009-01-05,5.5379000000000005
2009-01-06,-2.3498
2009-01-07,-3.6005000000000003
2009-01-08,2.6089
2009-01-09,-1.3902
2009-01-10,
2009-01-11,
2009-01-12,-12.9475
2009-01-13,1.5981
