date,LO UN Equity
2008-09-10,0.5349
2008-09-11,2.3192
2008-09-12,2.8533
2008-09-13,
2008-09-14,
2008-09-15,-4.0446
2008-09-16,-1.2024
2008-09-17,-5.8526
2008-09-18,3.1227
2008-09-19,1.6056
2008-09-20,
2008-09-21,
2008-09-22,-4.3111
2008-09-23,0.7098
2008-09-24,-0.8487
2008-09-25,4.4393
2008-09-26,2.9587
2008-09-27,
2008-09-28,
2008-09-29,-7.5958
2008-09-30,3.8838
2008-10-01,-1.8271
2008-10-02,-3.1926
2008-10-03,-1.1683
2008-10-04,
2008-10-05,
2008-10-06,-3.8007
2008-10-07,-3.1731
2008-10-08,2.3775
2008-10-09,-5.2879
2008-10-10,-2.2531
2008-10-11,
2008-10-12,
2008-10-13,10.0
2008-10-14,-7.1803
2008-10-15,-5.8433
2008-10-16,-1.5691000000000002
2008-10-17,3.4032
2008-10-18,
2008-10-19,
2008-10-20,2.2519
2008-10-21,4.4892
2008-10-22,-1.978
2008-10-23,2.1006
2008-10-24,-5.8318
2008-10-25,
2008-10-26,
2008-10-27,3.9566
2008-10-28,11.1203
2008-10-29,-5.4654
2008-10-30,3.0246
2008-10-31,0.7034
2008-11-01,
2008-11-02,
2008-11-03,-5.4813
2008-11-04,0.3373
2008-11-05,-3.3141
2008-11-06,-0.6955
2008-11-07,1.9176
2008-11-08,
2008-11-09,
2008-11-10,0.2291
2008-11-11,-2.8567
2008-11-12,-6.2006
2008-11-13,9.6381
2008-11-14,-0.6863
2008-11-15,
2008-11-16,
2008-11-17,0.6581
2008-11-18,1.9123999999999999
2008-11-19,-2.6624
2008-11-20,-6.492
2008-11-21,5.163
2008-11-22,
2008-11-23,
2008-11-24,-0.9383
2008-11-25,-0.6089
2008-11-26,2.2464
2008-11-27,
2008-11-28,2.1138
2008-11-29,
2008-11-30,
2008-12-01,-0.6619
2008-12-02,2.3322
2008-12-03,-1.2046000000000001
2008-12-04,-1.6312
2008-12-05,3.0318
2008-12-06,
2008-12-07,
2008-12-08,0.4064
2008-12-09,0.2267
2008-12-10,-1.3086
2008-12-11,-3.9123
2008-12-12,0.1874
2008-12-13,
2008-12-14,
2008-12-15,-1.5644
2008-12-16,-4.6467
2008-12-17,0.1268
2008-12-18,2.3883
2008-12-19,1.5550000000000002
2008-12-20,
2008-12-21,
2008-12-22,-0.2784
2008-12-23,-3.0012
2008-12-24,-0.3418
2008-12-25,
2008-12-26,0.7401
2008-12-27,
2008-12-28,
2008-12-29,-1.0213
2008-12-30,0.6517
2008-12-31,1.3489
2009-01-01,
2009-01-02,-2.0053
2009-01-03,
2009-01-04,
2009-01-05,1.4306
2009-01-06,-2.6245000000000003
2009-01-07,-1.3568
2009-01-08,2.7881
2009-01-09,1.6456
2009-01-10,
2009-01-11,
2009-01-12,2.6151999999999997
2009-01-13,-0.0693
2009-01-14,-1.3532
2009-01-15,3.3415
2009-01-16,2.0592
2009-01-17,
2009-01-18,
2009-01-19,
2009-01-20,1.334
2009-01-21,2.2709
2009-01-22,0.2574
2009-01-23,-2.1024
2009-01-24,
2009-01-25,
2009-01-26,0.0164
2009-01-27,0.7868
2009-01-28,-0.309
2009-01-29,0.5873
2009-01-30,-3.568
2009-01-31,
2009-02-01,
2009-02-02,1.0091
2009-02-03,2.2145
2009-02-04,-1.3194
2009-02-05,0.7593
2009-02-06,1.9987
2009-02-07,
2009-02-08,
2009-02-09,3.2766
2009-02-10,-0.6532
2009-02-11,1.268
2009-02-12,-0.1391
2009-02-13,-1.0681
2009-02-14,
2009-02-15,
2009-02-16,
2009-02-17,-1.6585999999999999
2009-02-18,-0.2228
2009-02-19,1.0844
2009-02-20,-0.1893
2009-02-21,
2009-02-22,
2009-02-23,-2.4182
2009-02-24,-0.5831
2009-02-25,-1.9386999999999999
2009-02-26,-1.4122
2009-02-27,0.0342
2009-02-28,
2009-03-01,
2009-03-02,-5.0308
2009-03-03,0.5045
2009-03-04,1.9541
2009-03-05,0.6858
2009-03-06,0.7335
2009-03-07,
2009-03-08,
2009-03-09,-0.7802
2009-03-10,0.2097
2009-03-11,0.0
2009-03-12,4.7254000000000005
2009-03-13,3.5465
2009-03-14,
2009-03-15,
2009-03-16,-0.6432
2009-03-17,2.1201
2009-03-18,-2.1236
2009-03-19,-2.1048999999999998
2009-03-20,3.0103
2009-03-21,
2009-03-22,
2009-03-23,1.702
2009-03-24,0.742
2009-03-25,1.7866
2009-03-26,-0.5697
2009-03-27,-2.2762000000000002
2009-03-28,
2009-03-29,
2009-03-30,-0.0475
2009-03-31,-2.1243
2009-04-01,-0.8584
2009-04-02,1.0946
2009-04-03,1.0989
2009-04-04,
2009-04-05,
2009-04-06,-3.149
2009-04-07,2.0135
2009-04-08,2.5886
2009-04-09,-0.205
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,-0.5215
2009-04-14,-2.2558
2009-04-15,0.8776
2009-04-16,1.8205
2009-04-17,2.8165
2009-04-18,
2009-04-19,
2009-04-20,1.2158
2009-04-21,-2.8584
2009-04-22,-2.0191
2009-04-23,0.7029
2009-04-24,-0.698
2009-04-25,
2009-04-26,
2009-04-27,-0.6709
2009-04-28,1.5278
2009-04-29,0.9346
2009-04-30,-0.9259
2009-05-01,-1.6316000000000002
2009-05-02,
2009-05-03,
2009-05-04,0.6441
2009-05-05,0.848
2009-05-06,2.1101
2009-05-07,-0.6837
2009-05-08,2.9725
2009-05-09,
2009-05-10,
2009-05-11,-0.6381
2009-05-12,4.052
2009-05-13,0.8376
2009-05-14,-0.6849
2009-05-15,1.8195000000000001
2009-05-16,
2009-05-17,
2009-05-18,-2.7381
2009-05-19,-0.0445
2009-05-20,0.252
2009-05-21,0.0887
2009-05-22,0.1182
2009-05-23,
2009-05-24,
2009-05-25,
2009-05-26,0.0148
2009-05-27,-0.9295
2009-05-28,2.6955
2009-05-29,0.4262
2009-05-30,
2009-05-31,
2009-06-01,1.2001
2009-06-02,0.2892
2009-06-03,-0.4037
2009-06-04,-0.333
2009-06-05,0.3196
2009-06-06,
2009-06-07,
2009-06-08,-2.1286
2009-06-09,-0.9469
2009-06-10,-1.6131
2009-06-11,1.0627
2009-06-12,1.7726
2009-06-13,
2009-06-14,
2009-06-15,-2.583
2009-06-16,0.1515
2009-06-17,0.8321
2009-06-18,2.0555
2009-06-19,1.5143
2009-06-20,
2009-06-21,
2009-06-22,0.1303
2009-06-23,-1.5187
2009-06-24,-0.5875
2009-06-25,0.3546
2009-06-26,-0.2503
2009-06-27,
2009-06-28,
2009-06-29,1.0035
2009-06-30,-0.979
2009-07-01,2.3167
2009-07-02,-2.0046
2009-07-03,
2009-07-04,
2009-07-05,
2009-07-06,2.5460000000000003
2009-07-07,-2.0809
2009-07-08,-1.1724999999999999
2009-07-09,-0.9936
2009-07-10,0.4344
2009-07-11,
2009-07-12,
2009-07-13,0.6562
2009-07-14,0.4741
2009-07-15,-0.0295
2009-07-16,0.9441
2009-07-17,2.2651
2009-07-18,
2009-07-19,
2009-07-20,-1.2432
2009-07-21,1.1865
2009-07-22,0.0572
2009-07-23,3.0585
2009-07-24,-0.2912
2009-07-25,
2009-07-26,
2009-07-27,0.5981
2009-07-28,-0.4562
2009-07-29,1.1111
2009-07-30,0.3846
2009-07-31,0.8758
2009-08-01,
2009-08-02,
2009-08-03,-0.3663
2009-08-04,-0.5037
2009-08-05,-1.7652
2009-08-06,1.5044
2009-08-07,-0.0823
2009-08-08,
2009-08-09,
2009-08-10,0.9339
2009-08-11,0.6532
2009-08-12,-0.8787
2009-08-13,-1.1184
2009-08-14,-0.1655
2009-08-15,
2009-08-16,
2009-08-17,0.2763
2009-08-18,0.9645
2009-08-19,-0.1638
2009-08-20,0.5878
2009-08-21,1.7393999999999998
2009-08-22,
2009-08-23,
2009-08-24,4.234
2009-08-25,-1.102
2009-08-26,-1.1661
2009-08-27,-2.0844
2009-08-28,-2.0886
2009-08-29,
2009-08-30,
2009-08-31,0.8873
2009-09-01,-0.2886
2009-09-02,0.7718
2009-09-03,0.3556
2009-09-04,1.0902
2009-09-05,
2009-09-06,
2009-09-07,
2009-09-08,-0.2561
2009-09-09,-0.4595
2009-09-10,1.2763
2009-09-11,0.2815
2009-09-12,
2009-09-13,
2009-09-14,-0.3342
2009-09-15,-1.9316
2009-09-16,-0.5198
2009-09-17,0.715
2009-09-18,2.6894
2009-09-19,
2009-09-20,
2009-09-21,-0.9971
2009-09-22,-0.9668
2009-09-23,0.5424
2009-09-24,-1.2138
2009-09-25,-0.6007
2009-09-26,
2009-09-27,
2009-09-28,1.3322
2009-09-29,1.3012000000000001
2009-09-30,-0.5887
2009-10-01,0.0404
2009-10-02,0.3767
2009-10-03,
2009-10-04,
2009-10-05,0.5227
2009-10-06,2.7067
2009-10-07,-1.0126
2009-10-08,0.7869
2009-10-09,1.2232
2009-10-10,
2009-10-11,
2009-10-12,0.2571
2009-10-13,0.3206
2009-10-14,1.6743000000000001
2009-10-15,0.6662
2009-10-16,0.5495
2009-10-17,
2009-10-18,
2009-10-19,0.3105
2009-10-20,0.7924
2009-10-21,-0.3808
2009-10-22,-0.4439
2009-10-23,-1.1395
2009-10-24,
2009-10-25,
2009-10-26,-7.0158
2009-10-27,5.9553
2009-10-28,-1.0682
2009-10-29,0.4242
2009-10-30,-0.5248
2009-10-31,
2009-11-01,
2009-11-02,0.3989
2009-11-03,0.5895
2009-11-04,-0.7135
2009-11-05,0.7058
2009-11-06,-1.0576
2009-11-07,
2009-11-08,
2009-11-09,1.5453999999999999
2009-11-10,1.0146
2009-11-11,-0.1883
2009-11-12,-0.1509
2009-11-13,-0.126
2009-11-14,
2009-11-15,
2009-11-16,0.6181
2009-11-17,-0.4889
2009-11-18,-0.2394
2009-11-19,-0.1515
2009-11-20,0.5185
2009-11-21,
2009-11-22,
2009-11-23,1.3085
2009-11-24,-0.3353
2009-11-25,0.2741
2009-11-26,
2009-11-27,-0.6959
2009-11-28,
2009-11-29,
2009-11-30,-1.2673
2009-12-01,0.5519
2009-12-02,0.4595
2009-12-03,-0.6861
2009-12-04,0.4094
2009-12-05,
2009-12-06,
2009-12-07,0.7263
2009-12-08,-1.556
2009-12-09,1.0023
2009-12-10,0.6489
2009-12-11,-0.6826
2009-12-12,
2009-12-13,
2009-12-14,0.1655
2009-12-15,1.1182
2009-12-16,-0.0377
2009-12-17,-1.3451
2009-12-18,-1.2742
2009-12-19,
2009-12-20,
2009-12-21,1.2132
2009-12-22,0.2933
2009-12-23,-0.1017
2009-12-24,0.4327
2009-12-25,
2009-12-26,
2009-12-27,
2009-12-28,0.773
2009-12-29,1.3707
2009-12-30,0.0248
2009-12-31,-0.4961
2010-01-01,
2010-01-02,
2010-01-03,
2010-01-04,1.6078999999999999
2010-01-05,-2.6742
2010-01-06,-0.5294
2010-01-07,-1.2798
2010-01-08,0.0513
2010-01-09,
2010-01-10,
2010-01-11,0.6286
2010-01-12,-0.9179
2010-01-13,-0.0257
2010-01-14,-0.3089
2010-01-15,0.1033
2010-01-16,
2010-01-17,
2010-01-18,
2010-01-19,-0.503
2010-01-20,-1.3739
2010-01-21,-0.4731
2010-01-22,-1.7298
2010-01-23,
2010-01-24,
2010-01-25,3.4534000000000002
2010-01-26,-0.2468
2010-01-27,-0.7031
2010-01-28,0.4065
2010-01-29,-1.1362
2010-01-30,
2010-01-31,
2010-02-01,1.3606
2010-02-02,1.3163
2010-02-03,-2.1739
2010-02-04,-2.38
2010-02-05,0.3502
2010-02-06,
2010-02-07,
2010-02-08,-0.3758
2010-02-09,0.9297
2010-02-10,-0.7609
2010-02-11,2.0985
2010-02-12,-0.7246
2010-02-13,
2010-02-14,
2010-02-15,
2010-02-16,0.3318
2010-02-17,0.0
2010-02-18,0.7143
2010-02-19,0.4859
2010-02-20,
2010-02-21,
2010-02-22,0.2745
2010-02-23,-0.8733
2010-02-24,-0.4076
2010-02-25,-0.2641
2010-02-26,-2.0123
2010-02-27,
2010-02-28,
2010-03-01,-0.3834
2010-03-02,1.7455
2010-03-03,0.3107
2010-03-04,0.6464
2010-03-05,1.0169
2010-03-06,
2010-03-07,
2010-03-08,0.4503
2010-03-09,-0.8439
2010-03-10,0.5984
2010-03-11,0.5552
2010-03-12,-0.1183
2010-03-13,
2010-03-14,
2010-03-15,0.5923
2010-03-16,0.6673
2010-03-17,0.013
2010-03-18,-0.1559
2010-03-19,0.3254
2010-03-20,
2010-03-21,
2010-03-22,0.5319
2010-03-23,0.0774
2010-03-24,-0.3095
2010-03-25,-1.2159
2010-03-26,-0.4845
2010-03-27,
2010-03-28,
2010-03-29,-1.4737
2010-03-30,0.1068
2010-03-31,0.3735
2010-04-01,0.7177
2010-04-02,
2010-04-03,
2010-04-04,
2010-04-05,1.478
2010-04-06,1.3004
2010-04-07,-0.7445
2010-04-08,-0.8277
2010-04-09,0.4304
2010-04-10,
2010-04-11,
2010-04-12,0.6363
2010-04-13,-0.271
2010-04-14,0.5563
2010-04-15,0.1287
2010-04-16,-0.604
2010-04-17,
2010-04-18,
2010-04-19,0.9179
2010-04-20,1.4092
2010-04-21,0.5937
2010-04-22,-0.427
2010-04-23,0.3531
2010-04-24,
2010-04-25,
2010-04-26,-0.8797
2010-04-27,-1.6736
2010-04-28,0.3611
2010-04-29,0.9508
2010-04-30,-0.2546
2010-05-01,
2010-05-02,
2010-05-03,-0.4338
2010-05-04,-0.9996
2010-05-05,0.1683
2010-05-06,-1.512
2010-05-07,0.0
2010-05-08,
2010-05-09,
2010-05-10,4.3957
2010-05-11,1.3826
2010-05-12,-0.5703
2010-05-13,-0.6858
2010-05-14,-1.0295
2010-05-15,
2010-05-16,
2010-05-17,1.5984
2010-05-18,-0.6618
2010-05-19,-1.2066
2010-05-20,-4.0204
2010-05-21,-0.9942
2010-05-22,
2010-05-23,
2010-05-24,-1.0845
2010-05-25,-1.0287
2010-05-26,-0.1504
2010-05-27,1.3559999999999999
2010-05-28,-2.0685000000000002
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,-0.1539
2010-06-02,1.6811
2010-06-03,0.6751
2010-06-04,-2.0255
2010-06-05,
2010-06-06,
2010-06-07,-0.6565
2010-06-08,1.2655
2010-06-09,0.3888
2010-06-10,2.2683
2010-06-11,-0.3111
2010-06-12,
2010-06-13,
2010-06-14,-0.1221
2010-06-15,1.3176
2010-06-16,0.5899
2010-06-17,-0.5598
2010-06-18,0.5093
2010-06-19,
2010-06-20,
2010-06-21,0.5734
2010-06-22,-1.5777999999999999
2010-06-23,-0.1886
2010-06-24,-1.6331
2010-06-25,-1.5231
2010-06-26,
2010-06-27,
2010-06-28,2.4662
2010-06-29,-1.3598
2010-06-30,-0.772
2010-07-01,-0.0417
2010-07-02,-0.0556
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,1.0291
2010-07-07,-0.1927
2010-07-08,2.3169
2010-07-09,0.31
2010-07-10,
2010-07-11,
2010-07-12,0.3359
2010-07-13,-0.0268
2010-07-14,0.0938
2010-07-15,0.0535
2010-07-16,-1.6453
2010-07-17,
2010-07-18,
2010-07-19,0.68
2010-07-20,1.3103
2010-07-21,-0.7333
2010-07-22,1.9609999999999999
2010-07-23,0.5138
2010-07-24,
2010-07-25,
2010-07-26,1.2451
2010-07-27,0.2201
2010-07-28,-0.9558
2010-07-29,-1.1476
2010-07-30,0.5805
2010-07-31,
2010-08-01,
2010-08-02,0.1574
2010-08-03,-0.7465
2010-08-04,-1.3062
2010-08-05,1.4572
2010-08-06,0.5666
2010-08-07,
2010-08-08,
2010-08-09,-0.2752
2010-08-10,0.092
2010-08-11,-0.617
2010-08-12,-0.5415
2010-08-13,0.0
2010-08-14,
2010-08-15,
2010-08-16,-1.1155
2010-08-17,1.8801999999999999
2010-08-18,0.4746
2010-08-19,-1.2333
2010-08-20,-0.7173
2010-08-21,
2010-08-22,
2010-08-23,-0.1204
2010-08-24,0.9243
2010-08-25,3.5838
2010-08-26,-0.141
2010-08-27,-0.9367
2010-08-28,
2010-08-29,
2010-08-30,0.1101
2010-08-31,-0.197
2010-09-01,2.8811999999999998
2010-09-02,2.1739
2010-09-03,1.0013
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,-0.1363
2010-09-08,0.1117
2010-09-09,-0.7561
2010-09-10,2.1107
2010-09-11,
2010-09-12,
2010-09-13,-0.4892
2010-09-14,-0.1352
2010-09-15,-0.16
2010-09-16,-0.5301
2010-09-17,0.0124
2010-09-18,
2010-09-19,
2010-09-20,1.5861
2010-09-21,1.11
2010-09-22,-1.1702
2010-09-23,-2.1973
2010-09-24,1.5976
2010-09-25,
2010-09-26,
2010-09-27,-0.258
2010-09-28,-0.4927
2010-09-29,-0.1114
2010-09-30,-0.4833
2010-10-01,-0.3486
2010-10-02,
2010-10-03,
2010-10-04,-1.6619000000000002
2010-10-05,1.0419
2010-10-06,-0.6036
2010-10-07,-0.0633
2010-10-08,1.2407
2010-10-09,
2010-10-10,
2010-10-11,0.025
2010-10-12,1.8252000000000002
2010-10-13,0.7366
2010-10-14,-0.1828
2010-10-15,1.3065
2010-10-16,
2010-10-17,
2010-10-18,0.5906
2010-10-19,-0.659
2010-10-20,0.3498
2010-10-21,0.0
2010-10-22,1.0216
2010-10-23,
2010-10-24,
2010-10-25,1.2968
2010-10-26,1.6796
2010-10-27,-1.6634
2010-10-28,1.4096
2010-10-29,-1.1468
2010-10-30,
2010-10-31,
2010-11-01,0.1875
2010-11-02,2.5848
2010-11-03,0.6271
2010-11-04,0.7705
2010-11-05,-0.0225
2010-11-06,
2010-11-07,
2010-11-08,0.3374
2010-11-09,-0.6949
2010-11-10,-0.5756
2010-11-11,0.3292
2010-11-12,-0.6563
2010-11-13,
2010-11-14,
2010-11-15,0.4214
2010-11-16,-1.5084
2010-11-17,-0.1036
2010-11-18,0.1614
2010-11-19,-0.9898
2010-11-20,
2010-11-21,
2010-11-22,-0.9067
2010-11-23,-1.7126000000000001
2010-11-24,0.2029
2010-11-25,
2010-11-26,-0.5241
2010-11-27,
2010-11-28,
2010-11-29,-0.9159
2010-11-30,-2.5113
2010-12-01,3.3049
2010-12-02,-0.5717
2010-12-03,0.0122
2010-12-04,
2010-12-05,
2010-12-06,0.1835
2010-12-07,-0.0855
2010-12-08,0.7577
2010-12-09,-2.0982
2010-12-10,1.7715999999999998
2010-12-11,
2010-12-12,
2010-12-13,-0.2191
2010-12-14,0.61
2010-12-15,-0.3153
2010-12-16,0.5595
2010-12-17,-0.3387
2010-12-18,
2010-12-19,
2010-12-20,-0.3641
2010-12-21,-0.0853
2010-12-22,0.4633
2010-12-23,0.2184
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,-0.2785
2010-12-28,-0.4372
2010-12-29,0.4879
2010-12-30,-0.3398
2010-12-31,-0.0609
2011-01-01,
2011-01-02,
2011-01-03,-0.1828
2011-01-04,-1.404
2011-01-05,0.3962
2011-01-06,-0.1233
2011-01-07,-4.5567
2011-01-08,
2011-01-09,
2011-01-10,0.7375
2011-01-11,-1.1431
2011-01-12,-0.1169
2011-01-13,0.1431
2011-01-14,0.1039
2011-01-15,
2011-01-16,
2011-01-17,
2011-01-18,-0.7266
2011-01-19,-2.0389
2011-01-20,-0.8406
2011-01-21,-0.1615
2011-01-22,
2011-01-23,
2011-01-24,0.0674
2011-01-25,0.2155
2011-01-26,1.0348
2011-01-27,0.1064
2011-01-28,-0.8105
2011-01-29,
2011-01-30,
2011-01-31,0.7904
2011-02-01,-1.0101
2011-02-02,0.1343
2011-02-03,0.3486
2011-02-04,0.2138
2011-02-05,
2011-02-06,
2011-02-07,1.92
2011-02-08,-0.0131
2011-02-09,-0.1047
2011-02-10,0.1834
2011-02-11,2.2879
2011-02-12,
2011-02-13,
2011-02-14,-0.6135
2011-02-15,-0.3472
2011-02-16,0.4517
2011-02-17,1.7343
2011-02-18,0.4293
2011-02-19,
2011-02-20,
2011-02-21,
2011-02-22,-0.5155
2011-02-23,1.0617
2011-02-24,-1.8759000000000001
2011-02-25,0.0382
2011-02-26,
2011-02-27,
2011-02-28,-0.5441
2011-03-01,1.5760999999999998
2011-03-02,-0.8848
2011-03-03,-0.0259
2011-03-04,0.6083
2011-03-05,
2011-03-06,
2011-03-07,-0.2573
2011-03-08,1.3799000000000001
2011-03-09,0.9668
2011-03-10,-0.0126
2011-03-11,-0.0126
2011-03-12,
2011-03-13,
2011-03-14,-0.6427
2011-03-15,-0.7357
2011-03-16,0.1022
2011-03-17,0.5617
2011-03-18,10.5737
2011-03-19,
2011-03-20,
2011-03-21,2.3419
2011-03-22,2.3556
2011-03-23,3.6493
2011-03-24,-0.8987
2011-03-25,1.0776
2011-03-26,
2011-03-27,
2011-03-28,1.1822
2011-03-29,0.605
2011-03-30,-0.674
2011-03-31,-0.8143
2011-04-01,-0.2421
2011-04-02,
2011-04-03,
2011-04-04,0.306
2011-04-05,0.9887
2011-04-06,-0.4479
2011-04-07,-0.0942
2011-04-08,0.7959
2011-04-09,
2011-04-10,
2011-04-11,0.4779
2011-04-12,0.7445
2011-04-13,1.1905999999999999
2011-04-14,1.8155999999999999
2011-04-15,-1.4445000000000001
2011-04-16,
2011-04-17,
2011-04-18,-1.1118999999999999
2011-04-19,1.2266
2011-04-20,0.1414
2011-04-21,0.0403
2011-04-22,
2011-04-23,
2011-04-24,
2011-04-25,0.3931
2011-04-26,4.1466
2011-04-27,0.4917
2011-04-28,0.5372
2011-04-29,1.6221
2011-04-30,
2011-05-01,
2011-05-02,0.723
2011-05-03,0.2797
2011-05-04,-0.8831
2011-05-05,0.5815
2011-05-06,1.2868
2011-05-07,
2011-05-08,
2011-05-09,0.3775
2011-05-10,0.2201
2011-05-11,-0.2288
2011-05-12,1.7153
2011-05-13,0.5591
2011-05-14,
2011-05-15,
2011-05-16,0.1435
2011-05-17,0.3492
2011-05-18,0.7496
2011-05-19,2.8964
2011-05-20,0.1722
2011-05-21,
2011-05-22,
2011-05-23,-0.1117
2011-05-24,-2.0389
2011-05-25,0.0
2011-05-26,0.9572
2011-05-27,1.1308
2011-05-28,
2011-05-29,
2011-05-30,
2011-05-31,0.2784
2011-06-01,-0.0347
2011-06-02,-3.471
2011-06-03,-3.1553
2011-06-04,
2011-06-05,
2011-06-06,-7.2682
2011-06-07,-2.7027
2011-06-08,2.3148
2011-06-09,2.2222
2011-06-10,-1.7804
2011-06-11,
2011-06-12,
2011-06-13,1.7226
2011-06-14,11.8342
2011-06-15,-3.3982
2011-06-16,0.1094
2011-06-17,1.3564
2011-06-18,
2011-06-19,
2011-06-20,-0.2156
2011-06-21,0.7111
2011-06-22,-1.6802000000000001
2011-06-23,-0.509
2011-06-24,0.9502
2011-06-25,
2011-06-26,
2011-06-27,0.6335
2011-06-28,-1.8527
2011-06-29,-0.0092
2011-06-30,-0.2291
2011-07-01,1.387
2011-07-02,
2011-07-03,
2011-07-04,
2011-07-05,-1.2865
2011-07-06,0.8076
2011-07-07,0.9013
2011-07-08,0.0993
2011-07-09,
2011-07-10,
2011-07-11,-1.1898
2011-07-12,-0.5382
2011-07-13,0.2752
2011-07-14,0.247
2011-07-15,0.3285
2011-07-16,
2011-07-17,
2011-07-18,-0.2455
2011-07-19,0.784
2011-07-20,-0.6875
2011-07-21,3.1241
2011-07-22,-0.8214
2011-07-23,
2011-07-24,
2011-07-25,-4.4528
2011-07-26,-0.8388
2011-07-27,-1.5133
2011-07-28,0.8017
2011-07-29,0.5681
2011-07-30,
2011-07-31,
2011-08-01,-1.2709
2011-08-02,-0.267
2011-08-03,2.2756
2011-08-04,-3.3093
2011-08-05,1.7596
2011-08-06,
2011-08-07,
2011-08-08,-4.9026
2011-08-09,1.3088
2011-08-10,-1.6174
2011-08-11,0.822
2011-08-12,1.034
2011-08-13,
2011-08-14,
2011-08-15,4.133
2011-08-16,-0.6237
2011-08-17,3.062
2011-08-18,-0.7658
2011-08-19,0.9949
2011-08-20,
2011-08-21,
2011-08-22,0.2025
2011-08-23,2.2234
2011-08-24,0.018
2011-08-25,-1.95
2011-08-26,0.9165
2011-08-27,
2011-08-28,
2011-08-29,2.443
2011-08-30,-0.2571
2011-08-31,0.1888
2011-09-01,0.2513
2011-09-02,-1.4593
2011-09-03,
2011-09-04,
2011-09-05,
2011-09-06,-1.3446
2011-09-07,1.7313
2011-09-08,-0.9686
2011-09-09,-1.7002000000000002
2011-09-10,
2011-09-11,
2011-09-12,1.5715
2011-09-13,0.412
2011-09-14,0.3009
2011-09-15,1.7088999999999999
2011-09-16,-0.0804
2011-09-17,
2011-09-18,
2011-09-19,-0.2236
2011-09-20,0.1793
2011-09-21,-2.8009
2011-09-22,-1.8136999999999999
2011-09-23,-0.6095
2011-09-24,
2011-09-25,
2011-09-26,3.5189
2011-09-27,0.5103
2011-09-28,-1.6139000000000001
2011-09-29,1.4377
2011-09-30,0.5724
2011-10-01,
2011-10-02,
2011-10-03,2.0325
2011-10-04,-0.8322
2011-10-05,-0.0268
2011-10-06,2.8129999999999997
2011-10-07,0.7122
2011-10-08,
2011-10-09,
2011-10-10,2.1734
2011-10-11,-0.7934
2011-10-12,-1.2593
2011-10-13,0.3791
2011-10-14,0.8928
2011-10-15,
2011-10-16,
2011-10-17,-0.7913
2011-10-18,-4.2539
2011-10-19,2.1139
2011-10-20,0.2982
2011-10-21,1.137
2011-10-22,
2011-10-23,
2011-10-24,-0.5794
2011-10-25,-1.3047
2011-10-26,-1.3307
2011-10-27,1.0807
2011-10-28,1.2724
2011-10-29,
2011-10-30,
2011-10-31,-3.4465
2011-11-01,-2.3224
2011-11-02,0.6384
2011-11-03,1.0664
2011-11-04,-0.5003
2011-11-05,
2011-11-06,
2011-11-07,0.8685
2011-11-08,-0.4622
2011-11-09,-2.5039
2011-11-10,0.607
2011-11-11,1.6337000000000002
2011-11-12,
