date,BXLT UN Equity
2015-12-17,-0.9574
2015-12-18,3.1686
2015-12-19,
2015-12-20,
2015-12-21,-0.937
2015-12-22,4.5455
2015-12-23,-1.1561
2015-12-24,-0.1526
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,-1.9862
2015-12-29,2.3383
2015-12-30,-0.7362
2015-12-31,-0.179
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,5.483
2016-01-05,0.8258
2016-01-06,-5.324
2016-01-07,2.9516999999999998
2016-01-08,-1.1122
2016-01-09,
2016-01-10,
2016-01-11,-2.2744
2016-01-12,3.0946
2016-01-13,0.0248
2016-01-14,1.7113
2016-01-15,-2.1458
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,1.4203999999999999
2016-01-20,-1.1057
2016-01-21,1.0932
2016-01-22,2.7279
2016-01-23,
2016-01-24,
2016-01-25,-0.4306
2016-01-26,-1.3695
2016-01-27,-2.2655
2016-01-28,-0.673
2016-01-29,0.4015
2016-01-30,
2016-01-31,
2016-02-01,0.3999
2016-02-02,-0.946
2016-02-03,-1.7591999999999999
2016-02-04,-0.5116
2016-02-05,-2.3399
2016-02-06,
2016-02-07,
2016-02-08,-4.0021
2016-02-09,0.8777
2016-02-10,1.8488
2016-02-11,-1.1746
2016-02-12,4.4571
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,0.8534
2016-02-17,2.8462
2016-02-18,-1.7951000000000001
2016-02-19,0.0508
2016-02-20,
2016-02-21,
2016-02-22,0.3045
2016-02-23,-0.5818
2016-02-24,-0.8142
2016-02-25,1.334
2016-02-26,-0.7848
2016-02-27,
2016-02-28,
2016-02-29,-1.7096
2016-03-01,2.3624
2016-03-02,1.192
2016-03-03,-1.5038
2016-03-04,0.4326
2016-03-05,
2016-03-06,
2016-03-07,0.6841
2016-03-08,-1.5601
2016-03-09,0.4353
2016-03-10,0.4844
2016-03-11,-0.0254
2016-03-12,
2016-03-13,
2016-03-14,0.0
2016-03-15,-3.2234
2016-03-16,-0.2098
2016-03-17,0.5256
2016-03-18,2.1176
2016-03-19,
2016-03-20,
2016-03-21,1.9969000000000001
2016-03-22,0.9036
2016-03-23,-0.3483
2016-03-24,-0.1498
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,-0.5
2016-03-29,1.3819
2016-03-30,-0.4957
2016-03-31,0.6227
2016-04-01,1.0396
2016-04-02,
2016-04-03,
2016-04-04,1.8373
2016-04-05,-7.3850999999999996
2016-04-06,5.5844000000000005
2016-04-07,-0.7626
2016-04-08,-0.1983
2016-04-09,
2016-04-10,
2016-04-11,0.2235
2016-04-12,0.0248
2016-04-13,1.5857
2016-04-14,-0.5122
2016-04-15,-0.6864
2016-04-16,
2016-04-17,
2016-04-18,2.0489
2016-04-19,-0.1935
2016-04-20,-1.4542
2016-04-21,1.033
2016-04-22,0.7303
2016-04-23,
2016-04-24,
2016-04-25,-0.1692
2016-04-26,-0.2179
2016-04-27,-1.0189
2016-04-28,0.2206
2016-04-29,2.5923
2016-04-30,
2016-05-01,
2016-05-02,0.4529
2016-05-03,0.3322
2016-05-04,-2.1523
2016-05-05,-0.0725
2016-05-06,-0.4112
2016-05-07,
2016-05-08,
2016-05-09,2.8662
2016-05-10,1.3695
2016-05-11,-0.8153
2016-05-12,-1.8788
2016-05-13,1.46
2016-05-14,
2016-05-15,
2016-05-16,1.0144
2016-05-17,-0.0934
2016-05-18,1.5428
2016-05-19,0.6446
2016-05-20,1.624
2016-05-21,
2016-05-22,
2016-05-23,0.4051
2016-05-24,0.8742
2016-05-25,1.5777999999999999
2016-05-26,-0.0219
2016-05-27,-0.372
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,-0.6589
2016-06-01,2.1446
2016-06-02,-0.3896
