date,NGVT UN Equity
2018-02-07,-0.1122
2018-02-08,-2.9614000000000003
2018-02-09,0.376
2018-02-10,
2018-02-11,
2018-02-12,2.6513
2018-02-13,0.6036
2018-02-14,2.4417
2018-02-15,-0.0681
2018-02-16,-1.3902
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,-0.1106
2018-02-21,7.4581
2018-02-22,-0.3734
2018-02-23,5.0149
2018-02-24,
2018-02-25,
2018-02-26,-0.1354
2018-02-27,-4.9174
2018-02-28,-2.9034
2018-03-01,-1.2548
2018-03-02,2.6768
2018-03-03,
2018-03-04,
2018-03-05,0.9743
2018-03-06,2.1776
2018-03-07,-1.0592
2018-03-08,2.5796
2018-03-09,2.4645
2018-03-10,
2018-03-11,
2018-03-12,-2.6874000000000002
2018-03-13,-0.8323
2018-03-14,-1.5641
2018-03-15,-1.4856
2018-03-16,1.2982
2018-03-17,
2018-03-18,
2018-03-19,-1.5922
2018-03-20,0.3157
2018-03-21,2.6751
2018-03-22,-4.0868
2018-03-23,-2.1039
2018-03-24,
2018-03-25,
2018-03-26,2.7884
2018-03-27,-3.3082
2018-03-28,-1.3959
2018-03-29,2.2762000000000002
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-2.9718999999999998
2018-04-03,2.4755
2018-04-04,1.2283
2018-04-05,2.9392
2018-04-06,-3.0386
2018-04-07,
2018-04-08,
2018-04-09,-0.1081
2018-04-10,3.259
2018-04-11,-1.6108
2018-04-12,1.9699
2018-04-13,1.5142
2018-04-14,
2018-04-15,
2018-04-16,2.3402
2018-04-17,1.8344
2018-04-18,0.802
2018-04-19,-0.2448
2018-04-20,0.5521
2018-04-21,
2018-04-22,
2018-04-23,-0.4759
2018-04-24,-3.9603
2018-04-25,0.7149
2018-04-26,0.1268
2018-04-27,-1.6838
2018-04-28,
2018-04-29,
2018-04-30,-1.0688
2018-05-01,0.4946
2018-05-02,-0.4922
2018-05-03,2.9025
2018-05-04,-2.4665
2018-05-05,
2018-05-06,
2018-05-07,2.8401
2018-05-08,1.4376
2018-05-09,-0.1119
2018-05-10,1.4188
2018-05-11,0.1841
2018-05-12,
2018-05-13,
2018-05-14,-2.4008
2018-05-15,0.5271
2018-05-16,3.4332
2018-05-17,0.9053
2018-05-18,0.5144
2018-05-19,
2018-05-20,
2018-05-21,-0.7497
2018-05-22,-3.0336
2018-05-23,-1.5333
2018-05-24,-1.6326
2018-05-25,-1.3149
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,-0.207
2018-05-30,1.9964
2018-05-31,-3.2283
2018-06-01,1.2214
2018-06-02,
2018-06-03,
2018-06-04,0.8174
2018-06-05,2.2394
2018-06-06,1.2336
2018-06-07,-0.373
2018-06-08,0.1997
2018-06-09,
2018-06-10,
2018-06-11,2.5411
2018-06-12,0.8746
2018-06-13,-1.4571
2018-06-14,0.7088
2018-06-15,0.4732
2018-06-16,
2018-06-17,
2018-06-18,0.1691
2018-06-19,-0.2653
2018-06-20,0.3868
2018-06-21,-0.1445
2018-06-22,-2.2069
2018-06-23,
2018-06-24,
2018-06-25,-1.2579
2018-06-26,1.5611000000000002
2018-06-27,-1.3158
2018-06-28,1.2086999999999999
2018-06-29,-0.4432
2018-06-30,
2018-07-01,
2018-07-02,0.2597
2018-07-03,-0.3701
2018-07-04,
2018-07-05,2.9838
2018-07-06,2.2241
2018-07-07,
2018-07-08,
2018-07-09,1.1055
2018-07-10,-0.2094
2018-07-11,-1.1773
2018-07-12,1.3447
2018-07-13,2.6536
2018-07-14,
2018-07-15,
2018-07-16,-0.4649
2018-07-17,3.3717
2018-07-18,-0.7713
2018-07-19,0.0
2018-07-20,-0.0777
2018-07-21,
2018-07-22,
2018-07-23,-1.8893
2018-07-24,-0.691
2018-07-25,2.0417
2018-07-26,9.1214
2018-07-27,1.4751
2018-07-28,
2018-07-29,
2018-07-30,-2.6852
2018-07-31,3.3921
2018-08-01,-1.8460999999999999
2018-08-02,0.7564
2018-08-03,-0.2435
2018-08-04,
2018-08-05,
2018-08-06,1.5662
2018-08-07,0.2804
2018-08-08,0.7589
2018-08-09,0.2081
2018-08-10,-0.8999
2018-08-11,
2018-08-12,
2018-08-13,-1.9559
2018-08-14,0.6921
2018-08-15,-2.2641999999999998
2018-08-16,1.148
2018-08-17,0.7771
2018-08-18,
2018-08-19,
2018-08-20,0.2537
2018-08-21,1.1841
2018-08-22,0.3401
2018-08-23,-0.4087
2018-08-24,0.5105
2018-08-25,
2018-08-26,
2018-08-27,0.2191
2018-08-28,-1.2321
2018-08-29,0.493
2018-08-30,0.0
2018-08-31,1.1212
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,-0.8217
2018-09-05,-0.3094
2018-09-06,-0.5207
2018-09-07,-0.0302
2018-09-08,
2018-09-09,
2018-09-10,-0.3021
2018-09-11,-0.4141
2018-09-12,1.9471
2018-09-13,1.5716999999999999
2018-09-14,0.7443
2018-09-15,
2018-09-16,
2018-09-17,-1.9734
2018-09-18,0.9619
2018-09-19,-0.6974
2018-09-20,3.2443
2018-09-21,0.5269
2018-09-22,
2018-09-23,
2018-09-24,-2.4778000000000002
2018-09-25,1.3974
2018-09-26,-1.6095000000000002
2018-09-27,-0.2743
2018-09-28,0.0688
2018-09-29,
2018-09-30,
2018-10-01,1.3447
2018-10-02,-7.8547
2018-10-03,3.3004
2018-10-04,-0.5495
2018-10-05,-1.5654
2018-10-06,
2018-10-07,
2018-10-08,-1.4655
2018-10-09,-0.8017
2018-10-10,-7.9541
2018-10-11,-4.4709
2018-10-12,2.721
2018-10-13,
2018-10-14,
2018-10-15,0.2472
2018-10-16,5.4962
2018-10-17,0.0223
2018-10-18,-1.1018
2018-10-19,-0.2588
2018-10-20,
2018-10-21,
2018-10-22,-0.3385
2018-10-23,-1.4151
2018-10-24,-5.1677
2018-10-25,7.8712
2018-10-26,-2.6381
2018-10-27,
2018-10-28,
2018-10-29,-0.2306
2018-10-30,2.4616
2018-10-31,2.7295
2018-11-01,3.722
2018-11-02,4.4353
2018-11-03,
2018-11-04,
2018-11-05,-1.0643
2018-11-06,2.428
2018-11-07,3.3607
2018-11-08,-1.7128
2018-11-09,-2.993
2018-11-10,
2018-11-11,
2018-11-12,-1.3397000000000001
2018-11-13,-0.2263
2018-11-14,-0.9279
2018-11-15,2.352
2018-11-16,0.7016
2018-11-17,
2018-11-18,
2018-11-19,-3.8368
2018-11-20,-1.764
2018-11-21,1.8384
2018-11-22,
2018-11-23,0.3568
2018-11-24,
2018-11-25,
2018-11-26,0.4392
2018-11-27,-1.2078
2018-11-28,3.2673
2018-11-29,0.0306
2018-11-30,0.0
2018-12-01,
2018-12-02,
2018-12-03,2.6426
2018-12-04,-5.5466999999999995
2018-12-05,
2018-12-06,-4.8095
2018-12-07,-5.8264
2018-12-08,
2018-12-09,
2018-12-10,1.5614
2018-12-11,-10.3456
2018-12-12,5.312
2018-12-13,1.1631
2018-12-14,0.4236
2018-12-15,
2018-12-16,
2018-12-17,-3.9046
2018-12-18,0.1505
2018-12-19,-0.7638
2018-12-20,1.0221
2018-12-21,-2.8354
2018-12-22,
2018-12-23,
2018-12-24,-2.931
2018-12-25,
2018-12-26,5.4562
2018-12-27,2.8758
2018-12-28,0.2075
2018-12-29,
2018-12-30,
2018-12-31,1.9491
2019-01-01,
2019-01-02,0.3943
2019-01-03,-5.1535
2019-01-04,5.3959
2019-01-05,
2019-01-06,
2019-01-07,0.2143
2019-01-08,2.4355
2019-01-09,0.29
2019-01-10,2.1973
2019-01-11,-0.1584
2019-01-12,
2019-01-13,
2019-01-14,-2.2555
2019-01-15,-0.058
2019-01-16,2.4596999999999998
2019-01-17,1.5173999999999999
2019-01-18,3.4914
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,-2.091
2019-01-23,-2.9723
2019-01-24,0.4425
2019-01-25,3.479
2019-01-26,
2019-01-27,
2019-01-28,-0.1201
2019-01-29,-0.0656
2019-01-30,1.881
2019-01-31,0.9768
2019-02-01,1.1905999999999999
2019-02-02,
2019-02-03,
2019-02-04,1.2396
2019-02-05,-0.2283
2019-02-06,-0.156
2019-02-07,-2.9583
2019-02-08,-1.0627
2019-02-09,
2019-02-10,
2019-02-11,3.1247
2019-02-12,3.3666
2019-02-13,-1.2723
2019-02-14,11.2062
2019-02-15,3.0685000000000002
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,1.7269
2019-02-20,3.5102
2019-02-21,-2.6138
2019-02-22,0.7543
2019-02-23,
2019-02-24,
2019-02-25,0.1045
2019-02-26,-0.9479
2019-02-27,1.0887
2019-02-28,0.0695
2019-03-01,1.38
2019-03-02,
2019-03-03,
2019-03-04,-1.6608
2019-03-05,0.7574
2019-03-06,-0.743
2019-03-07,-3.0467
2019-03-08,-0.8799
2019-03-09,
2019-03-10,
2019-03-11,1.3315000000000001
2019-03-12,-0.4023
2019-03-13,-5.4568
2019-03-14,-1.1582
2019-03-15,-2.8237
2019-03-16,
2019-03-17,
2019-03-18,5.6928
2019-03-19,-1.8328
2019-03-20,-0.0572
2019-03-21,2.1636
2019-03-22,-3.2466
2019-03-23,
2019-03-24,
2019-03-25,2.7384
2019-03-26,0.8353
2019-03-27,-2.7085
2019-03-28,2.9752
2019-03-29,-1.8859
2019-03-30,
2019-03-31,
2019-04-01,3.8254
2019-04-02,0.2462
2019-04-03,2.5655
2019-04-04,-0.5854
2019-04-05,1.4722
2019-04-06,
2019-04-07,
2019-04-08,1.7936999999999999
2019-04-09,-2.6776999999999997
2019-04-10,0.8254
2019-04-11,-0.4489
2019-04-12,0.8754
2019-04-13,
2019-04-14,
2019-04-15,-1.2097
2019-04-16,0.5679
2019-04-17,-1.2352
2019-04-18,-0.8933
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,-0.2794
2019-04-23,2.6665
2019-04-24,-0.044
2019-04-25,-0.8808
2019-04-26,2.3283
2019-04-27,
2019-04-28,
2019-04-29,-0.165
2019-04-30,0.0435
2019-05-01,-3.6692
2019-05-02,-7.5278
2019-05-03,1.9912
2019-05-04,
2019-05-05,
2019-05-06,-0.7561
2019-05-07,-0.6943
2019-05-08,-2.6996
2019-05-09,-2.016
2019-05-10,-0.1528
2019-05-11,
2019-05-12,
2019-05-13,-5.5085
2019-05-14,1.2523
2019-05-15,-1.5779999999999998
2019-05-16,0.455
2019-05-17,-1.5636999999999999
2019-05-18,
2019-05-19,
2019-05-20,-2.0486
2019-05-21,1.2527
2019-05-22,-1.436
2019-05-23,-3.3285
2019-05-24,1.3564
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,1.4755
2019-05-29,0.3945
2019-05-30,-0.2807
2019-05-31,-1.2610000000000001
2019-06-01,
2019-06-02,
2019-06-03,0.1938
2019-06-04,4.7456
2019-06-05,0.1195
2019-06-06,-1.2046000000000001
2019-06-07,-0.7469
2019-06-08,
2019-06-09,
2019-06-10,2.0584
2019-06-11,-0.2386
2019-06-12,0.3587
2019-06-13,0.2491
2019-06-14,-2.5389
2019-06-15,
2019-06-16,
2019-06-17,0.8979
2019-06-18,3.7245
2019-06-19,-0.0636
2019-06-20,1.0175
2019-06-21,0.2203
2019-06-22,
2019-06-23,
2019-06-24,1.4028
2019-06-25,-0.9705
2019-06-26,0.3128
2019-06-27,4.313
2019-06-28,4.7823
2019-06-29,
2019-06-30,
2019-07-01,2.282
2019-07-02,-3.9974
2019-07-03,0.3002
2019-07-04,
2019-07-05,0.28
2019-07-06,
2019-07-07,
2019-07-08,-0.9531
2019-07-09,-0.6415
2019-07-10,-1.8392
2019-07-11,0.887
2019-07-12,1.9263
2019-07-13,
2019-07-14,
2019-07-15,-1.7058
2019-07-16,1.3311
2019-07-17,-1.4401
2019-07-18,1.6882000000000001
2019-07-19,-1.7184
2019-07-20,
2019-07-21,
2019-07-22,-1.3731
2019-07-23,1.8229
2019-07-24,2.5772
2019-07-25,-3.7208
2019-07-26,-0.1992
2019-07-27,
2019-07-28,
2019-07-29,-1.4969999999999999
2019-07-30,1.7224
2019-07-31,-1.8526
2019-08-01,-2.3442
2019-08-02,-2.7434
2019-08-03,
2019-08-04,
2019-08-05,-9.0608
2019-08-06,1.0222
2019-08-07,-1.0002
2019-08-08,2.4084
2019-08-09,-4.9444
2019-08-10,
2019-08-11,
2019-08-12,-4.055
2019-08-13,2.5031
2019-08-14,-4.4054
2019-08-15,-3.5686999999999998
2019-08-16,1.6108
2019-08-17,
2019-08-18,
2019-08-19,0.8909
2019-08-20,-1.6881
2019-08-21,4.5172
2019-08-22,0.6192
2019-08-23,-6.6943
2019-08-24,
2019-08-25,
2019-08-26,0.2827
2019-08-27,-1.1409
2019-08-28,1.3306
2019-08-29,2.4387
2019-08-30,-0.3663
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,-3.9516999999999998
2019-09-04,2.0503
2019-09-05,5.7327
2019-09-06,-0.5827
2019-09-07,
2019-09-08,
2019-09-09,4.6126000000000005
2019-09-10,4.5554
2019-09-11,4.089
2019-09-12,0.8282
2019-09-13,1.0323
2019-09-14,
2019-09-15,
2019-09-16,-1.3404
2019-09-17,-2.1158
2019-09-18,-0.7281
2019-09-19,1.3294000000000001
2019-09-20,-0.5429
2019-09-21,
2019-09-22,
2019-09-23,-2.7064
2019-09-24,-2.6765
2019-09-25,2.0776
2019-09-26,-1.6941000000000002
2019-09-27,1.7711999999999999
2019-09-28,
2019-09-29,
2019-09-30,-0.2352
2019-10-01,-3.9015
2019-10-02,0.3189
2019-10-03,0.8681
