date,Foreclosure
2006-12-17,41.0
2006-12-24,45.0
2006-12-31,54.0
2007-01-07,52.0
2007-01-14,58.0
2007-01-21,57.0
2007-01-28,58.0
2007-02-04,56.0
2007-02-11,54.0
2007-02-18,58.0
2007-02-25,57.0
2007-03-04,58.0
2007-03-11,75.0
2007-03-18,84.0
2007-03-25,84.0
2007-04-01,73.0
2007-04-08,74.0
2007-04-15,68.0
2007-04-22,69.0
2007-04-29,68.0
2007-05-06,65.0
2007-05-13,67.0
2007-05-20,58.0
2007-05-27,60.0
2007-06-03,55.0
2007-06-10,70.0
2007-06-17,71.0
2007-06-24,64.0
2007-07-01,71.0
2007-07-08,77.0
2007-07-15,73.0
2007-07-22,77.0
2007-07-29,80.0
2007-08-05,86.0
2007-08-12,93.0
2007-08-19,100.0
2007-08-26,83.0
2007-09-02,87.0
2007-09-09,74.0
2007-09-16,84.0
2007-09-23,72.0
2007-09-30,71.0
2007-10-07,74.0
2007-10-14,77.0
2007-10-21,70.0
2007-10-28,74.0
2007-11-04,68.0
2007-11-11,85.0
2007-11-18,70.0
2007-11-25,90.0
2007-12-02,79.0
2007-12-09,62.0
2007-12-16,42.0
2007-12-23,49.0
2007-12-30,59.0
2008-01-06,58.0
2008-01-13,68.0
2008-01-20,69.0
2008-01-27,100.0
2008-02-03,72.0
2008-02-10,68.0
2008-02-17,70.0
2008-02-24,81.0
2008-03-02,79.0
2008-03-09,79.0
2008-03-16,77.0
2008-03-23,80.0
2008-03-30,78.0
2008-04-06,76.0
2008-04-13,73.0
2008-04-20,71.0
2008-04-27,69.0
2008-05-04,68.0
2008-05-11,69.0
2008-05-18,66.0
2008-05-25,70.0
2008-06-01,79.0
2008-06-08,70.0
2008-06-15,71.0
2008-06-22,74.0
2008-06-29,71.0
2008-07-06,82.0
2008-07-13,71.0
2008-07-20,85.0
2008-07-27,91.0
2008-08-03,72.0
2008-08-10,73.0
2008-08-17,69.0
2008-08-24,67.0
2008-08-31,63.0
2008-09-07,68.0
2008-09-14,74.0
2008-09-21,77.0
2008-09-28,80.0
2008-10-05,78.0
2008-10-12,74.0
2008-10-19,80.0
2008-10-26,68.0
2008-11-02,61.0
2008-11-09,73.0
2008-11-16,65.0
2008-11-23,57.0
2008-11-30,60.0
2008-12-07,61.0
2008-12-14,60.0
2008-12-21,55.0
2008-12-28,77.0
2009-01-04,78.0
2009-01-11,82.0
2009-01-18,75.0
2009-01-25,76.0
2009-02-01,87.0
2009-02-08,86.0
2009-02-15,100.0
2009-02-22,95.0
2009-03-01,87.0
2009-03-08,97.0
2009-03-15,85.0
2009-03-22,77.0
2009-03-29,77.0
2009-04-05,74.0
2009-04-12,80.0
2009-04-19,76.0
2009-04-26,67.0
2009-05-03,63.0
2009-05-10,70.0
2009-05-17,64.0
2009-05-24,74.0
2009-05-31,65.0
2009-06-07,63.0
2009-06-14,70.0
2009-06-21,61.0
2009-06-28,59.0
2009-07-05,62.0
2009-07-12,67.0
2009-07-19,66.0
2009-07-26,65.0
2009-08-02,65.0
2009-08-09,66.0
2009-08-16,63.0
2009-08-23,63.0
2009-08-30,55.0
2009-09-06,57.0
2009-09-13,54.0
2009-09-20,52.0
2009-09-27,49.0
2009-10-04,50.0
2009-10-11,55.0
2009-10-18,55.0
2009-10-25,47.0
2009-11-01,51.0
2009-11-08,48.0
2009-11-15,47.0
2009-11-22,39.0
2009-11-29,44.0
2009-12-06,65.0
2009-12-13,63.0
2009-12-20,63.0
2009-12-27,87.0
2010-01-03,94.0
2010-01-10,90.0
2010-01-17,85.0
2010-01-24,93.0
2010-01-31,92.0
2010-02-07,84.0
2010-02-14,92.0
2010-02-21,87.0
2010-02-28,87.0
2010-03-07,90.0
2010-03-14,86.0
2010-03-21,87.0
2010-03-28,85.0
2010-04-04,84.0
2010-04-11,89.0
2010-04-18,85.0
2010-04-25,78.0
2010-05-02,78.0
2010-05-09,81.0
2010-05-16,78.0
2010-05-23,75.0
2010-05-30,85.0
2010-06-06,80.0
2010-06-13,79.0
2010-06-20,81.0
2010-06-27,83.0
2010-07-04,76.0
2010-07-11,84.0
2010-07-18,77.0
2010-07-25,83.0
2010-08-01,83.0
2010-08-08,81.0
2010-08-15,78.0
2010-08-22,82.0
2010-08-29,75.0
2010-09-05,74.0
2010-09-12,74.0
2010-09-19,74.0
2010-09-26,82.0
2010-10-03,91.0
2010-10-10,100.0
2010-10-17,90.0
2010-10-24,81.0
2010-10-31,70.0
2010-11-07,70.0
2010-11-14,66.0
2010-11-21,50.0
2010-11-28,60.0
2010-12-05,62.0
2010-12-12,52.0
2010-12-19,51.0
2010-12-26,71.0
2011-01-02,91.0
2011-01-09,77.0
2011-01-16,82.0
2011-01-23,100.0
2011-01-30,91.0
2011-02-06,84.0
2011-02-13,76.0
2011-02-20,77.0
2011-02-27,77.0
2011-03-06,78.0
2011-03-13,68.0
2011-03-20,76.0
2011-03-27,75.0
2011-04-03,76.0
2011-04-10,72.0
2011-04-17,78.0
2011-04-24,75.0
2011-05-01,71.0
2011-05-08,77.0
2011-05-15,75.0
2011-05-22,74.0
2011-05-29,78.0
2011-06-05,81.0
2011-06-12,78.0
2011-06-19,76.0
2011-06-26,71.0
2011-07-03,81.0
2011-07-10,75.0
2011-07-17,78.0
2011-07-24,80.0
2011-07-31,73.0
2011-08-07,76.0
2011-08-14,71.0
2011-08-21,73.0
2011-08-28,72.0
2011-09-04,71.0
2011-09-11,68.0
2011-09-18,68.0
2011-09-25,64.0
2011-10-02,68.0
2011-10-09,65.0
2011-10-16,62.0
2011-10-23,66.0
2011-10-30,63.0
2011-11-06,64.0
2011-11-13,61.0
2011-11-20,58.0
2011-11-27,71.0
2011-12-04,71.0
2011-12-11,67.0
2011-12-18,64.0
2011-12-25,77.0
2012-01-01,79.0
2012-01-08,87.0
2012-01-15,83.0
2012-01-22,83.0
2012-01-29,89.0
2012-02-05,100.0
2012-02-12,85.0
2012-02-19,83.0
2012-02-26,92.0
2012-03-04,74.0
2012-03-11,79.0
2012-03-18,74.0
2012-03-25,73.0
2012-04-01,74.0
2012-04-08,77.0
2012-04-15,80.0
2012-04-22,74.0
2012-04-29,70.0
2012-05-06,61.0
2012-05-13,78.0
2012-05-20,73.0
2012-05-27,78.0
2012-06-03,72.0
2012-06-10,72.0
2012-06-17,70.0
2012-06-24,75.0
2012-07-01,75.0
2012-07-08,73.0
2012-07-15,76.0
2012-07-22,76.0
2012-07-29,65.0
2012-08-05,76.0
2012-08-12,68.0
2012-08-19,68.0
2012-08-26,71.0
2012-09-02,67.0
2012-09-09,62.0
2012-09-16,64.0
2012-09-23,71.0
2012-09-30,59.0
2012-10-07,60.0
2012-10-14,64.0
2012-10-21,60.0
2012-10-28,55.0
2012-11-04,54.0
2012-11-11,55.0
2012-11-18,67.0
2012-11-25,73.0
2012-12-02,75.0
2012-12-09,70.0
2012-12-16,61.0
2012-12-23,70.0
2012-12-30,91.0
2013-01-06,100.0
2013-01-13,95.0
2013-01-20,87.0
2013-01-27,87.0
2013-02-03,87.0
2013-02-10,84.0
2013-02-17,88.0
2013-02-24,83.0
2013-03-03,96.0
2013-03-10,92.0
2013-03-17,85.0
2013-03-24,91.0
2013-03-31,87.0
2013-04-07,94.0
2013-04-14,95.0
2013-04-21,89.0
2013-04-28,82.0
2013-05-05,81.0
2013-05-12,78.0
2013-05-19,100.0
2013-05-26,86.0
2013-06-02,83.0
2013-06-09,81.0
2013-06-16,84.0
2013-06-23,77.0
2013-06-30,72.0
2013-07-07,68.0
2013-07-14,75.0
2013-07-21,87.0
2013-07-28,82.0
2013-08-04,78.0
2013-08-11,74.0
2013-08-18,72.0
2013-08-25,70.0
2013-09-01,72.0
2013-09-08,65.0
2013-09-15,65.0
2013-09-22,68.0
2013-09-29,63.0
2013-10-06,64.0
2013-10-13,62.0
2013-10-20,64.0
2013-10-27,64.0
2013-11-03,65.0
2013-11-10,84.0
2013-11-17,85.0
2013-11-24,66.0
2013-12-01,75.0
2013-12-08,68.0
2013-12-15,68.0
2013-12-22,74.0
2013-12-29,93.0
2014-01-05,96.0
2014-01-12,95.0
2014-01-19,98.0
2014-01-26,94.0
2014-02-02,93.0
2014-02-09,90.0
2014-02-16,97.0
2014-02-23,85.0
2014-03-02,100.0
2014-03-09,94.0
2014-03-16,94.0
2014-03-23,85.0
2014-03-30,98.0
2014-04-06,92.0
2014-04-13,88.0
2014-04-20,89.0
2014-04-27,87.0
2014-05-04,89.0
2014-05-11,87.0
2014-05-18,84.0
2014-05-25,88.0
2014-06-01,92.0
2014-06-08,85.0
2014-06-15,88.0
2014-06-22,87.0
2014-06-29,84.0
2014-07-06,91.0
2014-07-13,89.0
2014-07-20,94.0
2014-07-27,90.0
2014-08-03,90.0
2014-08-10,84.0
2014-08-17,82.0
2014-08-24,83.0
2014-08-31,83.0
2014-09-07,75.0
2014-09-14,76.0
2014-09-21,79.0
2014-09-28,78.0
2014-10-05,80.0
2014-10-12,78.0
2014-10-19,73.0
2014-10-26,73.0
2014-11-02,72.0
2014-11-09,80.0
2014-11-16,74.0
2014-11-23,61.0
2014-11-30,72.0
2014-12-07,68.0
2014-12-14,71.0
2014-12-21,63.0
2014-12-28,87.0
2015-01-04,97.0
2015-01-11,94.0
2015-01-18,100.0
2015-01-25,91.0
2015-02-01,88.0
2015-02-08,89.0
2015-02-15,88.0
2015-02-22,94.0
2015-03-01,92.0
2015-03-08,92.0
2015-03-15,94.0
2015-03-22,89.0
2015-03-29,89.0
2015-04-05,92.0
2015-04-12,91.0
2015-04-19,92.0
2015-04-26,88.0
2015-05-03,83.0
2015-05-10,87.0
2015-05-17,86.0
2015-05-24,93.0
2015-05-31,91.0
2015-06-07,89.0
2015-06-14,90.0
2015-06-21,88.0
2015-06-28,86.0
2015-07-05,91.0
2015-07-12,90.0
2015-07-19,99.0
2015-07-26,94.0
2015-08-02,94.0
2015-08-09,92.0
2015-08-16,90.0
2015-08-23,92.0
2015-08-30,80.0
2015-09-06,81.0
2015-09-13,77.0
2015-09-20,77.0
2015-09-27,73.0
2015-10-04,72.0
2015-10-11,72.0
2015-10-18,72.0
2015-10-25,75.0
2015-11-01,73.0
2015-11-08,70.0
2015-11-15,71.0
2015-11-22,60.0
2015-11-29,63.0
2015-12-06,65.0
2015-12-13,63.0
2015-12-20,58.0
2015-12-27,88.0
2016-01-03,86.0
2016-01-10,89.0
2016-01-17,92.0
2016-01-24,93.0
2016-01-31,91.0
2016-02-07,92.0
2016-02-14,89.0
2016-02-21,100.0
2016-02-28,92.0
2016-03-06,90.0
2016-03-13,91.0
2016-03-20,93.0
2016-03-27,92.0
2016-04-03,97.0
2016-04-10,98.0
2016-04-17,95.0
2016-04-24,90.0
2016-05-01,96.0
2016-05-08,89.0
2016-05-15,93.0
2016-05-22,89.0
2016-05-29,87.0
2016-06-05,87.0
2016-06-12,75.0
2016-06-19,83.0
2016-06-26,85.0
2016-07-03,86.0
2016-07-10,87.0
2016-07-17,82.0
2016-07-24,84.0
2016-07-31,87.0
2016-08-07,82.0
2016-08-14,78.0
2016-08-21,80.0
2016-08-28,75.0
2016-09-04,76.0
2016-09-11,82.0
2016-09-18,74.0
2016-09-25,71.0
2016-10-02,68.0
2016-10-09,69.0
2016-10-16,70.0
2016-10-23,70.0
2016-10-30,75.0
2016-11-06,66.0
2016-11-13,70.0
2016-11-20,59.0
2016-11-27,70.0
2016-12-04,66.0
2016-12-11,66.0
2016-12-18,61.0
2016-12-25,72.0
2017-01-01,88.0
2017-01-08,84.0
2017-01-15,88.0
2017-01-22,83.0
2017-01-29,100.0
2017-02-05,86.0
2017-02-12,88.0
2017-02-19,86.0
2017-02-26,82.0
2017-03-05,92.0
2017-03-12,84.0
2017-03-19,91.0
2017-03-26,92.0
2017-04-02,83.0
2017-04-09,81.0
2017-04-16,84.0
2017-04-23,84.0
2017-04-30,84.0
2017-05-07,83.0
2017-05-14,77.0
2017-05-21,78.0
2017-05-28,88.0
2017-06-04,86.0
2017-06-11,79.0
2017-06-18,85.0
2017-06-25,87.0
2017-07-02,92.0
2017-07-09,92.0
2017-07-16,87.0
2017-07-23,84.0
2017-07-30,88.0
2017-08-06,88.0
2017-08-13,82.0
2017-08-20,79.0
2017-08-27,78.0
2017-09-03,75.0
2017-09-10,74.0
2017-09-17,76.0
2017-09-24,71.0
2017-10-01,69.0
2017-10-08,77.0
2017-10-15,73.0
2017-10-22,73.0
2017-10-29,67.0
2017-11-05,66.0
2017-11-12,68.0
2017-11-19,55.0
2017-11-26,65.0
2017-12-03,65.0
2017-12-10,65.0
2017-12-17,62.0
2017-12-24,70.0
2017-12-31,78.0
2018-01-07,82.0
2018-01-14,80.0
2018-01-21,80.0
2018-01-28,81.0
2018-02-04,100.0
2018-02-11,76.0
2018-02-18,80.0
2018-02-25,83.0
2018-03-04,81.0
2018-03-11,80.0
2018-03-18,77.0
2018-03-25,77.0
2018-04-01,83.0
2018-04-08,78.0
2018-04-15,78.0
2018-04-22,78.0
2018-04-29,78.0
2018-05-06,76.0
2018-05-13,72.0
2018-05-20,69.0
2018-05-27,78.0
2018-06-03,76.0
2018-06-10,81.0
2018-06-17,72.0
2018-06-24,75.0
2018-07-01,79.0
2018-07-08,78.0
2018-07-15,75.0
2018-07-22,73.0
2018-07-29,76.0
2018-08-05,78.0
2018-08-12,74.0
2018-08-19,72.0
2018-08-26,69.0
2018-09-02,73.0
2018-09-09,65.0
2018-09-16,77.0
2018-09-23,66.0
2018-09-30,68.0
2018-10-07,64.0
2018-10-14,70.0
2018-10-21,72.0
2018-10-28,78.0
2018-11-04,76.0
2018-11-11,74.0
2018-11-18,61.0
2018-11-25,72.0
2018-12-02,77.0
2018-12-09,66.0
2018-12-16,66.0
2018-12-23,71.0
2018-12-30,89.0
2019-01-06,97.0
2019-01-13,96.0
2019-01-20,91.0
2019-01-27,95.0
2019-02-03,95.0
2019-02-10,89.0
2019-02-17,90.0
2019-02-24,86.0
2019-03-03,100.0
2019-03-10,95.0
2019-03-17,89.0
2019-03-24,94.0
2019-03-31,92.0
2019-04-07,91.0
2019-04-14,86.0
2019-04-21,86.0
2019-04-28,94.0
2019-05-05,85.0
2019-05-12,83.0
2019-05-19,92.0
2019-05-26,85.0
2019-06-02,89.0
2019-06-09,87.0
2019-06-16,90.0
2019-06-23,85.0
2019-06-30,81.0
2019-07-07,92.0
2019-07-14,93.0
2019-07-21,88.0
2019-07-28,85.0
2019-08-04,92.0
2019-08-11,91.0
2019-08-18,87.0
2019-08-25,79.0
2019-09-01,77.0
2019-09-08,75.0
2019-09-15,83.0
2019-09-22,80.0
2019-09-29,83.0
2019-10-06,71.0
2019-10-13,72.0
2019-10-20,77.0
2019-10-27,74.0
2019-11-03,78.0
2019-11-10,78.0
2019-11-17,72.0
2019-11-24,59.0
2019-12-01,73.0
2019-12-08,67.0
2019-12-15,67.0
2019-12-22,66.0
2019-12-29,86.0
2020-01-05,83.0
2020-01-12,82.0
2020-01-19,86.0
2020-01-26,82.0
2020-02-02,83.0
2020-02-09,84.0
2020-02-16,86.0
2020-02-23,83.0
2020-03-01,93.0
2020-03-08,74.0
2020-03-15,79.0
2020-03-22,72.0
2020-03-29,73.0
2020-04-05,73.0
2020-04-12,80.0
2020-04-19,83.0
2020-04-26,86.0
2020-05-03,87.0
2020-05-10,84.0
2020-05-17,89.0
2020-05-24,91.0
2020-05-31,82.0
2020-06-07,96.0
2020-06-14,90.0
2020-06-21,93.0
2020-06-28,89.0
2020-07-05,100.0
2020-07-12,91.0
2020-07-19,96.0
2020-07-26,92.0
2020-08-02,100.0
2020-08-09,93.0
2020-08-16,94.0
2020-08-23,84.0
2020-08-30,79.0
2020-09-06,81.0
2020-09-13,77.0
2020-09-20,74.0
2020-09-27,70.0
2020-10-04,92.0
2020-10-11,89.0
2020-10-18,89.0
2020-10-25,81.0
2020-11-01,66.0
2020-11-08,78.0
2020-11-15,81.0
2020-11-22,72.0
2020-11-29,78.0
2020-12-06,80.0
2020-12-13,74.0
2020-12-20,70.0
2020-12-27,92.0
2021-01-03,94.0
2021-01-10,98.0
2021-01-17,98.0
2021-01-24,92.0
2021-01-31,98.0
2021-02-07,86.0
2021-02-14,92.0
2021-02-21,93.0
2021-02-28,100.0
2021-03-07,89.0
2021-03-14,87.0
2021-03-21,87.0
2021-03-28,91.0
2021-04-04,100.0
2021-04-11,89.0
2021-04-18,83.0
2021-04-25,87.0
2021-05-02,87.0
2021-05-09,79.0
2021-05-16,75.0
2021-05-23,76.0
2021-05-30,82.0
2021-06-06,74.0
2021-06-13,78.0
2021-06-20,82.0
2021-06-27,78.0
2021-07-04,94.0
2021-07-11,74.0
2021-07-18,77.0
2021-07-25,90.0
2021-08-01,88.0
2021-08-08,75.0
2021-08-15,68.0
2021-08-22,74.0
2021-08-29,75.0
2021-09-05,72.0
2021-09-12,69.0
2021-09-19,67.0
2021-09-26,71.0
2021-10-03,80.0
2021-10-10,77.0
2021-10-17,74.0
2021-10-24,74.0
2021-10-31,75.0
2021-11-07,67.0
2021-11-14,71.0
2021-11-21,60.0
2021-11-28,86.0
2021-12-05,66.0
2021-12-12,61.0
2021-12-19,60.0
2021-12-26,70.0
2022-01-02,86.0
2022-01-09,82.0
2022-01-16,82.0
2022-01-23,96.0
2022-01-30,87.0
2022-02-06,91.0
2022-02-13,98.0
2022-02-20,93.0
2022-02-27,90.0
2022-03-06,96.0
2022-03-13,95.0
2022-03-20,100.0
2022-03-27,88.0
2022-04-03,91.0
2022-04-10,82.0
2022-04-17,88.0
2022-04-24,86.0
2022-05-01,89.0
2022-05-08,76.0
2022-05-15,71.0
2022-05-22,68.0
2022-05-29,76.0
2022-06-05,78.0
2022-06-12,75.0
2022-06-19,74.0
2022-06-26,76.0
2022-07-03,74.0
2022-07-10,80.0
2022-07-17,75.0
2022-07-24,75.0
2022-07-31,79.0
2022-08-07,73.0
2022-08-14,75.0
2022-08-21,78.0
2022-08-28,76.0
2022-09-04,70.0
2022-09-11,71.0
2022-09-18,69.0
