date,Footwear
2008-12-14,91.0
2008-12-21,100.0
2008-12-28,88.0
2009-01-04,63.0
2009-01-11,62.0
2009-01-18,61.0
2009-01-25,58.0
2009-02-01,56.0
2009-02-08,63.0
2009-02-15,59.0
2009-02-22,63.0
2009-03-01,61.0
2009-03-08,62.0
2009-03-15,63.0
2009-03-22,65.0
2009-03-29,66.0
2009-04-05,66.0
2009-04-12,59.0
2009-04-19,66.0
2009-04-26,58.0
2009-05-03,63.0
2009-05-10,57.0
2009-05-17,57.0
2009-05-24,66.0
2009-05-31,57.0
2009-06-07,59.0
2009-06-14,58.0
2009-06-21,54.0
2009-06-28,54.0
2009-07-05,53.0
2009-07-12,60.0
2009-07-19,67.0
2009-07-26,71.0
2009-08-02,82.0
2009-08-09,80.0
2009-08-16,86.0
2009-08-23,76.0
2009-08-30,72.0
2009-09-06,70.0
2009-09-13,60.0
2009-09-20,62.0
2009-09-27,65.0
2009-10-04,60.0
2009-10-11,68.0
2009-10-18,65.0
2009-10-25,62.0
2009-11-01,64.0
2009-11-08,58.0
2009-11-15,64.0
2009-11-22,81.0
2009-11-29,82.0
2009-12-06,76.0
2009-12-13,90.0
2009-12-20,100.0
2009-12-27,77.0
2010-01-03,57.0
2010-01-10,53.0
2010-01-17,53.0
2010-01-24,46.0
2010-01-31,49.0
2010-02-07,53.0
2010-02-14,51.0
2010-02-21,53.0
2010-02-28,51.0
2010-03-07,56.0
2010-03-14,57.0
2010-03-21,61.0
2010-03-28,65.0
2010-04-04,54.0
2010-04-11,57.0
2010-04-18,53.0
2010-04-25,53.0
2010-05-02,57.0
2010-05-09,54.0
2010-05-16,57.0
2010-05-23,63.0
2010-05-30,64.0
2010-06-06,60.0
2010-06-13,57.0
2010-06-20,50.0
2010-06-27,54.0
2010-07-04,51.0
2010-07-11,58.0
2010-07-18,63.0
2010-07-25,71.0
2010-08-01,81.0
2010-08-08,89.0
2010-08-15,83.0
2010-08-22,78.0
2010-08-29,69.0
2010-09-05,73.0
2010-09-12,69.0
2010-09-19,54.0
2010-09-26,60.0
2010-10-03,62.0
2010-10-10,62.0
2010-10-17,65.0
2010-10-24,61.0
2010-10-31,68.0
2010-11-07,68.0
2010-11-14,66.0
2010-11-21,95.0
2010-11-28,72.0
2010-12-05,71.0
2010-12-12,69.0
2010-12-19,73.0
2010-12-26,67.0
2011-01-02,54.0
2011-01-09,55.0
2011-01-16,48.0
2011-01-23,49.0
2011-01-30,51.0
2011-02-06,47.0
2011-02-13,47.0
2011-02-20,53.0
2011-02-27,55.0
2011-03-06,61.0
2011-03-13,56.0
2011-03-20,60.0
2011-03-27,53.0
2011-04-03,58.0
2011-04-10,59.0
2011-04-17,62.0
2011-04-24,59.0
2011-05-01,58.0
2011-05-08,62.0
2011-05-15,54.0
2011-05-22,57.0
2011-05-29,67.0
2011-06-05,53.0
2011-06-12,51.0
2011-06-19,48.0
2011-06-26,48.0
2011-07-03,45.0
2011-07-10,53.0
2011-07-17,59.0
2011-07-24,70.0
2011-07-31,87.0
2011-08-07,94.0
2011-08-14,100.0
2011-08-21,83.0
2011-08-28,76.0
2011-09-04,79.0
2011-09-11,68.0
2011-09-18,60.0
2011-09-25,61.0
2011-10-02,63.0
2011-10-09,58.0
2011-10-16,59.0
2011-10-23,66.0
2011-10-30,66.0
2011-11-06,65.0
2011-11-13,61.0
2011-11-20,97.0
2011-11-27,88.0
2011-12-04,85.0
2011-12-11,95.0
2011-12-18,91.0
2011-12-25,75.0
2012-01-01,60.0
2012-01-08,59.0
2012-01-15,57.0
2012-01-22,59.0
2012-01-29,57.0
2012-02-05,63.0
2012-02-12,62.0
2012-02-19,62.0
2012-02-26,65.0
2012-03-04,63.0
2012-03-11,67.0
2012-03-18,69.0
2012-03-25,63.0
2012-04-01,66.0
2012-04-08,57.0
2012-04-15,60.0
2012-04-22,57.0
2012-04-29,60.0
2012-05-06,61.0
2012-05-13,65.0
2012-05-20,62.0
2012-05-27,61.0
2012-06-03,54.0
2012-06-10,59.0
2012-06-17,58.0
2012-06-24,56.0
2012-07-01,56.0
2012-07-08,60.0
2012-07-15,71.0
2012-07-22,79.0
2012-07-29,84.0
2012-08-05,100.0
2012-08-12,88.0
2012-08-19,92.0
2012-08-26,95.0
2012-09-02,78.0
2012-09-09,65.0
2012-09-16,63.0
2012-09-23,73.0
2012-09-30,71.0
2012-10-07,72.0
2012-10-14,72.0
2012-10-21,71.0
2012-10-28,65.0
2012-11-04,69.0
2012-11-11,73.0
2012-11-18,100.0
2012-11-25,87.0
2012-12-02,88.0
2012-12-09,80.0
2012-12-16,91.0
2012-12-23,94.0
2012-12-30,75.0
2013-01-06,60.0
2013-01-13,54.0
2013-01-20,53.0
2013-01-27,54.0
2013-02-03,54.0
2013-02-10,57.0
2013-02-17,59.0
2013-02-24,58.0
2013-03-03,63.0
2013-03-10,65.0
2013-03-17,64.0
2013-03-24,66.0
2013-03-31,65.0
2013-04-07,65.0
2013-04-14,65.0
2013-04-21,61.0
2013-04-28,69.0
2013-05-05,64.0
2013-05-12,61.0
2013-05-19,63.0
2013-05-26,62.0
2013-06-02,61.0
2013-06-09,62.0
2013-06-16,55.0
2013-06-23,58.0
2013-06-30,56.0
2013-07-07,56.0
2013-07-14,68.0
2013-07-21,77.0
2013-07-28,93.0
2013-08-04,100.0
2013-08-11,100.0
2013-08-18,87.0
2013-08-25,84.0
2013-09-01,81.0
2013-09-08,64.0
2013-09-15,61.0
2013-09-22,64.0
2013-09-29,61.0
2013-10-06,61.0
2013-10-13,64.0
2013-10-20,74.0
2013-10-27,66.0
2013-11-03,69.0
2013-11-10,69.0
2013-11-17,68.0
2013-11-24,100.0
2013-12-01,88.0
2013-12-08,85.0
2013-12-15,96.0
2013-12-22,90.0
2013-12-29,68.0
2014-01-05,55.0
2014-01-12,51.0
2014-01-19,51.0
2014-01-26,48.0
2014-02-02,48.0
2014-02-09,58.0
2014-02-16,60.0
2014-02-23,60.0
2014-03-02,55.0
2014-03-09,60.0
2014-03-16,61.0
2014-03-23,62.0
2014-03-30,62.0
2014-04-06,63.0
2014-04-13,63.0
2014-04-20,59.0
2014-04-27,62.0
2014-05-04,63.0
2014-05-11,65.0
2014-05-18,65.0
2014-05-25,65.0
2014-06-01,63.0
2014-06-08,57.0
2014-06-15,53.0
2014-06-22,52.0
2014-06-29,55.0
2014-07-06,52.0
2014-07-13,62.0
2014-07-20,71.0
2014-07-27,88.0
2014-08-03,84.0
2014-08-10,97.0
2014-08-17,92.0
2014-08-24,78.0
2014-08-31,69.0
2014-09-07,61.0
2014-09-14,63.0
2014-09-21,57.0
2014-09-28,58.0
2014-10-05,58.0
2014-10-12,57.0
2014-10-19,58.0
2014-10-26,56.0
2014-11-02,64.0
2014-11-09,75.0
2014-11-16,72.0
2014-11-23,100.0
2014-11-30,94.0
2014-12-07,97.0
2014-12-14,91.0
2014-12-21,94.0
2014-12-28,68.0
2015-01-04,59.0
2015-01-11,52.0
2015-01-18,50.0
2015-01-25,49.0
2015-02-01,48.0
2015-02-08,57.0
2015-02-15,60.0
2015-02-22,54.0
2015-03-01,56.0
2015-03-08,64.0
2015-03-15,63.0
2015-03-22,65.0
2015-03-29,67.0
2015-04-05,59.0
2015-04-12,60.0
2015-04-19,61.0
2015-04-26,60.0
2015-05-03,61.0
2015-05-10,61.0
2015-05-17,57.0
2015-05-24,63.0
2015-05-31,57.0
2015-06-07,56.0
2015-06-14,59.0
2015-06-21,53.0
2015-06-28,58.0
2015-07-05,59.0
2015-07-12,65.0
2015-07-19,73.0
2015-07-26,82.0
2015-08-02,97.0
2015-08-09,96.0
2015-08-16,94.0
2015-08-23,83.0
2015-08-30,76.0
2015-09-06,67.0
2015-09-13,67.0
2015-09-20,59.0
2015-09-27,61.0
2015-10-04,65.0
2015-10-11,62.0
2015-10-18,69.0
2015-10-25,69.0
2015-11-01,59.0
2015-11-08,65.0
2015-11-15,68.0
2015-11-22,100.0
2015-11-29,82.0
2015-12-06,73.0
2015-12-13,75.0
2015-12-20,85.0
2015-12-27,72.0
2016-01-03,55.0
2016-01-10,49.0
2016-01-17,52.0
2016-01-24,50.0
2016-01-31,47.0
2016-02-07,53.0
2016-02-14,58.0
2016-02-21,60.0
2016-02-28,60.0
2016-03-06,66.0
2016-03-13,61.0
2016-03-20,61.0
2016-03-27,58.0
2016-04-03,56.0
2016-04-10,61.0
2016-04-17,61.0
2016-04-24,57.0
2016-05-01,59.0
2016-05-08,59.0
2016-05-15,61.0
2016-05-22,59.0
2016-05-29,62.0
2016-06-05,56.0
2016-06-12,58.0
2016-06-19,55.0
2016-06-26,57.0
2016-07-03,59.0
2016-07-10,59.0
2016-07-17,66.0
2016-07-24,78.0
2016-07-31,98.0
2016-08-07,96.0
2016-08-14,93.0
2016-08-21,77.0
2016-08-28,67.0
2016-09-04,72.0
2016-09-11,61.0
2016-09-18,57.0
2016-09-25,62.0
2016-10-02,60.0
2016-10-09,62.0
2016-10-16,61.0
2016-10-23,62.0
2016-10-30,57.0
2016-11-06,58.0
2016-11-13,59.0
2016-11-20,100.0
2016-11-27,74.0
2016-12-04,74.0
2016-12-11,77.0
2016-12-18,89.0
2016-12-25,64.0
2017-01-01,57.0
2017-01-08,52.0
2017-01-15,53.0
2017-01-22,49.0
2017-01-29,48.0
2017-02-05,51.0
2017-02-12,52.0
2017-02-19,56.0
2017-02-26,65.0
2017-03-05,58.0
2017-03-12,63.0
2017-03-19,57.0
2017-03-26,57.0
2017-04-02,65.0
2017-04-09,67.0
2017-04-16,58.0
2017-04-23,77.0
2017-04-30,59.0
2017-05-07,58.0
2017-05-14,60.0
2017-05-21,60.0
2017-05-28,64.0
2017-06-04,59.0
2017-06-11,57.0
2017-06-18,58.0
2017-06-25,60.0
2017-07-02,60.0
2017-07-09,62.0
2017-07-16,64.0
2017-07-23,73.0
2017-07-30,94.0
2017-08-06,92.0
2017-08-13,90.0
2017-08-20,81.0
2017-08-27,72.0
2017-09-03,69.0
2017-09-10,60.0
2017-09-17,56.0
2017-09-24,54.0
2017-10-01,58.0
2017-10-08,53.0
2017-10-15,64.0
2017-10-22,62.0
2017-10-29,56.0
2017-11-05,61.0
2017-11-12,58.0
2017-11-19,82.0
2017-11-26,72.0
2017-12-03,68.0
2017-12-10,71.0
2017-12-17,78.0
2017-12-24,74.0
2017-12-31,54.0
2018-01-07,48.0
2018-01-14,50.0
2018-01-21,42.0
2018-01-28,44.0
2018-02-04,43.0
2018-02-11,47.0
2018-02-18,51.0
2018-02-25,57.0
2018-03-04,58.0
2018-03-11,55.0
2018-03-18,64.0
2018-03-25,60.0
2018-04-01,55.0
2018-04-08,52.0
2018-04-15,50.0
2018-04-22,59.0
2018-04-29,54.0
2018-05-06,59.0
2018-05-13,63.0
2018-05-20,60.0
2018-05-27,60.0
2018-06-03,59.0
2018-06-10,55.0
2018-06-17,52.0
2018-06-24,59.0
2018-07-01,64.0
2018-07-08,61.0
2018-07-15,60.0
2018-07-22,71.0
2018-07-29,85.0
2018-08-05,100.0
2018-08-12,95.0
2018-08-19,81.0
2018-08-26,70.0
2018-09-02,75.0
2018-09-09,57.0
2018-09-16,58.0
2018-09-23,55.0
2018-09-30,57.0
2018-10-07,63.0
2018-10-14,54.0
2018-10-21,53.0
2018-10-28,50.0
2018-11-04,56.0
2018-11-11,61.0
2018-11-18,80.0
2018-11-25,64.0
2018-12-02,62.0
2018-12-09,62.0
2018-12-16,67.0
2018-12-23,61.0
2018-12-30,50.0
2019-01-06,42.0
2019-01-13,43.0
2019-01-20,42.0
2019-01-27,40.0
2019-02-03,42.0
2019-02-10,44.0
2019-02-17,45.0
2019-02-24,56.0
2019-03-03,46.0
2019-03-10,56.0
2019-03-17,51.0
2019-03-24,56.0
2019-03-31,56.0
2019-04-07,56.0
2019-04-14,59.0
2019-04-21,51.0
2019-04-28,54.0
2019-05-05,53.0
2019-05-12,55.0
2019-05-19,49.0
2019-05-26,59.0
2019-06-02,59.0
2019-06-09,54.0
2019-06-16,52.0
2019-06-23,49.0
2019-06-30,51.0
2019-07-07,54.0
2019-07-14,63.0
2019-07-21,63.0
2019-07-28,82.0
2019-08-04,100.0
2019-08-11,94.0
2019-08-18,79.0
2019-08-25,72.0
2019-09-01,61.0
2019-09-08,52.0
2019-09-15,58.0
2019-09-22,51.0
2019-09-29,50.0
2019-10-06,55.0
2019-10-13,69.0
2019-10-20,63.0
2019-10-27,65.0
2019-11-03,66.0
2019-11-10,71.0
2019-11-17,63.0
2019-11-24,100.0
2019-12-01,92.0
2019-12-08,69.0
2019-12-15,90.0
2019-12-22,95.0
2019-12-29,69.0
2020-01-05,65.0
2020-01-12,54.0
2020-01-19,53.0
2020-01-26,50.0
2020-02-02,54.0
2020-02-09,64.0
2020-02-16,60.0
2020-02-23,65.0
2020-03-01,62.0
2020-03-08,58.0
2020-03-15,38.0
2020-03-22,36.0
2020-03-29,35.0
2020-04-05,39.0
2020-04-12,46.0
2020-04-19,52.0
2020-04-26,59.0
2020-05-03,57.0
2020-05-10,63.0
2020-05-17,75.0
2020-05-24,82.0
2020-05-31,71.0
2020-06-07,76.0
2020-06-14,80.0
2020-06-21,77.0
2020-06-28,73.0
2020-07-05,72.0
2020-07-12,70.0
2020-07-19,71.0
2020-07-26,71.0
2020-08-02,81.0
2020-08-09,78.0
2020-08-16,71.0
2020-08-23,66.0
2020-08-30,65.0
2020-09-06,71.0
2020-09-13,63.0
2020-09-20,63.0
2020-09-27,68.0
2020-10-04,61.0
2020-10-11,60.0
2020-10-18,63.0
2020-10-25,58.0
2020-11-01,44.0
2020-11-08,61.0
2020-11-15,63.0
2020-11-22,76.0
2020-11-29,74.0
2020-12-06,73.0
2020-12-13,82.0
2020-12-20,90.0
2020-12-27,69.0
2021-01-03,60.0
2021-01-10,51.0
2021-01-17,55.0
2021-01-24,51.0
2021-01-31,51.0
2021-02-07,51.0
2021-02-14,56.0
2021-02-21,60.0
2021-02-28,66.0
2021-03-07,63.0
2021-03-14,77.0
2021-03-21,81.0
2021-03-28,74.0
2021-04-04,73.0
2021-04-11,69.0
2021-04-18,64.0
2021-04-25,64.0
2021-05-02,66.0
2021-05-09,64.0
2021-05-16,67.0
2021-05-23,66.0
2021-05-30,73.0
2021-06-06,61.0
2021-06-13,68.0
2021-06-20,72.0
2021-06-27,61.0
2021-07-04,64.0
2021-07-11,72.0
2021-07-18,74.0
2021-07-25,79.0
2021-08-01,91.0
2021-08-08,100.0
2021-08-15,91.0
2021-08-22,83.0
2021-08-29,71.0
2021-09-05,81.0
2021-09-12,66.0
2021-09-19,63.0
2021-09-26,63.0
2021-10-03,64.0
2021-10-10,69.0
2021-10-17,63.0
2021-10-24,66.0
2021-10-31,60.0
2021-11-07,73.0
2021-11-14,77.0
2021-11-21,99.0
2021-11-28,80.0
2021-12-05,87.0
2021-12-12,96.0
2021-12-19,98.0
2021-12-26,69.0
2022-01-02,61.0
2022-01-09,54.0
2022-01-16,48.0
2022-01-23,50.0
2022-01-30,51.0
2022-02-06,55.0
2022-02-13,54.0
2022-02-20,59.0
2022-02-27,56.0
2022-03-06,61.0
2022-03-13,62.0
2022-03-20,59.0
2022-03-27,57.0
2022-04-03,56.0
2022-04-10,64.0
2022-04-17,65.0
2022-04-24,57.0
2022-05-01,62.0
2022-05-08,61.0
2022-05-15,61.0
2022-05-22,60.0
2022-05-29,59.0
2022-06-05,50.0
2022-06-12,62.0
2022-06-19,61.0
2022-06-26,60.0
2022-07-03,64.0
2022-07-10,64.0
2022-07-17,69.0
2022-07-24,75.0
2022-07-31,95.0
2022-08-07,89.0
2022-08-14,100.0
2022-08-21,71.0
2022-08-28,74.0
2022-09-04,71.0
2022-09-11,63.0
2022-09-18,59.0
