date,Pharmacy
2005-11-13,91.0
2005-11-20,85.0
2005-11-27,95.0
2005-12-04,82.0
2005-12-11,87.0
2005-12-18,88.0
2005-12-25,79.0
2006-01-01,89.0
2006-01-08,91.0
2006-01-15,81.0
2006-01-22,92.0
2006-01-29,87.0
2006-02-05,83.0
2006-02-12,77.0
2006-02-19,84.0
2006-02-26,86.0
2006-03-05,87.0
2006-03-12,79.0
2006-03-19,86.0
2006-03-26,88.0
2006-04-02,79.0
2006-04-09,80.0
2006-04-16,87.0
2006-04-23,88.0
2006-04-30,84.0
2006-05-07,83.0
2006-05-14,85.0
2006-05-21,85.0
2006-05-28,79.0
2006-06-04,86.0
2006-06-11,91.0
2006-06-18,94.0
2006-06-25,87.0
2006-07-02,84.0
2006-07-09,91.0
2006-07-16,95.0
2006-07-23,88.0
2006-07-30,89.0
2006-08-06,89.0
2006-08-13,91.0
2006-08-20,91.0
2006-08-27,86.0
2006-09-03,86.0
2006-09-10,88.0
2006-09-17,90.0
2006-09-24,88.0
2006-10-01,92.0
2006-10-08,96.0
2006-10-15,100.0
2006-10-22,100.0
2006-10-29,95.0
2006-11-05,92.0
2006-11-12,98.0
2006-11-19,91.0
2006-11-26,98.0
2006-12-03,92.0
2006-12-10,96.0
2006-12-17,78.0
2006-12-24,76.0
2006-12-31,84.0
2007-01-07,83.0
2007-01-14,83.0
2007-01-21,83.0
2007-01-28,78.0
2007-02-04,78.0
2007-02-11,76.0
2007-02-18,77.0
2007-02-25,78.0
2007-03-04,76.0
2007-03-11,77.0
2007-03-18,78.0
2007-03-25,77.0
2007-04-01,77.0
2007-04-08,81.0
2007-04-15,76.0
2007-04-22,75.0
2007-04-29,79.0
2007-05-06,77.0
2007-05-13,75.0
2007-05-20,78.0
2007-05-27,77.0
2007-06-03,82.0
2007-06-10,82.0
2007-06-17,77.0
2007-06-24,85.0
2007-07-01,77.0
2007-07-08,82.0
2007-07-15,86.0
2007-07-22,82.0
2007-07-29,81.0
2007-08-05,83.0
2007-08-12,80.0
2007-08-19,86.0
2007-08-26,100.0
2007-09-02,83.0
2007-09-09,73.0
2007-09-16,79.0
2007-09-23,88.0
2007-09-30,85.0
2007-10-07,84.0
2007-10-14,85.0
2007-10-21,84.0
2007-10-28,83.0
2007-11-04,82.0
2007-11-11,81.0
2007-11-18,73.0
2007-11-25,78.0
2007-12-02,70.0
2007-12-09,78.0
2007-12-16,86.0
2007-12-23,88.0
2007-12-30,91.0
2008-01-06,85.0
2008-01-13,99.0
2008-01-20,87.0
2008-01-27,96.0
2008-02-03,89.0
2008-02-10,90.0
2008-02-17,91.0
2008-02-24,95.0
2008-03-02,85.0
2008-03-09,90.0
2008-03-16,93.0
2008-03-23,96.0
2008-03-30,92.0
2008-04-06,98.0
2008-04-13,89.0
2008-04-20,92.0
2008-04-27,81.0
2008-05-04,95.0
2008-05-11,92.0
2008-05-18,91.0
2008-05-25,99.0
2008-06-01,95.0
2008-06-08,93.0
2008-06-15,94.0
2008-06-22,98.0
2008-06-29,94.0
2008-07-06,95.0
2008-07-13,96.0
2008-07-20,95.0
2008-07-27,90.0
2008-08-03,87.0
2008-08-10,95.0
2008-08-17,84.0
2008-08-24,89.0
2008-08-31,90.0
2008-09-07,100.0
2008-09-14,91.0
2008-09-21,91.0
2008-09-28,96.0
2008-10-05,95.0
2008-10-12,87.0
2008-10-19,95.0
2008-10-26,95.0
2008-11-02,91.0
2008-11-09,100.0
2008-11-16,96.0
2008-11-23,90.0
2008-11-30,96.0
2008-12-07,76.0
2008-12-14,80.0
2008-12-21,81.0
2008-12-28,86.0
2009-01-04,80.0
2009-01-11,90.0
2009-01-18,83.0
2009-01-25,80.0
2009-02-01,79.0
2009-02-08,79.0
2009-02-15,79.0
2009-02-22,77.0
2009-03-01,81.0
2009-03-08,77.0
2009-03-15,80.0
2009-03-22,78.0
2009-03-29,74.0
2009-04-05,80.0
2009-04-12,88.0
2009-04-19,83.0
2009-04-26,82.0
2009-05-03,77.0
2009-05-10,86.0
2009-05-17,82.0
2009-05-24,80.0
2009-05-31,81.0
2009-06-07,80.0
2009-06-14,81.0
2009-06-21,86.0
2009-06-28,81.0
2009-07-05,85.0
2009-07-12,86.0
2009-07-19,84.0
2009-07-26,87.0
2009-08-02,83.0
2009-08-09,87.0
2009-08-16,86.0
2009-08-23,84.0
2009-08-30,88.0
2009-09-06,80.0
2009-09-13,86.0
2009-09-20,81.0
2009-09-27,88.0
2009-10-04,100.0
2009-10-11,97.0
2009-10-18,100.0
2009-10-25,91.0
2009-11-01,90.0
2009-11-08,83.0
2009-11-15,85.0
2009-11-22,75.0
2009-11-29,87.0
2009-12-06,81.0
2009-12-13,86.0
2009-12-20,88.0
2009-12-27,90.0
2010-01-03,95.0
2010-01-10,100.0
2010-01-17,86.0
2010-01-24,92.0
2010-01-31,88.0
2010-02-07,87.0
2010-02-14,84.0
2010-02-21,81.0
2010-02-28,82.0
2010-03-07,86.0
2010-03-14,82.0
2010-03-21,89.0
2010-03-28,88.0
2010-04-04,88.0
2010-04-11,84.0
2010-04-18,81.0
2010-04-25,86.0
2010-05-02,83.0
2010-05-09,84.0
2010-05-16,90.0
2010-05-23,85.0
2010-05-30,83.0
2010-06-06,78.0
2010-06-13,86.0
2010-06-20,85.0
2010-06-27,83.0
2010-07-04,91.0
2010-07-11,85.0
2010-07-18,83.0
2010-07-25,89.0
2010-08-01,86.0
2010-08-08,83.0
2010-08-15,83.0
2010-08-22,87.0
2010-08-29,92.0
2010-09-05,86.0
2010-09-12,91.0
2010-09-19,90.0
2010-09-26,88.0
2010-10-03,87.0
2010-10-10,87.0
2010-10-17,91.0
2010-10-24,90.0
2010-10-31,91.0
2010-11-07,90.0
2010-11-14,93.0
2010-11-21,73.0
2010-11-28,73.0
2010-12-05,66.0
2010-12-12,67.0
2010-12-19,72.0
2010-12-26,66.0
2011-01-02,88.0
2011-01-09,83.0
2011-01-16,83.0
2011-01-23,88.0
2011-01-30,81.0
2011-02-06,86.0
2011-02-13,87.0
2011-02-20,89.0
2011-02-27,90.0
2011-03-06,86.0
2011-03-13,91.0
2011-03-20,87.0
2011-03-27,90.0
2011-04-03,90.0
2011-04-10,90.0
2011-04-17,92.0
2011-04-24,90.0
2011-05-01,86.0
2011-05-08,90.0
2011-05-15,90.0
2011-05-22,88.0
2011-05-29,93.0
2011-06-05,95.0
2011-06-12,93.0
2011-06-19,100.0
2011-06-26,95.0
2011-07-03,94.0
2011-07-10,95.0
2011-07-17,98.0
2011-07-24,89.0
2011-07-31,92.0
2011-08-07,93.0
2011-08-14,93.0
2011-08-21,93.0
2011-08-28,92.0
2011-09-04,89.0
2011-09-11,93.0
2011-09-18,90.0
2011-09-25,99.0
2011-10-02,90.0
2011-10-09,93.0
2011-10-16,93.0
2011-10-23,92.0
2011-10-30,90.0
2011-11-06,91.0
2011-11-13,87.0
2011-11-20,80.5
2011-11-27,79.0
2011-12-04,84.0
2011-12-11,85.0
2011-12-18,96.0
2011-12-25,90.0
2012-01-01,98.0
2012-01-08,99.0
2012-01-15,89.0
2012-01-22,86.0
2012-01-29,87.0
2012-02-05,84.0
2012-02-12,86.0
2012-02-19,83.0
2012-02-26,83.0
2012-03-04,81.0
2012-03-11,84.0
2012-03-18,82.0
2012-03-25,85.0
2012-04-01,84.0
2012-04-08,90.0
2012-04-15,88.0
2012-04-22,87.0
2012-04-29,92.0
2012-05-06,94.0
2012-05-13,99.0
2012-05-20,97.0
2012-05-27,95.0
2012-06-03,90.0
2012-06-10,93.0
2012-06-17,94.0
2012-06-24,94.0
2012-07-01,90.0
2012-07-08,95.0
2012-07-15,90.0
2012-07-22,85.0
2012-07-29,89.0
2012-08-05,88.0
2012-08-12,94.0
2012-08-19,96.0
2012-08-26,94.0
2012-09-02,93.0
2012-09-09,94.0
2012-09-16,91.0
2012-09-23,100.0
2012-09-30,99.0
2012-10-07,96.0
2012-10-14,99.0
2012-10-21,99.0
2012-10-28,97.0
2012-11-04,95.0
2012-11-11,96.0
2012-11-18,85.0
2012-11-25,88.0
2012-12-02,91.0
2012-12-09,85.0
2012-12-16,90.0
2012-12-23,89.0
2012-12-30,92.0
2013-01-06,100.0
2013-01-13,93.0
2013-01-20,85.0
2013-01-27,84.0
2013-02-03,85.0
2013-02-10,83.0
2013-02-17,81.0
2013-02-24,84.0
2013-03-03,88.0
2013-03-10,88.0
2013-03-17,87.0
2013-03-24,92.0
2013-03-31,90.0
2013-04-07,90.0
2013-04-14,90.0
2013-04-21,87.0
2013-04-28,85.0
2013-05-05,83.0
2013-05-12,85.0
2013-05-19,89.0
2013-05-26,86.0
2013-06-02,89.0
2013-06-09,89.0
2013-06-16,86.0
2013-06-23,88.0
2013-06-30,88.0
2013-07-07,90.0
2013-07-14,91.0
2013-07-21,88.0
2013-07-28,90.0
2013-08-04,94.0
2013-08-11,93.0
2013-08-18,95.0
2013-08-25,96.0
2013-09-01,90.0
2013-09-08,94.0
2013-09-15,83.0
2013-09-22,90.0
2013-09-29,90.0
2013-10-06,84.0
2013-10-13,90.0
2013-10-20,91.0
2013-10-27,89.0
2013-11-03,90.0
2013-11-10,87.0
2013-11-17,87.0
2013-11-24,78.0
2013-12-01,86.0
2013-12-08,84.0
2013-12-15,92.0
2013-12-22,92.0
2013-12-29,92.0
2014-01-05,98.0
2014-01-12,96.0
2014-01-19,88.0
2014-01-26,87.0
2014-02-02,86.0
2014-02-09,82.0
2014-02-16,84.0
2014-02-23,87.0
2014-03-02,85.0
2014-03-09,91.0
2014-03-16,87.0
2014-03-23,89.0
2014-03-30,86.0
2014-04-06,84.0
2014-04-13,88.0
2014-04-20,84.0
2014-04-27,87.0
2014-05-04,92.0
2014-05-11,90.0
2014-05-18,90.0
2014-05-25,89.0
2014-06-01,87.0
2014-06-08,89.0
2014-06-15,94.0
2014-06-22,92.0
2014-06-29,92.0
2014-07-06,94.0
2014-07-13,90.0
2014-07-20,95.0
2014-07-27,93.0
2014-08-03,95.0
2014-08-10,95.0
2014-08-17,95.0
2014-08-24,96.0
2014-08-31,92.0
2014-09-07,89.0
2014-09-14,84.0
2014-09-21,91.0
2014-09-28,91.0
2014-10-05,94.0
2014-10-12,94.0
2014-10-19,100.0
2014-10-26,92.0
2014-11-02,91.0
2014-11-09,85.0
2014-11-16,88.0
2014-11-23,84.0
2014-11-30,84.0
2014-12-07,88.0
2014-12-14,94.0
2014-12-21,93.0
2014-12-28,93.0
2015-01-04,92.0
2015-01-11,93.0
2015-01-18,93.0
2015-01-25,89.0
2015-02-01,86.0
2015-02-08,89.0
2015-02-15,84.0
2015-02-22,82.0
2015-03-01,81.0
2015-03-08,89.0
2015-03-15,86.0
2015-03-22,88.0
2015-03-29,89.0
2015-04-05,87.0
2015-04-12,87.0
2015-04-19,88.0
2015-04-26,86.0
2015-05-03,89.0
2015-05-10,91.0
2015-05-17,93.0
2015-05-24,92.0
2015-05-31,89.0
2015-06-07,94.0
2015-06-14,96.0
2015-06-21,94.0
2015-06-28,95.0
2015-07-05,100.0
2015-07-12,91.0
2015-07-19,94.0
2015-07-26,95.0
2015-08-02,94.0
2015-08-09,97.0
2015-08-16,93.0
2015-08-23,93.0
2015-08-30,90.0
2015-09-06,87.0
2015-09-13,93.0
2015-09-20,92.0
2015-09-27,89.0
2015-10-04,97.0
2015-10-11,93.0
2015-10-18,94.0
2015-10-25,95.0
2015-11-01,87.0
2015-11-08,87.0
2015-11-15,85.0
2015-11-22,82.0
2015-11-29,87.0
2015-12-06,84.0
2015-12-13,87.0
2015-12-20,91.0
2015-12-27,90.0
2016-01-03,99.0
2016-01-10,90.0
2016-01-17,93.0
2016-01-24,90.0
2016-01-31,95.0
2016-02-07,90.0
2016-02-14,95.0
2016-02-21,94.0
2016-02-28,95.0
2016-03-06,94.0
2016-03-13,92.0
2016-03-20,94.0
2016-03-27,91.0
2016-04-03,92.0
2016-04-10,99.0
2016-04-17,93.0
2016-04-24,93.0
2016-05-01,92.0
2016-05-08,95.0
2016-05-15,97.0
2016-05-22,99.0
2016-05-29,91.0
2016-06-05,98.0
2016-06-12,100.0
2016-06-19,98.0
2016-06-26,100.0
2016-07-03,99.0
2016-07-10,98.0
2016-07-17,99.0
2016-07-24,95.0
2016-07-31,92.0
2016-08-07,92.0
2016-08-14,93.0
2016-08-21,97.0
2016-08-28,96.0
2016-09-04,99.0
2016-09-11,95.0
2016-09-18,87.0
2016-09-25,95.0
2016-10-02,90.0
2016-10-09,99.0
2016-10-16,97.0
2016-10-23,87.0
2016-10-30,86.0
2016-11-06,80.0
2016-11-13,84.0
2016-11-20,80.0
2016-11-27,86.0
2016-12-04,88.0
2016-12-11,87.0
2016-12-18,96.0
2016-12-25,88.0
2017-01-01,92.0
2017-01-08,88.0
2017-01-15,89.0
2017-01-22,91.0
2017-01-29,91.0
2017-02-05,88.0
2017-02-12,91.0
2017-02-19,86.0
2017-02-26,88.0
2017-03-05,91.0
2017-03-12,82.0
2017-03-19,86.0
2017-03-26,89.0
2017-04-02,86.0
2017-04-09,92.0
2017-04-16,87.0
2017-04-23,91.0
2017-04-30,88.0
2017-05-07,94.0
2017-05-14,89.0
2017-05-21,96.0
2017-05-28,97.0
2017-06-04,92.0
2017-06-11,92.0
2017-06-18,92.0
2017-06-25,97.0
2017-07-02,97.0
2017-07-09,100.0
2017-07-16,96.0
2017-07-23,96.0
2017-07-30,97.0
2017-08-06,91.0
2017-08-13,100.0
2017-08-20,92.0
2017-08-27,91.0
2017-09-03,88.0
2017-09-10,89.0
2017-09-17,91.0
2017-09-24,94.0
2017-10-01,94.0
2017-10-08,95.0
2017-10-15,97.0
2017-10-22,90.0
2017-10-29,87.0
2017-11-05,84.0
2017-11-12,89.0
2017-11-19,88.0
2017-11-26,88.0
2017-12-03,85.0
2017-12-10,88.0
2017-12-17,100.0
2017-12-24,98.0
2017-12-31,97.0
2018-01-07,99.0
2018-01-14,96.0
2018-01-21,95.0
2018-01-28,92.0
2018-02-04,94.0
2018-02-11,93.0
2018-02-18,92.0
2018-02-25,92.0
2018-03-04,89.0
2018-03-11,87.0
2018-03-18,88.0
2018-03-25,85.0
2018-04-01,90.0
2018-04-08,86.0
2018-04-15,87.0
2018-04-22,90.0
2018-04-29,84.0
2018-05-06,88.0
2018-05-13,91.0
2018-05-20,90.0
2018-05-27,92.0
2018-06-03,94.0
2018-06-10,94.0
2018-06-17,95.0
2018-06-24,99.0
2018-07-01,94.0
2018-07-08,99.0
2018-07-15,95.0
2018-07-22,93.0
2018-07-29,96.0
2018-08-05,99.0
2018-08-12,95.0
2018-08-19,93.0
2018-08-26,92.0
2018-09-02,96.0
2018-09-09,95.0
2018-09-16,98.0
2018-09-23,88.0
2018-09-30,95.0
2018-10-07,93.0
2018-10-14,96.0
2018-10-21,88.0
2018-10-28,89.0
2018-11-04,81.0
2018-11-11,84.0
2018-11-18,79.0
2018-11-25,82.0
2018-12-02,85.0
2018-12-09,85.0
2018-12-16,90.0
2018-12-23,91.0
2018-12-30,95.0
2019-01-06,98.0
2019-01-13,86.0
2019-01-20,88.0
2019-01-27,88.0
2019-02-03,93.0
2019-02-10,92.0
2019-02-17,89.0
2019-02-24,88.0
2019-03-03,97.0
2019-03-10,92.0
2019-03-17,95.0
2019-03-24,92.0
2019-03-31,96.0
2019-04-07,86.0
2019-04-14,88.0
2019-04-21,84.0
2019-04-28,88.0
2019-05-05,90.0
2019-05-12,92.0
2019-05-19,93.0
2019-05-26,94.0
2019-06-02,94.0
2019-06-09,92.0
2019-06-16,93.0
2019-06-23,95.0
2019-06-30,95.0
2019-07-07,96.0
2019-07-14,100.0
2019-07-21,94.0
2019-07-28,94.0
2019-08-04,96.0
2019-08-11,95.0
2019-08-18,100.0
2019-08-25,95.0
2019-09-01,90.0
2019-09-08,98.0
2019-09-15,92.0
2019-09-22,92.0
2019-09-29,97.0
2019-10-06,96.0
2019-10-13,88.0
2019-10-20,88.0
2019-10-27,84.0
2019-11-03,86.0
2019-11-10,84.0
2019-11-17,87.0
2019-11-24,81.0
2019-12-01,85.0
2019-12-08,80.0
2019-12-15,88.0
2019-12-22,95.0
2019-12-29,95.0
2020-01-05,94.0
2020-01-12,86.0
2020-01-19,91.0
2020-01-26,86.0
2020-02-02,90.0
2020-02-09,85.0
2020-02-16,88.0
2020-02-23,87.0
2020-03-01,85.0
2020-03-08,92.0
2020-03-15,100.0
2020-03-22,90.0
2020-03-29,84.0
2020-04-05,77.0
2020-04-12,75.0
2020-04-19,72.0
2020-04-26,73.0
2020-05-03,71.0
2020-05-10,69.0
2020-05-17,73.0
2020-05-24,76.0
2020-05-31,77.0
2020-06-07,76.0
2020-06-14,77.0
2020-06-21,81.0
2020-06-28,81.0
2020-07-05,85.0
2020-07-12,81.0
2020-07-19,80.0
2020-07-26,81.0
2020-08-02,80.0
2020-08-09,80.0
2020-08-16,80.0
2020-08-23,79.0
2020-08-30,74.0
2020-09-06,79.0
2020-09-13,77.0
2020-09-20,82.0
2020-09-27,86.0
2020-10-04,82.0
2020-10-11,77.0
2020-10-18,82.0
2020-10-25,76.0
2020-11-01,62.0
2020-11-08,75.0
2020-11-15,83.0
2020-11-22,74.0
2020-11-29,76.0
2020-12-06,76.0
2020-12-13,76.0
2020-12-20,75.0
2020-12-27,84.0
2021-01-03,85.0
2021-01-10,89.0
2021-01-17,90.0
2021-01-24,87.0
2021-01-31,93.0
2021-02-07,92.0
2021-02-14,88.0
2021-02-21,92.0
2021-02-28,94.0
2021-03-07,98.0
2021-03-14,92.0
2021-03-21,97.0
2021-03-28,100.0
2021-04-04,95.0
2021-04-11,88.0
2021-04-18,85.0
2021-04-25,82.0
2021-05-02,85.0
2021-05-09,87.0
2021-05-16,85.0
2021-05-23,86.0
2021-05-30,83.0
2021-06-06,85.0
2021-06-13,85.0
2021-06-20,82.0
2021-06-27,85.0
2021-07-04,82.0
2021-07-11,86.0
2021-07-18,86.0
2021-07-25,89.0
2021-08-01,93.0
2021-08-08,91.0
2021-08-15,95.0
2021-08-22,98.0
2021-08-29,95.0
2021-09-05,100.0
2021-09-12,92.0
2021-09-19,92.0
2021-09-26,90.0
2021-10-03,70.0
2021-10-10,70.0
2021-10-17,68.0
2021-10-24,74.0
2021-10-31,75.0
2021-11-07,73.0
2021-11-14,78.0
2021-11-21,72.0
2021-11-28,85.0
2021-12-05,75.0
2021-12-12,80.0
2021-12-19,97.0
2021-12-26,100.0
2022-01-02,100.0
2022-01-09,86.0
2022-01-16,73.0
2022-01-23,70.0
2022-01-30,65.0
2022-02-06,64.0
2022-02-13,61.0
2022-02-20,59.0
2022-02-27,58.0
2022-03-06,59.0
2022-03-13,58.0
2022-03-20,60.0
2022-03-27,59.0
2022-04-03,61.0
2022-04-10,62.0
2022-04-17,57.0
2022-04-24,60.0
2022-05-01,61.0
2022-05-08,64.0
2022-05-15,64.0
2022-05-22,66.0
2022-05-29,69.0
2022-06-05,69.0
2022-06-12,67.0
2022-06-19,69.0
2022-06-26,72.0
2022-07-03,70.0
2022-07-10,71.0
2022-07-17,67.0
2022-07-24,70.0
2022-07-31,70.0
2022-08-07,67.0
2022-08-14,68.0
2022-08-21,67.0
2022-08-28,66.0
2022-09-04,70.0
2022-09-11,71.0
2022-09-18,72.0
