date,Computer Security
2008-12-07,59.0
2008-12-14,62.0
2008-12-21,70.0
2008-12-28,64.0
2009-01-04,75.0
2009-01-11,62.0
2009-01-18,73.0
2009-01-25,66.0
2009-02-01,73.0
2009-02-08,61.0
2009-02-15,61.0
2009-02-22,71.0
2009-03-01,64.0
2009-03-08,69.0
2009-03-15,85.0
2009-03-22,67.0
2009-03-29,100.0
2009-04-05,74.0
2009-04-12,66.0
2009-04-19,77.0
2009-04-26,45.0
2009-05-03,52.0
2009-05-10,58.0
2009-05-17,48.0
2009-05-24,62.0
2009-05-31,66.0
2009-06-07,57.0
2009-06-14,59.0
2009-06-21,89.0
2009-06-28,56.0
2009-07-05,72.0
2009-07-12,68.0
2009-07-19,51.0
2009-07-26,56.0
2009-08-02,69.0
2009-08-09,64.0
2009-08-16,73.0
2009-08-23,62.0
2009-08-30,61.0
2009-09-06,73.0
2009-09-13,63.0
2009-09-20,78.0
2009-09-27,58.0
2009-10-04,76.0
2009-10-11,83.0
2009-10-18,75.0
2009-10-25,73.0
2009-11-01,77.0
2009-11-08,69.0
2009-11-15,77.0
2009-11-22,86.0
2009-11-29,74.0
2009-12-06,76.0
2009-12-13,63.0
2009-12-20,78.0
2009-12-27,84.0
2010-01-03,88.0
2010-01-10,79.0
2010-01-17,95.0
2010-01-24,100.0
2010-01-31,79.0
2010-02-07,91.0
2010-02-14,97.0
2010-02-21,92.0
2010-02-28,94.0
2010-03-07,72.0
2010-03-14,80.0
2010-03-21,79.0
2010-03-28,69.0
2010-04-04,88.0
2010-04-11,90.0
2010-04-18,83.0
2010-04-25,76.0
2010-05-02,68.0
2010-05-09,76.0
2010-05-16,64.0
2010-05-23,57.0
2010-05-30,71.0
2010-06-06,78.0
2010-06-13,62.0
2010-06-20,76.0
2010-06-27,65.0
2010-07-04,75.0
2010-07-11,71.0
2010-07-18,62.0
2010-07-25,72.0
2010-08-01,66.0
2010-08-08,66.0
2010-08-15,73.0
2010-08-22,74.0
2010-08-29,66.0
2010-09-05,69.0
2010-09-12,75.0
2010-09-19,80.0
2010-09-26,77.0
2010-10-03,76.0
2010-10-10,63.0
2010-10-17,71.0
2010-10-24,68.0
2010-10-31,67.0
2010-11-07,69.0
2010-11-14,75.0
2010-11-21,61.0
2010-11-28,82.0
2010-12-05,99.0
2010-12-12,92.0
2010-12-19,70.0
2010-12-26,76.0
2011-01-02,84.0
2011-01-09,91.0
2011-01-16,96.0
2011-01-23,80.0
2011-01-30,98.0
2011-02-06,91.0
2011-02-13,72.0
2011-02-20,85.0
2011-02-27,96.0
2011-03-06,90.0
2011-03-13,82.0
2011-03-20,79.0
2011-03-27,70.0
2011-04-03,82.0
2011-04-10,81.0
2011-04-17,95.0
2011-04-24,100.0
2011-05-01,100.0
2011-05-08,93.0
2011-05-15,92.0
2011-05-22,76.0
2011-05-29,80.0
2011-06-05,80.0
2011-06-12,90.0
2011-06-19,96.0
2011-06-26,81.0
2011-07-03,68.0
2011-07-10,74.0
2011-07-17,75.0
2011-07-24,85.0
2011-07-31,72.0
2011-08-07,72.0
2011-08-14,80.0
2011-08-21,86.0
2011-08-28,75.0
2011-09-04,81.0
2011-09-11,80.0
2011-09-18,82.0
2011-09-25,84.0
2011-10-02,75.0
2011-10-09,84.0
2011-10-16,75.0
2011-10-23,80.0
2011-10-30,75.0
2011-11-06,78.0
2011-11-13,72.0
2011-11-20,73.5
2011-11-27,87.0
2011-12-04,100.0
2011-12-11,95.0
2011-12-18,89.0
2011-12-25,90.0
2012-01-01,85.0
2012-01-08,85.0
2012-01-15,78.0
2012-01-22,83.0
2012-01-29,84.0
2012-02-05,89.0
2012-02-12,73.0
2012-02-19,88.0
2012-02-26,76.0
2012-03-04,74.0
2012-03-11,75.0
2012-03-18,75.0
2012-03-25,70.0
2012-04-01,74.0
2012-04-08,66.0
2012-04-15,76.0
2012-04-22,65.0
2012-04-29,74.0
2012-05-06,77.0
2012-05-13,66.0
2012-05-20,70.0
2012-05-27,71.0
2012-06-03,79.0
2012-06-10,64.0
2012-06-17,79.0
2012-06-24,70.0
2012-07-01,73.0
2012-07-08,88.0
2012-07-15,84.0
2012-07-22,81.0
2012-07-29,73.0
2012-08-05,68.0
2012-08-12,69.0
2012-08-19,80.0
2012-08-26,86.0
2012-09-02,75.0
2012-09-09,78.0
2012-09-16,80.0
2012-09-23,71.0
2012-09-30,76.0
2012-10-07,70.0
2012-10-14,72.0
2012-10-21,83.0
2012-10-28,63.0
2012-11-04,75.0
2012-11-11,65.0
2012-11-18,71.0
2012-11-25,87.0
2012-12-02,83.0
2012-12-09,75.0
2012-12-16,73.0
2012-12-23,60.0
2012-12-30,70.0
2013-01-06,83.0
2013-01-13,85.0
2013-01-20,88.0
2013-01-27,84.0
2013-02-03,80.0
2013-02-10,71.0
2013-02-17,89.0
2013-02-24,78.0
2013-03-03,83.0
2013-03-10,72.0
2013-03-17,78.0
2013-03-24,84.0
2013-03-31,71.0
2013-04-07,79.0
2013-04-14,78.0
2013-04-21,84.0
2013-04-28,71.0
2013-05-05,85.0
2013-05-12,73.0
2013-05-19,75.0
2013-05-26,70.0
2013-06-02,82.0
2013-06-09,63.0
2013-06-16,84.0
2013-06-23,83.0
2013-06-30,75.0
2013-07-07,76.0
2013-07-14,69.0
2013-07-21,86.0
2013-07-28,100.0
2013-08-04,79.0
2013-08-11,73.0
2013-08-18,75.0
2013-08-25,78.0
2013-09-01,86.0
2013-09-08,90.0
2013-09-15,81.0
2013-09-22,74.0
2013-09-29,82.0
2013-10-06,68.0
2013-10-13,60.0
2013-10-20,76.0
2013-10-27,87.0
2013-11-03,84.0
2013-11-10,91.0
2013-11-17,82.0
2013-11-24,68.0
2013-12-01,82.0
2013-12-08,82.0
2013-12-15,83.0
2013-12-22,71.0
2013-12-29,64.0
2014-01-05,70.0
2014-01-12,79.0
2014-01-19,79.0
2014-01-26,83.0
2014-02-02,88.0
2014-02-09,86.0
2014-02-16,73.0
2014-02-23,88.0
2014-03-02,79.0
2014-03-09,89.0
2014-03-16,82.0
2014-03-23,82.0
2014-03-30,86.0
2014-04-06,100.0
2014-04-13,89.0
2014-04-20,79.0
2014-04-27,79.0
2014-05-04,84.0
2014-05-11,73.0
2014-05-18,67.0
2014-05-25,64.0
2014-06-01,70.0
2014-06-08,64.0
2014-06-15,67.0
2014-06-22,73.0
2014-06-29,73.0
2014-07-06,69.0
2014-07-13,78.0
2014-07-20,71.0
2014-07-27,73.0
2014-08-03,68.0
2014-08-10,59.0
2014-08-17,79.0
2014-08-24,94.0
2014-08-31,84.0
2014-09-07,83.0
2014-09-14,83.0
2014-09-21,92.0
2014-09-28,75.0
2014-10-05,83.0
2014-10-12,74.0
2014-10-19,75.0
2014-10-26,89.0
2014-11-02,80.0
2014-11-09,97.0
2014-11-16,95.0
2014-11-23,78.0
2014-11-30,82.0
2014-12-07,93.0
2014-12-14,78.0
2014-12-21,68.0
2014-12-28,76.0
2015-01-04,90.0
2015-01-11,100.0
2015-01-18,84.0
2015-01-25,84.0
2015-02-01,89.0
2015-02-08,80.0
2015-02-15,76.0
2015-02-22,82.0
2015-03-01,95.0
2015-03-08,77.0
2015-03-15,81.0
2015-03-22,73.0
2015-03-29,80.0
2015-04-05,81.0
2015-04-12,85.0
2015-04-19,91.0
2015-04-26,86.0
2015-05-03,68.0
2015-05-10,77.0
2015-05-17,83.0
2015-05-24,66.0
2015-05-31,70.0
2015-06-07,75.0
2015-06-14,75.0
2015-06-21,80.0
2015-06-28,47.0
2015-07-05,79.0
2015-07-12,81.0
2015-07-19,83.0
2015-07-26,79.0
2015-08-02,70.0
2015-08-09,74.0
2015-08-16,83.0
2015-08-23,86.0
2015-08-30,87.0
2015-09-06,87.0
2015-09-13,85.0
2015-09-20,90.0
2015-09-27,75.0
2015-10-04,78.0
2015-10-11,89.0
2015-10-18,82.0
2015-10-25,94.0
2015-11-01,100.0
2015-11-08,98.0
2015-11-15,89.0
2015-11-22,86.0
2015-11-29,97.0
2015-12-06,99.0
2015-12-13,79.0
2015-12-20,66.0
2015-12-27,71.0
2016-01-03,78.0
2016-01-10,77.0
2016-01-17,76.0
2016-01-24,86.0
2016-01-31,84.0
2016-02-07,81.0
2016-02-14,84.0
2016-02-21,88.0
2016-02-28,77.0
2016-03-06,90.0
2016-03-13,87.0
2016-03-20,71.0
2016-03-27,80.0
2016-04-03,85.0
2016-04-10,95.0
2016-04-17,78.0
2016-04-24,71.0
2016-05-01,76.0
2016-05-08,83.0
2016-05-15,74.0
2016-05-22,69.0
2016-05-29,55.0
2016-06-05,69.0
2016-06-12,86.0
2016-06-19,84.0
2016-06-26,78.0
2016-07-03,63.0
2016-07-10,75.0
2016-07-17,74.0
2016-07-24,70.0
2016-07-31,82.0
2016-08-07,62.0
2016-08-14,64.0
2016-08-21,71.0
2016-08-28,73.0
2016-09-04,82.0
2016-09-11,67.0
2016-09-18,76.0
2016-09-25,77.0
2016-10-02,85.0
2016-10-09,77.0
2016-10-16,81.0
2016-10-23,82.0
2016-10-30,91.0
2016-11-06,72.0
2016-11-13,87.0
2016-11-20,71.0
2016-11-27,86.0
2016-12-04,91.0
2016-12-11,86.0
2016-12-18,72.0
2016-12-25,63.0
2017-01-01,70.0
2017-01-08,100.0
2017-01-15,92.0
2017-01-22,99.0
2017-01-29,84.0
2017-02-05,95.0
2017-02-12,77.0
2017-02-19,95.0
2017-02-26,90.0
2017-03-05,88.0
2017-03-12,86.0
2017-03-19,96.0
2017-03-26,87.0
2017-04-02,93.0
2017-04-09,91.0
2017-04-16,81.0
2017-04-23,94.0
2017-04-30,95.0
2017-05-07,96.0
2017-05-14,76.0
2017-05-21,71.0
2017-05-28,72.0
2017-06-04,72.0
2017-06-11,63.0
2017-06-18,77.0
2017-06-25,73.0
2017-07-02,70.0
2017-07-09,76.0
2017-07-16,65.0
2017-07-23,80.0
2017-07-30,86.0
2017-08-06,65.0
2017-08-13,66.0
2017-08-20,72.0
2017-08-27,85.0
2017-09-03,75.0
2017-09-10,82.0
2017-09-17,79.0
2017-09-24,91.0
2017-10-01,82.0
2017-10-08,88.0
2017-10-15,90.0
2017-10-22,94.0
2017-10-29,92.0
2017-11-05,90.0
2017-11-12,91.0
2017-11-19,82.0
2017-11-26,100.0
2017-12-03,90.0
2017-12-10,85.0
2017-12-17,70.0
2017-12-24,63.0
2017-12-31,78.0
2018-01-07,82.0
2018-01-14,74.0
2018-01-21,84.0
2018-01-28,89.0
2018-02-04,82.0
2018-02-11,87.0
2018-02-18,86.0
2018-02-25,90.0
2018-03-04,74.0
2018-03-11,76.0
2018-03-18,78.0
2018-03-25,85.0
2018-04-01,78.0
2018-04-08,81.0
2018-04-15,86.0
2018-04-22,79.0
2018-04-29,77.0
2018-05-06,87.0
2018-05-13,77.0
2018-05-20,64.0
2018-05-27,74.0
2018-06-03,72.0
2018-06-10,72.0
2018-06-17,67.0
2018-06-24,71.0
2018-07-01,60.0
2018-07-08,63.0
2018-07-15,66.0
2018-07-22,76.0
2018-07-29,56.0
2018-08-05,62.0
2018-08-12,80.0
2018-08-19,70.0
2018-08-26,77.0
2018-09-02,82.0
2018-09-09,88.0
2018-09-16,79.0
2018-09-23,78.0
2018-09-30,87.0
2018-10-07,74.0
2018-10-14,81.0
2018-10-21,96.0
2018-10-28,99.0
2018-11-04,92.0
2018-11-11,90.0
2018-11-18,79.0
2018-11-25,88.0
2018-12-02,87.0
2018-12-09,93.0
2018-12-16,66.0
2018-12-23,53.0
2018-12-30,63.0
2019-01-06,88.0
2019-01-13,99.0
2019-01-20,75.0
2019-01-27,99.0
2019-02-03,88.0
2019-02-10,76.0
2019-02-17,73.0
2019-02-24,88.0
2019-03-03,94.0
2019-03-10,75.0
2019-03-17,81.0
2019-03-24,79.0
2019-03-31,89.0
2019-04-07,86.0
2019-04-14,78.0
2019-04-21,81.0
2019-04-28,84.0
2019-05-05,75.0
2019-05-12,82.0
2019-05-19,90.0
2019-05-26,61.0
2019-06-02,73.0
2019-06-09,73.0
2019-06-16,79.0
2019-06-23,85.0
2019-06-30,61.0
2019-07-07,79.0
2019-07-14,77.0
2019-07-21,83.0
2019-07-28,75.0
2019-08-04,76.0
2019-08-11,75.0
2019-08-18,81.0
2019-08-25,88.0
2019-09-01,87.0
2019-09-08,89.0
2019-09-15,83.0
2019-09-22,90.0
2019-09-29,91.0
2019-10-06,100.0
2019-10-13,87.0
2019-10-20,88.0
2019-10-27,69.0
2019-11-03,100.0
2019-11-10,73.0
2019-11-17,82.0
2019-11-24,64.0
2019-12-01,87.0
2019-12-08,83.0
2019-12-15,79.0
2019-12-22,61.0
2019-12-29,67.0
2020-01-05,80.0
2020-01-12,93.0
2020-01-19,87.0
2020-01-26,92.0
2020-02-02,89.0
2020-02-09,82.0
2020-02-16,85.0
2020-02-23,75.0
2020-03-01,90.0
2020-03-08,71.0
2020-03-15,75.0
2020-03-22,69.0
2020-03-29,82.0
2020-04-05,90.0
2020-04-12,89.0
2020-04-19,85.0
2020-04-26,84.0
2020-05-03,89.0
2020-05-10,77.0
2020-05-17,69.0
2020-05-24,68.0
2020-05-31,72.0
2020-06-07,69.0
2020-06-14,68.0
2020-06-21,69.0
2020-06-28,74.0
2020-07-05,79.0
2020-07-12,77.0
2020-07-19,70.0
2020-07-26,75.0
2020-08-02,89.0
2020-08-09,78.0
2020-08-16,75.0
2020-08-23,93.0
2020-08-30,94.0
2020-09-06,85.0
2020-09-13,86.0
2020-09-20,87.0
2020-09-27,77.0
2020-10-04,84.0
2020-10-11,87.0
2020-10-18,86.0
2020-10-25,85.0
2020-11-01,73.0
2020-11-08,83.0
2020-11-15,90.0
2020-11-22,73.0
2020-11-29,93.0
2020-12-06,100.0
2020-12-13,76.0
2020-12-20,55.0
2020-12-27,48.0
2021-01-03,76.0
2021-01-10,90.0
2021-01-17,79.0
2021-01-24,84.0
2021-01-31,80.0
2021-02-07,77.0
2021-02-14,70.0
2021-02-21,74.0
2021-02-28,81.0
2021-03-07,83.0
2021-03-14,77.0
2021-03-21,69.0
2021-03-28,71.0
2021-04-04,79.0
2021-04-11,88.0
2021-04-18,83.0
2021-04-25,73.0
2021-05-02,73.0
2021-05-09,85.0
2021-05-16,64.0
2021-05-23,74.0
2021-05-30,71.0
2021-06-06,68.0
2021-06-13,73.0
2021-06-20,74.0
2021-06-27,68.0
2021-07-04,70.0
2021-07-11,61.0
2021-07-18,80.0
2021-07-25,63.0
2021-08-01,75.0
2021-08-08,74.0
2021-08-15,57.0
2021-08-22,71.0
2021-08-29,91.0
2021-09-05,85.0
2021-09-12,95.0
2021-09-19,77.0
2021-09-26,92.0
2021-10-03,67.0
2021-10-10,75.0
2021-10-17,71.0
2021-10-24,78.0
2021-10-31,66.0
2021-11-07,69.0
2021-11-14,73.0
2021-11-21,57.0
2021-11-28,74.0
2021-12-05,78.0
2021-12-12,72.0
2021-12-19,52.0
2021-12-26,43.0
2022-01-02,69.0
2022-01-09,81.0
2022-01-16,70.0
2022-01-23,96.0
2022-01-30,91.0
2022-02-06,89.0
2022-02-13,83.0
2022-02-20,88.0
2022-02-27,97.0
2022-03-06,84.0
2022-03-13,82.0
2022-03-20,86.0
2022-03-27,87.0
2022-04-03,99.0
2022-04-10,95.0
2022-04-17,85.0
2022-04-24,99.0
2022-05-01,100.0
2022-05-08,91.0
2022-05-15,69.0
2022-05-22,65.0
2022-05-29,72.0
2022-06-05,68.0
2022-06-12,67.0
2022-06-19,76.0
2022-06-26,61.0
2022-07-03,63.0
2022-07-10,82.0
2022-07-17,67.0
2022-07-24,61.0
2022-07-31,63.0
2022-08-07,61.0
2022-08-14,74.0
2022-08-21,86.0
2022-08-28,90.0
2022-09-04,85.0
2022-09-11,90.0
2022-09-18,86.0
