date,Unemployment
2012-02-12,83.0
2012-02-19,81.0
2012-02-26,77.0
2012-03-04,75.0
2012-03-11,73.0
2012-03-18,74.0
2012-03-25,74.0
2012-04-01,73.0
2012-04-08,75.0
2012-04-15,74.0
2012-04-22,73.0
2012-04-29,75.0
2012-05-06,73.0
2012-05-13,71.0
2012-05-20,68.0
2012-05-27,76.0
2012-06-03,70.0
2012-06-10,75.0
2012-06-17,71.0
2012-06-24,72.0
2012-07-01,77.0
2012-07-08,78.0
2012-07-15,78.0
2012-07-22,76.0
2012-07-29,73.0
2012-08-05,69.0
2012-08-12,72.0
2012-08-19,71.0
2012-08-26,72.0
2012-09-02,84.0
2012-09-09,70.0
2012-09-16,66.0
2012-09-23,64.0
2012-09-30,81.0
2012-10-07,77.0
2012-10-14,74.0
2012-10-21,68.0
2012-10-28,73.0
2012-11-04,84.0
2012-11-11,76.0
2012-11-18,68.0
2012-11-25,73.0
2012-12-02,77.0
2012-12-09,70.0
2012-12-16,78.0
2012-12-23,75.0
2012-12-30,100.0
2013-01-06,86.0
2013-01-13,82.0
2013-01-20,79.0
2013-01-27,76.0
2013-02-03,70.0
2013-02-10,62.0
2013-02-17,66.0
2013-02-24,61.0
2013-03-03,60.0
2013-03-10,61.0
2013-03-17,61.0
2013-03-24,58.0
2013-03-31,63.0
2013-04-07,63.0
2013-04-14,60.0
2013-04-21,59.0
2013-04-28,59.0
2013-05-05,57.0
2013-05-12,55.0
2013-05-19,56.0
2013-05-26,60.0
2013-06-02,62.0
2013-06-09,58.0
2013-06-16,57.0
2013-06-23,57.0
2013-06-30,60.0
2013-07-07,65.0
2013-07-14,61.0
2013-07-21,61.0
2013-07-28,59.0
2013-08-04,58.0
2013-08-11,62.0
2013-08-18,55.0
2013-08-25,53.0
2013-09-01,60.0
2013-09-08,59.0
2013-09-15,55.0
2013-09-22,58.0
2013-09-29,74.0
2013-10-06,63.0
2013-10-13,62.0
2013-10-20,57.0
2013-10-27,61.0
2013-11-03,62.0
2013-11-10,56.0
2013-11-17,57.0
2013-11-24,47.0
2013-12-01,62.0
2013-12-08,65.0
2013-12-15,65.0
2013-12-22,64.0
2013-12-29,79.0
2014-01-05,100.0
2014-01-12,96.0
2014-01-19,84.0
2014-01-26,86.0
2014-02-02,85.0
2014-02-09,65.0
2014-02-16,62.0
2014-02-23,70.0
2014-03-02,67.0
2014-03-09,72.0
2014-03-16,62.0
2014-03-23,76.0
2014-03-30,72.0
2014-04-06,76.0
2014-04-13,59.0
2014-04-20,62.0
2014-04-27,69.0
2014-05-04,65.0
2014-05-11,59.0
2014-05-18,57.0
2014-05-25,51.0
2014-06-01,50.0
2014-06-08,49.0
2014-06-15,46.0
2014-06-22,47.0
2014-06-29,46.0
2014-07-06,48.0
2014-07-13,46.0
2014-07-20,49.0
2014-07-27,43.0
2014-08-03,41.0
2014-08-10,37.0
2014-08-17,39.0
2014-08-24,38.0
2014-08-31,37.0
2014-09-07,35.0
2014-09-14,36.0
2014-09-21,35.0
2014-09-28,38.0
2014-10-05,38.0
2014-10-12,37.0
2014-10-19,37.0
2014-10-26,36.0
2014-11-02,40.0
2014-11-09,77.0
2014-11-16,77.0
2014-11-23,66.0
2014-11-30,80.0
2014-12-07,82.0
2014-12-14,75.0
2014-12-21,69.0
2014-12-28,82.0
2015-01-04,100.0
2015-01-11,90.0
2015-01-18,98.0
2015-01-25,88.0
2015-02-01,88.0
2015-02-08,80.0
2015-02-15,79.0
2015-02-22,77.0
2015-03-01,74.0
2015-03-08,74.0
2015-03-15,74.0
2015-03-22,74.0
2015-03-29,73.0
2015-04-05,73.0
2015-04-12,73.0
2015-04-19,72.0
2015-04-26,71.0
2015-05-03,67.0
2015-05-10,70.0
2015-05-17,69.0
2015-05-24,63.0
2015-05-31,71.0
2015-06-07,70.0
2015-06-14,69.0
2015-06-21,69.0
2015-06-28,75.0
2015-07-05,78.0
2015-07-12,71.0
2015-07-19,71.0
2015-07-26,74.0
2015-08-02,68.0
2015-08-09,71.0
2015-08-16,61.0
2015-08-23,68.0
2015-08-30,66.0
2015-09-06,64.0
2015-09-13,67.0
2015-09-20,63.0
2015-09-27,66.0
2015-10-04,63.0
2015-10-11,66.0
2015-10-18,60.0
2015-10-25,66.0
2015-11-01,70.0
2015-11-08,68.0
2015-11-15,73.0
2015-11-22,58.0
2015-11-29,73.0
2015-12-06,72.0
2015-12-13,74.0
2015-12-20,65.0
2015-12-27,73.0
2016-01-03,95.0
2016-01-10,100.0
2016-01-17,90.0
2016-01-24,90.0
2016-01-31,88.0
2016-02-07,80.0
2016-02-14,76.0
2016-02-21,73.0
2016-02-28,73.0
2016-03-06,70.0
2016-03-13,65.0
2016-03-20,64.0
2016-03-27,67.0
2016-04-03,69.0
2016-04-10,70.0
2016-04-17,65.0
2016-04-24,66.0
2016-05-01,66.0
2016-05-08,66.0
2016-05-15,61.0
2016-05-22,62.0
2016-05-29,63.0
2016-06-05,64.0
2016-06-12,60.0
2016-06-19,63.0
2016-06-26,62.0
2016-07-03,68.0
2016-07-10,64.0
2016-07-17,65.0
2016-07-24,63.0
2016-07-31,63.0
2016-08-07,59.0
2016-08-14,59.0
2016-08-21,56.0
2016-08-28,58.0
2016-09-04,57.0
2016-09-11,59.0
2016-09-18,55.0
2016-09-25,56.0
2016-10-02,56.0
2016-10-09,62.0
2016-10-16,60.0
2016-10-23,66.0
2016-10-30,71.0
2016-11-06,70.0
2016-11-13,76.0
2016-11-20,61.0
2016-11-27,83.0
2016-12-04,80.0
2016-12-11,77.0
2016-12-18,79.0
2016-12-25,82.0
2017-01-01,100.0
2017-01-08,99.0
2017-01-15,96.0
2017-01-22,99.0
2017-01-29,90.0
2017-02-05,81.0
2017-02-12,78.0
2017-02-19,75.0
2017-02-26,76.0
2017-03-05,73.0
2017-03-12,71.0
2017-03-19,72.0
2017-03-26,72.0
2017-04-02,74.0
2017-04-09,66.0
2017-04-16,74.0
2017-04-23,68.0
2017-04-30,70.0
2017-05-07,67.0
2017-05-14,65.0
2017-05-21,65.0
2017-05-28,71.0
2017-06-04,67.0
2017-06-11,67.0
2017-06-18,68.0
2017-06-25,69.0
2017-07-02,66.0
2017-07-09,73.0
2017-07-16,69.0
2017-07-23,68.0
2017-07-30,69.0
2017-08-06,67.0
2017-08-13,63.0
2017-08-20,61.0
2017-08-27,69.0
2017-09-03,63.0
2017-09-10,63.0
2017-09-17,68.0
2017-09-24,64.0
2017-10-01,64.0
2017-10-08,64.0
2017-10-15,67.0
2017-10-22,68.0
2017-10-29,67.0
2017-11-05,70.0
2017-11-12,70.0
2017-11-19,59.0
2017-11-26,77.0
2017-12-03,78.0
2017-12-10,78.0
2017-12-17,79.0
2017-12-24,81.0
2017-12-31,95.0
2018-01-07,97.0
2018-01-14,95.0
2018-01-21,100.0
2018-01-28,100.0
2018-02-04,87.0
2018-02-11,77.0
2018-02-18,77.0
2018-02-25,74.0
2018-03-04,70.0
2018-03-11,67.0
2018-03-18,65.0
2018-03-25,67.0
2018-04-01,72.0
2018-04-08,70.0
2018-04-15,71.0
2018-04-22,68.0
2018-04-29,67.0
2018-05-06,63.0
2018-05-13,62.0
2018-05-20,62.0
2018-05-27,64.0
2018-06-03,68.0
2018-06-10,67.0
2018-06-17,63.0
2018-06-24,70.0
2018-07-01,65.0
2018-07-08,75.0
2018-07-15,69.0
2018-07-22,67.0
2018-07-29,66.0
2018-08-05,66.0
2018-08-12,62.0
2018-08-19,59.0
2018-08-26,61.0
2018-09-02,59.0
2018-09-09,60.0
2018-09-16,62.0
2018-09-23,59.0
2018-09-30,62.0
2018-10-07,64.0
2018-10-14,63.0
2018-10-21,62.0
2018-10-28,67.0
2018-11-04,72.0
2018-11-11,70.0
2018-11-18,57.0
2018-11-25,73.0
2018-12-02,74.0
2018-12-09,76.0
2018-12-16,82.0
2018-12-23,71.0
2018-12-30,95.0
2019-01-06,100.0
2019-01-13,92.0
2019-01-20,95.0
2019-01-27,85.0
2019-02-03,84.0
2019-02-10,79.0
2019-02-17,75.0
2019-02-24,74.0
2019-03-03,68.0
2019-03-10,67.0
2019-03-17,64.0
2019-03-24,65.0
2019-03-31,67.0
2019-04-07,67.0
2019-04-14,65.0
2019-04-21,64.0
2019-04-28,66.0
2019-05-05,63.0
2019-05-12,63.0
2019-05-19,62.0
2019-05-26,62.0
2019-06-02,65.0
2019-06-09,61.0
2019-06-16,66.0
2019-06-23,68.0
2019-06-30,61.0
2019-07-07,71.0
2019-07-14,70.0
2019-07-21,67.0
2019-07-28,66.0
2019-08-04,64.0
2019-08-11,62.0
2019-08-18,64.0
2019-08-25,57.0
2019-09-01,58.0
2019-09-08,57.0
2019-09-15,57.0
2019-09-22,60.0
2019-09-29,65.0
2019-10-06,61.0
2019-10-13,4.0
2019-10-20,4.0
2019-10-27,4.0
2019-11-03,4.0
2019-11-10,4.0
2019-11-17,4.0
2019-11-24,3.0
2019-12-01,4.0
2019-12-08,4.0
2019-12-15,4.0
2019-12-22,4.0
2019-12-29,5.0
2020-01-05,5.0
2020-01-12,5.0
2020-01-19,5.0
2020-01-26,5.0
2020-02-02,5.0
2020-02-09,5.0
2020-02-16,4.0
2020-02-23,4.0
2020-03-01,4.0
2020-03-08,5.0
2020-03-15,41.0
2020-03-22,73.0
2020-03-29,100.0
2020-04-05,92.0
2020-04-12,90.0
2020-04-19,87.0
2020-04-26,81.0
2020-05-03,70.0
2020-05-10,65.0
2020-05-17,65.0
2020-05-24,61.0
2020-05-31,55.0
2020-06-07,54.0
2020-06-14,52.0
2020-06-21,53.0
2020-06-28,53.0
2020-07-05,53.0
2020-07-12,51.0
2020-07-19,54.0
2020-07-26,54.0
2020-08-02,52.0
2020-08-09,50.0
2020-08-16,46.0
2020-08-23,45.0
2020-08-30,43.0
2020-09-06,43.0
2020-09-13,41.0
2020-09-20,38.0
2020-09-27,34.0
2020-10-04,69.0
2020-10-11,67.0
2020-10-18,66.0
2020-10-25,57.0
2020-11-01,46.0
2020-11-08,57.0
2020-11-15,61.0
2020-11-22,53.0
2020-11-29,61.0
2020-12-06,62.0
2020-12-13,65.0
2020-12-20,75.0
2020-12-27,92.0
2021-01-03,100.0
2021-01-10,84.0
2021-01-17,87.0
2021-01-24,86.0
2021-01-31,88.0
2021-02-07,69.0
2021-02-14,70.0
2021-02-21,69.0
2021-02-28,67.0
2021-03-07,75.0
2021-03-14,72.0
2021-03-21,70.0
2021-03-28,66.0
2021-04-04,64.0
2021-04-11,60.0
2021-04-18,57.0
2021-04-25,59.0
2021-05-02,61.0
2021-05-09,62.0
2021-05-16,60.0
2021-05-23,54.0
2021-05-30,55.0
2021-06-06,58.0
2021-06-13,48.0
2021-06-20,49.0
2021-06-27,49.0
2021-07-04,51.0
2021-07-11,50.0
2021-07-18,43.0
2021-07-25,43.0
2021-08-01,44.0
2021-08-08,44.0
2021-08-15,39.0
2021-08-22,40.0
2021-08-29,41.0
2021-09-05,41.0
2021-09-12,32.0
2021-09-19,26.0
2021-09-26,22.0
2021-10-03,100.0
2021-10-10,97.0
2021-10-17,82.0
2021-10-24,82.0
2021-10-31,77.0
2021-11-07,74.0
2021-11-14,76.0
2021-11-21,60.0
2021-11-28,77.0
2021-12-05,72.0
2021-12-12,72.0
2021-12-19,66.0
2021-12-26,69.0
2022-01-02,91.0
2022-01-09,92.0
2022-01-16,88.0
2022-01-23,99.0
2022-01-30,99.0
2022-02-06,80.0
2022-02-13,73.0
2022-02-20,70.0
2022-02-27,70.0
2022-03-06,67.0
2022-03-13,59.0
2022-03-20,60.0
2022-03-27,58.0
2022-04-03,63.0
2022-04-10,62.0
2022-04-17,58.0
2022-04-24,51.0
2022-05-01,51.0
2022-05-08,48.0
2022-05-15,47.0
2022-05-22,47.0
2022-05-29,48.0
2022-06-05,49.0
2022-06-12,48.0
2022-06-19,53.0
2022-06-26,54.0
2022-07-03,58.0
2022-07-10,62.0
2022-07-17,55.0
2022-07-24,54.0
2022-07-31,51.0
2022-08-07,51.0
2022-08-14,48.0
2022-08-21,48.0
2022-08-28,49.0
2022-09-04,44.0
2022-09-11,44.0
2022-09-18,44.0
