date,Job
2008-12-21,55.0
2008-12-28,75.0
2009-01-04,100.0
2009-01-11,96.0
2009-01-18,89.0
2009-01-25,92.0
2009-02-01,89.0
2009-02-08,82.0
2009-02-15,83.0
2009-02-22,82.0
2009-03-01,87.0
2009-03-08,84.0
2009-03-15,79.0
2009-03-22,81.0
2009-03-29,81.0
2009-04-05,76.0
2009-04-12,81.0
2009-04-19,79.0
2009-04-26,81.0
2009-05-03,81.0
2009-05-10,82.0
2009-05-17,84.0
2009-05-24,85.0
2009-05-31,82.0
2009-06-07,85.0
2009-06-14,88.0
2009-06-21,82.0
2009-06-28,81.0
2009-07-05,85.0
2009-07-12,88.0
2009-07-19,88.0
2009-07-26,89.0
2009-08-02,84.0
2009-08-09,87.0
2009-08-16,85.0
2009-08-23,84.0
2009-08-30,83.0
2009-09-06,83.0
2009-09-13,84.0
2009-09-20,85.0
2009-09-27,82.0
2009-10-04,84.0
2009-10-11,80.0
2009-10-18,81.0
2009-10-25,79.0
2009-11-01,82.0
2009-11-08,82.0
2009-11-15,81.0
2009-11-22,58.0
2009-11-29,78.0
2009-12-06,72.0
2009-12-13,69.0
2009-12-20,56.0
2009-12-27,78.0
2010-01-03,100.0
2010-01-10,97.0
2010-01-17,92.0
2010-01-24,95.0
2010-01-31,86.0
2010-02-07,82.0
2010-02-14,86.0
2010-02-21,90.0
2010-02-28,88.0
2010-03-07,85.0
2010-03-14,83.0
2010-03-21,93.0
2010-03-28,85.0
2010-04-04,86.0
2010-04-11,92.0
2010-04-18,88.0
2010-04-25,85.0
2010-05-02,88.0
2010-05-09,90.0
2010-05-16,92.0
2010-05-23,90.0
2010-05-30,91.0
2010-06-06,89.0
2010-06-13,88.0
2010-06-20,92.0
2010-06-27,88.0
2010-07-04,85.0
2010-07-11,90.0
2010-07-18,86.0
2010-07-25,85.0
2010-08-01,88.0
2010-08-08,84.0
2010-08-15,86.0
2010-08-22,83.0
2010-08-29,82.0
2010-09-05,79.0
2010-09-12,85.0
2010-09-19,84.0
2010-09-26,80.0
2010-10-03,78.0
2010-10-10,77.0
2010-10-17,78.0
2010-10-24,79.0
2010-10-31,77.0
2010-11-07,79.0
2010-11-14,76.0
2010-11-21,56.0
2010-11-28,73.0
2010-12-05,71.0
2010-12-12,66.0
2010-12-19,56.0
2010-12-26,67.0
2011-01-02,100.0
2011-01-09,95.0
2011-01-16,94.0
2011-01-23,94.0
2011-01-30,86.0
2011-02-06,93.0
2011-02-13,85.0
2011-02-20,87.0
2011-02-27,88.0
2011-03-06,86.0
2011-03-13,83.0
2011-03-20,94.0
2011-03-27,93.0
2011-04-03,88.0
2011-04-10,90.0
2011-04-17,93.0
2011-04-24,90.0
2011-05-01,91.0
2011-05-08,96.0
2011-05-15,94.0
2011-05-22,92.0
2011-05-29,92.0
2011-06-05,100.0
2011-06-12,100.0
2011-06-19,93.0
2011-06-26,93.0
2011-07-03,91.0
2011-07-10,96.0
2011-07-17,95.0
2011-07-24,95.0
2011-07-31,95.0
2011-08-07,91.0
2011-08-14,97.0
2011-08-21,92.0
2011-08-28,88.0
2011-09-04,93.0
2011-09-11,95.0
2011-09-18,94.0
2011-09-25,95.0
2011-10-02,88.0
2011-10-09,90.0
2011-10-16,85.0
2011-10-23,83.0
2011-10-30,85.0
2011-11-06,85.0
2011-11-13,84.0
2011-11-20,64.5
2011-11-27,82.0
2011-12-04,77.0
2011-12-11,76.0
2011-12-18,64.0
2011-12-25,70.0
2012-01-01,92.0
2012-01-08,98.0
2012-01-15,90.0
2012-01-22,93.0
2012-01-29,90.0
2012-02-05,85.0
2012-02-12,81.0
2012-02-19,83.0
2012-02-26,89.0
2012-03-04,87.0
2012-03-11,83.0
2012-03-18,85.0
2012-03-25,88.0
2012-04-01,89.0
2012-04-08,89.0
2012-04-15,92.0
2012-04-22,92.0
2012-04-29,91.0
2012-05-06,93.0
2012-05-13,99.0
2012-05-20,100.0
2012-05-27,90.0
2012-06-03,95.0
2012-06-10,98.0
2012-06-17,96.0
2012-06-24,93.0
2012-07-01,84.0
2012-07-08,99.0
2012-07-15,96.0
2012-07-22,95.0
2012-07-29,93.0
2012-08-05,94.0
2012-08-12,96.0
2012-08-19,91.0
2012-08-26,93.0
2012-09-02,90.0
2012-09-09,90.0
2012-09-16,93.0
2012-09-23,93.0
2012-09-30,92.0
2012-10-07,89.0
2012-10-14,87.0
2012-10-21,90.0
2012-10-28,82.0
2012-11-04,84.0
2012-11-11,86.0
2012-11-18,64.0
2012-11-25,82.0
2012-12-02,79.0
2012-12-09,73.0
2012-12-16,65.0
2012-12-23,59.0
2012-12-30,86.0
2013-01-06,95.0
2013-01-13,92.0
2013-01-20,88.0
2013-01-27,92.0
2013-02-03,85.0
2013-02-10,83.0
2013-02-17,85.0
2013-02-24,86.0
2013-03-03,90.0
2013-03-10,86.0
2013-03-17,85.0
2013-03-24,85.0
2013-03-31,88.0
2013-04-07,84.0
2013-04-14,83.0
2013-04-21,90.0
2013-04-28,90.0
2013-05-05,89.0
2013-05-12,93.0
2013-05-19,91.0
2013-05-26,89.0
2013-06-02,97.0
2013-06-09,96.0
2013-06-16,93.0
2013-06-23,100.0
2013-06-30,82.0
2013-07-07,95.0
2013-07-14,94.0
2013-07-21,100.0
2013-07-28,96.0
2013-08-04,97.0
2013-08-11,95.0
2013-08-18,95.0
2013-08-25,92.0
2013-09-01,92.0
2013-09-08,93.0
2013-09-15,91.0
2013-09-22,89.0
2013-09-29,87.0
2013-10-06,83.0
2013-10-13,87.0
2013-10-20,89.0
2013-10-27,82.0
2013-11-03,88.0
2013-11-10,86.0
2013-11-17,86.0
2013-11-24,59.0
2013-12-01,77.0
2013-12-08,76.0
2013-12-15,72.0
2013-12-22,57.0
2013-12-29,79.0
2014-01-05,100.0
2014-01-12,100.0
2014-01-19,91.0
2014-01-26,90.0
2014-02-02,87.0
2014-02-09,85.0
2014-02-16,89.0
2014-02-23,92.0
2014-03-02,85.0
2014-03-09,86.0
2014-03-16,92.0
2014-03-23,87.0
2014-03-30,89.0
2014-04-06,89.0
2014-04-13,91.0
2014-04-20,92.0
2014-04-27,90.0
2014-05-04,93.0
2014-05-11,97.0
2014-05-18,96.0
2014-05-25,92.0
2014-06-01,97.0
2014-06-08,95.0
2014-06-15,97.0
2014-06-22,98.0
2014-06-29,89.0
2014-07-06,93.0
2014-07-13,97.0
2014-07-20,97.0
2014-07-27,93.0
2014-08-03,99.0
2014-08-10,95.0
2014-08-17,99.0
2014-08-24,91.0
2014-08-31,88.0
2014-09-07,89.0
2014-09-14,88.0
2014-09-21,87.0
2014-09-28,88.0
2014-10-05,87.0
2014-10-12,86.0
2014-10-19,89.0
2014-10-26,85.0
2014-11-02,87.0
2014-11-09,88.0
2014-11-16,84.0
2014-11-23,63.0
2014-11-30,80.0
2014-12-07,76.0
2014-12-14,77.0
2014-12-21,57.0
2014-12-28,77.0
2015-01-04,97.0
2015-01-11,95.0
2015-01-18,98.0
2015-01-25,91.0
2015-02-01,88.0
2015-02-08,81.0
2015-02-15,90.0
2015-02-22,82.0
2015-03-01,88.0
2015-03-08,93.0
2015-03-15,90.0
2015-03-22,91.0
2015-03-29,88.0
2015-04-05,89.0
2015-04-12,91.0
2015-04-19,95.0
2015-04-26,93.0
2015-05-03,94.0
2015-05-10,95.0
2015-05-17,97.0
2015-05-24,92.0
2015-05-31,100.0
2015-06-07,100.0
2015-06-14,96.0
2015-06-21,94.0
2015-06-28,88.0
2015-07-05,93.0
2015-07-12,95.0
2015-07-19,98.0
2015-07-26,93.0
2015-08-02,97.0
2015-08-09,97.0
2015-08-16,95.0
2015-08-23,99.0
2015-08-30,93.0
2015-09-06,87.0
2015-09-13,90.0
2015-09-20,89.0
2015-09-27,90.0
2015-10-04,83.0
2015-10-11,86.0
2015-10-18,86.0
2015-10-25,86.0
2015-11-01,86.0
2015-11-08,78.0
2015-11-15,79.0
2015-11-22,60.0
2015-11-29,80.0
2015-12-06,81.0
2015-12-13,73.0
2015-12-20,56.0
2015-12-27,70.0
2016-01-03,99.0
2016-01-10,90.0
2016-01-17,89.0
2016-01-24,92.0
2016-01-31,87.0
2016-02-07,82.0
2016-02-14,84.0
2016-02-21,89.0
2016-02-28,89.0
2016-03-06,83.0
2016-03-13,87.0
2016-03-20,84.0
2016-03-27,93.0
2016-04-03,93.0
2016-04-10,89.0
2016-04-17,87.0
2016-04-24,90.0
2016-05-01,87.0
2016-05-08,91.0
2016-05-15,100.0
2016-05-22,90.0
2016-05-29,87.0
2016-06-05,92.0
2016-06-12,91.0
2016-06-19,88.0
2016-06-26,89.0
2016-07-03,86.0
2016-07-10,92.0
2016-07-17,96.0
2016-07-24,91.0
2016-07-31,91.0
2016-08-07,88.0
2016-08-14,88.0
2016-08-21,93.0
2016-08-28,88.0
2016-09-04,82.0
2016-09-11,91.0
2016-09-18,87.0
2016-09-25,88.0
2016-10-02,82.0
2016-10-09,84.0
2016-10-16,83.0
2016-10-23,85.0
2016-10-30,86.0
2016-11-06,75.0
2016-11-13,83.0
2016-11-20,62.0
2016-11-27,78.0
2016-12-04,80.0
2016-12-11,71.0
2016-12-18,63.0
2016-12-25,66.0
2017-01-01,88.0
2017-01-08,92.0
2017-01-15,91.0
2017-01-22,93.0
2017-01-29,92.0
2017-02-05,87.0
2017-02-12,80.0
2017-02-19,82.0
2017-02-26,86.0
2017-03-05,86.0
2017-03-12,85.0
2017-03-19,87.0
2017-03-26,85.0
2017-04-02,87.0
2017-04-09,83.0
2017-04-16,86.0
2017-04-23,88.0
2017-04-30,91.0
2017-05-07,90.0
2017-05-14,86.0
2017-05-21,87.0
2017-05-28,91.0
2017-06-04,97.0
2017-06-11,91.0
2017-06-18,97.0
2017-06-25,91.0
2017-07-02,87.0
2017-07-09,98.0
2017-07-16,92.0
2017-07-23,96.0
2017-07-30,100.0
2017-08-06,96.0
2017-08-13,94.0
2017-08-20,90.0
2017-08-27,91.0
2017-09-03,79.0
2017-09-10,90.0
2017-09-17,95.0
2017-09-24,97.0
2017-10-01,86.0
2017-10-08,89.0
2017-10-15,89.0
2017-10-22,81.0
2017-10-29,77.0
2017-11-05,83.0
2017-11-12,84.0
2017-11-19,62.0
2017-11-26,81.0
2017-12-03,77.0
2017-12-10,77.0
2017-12-17,71.0
2017-12-24,67.0
2017-12-31,88.0
2018-01-07,96.0
2018-01-14,90.0
2018-01-21,90.0
2018-01-28,91.0
2018-02-04,87.0
2018-02-11,80.0
2018-02-18,82.0
2018-02-25,87.0
2018-03-04,87.0
2018-03-11,87.0
2018-03-18,88.0
2018-03-25,85.0
2018-04-01,91.0
2018-04-08,88.0
2018-04-15,92.0
2018-04-22,87.0
2018-04-29,88.0
2018-05-06,92.0
2018-05-13,88.0
2018-05-20,89.0
2018-05-27,90.0
2018-06-03,97.0
2018-06-10,91.0
2018-06-17,91.0
2018-06-24,100.0
2018-07-01,85.0
2018-07-08,95.0
2018-07-15,95.0
2018-07-22,97.0
2018-07-29,100.0
2018-08-05,100.0
2018-08-12,96.0
2018-08-19,94.0
2018-08-26,95.0
2018-09-02,89.0
2018-09-09,86.0
2018-09-16,90.0
2018-09-23,92.0
2018-09-30,90.0
2018-10-07,85.0
2018-10-14,74.0
2018-10-21,52.0
2018-10-28,53.0
2018-11-04,54.0
2018-11-11,52.0
2018-11-18,39.0
2018-11-25,50.0
2018-12-02,50.0
2018-12-09,49.0
2018-12-16,47.0
2018-12-23,40.0
2018-12-30,54.0
2019-01-06,62.0
2019-01-13,59.0
2019-01-20,57.0
2019-01-27,56.0
2019-02-03,58.0
2019-02-10,52.0
2019-02-17,53.0
2019-02-24,52.0
2019-03-03,54.0
2019-03-10,52.0
2019-03-17,54.0
2019-03-24,54.0
2019-03-31,57.0
2019-04-07,55.0
2019-04-14,52.0
2019-04-21,53.0
2019-04-28,58.0
2019-05-05,54.0
2019-05-12,58.0
2019-05-19,58.0
2019-05-26,58.0
2019-06-02,60.0
2019-06-09,59.0
2019-06-16,59.0
2019-06-23,63.0
2019-06-30,51.0
2019-07-07,61.0
2019-07-14,58.0
2019-07-21,59.0
2019-07-28,59.0
2019-08-04,59.0
2019-08-11,58.0
2019-08-18,62.0
2019-08-25,72.0
2019-09-01,100.0
2019-09-08,82.0
2019-09-15,80.0
2019-09-22,67.0
2019-09-29,55.0
2019-10-06,53.0
2019-10-13,84.0
2019-10-20,83.0
2019-10-27,78.0
2019-11-03,88.0
2019-11-10,91.0
2019-11-17,80.0
2019-11-24,59.0
2019-12-01,76.0
2019-12-08,75.0
2019-12-15,69.0
2019-12-22,64.0
2019-12-29,82.0
2020-01-05,100.0
2020-01-12,96.0
2020-01-19,93.0
2020-01-26,85.0
2020-02-02,87.0
2020-02-09,83.0
2020-02-16,86.0
2020-02-23,83.0
2020-03-01,81.0
2020-03-08,76.0
2020-03-15,67.0
2020-03-22,70.0
2020-03-29,64.0
2020-04-05,61.0
2020-04-12,58.0
2020-04-19,62.0
2020-04-26,61.0
2020-05-03,66.0
2020-05-10,73.0
2020-05-17,73.0
2020-05-24,72.0
2020-05-31,74.0
2020-06-07,78.0
2020-06-14,77.0
2020-06-21,79.0
2020-06-28,70.0
2020-07-05,78.0
2020-07-12,75.0
2020-07-19,76.0
2020-07-26,75.0
2020-08-02,78.0
2020-08-09,77.0
2020-08-16,80.0
2020-08-23,75.0
2020-08-30,76.0
2020-09-06,73.0
2020-09-13,73.0
2020-09-20,74.0
2020-09-27,71.0
2020-10-04,86.0
2020-10-11,85.0
2020-10-18,89.0
2020-10-25,81.0
2020-11-01,70.0
2020-11-08,81.0
2020-11-15,82.0
2020-11-22,63.0
2020-11-29,78.0
2020-12-06,80.0
2020-12-13,73.0
2020-12-20,60.0
2020-12-27,67.0
2021-01-03,86.0
2021-01-10,80.0
2021-01-17,85.0
2021-01-24,90.0
2021-01-31,86.0
2021-02-07,86.0
2021-02-14,78.0
2021-02-21,86.0
2021-02-28,85.0
2021-03-07,82.0
2021-03-14,73.0
2021-03-21,77.0
2021-03-28,72.0
2021-04-04,79.0
2021-04-11,81.0
2021-04-18,82.0
2021-04-25,82.0
2021-05-02,89.0
2021-05-09,86.0
2021-05-16,94.0
2021-05-23,88.0
2021-05-30,87.0
2021-06-06,90.0
2021-06-13,88.0
2021-06-20,93.0
2021-06-27,88.0
2021-07-04,88.0
2021-07-11,93.0
2021-07-18,93.0
2021-07-25,94.0
2021-08-01,90.0
2021-08-08,93.0
2021-08-15,92.0
2021-08-22,100.0
2021-08-29,92.0
2021-09-05,87.0
2021-09-12,92.0
2021-09-19,90.0
2021-09-26,91.0
2021-10-03,87.0
2021-10-10,89.0
2021-10-17,85.0
2021-10-24,90.0
2021-10-31,87.0
2021-11-07,86.0
2021-11-14,86.0
2021-11-21,65.0
2021-11-28,85.0
2021-12-05,81.0
2021-12-12,77.0
2021-12-19,62.0
2021-12-26,72.0
2022-01-02,95.0
2022-01-09,92.0
2022-01-16,84.0
2022-01-23,93.0
2022-01-30,91.0
2022-02-06,92.0
2022-02-13,90.0
2022-02-20,89.0
2022-02-27,90.0
2022-03-06,92.0
2022-03-13,88.0
2022-03-20,92.0
2022-03-27,90.0
2022-04-03,93.0
2022-04-10,86.0
2022-04-17,93.0
2022-04-24,92.0
2022-05-01,93.0
2022-05-08,95.0
2022-05-15,92.0
2022-05-22,88.0
2022-05-29,88.0
2022-06-05,98.0
2022-06-12,94.0
2022-06-19,95.0
2022-06-26,87.0
2022-07-03,94.0
2022-07-10,100.0
2022-07-17,88.0
2022-07-24,93.0
2022-07-31,96.0
2022-08-07,92.0
2022-08-14,92.0
2022-08-21,92.0
2022-08-28,92.0
2022-09-04,86.0
2022-09-11,89.0
2022-09-18,89.0
