ticker,CPYCF US Equity
2005-08-22,-2.5641
2005-08-30,9.8684
2005-09-01,-2.3952
2005-09-02,-2.1856
2005-09-06,-6.374
2005-09-21,5.8449
2005-09-22,10.0
2005-09-23,-0.4603
2005-09-28,-6.3584
2005-09-29,3.1096
2005-09-30,-1.8185
2005-10-03,1.2195
2005-10-04,10.8434
2005-10-06,-9.6739
2005-10-13,-1.444
2005-10-20,-1.1218
2005-10-21,3.3186999999999998
2005-10-28,-1.1354
2005-11-02,-0.8689
2005-11-03,1.4787
2005-11-04,0.4807
2005-11-07,-4.3205
2005-11-10,-5.0
2005-11-16,-3.9474
2005-11-22,10.9589
2005-11-23,-7.1836
2005-11-28,0.424
2005-12-01,8.5679
2005-12-06,-5.6958
2005-12-08,-1.2937
2005-12-09,6.6596
2005-12-12,-9.07
2005-12-28,2.7027
2005-12-29,3.5773
2006-01-04,2.0881
2006-01-05,-0.4511
2006-01-06,0.0
2006-01-10,1.875
2006-01-12,-1.5337
2006-01-17,-2.1807
2006-01-18,-3.0971
2006-01-24,0.9613
2006-01-25,-0.3906
2006-01-30,2.2222
2006-02-01,3.7724
2006-02-02,-5.6223
2006-02-13,-4.9453
2006-02-23,1.2363
2006-02-24,-1.6282
2006-02-28,2.069
2006-03-01,0.5828
2006-03-03,-0.5794
2006-03-06,-2.4747
2006-03-07,-3.8365
2006-03-13,-5.6736
2006-03-20,1.7376
2006-03-22,-1.295
2006-03-27,0.019
2006-04-06,14.8289
2006-04-11,0.0
2006-04-17,-1.4983
2006-05-01,-7.2191
2006-05-05,0.7246
2006-05-09,0.0
2006-05-10,-2.1583
2006-05-11,4.8805
2006-05-23,-17.6935
2006-06-01,12.4361
2006-06-13,-9.214
2006-06-14,-6.5401
2006-06-16,9.6094
2006-06-20,-9.5815
2006-06-21,-3.6036
2006-06-22,-0.9346
2006-06-29,-5.6604
2006-06-30,1.5
2006-08-01,30.0493
2006-08-02,-9.0909
2006-08-03,0.0
2006-08-18,10.8333
2006-08-21,1.0526
2006-09-22,-23.9118
2006-10-11,-14.497
2006-10-12,-0.0715
2006-10-26,13.5336
2006-11-01,16.9355
2006-11-07,-9.1379
2006-12-15,-33.7524
2006-12-18,-5.657
2006-12-21,2.315
2007-01-09,-1.2797
2007-01-11,-0.0939
2007-02-12,-0.7146
2007-04-04,-31.8182
2007-05-03,-11.9167
2007-05-07,11.006
2007-05-23,24.5455
2007-05-24,-6.8203
2007-05-31,-2.0808
2007-06-01,-0.475
2007-06-08,-6.5059000000000005
2007-06-12,-0.5373
2007-06-20,-0.5943
2007-06-28,8.5598
2007-07-11,23.5044
2007-09-17,-35.1439
2007-09-20,-24.0625
2007-09-21,5.3498
2007-10-01,0.3125
2007-11-29,-0.3115
2008-01-23,-36.5625
2008-01-28,2.9557
2008-03-04,177.512
2008-03-05,0.9698
2008-03-25,-31.3554
2008-03-31,-17.5684
2008-04-08,39.0041
2008-04-09,-2.0896
2008-04-11,1.9956
2008-04-28,67.3098
2008-05-09,27.5946
2008-05-12,4.4807
2008-05-13,-3.7645999999999997
2008-05-20,1.1014
2008-05-21,0.5009
2008-05-29,4.1615
2008-05-30,20.2871
2008-06-02,5.5091
2008-06-03,-15.5514
2008-06-04,-16.6071
2008-06-05,-3.3191
2008-06-06,-3.433
2008-06-10,7.7982
2008-06-19,-10.891
2008-06-20,0.1343
2008-07-02,-16.5425
2008-07-09,17.2857
2008-07-16,-1.3397999999999999
2009-02-19,-80.2469
2009-05-14,33.9844
2009-06-01,-1.5743
2009-06-12,23.2227
2009-06-19,1.5385
2009-07-27,85.464
2009-08-06,2.1189999999999998
2009-08-19,-4.075
2009-09-24,17.0446
2009-12-29,-11.1111
2010-01-05,9.7445
2010-01-20,23.7617
2010-03-03,-15.5109
2010-03-29,22.4187
2010-04-08,6.5621
2010-04-15,-7.7309
2010-04-22,1.5053
2010-04-23,-9.9518
2010-04-26,4.7024
2010-05-03,-11.6164
2010-05-06,-4.6741
2010-05-07,0.7647
2010-05-10,-2.3214
2010-05-11,0.5484
2010-05-12,3.2727
2010-05-17,-4.9296
2010-05-18,-4.8148
2010-05-19,-5.4475
2010-05-21,-11.1883
2010-05-25,-2.7512
2010-05-27,-0.8934
2010-06-02,3.1851
2010-06-11,-12.0268
2010-06-29,10.7911
2010-07-02,-2.4798
2010-07-13,4.3505
2010-07-14,2.5543
2010-07-15,-0.6012
2010-07-16,0.6336
2010-07-21,0.5152
2010-08-19,10.4214
2010-10-07,11.6039
2010-10-08,7.5786
2010-10-12,0.1718
2010-10-14,4.1166
2010-10-15,-2.1417
2010-10-18,1.2416
2010-10-25,-4.0532
2010-11-01,0.8232
2010-11-02,2.2346
2010-11-29,-9.71
2010-11-30,-0.1862
2010-12-01,0.8629
2010-12-02,4.8092
2010-12-08,6.4196
2010-12-09,10.0124
2010-12-16,-5.6906
2010-12-30,-1.0589
2011-01-07,9.2084
2011-01-10,-1.9786000000000001
2011-01-12,8.6965
2011-01-18,10.7602
2011-01-19,2.6637
2011-01-20,-1.1905000000000001
2011-01-21,2.5949999999999998
2011-01-25,-4.8178
2011-01-31,-1.392
2011-02-02,9.1274
2011-02-03,3.3956
2011-02-09,-6.7387
2011-02-10,-6.8598
2011-02-17,5.1391
2011-02-18,-3.9851
2011-02-28,-6.8256
2011-03-01,-1.5834000000000001
2011-03-10,0.1061
2011-03-11,-0.4945
2011-03-15,1.9879
2011-03-16,13.7487
2011-03-17,8.0018
2011-03-18,-2.1958
2011-03-21,-5.3302
2011-03-22,2.5244999999999997
2011-03-23,1.1192
2011-03-25,24.6458
2011-03-28,9.6259
2011-03-29,-1.5011999999999999
2011-03-30,2.1053
2011-03-31,-3.3505
2011-04-01,0.4444
2011-04-04,1.5265
2011-04-05,-1.3511
2011-04-06,-3.3355
2011-04-07,3.9305
2011-04-08,-3.4301
2011-04-11,-3.8251
2011-04-12,-0.6629
2011-04-13,-1.9066
2011-04-14,3.9845
2011-04-15,-1.7757
2011-04-18,-1.7483
2011-04-19,0.23
2011-04-20,-1.7029
2011-04-21,-2.5925000000000002
2011-04-25,0.5045
2011-04-26,6.0868
2011-04-27,-1.4196
2011-04-28,-4.0202
2011-04-29,4.7262
2011-05-02,3.5339
2011-05-03,-4.0936
2011-05-04,1.4788999999999999
2011-05-05,-9.0284
2011-05-06,0.7554
2011-05-09,8.1696
2011-05-10,-7.1104
2011-05-11,-1.4022999999999999
2011-05-12,-5.715
2011-05-13,0.3737
2011-05-16,-10.5474
2011-05-17,-8.1381
2011-05-18,11.812100000000001
2011-05-19,2.521
2011-05-20,3.7471
2011-05-24,-17.9176
2011-05-25,-4.4345
2011-05-26,1.295
2011-05-27,10.5114
2011-05-31,3.599
2011-06-01,-10.7165
2011-06-02,-1.8586
2011-06-03,-1.7345000000000002
2011-06-06,-3.6383
2011-06-07,-0.2991
2011-06-08,2.6247
2011-06-09,3.5075
2011-06-10,-5.4006
2011-06-13,-2.1828
2011-06-14,3.91
2011-06-15,-1.1747
2011-06-20,-1.4487
2011-06-21,3.7316000000000003
2011-06-22,3.0887000000000002
2011-06-23,-3.754
2011-06-27,-5.3653
2011-06-28,5.418
2011-06-29,10.279
2011-06-30,0.7989
2011-07-05,5.6803
2011-07-06,-2.75
2011-07-07,1.8798
2011-07-08,-1.5455
2011-07-11,-8.6657
2011-07-13,8.2778
2011-07-14,-5.3612
2011-07-18,4.1931
2011-07-19,-1.8397000000000001
2011-07-20,-0.9371
2011-07-22,3.7838000000000003
2011-07-25,-2.3112
2011-07-26,8.8637
2011-07-27,-5.479
2011-07-28,-5.6995000000000005
2011-07-29,2.112
2011-08-02,-1.9001000000000001
2011-08-04,-24.3058
2011-08-05,29.7554
2011-08-08,-16.6492
2011-08-11,-1.4028
2011-08-12,6.392
2011-08-15,2.2355
2011-08-17,-7.6533
2011-08-18,-0.8457
2011-08-19,-12.0256
2011-08-23,-1.9632
2011-08-24,-1.7058
2011-08-25,12.4245
2011-08-29,2.4161
2011-08-31,2.0533
2011-09-01,-3.4889
2011-09-02,2.24
2011-09-07,-6.9848
2011-09-08,4.2211
2011-09-09,-1.365
2011-09-12,2.0417
2011-09-15,2.9124
2011-09-19,-9.2677
2011-09-20,-5.8333
2011-09-22,-5.8913
2011-09-23,0.6448
2011-09-27,-1.7619
2011-09-29,0.7065
2011-09-30,-8.7426
2011-10-03,-5.1449
2011-10-04,-18.2668
2011-10-05,37.91
2011-10-06,4.0653
2011-10-11,-5.0226
2011-10-21,-7.1628
2011-10-24,-1.5672000000000001
2011-10-28,8.5732
2011-11-09,-4.7377
2011-11-11,-3.4636
2011-11-14,1.2572999999999999
2011-11-16,-2.1199
2011-11-17,6.4975
2011-11-18,-14.1488
2011-11-21,-1.1168
2011-11-23,4.3806
2011-11-28,9.1148
2011-11-30,-10.4868
2011-12-02,10.9768
2011-12-05,-1.7544
2011-12-06,0.4926
2011-12-09,-1.4093
2011-12-12,-0.7458
2011-12-13,-5.479
2011-12-14,-0.8943
2011-12-15,0.635
2011-12-19,6.277
2011-12-20,0.5
2011-12-22,0.995
2011-12-23,-5.9729
2011-12-30,10.8055
2012-01-03,-3.0733
2012-01-04,8.3841
2012-01-05,-0.5907
2012-01-09,-6.3384
2012-01-11,1.6918
2012-01-12,7.2787
2012-01-13,-0.6092
2012-01-17,-0.1393
2012-01-25,13.3092
2012-01-30,-3.7429
2012-01-31,2.7373
2012-02-01,3.6355
2012-02-06,4.1807
2012-02-09,0.1845
2012-02-29,-4.9724
2012-03-02,-1.938
2012-03-05,-0.3953
2012-03-09,8.7302
2012-03-12,-2.5547
2012-03-19,-6.1798
2012-03-23,-11.7764
2012-03-29,4.5249
2012-04-04,-4.329
2012-04-19,-8.5973
2012-04-20,3.4653
2012-04-27,10.0478
2012-05-01,-4.7826
2012-05-02,-2.7397
2012-05-04,-5.1643
2012-05-08,-9.6535
2012-05-11,-1.9178
2012-05-15,-10.6145
2012-05-17,-1.25
2012-05-18,-0.6329
2012-05-24,5.7325
2012-06-01,-2.7108
2012-06-04,-23.2198
2012-06-05,8.871
2012-06-06,-2.963
2012-06-08,-3.8167999999999997
2012-06-13,12.6984
2012-06-14,-7.0423
2012-06-19,15.9091
2012-06-22,8.4967
2012-06-25,-9.0361
2012-06-26,0.0
2012-06-28,-6.6225000000000005
2012-07-19,-46.8085
2012-07-20,5.3333
2012-07-24,1.8987
2012-08-07,19.2547
2012-08-10,0.0
2012-08-16,2.6042
2012-08-17,-0.5076
2012-08-23,3.0612
2012-08-31,-3.9604
2012-09-06,2.0619
2012-09-07,-1.0101
2012-09-19,10.2041
2012-09-21,-9.2593
2012-09-24,7.1429
2012-09-28,1.9048
2012-10-09,3.7382999999999997
2012-10-17,-14.9775
2012-10-19,-3.5762
2012-11-02,7.6923
2012-11-20,-11.2245
2012-11-23,-4.5977
2012-11-26,-2.4096
2012-11-28,0.0
2012-11-30,-12.3457
2012-12-07,0.0
2012-12-10,0.0
2012-12-28,16.6373
2012-12-31,-17.8868
2013-01-04,22.977899999999998
2013-01-09,0.4484
2013-01-18,-9.5238
2013-01-23,5.4276
2013-01-24,2.3401
2013-01-28,0.0
2013-01-31,-2.439
2013-02-06,3.5156
2013-02-12,-0.9811
2013-02-13,0.0
2013-02-15,-6.0976
2013-02-28,-21.0227
2013-03-12,-11.2025
2013-04-04,1.8519
2013-04-05,15.681799999999999
2013-04-09,0.5894
2013-04-12,-11.4258
2013-05-09,-25.9096
2013-06-17,28.5714
2013-07-24,-23.7269
2013-08-23,-1.3657
2013-10-22,-50.7692
2013-10-23,0.0
2013-11-22,45.0
2013-12-12,-43.75
2014-01-23,46.3602
2014-02-04,0.5236
2014-02-10,-29.1667
2014-03-10,17.647100000000002
2014-07-02,28.4375
2014-08-15,-2.6764
2014-09-04,-2.0
2014-09-05,12.2449
2014-11-21,-70.9091
2014-12-19,50.0
2014-12-29,16.6667
2014-12-30,0.0
2014-12-31,-14.2857
2015-01-23,17.7083
2015-03-12,-9.292
2015-05-12,-45.3659
2015-06-01,-28.5714
2015-10-23,-34.375
2016-12-14,-99.619
2017-01-23,700.0
2017-06-01,0.0
2017-12-12,0.0
2018-01-19,0.0
2018-04-26,-90.0
2018-06-13,0.0
2018-11-19,0.0
2018-12-12,0.0
2018-12-13,0.0
2019-08-26,0.0
2019-10-03,0.0
2019-11-15,0.0
2019-11-18,0.0
2020-01-03,0.0
