ticker,SRLTF US Equity
2009-11-10,10.5505
2009-11-12,6.3278
2009-11-17,9.2683
2009-11-18,10.357099999999999
2009-11-19,-0.5259
2009-11-23,-3.7007
2009-12-01,-2.027
2009-12-02,3.4483
2009-12-07,-17.7917
2009-12-08,-5.1191
2009-12-11,43.5897
2009-12-17,13.5789
2009-12-21,-1.474
2009-12-22,-3.5572
2009-12-23,-1.7235
2009-12-29,2.1396
2009-12-30,7.6923
2009-12-31,11.4796
2010-01-04,-17.6773
2010-01-08,55.3857
2010-01-19,-12.7013
2010-01-21,-9.6311
2010-01-25,2.0408
2010-01-27,-13.3333
2010-01-29,-1.4423
2010-02-03,14.4065
2010-02-09,-1.3075999999999999
2010-02-10,-9.6774
2010-02-18,10.0128
2010-02-19,15.0145
2010-02-23,0.5292
2010-02-24,9.7017
2010-02-25,10.8547
2010-03-10,-6.4935
2010-03-12,-9.9206
2010-03-16,-1.909
2010-03-17,4.5908
2010-03-25,5.9637
2010-04-05,-3.4669
2010-04-06,-8.5821
2010-04-07,4.898
2010-04-08,10.7004
2010-04-09,0.703
2010-04-12,0.2836
2010-04-15,-16.0104
2010-04-20,9.1427
2010-04-22,-12.672
2010-04-23,-3.6957
2010-04-27,-8.2111
2010-04-28,1.3219
2010-04-30,-7.767
2010-05-10,-5.0658
2010-05-11,2.5641
2010-05-12,-1.0811
2010-05-13,14.207699999999999
2010-05-20,-14.6531
2010-06-03,-1.0512
2010-06-09,-7.6487
2010-06-25,14.1104
2010-06-28,16.129
2010-06-29,-5.2373
2010-07-02,-17.2519
2010-07-06,1.0332
2010-07-16,0.4018
2010-07-19,-10.5857
2010-07-22,-2.3596
2010-07-28,8.0
2010-07-30,-4.9383
2010-08-03,3.5714
2010-08-09,5.721
2010-08-13,-3.9288
2010-08-18,2.1605
2010-09-02,25.3776
2010-09-07,-7.6506
2010-09-08,3.229
2010-09-09,7.1722
2010-09-10,6.3679
2010-09-13,-0.6098
2010-09-14,10.6525
2010-09-15,-0.6048
2010-09-17,0.4817
2010-09-20,-9.7149
2010-09-24,9.5584
2010-09-28,6.3265
2010-10-04,-10.5566
2010-10-05,-0.2146
2010-10-07,-4.8118
2010-10-08,-8.4439
2010-10-12,24.5527
2010-10-15,-8.5934
2010-10-18,-5.0664
2010-10-20,4.6518
2010-10-22,-1.8271
2010-11-02,-17.7778
2010-11-11,17.2973
2010-11-15,-8.4389
2010-11-18,-4.8757
2010-11-19,-5.1918
2010-11-22,-4.2204
2010-11-23,7.0284
2010-11-24,-3.4365
2010-11-29,25.7223
2010-12-01,0.4484
2010-12-03,164.9554
2010-12-06,3.1803
2010-12-07,-11.8187
2010-12-08,0.0
2010-12-09,12.8704
2010-12-10,13.1255
2010-12-13,-11.3851
2010-12-14,-6.6285
2010-12-15,-4.8422
2010-12-16,-0.3454
2010-12-17,-4.2514
2010-12-20,1.4479
2010-12-21,3.461
2010-12-22,-2.7359
2010-12-23,7.6941
2010-12-29,2.8973
2010-12-30,-1.8237999999999999
2010-12-31,0.2064
2011-01-04,-5.3231
2011-01-05,-3.4467
2011-01-06,0.0237
2011-01-07,-4.9917
2011-01-10,-3.4818
2011-01-11,11.9472
2011-01-12,5.6364
2011-01-13,-0.1968
2011-01-14,-1.7528000000000001
2011-01-18,-5.7092
2011-01-19,1.7974999999999999
2011-01-20,-6.6914
2011-01-21,2.988
2011-01-24,-1.8375
2011-01-25,-4.064
2011-01-26,8.4467
2011-01-27,-6.6525
2011-01-28,-3.8296
2011-01-31,-6.1841
2011-02-01,3.2888
2011-02-02,0.2858
2011-02-03,-2.5237
2011-02-04,2.5334
2011-02-07,-3.8556
2011-02-08,-5.6764
2011-02-09,-5.0299
2011-02-10,1.8916
2011-02-11,6.6832
2011-02-14,-24.913
2011-02-15,23.4453
2011-02-16,-4.7559000000000005
2011-02-17,4.5664
2011-02-18,8.3255
2011-02-22,8.1206
2011-02-23,-10.0054
2011-02-24,-2.8316
2011-02-25,8.5583
2011-02-28,-0.1978
2011-03-01,0.1133
2011-03-02,-1.1736
2011-03-03,-5.6804
2011-03-04,0.2427
2011-03-07,-4.1616
2011-03-08,-7.7846
2011-03-09,0.411
2011-03-10,-7.6398
2011-03-11,-1.274
2011-03-14,-3.2542
2011-03-15,-13.9764
2011-03-16,7.573
2011-03-18,16.9835
2011-03-21,5.7143
2011-03-23,-9.6453
2011-03-24,5.6272
2011-03-25,-5.1327
2011-03-29,-5.1679
2011-03-30,1.3575
2011-03-31,-7.2981
2011-04-01,13.505
2011-04-04,0.3505
2011-04-05,-2.9412000000000003
2011-04-06,9.0909
2011-04-07,-2.9514
2011-04-08,7.7639
2011-04-11,-1.9588
2011-04-12,-5.1812
2011-04-13,2.3929
2011-04-14,2.4939
2011-04-15,-8.5248
2011-04-19,-11.2723
2011-04-20,3.8155
2011-04-21,1.6155
2011-04-25,-5.5644
2011-04-26,0.9049
2011-04-27,-1.293
2011-04-28,-9.4021
2011-04-29,8.209
2011-05-02,-0.1078
2011-05-03,-3.3441
2011-05-04,-6.9643
2011-05-05,-0.1919
2011-05-06,-5.9135
2011-05-09,6.6939
2011-05-10,4.023
2011-05-11,-0.1842
2011-05-13,-8.0489
2011-05-17,-8.7785
2011-05-18,4.0418
2011-05-19,-1.0571
2011-05-20,-3.125
2011-05-24,26.5233
2011-05-26,11.5058
2011-05-27,0.8403
2011-05-31,-7.7907
2011-06-01,-17.2131
2011-06-02,1.3455
2011-06-06,0.2004
2011-06-07,-4.275
2011-06-08,-12.5098
2011-06-09,2.6866
2011-06-10,28.3721
2011-06-13,-2.1739
2011-06-14,9.7685
2011-06-15,-11.5352
2011-06-16,-6.2932
2011-06-17,-3.536
2011-06-20,9.7046
2011-06-21,11.9231
2011-06-22,4.2526
2011-06-23,12.8966
2011-06-24,-5.2555
2011-06-27,0.0
2011-06-28,0.4622
2011-06-29,1.7255
2011-06-30,3.2793
2011-07-05,-6.7518
2011-07-06,0.6654
2011-07-08,3.577
2011-07-11,1.0511
2011-07-12,-1.9874
2011-07-13,-4.4533
2011-07-14,0.8727
2011-07-15,-6.0558
2011-07-18,4.5416
2011-07-19,-6.7267
2011-07-20,-0.4078
2011-07-21,-5.1724
2011-07-25,-2.7273
2011-07-26,-6.986
2011-07-27,-2.6124
2011-07-28,2.0635
2011-07-29,3.5128
2011-08-02,14.0137
2011-08-03,-11.2634
2011-08-04,-11.1486
2011-08-05,6.8169
2011-08-08,-14.9758
2011-08-11,13.6962
2011-08-15,18.6744
2011-08-17,-5.0754
2011-08-18,-6.6075
2011-08-22,-2.0
2011-08-23,0.2041
2011-08-26,5.499
2011-08-29,-5.333
2011-08-30,9.6355
2011-08-31,-3.2782999999999998
2011-09-01,-2.3077
2011-09-06,-1.7224
2011-09-07,-2.4537
2011-09-08,-0.0513
2011-09-09,-1.0272
2011-09-12,-4.3072
2011-09-13,-8.1074
2011-09-15,7.967
2011-09-19,-6.4225
2011-09-20,6.0164
2011-09-21,-3.9118
2011-09-22,-4.2718
2011-09-23,-6.1695
2011-09-26,-8.586
2011-09-27,11.1732
2011-09-28,-2.4497
2011-09-30,-8.7572
2011-10-03,-1.7643
2011-10-04,-4.023
2011-10-05,7.7844
2011-10-06,1.2153
2011-10-11,-2.8473
2011-10-14,8.6864
2011-10-18,2.2092
2011-10-20,-3.3694
2011-10-21,0.0
2011-10-24,-5.5263
2011-10-25,0.2786
2011-10-26,3.6111
2011-10-27,20.5764
2011-10-28,-0.2223
2011-11-01,-8.9415
2011-11-02,0.2447
2011-11-03,-0.2441
2011-11-04,-5.0474
2011-11-07,2.0619
2011-11-08,-0.1894
2011-11-09,-0.8223
2011-11-11,0.5102
2011-11-14,-3.5533
2011-11-15,4.7368
2011-11-16,-9.5477
2011-11-17,0.0694
2011-11-18,4.6495
2011-11-21,-6.2997
2011-11-23,-7.431
2011-11-25,8.448
2011-11-28,-3.1724
2011-11-29,-1.8566
2011-11-30,-0.9644
2011-12-01,-8.9139
2011-12-02,17.7632
2011-12-05,-5.3073
2011-12-06,-8.5546
2011-12-08,9.6774
2011-12-09,8.2353
2011-12-13,-14.4022
2011-12-14,2.5397
2011-12-15,-2.7864
2011-12-16,-1.7118
2011-12-19,3.3617
2011-12-21,-5.3292
2011-12-23,-8.2781
2011-12-28,4.3321
2011-12-30,-3.1142
2012-01-03,6.7857
2012-01-04,0.0
2012-01-05,-0.6689
2012-01-06,-0.6734
2012-01-09,11.1864
2012-01-10,-1.8293
2012-01-11,-7.764
2012-01-12,0.0
2012-01-13,-0.3367
2012-01-17,0.3378
2012-01-20,16.2879
2012-01-23,3.6554
2012-01-25,22.3464
2012-01-26,-0.4566
2012-01-27,2.0642
2012-01-30,-3.6517
2012-01-31,3.7901
2012-02-01,-10.5618
2012-02-02,5.7789
2012-02-03,-6.9477
2012-02-06,-6.8283000000000005
2012-02-08,9.0411
2012-02-10,-5.5276
2012-02-13,0.0
2012-02-15,-2.6596
2012-02-16,-5.8402
2012-02-17,9.6844
2012-02-21,-4.2328
2012-02-22,3.5911999999999997
2012-02-23,-3.4667
2012-02-27,2.7624
2012-02-28,1.6129
2012-03-02,-4.7619
2012-03-06,-11.1111
2012-03-07,6.875
2012-03-08,16.7763
2012-03-09,-8.9515
2012-03-12,-1.5469
2012-03-14,-1.1173
2012-03-15,1.0593
2012-03-16,1.4675
2012-03-19,-0.8264
2012-03-20,-3.0556
2012-03-22,-7.7364
2012-03-23,3.1056
2012-03-26,5.0075
2012-03-28,-3.0477
2012-03-29,-0.5917
2012-03-30,-1.1905000000000001
2012-04-02,-2.7108
2012-04-04,-7.1207
2012-04-09,14.0
2012-04-10,-3.5088
2012-04-11,-8.1818
2012-04-13,6.2706
2012-04-16,0.0
2012-04-17,-5.5901
2012-04-19,-0.6579
2012-04-23,-2.649
2012-04-24,0.0
2012-04-26,-9.5238
2012-04-27,11.2782
2012-05-01,-18.9189
2012-05-02,2.9167
2012-05-04,6.0729
2012-05-07,-3.8167999999999997
2012-05-08,-4.7619
2012-05-10,-4.1667
2012-05-14,-8.6957
2012-05-15,-8.0952
2012-05-17,9.715
2012-05-18,6.7296
2012-05-24,6.1947
2012-05-25,-2.5
2012-05-29,0.8547
2012-05-30,-9.322
2012-05-31,13.0841
2012-06-06,4.9587
2012-06-07,18.8976
2012-06-08,-1.6556
2012-06-11,-5.0505
2012-06-19,9.2199
2012-06-20,0.0
2012-06-26,-4.5455
2012-06-28,-0.6803
2012-07-06,-5.4795
2012-07-10,-4.3478
2012-07-12,7.5758
2012-07-13,4.2254
2012-07-23,1.6047
2012-07-26,-9.5594
2012-07-30,21.3235
2012-08-02,-14.053
2012-08-03,0.4848
2012-08-07,-3.8596
2012-08-08,-3.1934
2012-08-13,8.4826
2012-08-14,-11.0339
2012-08-15,7.8125
2012-08-16,-4.4837
2012-08-23,1.6596
2012-08-29,-7.4627
2012-09-04,6.4516
2012-09-05,-3.7879
2012-09-07,-1.5748
2012-09-12,-3.6
2012-09-13,4.5643
2012-09-18,3.5714
2012-09-27,13.0268
2012-09-28,-5.0847
2012-10-01,0.0
2012-10-02,4.2857
2012-10-03,-2.7397
2012-10-04,-4.9296
2012-10-05,-1.4815
2012-10-10,17.3872
2012-10-11,-13.2106
2012-10-12,-0.369
2012-10-17,3.7037
2012-10-18,7.1429
2012-10-19,4.6667
2012-10-22,1.1943
2012-10-24,-19.1188
2012-10-25,18.2879
2012-10-26,-2.426
2012-10-31,-6.9532
2012-11-01,2.1739
2012-11-02,-7.8014
2012-11-05,8.0769
2012-11-06,5.9164
2012-11-07,-3.9059
2012-11-12,-7.3427
2012-11-13,0.1415
2012-11-14,-8.0546
2012-11-15,6.5574
2012-11-19,2.5481
2012-11-20,-4.7351
2012-11-21,-3.1496
2012-11-26,-3.252
2012-11-27,0.8403
2012-11-28,-18.3333
2012-11-29,0.0
2012-11-30,10.2041
2012-12-10,0.9259
2012-12-11,5.5046
2012-12-18,-9.5652
2012-12-19,-6.7308
2012-12-20,8.2474
2012-12-31,2.8571
2013-01-02,14.8148
2013-01-03,-8.0645
2013-01-08,4.386
2013-01-11,4.937
2013-01-16,-4.3043
2013-01-17,-10.4603
2013-01-23,4.7897
2013-01-28,7.0234
2013-01-29,-10.8333
2013-01-30,-14.0187
2013-01-31,17.3913
2013-02-01,1.8519
2013-02-06,-7.2727
2013-02-07,6.0662
2013-02-08,1.6753
2013-02-11,-7.2727
2013-02-14,-6.8627
2013-02-21,21.0526
2013-02-22,-8.6957
2013-02-25,4.7619
2013-02-28,-18.1818
2013-03-01,-16.6667
2013-03-04,20.0
2013-03-05,8.8889
2013-03-07,-5.102
2013-03-11,-21.5054
2013-03-12,23.2877
2013-03-26,-15.5556
2013-03-28,-5.9211
2013-04-02,-4.8951
2013-04-03,0.0
2013-04-04,-4.4118
2013-04-05,-1.25
2013-04-12,8.7634
2013-04-16,-19.7851
2013-04-18,-3.0134
2013-04-19,-15.3049
2013-04-26,8.6957
2013-04-29,-7.0
2013-04-30,26.8817
2013-05-06,-32.2034
2013-05-07,20.0
2013-05-09,0.0
2013-05-13,-27.0833
2013-05-14,0.0
2013-05-21,40.3571
2013-05-28,18.0662
2013-05-29,20.6897
2013-06-06,-22.8571
2013-06-12,25.9259
2013-06-18,-5.8824
2013-06-19,-20.3125
2013-06-20,-1.9607999999999999
2013-06-21,-4.0
2013-06-26,-6.25
2013-06-27,11.1111
2013-07-02,-24.0
2013-07-08,0.0
2013-07-15,7.8947
2013-07-17,17.0732
2013-07-19,-29.1667
2013-07-22,0.0
2013-07-25,55.8824
2013-07-29,1.8868
2013-07-30,-27.7778
2013-08-06,12.8205
2013-08-07,3.4091
2013-08-08,-3.2967
2013-08-14,-25.0
2013-08-15,47.5379
2013-08-16,9.4994
2013-08-20,-27.7843
2013-08-26,-1.2987
2013-08-30,5.2632
2013-09-05,-10.0
2013-09-17,4.1667
2013-09-24,-14.6667
2013-09-30,-12.5
2013-10-01,-3.5714
2013-10-03,-11.1111
2013-10-07,4.1667
2013-10-11,-40.0
2013-10-30,40.0
2013-10-31,-28.5714
2013-11-06,0.0
2013-11-12,0.0
2013-11-19,44.5833
2013-11-21,24.4957
2013-11-27,-44.4444
2013-12-06,33.3333
2013-12-16,5.0
2013-12-18,-28.5714
2013-12-31,6.6667
2014-01-24,150.0
2014-01-27,-37.0313
2014-01-30,54.8387
2014-02-06,-23.0769
2014-02-10,16.6667
2014-02-11,14.2857
2014-02-19,-35.0
2014-02-20,15.3846
2014-02-24,13.3333
2014-02-25,-11.7647
2014-03-05,27.2917
2014-03-06,-0.8183
2014-03-10,-10.231
2014-03-11,-11.7647
2014-03-14,-6.6667
2014-03-18,-12.9464
2014-03-25,47.6923
2014-04-08,-25.0
2014-04-11,-23.6111
2014-04-17,-3.0303
2014-04-21,0.0
2014-04-22,30.0
2014-05-05,-19.2308
2014-05-27,-28.5714
2014-05-30,43.3333
2014-06-06,-11.6279
2014-06-17,-36.8421
2014-07-02,66.6667
2014-07-08,-45.0
2014-07-09,11.931799999999999
2014-07-10,-10.6599
2014-07-16,36.3636
2014-07-17,-21.25
2014-07-24,-6.8783
2014-07-30,-25.5682
2014-07-31,22.1374
2014-08-07,16.875
2014-08-13,18.7166
2014-08-18,-20.7207
2014-08-19,-25.5682
2014-08-21,-2.2901
2014-08-22,25.0
2014-08-26,8.125
2014-08-29,-61.2717
2014-09-02,19.403
2014-10-28,-97.5
2014-11-06,0.0
2015-02-20,0.0
2015-03-18,0.0
2015-05-13,0.0
2015-09-24,700.0
2015-10-23,-87.5
2016-03-08,700.0
2016-03-09,-87.5
2016-03-16,0.0
2016-03-21,0.0
2016-04-27,0.0
2016-06-02,700.0
2016-06-03,-87.5
2016-08-26,0.0
2016-09-23,0.0
2016-11-10,0.0
2016-12-16,700.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-29,0.0
2017-01-13,0.0
2017-02-21,-87.5
2017-03-27,3900.0
2017-04-05,100.0
2017-06-02,-98.75
2017-07-05,460.0
2017-07-28,1328.5714
2017-09-05,-99.9
2017-09-18,149900.0
2017-10-03,-66.6667
2017-10-10,-98.0
2017-11-02,-90.0
2017-12-11,900.0
2017-12-12,0.0
2017-12-20,24900.0
2017-12-26,-99.96
2018-06-04,900.0
2018-06-19,19900.0
2018-06-25,-99.5
2018-08-02,0.0
2018-08-03,-99.0
2018-09-18,0.0
2018-10-03,900.0
2018-11-06,0.0
2018-11-08,900.0
2018-12-07,0.0
2018-12-10,-99.0
2018-12-17,900.0
2018-12-26,-90.0
2019-01-03,9900.0
2019-03-12,0.0
2019-04-08,-99.0
2019-04-09,0.0
2019-05-14,0.0
2019-09-17,0.0
2019-11-07,9900.0
2019-11-15,0.0
2019-12-03,-99.0
2019-12-11,900.0
2019-12-13,0.0
2019-12-27,900.0
2019-12-30,-90.0
2019-12-31,900.0
2020-02-04,0.0
2020-06-01,0.0
2020-06-15,0.0
2020-07-13,-99.0
2020-07-15,9900.0
2020-07-22,0.0
2020-07-24,-99.0
