ticker,ZYRX US Equity
2007-11-07,5.8824
2007-11-08,-27.7778
2007-11-09,15.3846
2007-11-12,-37.5
2007-11-13,6.6667
2007-11-14,50.0
2007-11-15,-9.1667
2007-11-16,2.7523
2007-11-19,-28.5714
2007-11-20,6.25
2007-11-21,31.7647
2007-11-23,28.5714
2007-11-26,-40.9722
2007-11-27,12.9412
2007-11-28,0.0
2007-11-29,-21.875
2007-11-30,-4.0
2007-12-03,0.0
2007-12-04,0.0
2007-12-05,33.3333
2007-12-06,0.0
2007-12-07,-16.6667
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,-16.25
2007-12-13,-16.4179
2007-12-14,0.0
2007-12-17,0.0
2007-12-18,-5.3571
2007-12-19,-9.434
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,83.3333
2007-12-26,-27.2727
2007-12-27,25.0
2007-12-28,-20.0
2007-12-31,37.5
2008-01-02,-27.2727
2008-01-04,12.5
2008-01-07,-11.1111
2008-01-08,-17.1875
2008-01-09,-9.434
2008-01-10,33.3333
2008-01-11,-12.5
2008-01-14,-14.2857
2008-01-16,-10.4167
2008-01-17,-11.6279
2008-01-18,26.3158
2008-01-22,-16.6667
2008-01-24,-12.5
2008-01-25,-2.8571
2008-01-28,41.1765
2008-01-29,66.6667
2008-01-30,0.0
2008-02-01,-50.0
2008-02-04,20.0
2008-02-05,-33.3333
2008-02-06,0.0
2008-02-07,-25.0
2008-02-08,20.8333
2008-02-11,-17.2414
2008-02-14,25.0
2008-02-15,6.6667
2008-02-19,34.375
2008-02-20,11.6279
2008-02-21,16.6667
2008-02-22,-3.5714
2008-02-25,-5.5556
2008-02-26,19.6078
2008-02-27,-3.2787
2008-02-28,8.4746
2008-02-29,0.0
2008-03-03,-12.5
2008-03-04,14.2857
2008-03-05,-12.5
2008-03-07,-8.9286
2008-03-11,-21.5686
2008-03-12,-12.5
2008-03-13,45.7143
2008-03-14,0.0
2008-03-17,-17.647100000000002
2008-03-18,-4.7619
2008-03-24,-20.0
2008-03-25,6.25
2008-03-26,-5.8824
2008-03-28,-34.375
2008-04-02,52.381
2008-04-04,9.375
2008-04-08,14.2857
2008-04-09,-12.5
2008-04-11,-8.5714
2008-04-14,0.0
2008-04-15,0.0
2008-04-16,0.0
2008-04-17,0.0
2008-04-18,40.625
2008-04-21,6.6667
2008-04-22,6.25
2008-04-23,25.4902
2008-04-24,12.5
2008-04-25,11.1111
2008-04-28,0.0
2008-04-29,-20.0
2008-04-30,-3.125
2008-05-01,-40.3226
2008-05-06,51.3514
2008-05-07,42.8571
2008-05-08,-20.0
2008-05-09,0.0
2008-05-14,-7.8125
2008-05-15,8.4746
2008-05-16,12.5
2008-05-19,33.3333
2008-05-20,0.0
2008-05-21,6.25
2008-05-22,9.8039
2008-05-23,-7.1429
2008-05-27,-23.0769
2008-05-28,-20.0
2008-05-29,-12.5
2008-05-30,28.5714
2008-06-02,11.1111
2008-06-03,-20.0
2008-06-04,0.0
2008-06-05,0.0
2008-06-06,25.0
2008-06-09,-10.0
2008-06-10,-18.0556
2008-06-11,0.0
2008-06-12,0.0
2008-06-13,-13.5593
2008-06-17,9.8039
2008-06-18,0.0
2008-06-19,-3.5714
2008-06-20,-7.4074
2008-06-23,28.0
2008-06-24,0.0
2008-06-25,-25.0
2008-06-27,0.0
2008-06-30,-27.0833
2008-07-01,14.2857
2008-07-02,20.0
2008-07-03,-16.6667
2008-07-07,0.0
2008-07-08,-20.0
2008-07-09,50.0
2008-07-10,-16.6667
2008-07-11,0.0
2008-07-14,-40.0
2008-07-15,66.6667
2008-07-16,25.0
2008-07-17,-36.0
2008-07-18,6.25
2008-07-21,35.2941
2008-07-22,21.7391
2008-07-23,-3.5714
2008-07-24,-5.5556
2008-07-25,35.2941
2008-07-28,0.0
2008-07-29,4.3478
2008-07-30,-4.1667
2008-07-31,-7.2464
2008-08-04,-25.0
2008-08-05,-16.6667
2008-08-06,0.0
2008-08-11,-20.0
2008-08-12,50.0
2008-08-13,0.0
2008-08-14,-33.3333
2008-08-15,0.0
2008-08-18,0.0
2008-08-26,0.0
2008-09-08,0.0
2008-09-09,0.0
2008-09-11,-50.0
2008-09-16,50.0
2008-09-23,-12.5
2008-09-24,14.2857
2008-09-25,233.3333
2008-10-02,-13.75
2008-10-03,-72.4638
2008-10-08,68.4211
2008-10-09,0.0
2008-10-10,-43.75
2008-10-13,33.3333
2008-10-14,-33.3333
2008-10-15,0.0
2008-10-16,50.0
2008-10-21,-25.0
2008-10-22,-11.1111
2008-10-28,12.5
2008-10-30,0.0
2008-11-03,44.4444
2008-11-05,84.6154
2008-11-07,-16.6667
2008-11-11,-20.0
2008-11-12,-25.0
2008-11-14,0.0
2008-11-17,12.5
2008-11-24,-11.1111
2008-11-25,-33.3333
2008-11-26,12.5
2008-11-28,-11.1111
2008-12-05,0.0
2008-12-09,0.0
2008-12-15,-37.5
2008-12-16,0.0
2008-12-23,0.0
2008-12-29,10.0
2008-12-30,18.1818
2008-12-31,0.0
2009-01-07,100.0
2009-01-14,-19.2308
2009-01-21,0.0
2009-01-22,23.8095
2009-01-30,-61.5385
2009-02-05,0.0
2009-02-06,120.0
2009-02-12,0.0
2009-03-02,0.0
2009-03-03,-40.9091
2009-03-20,46.1538
2009-04-06,-31.5789
2009-04-08,46.1538
2009-04-09,10.526299999999999
2009-04-13,176.1905
2009-04-14,-17.2414
2009-04-15,-50.0
2009-04-20,33.3333
2009-04-21,9.375
2009-04-24,-8.5714
2009-04-27,50.0
2009-04-28,0.0
2009-05-01,0.0
2009-05-05,-33.3333
2009-05-07,50.0
2009-05-08,0.0
2009-05-11,0.0
2009-05-12,0.0
2009-05-13,0.0
2009-05-14,0.0
2009-05-15,0.0
2009-05-19,-33.3333
2009-05-21,50.0
2009-05-26,-79.1667
2009-05-28,300.0
2009-06-05,0.0
2009-06-12,40.0
2009-06-15,0.0
2009-06-18,-46.4286
2009-06-25,-20.0
2009-06-29,-33.3333
2009-07-01,50.0
2009-07-02,0.0
2009-07-06,0.0
2009-07-08,0.0
2009-07-09,-45.8333
2009-07-13,84.6154
2009-07-15,0.0
2009-07-16,0.0
2009-07-17,-45.8333
2009-07-28,0.0
2009-08-13,23.0769
2009-08-24,-37.5
2009-08-26,100.0
2009-08-27,0.0
2009-08-31,0.0
2009-09-02,0.0
2009-09-04,-20.0
2009-09-11,0.0
2009-09-18,155.0
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,-1.9607999999999999
2009-09-24,-46.0
2009-09-25,0.0
2009-09-28,-7.4074
2009-09-30,0.0
2009-10-06,0.0
2009-10-08,-12.0
2009-10-12,0.0
2009-10-16,-4.5455
2009-10-21,33.3333
2009-10-22,0.0
2009-10-23,0.0
2009-10-27,-17.8571
2009-10-28,0.0
2009-10-29,0.0
2009-11-03,0.0
2009-11-09,0.0
2009-11-10,4.3478
2009-11-17,4.1667
2009-11-18,0.0
2009-11-20,-60.0
2009-12-01,80.0
2009-12-07,-27.7778
2009-12-08,-23.0769
2009-12-09,0.0
2009-12-10,-84.0
2009-12-11,-6.25
2009-12-14,-34.1667
2009-12-15,-47.4684
2009-12-16,63.8554
2009-12-17,64.7059
2009-12-21,-28.5714
2009-12-22,0.0
2009-12-24,70.0
2009-12-28,0.0
2009-12-29,-29.4118
2009-12-30,-33.3333
2009-12-31,73.4375
2010-01-04,-56.7568
2010-01-05,66.6667
2010-01-07,-48.125
2010-01-08,0.0
2010-01-11,0.0
2010-01-12,-20.4819
2010-01-27,90.9091
2010-01-28,-11.1111
2010-02-02,-41.0714
2010-02-03,69.697
2010-02-04,42.8571
2010-02-05,-1.25
2010-02-16,-74.6835
2010-02-17,-15.0
2010-02-18,-35.2941
2010-02-19,36.3636
2010-02-22,-36.6667
2010-02-23,0.0
2010-02-24,-15.7895
2010-02-25,-12.5
2010-02-26,-21.4286
2010-03-01,-27.2727
2010-03-02,-25.0
2010-03-03,-16.6667
2010-03-04,0.0
2010-03-05,-40.0
2010-03-08,100.0
2010-03-09,33.3333
2010-03-10,-37.5
2010-03-11,20.0
2010-03-12,0.0
2010-03-15,-16.6667
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,-40.0
2010-03-19,0.0
2010-03-22,0.0
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,0.0
2010-03-29,100.0
2010-03-30,-16.6667
2010-03-31,20.0
2010-04-01,0.0
2010-04-05,-16.6667
2010-04-06,0.0
2010-04-07,20.0
2010-04-08,0.0
2010-04-09,-50.0
2010-04-12,66.6667
2010-04-14,0.0
2010-04-15,-40.0
2010-04-16,66.6667
2010-04-19,0.0
2010-04-20,20.0
2010-04-21,-16.6667
2010-04-22,-60.0
2010-04-30,-76.0
2010-05-03,0.0
2010-05-06,333.3333
2010-05-07,0.0
2010-05-10,-73.8462
2010-05-12,0.0
2010-05-14,-41.1765
2010-05-17,0.0
2010-05-18,0.0
2010-05-21,-25.0
2010-05-25,500.0
2010-05-26,0.0
2010-07-27,-83.3333
2010-07-28,0.0
2010-08-02,-94.5833
2010-08-03,-61.5385
2010-08-04,-40.0
2010-08-05,-33.3333
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,0.0
2010-08-11,0.0
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,0.0
2010-09-03,0.0
2010-09-07,0.0
2010-09-09,60.0
2010-09-10,-69.5
2010-09-15,0.0
2010-09-24,3.2787
2010-09-27,0.0
2010-10-06,-68.254
2010-10-18,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-10-29,50.0
2010-11-02,-33.3333
2010-11-03,0.0
2010-11-04,0.0
2010-11-08,0.0
2010-11-22,0.0
2010-11-30,375.0
2010-12-02,14.7368
2010-12-03,-31.1927
2010-12-06,34.6667
2010-12-09,2.9703
2010-12-10,68.2692
2010-12-13,0.0
2010-12-14,20.0
2010-12-15,-3.3333
2010-12-20,-6.4039
2010-12-21,0.0
2010-12-28,-10.526299999999999
2010-12-29,-5.8824
2010-12-30,21.875
2010-12-31,-2.5641
2011-01-11,-10.526299999999999
2011-01-12,0.0
2011-01-13,-4.7059
2011-01-14,4.9383
2011-01-20,-11.7647
2011-01-21,0.0
2011-01-27,-56.6667
2011-01-28,-69.2308
2011-01-31,50.0
2011-02-01,-66.6667
2011-02-02,10.0
2011-02-07,72.7273
2011-02-10,0.0
2011-02-11,26.3158
2011-02-14,0.0
2011-02-18,-45.8333
2011-02-22,0.0
2011-02-24,46.1538
2011-02-28,-26.3158
2011-03-02,21.4286
2011-03-09,-17.647100000000002
2011-03-21,21.4286
2011-03-23,76.4706
2011-03-24,0.0
2011-03-31,236.6667
2011-04-08,-75.2475
2011-04-11,296.0
2011-04-12,0.0
2011-04-19,-1.0101
2011-04-26,-4.0816
2011-05-05,9.5745
2011-05-06,-78.6408
2011-05-09,-34.0909
2011-05-10,-3.4483
2011-05-11,264.2857
2011-05-18,-80.3922
2011-05-26,-10.0
2011-05-31,-44.4444
2011-06-01,20.0
2011-06-03,66.6667
2011-06-06,-15.0
2011-06-08,-52.9412
2011-06-22,0.0
2011-06-23,150.0
2011-06-29,0.0
2011-07-07,-31.0
2011-07-28,44.9275
2011-07-29,130.0
2011-08-12,-8.6957
2011-08-17,0.0
2011-12-27,-80.9524
2011-12-30,2.5
2012-02-07,0.0
2012-03-07,21.9512
2012-03-12,1900.0
2012-03-13,-82.0
2012-03-22,-50.0
2012-04-13,-11.1111
2012-05-11,-37.5
2012-06-13,20.0
2012-06-15,0.0
2012-06-19,205.8333
2012-06-22,-67.3025
2012-06-29,316.6667
2012-07-20,20.0
2012-07-26,0.0
2012-07-27,-16.6667
2012-07-30,200.0
2012-07-31,-4.0
2012-08-06,37.5
2012-08-20,-27.2727
2012-08-21,305.5556
2012-08-22,-68.8356
2012-08-24,92.3077
2012-08-28,-51.4286
2012-09-04,47.0588
2012-09-13,-88.0
2012-09-14,66.6667
2012-09-19,-51.6
2012-09-20,57.0248
2012-09-27,-36.3158
2012-09-28,57.0248
2012-10-01,-10.526299999999999
2012-10-02,17.647100000000002
2012-10-04,0.0
2012-10-05,25.0
2012-11-01,-28.0
2012-11-02,27.7778
2012-11-19,-21.7391
2012-11-27,30.5556
2012-11-28,-4.2553
2012-11-29,-33.3333
2012-11-30,50.0
2012-12-05,0.0
2012-12-17,0.0
2013-01-10,-33.3333
2013-02-04,83.3333
2013-02-21,-9.0909
2013-02-25,-36.0
2013-03-01,71.875
2013-03-26,0.0
2013-04-02,-38.1818
2013-04-09,-11.1765
2013-04-10,0.0
2013-04-12,58.9404
2013-04-29,-37.5
2013-05-01,0.0
2013-05-02,0.0
2013-05-14,40.0
2013-05-21,38.0952
2013-05-23,0.0
2013-06-21,-20.6897
2013-06-24,30.4348
2013-07-24,-93.3333
2013-07-25,60.0
2013-07-29,-34.375
2013-07-30,19.0476
2013-07-31,0.0
2013-08-07,-40.0
2013-08-08,0.0
2013-09-06,33.3333
2013-10-07,-45.0
2013-10-30,0.0
2013-12-05,-54.5455
2013-12-23,0.0
2013-12-31,-77.5
2014-04-22,0.0
2014-05-15,0.0
2014-07-16,0.0
2014-12-15,-88.8889
2015-01-13,0.0
2015-05-11,4700.0
2015-09-18,-81.25
2015-09-22,0.0
2015-12-14,77.7778
2016-03-11,-90.625
2017-11-22,6.6667
2017-11-24,-50.0
2018-03-13,200.0
2018-05-01,66.6667
2019-10-24,7940.0
2019-11-19,-50.2488
2019-11-20,31.25
2019-11-26,-23.8095
2019-11-27,0.0
2019-12-02,15.0
2019-12-03,-34.7826
2019-12-04,66.6667
2019-12-09,0.0
2019-12-18,-40.0
2019-12-20,66.0
2019-12-23,-19.6787
2019-12-27,25.0
2019-12-31,-20.0
2020-01-06,20.0
2020-01-08,-16.6667
2020-01-09,100.0
2020-01-13,-37.5
2020-01-15,-8.0
2020-01-16,52.1739
2020-01-21,-51.1429
2020-01-24,16.9591
2020-01-27,0.0
2020-01-29,-49.5
2020-02-04,98.0198
2020-02-19,0.0
2020-02-28,0.0
2020-03-04,0.0
2020-03-12,15.0
2020-03-17,-13.0435
2020-03-18,0.0
2020-03-19,50.0
2020-03-20,0.0
2020-03-24,-63.3333
2020-03-25,172.7273
2020-04-06,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-23,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-06-05,0.0
2020-06-25,100.0
2020-06-26,-25.0
2020-06-29,-16.6667
2020-06-30,113.3333
