ticker,IBWC US Equity
2010-09-03,2.3256
2011-01-20,-15.0
2011-02-23,22.9947
2011-04-26,-18.6957
2011-04-28,9.6257
2011-04-29,-8.7805
2011-05-05,1.0695000000000001
2011-06-22,0.0
2011-07-26,0.0
2011-08-18,0.0
2011-09-26,-15.3439
2011-10-19,18.125
2011-10-26,11.1111
2011-11-08,-28.5714
2011-11-14,0.0
2011-11-15,6.6667
2011-11-16,0.0
2011-11-30,-6.25
2011-12-02,-6.6667
2011-12-05,-2.8571
2011-12-21,-4.4118
2011-12-30,10.7692
2012-01-25,-23.6111
2012-01-26,10.9091
2012-01-27,16.6667
2012-02-14,-25.0
2012-03-01,5.7143
2012-03-08,17.1171
2012-04-02,7.6923
2012-04-04,14.2857
2012-04-09,12.5
2012-04-30,5.5556
2012-05-04,5.2632
2012-05-10,5.0
2012-08-10,-38.0952
2012-08-27,23.0769
2012-11-02,1.2658
2012-11-16,0.0
2013-01-29,0.0
2013-02-20,0.0
2013-02-28,12.5
2013-03-06,-8.3333
2013-03-18,9.0909
2013-04-24,5.5556
2013-04-25,1.0526
2013-04-26,25.0
2013-05-08,2.0833
2013-08-20,-20.4082
2013-08-29,0.0
2013-09-24,-3.0769
2013-10-15,4.8677
2013-10-22,21.0898
2014-01-23,-15.754
2014-01-24,0.0
2014-01-27,10.0
2014-01-30,-6.8182
2014-02-11,9.7561
2014-05-23,1.7778
2014-06-02,0.8734
2014-09-29,0.4329
2014-10-21,5.1724
2014-10-24,1.2295
2014-12-11,4.5008
2014-12-23,56.6171
2014-12-30,-19.5
2015-01-07,11.8012
2015-02-10,-8.3333
2015-02-27,4.5455
2015-04-02,-2.8986
2015-04-15,3.2836
2015-04-20,1.1561
2015-04-23,0.0
2015-04-28,0.8571
2015-05-07,4.8159
2015-05-15,-2.7027
2015-05-20,0.0
2015-06-09,-1.6667
2015-07-06,7.3446
2015-07-07,0.0
2015-07-14,0.0
2015-07-17,-2.6316
2015-07-22,0.0
2015-07-23,0.0
2015-07-28,-4.0541
2015-08-12,1.4085
2015-08-13,2.7778
2015-08-17,0.0
2015-08-18,0.0
2015-08-21,0.0
2015-08-26,-2.973
2015-09-09,3.0641
2015-09-15,0.0541
2015-09-16,-0.054
2015-09-28,-2.6486
2015-10-06,-1.3881000000000001
2015-10-07,1.3514
2015-10-13,0.0
2015-10-16,0.0
2015-10-21,0.0
2015-10-26,2.5
2015-10-28,-3.0894
2015-11-12,0.5634
2015-11-13,-0.5602
2015-11-16,0.0
2015-11-17,-0.8451
2015-11-18,2.2159
2015-11-19,0.0556
2015-11-20,-2.2222
2015-11-23,-0.1136
2015-11-24,0.1138
2015-11-25,1.5909
2015-12-01,-1.5659999999999998
2015-12-02,-0.2841
2015-12-04,1.1396
2015-12-07,1.4085
2015-12-08,-2.7778
2015-12-09,0.0
2015-12-11,2.8
2015-12-22,-0.5003
2015-12-28,0.0
2015-12-29,0.5028
2016-01-05,0.0
2016-01-07,-2.7237
2016-03-28,-2.0
2016-03-29,0.0
2016-04-29,4.9563
2016-05-09,5.0
2016-05-11,-2.1164
2016-06-24,-6.4865
2016-07-06,0.0
2016-07-11,0.289
2016-07-12,-0.2305
2016-07-19,0.5199
2016-08-10,0.5747
2016-09-02,0.0
2016-09-14,0.5714
2016-09-20,-0.5682
2016-12-01,2.8571
2016-12-21,0.0
2016-12-30,0.6704
2017-01-17,-0.111
2017-01-18,0.0
2017-01-19,-2.7778
2017-01-31,2.8571
2017-02-16,-1.1111
2017-02-22,-0.2809
2017-02-28,0.338
2017-03-10,-0.7299
2017-03-13,0.1131
2017-03-14,-1.1299
2017-03-16,0.0
2017-03-17,0.0
2017-03-22,-1.3714
2017-04-04,1.5643
2017-04-05,-0.1711
2017-04-10,0.0
2017-04-11,0.5714
2017-04-18,0.0
2017-04-26,0.2841
2017-04-27,1.4163999999999999
2017-05-04,4.7486
2017-05-05,1.3333
2017-05-08,1.3158
2017-05-10,7.5325
2017-05-11,5.0725
2017-05-12,19.5402
2017-05-17,15.1923
2017-05-18,-3.172
2017-06-13,17.2414
2017-07-03,-20.5882
2017-07-12,0.0
2017-07-13,7.4074
2017-07-17,0.0
2017-07-26,0.0
2017-07-27,-2.5862
2017-09-12,16.8142
2017-09-13,6.0606
2017-10-19,-18.5714
2017-11-06,-0.8803
2017-11-08,-0.5329
2017-11-27,0.0
2017-11-29,0.0
2017-12-29,14.2857
2018-01-05,9.375
2018-01-12,-8.5714
2018-01-17,0.0
2018-01-18,6.25
2018-01-19,2.9412000000000003
2018-03-26,0.0
2018-03-27,12.857099999999999
2018-04-16,-26.1519
2018-05-16,16.5581
2018-05-23,5.8529
2018-06-19,-2.7508
2018-10-05,-13.857099999999999
2018-10-09,-0.4975
2018-11-15,0.0
2018-11-19,0.0
2018-11-27,-3.3333
2018-12-04,0.0
2018-12-07,0.4138
2019-01-24,-3.4483
2019-01-30,-7.1429
2019-01-31,15.3846
2019-02-01,-8.3333
2019-02-06,0.9091
2019-02-07,0.5405
2019-02-08,0.0
2019-02-11,-3.2258
2019-03-13,-0.9259
2019-04-05,0.0
2019-04-11,-2.8037
2019-04-16,6.7308
2019-04-22,0.5405
2019-05-10,7.5269
2019-05-21,0.0
2019-05-23,-9.1667
2019-05-28,0.0
2019-05-31,0.0
2019-06-04,0.0
2019-08-14,-4.5872
2019-09-13,-7.6919
2019-10-01,8.3329
2019-10-17,3.8462
2019-10-29,3.7037
2019-10-31,0.0
2019-11-05,-3.5714
2019-11-06,-4.6296
2019-11-15,3.1068
2019-11-21,-0.1507
2019-12-03,1.8860999999999999
2019-12-04,0.0
2019-12-06,1.8141
2019-12-09,0.4364
2019-12-23,1.8182
2019-12-30,-1.7856999999999998
2019-12-31,0.0
2020-01-22,4.5091
2020-01-28,-7.7940000000000005
2020-01-29,0.4151
2020-02-06,5.2236
2020-02-10,0.0
2020-02-11,0.8929
2020-02-13,2.6549
2020-03-12,-0.8621
2020-03-13,-0.8
2020-03-16,-6.1711
2020-03-18,0.3363
2020-03-23,-0.3352
2020-03-25,0.8595
2020-03-26,-0.8522
2020-03-27,-6.7638
2020-04-03,-3.8076
2020-04-06,0.4167
2020-04-07,-0.8299
2020-04-08,-0.6276
2020-04-09,-1.4737
2020-06-08,4.7009
2020-06-15,-3.0612
2020-06-17,20.4211
2020-06-19,11.8881
2020-06-22,9.375
2020-06-24,-13.6571
2020-06-26,-0.2316
2020-07-13,-0.4975
2020-07-14,0.0
2020-07-20,3.3333
