ticker,HIUH US Equity
2001-08-27,0.0
2001-08-29,0.0
2001-08-30,0.0
2001-08-31,0.0
2001-09-10,-1.3605
2001-09-19,-10.3448
2001-09-28,23.0769
2001-10-11,9.375
2001-10-22,-8.5714
2001-10-24,9.375
2001-10-30,71.4286
2001-10-31,16.6667
2001-11-01,-21.4286
2001-11-08,27.2727
2001-11-12,-14.2857
2001-11-13,-8.3333
2001-11-27,9.0909
2001-11-30,16.6667
2001-12-04,-24.2857
2001-12-06,41.5094
2001-12-07,-6.6667
2001-12-10,-11.4286
2001-12-11,0.0
2001-12-12,-11.2903
2001-12-28,-1.8182
2001-12-31,14.8148
2002-01-17,-3.2258
2002-01-24,-10.0
2002-01-29,0.0
2002-01-31,22.2222
2002-02-12,-16.6667
2002-02-13,9.0909
2002-02-28,10.0
2002-03-27,-9.0909
2002-03-28,13.3333
2002-04-02,-2.9412000000000003
2002-04-30,3.0303
2002-05-15,0.0
2002-05-30,0.0
2002-05-31,-4.4118
2002-06-17,-1.5385
2002-06-28,1.5625
2002-07-10,-10.7692
2002-07-11,-5.1724
2002-07-25,10.9091
2002-07-31,6.5574
2002-08-29,-7.6923
2002-08-30,8.3333
2002-09-19,7.6923
2002-09-26,0.0
2002-09-27,28.5714
2002-09-30,11.1111
2002-10-02,-25.0
2002-10-09,-20.0
2002-10-24,11.6667
2002-10-25,2.9851
2002-10-28,44.9275
2002-10-31,0.0
2002-11-01,10.0
2002-11-05,-27.2727
2002-11-15,50.0
2002-11-18,33.3333
2002-11-22,-63.125
2002-11-25,-15.2542
2002-11-26,0.0
2002-11-27,130.0
2002-11-29,-4.638
2002-12-02,0.3043
2002-12-04,-45.4545
2002-12-06,-50.0
2002-12-27,40.0
2002-12-30,0.0
2002-12-31,90.4762
2003-01-06,-65.0
2003-01-07,60.7143
2003-01-08,0.0
2003-01-09,11.1111
2003-01-27,-50.0
2003-01-28,80.0
2003-01-29,-11.1111
2003-01-31,25.0
2003-02-03,0.0
2003-02-04,0.0
2003-02-10,-20.0
2003-02-11,20.0
2003-02-12,-8.3333
2003-02-18,-9.0909
2003-02-20,-12.5
2003-02-24,14.2857
2003-02-26,7.5
2003-02-27,4.6512
2003-02-28,8.8889
2003-03-06,-28.5714
2003-03-07,0.0
2003-03-11,-5.7143
2003-03-13,-9.0909
2003-03-19,0.0
2003-03-27,-16.6667
2003-03-28,28.0
2003-03-31,0.0
2003-04-01,0.0
2003-04-02,-9.375
2003-04-03,0.0
2003-04-07,0.0
2003-04-11,-3.4483
2003-04-14,3.5714
2003-04-16,3.4483
2003-04-17,-3.3333
2003-04-24,-27.5862
2003-04-28,33.3333
2003-04-30,0.0
2003-05-06,-21.4286
2003-05-07,18.1818
2003-05-09,-10.0
2003-05-12,15.3846
2003-05-13,0.0
2003-05-16,0.0
2003-05-29,-24.4444
2003-05-30,-0.9804
2003-06-02,38.6139
2003-06-04,0.0
2003-06-06,3.5714
2003-06-10,-3.4483
2003-06-18,3.5714
2003-06-25,3.4483
2003-06-30,26.6667
2003-07-14,-15.7895
2003-07-29,0.0
2003-09-02,-37.5
2003-09-08,-45.0
2003-09-10,0.0
2003-09-15,0.0
2003-09-16,-5.4545
2003-09-22,-1.9231
2003-09-24,-31.3725
2003-10-01,-28.5714
2003-10-02,-28.0
2003-10-10,-16.6667
2003-10-14,-26.6667
2003-10-29,-9.0909
2003-12-26,0.0
2004-01-02,0.0
2004-08-02,0.0
2005-01-03,0.0
2005-02-16,0.0
2005-02-23,0.0
2005-06-03,0.0
2006-01-30,0.0
2006-02-06,-50.0
2006-02-09,0.0
2006-02-17,-40.0
2006-02-28,0.0
2006-03-09,0.0
2006-03-17,-33.3333
2007-02-12,0.0
2007-03-06,0.0
2007-03-23,-50.0
2007-03-29,0.0
2007-05-03,0.0
2007-05-30,0.0
2007-06-05,0.0
2007-09-17,200.0
2007-09-18,-33.3333
2007-09-19,0.0
2007-09-27,-50.0
2007-10-03,0.0
2007-10-12,0.0
2007-12-04,0.0
2008-01-16,-50.0
2008-02-06,-77.5
2010-04-27,-94.0741
2010-05-07,1650.0
2010-05-11,0.0
2010-05-14,-3.5714
2010-05-17,11.1111
2010-05-19,3.3333
2010-05-20,-3.2258
2010-05-21,3.3333
2010-05-24,6.4516
2010-05-25,0.0
2010-05-26,0.0
2010-05-28,0.0
2010-06-01,6.0606
2010-06-03,0.0
2010-06-08,-11.4286
2010-06-10,9.6774
2010-06-15,-70.5882
2010-06-16,180.0
2010-06-18,25.0
2010-06-22,-57.1429
2010-06-23,126.6667
2010-06-29,-2.9412000000000003
2010-06-30,21.2121
2010-07-07,-2.5
2010-07-14,0.0
2010-07-21,0.0
2010-07-28,2.5641
2010-08-05,5.0
2010-08-16,0.0
2010-08-26,9.5238
2010-09-07,0.0
2010-09-15,-8.6957
2010-09-24,9.5238
2010-10-01,0.0
2010-11-12,0.0
