ticker,RDOIF US Equity
2011-03-03,11.2854
2011-03-04,-5.2602
2011-03-07,3.5962
2011-03-08,-3.7251
2011-03-09,-1.6638
2011-03-10,-7.6333
2011-03-11,-1.6028
2011-03-14,-10.1034
2011-03-15,0.4093
2011-03-16,-5.7943999999999996
2011-03-17,13.0238
2011-03-18,0.4505
2011-03-21,5.7567
2011-03-22,-0.3551
2011-03-23,2.4388
2011-03-24,1.7732
2011-03-25,0.2245
2011-03-28,4.2558
2011-03-29,-5.625
2011-03-30,-1.5108000000000001
2011-03-31,-2.4165
2011-04-01,-4.0321
2011-04-04,4.4033999999999995
2011-04-05,-0.5158
2011-04-06,-3.262
2011-04-07,0.5136
2011-04-08,1.7551999999999999
2011-04-11,-1.7467000000000001
2011-04-12,-2.1194
2011-04-13,1.5807
2011-04-15,-2.3132
2011-04-18,-3.6779
2011-04-19,0.8551
2011-04-20,1.6486
2011-04-21,0.2317
2011-04-25,-3.4298
2011-04-26,-5.688
2011-04-27,-0.4061
2011-04-28,-2.1662
2011-04-29,-1.7518
2011-05-02,-7.2379999999999995
2011-05-03,5.2161
2011-05-04,-4.0
2011-05-05,-15.1104
2011-05-06,5.4917
2011-05-09,-0.0671
2011-05-10,0.5494
2011-05-11,1.3208
2011-05-12,-3.9184
2011-05-13,-4.2881
2011-05-16,-7.986
2011-05-17,18.399
2011-05-18,0.062
2011-05-19,-0.3522
2011-05-20,14.3967
2011-05-24,-8.354800000000001
2011-05-25,5.5121
2011-05-26,4.5115
2011-05-31,-4.6157
2011-06-01,-5.7266
2011-06-03,-4.9611
2011-06-06,-5.0865
2011-06-07,-0.7041
2011-06-08,-3.2366
2011-06-09,-2.9655
2011-06-10,-1.0661
2011-06-13,0.7184
2011-06-14,0.107
2011-06-15,-2.0885
2011-06-16,-2.2923
2011-06-20,-0.4608
2011-06-21,-0.3601
2011-06-23,-3.7828
2011-06-24,-0.1415
2011-06-27,-6.2134
2011-06-28,-10.5729
2011-06-29,14.2924
2011-07-05,21.8916
2011-07-06,17.3495
2011-07-07,-0.7054
2011-07-08,-5.9414
2011-07-11,-1.5029
2011-07-12,0.3176
2011-07-13,-18.3138
2011-07-14,-4.7259
2011-07-18,-0.8978
2011-07-19,1.5615999999999999
2011-07-21,22.5765
2011-07-22,-0.3337
2011-07-25,-5.2725
2011-07-26,-4.9825
2011-07-27,-5.2349
2011-07-28,0.5297
2011-08-02,-2.7098
2011-08-03,-8.3559
2011-08-04,2.1528
2011-08-05,-3.719
2011-08-08,-7.4249
2011-08-09,-0.649
2011-08-10,0.9041
2011-08-11,5.0697
2011-08-12,7.3944
2011-08-15,4.5902
2011-08-16,-1.5575999999999999
2011-08-17,-0.209
2011-08-18,-5.9434000000000005
2011-08-19,3.3503
2011-08-22,-1.3131
2011-08-23,0.1663
2011-08-24,1.3854
2011-08-25,-3.7412
2011-08-26,-4.2376
2011-08-29,10.4103
2011-08-30,-5.0588
2011-08-31,-0.3814
2011-09-01,-3.5995
2011-09-02,1.263
2011-09-06,-12.854
2011-09-07,-15.25
2011-09-09,-8.2596
2011-09-12,-2.1222
2011-09-13,-2.2093
2011-09-14,-4.3924
2011-09-15,19.3254
2011-09-16,3.3422
2011-09-19,-3.7897
2011-09-20,-3.6724
2011-09-21,-4.9808
2011-09-22,-22.5368
2011-09-23,4.4277
2011-09-27,21.74
2011-09-29,-17.8577
2011-10-04,-5.92
2011-10-05,14.764
2011-10-07,-2.51
2011-10-11,8.6833
2011-10-13,0.6993
2011-10-14,-68.4896
2011-10-17,24.7934
2011-10-18,5.9603
2011-10-19,-6.9583
2011-10-20,1.3435000000000001
2011-10-21,6.7609
2011-10-24,5.5877
2011-10-25,-16.7385
2011-10-26,6.968
2011-10-27,-4.0053
2011-10-28,9.7432
2011-10-31,-0.1253
2011-11-01,-2.7818
2011-11-03,8.6489
2011-11-04,-5.0099
2011-11-08,1.3967
2011-11-09,-9.7039
2011-11-11,1.4572
2011-11-14,0.7181
2011-11-15,-5.8824
2011-11-16,-0.1894
2011-11-17,-5.1233
2011-11-18,1.45
2011-11-21,-2.0207
2011-11-22,-12.6761
2011-11-23,-4.1475
2011-11-25,-10.4267
2011-11-28,6.6085
2011-11-29,-9.4714
2011-11-30,-15.4675
2011-12-01,6.5789
2011-12-05,35.1852
2011-12-06,-15.5251
2011-12-07,5.9459
2011-12-08,-4.2411
2011-12-13,-68.032
2011-12-14,12.5
2011-12-15,11.1111
2011-12-16,-0.6667
2011-12-19,-22.5671
2011-12-20,4.8754
2011-12-21,17.3554
2011-12-22,-7.0423
2011-12-23,26.0417
2011-12-28,46.5064
2011-12-29,-17.9487
2011-12-30,-4.5
2012-01-03,-1.5707
2012-01-06,1.0638
2012-01-09,-10.526299999999999
2012-01-11,-5.2941
2012-01-12,-6.8323
2012-01-18,42.0
2012-01-20,-2.6408
2012-01-31,3.1947
2012-02-02,5.1402
2012-02-03,6.6667
2012-02-08,-1.0937999999999999
2012-02-09,7.8462
2012-02-14,70.3125
2012-02-15,6.6514
2012-02-17,-27.4462
2012-02-21,-9.2997
2012-02-23,11.1111
2012-02-24,0.5882
2012-02-27,-6.4327
2012-02-29,7.5
2012-03-01,-6.9767
2012-03-02,0.0
2012-03-05,-7.5
2012-03-06,-11.0642
2012-03-07,-4.6533999999999995
2012-03-08,1.992
2012-03-13,4.0039
2012-03-14,-4.6009
2012-03-15,-11.0236
2012-03-16,-6.0841
2012-03-20,11.6608
2012-03-21,1.2658
2012-03-22,-11.6667
2012-03-23,-10.3774
2012-03-26,27.3684
2012-03-27,-14.876
2012-03-28,8.9199
2012-03-29,-1.0585
2012-04-02,17.1171
2012-04-04,-5.7692
2012-04-05,-1.2245
2012-04-18,-14.7727
2012-04-19,17.3333
2012-04-24,-14.876
2012-04-27,-0.9709
2012-04-30,-2.9412000000000003
2012-05-02,-5.0505
2012-05-03,0.0
2012-05-07,-0.5319
2012-05-08,-3.7433
2012-05-11,-3.125
2012-05-31,-19.7133
2012-06-05,-14.2857
2012-06-06,0.8333
2012-06-12,0.8264
2012-06-13,-0.8197
2012-07-10,5.7851
2012-07-25,-21.875
2012-07-26,2.75
2012-07-31,-12.4088
2012-08-10,-20.0
2012-08-14,18.0556
2012-08-15,13.8235
2012-08-17,-17.3127
2012-08-22,5.0
2012-09-12,-33.3333
2012-09-13,1.7856999999999998
2012-09-14,0.0
2012-09-17,-19.2982
2012-09-25,21.7391
2012-10-03,10.7143
2012-10-09,40.3226
2012-10-16,-24.1379
2012-11-02,69.697
2012-11-07,-33.0357
2012-11-23,62.6667
2012-11-26,-8.1967
2012-11-27,-24.1071
2012-11-28,0.0
2012-11-30,-16.9118
2012-12-03,20.354
2012-12-04,-3.5294
2012-12-05,3.2012
2012-12-06,-5.4653
2012-12-10,2.5
2012-12-17,-24.3902
2012-12-19,0.0
2012-12-21,12.9032
2012-12-24,74.2857
2012-12-27,50.8197
2012-12-28,-32.0652
2012-12-31,-16.0
2013-01-03,11.4286
2013-01-04,0.0
2013-01-08,-4.2735
2013-01-11,-1.7856999999999998
2013-01-14,-10.9091
2013-01-15,-8.1633
2013-01-17,3.6111
2013-01-18,67.2922
2013-01-24,-39.7436
2013-01-25,74.4681
2013-01-30,-2.439
2013-02-01,3.125
2013-02-04,-6.0606
2013-02-07,-9.5161
2013-02-12,2.6738
2013-02-14,0.5208
2013-02-15,5.5268
2013-02-19,0.1637
2013-02-20,-7.1895
2013-02-21,4.0493
2013-02-22,1.5228000000000002
2013-02-25,-5.3333
2013-02-26,6.338
2013-02-27,3.4768
2013-02-28,3.04
2013-03-01,-15.528
2013-03-04,32.3529
2013-03-05,0.0
2013-03-06,-2.2222
2013-03-07,-6.108
2013-03-08,6.5053
2013-03-11,2.8409
2013-03-12,0.5525
2013-03-13,-1.0989
2013-03-14,-5.0
2013-03-15,-0.5848
2013-03-18,-4.7059
2013-03-19,-2.4691
2013-03-20,-10.1266
2013-03-21,-16.9014
2013-03-25,-6.7797
2013-03-27,1.8182
2013-03-28,9.8214
2013-04-01,8.1301
2013-04-02,-14.8496
2013-04-03,-1.1038000000000001
2013-04-04,7.1429
2013-04-08,-6.875
2013-04-09,1.1186
2013-04-10,-2.6549
2013-04-11,2.7273
2013-04-12,0.0
2013-04-15,-9.7345
2013-04-16,20.5882
2013-04-17,-8.1301
2013-04-18,-4.4248
2013-04-19,-9.2593
2013-04-22,5.102
2013-04-23,0.0
2013-04-24,-9.7087
2013-04-25,-15.8602
2013-04-26,32.9073
2013-04-29,-9.6154
2013-04-30,-14.8936
2013-05-01,25.0
2013-05-02,-0.625
2013-05-03,-14.4654
2013-05-06,-23.0882
2013-05-07,22.3709
2013-05-10,23.75
2013-05-13,-25.2525
2013-05-14,21.6216
2013-05-15,-11.1111
2013-05-17,3.75
2013-05-21,0.0
2013-05-29,-25.3012
2013-05-30,25.8065
2013-05-31,-6.4103
2013-06-05,-27.3973
2013-06-06,-24.5283
2013-06-07,32.5
2013-06-10,0.0
2013-06-11,18.1604
2013-06-12,5.3892
2013-06-13,-18.1818
2013-06-20,-20.3704
2013-06-21,-30.2326
2013-06-24,-20.0
2013-06-26,0.0
2013-06-27,-41.6667
2013-06-28,0.0
2013-07-02,-71.4286
2013-07-08,15.625
2013-07-10,8.1081
2013-07-12,-20.0
2013-07-18,18.75
2013-07-19,410.5263
2013-07-22,119.5876
2013-07-23,0.2347
2013-07-25,-18.267
2013-07-29,0.2865
2013-07-30,-44.5714
2013-08-01,61.8557
2013-08-06,-51.5924
2013-08-07,101.9737
2013-08-09,-11.4007
2013-08-12,-12.5
2013-08-14,-51.6807
2013-08-15,69.5652
2013-08-20,-1.5385
2013-08-23,-1.0417
2013-08-26,80.0
2013-08-27,-76.6082
2013-08-30,136.25
2013-09-04,10.0529
2013-09-10,62.5
2013-09-11,-5.3254
2013-09-12,-50.0
2013-09-19,0.0
2013-09-23,-26.875
2013-09-25,173.5043
2013-09-26,-75.0
2013-09-27,300.0
2013-09-30,0.0
2013-10-01,0.0
2013-10-07,-63.4375
2013-10-09,105.1282
2013-10-15,-4.1667
2013-10-16,-30.4348
2013-10-17,100.0
2013-10-18,-15.0
2013-10-21,17.647100000000002
2013-10-22,0.0
2013-10-29,-40.0
2013-11-06,40.1042
2013-11-07,-40.5204
2013-11-11,-50.0
2013-11-13,43.75
2013-11-14,-0.8696
2013-11-18,0.8772
2013-11-21,108.6957
2013-12-02,-53.3333
2013-12-06,-66.9643
2013-12-10,410.8108
2013-12-11,-80.4233
2013-12-12,0.0
2013-12-13,-5.4054
2013-12-17,5.7143
2013-12-18,0.0
2013-12-19,-13.5135
2013-12-20,15.625
2013-12-23,-13.5135
2013-12-27,25.0
2013-12-30,-7.5
2013-12-31,159.4595
2014-01-09,-50.0
2014-01-10,133.3333
2014-01-13,0.0
2014-01-21,-4.4643
2014-01-23,-2.8037
2014-01-30,23.0769
2014-02-13,-16.4063
2014-03-03,-0.9346
2014-03-06,0.9434
2014-03-12,-0.9346
2014-06-12,28.3019
2014-06-16,2.2059
2014-11-04,2.1583
2014-11-26,0.0
2014-12-10,-14.0845
2014-12-11,2.459
2015-01-20,4.0
2015-07-15,-98.4615
2015-08-21,0.0
2015-09-01,0.0
2015-09-25,0.0
2015-10-28,0.0
2015-11-05,0.0
2015-11-06,700.0
2015-11-10,-87.5
2015-11-18,0.0
2015-11-30,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2016-01-13,0.0
2016-01-25,700.0
2016-02-19,100.0
2016-04-28,-93.75
2016-05-31,0.0
2016-07-18,0.0
2016-08-26,0.0
2016-11-30,0.0
2016-12-19,0.0
2016-12-30,700.0
2017-02-01,-87.5
2017-02-22,0.0
2017-04-10,0.0
2017-04-12,700.0
2017-04-26,-87.5
2017-06-08,-92.0
2017-09-07,-90.0
2017-10-04,0.0
2017-11-03,9900.0
2017-11-07,0.0
2017-11-14,0.0
2017-12-11,0.0
2017-12-13,0.0
2017-12-27,-90.0
2017-12-28,900.0
2017-12-29,-90.0
2018-01-02,900.0
2018-01-03,-90.0
2018-01-23,900.0
2018-02-13,0.0
2018-02-16,-90.0
2018-03-01,900.0
2018-04-05,0.0
2018-05-11,0.0
2018-06-11,-99.0
2018-07-12,9900.0
2018-10-17,0.0
2018-11-06,0.0
2018-12-14,-99.0
2018-12-18,900.0
2019-04-10,900.0
2019-04-22,-90.0
2019-05-14,-90.0
2019-05-16,0.0
2019-07-24,9900.0
2019-09-09,-99.0
2019-09-17,900.0
2019-11-18,900.0
2019-12-02,-99.0
2019-12-19,400.0
2020-01-21,1900.0001
2020-03-12,0.0
2020-03-26,0.0
2020-04-03,0.0
2020-04-13,0.0
2020-04-24,0.0
2020-05-11,0.0
2020-05-12,0.0
