ticker,SRMUF US Equity
2005-07-18,0.5344
2005-08-29,-2.346
2005-09-01,3.6036
2005-09-02,-2.8986
2005-09-08,-11.9403
2005-09-22,-14.5763
2005-10-14,-5.1587
2005-10-21,4.6025
2005-10-24,0.0
2005-11-09,0.0
2005-12-02,-12.0
2005-12-13,-3.1818
2005-12-14,15.0235
2005-12-20,6.1224
2005-12-28,-15.3846
2006-01-03,9.0909
2006-02-02,2.0833
2006-02-09,22.449
2006-02-21,1.6667
2006-02-23,12.7869
2006-02-24,7.5581
2006-02-28,-9.4595
2006-03-22,-8.9552
2006-03-29,3.2787
2006-03-30,11.1111
2006-03-31,2.8571
2006-04-03,-2.7778
2006-04-05,0.0
2006-04-06,6.0
2006-04-10,52.2911
2006-04-11,-0.8628
2006-04-12,-2.7003
2006-04-13,4.0711
2006-04-17,-6.5565
2006-04-18,11.3208
2006-05-01,-6.7797
2006-05-05,-0.875
2006-05-09,-0.9515
2006-05-10,194.4444
2006-05-16,-66.0377
2006-05-17,-5.5556
2006-05-18,-0.9804
2006-06-06,-11.8812
2006-06-20,-12.3596
2006-07-18,11.538499999999999
2006-07-19,-1.3793
2006-08-08,-5.5944
2006-09-11,-8.1481
2006-09-13,7.5269
2006-09-19,-7.0781
2006-09-27,-13.9062
2006-11-03,18.75
2006-12-06,28.947400000000002
2006-12-07,10.2041
2006-12-08,14.8148
2006-12-11,2.6814999999999998
2006-12-20,-2.5623
2006-12-29,46.7003
2007-01-03,2.9876
2007-01-04,8.2628
2007-01-05,-19.3483
2007-01-08,18.5366
2007-01-09,-8.5567
2007-01-10,-2.2548
2007-01-18,19.0311
2007-01-24,5.1357
2007-01-29,-2.4136
2007-01-30,-0.0767
2007-02-12,-10.7396
2007-02-13,-26.9358
2007-02-14,2.3188
2007-02-15,10.4816
2007-02-16,-2.5641
2007-02-20,-8.4704
2007-02-21,-1.5813000000000001
2007-02-23,-11.3383
2007-02-26,9.9053
2007-02-27,-7.0639
2007-03-01,2.7117
2007-03-02,-5.7806999999999995
2007-03-07,0.0
2007-03-08,8.3333
2007-03-09,2.9423
2007-03-12,-2.8582
2007-03-20,-5.7404
2007-03-26,2.8053
2007-03-27,0.8434
2007-04-02,-5.5397
2007-04-04,-6.6667
2007-04-30,35.4464
2007-05-14,-13.2086
2007-05-17,-2.0222
2007-05-30,6.8992
2007-06-05,-3.0185
2007-06-14,-1.2992
2007-06-15,5.1326
2007-06-18,-8.0526
2007-06-19,8.2484
2007-06-20,-1.3394
2007-06-25,-4.8523
2007-06-26,3.3452
2007-06-27,-7.2948
2007-07-16,-3.4011
2007-07-19,5.0
2007-07-20,-0.6349
2007-07-23,-10.8626
2007-07-27,7.5269
2007-07-30,-8.3333
2007-08-03,0.0
2007-08-08,7.7841000000000005
2007-08-09,-17.7438
2007-08-14,0.9997
2007-08-15,-4.5685
2007-08-17,-8.5106
2007-08-20,3.4884
2007-08-28,-2.6685
2007-08-29,8.9466
2007-08-30,-5.6954
2007-09-13,13.4831
2007-09-20,19.703
2007-09-21,-10.67
2007-10-01,-9.2593
2007-10-11,12.0663
2007-10-12,1.9804
2007-10-17,-0.3571
2007-10-18,-1.5232999999999999
2007-10-19,-1.0237
2007-10-22,-1.3559999999999999
2007-10-26,6.2442
2007-11-05,11.7544
2007-11-06,-1.0989
2007-11-08,-11.1111
2007-11-13,1.4062000000000001
2007-11-14,21.8358
2007-11-15,-0.9395
2007-11-19,1.5502
2007-11-21,2.6401
2007-11-30,-8.3377
2007-12-03,1.6320999999999999
2007-12-04,-4.2074
2007-12-06,-7.8431
2007-12-10,1.2979
2007-12-11,-3.1611
2007-12-13,-9.1639
2007-12-21,14.5177
2008-01-04,-17.5146
2008-01-07,7.3054
2008-01-08,-2.3439
2008-01-11,-5.3431
2008-01-18,-0.3058
2008-01-22,-20.2454
2008-01-23,-1.2821
2008-01-29,5.4545
2008-01-31,12.5924
2008-02-01,16.7487
2008-02-04,-2.5647
2008-02-05,-6.851
2008-02-06,2.1935000000000002
2008-02-15,-11.7803
2008-02-20,5.224
2008-02-21,-2.0675
2008-02-22,0.0
2008-02-25,-6.6667
2008-02-29,0.0
2008-03-03,5.9524
2008-03-10,-16.1798
2008-03-17,-9.6515
2008-03-19,4.451
2008-03-26,-7.8125
2008-04-01,2.1572
2008-04-07,11.6139
2008-04-18,-6.1824
2008-05-02,-4.5013
2008-05-06,1.3575
2008-05-09,-4.7619
2008-05-22,12.5
2008-06-09,-30.2778
2008-06-12,3.3865
2008-06-13,6.9364
2008-06-20,8.1081
2008-06-26,-19.0625
2008-07-07,26.6409
2008-07-10,-6.3415
2008-07-25,-14.171
2008-07-28,1.1378
2008-07-30,0.0
2008-08-01,-3.2
2008-08-05,-13.843
2008-08-12,5.1259
2008-08-25,8.1266
2008-09-11,-43.6709
2008-09-16,-6.367
2008-09-18,-0.4
2008-09-19,-9.2369
2008-09-22,3.5398
2008-09-23,11.1111
2008-09-24,4.1346
2008-11-04,-48.2918
2008-11-11,-27.1429
2008-11-20,-21.5686
2008-12-08,2.5
2008-12-19,12.1951
2008-12-23,-21.7391
2008-12-24,79.1667
2008-12-30,-11.6279
2008-12-31,39.4737
2009-01-22,-33.3333
2009-01-30,-19.1038
2009-02-09,32.07
2009-03-16,-39.955799999999996
2009-06-08,0.0
2009-07-23,5.8824
2009-08-18,66.6667
2009-09-02,-3.5417
2009-09-15,5.3996
2009-10-16,47.0287
2009-11-02,-10.8014
2009-11-05,-5.0
2009-12-03,-18.4211
2009-12-14,-19.3548
2009-12-30,34.375
2009-12-31,-0.8372
2010-01-15,68.8555
2010-02-17,-38.6667
2010-02-19,8.6957
2010-02-23,-23.5833
2010-02-25,-2.2901
2010-03-04,33.9286
2010-03-12,-18.6667
2010-03-23,13.1148
2010-03-24,-0.7246
2010-03-26,2.1898
2010-04-01,0.0
2010-04-09,-22.1429
2010-04-12,19.2661
2010-04-20,0.1923
2010-04-22,-0.1919
2010-04-27,6.9231
2010-04-28,0.0
2010-05-04,-1.4388
2010-05-27,-35.4927
2010-07-23,42.5743
2010-07-26,3.1746
2010-08-09,-25.1923
2010-08-10,29.563
2010-08-16,4.7619
2010-08-18,3.7879
2010-08-19,-5.1095
2010-08-20,-19.7115
2010-08-24,22.6347
2010-08-25,1.5625
2010-08-26,3.0769
2010-08-27,0.0
2010-09-07,4.4776
2010-09-13,0.0
2010-09-27,38.5714
2010-09-28,-7.2165
2010-09-29,0.0
2010-09-30,0.0
2010-10-07,3.8889
2010-10-19,-14.4385
2010-11-15,1.4844
2010-11-17,2.8483
2010-11-24,6.8114
2010-11-26,-11.843
2010-11-29,11.9237
2010-12-03,-21.0227
2010-12-08,42.7158
2010-12-10,-4.7259
2010-12-16,-10.4497
2010-12-22,-6.647
2010-12-23,-5.8544
2011-01-05,-12.4706
2011-01-07,-1.9777
2011-01-10,-7.5416
2011-01-12,-9.8305
2011-01-18,9.9624
2011-01-24,1.4744
2011-01-26,-4.422
2011-01-27,-1.5863
2011-01-31,-2.4625
2011-02-01,-1.2394
2011-02-02,-1.0923
2011-02-03,-2.2556
2011-02-04,-3.2452
2011-02-07,1.441
2011-02-08,3.7717
2011-02-14,9.5823
2011-02-17,-1.4646
2011-02-22,-3.3661
2011-03-03,1.425
2011-03-07,1.6726
2011-03-09,-1.2941
2011-03-11,-8.1778
2011-03-14,2.0329
2011-03-15,-4.9336
2011-03-16,5.5514
2011-03-22,-3.4039
2011-03-23,2.9732
2011-03-24,-5.5846
2011-04-04,-3.2469
2011-04-12,-0.1041
2011-04-13,-3.9193
2011-04-14,4.0791
2011-04-25,4.2708
2011-04-26,9.6528
2011-04-27,7.2999
2011-04-29,-1.1993
2011-05-02,0.4619
2011-05-05,-11.8584
2011-05-09,-1.3709
2011-05-13,-0.1845
2011-05-27,-6.2477
2011-06-03,1.643
2011-06-24,-2.1337
2011-06-29,-22.5159
2011-06-30,-2.1828
2011-07-05,-13.2497
2011-07-06,-1.7685
2011-07-07,-2.7823
2011-07-11,13.1313
2011-07-18,0.7813
2011-07-25,11.5356
2011-07-26,0.2979
2011-08-02,-4.9662
2011-08-04,-6.3889
2011-08-05,-6.7878
2011-08-12,0.4377
2011-08-22,-12.6189
2011-08-23,-2.063
2011-09-07,12.5463
2011-09-09,-17.4002
2011-09-29,-20.1195
2011-09-30,12.4688
2011-10-04,-26.6075
2011-10-05,1.5106000000000002
2011-10-06,7.0312
2011-10-07,-8.0292
2011-10-12,8.8435
2011-10-17,-4.1667
2011-10-26,-13.3333
2011-11-10,-6.3545
2011-11-18,-14.2857
2011-11-30,158.3333
2011-12-06,-11.7137
2011-12-20,-1.3473
2011-12-30,9.4444
2012-02-24,23.181
2012-02-28,-1.3736
2012-03-15,8.6351
2012-04-03,-13.8462
2012-04-16,-14.2857
2012-05-04,0.3472
2012-05-18,-15.917
2012-05-25,3.2922000000000002
2012-05-29,11.9522
2012-05-31,-2.1352
2012-08-08,-45.4545
2012-08-10,6.0
2012-08-13,-10.6918
2012-08-15,6.6021
2012-08-16,-4.2114
2012-08-21,6.5517
2012-08-27,-11.3269
2012-09-05,-28.1022
2012-09-18,-8.6294
2012-09-20,0.0
2012-09-27,-3.8889
2012-10-18,-14.2341
2012-10-22,-21.8197
2012-10-23,0.0
2012-10-25,-17.2414
2012-10-26,4.8177
2012-12-31,-99.7516
2013-04-23,0.0
2013-06-18,0.0
2013-06-27,0.0
2015-12-14,700.0
2016-12-23,-87.5
2016-12-27,700.0
2017-05-08,-87.5
2017-07-31,-20.0
2017-08-01,0.0
2017-08-11,0.0
2018-09-11,0.0
2018-09-17,0.0
2018-11-05,0.0
2018-12-04,0.0
2019-02-07,0.0
2019-03-15,0.0
2019-04-03,0.0
2019-06-05,0.0
2019-08-02,0.0
2019-08-12,0.0
2019-11-04,0.0
2019-11-14,0.0
2019-12-05,0.0
2019-12-27,900.0
2020-04-17,-99.9
