ticker,QING US Equity
2011-06-21,35.2632
2011-06-29,-49.0272
2011-07-01,98.4733
2011-07-07,-45.3846
2011-07-08,26.7606
2011-07-11,-25.5556
2011-07-12,-0.7463
2011-07-13,1.5038
2011-07-14,48.1481
2011-07-15,0.0
2011-07-18,0.0
2011-07-19,-29.5
2011-07-20,19.8582
2011-07-22,18.3432
2011-07-27,-30.0
2011-07-28,42.8571
2011-07-29,-15.5
2011-08-01,-5.3994
2011-08-02,-31.1962
2011-08-03,54.5455
2011-08-04,0.0
2011-08-05,0.0
2011-08-09,-11.7647
2011-08-12,0.0
2011-08-15,-39.875
2011-08-16,44.1441
2011-08-17,0.0
2011-08-18,-23.0769
2011-08-19,-5.0
2011-08-22,5.2632
2011-08-23,70.0
2011-08-25,-17.647100000000002
2011-08-29,7.1429
2011-08-31,33.3333
2011-09-01,-10.0625
2011-09-08,5.6289
2011-09-09,0.0
2011-09-12,-5.2632
2011-09-16,0.0
2011-09-20,-36.1111
2011-09-21,47.8261
2011-09-26,0.0
2011-09-30,-32.3529
2011-10-04,-8.6957
2011-10-05,0.0
2011-10-07,37.1429
2011-10-13,-27.0833
2011-10-14,14.2857
2011-10-17,8.3333
2011-10-24,-15.3846
2011-10-26,0.0
2011-11-07,-9.0909
2011-11-09,0.0
2011-11-10,-50.0
2011-11-11,80.0
2011-11-29,-33.3333
2011-12-01,-16.3542
2011-12-02,59.4022
2011-12-05,-37.5
2011-12-08,0.0
2011-12-12,-40.0
2011-12-13,50.0
2011-12-15,-33.3333
2011-12-19,496.6667
2011-12-23,-66.4804
2011-12-28,-56.6667
2011-12-29,0.4808
2012-01-25,-3.8278
2012-01-26,39.3035
2012-01-27,185.7143
2012-05-03,-74.5
2012-05-08,0.4902
2012-05-16,0.0
2012-05-18,0.0
2012-06-12,0.7317
2012-06-13,1.4527999999999999
2012-06-18,0.0
2012-06-22,0.0
2012-06-25,0.0
2012-06-29,3.1026
2012-08-08,0.463
2012-08-24,-5.53
2012-08-28,0.0
2012-09-06,-41.4634
2012-09-10,7.5
2012-09-27,0.3876
2012-10-10,-0.3861
2012-10-11,0.0
2012-10-15,-6.9767
2012-10-25,0.0
2012-11-01,0.0
2012-11-12,0.0
2012-11-19,0.0
2012-11-28,0.0
2012-11-30,-93.3333
2012-12-07,150.0
2012-12-14,0.0
2012-12-24,0.0
2013-01-14,0.0
2013-02-12,0.0
2013-05-30,87.5
2013-07-09,-36.0
2013-10-30,0.0
2013-12-20,-50.0
2013-12-23,8.3333
2013-12-31,96.1538
2014-04-15,0.0
2014-04-22,590.1961
2014-04-23,-4.5455
2014-04-24,-9.5238
2014-04-28,-21.0526
2014-04-29,-25.4167
2014-05-01,-1.6760000000000002
2014-05-05,36.3636
2014-05-13,-25.4167
2014-05-15,16.2011
2014-05-16,-2.8846
2014-05-27,0.0
2014-05-28,0.0
2014-05-30,-11.3861
2014-06-05,0.0
2014-06-11,0.0
2014-06-17,34.0782
2014-10-09,-33.3333
2014-10-17,0.0
2015-01-06,-25.0
2015-01-29,0.0
2015-04-08,0.0
2015-04-23,0.0
2015-06-12,0.0
2015-06-15,100.0
2015-06-17,-40.0
2015-06-23,-5.5556
2015-07-02,-23.5294
2015-08-24,15.3846
2015-08-28,0.0
2015-10-22,-6.6667
2015-11-09,7.1429
2015-11-17,0.0
2015-12-08,2.5
2015-12-15,-0.813
2015-12-17,-34.4262
2016-01-11,0.0
2016-03-17,-10.0
2016-03-28,-44.4444
2016-05-26,100.0
2016-05-27,0.0
2016-06-03,-10.0
2016-06-08,-11.1111
2016-07-01,125.0
2016-08-19,-50.0
2016-09-21,0.0
2016-10-18,11.1111
2016-12-30,-30.0
2017-02-07,157.1429
2017-02-24,-61.1111
2017-03-02,0.0
2017-04-24,-14.2857
2017-06-21,6.6667
2017-12-14,-3.4375
2017-12-20,90.9385
2017-12-29,-15.2542
2018-01-04,0.0
2018-01-25,0.0
2018-01-31,-18.0
2018-02-20,-20.2439
2018-02-22,-2.1407
2018-03-09,181.25
2018-04-20,-44.4444
2018-04-24,0.0
2018-05-01,0.0
2018-05-02,20.0
2018-05-21,-16.6667
2018-07-13,0.0
2018-10-04,0.0
2018-11-23,40.0
2018-11-27,-28.5714
2018-11-28,-6.4
2018-12-31,-35.8974
2019-01-03,166.6667
2019-01-04,-35.625
2019-02-20,-2.9126
2019-03-22,-10.0
2019-04-03,77.7778
2019-04-12,0.0
2019-05-14,-50.0
2019-07-02,-17.5
2019-08-20,-15.1515
2019-09-03,150.0
2019-09-09,-14.2857
2019-09-10,16.6667
2019-09-11,0.0
2019-09-12,21.4286
2019-09-17,-29.4118
2019-10-02,0.0
2019-10-03,-16.6667
2019-10-04,-40.0
2019-11-14,100.0
2019-11-15,-4.0
2019-12-27,4.1667
2020-01-02,8.3333
2020-02-03,-41.5385
2020-02-28,71.0526
2020-03-09,23.0769
2020-03-17,-26.25
2020-04-17,35.5932
2020-04-27,-0.5
2020-04-29,-50.3769
2020-05-04,102.5316
2020-05-08,55.0
2020-06-08,0.8065
2020-06-12,-51.2
2020-06-17,-1.6393
2020-06-19,108.3333
2020-06-23,20.0
2020-07-09,0.0
