ticker,HMTC US Equity
2002-07-03,-0.9756
2002-07-12,0.0
2002-07-15,0.9852
2002-07-17,-0.9756
2002-07-22,0.0
2002-09-04,0.0
2002-09-05,1.9704000000000002
2002-09-06,-2.4154999999999998
2002-09-16,-0.9901
2002-09-23,0.0
2002-10-08,0.0
2002-10-28,1.5
2002-11-27,-6.4039
2002-12-19,-2.1053
2002-12-30,0.0
2003-02-11,0.0
2003-02-12,0.0
2003-02-28,0.0
2003-03-12,0.0
2003-03-13,0.0
2003-05-02,0.0
2003-05-22,-3.2258
2003-09-09,-66.1111
2003-09-11,31.1475
2003-09-12,125.0
2003-09-17,0.0
2003-09-18,-58.3333
2003-09-26,113.3333
2003-10-23,-12.5
2003-11-11,7.1429
2003-12-03,-2.6667
2003-12-16,2.7397
2003-12-19,-6.6667
2003-12-30,28.5714
2004-03-25,-30.0
2004-04-02,8.7302
2004-04-06,-8.0292
2004-04-19,1.5873
2004-04-20,13.2813
2004-04-21,-10.3448
2004-04-23,3.8462
2004-05-04,-3.7037
2004-05-05,3.8462
2004-06-30,0.0
2004-07-01,-3.7037
2004-07-09,0.0
2004-07-13,3.8462
2004-07-15,-3.7037
2004-07-16,0.0
2004-07-27,0.0
2004-08-06,3.8462
2004-08-19,0.0
2004-08-27,-2.2222
2004-08-31,-7.5758
2004-09-28,-1.6393
2004-10-05,0.0
2004-10-08,4.1667
2004-10-28,0.0
2004-10-29,4.0
2004-11-05,-22.3077
2004-12-23,0.198
2004-12-27,-0.1976
2004-12-29,-50.495
2005-01-06,30.0
2005-02-10,-7.6923
2005-02-18,33.3333
2005-03-17,0.0
2005-03-24,-25.0
2005-04-04,-0.6667
2005-04-06,0.6711
2005-04-28,0.0
2005-04-29,-41.6667
2005-05-06,0.0
2005-05-10,71.4286
2005-05-19,58.3333
2005-05-23,-63.1579
2005-06-06,-5.7143
2005-06-07,12.1212
2005-06-10,35.1351
2005-07-07,24.0
2005-07-12,-35.4839
2005-08-12,10.0
2005-08-31,59.0909
2005-09-07,14.2857
2005-09-13,-12.5
2005-09-30,0.0
2005-10-05,0.0
2005-10-10,-8.5714
2005-10-11,9.375
2005-10-25,-10.0
2005-11-03,3.1746
2005-11-04,7.6923
2005-11-18,-8.5714
2005-11-28,0.0
2005-11-30,-10.625
2005-12-06,-3.4965
2005-12-20,-0.3623
2005-12-22,0.0
2005-12-23,3.6364
2005-12-28,-3.5088
2006-01-09,0.0
2006-01-17,-1.8182
2006-02-22,0.0
2006-02-27,177.7778
2006-03-07,-62.6667
2006-03-09,0.0
2006-03-13,3.5714
2006-03-21,-3.4483
2006-03-24,3.5714
2006-04-05,12.069
2006-05-24,-3.0769
2006-05-30,-14.2857
2006-06-22,3.7037
2006-06-23,-3.5714
2006-06-26,16.2963
2006-07-12,-0.3185
2006-07-21,-0.9585
2006-07-24,53.2258
2006-08-15,-36.8421
2006-10-31,21.6667
2006-11-09,0.0
2006-11-17,0.0
2006-11-21,36.9863
2006-12-07,-10.0
2006-12-12,-18.8889
2006-12-18,36.9863
2007-02-13,-25.0
2007-03-01,0.0
2007-03-08,18.6667
2007-03-30,1.1236
2007-04-02,-11.1111
2007-04-20,-6.25
2007-05-02,0.0
2007-05-23,0.0
2007-06-19,-5.3333
2007-06-22,0.0
2007-07-09,54.9296
2007-07-11,-27.2727
2007-07-12,25.0
2007-07-18,-20.0
2007-07-26,0.0
2007-08-01,0.0
2007-08-03,-13.75
2007-10-01,-13.0435
2007-10-19,3.3333
2007-10-23,11.2903
2007-10-31,-17.3913
2007-11-08,0.0
2007-12-05,-8.7719
2007-12-17,0.0
2007-12-31,0.0
2008-01-09,-3.8462
2008-01-14,-14.0
2008-01-31,4.6512
2008-02-26,-4.4444
2008-02-27,0.0
2008-03-18,4.6512
2008-03-25,2.2222
2008-04-17,-4.3478
2008-05-27,2.2727
2008-07-03,2.2222
2008-07-21,-8.6957
2008-07-22,0.0
2008-08-01,0.0
2008-08-07,-4.7619
2008-09-11,-42.5
2008-09-16,-4.3478
2008-09-26,-8.1818
2008-09-29,0.0
2008-09-30,48.5149
2008-10-09,-32.0
2008-11-12,-41.1765
2008-12-10,-60.0
2009-02-20,25.0
2009-05-08,266.6667
2009-06-10,-54.5455
2009-06-15,0.0
2009-12-08,-50.0
2009-12-22,0.0
2010-02-22,24.0
2010-03-23,3.2258
2010-05-14,-21.875
2010-06-21,0.0
2010-12-16,20.0
2010-12-17,3.3333
2010-12-22,-3.2258
2011-03-04,-16.6667
2011-03-28,0.0
2011-07-12,0.0
2011-07-22,0.0
2011-09-16,0.0
2011-12-02,124.0
2012-03-13,-8.9286
2012-03-16,0.0
2012-07-19,217.6471
2012-07-20,53.7037
2012-07-23,-5.6225000000000005
2012-07-25,-7.6596
2012-07-27,-9.6774
2012-08-16,-10.7143
2012-09-11,-14.2857
2012-09-17,-19.3333
2012-09-28,0.0
2012-10-22,15.7025
2012-10-26,3.5714
2012-11-21,20.0
2012-11-26,4.023
2012-11-28,24.3094
2012-11-29,33.3333
2012-11-30,8.3333
2012-12-12,-7.6923
2012-12-20,0.0
2012-12-28,-20.0
2012-12-31,4.1667
2013-01-15,20.0
2013-01-16,8.3333
2013-01-17,15.3846
2013-01-18,6.6667
2013-01-22,-12.5
2013-01-25,-14.2857
2013-01-29,0.0
2013-01-30,16.6667
2013-02-01,14.2857
2013-02-05,0.0
2013-02-25,0.0
2013-02-26,-12.5
2013-02-28,5.4286
2013-03-01,15.1762
2013-05-23,12.9412
2013-05-30,-37.5
2013-06-24,20.0
2013-06-25,-16.6667
2013-06-26,20.0
2013-06-28,0.0
2013-07-29,-16.6667
2013-07-30,0.0
2013-07-31,0.0
2013-08-07,60.0
2013-08-16,-16.6667
2013-08-19,0.0
2013-08-22,0.0
2013-08-27,0.0
2013-08-29,0.0
2013-09-16,-0.25
2013-09-17,0.0
2013-09-18,0.2506
2013-09-30,6.25
2013-10-01,0.0
2013-10-29,17.4118
2013-10-30,5.2104
2013-10-31,14.2857
2013-11-01,0.0
2013-11-04,4.1667
2013-11-18,4.0
2013-11-21,7.6923
2013-12-05,-28.5714
2013-12-09,-20.0
2013-12-10,15.0
2013-12-11,0.0
2013-12-12,-2.1739
2013-12-13,-0.2222
2013-12-16,-1.7816999999999998
2013-12-17,0.2268
2013-12-18,-7.2398
2013-12-30,-14.6341
2013-12-31,17.1429
2014-01-07,-24.3902
2014-01-09,0.0
2014-01-21,3.2258
2014-02-21,2.1875
2014-02-28,-16.208
2014-03-11,-8.7591
2014-03-12,-10.0
2014-03-13,20.0
2014-03-18,11.1111
2014-03-27,10.0
2014-04-03,-6.0606
2014-04-17,-19.3548
2014-04-21,20.0
2014-04-22,3.3333
2014-04-24,28.3871
2014-04-28,-18.3417
2014-04-29,-15.0769
2014-05-29,1.4493
2014-06-23,60.7143
2014-06-24,-11.1111
2014-06-30,0.0
2014-07-10,-25.0
2014-07-14,3.3333
2014-08-22,29.0323
2014-08-25,-29.75
2014-08-26,86.8327
2014-08-27,-0.9524
2014-08-28,-3.8462
2014-08-29,-4.0
2014-09-09,14.375
2014-09-11,9.2896
2014-09-12,-8.3333
2014-09-18,10.7273
2014-09-19,0.1642
2014-09-29,-1.6393
2014-10-06,0.0
2014-10-07,0.0
2014-10-15,-16.6667
2014-10-24,-5.0
2014-10-28,-10.526299999999999
2014-10-29,17.647100000000002
2014-11-04,10.0
2014-11-12,-9.0909
2014-11-18,180.0
2014-12-30,-71.0714
2014-12-31,0.0
2015-01-14,29.6296
2015-01-30,-22.8571
2015-02-27,0.0
2015-04-14,0.0
2015-04-17,0.0
2015-04-29,-6.1728
2015-05-01,5.2632
2015-05-04,0.0
2015-05-15,-3.75
2015-05-26,3.6364
2015-06-18,0.2506
2015-06-23,1.25
2015-06-24,3.7037
2015-06-26,7.1429
2015-07-20,-16.6667
2015-08-04,0.0
2015-08-05,0.0
2015-08-07,0.0
2015-08-14,2.6667
2015-08-21,0.0
2015-08-24,-2.5974
2015-08-26,13.3333
2015-09-18,-14.1176
2015-09-28,-1.3699
2015-09-29,5.0
2015-10-06,-4.7619
2015-10-26,11.1111
2015-10-29,50.0
2015-10-30,-18.3333
2015-11-06,10.2041
2015-11-25,-21.2963
2015-12-04,-2.3529
2015-12-07,-3.6145
2015-12-09,-6.25
2015-12-10,-2.6532999999999998
2015-12-14,6.8347
2015-12-17,-6.4103
2015-12-31,6.3014
2016-01-04,-5.1546
2016-01-07,0.0
2016-01-11,5.9783
2016-01-13,-5.641
2016-01-15,-3.5326
2016-01-20,-8.4507
2016-01-26,-7.6923
2016-01-27,-1.6667
2016-02-01,0.0
2016-02-02,6.7797
2016-02-10,15.5556
2016-03-28,-24.4505
2016-04-04,0.0
2016-04-07,45.4545
2016-04-20,0.0
2016-05-02,-31.25
2016-05-24,0.0
2016-05-25,63.2727
2016-06-07,-38.7528
2016-07-12,63.2727
2016-07-13,-0.8909
2016-07-14,0.0
2016-09-15,-26.9663
2016-10-13,0.0
2016-10-17,0.0
2016-10-19,1.5385
2016-10-24,-1.5152
2016-11-01,7.6923
2016-11-07,-7.1429
2016-11-29,0.0
2016-11-30,0.0
2016-12-09,0.0
2016-12-13,0.0
2016-12-20,6.1538
2016-12-27,-5.7971
2017-02-14,26.1538
2017-03-08,-2.439
2017-03-16,0.0
2017-03-17,0.75
2017-03-31,1.737
2017-04-05,-2.439
2017-04-10,-2.5
2017-04-19,0.0
2017-05-10,2.5641
2017-05-15,-6.25
2017-06-19,-9.0667
2017-06-22,17.0088
2017-07-05,-14.5363
2017-07-13,-1.7595
2017-07-31,4.4776
2017-08-11,-34.2857
2017-08-15,8.6957
2017-08-21,0.0
2017-08-22,20.0
2017-08-25,8.3333
2017-08-28,0.0
2017-08-29,7.6923
2017-08-30,5.7143
2017-08-31,0.0
2017-09-19,0.0
2017-09-20,7.8378
2017-10-20,25.0627
2017-10-23,-44.0882
2017-10-30,61.2903
2017-10-31,17.7778
2017-11-01,-0.9434
2017-11-02,-4.7619
2017-11-03,-3.0
2017-11-06,0.0
2017-11-07,2.8866
2017-11-09,1.002
2017-11-10,38.4921
2017-11-13,0.2865
2017-11-14,0.0
2017-11-16,-4.2857
2017-11-17,2.4627
2017-11-20,1.3838
2017-11-21,-0.5747
2017-11-22,-0.1445
2017-11-29,0.492
2017-12-04,4.4067
2017-12-18,9.5172
2017-12-28,0.0
2018-01-05,-6.1713000000000005
2018-01-12,3.0872
2018-01-16,17.1875
2018-01-19,1.1111
2018-01-22,9.7802
2018-01-23,2.6026
2018-01-30,-12.1951
2018-02-02,-5.5567
2018-02-05,-8.2342
2018-02-06,-0.641
2018-02-08,0.0
2018-02-09,3.2258
2018-02-22,0.0
2018-02-27,-3.125
2018-03-02,2.9032
2018-03-05,1.5674000000000001
2018-03-09,-1.2346
2018-03-14,-3.125
2018-03-15,8.129
2018-03-21,0.0
2018-03-22,0.0
2018-03-28,-8.7112
2018-04-02,-0.5229
2018-04-03,2.4967
2018-04-05,-6.4103
2018-04-12,0.0
2018-04-13,0.6849
2018-04-16,10.2041
2018-05-09,0.0
2018-05-10,-10.3704
2018-05-18,10.1928
2018-05-21,-2.875
2018-05-25,5.5341000000000005
2018-06-12,9.7561
2018-06-19,-10.5556
2018-06-28,-3.7267
2018-07-16,3.2258
2018-07-23,-6.0
2018-07-24,13.0319
2018-07-25,-14.7059
2018-08-01,-6.8966
2018-08-02,7.4074
2018-08-07,-3.3103
2018-08-08,5.5635
2018-08-15,-4.0541
2018-08-16,2.1127
2018-08-21,0.0
2018-08-23,3.4483
2018-08-24,-6.5333
2018-08-28,14.1227
2018-08-29,11.875
2018-08-30,0.0
2018-08-31,10.6145
2018-09-04,0.6061
2018-09-05,5.6225000000000005
2018-09-26,0.5703
2018-10-04,6.8053
2018-10-05,-4.6903
2018-10-08,-2.5998
2018-10-09,-4.6711
2018-10-11,1.0
2018-10-18,6.4356
2018-10-30,2.3256
2018-10-31,2.3636
2018-11-01,-3.73
2018-11-07,-11.9004
2018-11-09,2.0942
2018-11-12,0.0
2018-11-23,0.0
2018-11-29,2.5641
2018-11-30,-9.4
2018-12-03,13.5762
2018-12-07,-1.7492999999999999
2018-12-10,0.0
2018-12-14,6.9238
2018-12-18,-7.4006
2018-12-20,-4.0959
2018-12-21,-3.125
2018-12-24,3.0108
2018-12-26,-3.6534
2018-12-28,9.5341
2019-01-02,-1.088
2019-01-07,0.0
2019-01-14,0.0
2019-01-18,0.0
2019-02-01,0.0
2019-02-04,-2.5
2019-02-08,-1.641
2019-02-11,1.147
2019-02-12,0.0
2019-02-19,-2.0619
2019-02-20,11.5789
2019-02-22,-0.1887
2019-02-25,0.0
2019-02-26,-6.1437
2019-02-27,-0.7049
2019-02-28,0.4057
2019-03-04,1.404
2019-03-06,3.4964
2019-03-07,-3.7536
2019-03-08,-0.1
2019-03-14,-7.9079
2019-03-19,6.5217
2019-03-21,0.0
2019-03-26,-0.102
2019-04-01,-8.0695
2019-04-05,7.6667
2019-04-22,-0.9288
2019-04-23,0.5208
2019-04-24,0.0
2019-04-25,0.0
2019-05-01,-1.5544
2019-05-02,0.0
2019-05-03,-0.3947
2019-05-06,-1.6116000000000001
2019-05-08,2.0408
2019-05-13,-5.2632
2019-05-15,-2.3333
2019-05-21,0.0
2019-05-23,7.5085
2019-05-24,0.5291
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,-0.5263
2019-06-04,-6.9841
2019-06-11,0.1138
2019-06-12,-8.4091
2019-06-13,9.1811
2019-06-14,0.0
2019-06-21,3.5227
2019-06-25,0.0
2019-06-26,0.6586
2019-06-27,-0.5453
2019-06-28,4.1667
2019-07-05,0.0
2019-07-12,0.1053
2019-07-18,-0.1052
2019-07-22,0.1053
2019-07-25,2.5237
2019-08-02,-2.359
2019-08-05,-0.105
2019-08-09,0.0
2019-08-14,0.0
2019-08-19,0.0
2019-08-20,0.1052
2019-08-22,0.9454
2019-08-23,0.0
2019-08-26,0.0
2019-09-03,0.3122
2019-09-09,4.5123999999999995
2019-09-10,-5.7072
2019-09-11,0.1053
2019-09-12,-0.1052
2019-09-17,-2.8421
2019-09-18,3.1419
2019-09-20,-2.8361
2019-09-23,0.1081
2019-09-25,0.0
2019-09-26,10.6911
2019-09-27,-4.878
2019-10-02,-7.4872
2019-10-03,-0.2217
2019-10-09,8.3333
2019-10-17,-0.1026
2019-10-21,0.0
2019-10-22,-6.2628
2019-10-23,6.6813
2019-10-24,0.0
2019-10-29,0.0
2019-10-31,0.0
2019-11-01,-6.3655
2019-11-05,0.2193
2019-11-08,6.5646
2019-11-11,-5.6468
2019-11-12,5.4407
2019-11-13,0.1032
2019-11-14,0.0
2019-11-15,0.0
2019-11-21,-5.6701
2019-11-22,5.9016
2019-11-25,-4.5408
2019-11-26,-1.0811
2019-11-27,3.8251
2019-11-29,2.5263
2019-12-10,-5.9548
2020-01-02,0.8734
2020-01-17,-0.6494
2020-01-22,6.9717
2020-01-23,-6.2118
2020-01-24,-0.2172
2020-01-27,-10.7726
2020-01-28,12.1951
2020-01-29,0.0
2020-02-10,-0.7609
2020-02-18,-0.3286
2020-02-20,0.0
2020-02-28,-17.6923
2020-03-02,20.0267
2020-03-09,-16.685200000000002
2020-03-13,-17.223
2020-03-16,-19.3548
2020-03-17,-20.0
2020-03-30,17.75
2020-04-02,-4.034
2020-04-09,29.8673
2020-04-29,-18.7394
2020-05-04,0.8386
2020-05-15,0.2079
2020-05-18,0.2075
2020-05-22,1.6562999999999999
2020-06-05,62.7291
2020-06-18,-0.5006
2020-07-13,-26.2893
2020-07-14,19.4539
2020-07-15,0.0
2020-07-16,0.0
2020-07-31,-16.4286
