ticker,CRJI US Equity
2008-05-08,-5.8824
2008-05-09,0.0
2008-05-12,0.0
2008-05-13,0.0
2008-05-14,37.5
2008-05-15,-9.0909
2008-05-16,0.0
2008-05-19,50.0
2008-05-20,-6.6667
2008-05-21,-21.4286
2008-05-22,43.6364
2008-05-23,1.2658
2008-05-27,0.0
2008-05-28,0.0
2008-05-29,-5.625
2008-05-30,-29.1391
2008-06-02,-1.8692
2008-06-03,14.2857
2008-06-04,-16.6667
2008-06-05,0.0
2008-06-11,-10.0
2008-06-16,11.1111
2008-06-17,-8.0
2008-06-19,-10.8696
2008-06-24,0.0
2008-06-25,23.1707
2008-06-26,-13.8614
2008-06-30,-19.5402
2008-07-01,44.2857
2008-07-03,-29.703
2008-07-07,26.7606
2008-07-08,-2.2222
2008-07-09,2.2727
2008-07-10,0.0
2008-07-11,16.6667
2008-07-14,33.3333
2008-07-15,10.7143
2008-07-16,0.6452
2008-07-21,-16.6667
2008-07-22,-19.2308
2008-07-24,-3.8095
2008-07-25,3.9604
2008-07-28,-3.8095
2008-07-29,0.0
2008-07-30,0.0
2008-08-06,8.9109
2008-08-07,-4.5455
2008-08-11,23.8095
2008-08-13,-15.3846
2008-08-15,0.0
2008-08-19,-13.5455
2008-08-20,6.204
2008-08-25,0.0
2008-08-27,-25.7426
2008-08-28,6.6667
2008-08-29,0.0
2008-09-02,26.25
2008-09-03,0.0
2008-09-04,-30.6931
2008-09-05,14.2857
2008-09-08,-2.5
2008-09-09,21.7949
2008-09-10,-26.3158
2008-09-11,34.2857
2008-09-17,0.0
2008-09-24,-5.3191
2008-09-26,4.4944
2008-09-30,-30.1075
2008-10-03,7.6923
2008-10-06,-7.1429
2008-10-20,-4.6154
2008-10-22,4.8387
2008-10-24,-23.0769
2008-10-27,-20.0
2008-11-07,0.0
2008-11-11,0.0
2008-11-12,-12.5
2008-11-18,11.4286
2008-11-21,-23.0769
2008-11-24,0.0
2008-11-25,-30.0
2008-11-26,42.8571
2008-11-28,-16.6667
2008-12-02,56.0
2008-12-04,2.5641
2008-12-05,-25.0
2008-12-08,10.0
2008-12-09,-33.3333
2008-12-10,59.0909
2008-12-11,-42.8571
2008-12-12,25.0
2008-12-15,20.0
2008-12-16,-30.0
2008-12-17,4.7619
2008-12-24,72.7273
2009-01-05,5.2632
2009-01-06,37.5
2009-01-08,12.7273
2009-01-12,20.9677
2009-01-13,8.0
2009-01-14,-13.5802
2009-01-15,2.8571
2009-01-16,-5.5556
2009-01-20,-4.4118
2009-01-21,-7.6923
2009-01-22,-3.3333
2009-01-23,0.8621
2009-01-26,-5.9829
2009-01-27,0.0
2009-01-28,5.4545
2009-01-29,0.0
2009-01-30,-12.069
2009-02-02,-1.9607999999999999
2009-02-03,-20.0
2009-02-10,45.0
2009-02-18,3.4483
2009-02-20,-25.0
2009-02-23,0.0
2009-02-24,-11.1111
2009-02-25,0.0
2009-03-03,25.0
2009-03-04,0.0
2009-03-05,-30.0
2009-03-06,62.8571
2009-03-16,-3.5088
2009-03-24,-1.8182
2009-03-25,-7.4074
2009-03-31,-30.0
2009-04-14,65.7143
2009-04-16,0.0
2009-04-17,0.0
2009-04-22,-1.7241
2009-04-29,-29.8246
2009-05-04,0.0
2009-05-08,0.0
2009-05-14,0.0
2009-05-18,0.0
2009-05-19,45.0
2009-06-01,-31.0345
2009-06-03,45.0
2009-06-04,-31.0345
2009-06-11,0.0
2009-06-16,0.0
2009-06-18,-10.0
2009-06-22,0.0
2009-07-01,-11.1111
2009-07-02,0.0
2009-07-10,78.125
2009-07-13,0.0
2009-07-23,-38.5965
2009-07-24,-8.5714
2009-07-27,0.0
2009-08-06,-6.25
2009-08-11,0.0
2009-08-13,0.0
2009-08-17,0.0
2009-08-20,16.6667
2009-08-21,0.0
2009-08-24,39.6607
2009-08-25,4.3345
2009-08-27,-29.4118
2009-09-02,-2.7778
2009-10-08,0.0
2009-10-09,-14.2857
2009-10-12,83.3333
2009-10-15,-54.5455
2009-10-19,8.0
2009-11-10,-7.4074
2009-11-12,20.0
2009-11-13,-16.6667
2009-11-16,20.0
2009-11-17,0.0
2009-11-20,0.0
2009-11-23,0.0
2009-11-27,0.0
2009-12-02,-13.3333
2009-12-03,-3.8462
2009-12-07,0.0
2009-12-09,0.0
2009-12-14,20.0
2009-12-17,0.0
2009-12-21,-16.6667
2009-12-24,0.0
2009-12-29,-4.0
2010-01-05,16.6667
2010-01-06,7.1429
2010-01-07,0.0
2010-01-11,3.3333
2010-01-12,0.0
2010-01-20,25.8065
2010-01-27,-23.0769
2010-01-28,33.3333
2010-01-29,16.25
2010-02-01,0.0
2010-02-02,-1.0753
2010-02-03,4.3478
2010-02-04,0.0
2010-02-05,-14.5833
2010-02-08,12.1951
2010-02-09,0.0
2010-02-10,2.1739
2010-02-11,0.0
2010-02-12,4.2553
2010-02-16,0.0
2010-02-17,-16.3265
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,0.0
2010-02-23,-2.439
2010-02-24,20.0
2010-02-25,-4.1667
2010-03-01,-28.2609
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-08,36.3636
2010-03-09,0.0
2010-03-10,0.0
2010-03-12,-26.6667
2010-03-15,0.0
2010-03-16,15.1515
2010-03-17,5.2632
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,-30.0
2010-03-26,0.0
2010-03-29,6.7857
2010-03-30,-9.699
2010-03-31,-7.4074
2010-04-01,11.6
2010-04-05,0.0
2010-04-07,-10.3943
2010-04-08,0.0
2010-04-09,8.0
2010-04-12,3.7037
2010-04-13,-10.7143
2010-04-14,-18.0
2010-04-15,19.5122
2010-04-16,-16.3265
2010-04-19,18.5366
2010-04-20,0.0
2010-04-21,-1.2346
2010-04-23,-12.5
2010-04-26,-14.2262
2010-04-27,5.4823
2010-04-28,15.7895
2010-05-03,-18.1818
2010-05-04,0.0
2010-05-05,0.0
2010-05-10,-11.1111
2010-05-12,-31.25
2010-05-13,18.1818
2010-05-14,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,-23.0769
2010-05-20,57.0
2010-05-24,0.0
2010-05-25,-0.6369
2010-05-26,53.8462
2010-05-28,-20.8333
2010-06-04,0.0
2010-06-07,23.4868
2010-06-15,-6.2334
2010-06-16,6.8182
2010-06-22,0.0
2010-06-29,-48.9362
2010-07-02,-8.3333
2010-07-06,-45.4545
2010-07-07,33.3333
2010-07-09,-25.0
2010-07-12,0.0
2010-07-14,0.0
2010-07-15,83.125
2010-07-23,-8.9875
2010-07-26,0.0
2010-08-05,0.0
2010-08-10,-20.0
2010-08-13,25.0
2010-08-16,0.0
2010-08-19,29.0
2010-08-20,-22.4806
2010-09-02,0.0
2010-09-03,10.0
2010-09-08,0.0
2010-09-13,0.0
2010-09-20,-63.6364
2010-09-22,175.0
2010-09-24,0.0
2010-09-27,-61.3636
2010-09-28,135.2941
2010-10-05,10.0
2010-10-13,0.0
2010-10-19,-4.5455
2010-10-20,0.0
2010-10-26,-33.3333
2010-10-28,-14.2857
2010-10-29,0.0
2010-11-01,0.0
2010-11-05,75.0
2010-11-09,-4.7619
2010-11-11,-40.0
2010-11-15,-29.1667
2010-11-16,3.5294
2010-11-23,0.0
2010-12-01,0.0
2010-12-06,115.9091
2010-12-07,2.1053
2010-12-08,0.0
2010-12-09,23.7113
2010-12-10,8.3333
2010-12-13,111.5385
2010-12-14,-63.5909
2010-12-15,9.8627
2010-12-16,0.0
2010-12-17,14.5455
2010-12-20,-20.634900000000002
2010-12-21,11.0
2010-12-22,0.0
2010-12-29,0.0
2010-12-30,0.0
2011-01-03,0.0
2011-01-05,0.0
2011-01-06,3.6036
2011-01-14,100.0
2011-01-18,0.0
2011-01-19,-21.7391
2011-01-21,-11.1111
2011-01-24,-31.25
2011-01-28,0.0
2011-02-03,9.0909
2011-02-07,16.6667
2011-02-16,0.0
2011-02-22,-7.1429
2011-02-28,-3.8462
2011-03-07,0.0
2011-03-09,0.0
2011-03-10,0.0
2011-03-11,12.0
2011-03-15,-28.4821
2011-03-16,19.8502
2011-03-17,33.3333
2011-03-18,-12.5
2011-03-21,0.7143
2011-03-22,2.8369
2011-03-24,3.4483
2011-03-29,0.0
2011-03-31,6.6667
2011-04-01,0.0
2011-04-04,6.25
2011-04-06,5.8824
2011-04-07,11.1111
2011-04-08,-10.0
2011-04-11,0.0
2011-04-12,0.0
2011-04-13,5.5556
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,-4.7368
2011-04-19,32.5967
2011-04-20,-25.0
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-28,0.0
2011-04-29,0.0
2011-05-02,0.0
2011-05-03,0.0
2011-05-04,0.0
2011-05-05,0.0
2011-05-12,0.0
2011-05-17,0.0
2011-05-18,-37.7778
2011-05-24,8.9286
2011-05-25,0.0
2011-05-26,2.459
2011-06-06,-28.0
2011-06-07,61.1111
2011-06-08,-20.0
2011-06-10,16.3793
2011-06-13,0.0
2011-06-15,-36.2963
2011-06-17,56.9767
2011-06-21,-53.7037
2011-06-22,0.0
2011-06-24,-4.0
2011-07-20,-36.6667
2011-07-27,0.0
2011-07-29,31.5789
2011-08-01,10.0
2011-08-02,0.0
2011-08-05,0.0
2011-08-22,27.2727
2011-08-24,1.4285999999999999
2011-09-21,-67.6056
2011-09-27,8.6957
2011-09-29,0.0
2011-10-05,180.0
2011-10-13,-64.2857
2011-10-24,4.0
2011-10-28,-3.8462
2011-11-04,60.0
2011-11-10,-37.5
2011-11-16,-20.0
2011-11-18,-25.0
2011-11-22,0.0
2011-12-15,-20.0
2011-12-23,9.8958
2011-12-30,0.0
2012-01-05,0.0
2012-01-10,2.3697
2012-01-13,3.7037
2012-01-30,42.8571
2012-02-09,-49.375
2012-02-21,97.5309
2012-02-27,40.0
2012-03-02,78.5714
2012-03-05,20.0
2012-03-06,-16.6667
2012-03-14,0.0
2012-04-10,0.0
2012-04-13,0.0
2012-04-30,-10.0
2012-05-02,-13.3333
2012-05-23,-56.4103
2012-06-15,23.5294
2012-08-24,0.0
2012-09-11,31.8452
2012-09-21,44.4695
2012-10-08,-47.5
2012-10-22,90.4762
2012-12-13,-42.1875
2012-12-21,0.0
2012-12-24,0.0
2013-01-23,0.0
2013-01-30,0.0
2013-03-18,0.0
2013-03-22,0.0
2013-03-26,0.0
2013-04-30,0.0
2013-05-20,0.0
2013-06-07,-2.1622
2013-06-12,0.0
2013-07-08,0.0
2013-07-10,0.0
2013-08-26,32.5967
2013-09-17,-25.0
2013-09-26,-11.1111
2013-10-03,-10.0
2013-10-04,66.6667
2013-10-08,33.3333
2013-10-10,-50.0
2013-10-14,0.0
2013-10-15,0.0
2013-10-18,0.0
2013-10-22,0.0
2013-10-28,0.0
2013-11-08,150.0
2013-11-11,-40.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-25,0.0
2013-12-17,0.0
2013-12-18,0.0
2013-12-19,0.0
2013-12-31,0.0
2014-01-02,33.3333
2014-02-05,-25.0
2014-02-11,0.0
2014-02-18,-33.3333
2014-02-21,0.0
2014-03-20,0.0
2014-03-25,0.0
2014-03-28,50.0
2014-04-14,233.3333
2014-06-04,-50.0
2014-06-13,0.0
2014-06-16,80.0
2014-06-20,0.0
2014-08-14,-44.4444
2014-08-21,0.0
2014-09-02,0.0
2014-09-04,0.0
2014-09-15,0.0
2014-09-17,0.0
2014-10-06,0.0
2014-10-27,0.0
2014-11-07,0.0
2014-11-13,0.0
2014-11-17,0.0
2014-11-18,0.0
2014-11-24,0.0
2014-12-08,0.0
2014-12-09,0.0
2014-12-16,0.0
2014-12-17,0.0
2014-12-24,-10.0
2014-12-31,0.0
2015-02-20,0.0
2015-04-06,0.0
2015-04-15,0.0
2015-04-27,0.0
2015-05-13,33.3333
2015-05-27,-25.0
2015-05-28,0.0
2015-06-04,0.0
2015-06-11,0.0
2015-06-26,0.0
2015-06-29,0.0
2015-07-15,11.1111
2015-07-21,-10.0
2015-08-07,11.1111
2015-08-10,-10.0
2015-08-21,0.0
2015-08-31,0.0
2015-09-01,0.0
2015-09-17,0.0
2015-10-15,11.1111
2015-10-16,-10.0
2015-10-29,1.1111
2015-11-06,-1.0989
2015-11-11,0.0
2015-11-13,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-24,-11.1111
2015-12-29,0.0
2016-01-28,5.7813
2016-03-28,-29.099
2016-04-20,16.6667
2016-05-31,23.0357
2016-06-16,-16.1103
2016-08-23,0.173
2016-09-16,0.0
2016-09-22,0.0
2016-09-26,-3.2815
2016-10-05,0.3571
2016-11-10,-0.3559
2016-12-12,0.3571
2016-12-20,-0.3559
2016-12-27,-28.5714
2017-04-21,0.0
2017-04-25,9.25
2017-05-17,46.9108
2017-05-18,-62.6168
2017-09-06,0.0
2017-09-13,0.0
2017-12-14,0.0
2018-01-02,33.3333
2018-01-03,0.0
2018-01-09,0.0
2018-01-30,0.0
2018-02-20,0.0
2018-03-13,-24.5
2018-03-20,-33.7748
2018-03-22,0.0
2018-04-16,100.0
2018-08-14,-40.0
2018-09-19,-16.6667
2018-10-03,-20.0
2018-11-09,25.0
2018-12-17,-15.0
2019-01-16,-17.647100000000002
2019-01-18,42.8571
2019-01-22,0.0
2019-01-28,-30.0
2019-04-05,0.0
2019-04-26,2.1429
2019-05-08,-2.0979
2019-05-14,7.1429
2019-06-07,0.0
2019-08-05,0.0
2019-08-07,0.0
2019-08-13,-53.3333
2019-10-08,128.5714
2019-10-18,62.5
2019-11-27,-61.5385
2019-12-19,-10.0
2019-12-23,-2.5556
2019-12-31,36.8301
2020-01-14,135.0
2020-01-15,2.8369
2020-01-16,85.5172
2020-01-21,-58.3643
2020-01-22,-1.7856999999999998
2020-02-05,81.8182
2020-02-24,-41.5
2020-03-17,-5.9829
2020-03-25,-8.1818
2020-04-07,-0.9901
2020-04-23,-10.0
2020-04-30,-2.2222
2020-05-05,-20.4545
2020-05-18,14.2857
2020-06-09,-21.25
2020-06-10,0.0
2020-07-14,106.3492
2020-07-31,-51.5385
