ticker,VNLEF US Equity
2010-11-15,0.1696
2010-11-17,-2.8154
2010-11-19,3.3871
2010-11-22,1.7487
2010-11-23,-5.3318
2010-11-29,3.8167
2010-11-30,0.8743
2010-12-01,1.0234
2010-12-07,2.4602
2010-12-08,-5.0847
2010-12-10,0.2551
2010-12-13,1.866
2010-12-16,0.0624
2010-12-20,-4.1606
2010-12-21,-2.0621
2010-12-22,-1.4184
2010-12-23,9.532399999999999
2010-12-29,-2.4117
2010-12-30,1.7983
2011-01-04,1.6736
2011-01-05,-1.3209
2011-01-06,3.3979
2011-01-07,-7.5881
2011-01-10,13.8793
2011-01-11,-0.1041
2011-01-12,-0.9567
2011-01-14,7.479
2011-01-18,-0.1246
2011-01-19,0.0
2011-01-21,-7.5374
2011-01-24,-3.0256
2011-01-25,-0.4968
2011-01-27,-1.0785
2011-01-28,2.6953
2011-01-31,-4.7675
2011-02-03,42.6094
2011-02-04,-1.2594
2011-02-11,0.044
2011-02-15,0.2564
2011-02-16,2.4920999999999998
2011-02-18,1.2122
2011-02-22,-1.0638
2011-02-23,-0.3632
2011-02-24,-2.8016
2011-02-28,18.5515
2011-03-01,-3.74
2011-03-02,0.0387
2011-03-03,1.0563
2011-03-04,0.0892
2011-03-07,-11.5257
2011-03-08,1.3243
2011-03-11,-5.4056
2011-03-15,-0.5932
2011-03-16,-4.6382
2011-03-21,14.8527
2011-03-22,9.2903
2011-03-23,-4.7457
2011-03-25,-10.9779
2011-03-30,4.7853
2011-04-01,-0.3409
2011-04-04,1.9954
2011-04-05,-0.9712
2011-04-07,4.1981
2011-04-08,-2.1465
2011-04-12,-8.5807
2011-04-14,-12.3306
2011-04-15,4.2566
2011-04-25,-3.5362
2011-04-27,3.3482
2011-04-29,0.5067
2011-05-03,-0.7687
2011-05-04,-0.6497
2011-05-09,3.2864
2011-05-12,-0.2192
2011-05-16,-0.2522
2011-05-17,9.2399
2011-08-08,-98.8055
2011-08-12,6728.125
2011-08-15,12.6957
2011-08-17,-14.5549
2011-08-18,11.4259
2011-08-19,-17.9662
2011-08-25,8.6522
2011-08-30,-7.0157
2011-08-31,0.1029
2011-09-06,0.3599
2011-09-07,-16.2602
2011-09-08,-0.1591
2011-09-09,-1.6667
2011-09-12,-1.0219
2011-09-13,0.9318
2011-09-15,0.0998
2011-09-16,-19.1426
2011-09-19,-1.1097
2011-09-20,3.7406
2011-09-22,-3.1701
2011-09-27,1.0861
2011-10-03,-0.2916
2011-10-05,-0.585
2011-10-07,7.03
2011-10-11,13.5851
2011-10-12,9.3619
2011-10-13,-0.8269
2011-10-14,0.9982
2011-10-18,-28.0233
2011-10-21,29.3376
2011-10-25,-16.3003
2011-10-26,-0.9103
2011-10-27,22.6054
2011-10-31,-15.0964
2011-11-03,-1.6204
2011-11-07,-0.2794
2011-11-08,0.5161
2011-11-15,16.0798
2011-11-17,-13.3089
2011-11-21,-8.9955
2011-11-22,-7.2893
2011-11-29,-13.0119
2011-12-09,12.1971
2011-12-13,8.6756
2011-12-14,-13.5875
2011-12-15,0.4902
2011-12-16,0.2627
2011-12-19,-0.4865
2011-12-21,56.5626
2012-01-06,-23.8049
2012-01-11,0.0946
2012-01-19,31.4016
2012-01-23,5.7287
2012-01-24,-5.6903
2012-01-25,0.3846
2012-01-30,2.1073
2012-02-01,-2.439
2012-02-02,-13.9423
2012-02-03,0.0419
2012-02-06,-0.4607
2012-02-07,18.7097
2012-02-08,-13.2325
2012-02-13,3.5539
2012-02-16,6.2459
2012-02-17,18.8119
2012-02-21,-5.5
2012-02-23,-11.1111
2012-02-24,20.2381
2012-02-27,-13.3663
2012-03-13,-2.6667
2012-03-19,4.3053
2012-03-22,2.439
2012-03-26,10.0733
2012-03-27,17.97
2012-03-28,-3.103
2012-03-29,2.7656
2012-03-30,2.6912000000000003
2012-04-02,3.5172
2012-04-03,-5.5296
2012-04-04,0.0
2012-04-05,-5.5007
2012-04-09,-6.2687
2012-04-12,1.4331
2012-04-13,7.6923
2012-04-17,-6.414
2012-04-18,1.324
2012-04-19,27.3636
2012-04-20,3.9228
2012-04-23,-0.2323
2012-04-25,-4.5402000000000005
2012-04-26,-1.4634
2012-05-02,-0.3713
2012-05-03,1.4285999999999999
2012-05-04,6.5524000000000004
2012-05-07,-8.3908
2012-05-08,-4.266
2012-05-09,18.6107
2012-05-10,24.7514
2012-05-11,-4.3401
2012-05-14,-8.0556
2012-05-15,-12.3867
2012-05-16,-29.8851
2012-05-18,28.0328
2012-05-22,0.0
2012-05-23,0.6402
2012-05-24,6.743
2012-05-25,18.7128
2012-05-29,16.2149
2012-05-30,-22.203
2012-05-31,9.9389
2012-06-01,-17.6768
2012-06-04,-15.6442
2012-06-06,20.872700000000002
2012-06-12,-5.6182
2012-06-15,-17.0611
2012-06-18,3.7663
2012-06-21,-15.7037
2012-06-25,1.5817
2012-07-03,1.8166
2012-07-09,-0.5098
2012-07-10,2.9889
2012-07-12,3.5655
2012-07-17,14.6517
2012-07-19,4.6089
2012-07-24,-17.8905
2012-07-25,1.4634
2012-07-31,3.2051
2012-08-01,2.795
2012-08-13,18.2779
2012-08-16,4.2146
2012-08-22,-11.5196
2012-08-23,-1.662
2012-08-24,-2.5352
2012-08-31,-3.9017
2012-09-05,-6.6165
2012-09-07,1.6907999999999999
2012-09-10,6.2549
2012-09-12,-1.1923
2012-09-13,14.7059
2012-09-17,-0.5917
2012-09-19,-9.3915
2012-09-24,-0.8759
2012-09-27,0.0
2012-10-02,4.1237
2012-10-03,-4.6676
2012-10-04,6.9733
2012-10-05,-4.0222
2012-10-09,17.7746
2012-10-10,-13.9877
2012-10-11,1.5692
2012-10-19,-3.441
2012-10-23,-6.9091000000000005
2012-10-24,1.4062999999999999
2012-10-26,1.2327
2012-10-31,0.1522
2012-11-01,0.152
2012-11-02,-1.214
2012-11-05,4.4547
2012-11-06,1.0294
2012-11-07,-12.8093
2012-11-08,4.5075
2012-11-16,-2.5559
2012-11-19,0.0
2012-11-20,0.8197
2012-11-26,-1.5447
2012-11-27,-7.6796
2012-11-28,9.1234
2012-11-29,-8.1967
2012-11-30,5.1786
2012-12-06,-1.8676
2012-12-07,0.173
2012-12-11,-7.6857
2012-12-12,0.1871
2012-12-18,6.8161000000000005
2012-12-19,-10.4895
2012-12-20,-4.2969
2012-12-21,15.6505
2012-12-27,-8.4372
2012-12-28,-4.9868
2013-01-08,-1.8256000000000001
2013-01-11,4.1322
2013-01-14,7.7381
2013-01-15,-16.2063
2013-01-17,3.956
2013-01-18,-11.0994
2013-01-22,4.8751
2013-01-23,3.6281
2013-01-25,1.4223
2013-01-29,34.6278
2013-01-30,-0.3205
2013-02-06,-23.744
2013-02-07,-3.8609
2013-02-08,-0.2193
2013-02-11,-0.8791
2013-02-12,7.7605
2013-02-13,-8.4362
2013-02-14,0.0
2013-02-19,1.4607
2013-02-22,-6.3123000000000005
2013-02-25,-2.1277
2013-03-01,-4.7101
2013-03-04,1.6477
2013-03-05,0.7481
2013-03-06,-2.1968
2013-03-12,2.4992
2013-03-13,8.8889
2013-03-15,0.907
2013-03-18,-7.191
2013-03-20,8.7167
2013-03-22,-9.0618
2013-03-25,-4.7298
2013-03-26,4.2095
2013-04-04,-15.387
2013-04-08,-0.4373
2013-04-11,0.0
2013-04-15,-13.6164
2013-04-18,1.0169
2013-04-19,16.1074
2013-04-22,-13.8728
2013-04-24,-13.0872
2013-04-30,24.7104
2013-05-06,13.7384
2013-05-08,-17.9313
2013-05-10,-4.1459
2013-05-14,1.3841
2013-05-15,9.8976
2013-05-16,8.4433
2013-05-21,4.5283999999999995
2013-05-28,-14.3493
2013-06-11,-4.1383
2013-06-12,1.9395
2013-06-14,13.4206
2013-06-18,-26.4069
2013-06-19,3.9215999999999998
2013-06-20,22.2642
2013-06-27,-7.716
2013-07-10,7.9849
2013-07-15,2.4584
2013-07-16,5.8001000000000005
2013-07-18,-15.4286
2013-07-19,12.5422
2013-07-22,0.2627
2013-07-23,4.7904
2013-07-24,-20.0
2013-07-25,30.3571
2013-08-02,-16.1644
2013-08-06,0.3268
2013-08-09,6.8404
2013-08-14,-3.3537
2013-08-15,0.3155
2013-08-26,0.6289
2013-08-27,-3.8672
2013-08-28,-34.9858
2013-08-30,31.8125
2013-09-09,36.4154
2013-09-11,-7.1255
2013-09-12,-9.4686
2013-09-18,-10.5829
2013-09-26,-6.7961
2013-09-30,-0.7192
2013-10-07,10.717
2013-10-15,2.5271
2013-10-21,3.4111000000000002
2013-10-22,2.8304
2013-10-24,-9.6026
2013-10-25,-15.3846
2013-10-28,-2.1645
2013-10-29,2.2124
2013-10-31,5.1948
2013-11-04,-2.8807
2013-11-06,0.0
2013-11-11,-3.5487
2013-11-20,-9.5003
2013-11-26,-5.3398
2013-12-06,-13.3333
2013-12-17,-18.3432
2013-12-19,-4.3478
2013-12-23,-8.9962
2013-12-24,7.6483
2013-12-31,-7.7332
2014-01-02,20.0105
2014-01-07,-17.2414
2014-01-08,-7.5949
2014-01-09,15.9817
2014-01-13,-28.3465
2014-01-15,2.7473
2014-01-16,22.9947
2014-01-17,-3.5869999999999997
2014-01-22,8.23
2014-01-23,-2.0833
2014-01-24,-9.5213
2014-01-28,-10.0529
2014-01-29,0.3922
2014-01-30,-7.2917
2014-02-06,-20.2247
2014-02-11,16.1972
2014-02-12,7.1212
2014-02-13,0.2829
2014-02-14,5.0776
2014-02-20,-15.1678
2014-02-21,26.8196
2014-02-26,5.1154
2014-02-27,4.451
2014-02-28,-1.8182
2014-03-03,1.8519
2014-03-04,9.0909
2014-03-05,-5.0
2014-03-06,-0.8772
2014-03-07,1.7699
2014-03-10,0.0
2014-03-12,3.9130000000000003
2014-03-14,3.7657
2014-03-17,-7.1573
2014-03-18,-4.5603
2014-03-19,-1.1377
2014-03-21,-12.5432
2014-03-25,-16.8421
2014-03-27,-0.1582
2014-04-02,-5.5468
2014-04-08,-0.6711
2014-04-09,-22.0439
2014-04-10,-13.3261
2014-04-11,-2.625
2014-04-14,-19.8973
2014-04-16,0.0
2014-04-17,79.8077
2014-04-21,-12.2995
2014-04-22,-20.3252
2014-04-24,12.2449
2014-05-01,-21.5909
2014-05-09,29.8551
2014-05-20,-35.7143
2014-05-21,33.8542
2014-05-23,19.7147
2014-06-02,-23.727
2014-06-09,15.9091
2014-06-10,-23.5294
2014-06-17,7.6923
2014-06-18,0.0
2014-06-23,-35.7143
2014-06-24,-7.4074
2014-06-25,-12.0
2014-06-26,18.1818
2014-07-02,-3.3654
2014-07-14,-12.4378
2014-07-16,12.7841
2014-07-28,-11.335
2014-07-30,16.7614
2014-08-22,-14.3552
2014-08-25,12.7841
2014-09-03,-1.2594
2014-09-22,14.2857
2014-09-24,-46.4286
2014-10-03,13.3333
2014-10-07,0.0
2014-10-17,-36.3971
2014-10-21,112.7168
2014-10-23,-11.6848
2014-10-29,-46.4615
2014-11-06,-6.8966
2014-11-12,-1.2346
2014-11-18,90.0
2014-12-02,-54.2763
2014-12-08,-74.8201
2014-12-12,5.7143
2014-12-16,29.7297
2014-12-30,-39.5833
2015-02-04,-44.8276
2015-03-05,300.0
2015-03-11,-53.125
2015-04-20,-46.6667
2015-04-27,100.0
2015-05-14,150.0
2015-06-05,-60.0
2015-06-29,400.0
2015-06-30,-90.0
2015-07-02,1000.0
2015-07-23,-47.1591
2015-09-14,-13.9785
2015-09-21,0.0
2015-09-25,-63.75
2015-12-16,10.3448
2015-12-18,-93.75
2015-12-24,700.0
2016-01-07,-87.5
2016-05-02,4200.0
2016-05-31,-74.4186
2016-07-14,-90.9091
2016-08-29,1500.0
2016-09-21,200.0
2016-11-09,-55.2083
2016-12-12,-95.3488
2016-12-16,950.0
2016-12-29,100.0
2017-01-12,78.5714
2017-01-17,41.3333
2017-04-25,-98.1132
2017-05-01,700.0
2017-05-10,-87.5
2017-08-03,-20.0
2017-08-28,0.0
2017-12-05,0.0
2017-12-20,0.0
2017-12-29,0.0
2018-01-09,-99.0
2018-01-25,0.0
2018-02-07,9900.0
2018-02-09,0.0
2018-03-27,-99.0
2018-04-24,9900.0
2018-07-09,0.0
2018-07-12,0.0
2018-08-01,0.0
2018-10-05,0.0
2018-10-31,0.0
2018-11-27,-99.0
2018-11-29,9900.0
2018-12-07,0.0
2018-12-31,-90.0
2019-01-28,900.0
2019-02-22,0.0
2019-02-26,-90.0
2019-05-14,-90.0
2019-05-15,0.0
2019-06-18,9900.0
2019-07-16,0.0
2019-09-05,0.0
2019-09-17,-99.0
2019-10-14,9900.0
2019-10-22,0.0
2019-10-24,0.0
2019-10-30,-99.0
2019-12-30,0.0
2020-03-27,9900.0
2020-05-11,0.0
2020-05-21,100.0
