ticker,SPMI US Equity
2004-10-28,-6.25
2004-10-29,0.0
2004-11-05,-16.6667
2004-11-09,0.0
2004-11-10,0.0
2004-11-12,20.0
2004-11-19,-26.6667
2004-11-29,0.0
2004-11-30,-22.7273
2004-12-01,23.5294
2004-12-02,-4.7619
2004-12-03,20.0
2004-12-06,-8.3333
2004-12-07,31.8182
2004-12-14,-6.8966
2004-12-17,0.0
2004-12-22,-14.8148
2004-12-23,8.6957
2004-12-27,40.0
2004-12-28,8.5714
2004-12-29,0.0
2004-12-30,23.6842
2004-12-31,0.0
2005-01-03,0.0
2005-01-04,0.0
2005-01-05,-2.1277
2005-01-06,-2.1739
2005-01-07,-4.4444
2005-01-10,-2.3256
2005-01-11,-4.7619
2005-01-12,2.5
2005-01-13,0.0
2005-01-14,0.0
2005-01-18,0.0
2005-01-19,0.0
2005-01-20,0.0
2005-01-21,-12.1951
2005-01-24,0.0
2005-01-25,-5.5556
2005-01-26,0.0
2005-01-27,0.0
2005-01-31,-2.9412000000000003
2005-02-01,6.0606
2005-02-03,-2.8571
2005-02-04,-5.8824
2005-02-09,3.125
2005-02-10,0.0
2005-02-11,-3.0303
2005-02-14,9.375
2005-02-15,-2.8571
2005-02-16,-11.7647
2005-02-18,3.3333
2005-02-23,0.0
2005-02-25,-3.2258
2005-02-28,-20.0
2005-03-01,8.3333
2005-03-02,7.6923
2005-03-04,-3.5714
2005-03-07,0.0
2005-03-15,7.4074
2005-03-16,0.0
2005-03-18,0.0
2005-03-21,3.4483
2005-03-22,10.0
2005-03-23,-9.0909
2005-03-24,-3.3333
2005-03-28,3.4483
2005-03-29,0.0
2005-03-30,0.0
2005-03-31,-6.6667
2005-04-01,-3.5714
2005-04-04,-11.1111
2005-04-05,-4.1667
2005-04-07,21.7391
2005-04-13,-14.2857
2005-04-14,0.0
2005-04-15,-37.5
2005-04-18,46.6667
2005-04-19,0.0
2005-04-27,0.0
2005-04-28,4.5455
2005-04-29,-4.3478
2005-05-02,3.4091
2005-05-03,7.6923
2005-05-04,-14.2857
2005-05-05,14.2857
2005-05-06,4.1667
2005-05-09,0.0
2005-05-11,0.0
2005-05-12,-12.0
2005-05-16,-9.0909
2005-05-23,0.0
2005-05-31,-5.0
2005-06-01,5.2632
2005-06-07,0.0
2005-06-08,25.0
2005-06-09,0.0
2005-06-10,-8.0
2005-06-13,8.6957
2005-06-14,0.0
2005-06-21,20.0
2005-06-22,3.3333
2005-06-23,-3.2258
2005-06-24,0.0
2005-06-27,-21.6667
2005-07-06,10.6383
2005-07-07,7.6923
2005-07-08,-28.5714
2005-07-11,0.0
2005-07-18,25.0
2005-07-20,-20.0
2005-07-22,0.25
2005-07-28,-0.2494
2005-08-10,0.0
2005-08-11,0.0
2005-08-16,10.0
2005-08-17,-40.9091
2005-08-18,1.9231
2005-08-19,-20.7547
2005-08-22,4.7619
2005-08-23,13.6364
2005-08-24,16.0
2005-08-25,0.0
2005-08-26,13.7931
2005-08-29,-3.6364
2005-08-31,-2.5157
2005-09-01,0.0
2005-09-09,-9.6774
2005-09-12,-10.7143
2005-09-15,28.0
2005-09-16,-3.125
2005-09-19,-3.2258
2005-09-20,0.0
2005-09-21,2.0
2005-09-22,-8.4967
2005-09-27,-12.857099999999999
2005-10-10,0.0
2005-10-12,-1.6393
2005-10-20,-30.0
2005-10-21,42.8571
2005-10-24,3.3333
2005-11-01,-11.2903
2005-11-11,0.0
2005-11-15,9.0909
2005-11-18,0.0
2005-11-21,8.3333
2005-11-29,-6.1538
2005-11-30,-18.0328
2005-12-01,40.0
2005-12-05,-21.4286
2005-12-15,-9.0909
2005-12-16,0.0
2005-12-19,10.0
2005-12-20,0.0
2005-12-21,8.1818
2005-12-27,-39.4958
2005-12-28,24.3056
2005-12-30,11.7318
2006-01-03,5.0
2006-01-19,14.2857
2006-01-25,-8.3333
2006-01-26,-18.1818
2006-01-27,0.0
2006-01-30,23.3333
2006-02-07,-5.4054
2006-02-09,14.2857
2006-02-15,-8.3333
2006-02-17,-4.5455
2006-02-27,0.0
2006-03-02,0.0
2006-03-06,-4.7619
2006-03-22,-5.0
2006-03-23,5.2632
2006-03-24,0.0
2006-04-07,-5.0
2006-04-13,0.0
2006-04-19,0.0
2006-04-25,-21.0526
2006-04-28,0.0
2006-05-10,0.0
2006-05-11,0.0
2006-05-16,17.3333
2006-05-17,-3.4091
2006-05-18,-11.7647
2006-05-26,0.0
2006-06-06,-6.6667
2006-06-08,0.0
2006-06-12,21.4286
2006-06-13,5.8824
2006-06-19,-16.6667
2006-06-20,0.0
2006-06-26,0.0
2006-06-27,0.0
2006-06-29,-20.0
2006-06-30,0.0
2006-07-27,20.0
2006-07-31,-16.6667
2006-08-04,3.3333
2006-08-08,-8.0645
2006-08-16,5.2632
2006-08-31,8.3333
2006-09-01,18.4615
2006-09-11,-15.5844
2006-09-13,13.8462
2006-09-14,-5.4054
2006-09-19,10.0
2006-09-20,-1.2987
2006-09-21,-1.3158
2006-09-26,-22.6667
2006-10-03,-12.069
2006-10-04,43.1373
2006-10-18,-38.3562
2006-10-19,0.0
2006-10-23,11.1111
2006-10-24,-20.0
2006-10-26,-32.5
2006-10-27,85.1852
2006-10-31,-40.0
2006-11-01,0.0
2006-11-06,66.6667
2006-11-28,-40.0
2006-11-29,0.0
2006-11-30,33.3333
2006-12-01,-25.0
2006-12-06,-6.6667
2006-12-07,0.0
2006-12-13,0.0
2006-12-14,-3.5714
2006-12-18,0.0
2006-12-19,18.5185
2006-12-20,9.375
2006-12-21,-14.2857
2006-12-22,0.0
2006-12-29,28.3333
2007-01-16,-19.4805
2007-01-30,0.0
2007-02-06,3.2258
2007-02-07,0.0
2007-02-13,9.375
2007-02-15,-8.5714
2007-02-16,0.0
2007-02-20,-7.8125
2007-02-21,0.0
2007-02-23,5.0847
2007-02-26,24.1935
2007-02-27,-24.6753
2007-03-07,3.4483
2007-03-14,3.3333
2007-03-15,-16.129
2007-03-16,0.0
2007-03-21,0.0
2007-03-22,0.0
2007-03-28,7.6923
2007-03-29,-10.357099999999999
2007-04-09,7.5697
2007-04-11,-7.037
2007-04-12,-20.3187
2007-04-18,0.0
2007-04-19,0.0
2007-04-20,-12.5
2007-04-23,8.5714
2007-04-24,0.0
2007-04-26,15.7895
2007-05-01,0.0
2007-05-10,2.2727
2007-05-11,0.0
2007-05-15,-2.2222
2007-05-18,-4.0909
2007-06-01,18.4834
2007-06-04,0.0
2007-06-12,4.0
2007-06-25,30.7692
2007-06-28,-10.2941
2007-06-29,-22.9508
2007-07-03,-2.1277
2007-07-11,-4.3478
2007-07-12,0.0
2007-07-16,0.0
2007-07-27,0.0
2007-07-30,0.0
2007-08-01,0.0
2007-08-15,0.0
2007-08-16,0.0
2007-08-17,-9.0909
2007-08-20,25.0
2007-08-21,-10.0
2007-08-22,11.1111
2007-08-23,0.0
2007-08-24,0.0
2007-08-27,0.0
2007-08-28,-6.0
2007-08-30,6.383
2007-08-31,64.0
2007-09-04,0.0
2007-09-07,-2.439
2007-09-11,-37.5
2007-09-12,16.0
2007-09-14,-10.3448
2007-09-20,-3.8462
2007-09-24,-12.0
2007-09-26,9.0909
2007-10-01,-9.1667
2007-10-02,0.9174
2007-10-03,0.0
2007-10-23,4.5455
2007-10-25,13.0435
2007-10-26,34.6154
2007-10-29,-28.5714
2007-10-31,60.0
2007-11-01,0.0
2007-11-08,25.0
2007-11-14,-50.0
2007-11-15,0.0
2007-11-21,0.0
2007-11-28,0.0
2007-11-30,0.0
2007-12-03,-20.0
2007-12-04,15.0
2007-12-05,8.6957
2007-12-06,12.0
2007-12-12,-7.1429
2007-12-14,0.0
2007-12-20,0.0
2007-12-21,-5.7692
2007-12-26,2.0408
2007-12-31,0.0
2008-01-04,-18.275
2008-01-07,-21.6886
2008-01-09,0.0
2008-01-18,0.0
2008-01-22,0.0
2008-01-24,0.0
2008-01-28,12.5
2008-01-29,-16.6667
2008-02-05,0.0
2008-02-08,6.6667
2008-02-13,0.0
2008-02-19,-6.25
2008-02-20,0.0
2008-02-21,-6.6667
2008-02-22,-28.5714
2008-02-25,10.0
2008-02-26,-3.6364
2008-03-06,-5.6604
2008-03-07,20.0
2008-03-17,-41.6667
2008-04-09,14.2857
2008-04-18,25.0
2008-04-22,10.0
2008-05-02,13.6364
2008-05-23,-44.0
2008-06-09,0.0
2008-06-20,28.5714
2008-08-20,-22.2222
2008-08-22,71.4286
2008-11-14,-41.6667
2008-11-24,0.0
2008-12-24,0.0
2008-12-26,0.0
2009-01-05,0.0
2009-02-27,-28.5714
2009-04-22,-59.0
2009-04-23,0.0
2009-05-06,0.0
2009-06-25,95.122
2009-08-25,57.0312
2009-09-04,15.9204
2009-09-14,37.3391
2009-10-20,-7.1875
2009-11-23,4.3098
2009-11-24,33.0536
2009-11-25,15.5264
2009-11-27,13.9017
2009-11-30,31.4528
2009-12-01,12.202
2009-12-03,-15.925
2009-12-04,-4.8469
2009-12-07,-15.0
2009-12-08,-29.4118
2009-12-10,-5.9896
2009-12-11,-2.4931
2009-12-14,-9.0909
2009-12-16,0.0
2009-12-17,0.8125
2009-12-18,-20.6448
2009-12-21,31.25
2009-12-22,-19.0476
2009-12-23,-11.7647
2009-12-24,4.0
2009-12-28,22.8365
2009-12-30,-16.5036
2009-12-31,2.6563
2010-01-04,9.589
2010-01-06,11.1111
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,0.0
2010-01-13,-5.3125
2010-01-14,-10.231
2010-01-19,11.7647
2010-01-21,-5.2632
2010-01-22,-11.1111
2010-01-25,11.25
2010-01-27,-11.236
2010-01-28,1.2658
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,-8.9844
2010-02-12,9.8712
2010-02-16,0.0
2010-02-23,-0.625
2010-02-24,-11.9497
2010-02-25,0.0
2010-02-26,-14.2857
2010-03-03,23.3333
2010-03-04,-5.4054
2010-03-09,-13.125
2010-03-11,18.3967
2010-03-12,23.3507
2010-03-18,-20.0563
2010-03-23,-15.493
2010-03-24,-16.6667
2010-03-29,0.0
2010-03-30,70.0
2010-03-31,-35.2941
2010-04-01,10.9091
2010-04-05,-1.6393
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,-5.0
2010-04-09,0.0
2010-04-12,0.0
2010-04-13,-7.6754
2010-04-14,0.3563
2010-04-15,-3.432
2010-04-16,35.049
2010-04-19,0.0
2010-04-21,-12.8857
2010-04-22,0.0
2010-04-23,0.0
2010-04-26,-25.0
2010-04-27,0.0
2010-04-30,-2.2222
2010-05-03,-20.4545
2010-05-05,42.8571
2010-05-07,0.0
2010-05-11,-28.0
2010-05-17,11.1111
2010-05-20,1.25
2010-05-24,-1.2346
2010-05-25,-25.0
2010-05-28,0.0
2010-06-07,0.0
2010-06-09,0.0
2010-06-10,-33.3333
2010-06-11,5.0
2010-06-14,4.7619
2010-06-15,-9.0909
2010-06-16,20.0
2010-06-17,-16.6667
2010-06-18,-15.0
2010-06-21,-23.5294
2010-06-23,92.3077
2010-06-24,-36.0
2010-06-25,-18.75
2010-06-30,23.0769
2010-07-01,-17.5781
2010-07-06,6.1611
2010-07-09,17.8571
2010-07-12,-12.1212
2010-07-13,10.3448
2010-07-14,-17.9688
2010-07-15,29.5238
2010-07-16,23.5294
2010-07-19,9.5238
2010-07-20,0.0
2010-07-21,8.6957
2010-07-22,12.0
2010-07-23,7.1429
2010-07-26,-4.375
2010-07-27,-16.3399
2010-07-28,-4.1667
2010-07-29,-24.7283
2010-08-02,-2.8881
2010-08-03,18.9591
2010-08-05,-13.125
2010-08-09,6.4748
2010-08-10,0.0
2010-08-11,62.1622
2010-08-12,-42.0833
2010-08-13,0.0
2010-08-16,20.8633
2010-08-17,-4.7619
2010-08-18,-15.0
2010-08-19,0.0
2010-08-23,-10.6618
2010-08-26,31.6872
2010-08-27,-15.0
2010-08-30,-10.6618
2010-08-31,2.0576
2010-09-01,-8.4677
2010-09-02,48.0176
2010-09-03,-19.9405
2010-09-08,-1.1152
2010-09-10,2.2556
2010-09-17,47.0588
2010-09-24,0.0
2010-09-28,-20.0
2010-10-04,0.0
2010-10-05,60.0
2010-10-07,-6.25
2010-10-08,16.6667
2010-10-12,-14.2857
2010-10-14,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-11-01,0.0
2010-11-15,-58.3333
2010-11-18,28.0
2010-11-19,-18.75
2010-11-22,0.0
2010-11-23,-21.6346
2010-11-24,17.7914
2010-11-26,-15.1042
2010-11-29,27.6074
2010-11-30,-30.7692
2010-12-01,31.25
2010-12-02,-31.2169
2010-12-03,4.6154
2010-12-07,17.647100000000002
2010-12-08,20.0
2010-12-09,8.3333
2010-12-10,100.0
2010-12-13,11.538499999999999
2010-12-16,-46.5517
2010-12-17,0.0
2010-12-21,-8.4677
2010-12-28,5.7269
2010-12-29,5.4167
2010-12-30,-17.7866
2010-12-31,9.1346
2011-01-03,26.8722
2011-01-06,-26.7361
2011-01-13,66.8246
2011-01-14,0.0
2011-01-18,-37.2159
2011-01-19,0.0
2011-01-21,-3.6199
2011-01-26,5.1643
2011-02-02,1.3393
2011-02-03,7.0485
2011-02-09,0.0
2011-02-14,26.3374
2011-02-16,53.7459
2011-02-17,-37.2881
2011-02-18,10.1351
2011-02-22,-16.5644
2011-02-23,0.0
2011-02-24,-2.9412000000000003
2011-02-25,-1.1364
2011-02-28,3.4483
2011-03-01,6.6667
2011-03-02,-2.7778
2011-03-03,8.5714
2011-03-07,-8.8816
2011-03-09,3.9711
2011-03-11,-11.1111
2011-03-16,0.0
2011-03-18,0.0
2011-03-23,0.0
2011-03-28,0.0
2011-03-30,0.0
2011-03-31,-9.375
2011-04-01,-24.1379
2011-04-05,-12.5
2011-04-07,1.9481000000000002
2011-04-08,0.0
2011-04-12,32.4841
2011-04-15,0.0
2011-04-20,-7.6923
2011-04-21,-8.3333
2011-04-27,0.0
2011-04-28,27.2727
2011-04-29,0.0
2011-05-19,-21.4286
2011-05-26,0.0
2011-06-09,0.0
2011-06-22,-13.6364
2011-06-28,5.2632
2011-07-11,0.0
2011-07-12,0.0
2011-08-01,30.0
2011-08-05,-23.0769
2011-08-15,10.0
2011-08-17,0.0
2011-08-24,-6.25
2011-09-14,6.6667
2011-09-26,0.0
2011-09-27,0.0
2011-10-07,0.0
2011-10-11,-36.3636
2011-10-14,28.5714
2011-10-17,0.0
2011-10-18,-22.2222
2011-10-19,14.2857
2011-10-20,0.0
2011-10-24,-48.4375
2011-10-26,69.697
2011-11-11,28.5714
2011-11-16,-43.0556
2011-11-22,-2.439
2011-11-29,-20.0
2011-12-02,50.0
2011-12-05,-16.6667
2011-12-15,-37.5
2011-12-16,0.0
2011-12-19,88.0
2011-12-21,-48.9362
2011-12-23,0.0
2011-12-27,0.0
2011-12-28,0.0
2012-01-09,104.1667
2012-01-10,20.4082
2012-01-11,0.0
2012-01-12,19.4915
2012-01-13,-3.5461
2012-01-17,3.6765
2012-01-18,0.0
2012-01-30,-3.5461
2012-01-31,-27.9412
2012-03-06,-2.0408
2012-04-03,-16.6667
2012-04-17,0.0
2012-04-24,20.0
2012-05-23,0.0
2012-06-07,64.5833
2012-06-08,0.0
2012-06-11,50.6329
2012-06-13,-39.4958
2012-06-14,0.0
2012-06-18,27.7778
2012-06-20,4.3478
2012-06-21,0.0
2012-06-22,0.0
2012-06-25,0.0
2012-06-26,0.0
2012-06-27,0.0
2012-06-29,-4.1667
2012-07-02,0.0
2012-07-05,-4.3478
2012-07-06,9.0909
2012-07-10,0.0
2012-07-11,-8.3333
2012-07-13,-9.0909
2012-07-16,28.75
2012-07-17,0.0
2012-07-19,-30.0971
2012-07-31,155.5556
2012-08-01,-13.8587
2012-08-02,-9.7792
2012-08-03,-22.7273
2012-08-06,-15.8371
2012-08-07,3.2258
2012-08-08,16.6667
2012-08-09,-7.1429
2012-08-10,-3.8462
2012-08-13,-20.0
2012-08-14,25.0
2012-08-15,0.0
2012-08-16,-25.5
2012-08-17,-14.094
2012-08-20,45.3125
2012-08-21,0.0
2012-08-22,-13.9785
2012-08-23,13.75
2012-08-24,-3.2967
2012-08-28,0.0
2012-08-29,-27.2727
2012-08-30,14.8437
2012-09-04,0.0
2012-09-05,3.4013999999999998
2012-09-06,-3.2895
2012-09-07,8.8435
2012-09-10,15.0
2012-09-11,4.3478
2012-09-12,8.3333
2012-09-13,-7.6923
2012-09-14,-19.7917
2012-09-17,24.6753
2012-09-18,0.0
2012-09-19,4.1667
2012-09-20,-24.0
2012-09-21,0.0
2012-09-24,0.0
2012-09-25,35.5263
2012-09-26,-3.8834999999999997
2012-09-27,-19.1919
2012-09-28,20.0
2012-10-01,-33.3333
2012-10-02,50.0
2012-10-03,-1.0417
2012-10-05,4.2105
2012-10-08,21.2121
2012-10-09,-20.0
2012-10-10,0.0
2012-10-11,0.0
2012-10-12,0.0
2012-10-15,0.0
2012-10-16,16.6667
2012-10-17,-14.2857
2012-10-18,8.3333
2012-10-19,15.3846
2012-10-22,13.3333
2012-10-23,0.0
2012-10-24,0.0
2012-10-25,0.0
2012-10-26,-17.647100000000002
2012-10-31,42.8571
2012-11-01,-5.0
2012-11-02,-15.7895
2012-11-05,12.5
2012-11-06,-27.0833
2012-11-07,1.9048
2012-11-08,12.1495
2012-11-09,-7.9167
2012-11-12,23.0769
2012-11-13,0.0
2012-11-14,-29.4118
2012-11-15,50.0
2012-11-16,0.0
2012-11-19,0.0
2012-11-20,0.0
2012-11-26,-5.5556
2012-11-27,-2.9412000000000003
2012-11-28,15.1515
2012-11-29,-21.0526
2012-11-30,26.6667
2012-12-04,-7.8947
2012-12-05,0.0
2012-12-06,0.0
2012-12-10,14.2857
2012-12-11,-17.5
2012-12-12,0.0
2012-12-13,0.0
2012-12-14,0.0
2012-12-17,21.2121
2012-12-18,-7.5
2012-12-19,2.7027
2012-12-20,-5.2632
2012-12-28,-25.0
2012-12-31,-17.5926
2013-01-02,57.3034
2013-01-03,0.0
2013-01-04,2.1429
2013-01-07,-21.6783
2013-01-08,27.6786
2013-01-09,-2.0979
2013-01-10,0.0
2013-01-14,-2.8571
2013-01-15,-22.4265
2013-01-17,28.91
2013-01-22,-8.8235
2013-01-23,9.6774
2013-01-24,-8.8235
2013-01-25,3.2258
2013-01-28,-6.25
2013-01-29,6.6667
2013-01-30,-6.25
2013-01-31,-10.0
2013-02-01,18.5185
2013-02-04,0.0
2013-02-05,9.375
2013-02-06,7.8571
2013-02-07,16.5563
2013-02-08,-21.875
2013-02-11,-6.9091000000000005
2013-02-12,12.5
2013-02-13,-11.1111
2013-02-14,37.5
2013-02-19,-21.875
2013-02-20,-12.7273
2013-02-21,-26.6667
2013-02-25,9.0909
2013-02-26,37.5
2013-02-27,0.0
2013-02-28,6.0606
2013-03-01,-8.5714
2013-03-04,-6.25
2013-03-06,-26.6667
2013-03-07,36.3636
2013-03-08,6.6667
2013-03-11,-31.25
2013-03-13,0.0
2013-03-14,45.4545
2013-03-18,-31.25
2013-03-21,45.4545
2013-03-25,-25.0
2013-03-26,-16.6667
2013-03-27,0.0
2013-03-28,0.0
2013-04-02,35.0
2013-04-03,-40.7407
2013-04-10,-12.5
2013-04-11,71.4286
2013-04-12,-41.6667
2013-04-15,0.0
2013-04-19,33.0357
2013-04-22,-18.1208
2013-04-23,-8.1967
2013-04-24,12.5
2013-04-25,-34.9206
2013-04-26,53.6585
2013-04-29,-30.1587
2013-04-30,36.3636
2013-05-01,-30.8333
2013-05-02,0.0
2013-05-03,34.9398
2013-05-06,-25.8929
2013-05-07,15.6627
2013-05-08,2.0833
2013-05-09,63.2653
2013-05-10,-20.0
2013-05-13,-12.5
2013-05-14,0.0
2013-05-15,28.5714
2013-05-16,-22.2222
2013-05-17,14.2857
2013-05-20,6.25
2013-05-22,-29.4118
2013-05-24,-16.6667
2013-05-28,60.0
2013-05-29,6.25
2013-05-30,-17.647100000000002
2013-06-05,0.0
2013-06-10,-26.7857
2013-06-11,-2.439
2013-06-12,40.0
2013-06-13,85.7143
2013-06-14,7.6923
2013-06-17,7.1429
2013-06-18,-10.0
2013-06-19,-11.1111
2013-06-20,33.3333
2013-06-21,0.0
2013-06-24,-6.25
2013-06-25,0.0
2013-06-27,-17.9167
2013-07-01,-18.7817
2013-07-02,48.75
2013-07-03,0.8403
2013-07-08,26.6667
2013-07-09,0.0
2013-07-10,0.0
2013-07-11,15.7895
2013-07-12,4.5455
2013-07-15,30.4348
2013-07-16,3.3333
2013-07-17,-1.6129
2013-07-18,-1.6393
2013-07-19,-16.0417
2013-07-22,14.3921
2013-07-23,-6.2907
2013-07-24,0.0
2013-07-25,11.1111
2013-07-26,-0.625
2013-07-29,6.9182
2013-07-30,0.0
2013-07-31,-6.4706
2013-08-01,-1.0482
2013-08-02,5.0847
2013-08-05,12.9032
2013-08-06,42.8571
2013-08-07,-13.75
2013-08-08,8.9855
2013-08-09,6.383
2013-08-12,-6.375
2013-08-13,-1.4686
2013-08-14,5.9620999999999995
2013-08-15,-3.8363
2013-08-16,0.7979
2013-08-19,-11.0818
2013-08-20,6.5282
2013-08-21,-13.0919
2013-08-22,23.0769
2013-08-23,3.125
2013-08-26,11.1111
2013-08-27,-9.0909
2013-08-28,7.0
2013-08-29,-6.5421
2013-08-30,-16.0
2013-09-03,2.3810000000000002
2013-09-04,15.9884
2013-09-05,-13.5338
2013-09-06,15.5072
2013-09-09,0.1255
2013-09-10,16.2907
2013-09-11,12.069
2013-09-12,30.0
2013-09-13,0.0
2013-09-16,0.0
2013-09-17,-23.0769
2013-09-18,-0.4808
2013-09-19,-1.256
2013-09-20,-7.6321
2013-09-23,-0.3178
2013-09-24,-1.3815
2013-09-26,-2.5862
2013-09-27,-27.4336
2013-09-30,51.2195
2013-10-01,11.2903
2013-10-02,-10.1449
2013-10-03,-6.4516
2013-10-04,-4.3103
2013-10-07,0.6757
2013-10-08,0.0
2013-10-09,-1.5659999999999998
2013-10-10,18.1818
2013-10-11,-0.1923
2013-10-14,-15.2216
2013-10-15,-7.2727
2013-10-16,-1.9607999999999999
2013-10-18,9.75
2013-10-21,-10.7062
2013-10-22,-2.0408
2013-10-23,-6.25
2013-10-24,11.1111
2013-10-25,-16.0
2013-10-28,11.9048
2013-10-29,0.0
2013-10-30,-14.6277
2013-10-31,12.1495
2013-11-04,-44.4444
2013-11-05,28.0
2013-11-06,-6.25
2013-11-07,0.0
2013-11-08,27.0833
2013-11-11,-18.6885
2013-11-12,23.1855
2013-11-13,-5.7283
2013-11-14,5.9028
2013-11-15,-8.1967
2013-11-19,-14.642900000000001
2013-11-20,0.4184
2013-11-21,8.3333
2013-11-22,16.9231
2013-11-25,-13.1579
2013-11-26,11.7424
2013-11-27,-0.5085
2013-11-29,0.5111
2013-12-03,-32.5424
2013-12-04,32.1608
2013-12-05,12.5475
2013-12-09,21.6216
2013-12-10,-20.0
2013-12-11,11.1111
2013-12-13,-12.5
2013-12-16,2.8571
2013-12-17,16.3194
2013-12-18,0.0
2013-12-19,7.4627
2013-12-20,-22.5
2013-12-23,-13.9785
2013-12-24,-16.25
2013-12-26,-0.4975
2013-12-27,-3.5
2013-12-30,-2.5907
2013-12-31,43.883
2014-01-02,-34.9353
2014-01-03,13.6364
2014-01-06,-32.75
2014-01-07,47.9554
2014-01-08,-3.5176
2014-01-09,-20.3125
2014-01-10,4.5752
2014-01-14,-11.875
2014-01-15,0.0
2014-01-16,2.1277
2014-01-17,-29.8611
2014-01-21,18.8119
2014-01-22,-6.6667
2014-01-23,-13.392900000000001
2014-01-24,-1.0309
2014-01-27,-5.7292
2014-01-28,-12.7072
2014-01-29,3.1646
2014-01-30,-20.2454
2014-01-31,6.1538
2014-02-03,14.4928
2014-02-04,-3.7975
2014-02-06,35.5263
2014-02-07,-22.3301
2014-02-10,3.125
2014-02-11,0.6061
2014-02-12,-5.4217
2014-02-13,-5.0955
2014-02-14,3.3557
2014-02-18,-4.5455
2014-02-19,-0.6803
2014-02-20,-4.7945
2014-02-21,-6.4748
2014-02-24,8.461500000000001
2014-02-25,-3.5461
2014-02-26,-8.0882
2014-02-27,25.6
2014-02-28,-6.3694
2014-03-03,-18.3673
2014-03-04,5.0
2014-03-05,-12.6984
2014-03-06,0.0
2014-03-07,-3.6364
2014-03-10,2.8302
2014-03-11,-1.8349
2014-03-12,-2.8037
2014-03-13,38.4615
2014-03-14,11.1111
2014-03-17,15.0
2014-03-18,-22.8261
2014-03-19,-2.1127
2014-03-20,-9.3525
2014-03-21,-19.0476
2014-03-24,56.8627
2014-03-25,-20.0
2014-03-26,-2.3438
2014-03-27,-21.6
2014-03-28,11.2245
2014-03-31,17.4312
2014-04-01,3.9063
2014-04-02,-25.5639
2014-04-03,-1.0101
2014-04-04,-18.3673
2014-04-07,20.0
2014-04-08,8.3333
2014-04-09,-18.2692
2014-04-10,-3.5294
2014-04-11,1.2195
2014-04-14,34.9398
2014-04-15,-25.8929
2014-04-16,6.0241
2014-04-17,0.0
2014-04-21,-9.0909
2014-04-22,10.0
2014-04-23,115.9091
2014-04-24,-8.9474
2014-04-25,-26.0116
2014-04-28,-10.9375
2014-04-29,7.0175
2014-04-30,-1.6393
2014-05-01,0.0
2014-05-02,-2.5
