ticker,FRTN US Equity
2001-01-29,0.0
2001-02-02,-30.0
2001-02-05,14.2857
2001-02-06,0.0
2001-02-14,-28.125
2001-03-13,-13.0435
2001-03-26,-10.0
2001-03-27,0.0
2001-03-28,-22.2222
2001-04-18,-8.5714
2001-04-26,-87.5
2001-05-08,420.0
2001-05-09,11.538499999999999
2001-05-15,3.4483
2001-05-16,0.0
2001-05-23,0.0
2001-05-25,16.6667
2001-06-12,14.2857
2001-06-13,-15.0
2001-06-19,-26.4706
2001-06-25,100.0
2001-07-10,0.0
2001-07-25,-16.0
2001-07-31,23.8095
2001-08-08,-3.8462
2001-08-15,44.0
2001-09-05,0.0
2001-09-06,11.1111
2001-09-19,-25.0
2001-09-25,0.0
2001-09-26,0.0
2001-10-03,0.0
2001-10-15,-31.6667
2001-10-30,12.1951
2001-11-13,100.0
2001-12-03,-40.2174
2001-12-06,27.2727
2001-12-10,0.0
2001-12-11,-35.7143
2001-12-12,0.0
2001-12-17,0.0
2001-12-21,-4.4444
2001-12-26,0.0
2001-12-27,16.2791
2001-12-28,-12.0
2001-12-31,0.0
2002-01-15,0.0
2002-02-04,-9.0909
2002-02-08,25.0
2002-02-11,-16.0
2002-02-12,0.0
2002-03-07,0.0
2002-03-11,0.0
2002-03-27,119.0476
2002-04-02,-43.4783
2002-04-09,76.9231
2002-04-10,-18.4783
2002-04-17,-30.6667
2002-04-22,0.0
2002-04-23,-1.9231
2002-04-29,96.0784
2002-04-30,1.0
2002-05-01,0.0
2002-05-07,0.0
2002-05-10,28.7129
2002-05-14,11.538499999999999
2002-05-15,11.7241
2002-05-16,0.0
2002-05-22,-10.4938
2002-05-23,-3.4483
2002-06-04,-7.1429
2002-06-06,-6.1538
2002-06-07,2.459
2002-06-11,0.0
2002-06-20,0.0
2002-07-01,0.0
2002-07-09,4.0
2002-07-19,-10.7692
2002-07-25,0.0
2002-08-14,42.2414
2002-08-29,-30.303
2002-09-05,6.087
2002-09-23,-5.7377
2002-09-30,0.0
2002-10-03,4.3478
2002-10-07,-4.1667
2002-10-08,4.3478
2002-10-14,-4.1667
2002-10-17,-41.7391
2002-10-31,79.1045
2002-11-01,4.1667
2002-11-04,-16.8
2002-11-07,-33.6538
2002-11-21,2.8986
2002-12-09,12.6761
2002-12-10,-12.5
2002-12-13,0.0
2002-12-16,-7.1429
2002-12-23,0.0
2002-12-24,23.0769
2002-12-31,-12.5
2003-01-06,21.4286
2003-01-22,-23.5294
2003-01-29,6.1538
2003-02-03,-2.8986
2003-02-14,2.9851
2003-02-19,-11.5942
2003-03-25,4.918
2003-04-01,25.0
2003-04-07,0.0
2003-04-08,3.75
2003-05-08,26.506
2003-05-12,40.9524
2003-05-13,-27.7027
2003-05-14,0.0
2003-05-15,-4.6729
2003-05-16,-0.9804
2003-05-20,-25.7426
2003-05-21,0.0
2003-05-27,0.0
2003-05-28,0.0
2003-05-29,0.0
2003-05-30,0.0
2003-06-03,44.0
2003-06-05,-21.2963
2003-06-06,-5.8824
2003-06-09,6.25
2003-06-16,-9.4118
2003-06-17,0.0
2003-08-01,0.0
2003-08-12,0.0
2003-08-19,3.8961
2003-08-20,37.5
2003-08-22,0.0
2003-08-28,-8.1818
2003-09-08,-15.8416
2003-10-01,1.1764999999999999
2003-10-17,-1.1628
2003-10-31,0.0
2003-11-06,0.0
2003-11-10,11.7647
2003-11-12,16.8421
2003-11-13,-5.4054
2003-11-14,3.8095
2003-11-17,-3.6696999999999997
2003-11-18,0.9524
2003-11-19,3.7736
2003-11-21,-9.0909
2003-11-25,0.0
2003-11-26,0.0
2003-12-02,7.0
2003-12-05,-4.6729
2003-12-08,0.9804
2003-12-09,0.0
2003-12-10,-0.9709
2003-12-11,7.8431
2003-12-12,9.0909
2003-12-15,-12.5
2003-12-17,4.7619
2003-12-22,-4.5455
2003-12-26,0.0
2004-01-07,0.9524
2004-01-08,-2.8302
2004-01-09,-0.9709
2004-01-23,0.0
2004-01-27,0.0
2004-01-28,7.8431
2004-01-30,9.0909
2004-02-03,-8.3333
2004-02-04,-1.8182
2004-02-06,-6.4815
2004-02-19,7.9208
2004-02-20,0.9174
2004-02-24,4.5455
2004-03-11,-4.3478
2004-03-15,9.0909
2004-03-16,0.0
2004-03-17,0.0
2004-03-19,-0.8333
2004-03-22,-3.3613
2004-03-23,0.0
2004-03-24,4.3478
2004-03-25,-11.6667
2004-03-26,5.1887
2004-03-31,-1.3453
2004-04-01,0.9091
2004-04-02,8.1081
2004-04-05,-1.6667
2004-04-06,1.6949
2004-04-07,-3.25
2004-04-08,7.6658
2004-04-14,4.0
2004-04-15,-0.7692
2004-04-19,1.5504
2004-04-20,1.5267
2004-04-22,-2.2556
2004-04-28,0.7692
2004-05-03,0.0
2004-05-11,-1.5267
2004-05-12,0.0
2004-05-13,-0.7752
2004-05-18,-0.7813
2004-05-19,0.7874
2004-05-20,-2.3437
2004-05-21,4.0
2004-05-24,-3.8462
2004-05-25,-4.0
2004-05-26,4.1667
2004-05-27,4.0
2004-06-02,0.0
2004-06-03,-3.0769
2004-06-04,3.1746
2004-06-07,0.0
2004-06-08,0.0
2004-06-10,-3.0769
2004-06-16,6.3492
2004-06-17,0.0
2004-06-18,0.0
2004-06-22,0.7463
2004-07-01,-3.7037
2004-07-02,0.0
2004-07-06,0.0
2004-07-07,0.0
2004-07-08,0.0
2004-07-09,0.0
2004-07-12,-0.7692
2004-07-13,0.7752
2004-07-14,0.0
2004-07-15,0.0
2004-07-20,0.7692
2004-07-30,0.0
2004-08-02,14.5038
2004-08-09,-8.6667
2004-08-10,2.1898
2004-08-11,-1.4375
2004-08-12,1.4585
2004-08-13,0.0
2004-08-16,0.0
2004-08-17,0.0
2004-08-18,0.0
2004-08-20,0.0
2004-08-23,0.0
2004-08-24,0.0
2004-08-25,-0.0089
2004-08-27,0.0089
2004-09-08,7.1429
2004-09-09,0.0
2004-09-10,-10.0
2004-09-13,3.7037
2004-09-15,7.1429
2004-09-22,0.0
2004-09-23,0.0
2004-10-14,-10.0
2004-10-15,11.1111
2004-10-18,0.0
2004-10-21,-6.6667
2004-11-05,0.0
2004-11-12,0.0
2004-11-23,0.0
2004-11-26,-3.5714
2004-12-03,2.2222
2004-12-07,-1.4493
2004-12-10,-0.7353
2004-12-14,-11.1111
2004-12-15,12.5
2004-12-20,0.0
2004-12-27,-18.5185
2004-12-28,18.1818
2005-01-05,-10.7692
2005-01-10,-9.4828
2005-01-11,18.0952
2005-01-21,-3.2258
2005-01-24,-4.1667
2005-01-26,-8.6957
2005-01-27,12.381
2005-02-18,-0.8475
2005-02-23,-17.9487
2005-02-24,3.125
2005-02-25,-3.0303
2005-02-28,-4.1667
2005-03-04,9.7826
2005-03-07,-11.8812
2005-03-09,2.2472
2005-03-17,-6.5934
2005-03-18,0.0
2005-03-21,18.8235
2005-04-01,-0.9901
2005-04-05,7.8
2005-04-06,-16.5121
2005-04-07,0.0
2005-04-12,-2.2222
2005-04-13,-3.4091
2005-04-14,-5.8824
2005-04-20,-12.5
2005-04-21,35.7143
2005-04-26,-31.5789
2005-05-05,7.6923
2005-05-06,28.5714
2005-05-18,-5.5556
2005-05-20,14.1176
2005-05-23,-1.0309
2005-05-24,4.1667
2005-05-26,-10.0
2005-05-27,0.7778
2005-05-31,-0.7718
2005-06-01,0.0
2005-06-02,0.0
2005-06-09,-16.6667
2005-06-10,20.0
2005-06-13,5.5556
2005-06-14,7.3684
2005-06-15,-6.8627
2005-06-16,-3.1579
2005-06-17,11.9565
2005-06-23,-1.9417
2005-06-24,1.9802
2005-06-27,40.7767
2005-06-28,-20.6897
2005-06-29,-17.3913
2005-07-01,0.0
2005-07-06,3.1579
2005-07-07,1.0204
2005-07-11,1.0101
2005-07-14,1.0
2005-07-15,-0.9901
2005-07-18,0.0
2005-07-20,-9.1
2005-07-22,4.5105
2005-07-25,-4.2105
2005-07-26,9.8901
2005-07-27,-2.0
2005-07-28,17.3469
2005-08-02,-10.4348
2005-08-04,-7.767
2005-08-11,21.0526
2005-08-12,0.0
2005-08-17,-9.5652
2005-08-30,-3.8462
2005-08-31,-15.0
2005-09-08,18.8235
2005-09-09,-0.9901
2005-09-14,-2.0
2005-09-27,-13.2653
2005-09-29,0.0
2005-09-30,0.0
2005-10-07,0.0
2005-10-25,-11.7647
2005-10-26,-6.6667
2005-10-27,7.1429
2005-10-31,-6.6667
2005-11-07,0.0
2005-11-14,-7.1429
2005-11-17,15.3846
2005-11-18,-24.0
2005-11-22,0.0
2005-12-02,31.5789
2005-12-05,34.6667
2005-12-06,-0.9901
2005-12-07,1.0
2005-12-09,-0.9901
2005-12-12,1.0
2005-12-13,-25.7426
2005-12-14,-6.6667
2005-12-15,0.0
2005-12-16,-7.1429
2005-12-19,0.0
2005-12-20,-12.3077
2005-12-22,0.0
2005-12-27,0.0
2005-12-28,0.0
2005-12-29,5.2632
2005-12-30,0.0
2006-01-09,0.0
2006-01-23,-8.3333
2006-01-24,14.5455
2006-01-25,3.1746
2006-01-30,-4.6154
2006-02-01,4.8387
2006-02-02,0.0
2006-02-06,0.0
2006-02-09,-3.0769
2006-02-14,-4.7619
2006-02-16,8.3333
2006-02-24,-15.3846
2006-02-27,16.3636
2006-03-07,-6.25
2006-03-08,0.0
2006-03-09,3.3333
2006-03-16,-6.4516
2006-03-17,0.0
2006-03-20,0.0
2006-03-23,0.0
2006-03-24,0.0
2006-03-27,0.0
2006-03-28,3.4483
2006-03-30,-3.3333
2006-03-31,3.4483
2006-04-03,-6.6667
2006-04-04,3.5714
2006-04-05,-3.4483
2006-04-06,0.0
2006-04-07,0.0
2006-04-10,0.0
2006-04-11,0.0
2006-04-12,1.7856999999999998
2006-04-13,-1.7544
2006-04-20,-1.7856999999999998
2006-04-21,0.0
2006-04-25,5.4545
2006-04-27,-3.4483
2006-04-28,0.0
2006-05-01,0.8929
2006-05-02,0.0
2006-05-03,0.0
2006-05-04,15.0442
2006-05-05,-13.8462
2006-05-08,0.0
2006-05-09,0.0
2006-05-10,0.0
2006-05-11,0.0
2006-05-19,0.0
2006-05-22,33.9286
2006-05-23,-6.6667
2006-05-24,20.0
2006-05-25,25.0
2006-05-26,4.7619
2006-05-30,-9.0909
2006-05-31,0.0
2006-06-01,-15.0
2006-06-02,5.8824
2006-06-05,0.0
2006-06-06,0.0
2006-06-09,-5.5556
2006-06-13,0.0
2006-06-14,-9.4118
2006-06-15,0.0
2006-06-16,0.0
2006-06-19,0.0
2006-06-21,-2.5974
2006-06-29,0.0
2006-07-05,0.0
2006-07-11,0.0
2006-08-14,0.0
2006-08-24,0.0
2006-08-29,0.0
2006-08-30,0.0
2006-09-01,0.0
2006-09-25,8.0
2006-10-16,0.0
2006-10-17,0.0
2006-10-18,0.0
2006-10-19,-7.4074
2006-10-20,0.0
2006-10-25,0.0
2006-11-08,0.0
2006-11-10,8.0
2006-11-20,0.0
2006-11-21,-19.7531
2006-11-22,24.6154
2006-11-30,-1.2346
2006-12-26,-18.75
2006-12-29,23.0769
2007-01-09,-12.5
2007-01-12,7.1429
2007-01-18,0.0
2007-01-23,0.0
2007-01-24,6.6667
2007-01-25,-12.5
2007-01-29,0.0
2007-01-31,14.2857
2007-02-01,1.25
2007-02-05,-1.2346
2007-02-07,0.0
2007-02-21,-12.5
2007-02-26,7.1429
2007-02-27,0.0
2007-03-05,0.0
2007-03-06,6.6667
2007-03-07,0.0
2007-03-08,0.0
2007-03-28,-12.5
2007-04-02,14.2857
2007-04-17,0.0
2007-04-25,12.5
2007-05-01,-8.8889
2007-05-02,-8.5366
2007-05-04,13.3333
2007-05-10,-11.7647
2007-05-14,0.0
2007-05-17,-6.6667
2007-05-21,-25.7143
2007-05-22,-1.9231
2007-05-23,-11.7647
2007-05-25,0.0
2007-06-01,0.0
2007-06-04,0.0
2007-06-14,-6.6667
2007-06-22,0.0
2007-06-25,0.0
2007-07-03,2.3810000000000002
2007-07-06,-9.3023
2007-07-11,-7.6923
2007-08-01,0.0
2007-08-06,5.5556
2007-08-14,-28.947400000000002
2007-08-15,-44.4444
2007-08-17,20.0
2007-08-20,5.5556
2007-08-21,-15.7895
2007-08-28,0.0
2007-08-31,12.5
2007-09-04,11.1111
2007-09-05,20.0
2007-09-07,0.0
2007-09-12,-16.6667
2007-09-13,20.0
2007-09-19,-8.3333
2007-09-28,-4.5455
2007-10-03,0.0
2007-10-11,42.8571
2007-10-23,-16.6667
2007-10-25,-8.0
2007-10-29,-13.0435
2007-11-06,10.0
2007-11-07,-9.0909
2007-11-08,0.0
2007-11-09,55.0
2007-11-12,-9.6774
2007-11-14,0.0
2007-11-16,-10.7143
2007-11-20,4.0
2007-11-27,3.8462
2007-11-28,0.0
2007-12-04,0.0
2007-12-05,0.0
2007-12-06,0.0
2007-12-12,-3.7037
2007-12-14,-3.8462
2007-12-18,0.0
2007-12-19,-4.0
2007-12-21,8.3333
2007-12-24,3.8462
2007-12-31,-18.5185
2008-01-02,-9.0909
2008-01-03,0.0
2008-01-10,0.0
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,0.0
2008-02-26,25.0
2008-02-27,0.0
2008-03-03,8.0
2008-03-18,11.1111
2008-03-24,-16.6667
2008-03-26,-24.0
2008-03-27,31.5789
2008-03-28,0.0
2008-04-18,12.0
2008-04-22,-17.8571
2008-05-02,-21.7391
2008-05-13,94.4444
2008-05-23,-28.5714
2008-05-27,0.0
2008-06-06,0.0
2008-06-09,0.0
2008-08-08,-12.0
2008-08-13,0.0
2008-08-18,-13.6364
2008-08-19,-10.526299999999999
2008-08-28,17.647100000000002
2008-09-02,50.0
2008-09-03,-10.0
2008-09-04,11.1111
2008-09-05,6.6667
2008-09-09,-12.5
2008-09-16,0.0
2008-09-17,-3.5714
2008-09-22,-7.4074
2008-09-23,28.0
2008-09-24,-31.25
2008-09-25,4.5455
2008-09-26,0.0
2008-09-29,0.0
2008-10-02,-4.3478
2008-10-03,-13.6364
2008-10-06,5.2632
2008-10-07,0.0
2008-10-08,0.0
2008-10-09,0.0
2008-10-23,-15.0
2008-10-28,5.8824
2008-10-30,0.0
2008-11-05,0.0
2008-11-10,0.0
2008-11-17,-11.1111
2008-11-26,18.75
2008-12-04,-15.7895
2008-12-18,0.0
2008-12-24,0.0
2008-12-26,-6.25
2008-12-30,-20.0
2008-12-31,16.6667
2009-01-05,0.0
2009-01-09,42.8571
2009-01-21,-40.0
2009-02-20,0.0
2009-02-24,0.0
2009-03-03,0.0
2009-03-23,0.0
2009-04-06,0.0
2009-05-21,-33.3333
2009-05-28,-37.5
2009-06-08,-20.0
2009-06-16,-50.0
2009-06-23,0.0
2009-07-22,0.0
2009-08-17,0.0
2009-09-18,0.0
2009-11-23,0.0
2009-12-03,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-15,0.0
2009-12-21,0.0
2010-02-09,0.0
2010-04-16,25.0
2010-05-24,0.0
2010-06-24,20.0
2010-08-06,33.3333
2010-08-31,25.0
2010-09-10,60.0
2010-09-13,-12.5
2010-09-16,14.2857
2010-09-22,87.5
2010-09-28,-33.3333
2010-10-01,0.0
2010-10-05,0.0
2010-10-11,0.0
2010-10-12,100.0
2010-10-13,-50.0
2010-10-14,-10.0
2010-10-15,0.0
2010-10-18,0.0
2010-10-22,22.2222
2010-10-29,27.2727
2010-11-01,0.0
2010-11-03,42.8571
2010-11-05,75.0
2010-11-09,0.0
2010-11-18,-28.5714
2010-12-08,-28.0
2010-12-09,22.2222
2010-12-10,-4.5455
2010-12-21,-9.5238
2010-12-29,-52.6316
2010-12-31,0.0
2011-01-05,111.1111
2011-01-12,0.0
2011-01-14,0.0
2011-01-21,0.0
2011-02-01,-52.6316
2011-02-04,44.4444
2011-02-08,-30.7692
2011-02-10,11.1111
2011-02-14,-30.0
2011-02-22,-14.2857
2011-03-02,16.6667
2011-03-03,0.0
2011-03-04,0.0
2011-03-09,0.0
2011-03-15,-7.1429
2011-03-16,7.6923
2011-03-22,28.5714
2011-03-23,0.0
2011-03-28,0.0
2011-03-30,0.0
2011-04-11,0.0
2011-05-18,33.3333
2011-05-19,0.0
2011-05-23,66.6667
2011-05-24,-10.0
2011-05-25,0.0
2011-05-27,-0.0694
2011-06-01,-0.1042
2011-06-03,-61.0435
2011-06-06,0.5357
2011-06-08,-0.5329
2011-06-13,42.8571
2011-06-14,0.0
2011-06-30,-40.0
2011-07-01,183.3333
2011-07-06,-11.7647
2011-07-11,0.0
2011-08-02,0.0
2011-08-08,-59.7917
2011-08-29,0.0
2011-09-27,-0.5181
2011-10-10,0.0
2011-10-11,0.0
2011-10-13,0.0
2011-10-19,0.0
2011-10-28,-16.6667
2011-11-08,0.0
2011-11-28,0.0
2011-12-05,0.0
2011-12-09,0.0
2012-01-04,0.0
2012-02-09,0.0
2012-02-24,0.0
2012-02-28,0.0
2012-03-23,-20.0
2012-03-26,0.0
2012-04-27,-25.0
2012-05-04,0.0
2012-06-15,0.0
2012-07-10,0.0
2012-09-14,0.0
2012-09-20,-33.3333
2012-10-04,-25.0
2012-10-08,33.3333
2012-10-11,-50.0
2012-10-22,900.0
2012-10-24,-90.0
2012-11-27,20.0
2012-11-30,0.0
2012-12-05,-8.3333
2012-12-13,0.0
2012-12-26,354.5455
2012-12-31,-50.0
2013-01-02,0.0
2013-02-19,0.0
2013-03-13,-40.0
2013-05-23,133.3333
2013-06-06,0.0
2013-07-05,42.8571
2013-07-08,2.0
2013-07-17,-1.9607999999999999
2013-07-22,-50.0
2013-07-25,104.0
2013-07-26,0.0
2013-07-31,115.6863
2013-08-01,-8.1818
2013-08-05,3.9604
2013-08-06,18.0952
2013-08-07,-0.8065
2013-08-08,-6.5041
2013-08-16,-8.6957
2013-08-19,-4.7619
2013-08-20,-30.0
2013-08-21,14.2857
2013-08-22,25.0
2013-08-26,-5.0
2013-08-27,5.2632
2013-08-29,0.0
2013-09-03,-10.0
2013-09-04,14.4444
2013-09-05,-1.9417
2013-09-06,0.9901
2013-09-09,-0.9804
2013-09-10,0.0
2013-09-11,-0.9901
2013-09-12,0.0
2013-09-13,1.0
2013-09-16,-20.7921
2013-09-17,25.0
2013-09-18,0.0
2013-09-19,4.0
2013-09-23,-3.8462
2013-09-24,0.0
2013-09-25,-9.0
2013-09-26,-1.0989
2013-09-27,11.1111
2013-09-30,-25.0
2013-10-01,33.3333
2013-10-02,0.0
2013-10-08,3.0
2013-10-09,-7.767
2013-10-10,8.4211
2013-10-11,-12.6214
2013-10-15,14.4444
2013-10-17,-2.9126
2013-10-18,0.0
2013-10-22,0.0
2013-10-30,0.0
2013-10-31,1.0
2013-11-01,-0.9901
2013-11-04,-6.4313
2013-11-05,6.8733
2013-11-06,-4.0
2013-11-08,-1.0417
2013-11-14,-2.1053
2013-11-15,0.0
2013-11-18,-13.9785
2013-11-19,-2.5
2013-11-20,8.9744
2013-11-21,5.8824
2013-11-22,-2.2222
2013-11-25,1.1364
2013-11-26,0.0
2013-12-02,0.0351
2013-12-03,1.0881
2013-12-04,-2.2222
2013-12-05,1.1364
2013-12-06,0.0
2013-12-09,-2.6052999999999997
2013-12-10,0.4254
2013-12-17,-13.842600000000001
2013-12-18,6.6667
2013-12-19,6.25
2013-12-23,0.0
2013-12-30,-11.7647
2014-01-09,-2.6667
2014-01-13,9.589
2014-01-14,10.0
2014-01-16,-31.8182
2014-01-21,0.0
2014-01-23,8.3333
2014-01-31,-4.6154
2014-02-03,-3.2258
2014-02-07,-5.0
2014-02-11,0.0
2014-02-14,31.5789
2014-02-18,-21.3333
2014-02-19,1.6949
2014-02-20,0.0
2014-02-21,0.0
2014-02-24,0.0
2014-02-26,25.0
2014-04-10,-52.0
2014-04-11,108.3333
2014-04-16,0.0
2014-05-15,-40.0
2014-05-16,66.6667
2014-07-08,-40.0
2014-07-14,-22.2222
2014-07-15,-14.2857
2014-07-16,0.0
2014-07-18,0.0
2014-07-29,0.0
2014-08-01,-3.3333
2014-08-04,-13.7931
2014-08-12,-28.0
2014-09-02,0.0
2014-09-12,0.0
2014-09-17,238.8889
2014-09-18,45.9016
2014-09-19,-1.1236
2014-09-22,0.0
2014-09-23,0.0
2014-09-24,1.1364
2014-09-25,0.0
2014-09-29,1.1236
2014-09-30,0.0
2014-10-01,-3.3333
2014-10-03,-5.7471
2014-10-06,3.6585
2014-10-07,11.7647
2014-10-08,-5.2632
2014-10-09,5.5556
2014-10-10,-21.0526
2014-10-13,4.0167
2014-10-14,2.5477
2014-10-17,17.5
2014-10-20,-1.0638
2014-10-28,-69.879
2014-10-30,46.3632
2014-11-05,-26.8293
2014-11-14,33.3333
2014-11-26,-25.0
2014-11-28,0.0
2014-12-05,0.0
2014-12-09,0.0
2014-12-16,0.0
2014-12-17,0.0
2014-12-18,0.0
2014-12-29,-16.6667
2014-12-31,-46.4
2015-01-14,0.0
2015-01-22,0.0
2015-01-26,0.0
2015-01-28,0.0
2015-01-29,161.194
2015-01-30,0.0
2015-02-03,8.5714
2015-02-04,10.526299999999999
2015-02-05,19.0476
2015-02-06,0.2
2015-02-10,1.7964
2015-02-11,0.0
2015-02-25,17.647100000000002
2015-02-26,0.0
2015-02-27,0.0
2015-03-05,0.0
2015-03-11,8.3333
2015-03-12,0.0
2015-03-17,0.0
2015-03-18,30.7692
2015-03-19,0.0
2015-03-24,-29.4118
2015-03-26,25.0
2015-04-06,-20.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-10,8.3333
2015-04-13,15.3846
2015-04-14,-20.0
2015-04-15,0.0
2015-04-16,0.0
2015-04-17,8.3333
2015-04-20,-7.7115
2015-04-22,0.0208
2015-04-23,0.0
2015-04-24,0.0
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-04,-8.3333
2015-05-05,0.0
2015-05-06,9.0909
2015-05-08,0.0208
2015-05-11,8.3108
2015-05-12,6.0
2015-05-13,16.1103
2015-05-14,-6.25
2015-05-15,6.6667
2015-05-18,-17.8281
2015-05-20,-8.7279
2015-05-22,14.3021
2015-05-28,-5.2219
2015-06-01,0.0
2015-06-02,-7.6923
2015-06-04,3.3333
2015-06-05,-11.2903
2015-06-08,9.0568
2015-06-09,0.0313
2015-06-11,6.6667
2015-06-12,1.5625
2015-06-15,30.7692
2015-06-16,-11.7647
2015-06-17,-13.3333
2015-06-18,0.0
2015-06-22,-7.6923
2015-06-25,-2.9167
2015-06-26,3.0043
2015-06-30,0.0
2015-07-01,-16.6667
2015-07-02,0.0
2015-07-08,10.0
2015-07-10,-9.0909
2015-07-20,-20.0
2015-07-30,-12.5
2015-08-06,-14.2857
2015-08-12,0.0
2015-08-21,-16.6667
2015-08-31,0.0
2015-09-02,-20.0
2015-09-04,0.0
2015-09-09,25.0
2015-09-11,-12.0
2015-09-16,13.6364
2015-09-22,-20.0
2015-10-06,0.0
2015-10-08,0.0
2015-10-14,0.0
2015-10-16,0.0
2015-10-28,0.0
2015-10-30,-25.0
2015-11-10,33.3333
2015-11-11,25.0
2015-11-12,20.0
2015-11-13,0.0
2015-11-16,-13.3333
2015-11-17,34.6154
2015-11-18,-5.7143
2015-11-19,6.0606
2015-11-20,14.2857
2015-11-23,25.0
2015-11-24,-8.0
2015-11-30,15.2174
2015-12-01,3.7736
2015-12-02,27.2727
2015-12-03,0.0
2015-12-04,14.2857
2015-12-07,-6.25
2015-12-09,-20.0
2015-12-11,16.6667
2015-12-14,14.2857
2015-12-15,6.25
2015-12-16,-5.8824
2015-12-17,0.0
2015-12-18,18.75
2015-12-22,0.0
2015-12-23,0.0
2015-12-28,-25.7895
2015-12-29,-2.1454
2016-01-04,1.4677
2016-01-05,14.2857
2016-01-06,6.25
2016-01-07,0.0
2016-01-08,5.8824
2016-01-11,0.0
2016-01-13,5.5556
2016-01-15,0.0
2016-01-19,-10.526299999999999
2016-01-20,-17.647100000000002
2016-01-21,14.2857
2016-01-22,0.0
2016-01-25,0.0
2016-01-26,5.625
2016-01-27,-7.6923
2016-01-28,-3.8462
2016-01-29,3.9833
2016-02-01,-16.6533
2016-02-02,7.6923
2016-02-03,-10.4286
2016-02-04,11.6427
2016-02-05,-13.5714
2016-02-08,0.8264
2016-02-09,0.0
2016-02-10,3.4016
2016-02-11,3.0519
2016-02-12,-7.6923
2016-02-18,-16.6667
2016-02-19,4.0
2016-02-22,15.3846
2016-02-25,16.6667
2016-03-03,-14.2857
2016-03-10,-8.3333
2016-03-17,-1.8182
2016-03-21,-7.4074
2016-03-22,4.0
2016-03-23,3.8462
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,-9.2593
2016-03-31,10.2041
2016-04-06,0.0
2016-04-07,20.3704
2016-04-08,7.6923
2016-04-11,-14.2857
2016-04-12,41.6667
2016-04-13,5.8824
2016-04-14,10.0
2016-04-15,-14.1414
2016-04-19,16.4706
2016-04-20,0.0
2016-04-21,-29.2929
2016-04-22,42.8571
2016-04-27,-40.0
2016-04-28,0.0
2016-04-29,58.3333
2016-05-03,-36.8421
2016-05-05,-15.0
2016-05-11,0.0
2016-05-17,37.2549
2016-05-18,4.2857
2016-05-19,-1.3699
2016-05-23,-44.4444
2016-05-25,62.5
2016-05-27,23.0769
2016-06-08,-37.5
2016-06-09,0.0
2016-06-16,-10.0
2016-06-17,0.0
