ticker,HKWO US Equity
2009-07-29,-6.0403
2009-08-04,-14.2857
2009-08-05,12.5
2009-08-06,0.0
2009-08-07,-10.3704
2009-08-13,11.5702
2009-08-14,-2.2222
2009-08-17,2.2727
2009-08-19,-3.7037
2009-08-20,-7.6923
2009-08-21,4.1667
2009-08-24,-4.0
2009-08-25,0.0
2009-08-31,-8.3333
2009-09-01,0.0
2009-09-03,4.5455
2009-09-11,-21.7391
2009-09-14,-55.5556
2009-09-15,175.0
2009-09-16,-4.5455
2009-09-17,0.0
2009-09-22,-4.7619
2009-09-30,1.0
2009-10-07,-5.9406
2009-10-16,2.1053
2009-10-23,-2.0619
2009-10-28,2.1053
2009-11-09,-74.2268
2009-11-10,288.0
2009-11-18,8.2474
2009-11-25,0.0
2009-12-07,0.0
2009-12-14,0.0
2009-12-21,-28.5714
2010-01-04,0.0
2010-01-12,0.0
2010-02-08,40.0
2010-02-16,0.0
2010-02-22,0.0
2010-03-22,-28.5714
2010-03-23,0.0
2010-03-26,-66.6667
2010-04-07,0.0
2010-04-08,20.0
2010-04-09,233.3333
2010-04-21,-69.0
2010-05-04,254.8387
2010-05-07,-70.9091
2010-06-02,0.0
2010-07-07,243.75
2010-07-09,-1.8182
2010-07-21,-7.4074
2010-10-27,-68.0
2010-11-10,6.25
2010-12-16,11.7647
2010-12-22,26.3158
2010-12-29,-20.8333
2011-01-11,7.8947
2011-02-22,139.0244
2011-02-28,-18.3673
2011-03-02,-11.25
2011-03-04,-46.4789
2011-03-10,0.0
2011-03-22,115.7895
2011-03-23,-39.0244
2011-03-30,120.0
2011-04-01,-10.0
2011-04-05,5.0505
2011-04-06,-4.8077
2011-04-07,2.0202
2011-04-08,8.9109
2011-04-11,4.5455
2011-04-12,0.0
2011-04-15,-4.3478
2011-04-18,0.0
2011-04-21,-9.0909
2011-04-25,10.0
2011-04-26,-6.3636
2011-04-27,-1.9417
2011-04-28,-10.8911
2011-04-29,0.0
2011-05-03,2.2222
2011-05-04,0.0
2011-05-05,-2.1739
2011-05-06,5.5556
2011-05-11,10.526299999999999
2011-05-12,-9.5238
2011-05-13,0.0
2011-05-16,-3.1579
2011-05-17,14.1304
2011-05-18,-12.381
2011-05-19,0.0
2011-05-23,8.6957
2011-05-24,0.0
2011-05-25,-1.0
2011-05-26,-2.0202
2011-05-31,0.0
2011-06-01,1.0309
2011-06-03,-1.0204
2011-06-06,-4.1237
2011-06-07,0.0
2011-06-08,0.0
2011-06-09,0.0
2011-06-10,6.4516
2011-06-13,-6.0606
2011-06-14,2.1505
2011-06-15,-2.1053
2011-06-16,3.2258
2011-06-17,-3.125
2011-06-20,0.0
2011-06-22,0.0
2011-06-23,-1.0753
2011-06-27,3.2609
2011-06-28,-4.2105
2011-06-29,-1.0989
2011-06-30,-2.2222
2011-07-05,1.1364
2011-07-06,0.0
2011-07-07,0.0
2011-07-11,1.1236
2011-07-12,-4.4444
2011-07-14,4.6512
2011-07-15,0.0
2011-07-18,0.0
2011-07-19,0.0
2011-07-20,0.0
2011-07-21,0.0
2011-07-26,11.1111
2011-07-27,0.0
2011-07-28,0.0
2011-08-01,0.0
2011-08-02,0.0
2011-08-04,-2.0
2011-08-05,0.0
2011-08-08,0.0
2011-08-09,0.0
2011-08-10,4.0816
2011-08-11,5.8824
2011-08-12,0.0
2011-08-15,0.0
2011-08-16,-2.7778
2011-08-17,0.0
2011-08-18,0.0
2011-08-22,0.0
2011-08-23,0.0
2011-08-29,0.0
2011-08-30,0.0
2011-09-06,0.0
2011-09-14,0.0
2011-09-20,0.0
2011-09-26,4.7619
2011-09-27,0.0
2011-09-30,-9.0909
2011-10-03,0.0
2011-10-11,0.0
2011-10-12,0.0
2011-10-14,5.0
2011-10-18,0.0
2011-10-20,1.9048
2011-10-21,0.0
2011-10-26,1.8692
2011-10-27,0.9174
2011-10-28,0.0
2011-11-03,0.0
2011-11-09,27.2727
2011-11-10,0.0
2011-11-14,0.0
2011-11-18,-14.2857
2011-11-21,1.6667
2011-11-23,0.8197
2011-11-25,20.3252
2011-11-28,5.4054
2011-12-02,0.0
2011-12-05,2.5641
2011-12-06,0.0
2011-12-07,-2.5
2011-12-08,0.0
2011-12-14,15.3846
2011-12-15,0.0
2011-12-19,0.0
2011-12-21,0.0
2011-12-23,11.1111
2011-12-29,25.0
2011-12-30,12.0
2012-01-03,7.1429
2012-01-04,18.6667
2012-01-05,15.1685
2012-01-06,24.3902
2012-01-09,-13.7255
2012-01-10,-9.0909
2012-01-12,-2.5
2012-01-13,-10.2564
2012-01-17,-2.8571
2012-01-18,-5.8824
2012-01-19,-6.25
2012-01-20,31.6667
2012-01-24,-12.405100000000001
2012-01-25,1.1561
2012-01-26,0.0
2012-01-27,-12.857099999999999
2012-01-30,-0.9836
2012-01-31,-0.6623
2012-02-01,0.0
2012-02-02,-3.3333
2012-02-03,0.0
2012-02-07,-31.0345
2012-02-08,0.0
2012-02-10,0.0
2012-02-13,18.0
2012-02-15,27.1186
2012-02-16,-16.6667
2012-02-17,20.0
2012-02-21,-16.6667
2012-02-22,0.0
2012-02-23,0.0
2012-02-24,0.0
2012-02-29,-8.0
2012-03-02,-4.3478
2012-03-06,26.8182
2012-03-07,-10.3943
2012-03-09,-8.0
2012-03-12,0.4348
2012-03-13,1.7316
2012-03-14,-2.1277
2012-03-15,2.1739
2012-03-19,0.0
2012-03-21,0.0
2012-03-23,0.0
2012-03-26,-6.383
2012-03-28,0.0
2012-03-30,0.0
2012-04-02,0.9091
2012-04-09,-54.5045
2012-04-13,98.0198
2012-04-20,0.0
2012-04-23,0.0
2012-04-24,0.0
2012-04-27,-2.5
2012-05-01,0.0
2012-05-07,-17.9487
2012-05-08,-34.375
2012-05-14,4.7619
2012-05-15,45.4545
2012-05-25,-34.375
2012-06-01,0.9524
2012-06-14,13.2075
2012-06-18,0.0
2012-06-21,0.0
2012-06-26,25.0
2012-07-02,-10.0
2012-07-05,3.7037
2012-07-09,0.0
2012-07-13,0.0
2012-07-16,0.0
2012-08-08,-21.4286
2012-08-13,0.0
2012-09-12,7.2727
2012-10-04,-6.7797
2012-10-22,0.0
2012-12-17,-9.0909
2012-12-21,-10.0
2012-12-28,0.0
2013-01-07,22.2222
2013-02-04,-86.3636
2013-02-28,33.3333
2013-04-25,400.0
2013-06-06,0.0
2013-06-07,0.0
2013-06-18,-25.0
2013-06-20,33.3333
2013-06-21,0.0
2013-06-25,0.0
2013-06-26,0.0
2013-06-27,0.0
2013-07-16,-15.0
2013-07-22,-76.4706
2013-07-23,0.0
2013-08-01,295.0
2013-08-09,0.0
2013-10-01,1.2658
2013-11-18,-73.75
2013-11-20,271.4286
2013-11-27,0.0
2013-12-06,2.5641
2014-02-20,-73.75
2014-02-28,14.2857
2014-06-03,0.0
2014-09-30,0.0
2014-10-31,0.0
2014-11-13,-12.5
2014-11-17,-28.5714
2014-12-18,0.0
2014-12-19,0.0
2015-02-09,0.0
2015-04-08,0.0
2015-04-09,-33.3333
2015-04-10,0.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-29,-20.0
2015-08-07,0.0
2015-08-31,0.0
2015-09-16,0.0
2015-11-25,0.0
2016-03-14,-12.5
2016-03-17,0.0
2016-03-23,0.0
2016-04-13,42.6786
2016-07-29,0.1252
2016-08-22,-30.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-26,-28.5714
2016-09-29,0.0
2016-09-30,0.0
2016-10-06,0.0
2016-10-13,0.0
2016-12-13,0.0
2017-01-20,200.0
2017-01-23,33.3333
2017-01-25,155.0
2017-01-31,-31.3725
2017-02-06,-14.2857
2017-02-08,16.6667
2017-02-09,11.4286
2017-02-17,2.5641
2017-03-02,-32.5
2017-03-03,-7.4074
2017-03-27,-20.0
2017-04-03,0.0
2017-04-06,25.0
2017-04-07,-4.6
2017-04-13,-16.1426
2017-04-17,0.0
2017-06-22,-25.0
2017-06-23,0.0
2017-08-01,-6.6667
2017-10-03,-28.5714
2017-11-13,0.0
2017-11-14,0.0
2017-12-07,-20.0
2017-12-14,5.75
2017-12-18,-5.4374
2018-01-18,25.0
2018-01-19,-20.0
2018-03-01,-25.0
2018-03-13,0.0
2018-03-14,0.0
2018-04-03,66.6667
2018-07-02,0.0
2018-07-20,0.0
2018-08-07,-40.0
2018-08-31,0.0
2018-09-18,0.0
2018-10-03,-16.6667
2018-11-13,0.0
2019-01-15,0.0
2019-01-17,0.0
2019-01-18,0.0
2019-01-25,0.0
2019-03-07,120.0
2019-04-04,45.4545
2019-04-10,-68.75
2019-04-30,100.0
2019-05-08,-50.0
2019-09-26,0.0
2019-10-11,-16.0
2019-10-24,88.0952
2019-11-08,26.5823
2019-11-19,-4.0
2019-11-20,-16.6667
2019-11-26,92.5
2019-12-03,-38.961
2019-12-09,80.8511
2019-12-11,-5.8824
2019-12-16,-41.25
2019-12-23,0.0
2019-12-31,9.7872
2020-01-09,-8.9147
2020-01-22,-2.234
2020-03-05,-33.3515
2020-03-09,-18.3673
2020-04-13,-78.0
2020-04-17,809.0909
2020-06-05,-70.0
2020-06-12,196.6667
2020-07-06,-12.3596
2020-07-17,-66.9231
