ticker,AMHFF US Equity
2005-08-11,-17.2414
2005-08-24,0.0
2005-08-26,-10.2564
2005-09-07,-21.0714
2005-09-12,-7.2398
2005-09-13,-4.3902
2005-09-14,-20.9184
2005-09-19,22.5806
2005-10-13,5.2632
2005-10-17,-6.3125
2005-10-20,-7.6718
2005-10-24,-2.3121
2005-11-08,1.7012
2005-11-10,10.5455
2005-11-21,27.3684
2005-11-29,-23.5537
2005-12-07,4.8649000000000004
2005-12-29,8.2474
2006-01-03,8.5714
2006-01-05,9.6491
2006-01-09,8.0
2006-01-19,-11.1111
2006-01-25,2.0833
2006-02-06,2.0408
2006-02-09,6.8
2006-02-14,-4.6348
2006-02-15,4.0746
2006-02-17,16.9811
2006-02-21,-3.2258
2006-02-24,4.2917
2006-02-27,1.638
2006-02-28,-6.2893
2006-03-14,0.6711
2006-03-15,6.6667
2006-03-24,0.0
2006-03-27,3.125
2006-03-30,6.0606
2006-04-06,20.0
2006-04-07,14.2857
2006-04-10,0.0
2006-04-11,-1.0417
2006-04-12,-11.5789
2006-04-17,26.1905
2006-04-26,-3.7736
2006-04-27,1.9607999999999999
2006-05-02,-3.8462
2006-05-09,-2.0
2006-06-08,-16.3265
2006-06-20,-14.1463
2006-06-26,-2.8409
2006-06-29,6.0855
2006-07-05,7.4935
2006-07-07,5.1282
2006-07-11,-3.6585
2006-07-12,1.7722
2006-07-14,-14.148
2006-07-18,1.4125
2006-07-25,4.2857
2006-08-10,-13.1507
2006-08-15,-0.1972
2006-08-18,-0.0593
2006-08-22,-9.2311
2006-08-25,11.6289
2006-09-07,17.0503
2006-10-03,-23.6833
2006-10-11,9.4781
2006-10-20,-13.465
2006-10-23,-1.8902999999999999
2006-11-08,21.7575
2006-11-10,4.9788
2006-11-13,-7.2426
2006-11-14,12.9409
2006-11-15,1.0704
2006-11-21,-23.6111
2006-11-22,27.2727
2006-11-24,-29.9107
2006-11-27,4.0764
2006-12-01,11.2362
2006-12-15,-1.4525000000000001
2006-12-18,9.3345
2006-12-19,-11.7647
2006-12-21,-12.963
2006-12-28,-3.4043
2007-01-08,4.4053
2007-01-10,22.3629
2007-01-16,-19.6121
2007-02-06,10.2413
2007-02-09,1.1673
2007-02-21,2.5
2007-02-23,-2.439
2007-02-26,0.9135
2007-03-09,-12.3869
2007-03-15,23.491
2007-03-19,-3.1264
2007-03-20,-4.7273
2007-03-22,0.334
2007-03-29,-6.7998
2007-04-18,86.5816
2007-04-20,-40.9352
2007-04-24,-1.8519
2007-05-02,-5.6604
2007-05-07,17.75
2007-05-11,-12.8025
2007-05-14,3.5061999999999998
2007-05-16,16.302
2007-05-18,2.4272
2007-06-01,10.5845
2007-06-18,2.5357
2007-06-20,-1.1320000000000001
2007-07-11,-2.7127
2007-07-23,12.167300000000001
2007-07-27,-8.5714
2007-08-09,-9.6045
2007-08-13,-9.375
2007-08-23,2.3491
2007-08-24,1.0739
2007-08-27,-1.3333
2007-08-28,-1.0135
2007-08-29,-29.4155
2007-08-31,34.24
2007-09-10,2.7915
2007-10-12,-11.8265
2007-10-23,-11.4257
2007-10-29,20.6955
2007-11-01,-14.0102
2007-11-06,-0.5674
2007-11-08,-8.3424
2007-11-15,-6.0777
2007-11-16,0.0
2007-11-20,-4.7033000000000005
2007-11-21,-6.0947
2007-11-26,-3.4920999999999998
2007-12-03,8.1871
2007-12-11,-28.0405
2007-12-12,-6.1033
2007-12-17,49.6
2007-12-27,-6.4171
2008-01-02,5.7143
2008-01-03,0.8784
2008-01-04,-24.9833
2008-01-07,32.1429
2008-01-11,-17.7365
2008-01-15,13.2238
2008-01-22,-3.6634
2008-01-23,2.4096
2008-02-11,-9.0441
2008-02-14,31.6087
2008-02-19,-10.5037
2008-02-26,-11.0501
2008-02-28,-14.1975
2008-02-29,29.4964
2008-03-03,-4.4444
2008-03-05,-20.639499999999998
2008-03-18,6.2271
2008-03-27,25.5172
2008-03-28,-21.978
2008-04-02,-3.169
2008-04-03,12.0909
2008-04-07,-14.3552
2008-04-21,18.1818
2008-05-22,5.7692
2008-05-28,-19.0909
2008-06-20,31.0861
2008-06-23,-1.5
2008-06-30,0.1813
2008-07-11,-27.6149
2008-07-22,14.95
2008-07-30,-15.1805
2008-07-31,36.3077
2008-08-05,-19.3378
2008-08-11,-14.9254
2008-08-12,-20.1754
2008-08-18,31.8681
2008-08-19,-1.6667
2008-08-25,-23.7288
2008-08-29,16.6667
2008-09-02,14.2857
2008-09-10,-19.1667
2008-09-18,9.2784
2008-09-22,-18.2193
2008-09-23,-41.7448
2008-10-06,-20.7921
2008-10-10,-2.5
2008-11-04,-33.3333
2008-11-14,-87.7404
2008-11-21,1039.2157
2008-12-08,-20.4819
2008-12-10,-37.6623
2008-12-16,-77.7778
2008-12-31,287.5
2009-01-06,85.8871
2009-01-07,-35.7918
2009-01-13,-18.9189
2009-02-10,151.25
2009-02-12,3.4826
2009-03-06,-5.1282
2009-03-30,25.6757
2009-04-02,1.0753
2009-04-14,15.6915
2009-04-16,46.8966
2009-04-27,-12.3631
2009-04-30,-2.1429
2009-05-12,-3.6496
2009-06-01,39.8674
2009-06-02,-2.5051
2009-06-17,-21.6667
2009-06-26,11.6135
2009-07-22,-14.3765
2009-09-03,1.9481000000000002
2009-10-21,32.3021
2009-10-23,9.9037
2009-10-29,-1.2516
2009-11-06,8.872
2009-11-25,-36.2049
2009-11-30,-10.4927
2009-12-16,2.7523
2009-12-17,-1.5873
2010-01-15,61.2903
2010-02-17,10.0
2010-02-25,19.2045
2010-03-08,15.1573
2010-03-09,-17.8808
2010-04-19,-19.3548
2010-04-21,10.0
2010-05-28,-9.375
2010-06-08,-6.8966
2010-06-23,2.8956
2010-07-14,51.8325
2010-07-21,-10.9483
2010-09-02,58.3737
2010-09-03,-3.5147
2010-09-16,-3.7061
2010-09-21,-0.3618
2010-10-04,-5.7115
2010-10-05,-1.9607999999999999
2010-10-22,1.7143000000000002
2010-10-26,-3.7218999999999998
2010-11-04,-15.682
2010-11-08,10.5104
2010-11-09,6.2231
2010-11-12,31.2454
2010-11-29,-40.539
2010-11-30,-0.4249
2010-12-02,-9.8625
2010-12-03,0.5786
2010-12-06,0.0
2010-12-07,-0.523
2010-12-17,-21.0305
2010-12-21,3.3289
2010-12-22,11.4691
2010-12-30,-7.6301
2010-12-31,0.5006
2011-01-04,4.9191
2011-01-28,-0.4748
2011-02-04,-3.6374
2011-02-07,0.0
2011-02-09,19.3069
2011-02-17,-11.4627
2011-03-10,-15.9344
2011-03-23,-3.5540000000000003
2011-03-31,-26.0116
2011-04-04,37.3047
2011-04-06,0.9246
2011-04-21,-16.7019
2011-05-19,-5.2453
2011-06-07,-11.9643
2011-06-23,-8.924900000000001
2011-08-04,9.2428
2011-08-08,23.6493
2011-08-09,-13.4378
2011-08-10,-23.2381
2011-08-18,30.397
2011-08-24,-38.5347
2011-08-25,25.5418
2011-09-14,-29.963
2011-09-15,7.3944
2011-09-21,-8.1967
2011-10-19,-16.25
2011-11-03,2.3454
2011-11-14,-35.0
2011-11-22,-14.4231
2011-12-15,-14.2322
2011-12-23,36.2445
2012-01-19,26.6026
2012-03-12,66.0759
2012-03-30,-31.7073
2012-04-18,-25.0
2012-05-31,-52.381
2012-08-03,0.0
2012-08-21,-40.0
2012-08-23,25.0
2012-09-10,12.3809
2012-09-11,1.6949
2012-09-28,16.4583
2012-11-09,-28.4436
2012-12-19,16.0
2013-02-19,-3.2328
2013-10-10,-94.6548
2013-11-20,-20.8333
2014-01-28,68.4211
2016-09-22,-75.0
2016-12-28,0.0
2017-07-17,-99.9
2017-12-05,0.0
2018-12-18,900.0
2019-12-31,900.0
2020-03-02,0.0
2020-06-29,0.0
