ticker,SYBF US Equity
2008-02-08,1.5873
2008-02-15,40.625
2008-02-19,-1.1111
2008-02-20,-21.3483
2008-02-21,28.5714
2008-02-22,-11.1111
2008-02-29,5.0
2008-03-03,5.9524
2008-03-05,-4.4944
2008-03-07,0.0
2008-03-14,-11.7647
2008-03-17,0.0
2008-03-20,13.3333
2008-03-24,-17.647100000000002
2008-03-27,78.5714
2008-03-28,0.0
2008-04-02,-8.0
2008-04-03,-12.1739
2008-04-10,3.9604
2008-04-14,6.6667
2008-04-15,-0.8929
2008-04-16,3.6036
2008-04-18,-34.7826
2008-05-01,-13.3333
2008-05-02,1.5385
2008-05-05,-9.0909
2008-06-02,83.3333
2008-06-03,-59.0909
2008-07-01,55.5556
2008-08-19,-14.2857
2008-09-30,68.3333
2008-10-10,-25.7426
2008-10-14,-32.0
2008-10-17,-41.1765
2008-10-21,96.6667
2008-10-27,-57.6271
2008-11-11,20.0
2008-11-21,66.6667
2008-12-01,0.0
2008-12-19,0.0
2008-12-30,-60.0
2009-01-07,150.0
2009-02-20,-60.0
2009-03-03,50.0
2009-03-17,-66.6667
2009-06-10,10.0
2009-06-30,127.2727
2009-07-13,-20.0
2009-07-21,0.0
2009-07-22,0.0
2009-07-23,5.0
2009-08-04,-4.7619
2009-09-04,100.0
2009-09-29,0.0
2009-09-30,-50.0
2009-10-05,0.0
2009-10-06,-25.0
2009-10-08,193.3333
2009-10-09,2.2727
2009-10-14,-66.6667
2009-10-19,200.0
2009-10-26,-55.5556
2009-11-02,100.0
2009-11-10,-50.0
2009-11-19,175.0
2009-11-23,-63.6364
2009-11-27,100.0
2009-12-01,12.5
2009-12-03,-11.1111
2009-12-07,12.5
2009-12-09,-11.1111
2010-02-09,-2.5
2010-02-10,2.5641
2010-03-30,-2.5
2010-04-20,-35.8974
2010-04-27,48.0
2010-05-07,-72.973
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,-25.0
2010-05-14,273.3333
2010-05-18,-57.1429
2010-05-19,8.3333
2010-05-21,0.0
2010-05-25,15.3846
2010-05-26,-33.3333
2010-05-27,30.0
2010-06-01,0.0
2010-06-11,-23.0769
2010-06-14,-30.0
2010-06-15,42.8571
2010-06-16,0.0
2010-06-22,0.0
2010-07-01,0.0
2010-07-22,0.0
2010-08-12,90.0
2010-08-13,5.2632
2010-08-19,-65.0
2010-08-20,-57.1429
2010-08-23,0.0
2010-08-24,-16.6667
2010-09-08,300.0
2010-09-21,-50.0
2010-09-24,-70.0
2010-09-27,433.3333
2010-09-30,-81.25
2010-10-04,66.6667
2010-10-08,-40.0
2010-10-12,6.6667
2010-10-14,400.0
2010-10-26,-12.5
2010-11-19,0.0
2011-01-05,-28.5714
2011-01-12,-2.0
2011-02-15,0.0
2011-02-16,-2.0408
2011-02-22,0.0
2011-02-25,-37.5
2011-02-28,-16.6667
2011-03-03,0.0
2011-03-08,0.0
2011-03-15,0.0
2011-03-25,-20.0
2011-03-28,-25.0
2011-04-11,-20.0
2011-05-16,0.0
2011-05-19,-16.6667
2011-05-27,-20.0
2011-06-02,-35.1563
2011-06-27,-51.8072
2012-04-27,-92.5
2012-07-19,0.0
2012-07-30,0.0
2012-12-27,-33.3333
2013-02-19,0.0
2013-05-31,150.0
2013-08-23,60.0
2013-08-29,37.5
2013-09-06,263.6364
2013-12-13,255.0
2013-12-20,-9.8592
2013-12-30,-62.5
2013-12-31,0.0
2014-01-30,166.6667
2014-02-07,0.0
2014-02-28,-60.9375
2014-03-07,-62.0
2014-03-11,321.0526
2014-04-07,-66.25
2014-04-15,188.8889
2014-06-05,-58.9744
2014-06-26,0.0
2014-09-03,9.375
2014-09-04,0.0
2014-11-25,5.7143
2014-12-26,8.1081
2014-12-31,0.0
2015-01-02,0.0
2015-01-26,0.0
2015-01-29,0.0
2015-04-06,0.0
2015-06-01,5.0
2015-07-24,0.0
2015-12-29,2.3810000000000002
2016-01-06,-2.3256
2016-04-11,0.0
2016-06-03,-11.9048
2016-09-19,13.5135
2016-12-01,-11.9048
2016-12-08,0.0
2017-06-30,103.2432
2017-11-20,0.0
2018-04-02,0.0
2018-05-11,6.383
2018-05-16,0.0
2018-05-29,30.0
2018-06-20,46.1538
2018-07-11,0.0
2018-09-04,-1.5789
2018-10-09,-14.4385
2018-12-12,-62.5
2018-12-19,66.6667
2019-01-07,40.0
2019-01-23,42.8571
2019-09-17,-40.0
2019-10-15,-16.6667
2019-12-18,150.0
2019-12-19,0.0
2019-12-23,0.0
2019-12-24,0.0
2020-01-06,-76.0
2020-02-28,0.0
2020-03-24,0.0
2020-04-13,16.6667
2020-04-15,185.7143
2020-04-16,-5.0
2020-04-27,5.2632
2020-06-22,0.0
2020-07-06,-50.0
2020-07-13,100.0
2020-07-30,0.0
2020-07-31,-57.5
