ticker,CHCC US Equity
2011-04-14,-3.2258
2011-04-15,1.6667
2011-04-18,-14.7541
2011-04-19,15.3846
2011-04-21,0.0
2011-04-27,-13.3333
2011-04-28,-3.8462
2011-04-29,0.0
2011-05-02,0.0
2011-05-03,0.0
2011-05-05,-4.0
2011-05-09,-17.0833
2011-05-10,0.5025
2011-05-11,0.0
2011-05-16,0.0
2011-05-18,0.0
2011-05-23,-37.5
2011-05-27,60.0
2011-05-31,-0.5
2011-06-01,10.5528
2011-06-02,-0.9091
2011-06-03,14.2202
2011-06-09,-51.8072
2011-06-10,66.6667
2011-06-13,0.0
2011-06-14,0.0
2011-06-15,-5.0
2011-06-16,0.0
2011-06-17,0.0
2011-06-20,5.2632
2011-06-27,0.0
2011-06-29,-75.0
2011-07-06,2.0
2011-07-11,7.8431
2011-07-14,101.8182
2011-07-18,-5.4054
2011-07-19,0.0
2011-07-20,-47.619
2011-07-21,118.1818
2011-07-22,-12.5
2011-07-26,5.7143
2011-07-27,-5.4054
2011-07-28,-4.7619
2011-07-29,-16.0
2011-08-02,1.1905000000000001
2011-08-03,-23.5294
2011-08-04,-23.0769
2011-08-05,-18.0
2011-08-10,0.0
2011-08-15,34.1463
2011-08-16,-27.2727
2011-08-22,0.0
2011-08-25,-50.0
2011-08-29,-40.0
2011-08-31,0.0
2011-09-02,16.6667
2011-09-13,7.1429
2011-09-14,0.0
2011-09-15,-6.0
2011-09-20,-0.7092
2011-09-21,-28.5714
2011-09-27,-27.875
2011-09-30,-2.9463
2011-10-10,28.5714
2011-10-11,-33.3333
2011-10-12,0.0
2011-10-13,50.0
2011-10-14,0.0
2011-10-17,566.6667
2011-10-18,-8.3333
2011-10-19,-14.5455
2011-10-20,-55.3191
2011-10-21,90.4762
2011-10-24,-37.5
2011-10-25,0.0
2011-10-26,4.0
2011-10-28,0.0
2011-10-31,0.0
2011-11-01,-3.8462
2011-11-02,0.0
2011-11-03,-8.0
2011-11-04,8.6957
2011-11-07,0.0
2011-11-08,8.0
2011-11-09,-11.1111
2011-11-10,4.1667
2011-11-11,0.0
2011-11-14,0.0
2011-11-15,-32.0
2011-11-17,11.7647
2011-11-18,5.2632
2011-11-21,15.0
2011-11-25,0.0
2011-11-28,0.0
2011-11-29,-30.4348
2011-12-02,12.5
2011-12-05,1.3889
2011-12-06,4.6575
2011-12-07,9.9476
2011-12-08,-16.6667
2011-12-12,14.2857
2011-12-13,-12.0625
2011-12-14,-9.0263
2011-12-15,0.0
2011-12-19,-18.75
2011-12-20,15.3846
2011-12-22,-26.6667
2011-12-23,0.0
2011-12-27,-54.5455
2011-12-28,34.0
2011-12-29,11.9403
2011-12-30,14.6667
2012-01-03,6.9767
2012-01-04,8.6957
2012-01-05,0.0
2012-01-06,-10.0
2012-01-10,0.0
2012-01-11,11.1111
2012-01-12,-10.0
2012-01-18,0.0
2012-01-24,0.0
2012-01-26,-11.1111
2012-01-27,-12.5
2012-01-30,-21.4286
2012-01-31,9.0909
2012-02-01,-8.3333
2012-02-02,0.0
2012-02-03,9.0909
2012-02-06,8.3333
2012-02-07,7.6923
2012-02-08,0.0
2012-02-09,-27.1429
2012-02-10,17.647100000000002
2012-02-13,48.3333
2012-02-14,57.3034
2012-02-15,-57.1429
2012-02-16,95.0
2012-02-17,1.7094
2012-02-21,9.2437
2012-02-22,-8.461500000000001
2012-02-23,-20.1681
2012-02-24,110.5263
2012-02-27,-25.0
2012-02-29,0.0
2012-03-01,13.3333
2012-03-02,-17.0588
2012-03-05,-21.9858
2012-03-06,0.0
2012-03-07,26.3636
2012-03-09,101.4388
2012-03-12,-28.5714
2012-03-13,-15.0
2012-03-14,0.0
2012-03-15,-23.5294
2012-03-16,15.3846
2012-03-19,-33.3333
2012-03-20,-10.0
2012-03-21,11.1111
2012-03-23,9.0
2012-03-26,-8.2569
2012-03-27,0.0
2012-03-28,40.0
2012-03-30,-21.4286
2012-04-02,8.1818
2012-04-04,2.521
2012-04-05,-1.6393
2012-04-09,16.6667
2012-04-10,-0.7143
2012-04-11,-28.0576
2012-04-12,0.0
2012-04-16,-19.0
2012-04-17,11.1111
2012-04-18,0.0
2012-04-19,11.1111
2012-04-20,0.0
2012-04-23,0.0
2012-04-24,0.0
2012-04-25,-10.0
2012-04-26,-30.0
2012-05-01,0.0
2012-05-02,-1.5873
2012-05-03,1.6129
2012-05-07,-1.5873
2012-05-09,1.6129
2012-05-17,0.0
2012-05-18,0.0
2012-05-23,0.0
2012-05-29,7.9365
2012-06-05,-22.0588
2012-06-06,1.8868
2012-06-07,47.2222
2012-06-08,0.0
2012-06-20,0.0
2012-06-22,0.0
2012-07-06,0.0
2012-07-09,-35.8491
2012-07-13,-29.4118
2012-07-16,11.1111
2012-08-03,0.0
2012-08-08,0.0
2012-08-14,-25.0
2012-08-20,3.3333
2012-09-07,-3.2258
2012-09-12,33.3333
2012-09-21,25.0
2012-09-27,0.0
2012-09-28,320.0
2012-10-01,0.0
2012-10-03,-52.381
2012-10-05,0.0
2012-10-08,50.0
2012-10-12,-20.0
2012-10-16,0.0
2012-10-22,-25.0
2012-11-05,-44.4444
2012-11-07,0.0
2012-11-09,0.0
2012-11-12,0.0
2012-12-06,-19.75
2012-12-10,52.0249
2012-12-11,31.1475
2012-12-12,0.0
2012-12-21,-48.5938
2012-12-24,21.5805
2012-12-26,96.0
2012-12-28,-38.7755
2013-01-02,13.3333
2013-01-03,-26.6544
2013-01-07,-39.8496
2013-01-09,78.3333
2013-01-11,-42.9907
2013-01-14,75.4098
2013-01-16,0.0
2013-01-18,0.0
2013-01-22,0.0
2013-02-05,-41.7056
2013-02-06,-21.4429
2013-02-08,-16.3265
2013-02-12,31.7073
2013-02-15,79.6296
2013-02-20,-56.4433
2013-02-21,89.3491
2013-03-06,-37.1875
2013-03-21,-15.6716
2013-04-02,0.0
2013-04-18,0.0
2013-04-19,0.0
2013-04-30,0.0
2013-05-06,0.0
2013-05-24,29.7935
2013-06-05,-36.3636
2013-07-09,-37.1429
2013-07-15,9.0909
2013-07-18,-15.625
2013-07-19,0.0
2013-07-22,-1.2346
2013-07-23,0.0
2013-07-31,75.0
2013-08-08,-37.1429
2013-08-19,0.0
2013-08-29,0.0
2013-09-11,-50.0
2013-10-01,0.0
2013-10-14,2.2727
2013-10-17,33.3333
2013-10-18,0.0
2013-10-22,33.3333
2013-10-23,70.0
2013-11-01,-67.6471
2013-11-06,0.0
2013-11-13,0.0
2013-11-19,9.0909
2013-12-05,0.0
2013-12-10,0.0
2013-12-16,-13.5417
2013-12-19,15.6627
2013-12-20,116.6667
2014-01-07,-61.5385
2014-01-09,0.0
2014-01-14,0.0
2014-01-17,-20.0
2014-01-21,0.0
2014-01-24,150.0
2014-01-27,-50.0
2014-01-29,100.0
2014-01-30,-1.25
2014-02-03,0.0
2014-02-13,0.0
2014-02-21,0.0
2014-02-26,153.1646
2014-03-03,-38.0
2014-03-04,0.0
2014-03-12,3.2258
2014-03-13,1.9531
2014-03-19,53.2567
2014-03-25,0.0
2014-03-27,-27.5
2014-04-04,40.6897
2014-04-07,7.8431
2014-04-16,32.0455
2014-04-17,10.1549
2014-05-01,23.75
2014-05-05,61.6162
2014-05-06,-56.25
2014-05-07,71.4286
2014-05-14,-16.6667
2014-05-29,0.0
2014-06-17,-40.0
2014-06-18,66.6667
2014-06-27,-40.0
2014-07-02,0.0
2014-07-07,1.6667
2014-07-11,0.0
2014-07-25,0.0
2014-07-31,-1.6393
2014-08-01,0.0
2014-08-04,-31.6667
2014-08-07,-2.439
2014-08-26,19.375
2014-09-16,0.0
2014-09-18,0.5236
2014-09-24,-27.0833
2014-09-25,37.1429
2014-10-13,-27.0833
2014-10-16,0.0
2014-10-28,82.8571
2014-11-05,-37.5
2014-11-10,-10.0
2014-11-17,0.0
2014-12-04,0.0
2014-12-08,0.0
2014-12-10,-16.6667
2014-12-15,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-26,0.0
2015-01-02,0.0
2015-01-07,0.0
2015-02-06,100.0
2015-02-19,0.0
2015-02-24,-50.0
2015-05-12,13.3333
2015-05-13,-11.7647
2015-06-03,0.0
2015-06-29,-33.3333
2015-07-14,45.0
2015-09-30,-31.0345
2015-11-09,0.0
2015-11-25,0.0
2015-12-07,1.25
2015-12-08,-1.2346
2015-12-17,0.0
2015-12-18,-25.0
2015-12-23,-33.3333
2016-02-03,0.0
2016-03-04,0.0
2016-03-28,-40.0
2016-06-06,33.3333
2016-07-29,-37.5
2016-09-21,0.0
2016-10-14,345.0
2016-10-24,-77.5281
2016-10-27,900.0
2016-12-20,210.5
2016-12-23,-96.6184
2017-01-19,14.2857
2017-02-13,77.0833
2017-02-28,-43.5294
2017-03-02,0.0
2017-03-15,177.0833
2017-03-16,-63.9098
2017-05-01,4.1667
2017-07-14,-0.8
2017-08-08,-45.1613
2017-08-11,17.647100000000002
2017-10-11,343.5
2017-12-29,-53.2131
2018-01-11,251.8072
2018-01-12,0.0
2018-01-31,105.4795
2018-02-05,-80.0
2018-03-06,0.0
2018-03-12,0.0
2018-03-14,16.6667
2018-04-20,-12.857099999999999
2018-04-30,63.9344
2018-05-18,0.0
2018-05-25,0.0
2018-05-29,190.0
2018-06-11,-78.2759
2018-06-22,0.0
2018-07-10,-4.7619
2018-07-11,126.6667
2018-08-24,0.0
2018-08-28,-54.6324
2018-09-05,120.4214
2018-09-25,-36.0294
2018-09-26,3.4483
2018-10-05,-22.2222
2018-10-08,28.5714
2018-10-10,66.6667
2018-10-11,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-22,0.0
2018-11-12,-56.6667
2018-11-13,0.0
2018-11-16,0.0
2019-02-12,100.0
2019-02-19,-50.0
2019-04-01,346.1538
2019-04-02,-82.7586
2019-04-05,480.0
2019-04-10,-81.0345
2019-04-11,81.8182
2019-04-22,0.0
2019-04-23,190.0
2019-04-26,-34.4828
2019-05-14,-68.4211
2019-05-15,-8.3333
2019-06-25,0.0
2019-08-05,0.0
2019-10-22,-9.0909
2019-10-23,-20.0
2019-11-07,0.0
2019-12-20,22.5
2020-01-03,0.0
2020-01-13,512.2449
2020-01-15,-88.3333
2020-02-11,0.0
2020-02-14,71.4286
2020-02-19,-48.3333
2020-03-09,93.5484
2020-03-10,0.0
2020-03-18,-50.0
2020-03-24,0.0
2020-03-25,0.0
2020-04-07,-30.0
2020-04-09,42.8571
2020-04-13,0.0
2020-04-20,66.6667
2020-05-04,0.0
2020-05-05,10.0
2020-05-07,-9.0909
2020-05-08,20.0
2020-05-15,-16.6667
2020-05-18,100.0
2020-05-21,-10.6
2020-05-27,11.8568
2020-06-05,-50.0
2020-06-12,298.0
2020-06-18,-59.799
2020-06-22,-5.0
2020-06-30,0.0
2020-07-01,-1.3158
2020-07-15,-20.0
2020-07-20,-15.0
2020-07-21,-31.3725
2020-07-24,50.0
2020-07-29,33.3333
