ticker,KVIL US Equity
2009-03-12,-64.2857
2009-03-19,200.0
2009-03-25,-73.3333
2009-03-27,275.0
2009-03-30,0.0
2009-04-01,-73.3333
2009-04-06,150.0
2009-04-09,-60.0
2009-04-20,120.0
2009-04-21,15.9091
2009-04-23,0.0
2009-09-02,-68.6275
2009-09-16,25.0
2009-09-21,-20.0
2009-10-02,0.0
2009-10-09,0.0
2009-11-30,218.75
2009-12-24,-50.9804
2009-12-29,0.0
2010-01-05,104.0
2010-02-22,0.0
2010-02-26,-50.9804
2010-03-03,296.0
2010-03-04,-74.7475
2010-03-10,280.0
2010-04-28,-15.7895
2010-05-11,-68.75
2010-05-20,46.0
2010-05-24,9.589
2010-05-25,0.0
2010-06-14,-25.0
2010-06-15,0.0
2010-06-16,16.6667
2010-06-30,0.0
2010-07-08,-57.1429
2010-07-09,100.0
2010-07-12,0.0
2010-07-19,16.6667
2010-07-28,-14.2857
2010-08-20,16.6667
2010-09-28,-42.8571
2010-09-29,75.0
2010-10-05,-2.8571
2010-10-07,2.9412000000000003
2010-10-25,-2.8571
2010-11-22,-70.5882
2010-11-23,200.0
2010-12-09,-20.0
2010-12-13,-29.1667
2010-12-14,47.0588
2011-01-25,-60.0
2011-01-26,0.0
2011-01-27,0.0
2011-01-28,0.0
2011-01-31,140.0
2011-02-09,-29.1667
2011-02-24,-11.7647
2011-03-17,0.0
2011-04-14,-53.3333
2011-04-26,42.8571
2011-06-06,50.0
2011-06-30,-46.6667
2011-10-03,0.0
2011-11-11,0.0
2011-12-27,75.0
2011-12-30,7.1429
2012-01-09,-86.6667
2012-01-10,600.0
2012-01-11,7.1429
2012-01-26,0.0
2012-01-31,0.0
2012-02-03,0.0
2012-02-13,-20.0
2012-02-16,25.0
2012-03-13,0.0
2012-03-16,0.0
2012-04-05,0.0
2012-05-23,33.3333
2012-05-29,0.0
2012-05-30,0.0
2012-07-16,-89.9063
2012-07-17,890.7121
2012-07-24,0.0
2012-08-01,-89.8438
2012-08-02,884.6154
2012-09-10,-25.0
2012-09-27,0.0
2012-11-02,-85.25
2012-11-05,577.9661
2012-12-24,-98.2083
2012-12-26,8830.2326
2012-12-31,-87.5
2013-01-02,700.0
2013-01-08,-98.4635
2013-01-09,4510.1695
2013-01-10,11.7647
2013-01-11,5.2632
2013-01-14,0.0
2013-03-05,-94.5
2013-03-06,1718.1818
2013-03-08,0.0
2013-07-16,-80.0
2013-07-17,375.0
2013-07-31,-83.6842
2013-08-05,512.9032
2013-09-13,-83.1579
2013-09-19,56.25
2013-09-20,200.0
2013-10-16,13.3333
2013-10-18,5.8824
2013-10-25,-66.6667
2013-10-30,0.0
2013-11-06,108.3333
2014-01-23,-52.0
2014-01-27,0.0
2014-02-21,0.0
2014-02-27,-16.6667
2014-02-28,0.0
2014-03-17,150.0
2014-04-02,-2.4
2014-04-08,-1.6393
2014-07-02,-58.3333
2014-07-22,100.0
2014-08-18,-54.875
2014-08-22,114.9584
2014-08-27,-66.8814
2014-08-28,273.5409
2014-09-18,-73.2292
2014-09-24,273.5409
2014-09-26,-73.2292
2014-09-29,273.5409
2014-11-10,-73.2292
2014-11-14,273.5409
2014-11-20,-27.5
2014-12-31,14.9425
2015-02-06,-25.0
2015-02-27,-43.8333
2015-03-02,-5.0445
2015-03-16,87.5
2015-03-24,-37.1667
2015-03-27,57.0292
2015-04-06,-45.9459
2015-04-14,85.0
2015-07-21,-39.1892
2015-08-13,38.8889
2015-09-09,-4.2
2015-09-16,29.1232
2015-09-17,0.0
2015-09-18,-35.3274
2015-09-21,59.625
2015-09-30,-6.0298
2015-10-19,-20.0
2015-10-26,74.375
2015-11-23,-42.6523
2015-11-24,0.0
2015-11-25,0.0
2015-12-01,16.6667
2015-12-08,14.2857
2015-12-18,0.0
2015-12-21,0.0
2015-12-28,0.0
2015-12-31,0.0
2016-01-04,0.0
2016-02-02,0.0
2016-02-08,0.0
2016-03-10,-29.375
2016-03-18,-2.6549
2016-06-17,-9.0909
2016-06-24,2.25
2016-07-19,-2.2005
2016-07-21,9.0
2016-10-20,-8.2569
2016-10-26,10.0
2016-12-05,0.0
2016-12-19,0.0
2017-01-03,0.0
2017-01-11,0.0
2017-01-25,0.0
2017-02-03,0.2273
2017-02-27,-0.2268
2017-03-30,0.0
2017-08-01,0.0
2017-11-08,-9.0909
2018-04-10,-20.0
2018-04-25,3.125
2018-12-10,-3.0303
2019-04-10,-25.0
2019-05-31,16.6667
2019-11-14,0.0
2019-12-26,0.0
2020-01-14,0.0
2020-02-05,0.0
2020-02-25,-14.2857
2020-03-23,-33.0
2020-04-03,24.3781
2020-04-23,0.0
2020-06-11,-49.6
2020-06-18,148.0159
2020-07-24,60.0
