ticker,ACNV US Equity
2015-12-29,-15.5394
2015-12-30,-15.0
2015-12-31,3.6765
2016-01-04,18.9716
2016-01-05,-10.5067
2016-01-06,-3.3306
2016-01-08,10.1637
2016-01-12,0.0782
2016-01-13,-11.25
2016-01-14,0.0
2016-01-15,-0.7042
2016-01-19,-4.1667
2016-01-20,-0.0925
2016-01-21,-7.7778
2016-01-22,-1.6064
2016-01-25,0.0
2016-01-26,6.1224
2016-01-27,7.6923
2016-01-28,0.0
2016-02-01,-3.5714
2016-02-03,-3.7963
2016-02-04,-3.7536
2016-02-05,-20.0
2016-02-08,0.0
2016-02-10,0.0
2016-02-12,0.0
2016-02-16,0.0
2016-02-19,0.0
2016-02-22,3.875
2016-02-23,4.9338
2016-02-24,-8.2569
2016-02-25,-20.0
2016-02-29,25.0
2016-03-01,-20.0
2016-03-02,25.0
2016-03-03,-20.0
2016-03-04,0.0
2016-03-08,-12.5
2016-03-09,15.4464
2016-03-16,-1.0054
2016-03-17,-0.1563
2016-03-21,-0.4695
2016-03-23,-24.5283
2016-03-24,-16.6667
2016-03-28,18.0
2016-03-29,22.0339
2016-03-30,31.9444
2016-03-31,26.3158
2016-04-01,-8.0208
2016-04-04,63.0804
2016-04-05,-5.5556
2016-04-06,-37.3162
2016-04-07,-10.8504
2016-04-08,-13.6842
2016-04-11,-8.5366
2016-04-12,-6.6667
2016-04-13,-7.1429
2016-04-14,0.0
2016-04-15,-23.0769
2016-04-18,12.625
2016-04-19,-2.3307
2016-04-20,9.0909
2016-04-22,1.0417
2016-04-25,15.6701
2016-04-27,-0.1783
2016-04-28,0.0
2016-04-29,0.0
2016-05-02,0.0
2016-05-03,-7.1429
2016-05-04,0.5769
2016-05-05,7.0746
2016-05-06,20.9821
2016-05-09,12.1771
2016-05-10,-5.2632
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,11.1111
2016-05-16,-40.0
2016-05-17,25.0
2016-05-18,6.6667
2016-05-20,0.0
2016-05-26,12.3437
2016-05-27,-11.1266
2016-06-02,-22.3787
2016-06-03,15.3226
2016-06-06,-11.8881
2016-06-07,1.5873
2016-06-08,0.0
2016-06-09,6.25
2016-06-10,-11.7647
2016-06-15,8.3333
2016-06-16,-6.1538
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,-9.8361
2016-06-24,0.0
2016-06-27,21.8182
2016-06-28,1.4925
2016-06-29,0.0
2016-06-30,0.0
2016-07-05,-16.1765
2016-07-07,5.2632
2016-07-08,5.0
2016-07-11,11.1111
2016-07-12,-7.1429
2016-07-13,-6.1538
2016-07-20,-8.1967
2016-07-21,22.2098
2016-07-25,-10.6849
2016-07-28,1.4315
2016-07-29,2.9234
2016-08-01,-13.81
2016-08-03,-9.7727
2016-08-04,2.7708
2016-08-05,-11.7647
2016-08-08,-31.1111
2016-08-10,16.5323
2016-08-12,32.872
2016-08-15,4.1667
2016-08-16,0.0
2016-08-19,-23.75
2016-08-22,-14.7541
2016-08-23,39.2308
2016-08-24,-16.0221
2016-08-25,-14.1447
2016-08-26,16.4751
2016-08-29,-15.7895
2016-08-30,3.125
2016-08-31,-9.0909
2016-09-01,-16.6667
2016-09-06,1.5
2016-09-07,-13.3005
2016-09-08,13.6364
2016-09-09,0.0
2016-09-13,-20.0
2016-09-14,-9.0625
2016-09-16,37.457
2016-09-19,0.0
2016-09-20,-27.25
2016-09-21,-17.5258
2016-09-22,26.6667
2016-09-23,-21.0526
2016-09-27,-13.3333
2016-09-29,-7.6923
2016-09-30,0.0
2016-10-03,-39.0625
2016-10-10,0.8547
2016-10-11,-8.4746
2016-10-12,33.3333
2016-10-13,-33.3333
2016-10-14,0.0
2016-10-17,16.6667
2016-10-19,-7.1429
2016-10-21,7.6923
2016-10-24,0.0
2016-10-25,8.9286
2016-10-26,-4.0984
2016-10-27,-17.9487
2016-10-28,0.0
2016-11-01,-16.6667
2016-11-02,-16.25
2016-11-03,-16.4179
2016-11-04,37.5
2016-11-07,31.1688
2016-11-08,-15.8416
2016-11-09,-27.0588
2016-11-10,14.5161
2016-11-11,-1.4085
2016-11-14,-1.4285999999999999
2016-11-15,15.942
2016-11-16,33.75
2016-11-17,16.822400000000002
2016-11-18,-24.8
2016-11-21,-14.8936
2016-11-22,-12.5
2016-11-23,10.0
2016-11-25,-16.8831
2016-11-28,12.5
2016-11-29,-22.2222
2016-11-30,14.2857
2016-12-01,7.8125
2016-12-02,0.0
2016-12-05,-4.3478
2016-12-06,1.5152
2016-12-07,-4.4776
2016-12-08,29.6875
2016-12-09,-22.8916
2016-12-12,15.625
2016-12-13,-2.7027
2016-12-14,25.0
2016-12-15,-11.1111
2016-12-16,-20.0
2016-12-19,7.8125
2016-12-20,5.7971
2016-12-21,16.4384
2016-12-22,31.7647
2016-12-23,-14.2857
2016-12-27,0.0
2016-12-28,-8.3333
2016-12-29,-2.2727
2016-12-30,-4.6512
2017-01-03,7.3171
2017-01-04,-5.6818
2017-01-05,6.0241
2017-01-06,60.2273
2017-01-09,43.2624
2017-01-10,-28.7129
2017-01-11,-13.1944
2017-01-12,39.2
2017-01-13,-17.2414
2017-01-17,1.3889
2017-01-18,42.4658
2017-01-19,7.6923
2017-01-20,-28.5714
2017-01-23,16.25
2017-01-24,-10.2151
2017-01-25,3.5928
2017-01-26,-4.0462
2017-01-27,-8.4337
2017-01-30,5.2632
2017-01-31,-11.875
2017-02-01,-14.8936
2017-02-02,-6.6667
2017-02-03,-1.7856999999999998
2017-02-06,11.818200000000001
2017-02-07,-8.9431
2017-02-08,-24.1071
2017-02-09,12.9412
2017-02-10,-16.6667
2017-02-13,-3.75
2017-02-14,-2.5974
2017-02-15,-8.0
2017-02-16,-7.2464
2017-02-17,14.0625
2017-02-21,2.7397
2017-02-22,-12.0
2017-02-23,13.6364
2017-02-24,14.6667
2017-02-27,-13.9535
2017-02-28,4.0541
2017-03-01,3.8961
2017-03-02,13.75
2017-03-03,-20.8791
2017-03-06,4.1667
2017-03-07,6.6667
2017-03-08,-6.25
2017-03-09,-1.3333
2017-03-10,0.0
2017-03-13,-9.4595
2017-03-14,0.0
2017-03-15,4.4776
2017-03-16,-1.4285999999999999
2017-03-17,4.3478
2017-03-21,2.7778
2017-03-22,22.973
2017-03-23,-14.2857
2017-03-24,-10.2564
2017-03-27,-8.5714
2017-03-28,0.0
2017-03-29,-7.8125
2017-03-30,5.0847
2017-03-31,0.0
2017-04-03,3.2258
2017-04-04,-3.125
2017-04-05,0.0
2017-04-06,8.0645
2017-04-07,19.403
2017-04-10,-20.0
2017-04-11,-3.125
2017-04-12,0.0
2017-04-13,98.3871
2017-04-17,-21.9512
2017-04-18,-27.0833
2017-04-19,57.1429
2017-04-20,-32.7273
2017-04-21,29.7297
2017-04-24,-31.25
2017-04-25,13.6364
2017-04-26,-14.6667
2017-04-27,0.0
2017-04-28,12.5
2017-05-01,11.1111
2017-05-02,-22.5
2017-05-03,3.2258
2017-05-04,-9.375
2017-05-05,-3.4483
2017-05-12,10.7143
2017-05-16,-1.6129
2017-05-19,-13.1148
2017-05-23,30.1887
2017-05-24,-26.087
2017-05-25,0.0
2017-06-01,-1.9607999999999999
2017-06-05,12.0
2017-06-09,-5.7143
2017-06-12,-9.0909
2017-06-14,-6.6667
2017-06-15,25.0
2017-06-19,0.0
2017-06-22,-1.1429
2017-06-23,-10.4046
2017-06-28,0.0
2017-06-29,-3.2258
2017-07-05,0.0
2017-07-06,-16.6667
2017-07-07,4.0
2017-07-10,15.3846
2017-07-11,16.6667
2017-07-13,12.0
2017-07-14,-20.9184
2017-07-17,33.871
2017-07-18,1.2048
2017-07-27,-30.0
2017-07-28,36.0544
2017-08-01,-30.0
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-07,0.0
2017-08-08,3.5714
2017-08-09,44.8276
2017-08-10,-16.6667
2017-08-11,-8.5714
2017-08-15,31.25
2017-08-16,-26.1905
2017-08-17,-3.2258
2017-08-22,0.0
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,0.0
2017-09-05,17.9667
2017-09-15,13.0263
2017-09-18,12.5
2017-09-19,0.0
2017-09-25,-20.0
2017-09-26,0.0
2017-09-27,-11.1111
2017-09-28,5.75
2017-10-02,11.4066
2017-10-05,-33.687
2017-10-06,8.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,-7.4074
2017-10-13,32.0
2017-10-17,-24.2424
2017-10-18,-8.0
2017-10-20,-4.3478
2017-10-23,-4.5455
2017-10-24,19.0476
2017-10-25,4.0
2017-10-27,-3.8462
2017-11-01,56.0
2017-11-02,-33.3333
2017-11-03,0.3846
2017-11-06,-11.8774
2017-11-07,4.3478
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,25.0
2017-11-14,-20.0
2017-11-15,-4.1667
2017-11-16,30.4348
2017-11-17,-16.6667
2017-11-21,-8.0
2017-11-24,0.8696
2017-11-27,-0.8621
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,2.1739
2017-12-04,1.7021
2017-12-05,-3.7657
2017-12-06,8.6957
2017-12-12,12.0
2017-12-13,-10.357099999999999
2017-12-15,-12.3506
2017-12-18,13.6364
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-26,-12.0
2017-12-28,22.7273
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,7.4074
2018-01-05,1.0345
2018-01-08,2.3891
2018-01-10,16.6667
2018-01-11,0.0
2018-01-16,0.0
2018-01-17,-14.2857
2018-01-18,12.3333
2018-01-22,0.2967
2018-01-24,3.5503
2018-01-31,-1.4285999999999999
2018-02-01,-13.0435
2018-02-08,-26.6667
2018-02-16,15.9091
2018-02-23,37.2549
2018-02-26,-8.5714
2018-02-27,-8.75
2018-03-09,19.863
2018-03-12,0.0
2018-03-15,0.0
2018-03-23,0.0
2018-03-26,-3.7143
2018-03-28,-2.0772
2018-03-29,-9.0909
2018-04-02,10.0
2018-04-04,15.1515
2018-04-05,-21.0526
2018-04-09,33.3333
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,-12.5
2018-04-13,0.0
2018-04-17,8.5714
2018-04-19,0.0
2018-04-25,0.0
2018-04-26,-2.6316
2018-05-03,-27.027
2018-05-04,37.037
2018-05-11,0.0
2018-05-15,-18.9189
2018-05-16,16.6667
2018-05-17,0.0
2018-06-07,-25.7143
2018-06-08,-3.8462
2018-06-11,0.0
2018-06-12,28.0
2018-06-20,-12.5
2018-06-22,7.1429
2018-06-25,-23.3333
2018-06-26,0.0
2018-07-03,0.0
2018-07-10,0.0
2018-07-16,0.0
2018-07-23,26.087
2018-07-24,-20.6897
2018-07-31,-13.0435
2018-08-01,-10.0
2018-08-02,11.1111
2018-08-03,32.5
2018-08-07,13.2075
2018-08-08,-13.3333
2018-08-09,-3.8462
2018-08-10,-8.0
2018-08-13,6.087
2018-08-16,-22.1311
2018-08-17,5.2632
2018-08-20,0.0
2018-08-21,-5.0
2018-08-24,0.0
2018-08-27,0.0
2018-09-04,2.6316
2018-09-06,-2.5641
2018-09-07,57.8947
2018-09-10,26.6667
2018-09-11,-5.2632
2018-09-12,-13.8889
2018-09-14,16.129
2018-09-18,-33.3333
2018-09-19,-12.5
2018-10-03,-7.1429
2018-10-04,2.5641
2018-10-11,-5.0
2018-10-15,6.3158
2018-10-19,-0.9901
2018-10-24,0.0
2018-11-08,0.0
2018-11-09,0.0
2018-11-12,10.0
2018-11-14,-9.0909
2018-11-21,5.0
2018-11-26,-9.5238
2018-11-27,15.7895
2018-11-28,0.0
2018-11-29,-22.7273
2018-12-06,-5.8824
2018-12-07,31.25
2018-12-11,4.7619
2018-12-12,-47.5
2018-12-13,8.2251
2018-12-14,4.0
2018-12-18,34.6154
2018-12-27,10.857099999999999
2018-12-31,-27.8351
2019-01-16,7.1429
2019-01-18,-13.3333
2019-01-30,15.3846
2019-02-04,0.0
2019-02-08,93.3333
2019-02-11,-13.7931
2019-02-19,-32.0
2019-03-06,38.2353
2019-03-07,14.4681
2019-03-08,-40.5204
2019-03-11,0.625
2019-03-14,117.3913
2019-03-15,0.0
2019-03-20,11.4286
2019-04-02,-58.7179
2019-04-03,-0.6211
2019-04-10,12.5
2019-04-22,0.0
2019-04-23,-11.1111
2019-04-24,12.5
2019-04-26,5.5556
2019-04-29,5.2632
2019-04-30,60.0
2019-05-01,-3.125
2019-05-08,-32.2581
2019-05-10,0.0
2019-05-17,42.8571
2019-05-24,-26.6667
2019-05-28,-4.5455
2019-06-04,0.0
2019-06-11,14.2857
2019-06-12,-12.5
2019-06-17,6.1905
2019-06-19,-1.3453
2019-06-20,0.0
2019-06-25,0.0
2019-06-26,0.0
2019-07-22,0.0
2019-07-24,4.5455
2019-08-07,21.7391
2019-08-08,0.0
2019-08-09,0.0
2019-08-13,-10.7143
2019-08-21,28.0
2019-08-29,-23.75
2019-09-05,35.2459
2019-09-11,-33.3333
2019-09-13,5.4545
2019-09-17,7.7586
2019-09-23,-12.0
2019-10-01,0.0
2019-10-03,-4.5455
2019-10-07,0.0
2019-10-09,0.0
2019-10-10,634.0952
2019-10-11,-41.6191
2019-10-14,-2.3333
2019-10-15,-47.6678
2019-10-16,-21.7391
2019-10-17,-13.8889
2019-10-18,61.2903
2019-10-21,0.0
2019-10-22,-10.0
2019-10-23,-22.2222
2019-10-25,-28.5714
2019-10-28,0.0
2019-10-30,20.0
2019-10-31,-13.3333
2019-11-01,-3.8462
2019-11-04,-20.0
2019-11-05,59.0
2019-11-06,-37.1069
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,5.0
2019-11-14,47.619
2019-11-18,-29.0323
2019-11-19,-4.5455
2019-11-20,-4.7619
2019-11-21,-5.0
2019-11-25,10.526299999999999
2019-11-26,-9.5238
2019-11-27,57.8947
2019-12-02,-40.0
2019-12-04,0.0
2019-12-09,0.0
2019-12-11,11.1111
2019-12-13,25.0
2019-12-17,-11.0
2019-12-24,34.8315
2019-12-26,0.0
2019-12-27,-6.6667
2019-12-30,28.5714
2019-12-31,11.1111
2020-01-07,-32.5
2020-01-08,11.1111
2020-01-09,50.0
2020-01-15,2.2222
2020-01-16,-6.5217
2020-01-21,27.907
2020-01-23,0.0
2020-01-24,-18.1818
2020-01-30,-4.4444
2020-01-31,4.6512
2020-02-04,-4.4444
2020-02-05,0.0
2020-02-06,8.8372
2020-02-07,-8.1197
2020-02-10,-18.6047
2020-02-14,5.7143
2020-02-18,35.1351
2020-02-20,0.0
2020-02-26,0.0
2020-02-28,0.0
2020-03-03,0.0
2020-03-11,0.0
2020-03-18,-16.0
2020-03-20,-12.1429
2020-03-30,-2.71
2020-04-02,0.0
2020-04-06,-2.507
2020-04-08,0.0
2020-04-09,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,-25.7143
2020-04-20,34.6154
2020-04-24,-14.2857
2020-04-29,0.0
2020-04-30,-6.6667
2020-05-01,-7.1429
2020-05-04,3.8462
2020-05-05,3.7037
2020-05-06,25.0
2020-05-14,-2.8571
2020-05-19,0.0
2020-05-21,-17.647100000000002
2020-05-26,3.5714
2020-05-29,17.2414
2020-06-01,2.9412000000000003
2020-06-03,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-12,-17.1429
2020-06-30,14.6552
2020-07-01,5.2632
2020-07-08,-14.2857
2020-07-09,0.0
2020-07-10,66.6667
2020-07-14,-48.0
2020-07-16,26.9231
2020-07-24,-15.1515
2020-07-29,75.0
2020-07-30,-38.7755
