ticker,BMXI US Equity
2005-08-26,-12.5
2005-08-31,-28.5714
2005-09-01,56.0
2005-09-02,-12.8205
2005-09-06,-26.4706
2005-09-08,12.0
2005-09-12,-3.5714
2005-09-13,3.7037
2005-09-15,-10.7143
2005-09-16,0.0
2005-09-20,0.0
2005-09-21,-20.0
2005-09-22,10.0
2005-09-26,-27.2727
2005-09-28,18.75
2005-09-30,-15.7895
2005-10-03,0.0
2005-10-04,-6.25
2005-10-05,-6.6667
2005-10-13,14.2857
2005-10-14,0.0
2005-10-18,-18.75
2005-10-19,15.3846
2005-10-20,-20.0
2005-10-21,-16.6667
2005-11-04,30.0
2005-11-08,0.0
2005-11-09,0.0
2005-11-11,15.3846
2005-11-14,6.6667
2005-11-16,-12.5
2005-11-21,14.2857
2005-11-22,6.25
2005-11-25,-5.8824
2005-11-28,12.5
2005-12-01,5.5556
2005-12-02,-10.526299999999999
2005-12-07,-5.8824
2005-12-09,18.75
2005-12-12,8.9474
2005-12-13,30.4348
2005-12-14,66.6667
2005-12-15,-8.8889
2005-12-16,-14.6341
2005-12-19,15.7143
2005-12-20,1.2346
2005-12-22,-2.439
2005-12-23,-2.5
2005-12-27,5.1282
2005-12-28,0.0
2005-12-29,7.3171
2005-12-30,9.0909
2006-01-03,22.9167
2006-01-04,6.7797
2006-01-05,0.0
2006-01-06,32.5397
2006-01-09,10.1796
2006-01-10,11.9565
2006-01-11,4.3689
2006-01-12,-2.3256
2006-01-13,-4.7619
2006-01-17,-3.0
2006-01-18,-5.1546
2006-01-19,-10.8696
2006-01-20,1.2195
2006-01-23,2.4096
2006-01-24,-3.5294
2006-01-25,-8.5366
2006-01-26,1.3333
2006-01-27,5.2632
2006-01-30,0.0
2006-01-31,0.0
2006-02-01,-2.5
2006-02-02,-3.8462
2006-02-03,2.6667
2006-02-06,-44.1558
2006-02-07,9.3023
2006-02-08,-1.0638
2006-02-09,-3.2258
2006-02-10,8.8889
2006-02-13,-10.2041
2006-02-14,2.2727
2006-02-15,-2.2222
2006-02-16,-2.2727
2006-02-17,0.0
2006-02-21,-34.8837
2006-02-22,14.2857
2006-02-23,-6.25
2006-02-24,0.0
2006-02-27,3.3333
2006-02-28,-6.4516
2006-03-01,0.0
2006-03-02,-3.4483
2006-03-03,-10.7143
2006-03-06,-16.0
2006-03-07,-4.7619
2006-03-08,0.0
2006-03-09,-15.0
2006-03-10,17.647100000000002
2006-03-13,-2.5
2006-03-14,23.0769
2006-03-15,-10.4167
2006-03-16,2.3256
2006-03-17,0.0
2006-03-20,-4.5455
2006-03-21,0.0
2006-03-22,4.7619
2006-03-23,-4.5455
2006-03-24,4.7619
2006-03-27,-9.0909
2006-03-28,10.0
2006-03-29,-9.0909
2006-03-30,5.0
2006-03-31,-4.7619
2006-04-03,0.0
2006-04-04,-10.0
2006-04-05,-11.1111
2006-04-06,-6.25
2006-04-07,0.0
2006-04-11,0.0
2006-04-12,0.0
2006-04-13,0.0
2006-04-17,0.0
2006-04-18,16.6667
2006-04-19,-14.2857
2006-04-20,6.6667
2006-04-21,-6.25
2006-04-24,-3.3333
2006-04-25,10.3448
2006-04-26,0.0
2006-04-27,0.0
2006-04-28,0.0
2006-05-01,6.25
2006-05-02,-2.9412000000000003
2006-05-03,-9.0909
2006-05-04,0.0
2006-05-05,-33.3333
2006-05-08,5.0
2006-05-09,-33.3333
2006-05-10,-14.2857
2006-05-11,-16.6667
2006-05-12,30.0
2006-05-15,6.1538
2006-05-16,0.0
2006-05-17,0.0
2006-05-18,13.0435
2006-05-19,41.0256
2006-05-22,13.6364
2006-05-23,-20.0
2006-05-24,0.0
2006-05-25,-10.0
2006-05-30,11.1111
2006-05-31,-10.0
2006-06-01,0.0
2006-06-02,-5.5556
2006-06-05,-5.8824
2006-06-06,-12.5
2006-06-09,0.0
2006-06-12,0.0
2006-06-14,7.1429
2006-06-15,-20.0
2006-06-16,0.0
2006-06-21,0.0
2006-06-23,33.3333
2006-06-26,-25.0
2006-06-27,33.3333
2006-06-28,-25.0
2006-06-29,50.0
2006-06-30,-11.1111
2006-07-05,-12.5
2006-07-06,7.1429
2006-07-10,-6.6667
2006-07-14,0.0
2006-07-17,0.0
2006-07-20,7.1429
2006-07-24,46.6667
2006-07-27,-9.0909
2006-07-31,-25.0
2006-08-01,6.6667
2006-08-03,0.0
2006-08-04,-12.5
2006-08-08,-7.1429
2006-08-09,7.6923
2006-08-11,14.2857
2006-08-14,0.0
2006-08-15,6.25
2006-08-17,0.0
2006-08-18,-5.8824
2006-08-21,12.5
2006-08-22,11.1111
2006-08-23,-20.0
2006-08-24,25.0
2006-08-25,0.0
2006-08-29,10.0
2006-08-30,-18.1818
2006-09-01,16.6667
2006-09-05,28.5714
2006-09-06,-3.7037
2006-09-07,15.3846
2006-09-08,-6.6667
2006-09-11,-3.5714
2006-09-12,14.8148
2006-09-13,-9.6774
2006-09-14,14.2857
2006-09-15,9.375
2006-09-18,14.2857
2006-09-19,0.0
2006-09-20,0.0
2006-09-21,0.0
2006-09-22,0.0
2006-09-25,-20.0
2006-09-26,12.5
2006-09-27,-22.2222
2006-09-28,0.0
2006-09-29,7.1429
2006-10-02,0.0
2006-10-03,0.0
2006-10-05,6.6667
2006-10-06,0.0
2006-10-09,6.25
2006-10-10,0.0
2006-10-16,-11.7647
2006-10-18,-13.3333
2006-10-20,30.7692
2006-10-23,-11.7647
2006-10-25,0.0
2006-10-26,-6.6667
2006-10-30,7.1429
2006-10-31,0.0
2006-11-02,-13.3333
2006-11-03,15.3846
2006-11-06,0.0
2006-11-07,0.0
2006-11-10,0.0
2006-11-16,-20.0
2006-11-17,25.0
2006-11-22,0.0
2006-11-28,0.0
2006-12-05,-20.0
2006-12-06,25.0
2006-12-07,-6.6667
2006-12-08,35.7143
2006-12-12,-18.4211
2006-12-13,22.5806
2006-12-27,-26.3158
2006-12-28,0.0
2006-12-29,0.0
2007-01-03,0.0
2007-01-04,0.0
2007-01-05,0.0
2007-01-12,0.0
2007-01-19,-3.5714
2007-01-29,0.0
2007-02-08,18.5185
2007-02-09,6.25
2007-02-12,-5.8824
2007-02-15,0.0
2007-02-21,0.0
2007-02-22,-6.25
2007-02-23,6.6667
2007-02-26,6.25
2007-02-27,-5.2941
2007-03-02,-0.6211
2007-03-05,-18.75
2007-03-06,7.6923
2007-03-07,7.1429
2007-03-14,0.0
2007-03-15,13.3333
2007-03-16,-5.8824
2007-03-19,0.0
2007-03-20,0.0
2007-03-21,0.0
2007-03-28,-18.75
2007-03-29,-15.3846
2007-04-02,9.0909
2007-04-09,0.0
2007-04-10,16.6667
2007-04-13,0.0
2007-04-16,0.0
2007-04-19,-28.5714
2007-04-20,30.0
2007-04-23,-19.2308
2007-04-24,4.7619
2007-04-25,0.0
2007-05-02,-9.0909
2007-05-03,10.0
2007-05-04,0.0
2007-05-09,-9.0909
2007-05-10,-10.0
2007-05-11,22.2222
2007-05-15,0.0
2007-05-25,-9.0909
2007-05-30,0.0
2007-05-31,0.0
2007-06-05,-20.0
2007-06-08,-12.5
2007-06-12,0.0
2007-06-13,0.0
2007-06-18,42.8571
2007-06-19,10.0
2007-06-20,-36.3636
2007-06-21,0.0
2007-06-22,-14.2857
2007-06-25,16.6667
2007-06-26,0.0
2007-06-28,14.2857
2007-07-03,0.0
2007-07-05,0.0
2007-07-09,-25.0
2007-07-10,25.0
2007-07-11,6.6667
2007-07-13,-12.5
2007-07-16,0.0
2007-07-17,0.0
2007-07-18,0.0
2007-07-23,0.0
2007-07-24,7.1429
2007-07-26,-6.6667
2007-07-27,0.0
2007-07-30,0.0
2007-07-31,-21.4286
2007-08-01,27.2727
2007-08-02,0.0
2007-08-10,28.5714
2007-08-13,5.5556
2007-08-17,-15.7895
2007-08-20,-12.5
2007-08-21,7.1429
2007-08-24,0.0
2007-08-27,6.6667
2007-08-28,-6.25
2007-08-29,6.6667
2007-08-30,12.5
2007-08-31,-55.5556
2007-09-04,25.0
2007-09-05,-20.0
2007-09-06,-22.5
2007-09-07,45.1613
2007-09-10,-33.3333
2007-09-11,33.3333
2007-09-14,0.0
2007-09-17,10.0
2007-09-21,0.0
2007-09-24,-43.1818
2007-09-25,74.0
2007-09-27,-1.1494
2007-09-28,39.5349
2007-10-01,0.0
2007-10-02,0.0
2007-10-05,0.0
2007-10-09,0.0
2007-10-10,16.6667
2007-10-11,-14.2857
2007-10-12,100.0
2007-10-15,8.3333
2007-10-16,-11.538499999999999
2007-10-17,4.3478
2007-10-18,0.0
2007-10-19,0.0
2007-10-22,0.0
2007-10-23,8.3333
2007-10-25,30.7692
2007-10-26,-5.8824
2007-10-29,18.75
2007-10-31,-5.2632
2007-11-01,11.1111
2007-11-02,5.0
2007-11-05,14.2857
2007-11-06,33.3333
2007-11-07,6.25
2007-11-08,2.9412000000000003
2007-11-09,0.0
2007-11-12,14.2857
2007-11-13,10.0
2007-11-14,-6.8182
2007-11-15,-2.439
2007-11-16,-2.5
2007-11-19,2.5641
2007-11-20,0.0
2007-11-21,0.0
2007-11-23,-5.0
2007-11-26,5.2632
2007-11-27,-2.5
2007-11-28,0.0
2007-11-29,0.0
2007-11-30,0.0
2007-12-03,-2.5641
2007-12-04,2.6316
2007-12-05,-1.2821
2007-12-06,-1.2987
2007-12-07,0.0
2007-12-10,-10.526299999999999
2007-12-11,0.0
2007-12-12,-2.9412000000000003
2007-12-13,-9.0909
2007-12-14,10.0
2007-12-17,3.0303
2007-12-18,-11.7647
2007-12-19,3.3333
2007-12-20,6.4516
2007-12-26,-3.0303
2007-12-27,3.125
2007-12-28,0.0
2007-12-31,-6.0606
2008-01-02,-3.2258
2008-01-03,6.6667
2008-01-04,-3.125
2008-01-08,3.2258
2008-01-09,-9.375
2008-01-10,3.4483
2008-01-11,0.0
2008-01-14,6.6667
2008-01-15,-6.25
2008-01-16,0.0
2008-01-17,26.6667
2008-01-18,2.6316
2008-01-22,5.1282
2008-01-23,-2.439
2008-01-29,-25.0
2008-01-31,-16.6667
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,0.0
2008-02-06,40.0
2008-02-08,-45.7143
2008-02-11,57.8947
2008-02-12,-3.3333
2008-02-13,-24.1379
2008-02-14,-4.5455
2008-02-19,19.0476
2008-02-20,19.6
2008-02-21,-13.0435
2008-02-22,-23.0769
2008-02-25,-7.5
2008-02-29,8.1081
2008-03-04,-15.0
2008-03-05,5.2941
2008-03-10,0.5587
2008-03-11,11.1111
2008-03-12,0.0
2008-03-13,25.0
2008-03-14,0.0
2008-03-17,0.0
2008-03-18,-20.0
2008-03-19,25.0
2008-03-25,-12.0
2008-03-26,-36.3636
2008-03-27,42.8571
2008-04-02,-10.0
2008-04-07,11.1111
2008-04-14,-10.0
2008-04-15,-27.7778
2008-04-16,0.0
2008-04-17,15.3846
2008-04-21,-33.3333
2008-04-22,50.0
2008-04-23,0.0
2008-04-24,-33.3333
2008-04-25,50.0
2008-04-28,6.6667
2008-04-30,0.0
2008-05-02,-37.5
2008-05-05,-5.0
2008-05-07,15.7895
2008-05-08,0.0
2008-05-09,36.3636
2008-05-12,0.0
2008-05-15,-6.6667
2008-05-16,7.1429
2008-06-05,0.0
2008-06-06,20.0
2008-06-09,11.1111
2008-06-10,0.0
2008-06-13,-5.0
2008-06-16,5.2632
2008-06-17,0.0
2008-06-26,-55.0
2008-06-27,66.6667
2008-07-03,0.0
2008-07-16,0.0
2008-07-28,0.0
2008-08-01,-46.6667
2008-08-04,137.5
2008-08-05,0.0
2008-08-08,0.0
2008-08-14,-5.2632
2008-08-15,5.5556
2008-08-26,-21.0526
2008-08-27,6.6667
2008-08-28,0.0
2008-09-08,0.0
2008-09-17,-68.75
2008-09-18,100.0
2008-09-19,0.0
2008-09-25,20.0
2008-09-26,0.0
2008-10-01,0.0
2008-10-06,-25.0
2008-10-07,0.0
2008-10-08,0.0
2008-10-10,-11.1111
2008-10-16,12.5
2008-10-23,0.0
2008-10-24,0.0
2008-10-31,-11.1111
2008-11-04,0.0
2008-11-05,12.5
2008-11-12,-22.2222
2008-11-14,0.0
2008-11-18,-14.2857
2008-11-25,16.6667
2008-11-26,0.0
2008-12-02,0.0
2008-12-03,0.0
2008-12-04,0.0
2008-12-08,0.0
2008-12-09,28.5714
2008-12-16,0.0
2008-12-18,-44.4444
2008-12-19,0.0
2008-12-23,-40.0
2008-12-31,0.0
2009-01-09,66.6667
2009-01-27,-40.0
2009-01-29,66.6667
2009-02-02,0.0
2009-02-11,20.0
2009-03-03,-66.6667
2009-03-04,150.0
2009-03-18,-60.0
2009-03-20,25.0
2009-04-02,-20.0
2009-04-08,0.0
2009-04-15,25.0
2009-04-21,0.0
2009-04-22,-20.0
2009-05-13,-75.0
2009-05-14,400.0
2009-05-18,-80.0
2009-05-27,400.0
2009-05-28,0.0
2009-06-09,700.0
2009-06-10,-50.0
2009-06-16,0.0
2009-06-18,0.0
2009-07-13,0.0
2009-07-28,-50.0
2009-08-04,80.0
2009-08-07,-22.2222
2009-08-10,42.8571
2009-08-11,0.0
2009-08-13,0.0
2009-08-14,0.0
2009-08-19,0.0
2009-08-25,0.0
2009-08-26,-67.0
2009-08-27,172.7273
2009-09-02,11.1111
2009-09-08,0.0
2009-09-10,0.0
2009-09-15,0.0
2009-09-16,0.0
2009-09-21,0.0
2009-09-23,0.0
2009-09-25,0.0
2009-09-29,0.0
2009-10-14,-94.0
2009-10-15,1400.0
2009-10-16,0.0
2009-10-19,-22.2222
2009-10-20,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-27,28.5714
2009-10-28,-11.1111
2009-10-30,-37.5
2009-11-02,60.0
2009-11-03,0.0
2009-11-10,0.0
2009-11-11,-2.5
2009-11-12,28.2051
2009-11-17,0.0
2009-11-19,0.0
2009-11-24,-2.0
2009-11-27,-18.3673
2009-11-30,0.0
2009-12-01,22.5
2009-12-03,2.0408
2009-12-11,0.0
2009-12-14,0.0
2009-12-15,0.0
2010-01-04,-10.0
2010-01-05,11.1111
2010-01-06,0.0
2010-02-08,-15.0
2010-02-10,0.0
2010-02-12,17.647100000000002
2010-02-16,-15.0
2010-02-17,35.2941
2010-02-19,-21.7391
2010-02-23,-11.1111
2010-02-24,23.75
2010-02-25,21.2121
2010-02-26,-12.5
2010-03-09,-4.7619
2010-03-10,0.0
2010-03-12,-20.0
2010-03-29,0.0
2010-04-08,-36.25
2010-04-09,96.0784
2010-04-14,-45.0
2010-04-16,45.4545
2010-04-21,-25.0
2010-04-22,66.6667
2010-04-27,0.0
2010-04-28,-45.0
2010-04-29,45.4545
2010-05-12,-50.0
2010-05-13,37.5
2010-05-14,0.0
2010-05-20,0.0
2010-05-24,-9.0909
2010-05-26,10.0
2010-05-27,45.4545
2010-05-28,0.0
2010-06-02,-18.75
2010-06-08,7.6923
2010-06-09,-48.5714
2010-06-10,122.2222
2010-06-16,-25.0
2010-06-17,0.0
2010-06-18,-16.6667
2010-06-21,40.0
2010-06-24,-28.5714
2010-06-25,40.0
2010-06-28,0.0
2010-07-01,-14.2857
2010-07-02,-38.125
2010-07-06,34.6801
2010-07-07,60.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-19,-12.5
2010-07-23,42.8571
2010-07-27,-23.0
2010-07-29,-9.2532
2010-08-02,-14.1324
2010-08-03,-31.3542
2010-08-05,0.0
2010-08-06,57.8149
2010-08-09,13.8462
2010-08-10,5.4054
2010-08-11,-10.2564
2010-08-12,-7.1429
2010-08-13,-35.1923
2010-08-18,18.6944
2010-08-19,-17.625
2010-08-20,-15.0228
2010-08-23,42.8571
2010-08-24,-37.375
2010-08-25,-68.0639
2010-08-26,590.0
2010-08-30,-63.7681
2010-09-01,20.0
2010-09-08,0.0
2010-09-09,83.3333
2010-09-13,-45.4545
2010-09-14,50.0
2010-09-15,-31.1111
2010-09-17,9.6774
2010-09-20,32.3529
2010-09-21,11.1111
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,-16.0
2010-09-30,-27.381
2010-10-01,0.0
2010-10-05,44.2623
2010-10-06,-30.3977
2010-10-07,-2.0408
2010-10-08,-3.3333
2010-10-12,10.3448
2010-10-13,0.0
2010-10-14,-6.25
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,18.3333
2010-10-21,40.8451
2010-10-22,-2.0
2010-10-25,0.0
2010-10-26,-26.5306
2010-10-27,-16.6667
2010-11-02,6.6667
2010-11-03,-6.25
2010-11-05,-16.6667
2010-11-09,20.0
2010-11-11,-23.3333
2010-11-12,-13.0435
2010-11-16,0.0
2010-11-19,0.0
2010-11-22,50.0
2010-11-23,13.3333
2010-11-24,-11.7647
2010-11-29,-33.3333
2010-11-30,0.0
2010-12-01,0.0
2010-12-03,0.0
2010-12-07,-45.0
2010-12-09,27.2727
2010-12-15,78.5714
2010-12-16,0.0
2010-12-17,16.0
2010-12-22,3.4483
2010-12-23,33.3333
2010-12-28,15.0
2010-12-29,0.0
2010-12-30,0.0
2011-01-03,0.0
2011-01-04,13.0435
2011-01-05,0.0
2011-01-06,5.7692
2011-01-07,63.6364
2011-01-10,-38.8889
2011-01-11,1.8182
2011-01-13,60.7143
2011-01-18,-38.8889
2011-01-21,0.0
2011-01-24,-9.0909
2011-01-25,-10.0
2011-01-27,0.0
2011-02-03,0.0
2011-02-07,28.8889
2011-02-08,37.931
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,-12.5
2011-02-14,-28.3036
2011-02-15,59.4022
2011-02-16,-12.5
2011-02-17,-14.2857
2011-02-18,16.6667
2011-02-28,0.0
2011-03-01,-7.1429
2011-03-02,-30.1923
2011-03-04,10.1928
2011-03-07,0.0
2011-03-08,0.0
2011-03-09,0.0
2011-03-10,0.0
2011-03-11,-10.0
2011-03-14,0.0
2011-03-21,50.0
2011-03-22,0.0
2011-03-23,3.7037
2011-03-24,-14.2857
2011-03-25,16.6667
2011-03-28,0.0
2011-03-29,-14.2857
2011-03-31,-7.5
2011-04-01,8.1081
2011-04-05,-7.5
2011-04-18,-18.9189
2011-04-19,11.1111
2011-04-20,0.0
2011-04-21,-60.0
2011-04-28,25.0
2011-04-29,30.0
2011-05-05,-23.0769
2011-05-12,140.0
2011-05-13,-50.0
2011-05-16,20.625
2011-06-02,-17.0984
2011-06-08,-10.0
2011-06-13,11.1111
2011-06-15,33.3333
2011-06-16,18.75
2011-06-20,-15.7895
2011-06-28,75.0
2011-07-11,-56.6964
2011-07-12,64.9485
2011-07-15,-39.375
2011-07-20,64.9485
2011-07-22,-50.0
2011-09-12,0.0
2011-09-13,0.0
2011-09-16,-60.0
2011-09-21,0.0
2011-09-27,300.0
2011-09-29,0.0
2011-09-30,0.0
2011-10-05,50.0
2011-10-26,-50.0
2011-10-27,75.0
2011-10-31,-8.8095
2011-11-04,-16.4491
2011-11-09,-25.0
2011-11-10,0.0
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,33.3333
2011-11-30,-74.0625
2011-12-05,0.0
2011-12-19,44.5783
2011-12-27,0.0
2011-12-28,-30.8333
2011-12-29,0.0
2012-01-13,0.0
2012-01-19,0.0
2012-01-24,43.3735
2012-02-03,-32.7731
2012-02-23,0.0
2012-03-01,75.0
2012-03-07,0.0
2012-03-12,8.5714
2012-03-14,5.2632
2012-03-29,0.0
2012-04-02,0.0
2012-04-03,-50.0
2012-04-04,-35.0
2012-04-05,38.4615
2012-04-09,5.5556
2012-04-10,0.0
2012-04-13,0.0
2012-04-16,0.0
2012-04-17,-1.3158
2012-04-25,16.0
2012-04-30,79.3103
2012-05-03,105.1282
2012-05-04,47.5
2012-05-14,-40.678
2012-05-15,-51.4286
2012-05-16,-23.5294
2012-05-22,38.4615
2012-05-30,2.7778
2012-06-11,0.0
2012-06-20,0.0
2012-07-18,-5.4054
2012-08-03,-8.5714
2012-08-08,-30.0781
2012-08-15,-19.5531
2012-09-06,11.1111
2012-09-07,0.0
2012-10-10,0.0
2012-11-07,-30.0
2012-11-14,42.8571
2012-11-26,-10.0
2012-12-04,0.0
2012-12-17,-65.2778
2012-12-26,2.0
2012-12-28,-31.3725
2013-01-07,-62.8571
2013-01-16,69.2308
2013-02-04,0.0
2013-03-07,18.1818
2013-03-08,-15.3846
2013-04-04,9.0909
2013-04-22,8.3333
2013-05-13,330.7692
2013-05-14,-8.9286
2013-05-17,-66.6667
2013-05-22,111.7647
2013-05-23,51.3889
2013-05-24,-1.8349
2013-05-28,-13.0841
2013-05-29,-43.0108
2013-06-03,0.0
2013-06-04,111.3208
2013-06-10,41.0714
2013-06-11,-5.6962
2013-06-12,-57.047
2013-06-18,0.0
2013-06-25,4.6875
2013-07-23,2.9851
2013-07-24,0.0
2013-07-25,0.0
2013-08-13,0.0
2013-08-14,-7.2464
2013-08-15,-62.5
2013-09-05,145.8333
2013-10-04,-28.8136
2013-10-08,-11.9048
2013-10-10,-18.9189
2013-10-11,0.0
2013-10-21,0.0
2013-10-24,33.3333
2013-10-25,175.0
2013-10-28,9.0909
2013-10-30,-33.3333
2013-10-31,0.0
2013-11-08,60.0
2013-11-12,0.0
2013-11-18,25.0
2013-11-19,-31.25
2013-12-26,-56.3636
2014-01-02,6.25
2014-02-07,213.7255
2014-02-10,0.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-19,100.0
2014-02-28,-25.0
2014-03-03,-26.6667
2014-03-05,13.6364
2014-03-06,60.0
2014-03-07,5.0
2014-03-10,-28.5714
2014-03-14,0.0
2014-03-18,13.3333
2014-03-20,76.4706
2014-03-21,-46.6667
2014-03-24,-6.25
2014-04-03,-10.0
2014-04-04,-84.2593
2014-04-08,364.7059
2014-04-14,36.7089
2014-04-15,-3.7037
2014-04-17,-38.4615
2014-04-22,0.0
2014-04-23,-37.5
2014-04-24,0.0
2014-04-25,0.0
2014-05-09,-47.5
2014-05-14,0.0
2014-05-27,0.0
2014-05-28,83.3333
2014-05-30,138.961
2014-06-03,-34.7826
2014-06-04,53.3333
2014-06-05,56.5217
2014-06-06,11.1111
2014-06-09,-25.0
2014-06-10,13.3333
2014-06-11,76.4706
2014-06-12,-50.0
2014-06-13,33.3333
2014-06-16,25.0
2014-06-17,12.0
2014-06-18,0.0
2014-06-19,-27.4554
2014-06-20,8.3077
2014-06-23,-9.0909
2014-06-24,0.0
2014-06-25,15.0
2014-06-27,-4.8913
2014-06-30,13.7143
2014-07-07,-18.3417
2014-07-08,-25.5385
2014-07-14,5.7851
2014-07-15,0.0
2014-07-17,-25.0
2014-07-18,0.0
2014-07-23,41.6667
2014-08-06,-5.8824
2014-08-07,0.0
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,-24.2188
2014-08-14,26.2887
2014-08-15,3.6734999999999998
2014-08-18,-26.7717
2014-08-19,-5.3763
2014-08-20,-9.0909
2014-08-21,-30.0
2014-08-22,0.0
2014-08-26,0.0
2014-08-27,0.0
2014-08-28,0.0
2014-09-04,0.0
2014-09-16,0.0
2014-09-17,0.0
2014-10-03,0.0
2014-10-08,107.1429
2014-10-10,-31.0345
2014-10-14,88.75
2014-10-17,-57.6159
2014-10-28,6.25
2014-11-03,0.0
2014-11-05,0.0
2014-11-07,0.0
2014-11-12,17.647100000000002
2014-11-17,-23.125
2014-11-19,30.0813
2014-11-24,-30.0
2014-12-01,0.0
2014-12-03,28.5714
2014-12-26,-33.3333
2014-12-29,50.0
2015-01-02,-33.3333
2015-01-05,0.0
2015-01-12,14.5833
2015-01-15,-0.9091
2015-01-27,30.2752
2015-01-28,35.2113
2015-01-29,25.0
2015-01-30,-20.0
2015-02-03,66.6667
2015-02-04,-14.375
2015-02-10,10.219
2015-02-11,-14.5695
2015-02-12,8.5271
2015-02-13,-13.2143
2015-02-17,-14.8148
2015-02-19,0.4831
2015-02-20,38.4615
2015-02-23,0.0
2015-02-25,0.0
2015-02-26,-2.7778
2015-03-10,0.0
2015-03-16,0.0
2015-03-23,0.0
2015-03-26,-5.7143
2015-04-01,0.0
2015-04-06,0.0
2015-04-09,3.0303
2015-04-14,17.647100000000002
2015-04-16,-15.0
2015-04-20,0.0
2015-04-21,0.0
2015-04-24,9.9265
2015-04-27,-11.7057
2015-04-28,9.0909
2015-04-29,5.5556
2015-05-07,2.6316
2015-05-11,-12.8205
2015-06-02,-14.7059
2015-06-04,-31.0345
2015-06-25,5.0
2015-07-24,-4.7619
2015-07-28,-5.0
2015-08-07,-5.2632
2015-09-24,0.0
2015-09-30,0.0
2015-10-09,0.0
2015-10-15,0.0
2015-10-19,-33.3333
2015-11-11,-16.6667
2015-11-19,-20.0
2015-12-15,0.0
2015-12-30,-25.0
2015-12-31,0.0
2016-02-01,-27.0833
2016-03-04,0.0
2016-04-01,-54.2857
2016-04-15,12.5
2016-05-04,0.0
2016-05-31,5.5556
2016-06-21,0.0
2016-07-15,305.2632
2016-07-18,0.0
2016-07-20,3.8961
2016-07-21,0.0
2016-07-22,0.0
2016-07-25,160.0
2016-07-26,-23.0769
2016-07-27,18.125
2016-07-29,10.0529
2016-08-02,26.9231
2016-08-04,-32.5758
2016-08-08,-64.0449
2016-08-25,68.75
2016-08-26,3.7037
2016-08-29,-7.1429
2016-08-30,115.3846
2016-09-02,0.0
2016-09-06,3.5714
2016-09-07,0.0
2016-09-09,0.0
