ticker,FUEG US Equity
2012-02-15,0.0
2012-02-17,14.2857
2012-02-21,0.0
2012-02-22,-0.3125
2012-02-23,0.3135
2012-02-24,0.0
2012-02-29,0.0
2012-03-02,-0.625
2012-03-05,-30.8176
2012-03-06,4.5455
2012-03-07,-13.0435
2012-03-09,57.0
2012-03-13,-5.7325
2012-03-14,-18.9189
2012-03-15,-30.8333
2012-03-16,2.4096
2012-03-19,5.8824
2012-03-21,0.0
2012-03-22,0.0
2012-03-26,0.0
2012-03-27,21.1111
2012-03-28,42.2018
2012-03-29,10.9677
2012-03-30,3.4884
2012-04-02,6.7416
2012-04-03,-1.0526
2012-04-04,6.383
2012-04-05,0.0
2012-04-09,2.5
2012-04-10,-17.0732
2012-04-13,-2.9412000000000003
2012-04-16,-30.303
2012-04-17,-13.0435
2012-04-18,38.0
2012-04-20,37.6812
2012-04-23,-31.5789
2012-04-26,2.3077
2012-05-04,5.2632
2012-05-07,14.2857
2012-05-08,0.0
2012-05-09,0.0
2012-05-10,0.0
2012-05-11,6.25
2012-05-14,17.647100000000002
2012-05-15,25.0
2012-05-16,-4.0
2012-05-17,12.5
2012-05-18,-25.9259
2012-05-21,0.0
2012-05-22,-5.0
2012-05-25,0.0
2012-05-29,-10.526299999999999
2012-05-30,35.2941
2012-06-01,-28.2609
2012-06-05,-3.0303
2012-06-06,6.25
2012-06-07,5.8824
2012-06-08,11.1111
2012-06-11,-20.0
2012-06-14,68.75
2012-06-15,-48.1481
2012-06-19,-7.1429
2012-06-20,0.0
2012-06-22,0.0
2012-06-25,46.1538
2012-06-26,0.0
2012-06-27,-21.0526
2012-06-29,0.0
2012-07-02,0.0
2012-07-06,26.6667
2012-07-09,21.0526
2012-07-12,4.3478
2012-07-13,-16.6667
2012-07-16,35.0
2012-07-17,0.0
2012-07-18,3.7037
2012-07-19,0.0
2012-07-20,-7.1429
2012-07-23,-3.8462
2012-07-24,-8.0
2012-07-25,-4.3478
2012-07-26,-9.0909
2012-07-30,-9.5
2012-07-31,4.9724
2012-08-01,-5.2632
2012-08-02,-11.1111
2012-08-08,12.5
2012-08-24,-27.7778
2012-08-27,53.8462
2012-08-28,5.0
2012-08-29,19.0476
2012-08-30,28.0
2012-08-31,12.5
2012-09-04,-27.7778
2012-09-05,-4.6154
2012-09-06,-11.2903
2012-09-07,1.3636
2012-09-10,-0.4484
2012-09-11,-6.3063
2012-09-12,5.7692
2012-09-13,-4.5455
2012-09-14,-3.3333
2012-09-18,-16.2562
2012-09-19,0.0
2012-09-20,50.0
2012-09-21,7.8431
2012-09-24,3.2727
2012-09-25,-4.9296
2012-09-26,4.0741
2012-09-27,-0.3559
2012-09-28,8.2143
2012-10-01,3.9604
2012-10-02,-1.5873
2012-10-03,-3.2258
2012-10-04,0.0
2012-10-05,-3.3333
2012-10-08,-3.4483
2012-10-09,0.0
2012-10-10,6.7857
2012-10-12,-11.3712
2012-10-15,7.5472
2012-10-16,0.0
2012-10-17,-8.7719
2012-10-18,-32.6923
2012-10-19,4.0
2012-10-22,7.1429
2012-10-23,22.5641
2012-10-24,-1.6736
2012-10-25,-6.8085
2012-10-26,9.589
2012-10-31,0.0
2012-11-01,-11.6667
2012-11-02,13.2075
2012-11-05,-12.0312
2012-11-06,0.0
2012-11-07,0.0
2012-11-08,13.6767
2012-11-09,-12.0052
2012-11-12,0.0
2012-11-13,-5.2974
2012-11-14,-15.0
2012-11-15,-0.5882
2012-11-16,0.5917
2012-11-19,17.647100000000002
2012-11-20,7.75
2012-11-21,-11.8329
2012-11-23,-21.0526
2012-11-26,46.6667
2012-11-27,8.1818
2012-11-28,0.8403
2012-11-29,-16.6667
2012-11-30,40.0
2012-12-03,-14.642900000000001
2012-12-04,4.1841
2012-12-05,0.0
2012-12-06,13.4538
2012-12-07,38.0531
2012-12-10,-25.641
2012-12-11,5.1724
2012-12-12,-11.4754
2012-12-13,3.7037
2012-12-14,-7.1429
2012-12-17,7.6923
2012-12-18,-10.7143
2012-12-19,8.0
2012-12-20,-11.1111
2012-12-21,12.5
2012-12-24,-18.5185
2012-12-26,0.0
2012-12-27,0.0
2012-12-28,0.0
2012-12-31,0.0
2013-01-02,2.2727
2013-01-03,-10.6667
2013-01-04,4.4776
2013-01-07,0.0
2013-01-08,-4.2857
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,4.4776
2013-01-14,-13.8095
2013-01-15,-17.058
2013-01-16,59.8668
2013-01-17,-8.3333
2013-01-22,-22.7273
2013-01-23,17.647100000000002
2013-01-24,-14.5
2013-01-25,16.9591
2013-01-28,-5.0
2013-01-29,-5.2632
2013-01-31,0.0
2013-02-01,11.1111
2013-02-04,-10.0
2013-02-05,5.5556
2013-02-06,-5.2632
2013-02-07,11.1111
2013-02-08,-15.0
2013-02-11,-5.8824
2013-02-12,6.25
2013-02-13,-11.1765
2013-02-14,12.5828
2013-02-15,11.7647
2013-02-19,-15.7895
2013-02-20,21.25
2013-02-21,-9.7938
2013-02-22,-14.2857
2013-02-25,6.6667
2013-02-26,13.125
2013-02-27,1.6575
2013-02-28,-13.587
2013-03-01,0.0
2013-03-04,0.0
2013-03-05,-8.805
2013-03-06,3.4483
2013-03-07,-23.3333
2013-03-08,13.0435
2013-03-11,-23.0769
2013-03-12,11.0
2013-03-13,28.8288
2013-03-14,1.3986
2013-03-15,6.8966
2013-03-18,0.0
2013-03-19,-3.2258
2013-03-20,-13.3333
2013-03-21,-11.538499999999999
2013-03-22,-4.3478
2013-03-25,0.0
2013-03-26,-26.4773
2013-03-27,23.6476
2013-03-28,0.0
2013-04-01,-5.0
2013-04-02,-12.6316
2013-04-03,62.6506
2013-04-23,-25.9259
2013-06-04,-60.0
2013-06-26,0.0
2013-10-17,-97.5
2013-10-18,0.0
2014-01-31,100.0
2014-04-17,0.0
2014-05-01,150.0
2014-05-08,0.0
2014-05-12,0.0
2014-05-15,0.0
2014-05-19,100.0
2014-05-27,-95.0
2014-06-02,62.5
2014-06-03,0.0
2014-06-04,0.0
2014-06-06,0.0
2014-06-23,7.6923
2015-03-02,14.2857
2015-10-27,0.0
2017-01-03,0.0
2017-07-11,-90.0
2017-12-11,900.0
2018-01-19,-90.0
2018-01-23,0.0
2018-03-07,-99.0
2018-09-17,0.0
2018-11-30,600.0
2018-12-31,-85.7143
2019-01-30,9900.0
2019-03-12,0.0
2019-03-19,-99.0
2019-03-28,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,9900.0
2019-05-24,0.0
2019-06-10,0.0
2019-06-21,0.0
2019-07-15,0.0
2019-07-23,-99.0
2019-08-27,9900.0
2019-09-03,-99.0
2019-10-04,0.0
2019-10-08,19900.0001
2019-11-18,-50.0
2020-01-30,-99.0
2020-02-10,9900.0
2020-02-14,-99.0
2020-05-04,900.0
2020-05-28,1900.0001
2020-07-13,-50.0
2020-07-15,100.0
2020-07-16,0.0
