ticker,TPRP US Equity
2005-08-25,0.0
2005-09-08,1.3986
2005-10-12,1.7241
2005-10-13,0.0
2005-11-22,17.2881
2005-11-23,-1.7341
2005-11-29,-2.9412000000000003
2005-11-30,0.0
2005-12-01,0.0
2005-12-02,0.0
2005-12-06,0.0
2005-12-08,3.0303
2005-12-27,2.9412000000000003
2005-12-28,7.1429
2005-12-29,8.0
2006-01-09,-5.9259
2006-01-10,-0.2625
2006-01-11,0.0
2006-01-12,1.3158
2006-01-17,1.5584
2006-01-19,0.0
2006-01-20,-0.2558
2006-02-13,-14.1026
2006-02-15,16.4179
2006-02-16,0.0
2006-02-21,0.0
2006-02-24,-1.2821
2006-02-28,0.0
2006-03-02,0.0
2006-03-03,0.0
2006-03-06,1.2987
2006-05-02,-7.6923
2006-05-10,-5.5556
2006-05-17,0.0
2006-06-07,0.0
2006-07-20,0.0
2006-08-10,0.0
2006-08-11,-2.6471
2006-08-18,0.0
2006-08-21,-6.3444
2006-08-22,0.0
2006-10-30,0.9677
2006-10-31,0.639
2006-12-21,-3.1746
2007-01-11,0.9836
2007-02-20,13.6364
2007-05-31,0.0
2007-07-02,-0.5714
2007-09-20,2.0115
2007-10-26,1.4085
2007-11-27,-4.1667
2007-11-29,0.0
2007-11-30,0.0
2007-12-05,-2.8986
2007-12-06,-2.9851
2007-12-07,1.5385
2007-12-10,-6.0606
2007-12-11,1.6129
2007-12-18,14.2857
2007-12-24,-15.2778
2007-12-26,-1.3115
2008-01-24,1.3289
2008-01-25,-2.623
2008-06-02,16.1616
2008-06-03,0.0
2008-06-09,4.3478
2008-06-12,4.1528
2008-06-17,-5.054
2008-06-18,-0.2809
2008-06-19,-1.1268
2008-06-20,-0.8547
2008-06-24,4.8850999999999996
2008-06-25,6.8493
2008-06-26,0.0
2008-06-30,0.0
2008-07-01,-12.8205
2008-07-11,2.9412000000000003
2008-07-14,0.0
2008-08-15,-2.8571
2008-08-18,2.9412000000000003
2008-08-25,7.1429
2008-08-26,0.0
2008-08-29,0.0
2008-09-02,0.0
2008-09-04,0.0
2008-09-05,0.0
2008-09-10,0.0
2008-09-11,0.0
2008-09-12,0.0
2008-09-19,0.0
2008-09-24,0.0
2008-09-25,0.0
2008-10-10,-18.4
2008-10-13,-1.9607999999999999
2008-10-15,0.6667
2008-10-29,-21.1921
2008-10-31,-7.563
2008-11-12,-3.6364
2008-11-20,-12.7358
2008-12-08,28.6486
2008-12-09,0.0
2008-12-15,0.8403
2008-12-17,45.8333
2008-12-24,-22.8571
2008-12-29,10.7407
2009-01-02,0.0
2009-01-05,0.3311
2009-01-07,-49.9978
2009-01-08,88.8868
2009-01-12,-45.87
2009-01-14,30.405
2009-01-15,1.6667
2009-01-20,78.6885
2009-02-20,-48.6239
2009-03-06,2.8571
2009-03-12,-5.3819
2009-03-13,2.7523
2009-03-17,25.0
2009-03-23,-21.4284
2009-07-01,4.5453
2009-07-17,20.0
2009-09-08,-5.7971
2009-11-04,0.0
2009-11-05,0.0
2009-11-13,0.0
2009-11-17,0.0
2009-12-07,58.4615
2010-04-26,-12.6214
2010-12-28,-18.8889
2011-01-27,1.3699
2011-03-02,0.0
2011-03-04,0.0
2011-03-29,1.3514
2011-04-15,-1.3333
2011-04-19,-1.6892
2011-04-28,1.7182
2011-05-11,0.0
2011-05-24,0.0
2011-08-11,-1.3514
2011-10-12,0.0
2011-11-17,2.7397
2011-12-20,-3.3333
2012-03-09,-2.7586
2012-04-12,27.6596
2012-04-27,2.3792
2012-04-30,-1.4085
2012-05-29,-12.857099999999999
2012-07-02,0.4098
2012-07-26,0.0816
2012-08-02,0.3263
2012-08-08,-0.6504
2012-08-10,1.4729999999999999
2013-01-18,2.4194
2013-01-22,5.5118
2013-02-22,0.0
2013-04-01,16.4179
2013-05-30,1.2821
2013-08-22,10.7595
2013-08-26,1.6114000000000002
2013-08-29,11.3486
2013-11-13,-11.6162
2014-01-31,10.3886
2014-03-14,-0.6108
2014-03-25,-3.4479
2014-04-09,3.5603
2014-04-11,-1.5522
2014-04-14,2.9524
2014-04-16,0.0
2014-04-22,0.2158
2014-04-25,0.5128
2014-05-13,2.0306
2014-05-14,-3.9904
2014-06-03,4.1562
2014-06-04,0.0
2014-06-11,0.36
2014-07-21,9.6064
2014-07-30,0.0091
2014-08-08,-4.5455
2014-08-28,4.7619
2014-09-08,-8.6364
2014-09-11,1.4925
2014-09-17,7.8235
2014-10-08,-4.0725999999999996
2014-10-09,0.0
2014-10-15,4.2644
2014-10-16,-0.9091
2014-10-27,0.0
2014-10-29,0.0
2014-11-14,-1.2844
2014-11-24,5.0186
2014-12-01,-0.885
2014-12-02,0.0
2014-12-08,1.1161
2014-12-09,0.6623
2014-12-11,0.8772
2014-12-12,-1.7389999999999999
2015-01-07,0.8849
2015-01-14,-0.8771
2015-01-22,0.8849
2015-02-04,0.0
2015-02-09,4.386
2015-04-07,-5.8823
2015-04-08,0.8928
2015-05-15,6.1947
2015-05-28,0.0
2015-06-02,-1.25
2015-06-17,0.0
2015-06-29,1.2658
2015-07-10,0.0
2015-09-11,-4.1667
2015-11-02,0.0
2015-11-04,0.8695
2015-11-05,3.4484
2015-12-03,0.0
2015-12-31,-2.5
2016-01-15,-5.9829
2016-01-20,0.0
2016-01-29,4.5455
2016-02-01,0.0
2016-03-02,-6.087
2016-03-28,1.8519
2016-05-02,13.6364
2016-05-05,12.0
2016-05-31,-10.7143
2016-06-24,0.0
2016-10-24,12.0
2016-12-20,3.5714
2017-01-03,6.8966
2017-01-20,0.6452
2017-01-23,1.2821
2017-01-24,2.8481
2017-02-08,-1.5385
2017-02-09,0.0
2017-02-15,56.25
2017-03-08,-32.8
2017-10-18,13.0952
2017-11-08,0.5263
2017-11-15,4.712
2017-12-04,5.0
2017-12-06,0.0
2018-01-02,-4.7619
2018-01-25,0.0
2018-02-26,0.0
2018-03-06,0.0
2018-04-27,5.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-22,1.1905000000000001
2018-09-25,6.3529
2018-10-04,-0.2212
2018-10-19,-2.439
2018-11-15,-2.5
2018-12-03,-0.2331
2019-02-14,-0.2336
2019-03-26,1.8735
2019-05-16,5.2874
2019-07-05,-5.8908000000000005
2019-07-30,-0.0046
2019-12-11,11.3689
2020-02-28,-6.25
2020-03-09,0.0
2020-03-17,-2.2667
2020-03-23,-9.0268
2020-03-27,-7.5231
2020-04-03,-4.5946
