ticker,ATDEF US Equity
2006-12-22,2.2222
2006-12-29,-15.2174
2007-01-05,3.8462
2007-01-09,-7.4074
2007-01-11,5.6
2007-01-24,2.2727
2007-01-31,8.1481
2007-02-05,-5.2511
2007-02-14,2.4096
2007-02-15,-8.2353
2007-02-16,6.5865
2007-02-20,-12.1937
2007-02-22,4.3836
2007-02-26,-2.8871
2007-03-02,1.8919000000000001
2007-03-16,0.7958
2007-03-30,-8.4704
2007-04-04,-0.8086
2007-04-17,3.7681
2007-06-07,13.1634
2007-06-15,-3.7334
2007-06-22,5.1282
2007-06-25,0.4573
2007-06-29,6.3429
2007-07-05,11.4155
2007-07-11,-13.767900000000001
2007-07-27,-14.2136
2007-08-03,12.1884
2007-08-10,6.5432
2007-08-14,-18.4531
2007-09-06,3.73
2007-09-14,0.8219
2007-10-03,-2.1739
2007-10-15,-2.7778
2007-10-19,-0.8571
2007-10-22,-3.4582
2007-11-05,19.403
2007-11-15,-16.75
2007-12-12,-1.5015
2007-12-21,-9.9085
2007-12-27,2.5381
2007-12-31,3.9604
2008-01-14,1.3294000000000001
2008-01-17,4.6407
2008-01-23,-8.3271
2008-02-21,7.4505
2008-04-14,-19.6049
2008-05-06,13.8705
2008-05-22,5.4161
2008-06-05,2.8346
2008-06-10,-2.9096
2008-06-12,-0.5323
2008-06-13,1.3677000000000001
2008-06-18,-3.9499
2008-06-27,-10.7899
2008-07-09,9.3565
2008-07-15,-4.8414
2008-07-21,-1.2281
2008-07-24,-2.9085
2008-08-05,-6.3343
2008-08-06,3.3203
2008-08-18,-1.465
2008-08-19,-0.2398
2008-08-25,1.3462
2008-08-27,-18.5958
2008-10-03,9.7319
2008-11-20,-71.9596
2009-01-27,-3.0303
2009-04-07,3.6132999999999997
2009-04-08,0.2828
2009-04-30,3.0075
2009-05-04,1.1861
2009-05-13,0.541
2009-07-08,-2.87
2009-08-04,1.9391
2009-08-24,-13.2246
2009-08-25,-1.4614
2009-08-26,-1.6949
2009-08-27,1.7241
2009-08-28,0.0
2009-09-08,16.3136
2009-09-14,-0.3643
2009-09-22,1.3711
2009-09-23,-5.771
2009-09-30,6.1244
2009-10-05,-0.4509
2009-12-01,-13.0435
2009-12-24,-13.3333
2010-03-04,39.4231
2010-05-07,-14.3103
2010-05-18,-11.4688
2010-06-09,19.0909
2010-06-14,-22.7099
2010-06-16,25.4321
2010-06-17,3.9370000000000003
2010-09-28,1.5152
2010-09-29,0.0
2010-12-23,-1.4925
2011-03-30,10.0
2011-04-06,-14.6006
2011-04-20,25.9677
2011-04-21,1.3444
2011-05-02,-16.9299
2011-05-16,-9.8859
2011-05-19,-3.2911
2011-05-20,-0.2618
2011-07-05,48.3815
2011-07-13,-15.168
2011-07-22,1.6855
2011-08-16,-19.0533
2011-08-17,0.8233
2011-08-22,-6.0092
2011-08-25,-5.2573
2011-09-06,-14.9777
2011-09-08,6.6648
2011-09-09,5.2632
2011-09-12,7.7833
2011-09-14,-14.8309
2011-09-21,0.4561
2011-09-22,-0.3205
2011-09-26,-10.2894
2011-09-29,0.1195
2011-09-30,-0.1193
2011-10-28,-2.3895
2011-12-05,-31.0894
2011-12-09,0.8881
2011-12-12,-1.4085
2012-03-15,-1.7856999999999998
2012-03-16,7.2727
2012-03-19,7.9237
2012-03-26,-5.7715
2012-03-27,48.5
2012-03-28,0.8979
2012-03-30,-3.629
2012-04-30,-19.2036
2012-05-01,16.4821
2012-05-07,-7.1286
2012-05-09,-15.7478
2012-05-10,2.5078
2012-05-15,0.9174
2012-05-25,-1.2121
2012-10-10,-20.9164
2012-10-16,58.6424
2012-10-22,-20.5073
2012-10-31,-6.7474
2012-11-06,-19.5217
2012-11-20,-16.8033
2012-11-28,-2.2782999999999998
2012-11-30,33.4909
2012-12-12,-30.092
2012-12-14,2.4308
2012-12-18,15.4911
2012-12-20,-2.2831
2012-12-21,-0.9346
2012-12-28,2.8891999999999998
2013-01-25,-1.1461000000000001
2013-01-28,0.1739
2013-02-15,0.2894
2013-02-26,-18.0612
2013-03-01,0.0
2013-03-04,7.2183
2013-03-05,13.6617
2013-03-07,-8.9858
2013-03-08,10.2222
2013-03-14,-7.8341
2013-03-28,9.5
2013-04-11,-8.6758
2013-05-08,-4.25
2013-05-21,-10.1828
2013-05-28,13.4448
2013-06-10,0.9609
2013-06-12,-6.5355
2013-08-07,8.2485
2013-08-21,-1.662
2013-08-27,3.2207
2013-08-29,-5.0973
2013-09-04,0.1953
2013-09-11,8.642
2013-09-23,21.0526
2013-09-24,-0.3953
2013-09-25,5.5556
2013-10-04,-10.526299999999999
2013-11-06,15.887599999999999
2013-12-02,-29.2998
2013-12-05,19.1667
2013-12-16,8.0151
2013-12-18,36.255
2013-12-20,-32.4927
2014-02-11,-1.6784
2014-03-07,-1.7621
2014-03-11,-12.5561
2014-03-14,-1.0256
2014-03-17,20.7902
2014-06-16,-25.9517
2014-06-24,6.5894
2014-07-03,1.6303999999999998
2014-07-07,2.6738
2014-07-15,-11.9792
2014-08-05,11.2426
2014-08-08,0.0
2014-08-11,-0.5319
2014-08-12,-11.2299
2014-08-22,13.253
2014-08-25,-1.762
2014-08-28,6.0575
2014-09-08,-0.4467
2014-09-09,-1.0256
2014-09-10,0.0
2014-09-30,3.6269
2014-10-03,-0.5
2014-10-10,-17.0854
2014-10-14,-1.2121
2014-10-15,-3.0675
2014-10-21,2.5316
2014-10-29,-7.4074
2014-11-11,-4.0
2014-11-12,3.8194
2014-11-17,-3.01
2014-11-19,-15.8621
2014-12-18,-17.2131
2014-12-19,-2.9703
2014-12-22,-5.102
2015-01-22,-18.2796
2015-01-23,-13.1579
2015-02-10,-5.0189
2015-04-28,26.0219
2015-06-25,60.7595
2015-08-17,-50.4921
2015-08-19,-36.5805
2015-10-02,-27.2727
2015-10-09,26.2931
2015-10-14,11.9454
2015-10-16,7.3171
2015-10-19,-6.8182
2015-10-20,9.7561
2015-10-21,-11.1111
2015-10-27,5.9375
2015-10-28,6.1947
2015-10-29,-2.6389
2015-11-06,-17.8317
2015-11-16,11.1111
2015-11-17,27.0313
2015-11-18,-32.3493
2015-11-19,48.3636
2015-11-20,-0.2451
2015-11-27,-31.2039
2015-12-15,-25.7143
2015-12-16,-13.9423
2015-12-22,-12.8492
2016-01-14,-2.5641
2016-01-20,15.7895
2016-01-22,3.125
2016-01-26,-11.8457
2016-02-01,0.0
2016-02-05,0.0
2016-02-10,40.0
2016-02-19,-3.5714
2016-02-23,30.3241
2016-03-08,7.9929
2016-03-09,4.2763
2016-03-11,-19.2429
2016-03-16,18.75
2016-03-24,1.3158
2016-04-11,13.7987
2016-04-15,-1.8545
2016-04-22,-2.3256
2016-04-29,-1.9344999999999999
2016-05-02,-2.8832
2016-05-09,10.0
2016-05-18,-9.0909
2016-05-19,0.0
2016-05-24,7.5
2016-05-25,-18.6047
2016-06-09,38.0357
2016-06-17,-17.2057
2016-07-11,2.5
2016-07-18,-29.2683
2016-07-25,0.6466
2016-07-26,23.3405
2016-07-27,0.0
2016-07-28,-13.5417
2016-08-02,44.5783
2016-08-08,-18.6667
2016-08-09,-10.3825
2016-08-11,-0.4954
2016-08-15,-6.2428
2016-08-22,12.4183
2016-08-25,-20.5305
2016-09-01,-15.8665
2016-09-08,10.4348
2016-09-16,-11.811
2016-09-21,-10.9933
2016-09-27,18.1818
2016-10-20,28.4881
2016-10-25,20.2312
2016-10-26,-15.3846
2016-10-27,7.914
2016-11-02,-12.1474
2016-11-09,-17.1233
2016-12-05,10.4855
2016-12-07,-14.633
2016-12-13,17.5794
2016-12-22,-18.0252
2016-12-29,0.0
2016-12-30,0.4545
2017-01-03,1.3575
2017-01-04,9.096
2017-01-12,30.9463
2017-01-13,-1.7578
2017-01-19,20.8748
2017-01-25,-14.7368
2017-01-31,-13.5802
2017-02-15,7.7679
2017-02-22,-0.2486
2017-03-06,12.9568
2017-04-05,-11.4706
2017-04-06,-2.1179
2017-04-11,23.759
2017-04-28,-25.5742
2017-05-04,-2.0728
2017-05-10,14.3932
2017-05-11,-11.4309
2017-05-12,12.1634
2017-05-24,-13.245
2017-06-06,-1.2214
2017-06-27,-36.6306
2017-06-29,34.1463
2017-07-17,-19.0909
2017-07-18,-4.4944
2017-08-08,8.2353
2017-08-09,-14.5652
2017-08-16,0.0
2017-08-23,10.3053
2017-09-13,4.9596
2017-09-18,-17.5824
2017-09-27,13.2
2017-09-29,-2.2379
2017-10-23,-28.6747
2017-10-25,1.3514
2017-11-02,-2.6667
2017-11-06,36.4726
2017-11-07,9.2848
2017-11-08,-8.496
2017-11-09,0.0
2017-11-10,10.0376
2017-11-14,-40.707
2017-11-17,37.3077
2017-11-21,2.2409
2017-11-29,11.9178
2017-12-01,-29.131
2017-12-08,2.5907
2017-12-11,-6.3972999999999995
2017-12-18,43.8849
2017-12-21,-13.75
2017-12-22,5.7971
2018-01-02,1.3699
2018-01-04,3.9189
2018-01-12,-33.9402
2018-01-17,8.4646
2018-01-18,23.5935
2018-02-12,-28.3407
2018-02-13,8.6066
2018-02-14,-5.6604
2018-02-15,8.0
2018-02-20,5.0
2018-02-23,-9.5238
2018-02-27,1.7544
2018-02-28,28.3525
2018-03-02,-12.6866
2018-03-06,9.4017
2018-03-09,-7.0313
2018-03-14,-2.3529
2018-03-19,-13.9415
2018-03-27,22.6
2018-04-03,-23.8173
2018-04-05,11.349
2018-04-06,-7.3077
2018-04-10,15.7676
2018-04-11,-0.3584
2018-04-12,-7.1942
2018-04-18,-0.1938
2018-04-19,-0.9709
2018-04-20,-5.098
2018-04-23,7.438
2018-04-25,-8.0769
2018-04-26,0.0
2018-05-01,6.0669
2018-05-04,-1.3807
2018-06-25,-96.928
2018-07-06,876.5625
2018-09-26,-93.3333
2018-12-18,-90.0
2018-12-26,0.0
2019-01-30,0.0
2019-02-11,0.0
2019-02-19,0.0
2019-05-14,0.0
2019-05-16,0.0
2019-10-17,-99.0
2019-12-26,0.0
2019-12-30,0.0
