ticker,SDNI US Equity
2003-07-14,0.0
2003-07-29,0.0
2003-08-18,0.0
2003-08-20,0.0
2003-10-13,100.0
2003-11-18,-50.0
2003-11-21,0.0
2003-11-28,0.0
2003-12-12,0.0
2003-12-15,0.0
2003-12-22,0.0
2003-12-24,0.0
2003-12-26,0.0
2003-12-29,0.0
2003-12-31,0.0
2004-01-06,0.0
2004-01-16,100.0
2004-01-30,0.0
2004-02-24,0.0
2004-03-11,0.0
2004-03-23,0.0
2004-04-15,0.0
2004-06-10,100.0
2004-06-29,-50.0
2004-07-08,0.0
2004-08-09,0.0
2004-08-16,0.0
2004-09-02,0.0
2004-10-13,0.0
2004-12-10,0.0
2004-12-13,0.0
2004-12-17,0.0
2004-12-22,0.0
2005-01-18,0.0
2005-02-17,0.0
2005-03-03,0.0
2005-04-19,0.0
2005-04-25,0.0
2005-05-17,0.0
2005-05-19,0.0
2005-06-02,0.0
2005-07-05,300.0
2005-07-14,-75.0
2005-08-02,0.0
2005-08-08,0.0
2005-08-09,0.0
2005-08-26,0.0
2005-09-14,-50.0
2005-10-26,0.0
2005-11-08,0.0
2005-11-16,0.0
2005-11-22,0.0
2005-11-30,0.0
2005-12-07,0.0
2006-01-25,0.0
2006-01-30,0.0
2006-03-22,0.0
2006-03-27,0.0
2006-03-29,0.0
2006-04-07,100.0
2006-04-11,200.0
2006-04-12,33.3333
2006-04-19,-25.0
2006-04-21,66.6667
2006-05-10,-40.0
2006-05-16,0.0
2006-05-19,-66.6667
2006-05-24,50.0
2006-06-02,0.0
2006-06-09,100.0
2006-06-12,-33.3333
2006-06-19,0.0
2006-06-20,0.0
2006-06-21,0.0
2006-06-29,50.0
2006-08-17,-33.3333
2006-09-12,0.0
2006-10-20,50.0
2006-10-26,66.6667
2006-10-27,-40.0
2006-10-31,0.0
2006-11-01,0.0
2006-11-07,0.0
2006-11-08,-50.0
2006-11-09,-33.3333
2006-11-13,100.0
2006-11-14,0.0
2006-12-05,-50.0
2006-12-08,0.0
2006-12-27,0.0
2006-12-28,0.0
2006-12-29,0.0
2007-01-03,0.0
2007-01-26,0.0
2007-05-23,0.0
2007-05-30,0.0
2007-08-01,0.0
2007-08-27,600.0
2007-08-28,0.0
2007-08-29,42.8571
2007-08-30,-30.0
2007-08-31,42.8571
2007-09-05,-28.125
2007-09-06,-2.6087
2007-09-07,0.0
2007-09-10,0.0
2007-09-11,0.0
2007-09-14,0.0
2007-09-17,0.0
2007-09-20,0.0
2007-09-21,0.0
2007-10-15,0.0
2007-10-30,-14.2857
2007-11-06,-16.6667
2007-11-07,0.0
2007-11-08,20.0
2007-11-09,-33.3333
2007-11-12,0.0
2007-11-13,25.0
2007-11-14,-20.0
2007-11-29,0.0
2007-11-30,0.0
2007-12-10,25.0
2007-12-11,0.0
2007-12-12,0.0
2007-12-17,0.0
2007-12-18,0.0
2007-12-19,0.0
2007-12-31,-20.0
2008-01-02,-50.0
2008-01-04,100.0
2008-01-08,25.0
2008-01-09,0.0
2008-02-05,0.0
2008-03-18,0.0
2008-03-19,40.0
2008-04-22,-28.5714
2008-04-23,0.0
2008-05-02,-10.0
2008-05-23,0.0
2008-06-11,0.0
2008-06-20,-22.2222
2008-06-26,-14.2857
2008-07-29,0.0
2008-07-31,0.0
2008-09-12,0.0
2008-09-24,33.3333
2008-09-26,-25.0
2008-10-06,33.3333
2008-10-31,-50.0
2008-11-04,0.0
2008-11-26,-50.0
2008-12-24,0.0
2008-12-26,0.0
2009-02-03,0.0
2009-04-20,0.0
2009-05-19,0.0
2009-11-05,0.0
2009-11-20,0.0
2010-03-05,-97.5
2011-03-22,-88.125
2011-03-28,4110.5263
2013-05-24,400.0
2013-06-21,-96.0
2013-12-09,-50.0
2013-12-10,19900.0
2013-12-16,0.0
2015-02-24,-99.0
2016-03-31,50.0
2016-04-01,766.6667
2017-09-19,-76.1538
2017-12-06,0.0
2018-04-03,222.5806
2018-04-23,-69.0
2018-04-26,222.5806
2018-07-05,-69.0
2018-08-29,-90.0
2018-10-02,3125.8065
2019-04-11,-70.0
2019-04-26,0.0
2019-09-23,66.6667
2020-01-06,-40.0
