ticker,VSRV US Equity
2009-07-02,500.0
2009-07-10,-13.3333
2009-08-27,-3.8462
2009-09-03,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-11-12,-36.0
2009-11-17,56.25
2009-12-01,-36.0
2009-12-03,0.0
2009-12-23,0.0
2009-12-29,25.0
2009-12-30,20.0
2010-01-14,4.1667
2010-01-19,12.0
2010-01-21,7.1429
2010-01-22,0.0
2010-01-25,0.0
2010-01-26,3.3333
2010-01-27,-3.2258
2010-01-28,16.6667
2010-01-29,8.5714
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,5.2632
2010-02-04,0.0
2010-02-08,-5.0
2010-02-11,21.0526
2010-02-18,-4.3478
2010-02-19,0.0
2010-02-23,-20.4545
2010-03-19,37.1429
2010-04-09,0.0
2010-04-16,-16.6667
2010-05-06,12.5
2010-05-25,0.0
2010-06-01,-11.1111
2010-06-02,5.0
2010-06-03,-21.4286
2010-06-10,21.2121
2010-06-11,-12.5
2010-06-16,8.5714
2010-06-22,0.0
2010-06-30,-7.8947
2010-07-01,0.0
2010-07-09,-5.7143
2010-07-12,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-23,0.0
2010-07-28,0.0
2010-08-11,-9.0909
2010-08-12,-16.6667
2010-08-13,20.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,10.0
2010-08-24,-9.0909
2010-09-02,9.6667
2010-09-03,0.0
2010-09-14,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-22,-39.2097
2010-09-29,64.5
2010-10-08,-24.0122
2010-10-18,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-11-02,-6.0
2010-11-04,-18.2979
2010-11-05,4.1667
2010-11-10,25.0
2010-11-15,-20.0
2010-11-16,-5.0
2010-11-17,0.0
2010-11-19,0.0
2010-11-22,73.1579
2010-11-24,-42.2492
2010-11-26,5.2632
2010-11-29,50.0
2010-12-06,0.0
2010-12-16,-10.0
2010-12-17,-25.1852
2010-12-21,10.8911
2010-12-28,38.3929
2010-12-29,-15.1613
2010-12-30,1.5209000000000001
2010-12-31,-13.8577
2011-01-03,8.6957
2011-01-04,-8.4
2011-01-05,-8.2969
2011-01-07,0.0
2011-01-11,9.0476
2011-01-13,0.0
2011-01-18,-24.6725
2011-01-20,1.4493
2011-01-24,0.0
2011-01-26,0.0
2011-01-27,-1.4285999999999999
2011-02-02,-1.4493
2011-02-08,17.647100000000002
2011-02-11,-15.0
2011-02-16,17.647100000000002
2011-02-28,-15.0
2011-03-03,-23.5294
2011-03-04,30.7692
2011-03-09,17.647100000000002
2011-03-10,4.4375
2011-03-16,0.0
2011-03-18,0.0
2011-03-22,-4.249
2011-03-23,-14.5
2011-03-25,16.9591
2011-04-04,0.0
2011-04-05,0.0
2011-04-06,-37.5
2011-04-12,44.0
2011-04-13,0.0
2011-04-18,-16.6667
2011-05-20,52.6667
2011-05-31,39.738
2011-06-02,-0.625
2011-06-07,-0.059
2011-06-08,-5.6047
2011-06-17,20.0
2011-06-24,0.0
2011-06-27,0.0
2011-06-29,-13.8889
2011-06-30,22.5806
2011-07-01,5.2632
2011-07-05,0.0
2011-07-06,2.5
2011-07-07,-2.439
2011-07-08,0.0
2011-07-11,17.5
2011-07-12,0.0
2011-07-14,0.0
2011-07-25,6.383
2011-07-26,0.0
2011-07-29,0.0
2011-08-01,-10.0
2011-08-02,-57.7778
2011-08-03,84.2105
2011-08-04,8.5714
2011-08-05,-21.0526
2011-08-12,0.0
2011-08-16,-6.6667
2011-08-17,7.1429
2011-08-18,0.0
2011-08-22,-33.3333
2011-08-23,30.0
2011-08-24,15.3846
2011-08-25,25.0
2011-08-30,-6.6667
2011-08-31,0.0
2011-09-01,14.2857
2011-09-02,12.5
2011-09-06,-11.1111
2011-09-07,-12.5
2011-09-08,2.8571
2011-09-13,10.5556
2011-09-14,-49.4975
2011-09-15,24.3781
2011-09-16,40.0
2011-09-19,0.0
2011-09-20,0.0
2011-09-21,0.0
2011-09-22,-22.8571
2011-09-23,29.6296
2011-09-27,-17.1429
2011-09-30,3.4483
2011-10-04,3.3333
2011-10-11,-9.6774
2011-10-17,-7.1429
2011-10-18,0.0
2011-10-20,0.0
2011-10-28,-19.2308
2011-10-31,47.619
2011-11-10,-22.5806
2011-11-14,-20.8333
2011-11-15,1.0526
2011-11-16,0.0
2011-11-30,51.0417
2011-12-05,-13.7931
2011-12-06,12.0
2011-12-07,7.1429
2011-12-15,-10.0
2011-12-16,3.7037
2011-12-19,-17.8571
2011-12-23,4.3478
2011-12-29,-16.6667
2011-12-30,20.0
2012-01-04,4.1667
2012-01-10,20.0
2012-01-11,6.6667
2012-01-12,0.0
2012-01-25,17.1875
2012-01-27,1.3333
2012-01-30,0.0
2012-01-31,31.5789
2012-02-01,-22.0
2012-02-09,2.5641
2012-02-23,-2.5
2012-02-28,-5.1282
2012-02-29,5.4054
2012-03-29,-30.7692
2012-03-30,37.037
2012-04-02,-43.2432
2012-04-20,24.2857
2012-04-24,-18.3908
2012-05-18,0.0
2012-05-21,-1.4085
2012-05-25,0.0
2012-05-29,-4.7619
2012-06-01,-19.0
2012-06-05,-1.2346
2012-06-20,56.25
2012-06-29,0.0
2012-07-13,0.0
2012-09-07,-40.0
2012-09-10,-13.3333
2012-09-13,15.3846
2012-09-25,160.0
2012-11-01,-61.5385
2012-11-02,-20.0
2012-11-23,0.0
2012-12-10,-29.1667
2012-12-18,29.4118
2012-12-20,0.0
2012-12-21,0.0
2012-12-26,-31.8182
2012-12-27,6.6667
2012-12-28,0.0
2013-01-08,-18.75
2013-01-11,-15.3846
2013-01-18,45.4545
2013-01-22,12.5
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,5.5556
2013-01-28,0.0
2013-01-30,-15.7895
2013-01-31,18.75
2013-02-05,-26.3158
2013-02-20,-10.0
2013-02-22,-1.5873
2013-02-25,0.0
2013-03-15,-3.2258
2013-03-19,-16.6667
2013-03-20,2.0
2013-03-21,17.647100000000002
2013-03-22,0.0
2013-03-27,-15.0
2013-03-28,37.2549
2013-04-16,-27.1429
2013-04-17,17.647100000000002
2013-04-22,150.0
2013-06-03,-36.6667
2013-06-24,-26.3158
2013-06-25,-14.2857
2013-07-08,-13.3333
2013-07-09,-3.8462
2013-07-11,10.0
2013-07-17,45.4545
2013-07-25,22.5
2013-07-30,53.0612
2013-08-01,0.0
2013-08-06,0.0
2013-08-09,-32.5833
2013-08-12,48.3313
2013-10-08,-66.6667
2013-10-09,0.0
2013-10-16,0.0
2013-10-23,10.0
2013-10-24,0.0
2013-10-30,-9.0909
2013-10-31,10.0
2013-11-11,9.0909
2013-12-02,-25.0
2013-12-03,-6.6667
2013-12-17,4.7619
2013-12-19,-9.0909
2013-12-20,0.0
2013-12-23,0.0
2013-12-24,-12.8125
2013-12-26,14.6953
2013-12-30,10.0
2013-12-31,13.6364
2014-01-07,-10.0
2014-01-15,22.2222
2014-01-16,-7.2727
2014-01-21,-6.8627
2014-01-24,-3.1579
2014-01-28,4.3478
2014-02-13,-37.5
2014-02-14,-13.3333
2014-02-18,-11.538499999999999
2014-02-19,23.913
2014-02-21,1.7544
2014-02-26,204.7414
2014-02-27,-17.3975
2014-03-12,15.0685
2014-03-20,-57.5893
2014-03-25,122.1053
2014-03-27,6.1611
2014-05-21,-69.494
2014-05-22,267.3171
2014-07-03,-15.0066
2014-07-07,-67.9688
2014-07-08,17.0732
2014-07-18,0.0
2014-07-30,-22.2917
2014-08-12,28.6863
2014-08-27,-22.2917
2014-08-28,0.0
2014-09-05,0.0
2014-09-30,15.8177
2014-10-01,0.0
2014-10-02,11.1111
2014-10-21,33.3333
2014-10-23,0.0
2014-10-31,0.0
2014-11-05,12.5
2014-11-13,-11.1111
2014-11-18,82.8125
2014-11-25,-38.4615
2014-11-26,-11.1111
2014-12-04,160.0
2014-12-30,-71.1538
2014-12-31,166.6667
2015-01-05,-62.5
2015-01-28,0.625
2015-01-29,-0.6211
2015-01-30,96.25
2015-02-12,-48.7261
2015-02-13,0.0
2015-02-19,-0.6211
2015-02-23,0.0
2015-02-24,0.0
2015-02-27,96.6667
2015-04-27,-49.1525
2015-08-03,3.3333
2015-08-10,0.0
2015-08-18,-3.2258
2015-10-19,0.0
2015-11-05,0.0
2015-11-16,0.0
2015-12-21,0.0
2015-12-28,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-03-31,-30.0
2016-04-08,-61.3095
2016-04-11,72.3077
2016-04-15,-35.7143
2016-05-03,-27.7778
2016-05-09,9.6154
2016-08-09,-8.7719
2016-10-24,0.0
2017-02-10,0.0
2017-04-17,53.8462
2017-07-19,-24.0
2017-09-27,-17.1053
2017-10-27,0.0
2017-12-28,-12.6984
2018-01-26,45.4545
2018-02-06,11.25
2018-02-27,-42.6966
2018-02-28,0.0
2018-07-02,0.0
2018-10-12,-1.9607999999999999
2018-11-19,0.0
2018-12-12,-40.0
2018-12-27,-16.6667
2018-12-31,0.0
2019-05-09,-20.0
2019-07-02,-11.0
2019-07-25,51.6854
2019-10-04,-40.7407
2019-11-06,493.75
2019-11-07,0.0
2019-11-08,-31.5789
2019-11-12,-53.8462
2019-11-13,15.0
2019-12-17,-10.1449
2019-12-27,-41.9355
2020-02-12,-44.4444
2020-03-13,90.0
2020-04-08,57.8947
2020-04-28,-40.0
2020-05-21,0.0
2020-06-02,-38.8889
2020-06-19,172.7273
2020-06-24,20.0
2020-06-26,-27.7778
2020-07-07,46.1538
2020-07-13,-63.1579
2020-07-20,171.4286
