ticker,JAZTF US Equity
2005-03-30,-9.5238
2005-03-31,-5.2632
2005-04-01,4.4444
2005-04-04,2.1277
2005-04-05,1.5625
2005-04-06,-5.1282
2005-04-07,4.3243
2005-04-08,-3.6269
2005-04-11,-0.5376
2005-04-13,-3.7838000000000003
2005-04-14,-15.7303
2005-04-15,-6.6667
2005-04-18,2.1429
2005-04-19,12.5874
2005-04-20,8.6957
2005-04-21,-10.2857
2005-04-25,5.7325
2005-04-26,-4.8193
2005-04-27,1.2658
2005-04-28,-3.75
2005-04-29,-6.4935
2005-05-02,2.0833
2005-05-03,2.7211
2005-05-04,0.0
2005-05-05,-0.6623
2005-05-06,0.0
2005-05-09,6.8542
2005-05-13,-3.295
2005-05-17,-14.8387
2005-05-18,21.2121
2005-05-19,-6.25
2005-05-25,0.0333
2005-05-26,-1.3662
2005-06-09,-2.027
2005-06-10,6.8966
2005-06-13,-1.9355
2005-06-15,-1.3158
2005-06-20,-4.6667
2005-06-21,4.8951
2005-06-22,-6.6667
2005-06-23,14.2857
2005-06-24,-12.5
2005-06-28,3.5714
2005-06-29,-4.8276
2005-07-05,-2.1739
2005-07-11,-7.4074
2005-07-12,4.8
2005-07-14,-0.7634
2005-07-19,-7.6923
2005-07-20,4.1667
2005-07-22,12.0
2005-07-25,-7.1429
2005-08-01,7.6923
2005-08-04,3.5714
2005-08-10,-9.6552
2005-08-15,-6.8702
2005-08-16,7.377
2005-08-23,-16.0305
2005-08-26,5.2102
2005-08-29,3.6885
2005-09-07,-8.3333
2005-09-08,1.8182
2005-09-09,0.0
2005-09-15,-3.5714
2005-09-16,0.9259
2005-09-21,10.0917
2005-09-23,-4.1667
2005-09-29,-0.8696
2005-09-30,0.0
2005-10-03,12.2807
2005-10-04,-1.5625
2005-10-07,-0.7937
2005-10-10,-7.2
2005-10-14,-3.4483
2005-10-19,3.5714
2005-10-25,-5.1724
2005-10-31,0.0
2005-11-01,0.0
2005-11-02,0.0
2005-11-09,-1.8182
2005-11-10,6.4815
2005-11-15,0.0
2005-11-23,-23.4783
2005-11-25,-2.2727
2005-11-28,3.4884
2005-11-29,1.1236
2005-12-05,-5.5556
2005-12-09,-1.1764999999999999
2005-12-16,11.9048
2005-12-20,-4.2553
2005-12-22,0.0
2005-12-23,11.1111
2005-12-27,-15.0
2006-01-03,5.8824
2006-01-06,5.5556
2006-01-13,1.0526
2006-01-19,9.375
2006-01-20,-9.5238
2006-01-30,2.1053
2006-01-31,-3.0928
2006-02-01,1.0638
2006-02-10,-7.3684
2006-02-21,1.1364
2006-02-23,1.1236
2006-02-24,-2.2222
2006-02-27,11.3636
2006-02-28,-13.2653
2006-03-02,1.1764999999999999
2006-03-09,-12.7907
2006-03-15,0.0
2006-03-20,8.0
2006-03-23,12.3457
2006-03-24,-1.0989
2006-03-30,16.6667
2006-03-31,-7.619
2006-04-10,-1.0309
2006-04-19,-16.6667
2006-05-03,-2.5
2006-05-08,0.0
2006-05-10,12.8205
2006-05-19,-9.0909
2006-06-05,-10.0
2006-06-08,11.1111
2006-06-19,-12.5
2006-06-23,4.7935
2006-06-29,1.4493
2006-07-06,-7.1429
2006-07-10,7.6923
2006-07-12,7.1429
2006-07-13,0.0
2006-07-14,-13.3333
2006-07-17,15.3846
2006-07-26,-30.6667
2006-07-28,0.0
2006-08-07,19.2308
2006-09-05,-14.5161
2006-09-07,-5.6604
2006-09-12,4.0
2006-09-13,3.8462
2006-10-11,-1.8519
2006-10-18,5.6604
2006-10-23,-7.1429
2006-10-26,5.7692
2006-10-30,3.6364
2006-10-31,0.0
2006-11-03,-5.2632
2006-11-06,-3.7037
2006-11-10,5.7692
2006-11-16,-9.0909
2006-11-21,-4.0
2006-11-22,8.3333
2006-12-04,1.9231
2006-12-11,-3.7736
2006-12-12,-3.9215999999999998
2006-12-14,22.449
2006-12-19,10.0
2006-12-20,21.2121
2006-12-21,15.0
2006-12-26,-13.0435
2006-12-27,6.25
2006-12-29,-8.2353
2007-01-04,15.3846
2007-01-08,-18.8889
2007-01-11,-2.7397
2007-01-18,0.0
2007-01-31,15.493
2007-02-01,3.6585
2007-02-06,-1.1764999999999999
2007-02-26,15.4762
2007-02-28,-2.0619
2007-03-09,-12.6316
2007-03-27,-7.2289
2007-04-13,7.7922
2007-04-27,-8.4337
2007-05-03,2.6316
2007-05-09,0.0
2007-05-15,1.2821
2007-05-21,-11.3924
2007-05-24,4.2857
2007-07-05,-31.5068
2007-07-10,28.8625
2007-08-08,-9.9816
2007-08-17,-6.8966
2007-09-07,20.3704
2007-09-11,-16.9231
2007-09-12,-7.4074
2007-09-17,0.0
2007-10-10,10.0
2007-10-17,0.0
2007-10-18,1.8182
2007-10-19,0.0
2007-11-02,28.5714
2007-11-05,-20.8333
2007-11-20,-12.2807
2007-11-21,0.0
2007-12-06,-4.0
2007-12-20,12.5
2007-12-31,-25.9259
2008-01-07,0.0
2008-04-10,20.0
2008-04-11,-2.0833
2008-04-14,2.1277
2008-04-17,2.0833
2008-05-14,2.0408
2008-05-19,-40.0
2008-05-29,23.3333
2008-07-07,2.7027
2008-08-06,-42.1053
2008-08-07,36.3636
2008-09-08,-36.6667
2008-09-19,21.0526
2008-10-10,-13.0435
2008-10-16,-12.5
2008-11-20,-14.2857
2008-11-24,13.3333
2008-12-17,34.5956
2008-12-18,-34.4441
2008-12-23,13.3333
2009-03-24,64.7059
2009-04-03,14.2857
2009-04-30,28.125
2009-05-04,-9.2226
2009-05-05,-19.3955
2009-05-08,33.3333
2009-05-13,-7.5
2009-06-04,6.9257
2009-07-09,6.1122
2009-09-04,-11.7647
2009-10-27,33.3333
2009-10-28,-7.5
2009-11-04,18.9189
2009-11-11,-29.5455
2009-12-04,12.9032
2009-12-08,22.8571
2009-12-10,0.0
2009-12-15,-15.1163
2010-01-12,15.0685
2010-02-03,-13.8095
2010-02-24,-0.5525
2010-03-15,8.3333
2010-03-23,0.0
2010-04-06,6.4103
2010-05-19,-23.3735
2010-06-16,4.717
2010-07-21,4.5045
2010-09-10,10.3448
2010-10-14,12.7604
2010-10-19,-1.3857
2010-11-04,5.6206
2010-11-29,0.8869
2010-12-03,-3.2967
2010-12-07,1.1364
2010-12-29,1.1236
2011-02-08,20.0
2011-02-14,-2.7778
2011-03-01,4.7619
2011-03-29,-3.6364
2011-04-25,1.8868
2011-04-28,12.963
2011-05-02,1.6393
2011-05-03,1.5968
2011-06-03,4.7785
2011-06-30,-2.7775
2011-07-05,-1.837
2011-07-15,-3.9501
2011-07-29,2.9039
2011-08-05,-10.663499999999999
2011-08-12,-4.7073
2011-08-18,-8.4906
2011-08-22,-1.0309
2011-10-20,14.5833
2011-11-10,-2.7273
2011-11-11,7.4766
2011-12-21,-15.6522
2012-01-11,-3.0928
2012-01-17,6.383
2012-02-27,18.8
2012-03-26,6.0606
2012-04-18,8.119
2012-06-05,-20.7223
2012-06-12,3.7037
2012-08-17,-3.5714
2012-08-23,0.9259
2012-09-14,10.6422
2012-10-18,11.1111
2012-11-06,-5.9701
2012-11-09,-4.4444
2012-12-05,15.9468
2012-12-06,-0.8596
2012-12-11,0.4335
2012-12-12,0.7194
2012-12-19,3.1429
2013-01-15,-4.4321
2013-01-31,0.4348
2013-03-28,10.3896
2013-05-14,-4.5752
2013-06-13,3.2877
2013-07-29,19.3634
2013-08-20,2.7778
2013-08-26,-0.5405
2013-09-03,4.3478
2013-09-05,1.4583
2013-09-09,1.6427
2013-09-11,1.0404
2013-09-12,2.4693
2013-09-13,4.0976
2013-09-16,-1.2184
2013-09-23,2.9412000000000003
2013-09-24,-0.3041
2013-09-25,1.385
2013-09-27,-0.1533
2013-10-09,0.9132
2013-11-04,-2.7149
2013-11-06,3.3487999999999998
2013-11-15,-7.7408
2013-11-22,0.0
2013-12-05,-0.4878
2013-12-09,1.1764999999999999
2013-12-10,0.7752
2013-12-12,1.1538
2013-12-13,-2.0913
2013-12-16,4.8544
2013-12-18,-0.9259
2014-01-02,2.8037
2014-01-06,-1.8182
2014-01-07,1.8519
2014-01-15,7.1818
2014-01-17,0.3637
2014-01-22,-0.2778
2014-01-28,2.5423999999999998
2014-02-11,6.9421
2014-03-10,8.1917
2014-03-20,7.0321
2014-03-21,-1.2313
2014-03-24,-1.0338
2014-03-26,1.7909000000000002
2014-03-27,1.9497
2014-03-28,0.3289
2014-04-01,-0.1791
2014-04-02,-2.1855
2014-04-03,0.9469
2014-04-07,0.4591
2014-04-09,-0.3974
2014-04-11,-0.7979
2014-04-15,-4.2895
2014-04-16,2.9412000000000003
2014-04-17,0.2721
2014-04-21,-2.3066
2014-04-23,2.0139
2014-04-24,-0.2723
2014-04-25,-3.959
2014-04-28,2.2033
2014-05-06,9.6662
2014-05-07,-0.8244
2014-05-08,0.3836
2014-05-09,-1.465
2014-05-12,-0.7757
2014-05-13,-0.2606
2014-05-29,-4.2456
2014-05-30,0.0682
2014-06-19,0.0
2014-06-20,-0.3408
2014-07-25,-4.0356
2014-07-30,-0.4277
2014-08-14,-10.5941
2014-08-15,2.0016
2014-09-05,4.8666
2014-09-15,49.7006
2014-09-16,-18.25
2014-09-17,1.5291000000000001
2014-09-30,-3.012
2014-10-15,-1.2422
2014-10-29,3.3962
2014-11-18,-2.6764
2014-11-26,0.0
2014-12-01,-0.3125
2014-12-02,-2.6332
2014-12-04,0.4507
2015-02-25,-10.2564
2015-03-04,-0.7143
2015-03-10,-5.036
2015-04-06,5.303
2015-04-08,-1.4069
2015-04-29,8.9428
2015-04-30,-3.6839
2015-05-06,2.3644
2015-05-20,-2.3786
2015-05-27,-2.2956
2015-05-29,1.4957
2015-06-01,-1.7544
2015-06-03,2.4286
2015-06-04,1.5342
2015-06-08,-1.3049
2015-06-10,3.2011
2015-06-16,-2.7647
2015-06-17,1.0597
2015-06-18,1.5427
2015-06-22,-1.3355000000000001
2015-06-24,-1.0783
2015-06-30,-0.0679
2015-08-20,-24.685200000000002
