ticker,AKOM US Equity
2018-07-13,-0.1689
2018-07-16,-19.6277
2018-07-17,-5.2632
2018-07-18,-4.4444
2018-07-19,-6.9767
2018-07-20,1.25
2018-07-23,5.4321
2018-07-24,-6.5574
2018-07-25,0.2506
2018-07-26,-5.0
2018-07-27,5.0
2018-07-30,-7.2682
2018-07-31,-2.7027
2018-08-01,0.8333
2018-08-02,1.9284
2018-08-03,0.0
2018-08-06,-5.4054
2018-08-07,-0.2857
2018-08-08,-11.1748
2018-08-09,-8.0645
2018-08-10,22.807
2018-08-13,-11.4286
2018-08-14,61.2903
2018-08-15,6.0
2018-08-16,13.2075
2018-08-17,1.6667
2018-08-20,-13.1148
2018-08-21,13.2075
2018-08-22,0.0
2018-08-23,-7.5
2018-08-24,-9.009
2018-08-27,-2.9703
2018-08-28,-16.8367
2018-08-29,0.6135
2018-08-30,-8.5366
2018-08-31,29.0667
2018-09-04,-14.2562
2018-09-05,-6.6506
2018-09-06,1.0583
2018-09-07,-5.4917
2018-09-10,2.7027
2018-09-11,-10.526299999999999
2018-09-12,11.7647
2018-09-13,0.7895
2018-09-14,32.8982
2018-09-17,0.0
2018-09-18,2.1611
2018-09-19,-20.9615
2018-09-20,26.0341
2018-09-21,-20.9459
2018-09-24,-2.3199
2018-09-25,1.0
2018-09-26,-6.6832
2018-09-27,3.183
2018-09-28,-8.7404
2018-10-01,-4.507
2018-10-02,0.0
2018-10-03,12.3894
2018-10-04,-26.5092
2018-10-05,17.8571
2018-10-08,-9.0909
2018-10-09,1.6667
2018-10-10,-14.7541
2018-10-11,82.6923
2018-10-12,-36.8421
2018-10-15,35.0
2018-10-16,-0.2469
2018-10-17,-21.0396
2018-10-18,0.0
2018-10-19,-0.627
2018-10-22,-9.1483
2018-10-23,-7.6389
2018-10-24,33.4586
2018-10-26,12.1127
2018-10-29,-2.2613
2018-10-30,2.5707
2018-10-31,12.782
2018-11-01,0.0
2018-11-05,-10.6667
2018-11-06,11.6915
2018-11-07,-10.0223
2018-11-08,3.9604
2018-11-09,-8.2143
2018-11-12,-2.2049
2018-11-13,-5.8355
2018-11-14,-15.493
2018-11-15,33.3333
2018-11-16,-0.25
2018-11-19,0.2506
2018-11-20,-24.25
2018-11-21,31.6832
2018-11-26,-12.2807
2018-11-27,-13.7143
2018-11-28,-9.2715
2018-11-29,-9.1241
2018-11-30,2.4096
2018-12-03,-16.6667
2018-12-04,12.9412
2018-12-06,-16.6667
2018-12-07,40.0
2018-12-10,-25.3571
2018-12-11,33.9713
2018-12-12,6.7857
2018-12-13,0.3344
2018-12-14,-23.3333
2018-12-18,21.3043
2019-01-07,-13.9785
2019-01-10,-12.5
2019-01-14,9.5238
2019-01-17,73.913
2019-01-28,-40.05
2019-02-04,-8.2569
2019-02-08,-81.8182
2019-02-11,450.0
2019-03-11,-77.2727
2019-03-12,40.0
2019-03-14,100.0
2019-03-15,-28.5714
2019-03-18,99.8
2019-03-26,-0.4004
2019-05-24,-62.6131
2019-06-13,5.914
2019-06-25,0.5076
2019-07-22,83.0808
2019-07-23,8.6897
2019-07-24,19.4162
2019-07-25,35.3879
2019-07-26,17.7394
2019-07-29,0.0
2019-07-30,33.3333
2019-07-31,40.0
2019-08-01,7.1429
2019-08-02,-40.0
2019-08-05,-2.7778
2019-08-06,31.4286
2019-08-07,-4.3478
2019-08-09,4.5455
2019-08-15,-13.0435
2019-08-19,0.0
2019-08-29,0.0
2019-09-05,0.0
2019-09-09,-5.0
2019-09-16,-21.0526
2019-10-01,-26.4
2019-10-02,-0.3623
2019-10-07,0.0
2019-10-14,0.0
2019-10-15,-9.0909
2019-10-16,20.0
2019-10-17,10.4167
2019-10-18,2.8302
2019-10-21,10.0917
2019-10-22,0.0
2019-10-23,13.3333
2019-10-24,-11.7647
2019-11-14,-26.6667
2019-11-18,-4.5455
2019-12-06,14.1905
2019-12-09,-16.5972
2019-12-23,5.0
2019-12-26,-14.2857
2020-01-08,22.2222
2020-01-09,0.0
2020-01-13,9.0909
2020-01-14,50.0
2020-01-15,-5.5556
2020-01-16,17.647100000000002
2020-01-17,10.0
2020-01-27,-22.2727
2020-02-04,-9.3567
2020-02-06,0.0
2020-02-07,-3.2258
2020-02-10,-6.6667
2020-02-18,1.4285999999999999
2020-02-24,5.6338
2020-02-26,-33.3333
2020-02-28,8.0
2020-03-03,20.3704
2020-03-04,17.3077
2020-03-09,0.0
2020-03-11,-40.9836
2020-03-26,-22.2222
2020-04-01,-14.2857
2020-04-03,0.0
2020-04-06,0.0
2020-04-08,9.0
2020-04-09,3.9755000000000003
2020-04-13,-11.7632
2020-04-21,33.3311
2020-04-22,25.0
2020-04-23,39.0
2020-04-24,22.3022
2020-04-27,-14.4118
2020-05-05,-7.2165
2020-05-12,11.1111
2020-05-13,-10.0
2020-05-14,18.5185
2020-05-15,25.0
2020-05-18,0.0
2020-06-09,-25.0
2020-06-18,-31.6667
2020-06-26,21.9512
2020-06-29,12.08
