ticker,PURT US Equity
2011-06-20,-11.25
2011-08-09,-41.5493
2011-09-14,-22.8916
2011-09-15,300.0
2011-09-16,49.2188
2011-09-19,-37.1728
2011-09-20,33.3333
2011-09-21,-10.625
2011-09-22,23.0769
2011-09-26,0.0
2011-09-29,-9.0909
2011-10-11,-15.0
2011-10-13,0.0
2011-10-17,0.0
2011-10-18,0.0
2011-10-20,-41.1765
2011-10-21,5.0
2011-10-26,-23.8095
2011-10-27,37.5
2011-10-28,-18.1818
2011-11-01,11.1111
2011-11-03,80.0
2011-11-04,-16.6667
2011-11-08,0.0
2011-11-10,-13.3333
2011-11-11,37.5
2011-11-14,-44.0559
2011-11-15,0.0
2011-11-16,-10.0
2011-11-18,66.6667
2011-11-22,-20.0
2011-11-23,0.0
2011-12-02,-23.4375
2011-12-16,8.8435
2011-12-21,-10.0
2012-01-04,0.0
2012-01-11,0.0
2012-01-12,11.1111
2012-01-13,-10.0
2012-02-09,-11.1111
2012-02-14,0.0
2012-03-19,0.0
2012-03-27,0.0
2012-06-25,0.0
2012-07-09,0.0
2012-07-16,0.0
2012-07-17,0.0
2012-07-23,0.0
2012-07-25,-12.5
2012-07-27,-28.5714
2012-07-31,0.0
2012-08-10,-20.0
2012-08-17,-25.0
2012-09-14,0.0
2013-01-23,0.0
2013-03-27,-50.0
2013-04-02,-41.6667
2013-04-09,14.2857
2013-04-15,0.0
2013-04-16,162.5
2013-04-24,0.0
2013-04-25,21.4286
2013-04-26,19.6078
2013-04-29,-8.1967
2013-05-01,-17.8571
2013-05-02,-43.4783
2013-05-07,23.0769
2013-05-13,-6.25
2013-06-26,-13.3333
2013-07-02,-19.2308
2013-07-05,23.8095
2013-07-16,-15.3846
2013-07-17,72.7273
2013-07-25,-42.1053
2013-08-06,0.0
2013-08-14,145.4545
2013-08-15,62.963
2013-08-16,-45.4545
2013-08-20,-27.0833
2013-08-21,168.5714
2013-08-23,44.6809
2013-08-26,0.0
2013-08-27,0.0
2013-08-28,-47.0588
2013-08-29,88.8889
2013-08-30,5.8824
2013-09-03,66.6667
2013-09-04,0.0
2013-09-06,-20.0
2013-09-09,-33.3333
2013-09-11,200.0
2013-09-12,-41.6667
2013-09-13,-14.2857
2013-09-16,-4.1667
2013-09-17,-2.7174
2013-09-18,16.2011
2013-09-19,0.0
2013-09-20,7.6923
2013-09-23,7.1429
2013-09-24,-24.5833
2013-09-25,6.0773
2013-09-26,25.0
2013-09-27,6.6667
2013-09-30,6.25
2013-10-01,0.7353
2013-10-02,16.7883
2013-10-03,42.5
2013-10-04,40.3509
2013-10-07,-25.0
2013-10-08,-32.9167
2013-10-09,-0.6211
2013-10-10,0.0
2013-10-11,35.0
2013-10-14,0.0
2013-10-17,-11.1111
2013-10-22,-0.7813
2013-10-23,-28.6089
2013-10-24,0.7353
2013-10-30,16.7883
2013-10-31,23.4375
2013-11-12,-18.9873
2013-11-13,0.0
2013-11-14,0.0
2013-11-19,17.5
2013-11-25,-14.8936
2013-12-03,-50.0
2013-12-04,-10.0
2013-12-05,11.1111
2013-12-06,0.0
2013-12-09,20.0
2013-12-16,0.0
2013-12-17,0.0
2013-12-18,-62.5
2013-12-26,122.2222
2013-12-27,6.875
2013-12-30,12.2807
2013-12-31,-1.5625
2014-01-02,1.5873
2014-01-07,25.0
2014-01-15,-20.0
2014-01-23,25.0
2014-01-29,0.0
2014-01-31,0.0
2014-02-04,33.3333
2014-02-07,100.0
2014-02-10,-5.0
2014-02-24,-23.6842
2014-02-27,-51.7241
2014-02-28,42.8571
2014-03-04,0.0
2014-03-05,0.0
2014-03-10,0.0
2014-03-11,35.0
2014-03-13,-25.9259
2014-03-14,40.0
2014-03-17,-28.5714
2014-03-19,0.0
2014-03-20,100.0
2014-03-21,-26.25
2014-03-24,32.2034
2014-03-25,-10.2564
2014-03-26,80.0
2014-03-27,58.730199999999996
2014-03-28,40.0
2014-03-31,7.1429
2014-04-01,6.6667
2014-04-02,0.0
2014-04-03,-12.5
2014-04-04,-21.4286
2014-04-07,-9.0909
2014-04-08,-50.0
2014-04-09,24.0
2014-04-11,20.9677
2014-04-14,20.0
2014-04-15,-15.5556
2014-04-16,22.3684
2014-04-21,-26.7473
2014-04-22,27.2477
2014-04-30,-17.7361
2014-05-01,-4.645
2014-05-14,17.647100000000002
2014-05-15,-15.0
2014-05-19,0.0
2014-05-22,0.0
2014-05-23,-5.8824
2014-05-27,0.0
2014-05-30,0.0
2014-06-11,-4.6875
2014-06-12,31.1475
2014-06-13,0.0
2014-06-16,0.0
2014-06-24,0.0
2014-07-01,0.0
2014-07-11,-2.5
2014-08-11,-42.1474
2014-08-22,-27.7008
2014-08-29,0.0
2014-09-02,-8.046
2014-09-05,-33.3333
2014-09-12,100.0
2014-09-15,0.0
2014-09-17,-25.0
2014-09-18,0.0
2014-11-14,100.0
2014-11-17,0.0
2014-11-20,-66.6667
2014-12-16,10.0
2014-12-22,9.943200000000001
2015-01-07,148.062
2015-01-08,0.0
2015-01-15,0.0
2015-01-20,-55.625
2015-01-22,7.5117
2015-01-23,-1.0917
2015-02-03,5.9603
2015-02-04,0.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-09,0.0
2015-02-10,-11.25
2015-02-12,12.6761
2015-02-17,0.0
2015-02-18,3.3333
2015-02-19,60.2823
2015-02-24,-39.6226
2015-03-05,0.0
2015-03-06,0.0
2015-03-11,0.0
2015-03-24,-33.3333
2015-03-31,25.0
2015-04-02,-20.0
2015-04-14,0.0
2015-04-17,45.0
2015-04-20,-3.4483
2015-04-21,7.1429
2015-04-22,0.0
2015-04-24,-30.0
2015-05-08,0.8929
2015-05-26,-5.6047
2015-06-04,0.0
2015-06-09,0.0
2015-06-16,-30.0
2015-06-17,21.4286
2015-06-22,17.647100000000002
2015-06-25,32.5
2015-06-30,-24.5283
2015-07-06,0.0
2015-07-13,0.0
2015-07-14,0.0
2015-08-19,5.0
2015-09-23,-14.2857
2015-10-06,0.0
2015-10-08,-16.6667
2015-10-15,13.3333
2015-10-21,-5.8824
2015-11-16,-6.25
2015-11-18,-33.3333
2015-11-23,0.0
2015-12-14,-18.125
2015-12-17,0.0
2015-12-18,0.0
2015-12-22,0.0
2016-02-04,-6.1068999999999996
2016-02-11,-4.878
2016-02-12,-11.1111
2016-02-16,0.0
2016-05-05,-7.6923
2016-05-06,16.6667
2016-08-22,-14.2857
2016-09-09,36.4583
2016-09-22,2.2901
2016-10-12,-28.3582
2016-10-21,0.0
2016-10-24,39.5833
2016-12-28,0.0
2016-12-29,0.0
2017-05-08,19.403
2017-06-12,-30.0
2017-06-14,-50.7143
2017-06-20,44.9275
2017-07-18,-40.0
2017-07-19,66.6667
2017-07-28,0.0
2017-09-25,0.0
2017-10-27,0.0
2017-12-20,-2.0
2018-01-11,2.0408
2018-02-12,20.0
2018-02-15,-18.3333
2018-02-16,-34.6939
2018-03-13,0.0
2018-03-23,53.125
2018-05-18,0.0
2018-06-08,-38.7755
2018-06-22,0.0
2018-07-02,0.0
2018-07-06,0.0
2018-08-10,-16.6667
2018-11-05,20.0
2019-04-03,0.0
2019-04-23,-16.6667
2019-04-25,0.0
2019-04-30,-15.2
2019-06-28,-0.9434
2019-09-27,14.2857
2020-01-07,733.3333
2020-01-08,-37.5
2020-01-09,-36.0
2020-01-10,-43.75
2020-01-13,0.0
2020-01-14,-11.1111
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,0.0
2020-01-31,-7.5
2020-02-04,0.0
2020-02-18,8.1081
2020-02-20,0.0
2020-02-21,-7.5
2020-02-28,-5.4054
2020-03-27,0.0
2020-04-01,0.0
2020-04-06,0.0
2020-04-27,0.0
2020-05-01,0.0
2020-05-05,0.0
2020-05-18,14.2857
2020-05-29,25.0
2020-06-03,20.0
2020-06-16,33.3333
2020-06-24,0.0
2020-06-30,-37.5
2020-07-13,10.0
2020-07-31,-9.0909
