ticker,KKUR US Equity
2005-08-09,-7.3171
2005-08-10,-7.8947
2005-08-11,2.8571
2005-08-12,0.0
2005-08-15,8.3333
2005-08-16,-8.9744
2005-08-17,-15.493
2005-08-18,16.6667
2005-08-19,-14.2857
2005-08-22,15.0
2005-08-23,-13.0435
2005-08-24,-33.3333
2005-08-25,-5.0
2005-08-26,2.1053
2005-08-29,13.4021
2005-08-30,-28.1818
2005-08-31,10.7595
2005-09-01,-31.4286
2005-09-02,0.8333
2005-09-06,11.5702
2005-09-07,-5.1852
2005-09-08,-14.0625
2005-09-09,-9.0909
2005-09-12,0.0
2005-09-13,-20.0
2005-09-14,-6.25
2005-09-15,0.0
2005-09-16,6.6667
2005-09-19,11.25
2005-09-20,-15.7303
2005-09-21,0.0
2005-09-22,-4.0
2005-09-23,4.1667
2005-09-26,0.0
2005-09-27,-6.6667
2005-09-28,14.2857
2005-09-29,-6.25
2005-09-30,-6.6667
2005-10-03,1.4285999999999999
2005-10-04,-8.4507
2005-10-05,23.0769
2005-10-06,-12.5
2005-10-07,7.1429
2005-10-10,-6.6667
2005-10-11,2.8571
2005-10-12,-9.7222
2005-10-13,7.6923
2005-10-14,-14.2857
2005-10-17,25.0
2005-10-18,0.0
2005-10-19,0.0
2005-10-20,-6.6667
2005-10-21,-7.1429
2005-10-24,15.3846
2005-10-25,-13.3333
2005-10-26,13.8462
2005-10-27,-2.027
2005-10-31,-10.3448
2005-11-01,7.6923
2005-11-02,-7.1429
2005-11-03,7.6923
2005-11-04,0.0
2005-11-07,68.5714
2005-11-08,12.7119
2005-11-09,-22.5564
2005-11-10,-2.9126
2005-11-11,-10.0
2005-11-14,0.0
2005-11-15,-5.5556
2005-11-16,-15.2941
2005-11-17,-9.7222
2005-11-18,7.6923
2005-11-21,0.0
2005-11-22,-14.2857
2005-11-23,6.6667
2005-11-28,-6.25
2005-11-29,0.0
2005-11-30,-8.3333
2005-12-01,0.0
2005-12-02,9.0909
2005-12-05,0.0
2005-12-06,0.0
2005-12-07,1.6667
2005-12-08,0.0
2005-12-09,-6.5574
2005-12-12,0.0
2005-12-13,5.2632
2005-12-14,-5.0
2005-12-15,0.0
2005-12-16,5.2632
2005-12-19,-6.6667
2005-12-20,-1.7856999999999998
2005-12-21,0.0
2005-12-22,0.0
2005-12-23,-9.0909
2005-12-27,0.0
2005-12-28,0.0
2005-12-29,-7.0
2005-12-30,7.5269
2006-01-03,0.0
2006-01-04,0.0
2006-01-05,-10.0
2006-01-06,11.1111
2006-01-09,0.0
2006-01-10,10.0
2006-01-11,0.0
2006-01-12,-18.1818
2006-01-13,11.1111
2006-01-17,-14.0
2006-01-18,4.6512
2006-01-19,11.1111
2006-01-20,30.0
2006-01-23,7.6923
2006-01-24,-20.0
2006-01-25,-19.6429
2006-01-26,11.1111
2006-01-27,0.0
2006-01-30,0.0
2006-01-31,-9.625
2006-02-01,1.7981
2006-02-02,8.6957
2006-02-03,0.0
2006-02-06,0.0
2006-02-07,-10.0
2006-02-08,11.1111
2006-02-09,-4.0
2006-02-10,4.1667
2006-02-13,-2.0
2006-02-14,-4.0816
2006-02-15,6.383
2006-02-16,-2.0
2006-02-17,-4.0816
2006-02-21,0.0
2006-02-22,-4.2553
2006-02-23,0.0
2006-02-24,0.0
2006-02-27,-6.6667
2006-02-28,0.0
2006-03-01,0.0
2006-03-02,2.3810000000000002
2006-03-03,-6.9767
2006-03-06,0.0
2006-03-07,0.0
2006-03-08,0.0
2006-03-09,10.0
2006-03-10,-9.0909
2006-03-13,-7.5
2006-03-14,8.1081
2006-03-15,-7.5
2006-03-16,8.1081
2006-03-17,-7.5
2006-03-20,0.0
2006-03-21,8.1081
2006-03-22,-7.5
2006-03-23,8.1081
2006-03-24,-7.5
2006-03-27,0.0
2006-03-28,2.7027
2006-03-29,0.0
2006-03-30,-7.8947
2006-03-31,22.8571
2006-04-03,2.3256
2006-04-04,0.0
2006-04-05,0.0
2006-04-06,13.6364
2006-04-07,8.0
2006-04-10,53.7037
2006-04-11,-30.1205
2006-04-12,-6.8966
2006-04-13,-5.5556
2006-04-17,-1.9607999999999999
2006-04-18,-10.0
2006-04-19,3.3333
2006-04-20,2.1505
2006-04-21,-5.2632
2006-04-24,2.2222
2006-04-25,8.6957
2006-04-26,-4.0
2006-04-27,-4.1667
2006-04-28,0.0
2006-05-01,2.1739
2006-05-02,14.8936
2006-05-03,-16.6667
2006-05-04,-8.8889
2006-05-05,4.878
2006-05-08,-4.6512
2006-05-09,2.439
2006-05-10,0.0
2006-05-11,2.3810000000000002
2006-05-12,-6.5407
2006-05-15,-0.4666
2006-05-16,-5.0
2006-05-17,-15.7895
2006-05-18,6.25
2006-05-19,-8.8235
2006-05-22,0.0
2006-05-23,0.0
2006-05-24,3.2258
2006-05-25,-3.125
2006-05-26,-19.3548
2006-05-30,0.0
2006-05-31,4.0
2006-06-01,-3.8462
2006-06-02,0.0
2006-06-05,-4.0
2006-06-06,4.1667
2006-06-07,-4.0
2006-06-08,-8.3333
2006-06-09,6.8182
2006-06-12,-27.6596
2006-06-13,-23.5294
2006-06-14,15.3846
2006-06-15,13.3333
2006-06-16,0.0
2006-06-19,0.0
2006-06-20,5.8824
2006-06-21,5.5556
2006-06-22,-10.526299999999999
2006-06-23,29.4118
2006-06-26,-4.5455
2006-06-27,0.0
2006-06-28,0.0
2006-06-29,-4.7619
2006-06-30,10.0
2006-07-03,0.0
2006-07-05,0.0
2006-07-06,-4.5455
2006-07-07,-14.2857
2006-07-10,0.0
2006-07-11,0.0
2006-07-12,0.0
2006-07-13,0.0
2006-07-14,0.0
2006-07-17,0.0
2006-07-18,-11.1111
2006-07-19,-12.5
2006-07-20,-25.0
2006-07-21,-30.3571
2006-07-24,-15.3846
2006-07-25,-11.1111
2006-07-26,115.9091
2006-07-27,-15.7895
2006-07-28,15.0
2006-07-31,34.7826
2006-08-01,3.2258
2006-08-02,-6.25
2006-08-03,-6.6667
2006-08-04,-21.4286
2006-08-07,0.0
2006-08-08,9.0909
2006-08-09,-8.3333
2006-08-10,0.0
2006-08-11,0.0
2006-08-14,0.0
2006-08-15,18.1818
2006-08-16,-7.6923
2006-08-17,0.0
2006-08-18,0.0
2006-08-21,-8.3333
2006-08-22,-9.0909
2006-08-23,0.0
2006-08-24,0.0
2006-08-25,0.0
2006-08-28,0.0
2006-08-29,-10.0
2006-08-30,0.0
2006-08-31,11.1111
2006-09-01,-10.0
2006-09-05,0.0
2006-09-06,5.5556
2006-09-07,-5.2632
2006-09-08,5.5556
2006-09-11,15.7895
2006-09-12,-27.2727
2006-09-13,-25.0
2006-09-14,25.0
2006-09-15,0.0
2006-09-18,-6.6667
2006-09-19,-14.2857
2006-09-20,8.3333
2006-09-21,-23.0769
2006-09-22,-2.5
2006-09-25,-7.6923
2006-09-26,-41.6667
2006-09-27,0.0
2006-09-28,0.0
2006-09-29,21.4286
2006-10-02,-5.8824
2006-10-03,0.0
2006-10-04,33.3333
2006-10-05,-12.5
2006-10-06,14.2857
2006-10-09,0.0
2006-10-10,0.0
2006-10-11,0.0
2006-10-12,0.0
2006-10-13,100.0
2006-10-16,50.0
2006-10-17,-16.6667
2006-10-18,-20.0
2006-10-19,-31.25
2006-10-20,27.2727
2006-10-23,14.2857
2006-10-24,0.0
2006-10-25,12.5
2006-10-26,-5.5556
2006-10-27,5.8824
2006-10-30,11.1111
2006-10-31,-15.0
2006-11-01,-5.8824
2006-11-02,0.0
2006-11-03,-12.5
2006-11-06,0.0
2006-11-07,14.2857
2006-11-08,0.0
2006-11-09,0.0
2006-11-10,-6.25
2006-11-13,0.0
2006-11-14,6.6667
2006-11-15,-6.25
2006-11-16,-13.3333
2006-11-17,0.0
2006-11-20,0.0
2006-11-21,7.6923
2006-11-24,0.0
2006-11-27,-5.3571
2006-11-28,-1.8868
2006-11-29,0.0
2006-11-30,0.0
2006-12-01,0.0
2006-12-04,0.0
2006-12-05,-7.6923
2006-12-06,0.0
2006-12-07,-16.6667
2006-12-08,-20.0
2006-12-11,0.0
2006-12-12,100.0
2006-12-13,-43.75
2006-12-14,-11.1111
2006-12-15,75.0
2006-12-18,-28.5714
2006-12-19,-17.5
2006-12-20,21.2121
2006-12-21,-20.0
2006-12-22,25.0
2006-12-26,0.0
2006-12-27,0.0
2006-12-28,0.0
2006-12-29,0.0
2007-01-03,20.0
2007-01-04,0.0
2007-01-05,0.0
2007-01-08,0.0
2007-01-09,25.0
2007-01-10,-20.0
2007-01-11,0.0
2007-01-12,0.0
2007-01-16,0.0
2007-01-17,-16.6667
2007-01-18,0.0
2007-01-19,0.0
2007-01-22,0.0
2007-01-23,0.0
2007-01-24,0.0
2007-01-25,0.0
2007-01-26,0.0
2007-01-29,-6.25
2007-01-30,-4.0
2007-01-31,0.0
2007-02-01,0.0
2007-02-02,11.1111
2007-02-05,-10.0
2007-02-06,-22.2222
2007-02-07,0.0
2007-02-08,14.2857
2007-02-09,-9.375
2007-02-14,10.3448
2007-02-15,-4.6875
2007-02-16,0.0
2007-02-20,-4.918
2007-02-21,1.7241
2007-02-22,0.0
2007-02-23,0.0
2007-02-26,0.0
2007-02-27,0.0
2007-02-28,-1.6949
2007-03-02,10.3448
2007-03-05,0.0
2007-03-06,0.0
2007-03-07,-9.375
2007-03-08,10.3448
2007-03-09,0.0
2007-03-12,-25.0
2007-03-13,16.6667
2007-03-14,-8.9286
2007-03-15,25.4902
2007-03-16,-20.3125
2007-03-19,25.4902
2007-03-20,-12.5
2007-03-21,14.2857
2007-03-22,0.0
2007-03-26,-12.5
2007-03-27,0.0
2007-03-28,0.0
2007-03-29,-8.9286
2007-04-03,25.4902
2007-04-04,-21.875
2007-04-05,-41.3333
2007-04-09,72.7273
2007-04-11,-36.8421
2007-04-12,-65.0
2007-04-13,0.0
2007-04-17,0.0
2007-04-18,0.0
2007-04-24,0.0
2007-04-26,0.0
2007-04-27,19.0476
2007-04-30,108.0
2007-05-08,-29.8077
2007-05-09,26.0274
2007-05-22,-54.3478
2007-05-25,0.0
2007-05-29,0.0
2007-05-30,0.0
2007-06-01,0.0
2007-06-04,0.0
2007-06-05,0.0
2007-06-12,0.0
2007-06-15,0.0
2007-06-20,19.0476
2007-06-21,8.0
2007-06-22,0.0
2007-06-27,-55.5556
2007-06-28,0.0
2007-06-29,0.0
2007-07-13,175.0
2007-07-16,3.0303
2007-07-17,2.9412000000000003
2007-07-27,-51.4286
2007-08-01,0.0
2007-08-08,0.0
2007-08-09,0.0
2007-08-10,0.0
2007-08-17,0.0
2007-08-31,-29.4118
2007-09-04,0.0
2007-09-13,0.0
2007-09-19,0.0
2007-09-24,-8.3333
2007-09-28,81.8182
2007-10-02,-50.0
2007-10-05,150.0
2007-10-10,0.0
2007-10-12,-60.0
2007-10-15,20.0
2007-10-31,0.0
2007-11-01,0.0
2007-11-06,391.6667
2007-11-07,-6.7797
2007-11-08,45.4545
2007-11-09,-67.5
2007-11-12,-42.3077
2007-11-13,53.3333
2007-11-16,8.6957
2007-11-19,8.0
2007-11-20,-5.5556
2007-11-21,-13.7255
2007-11-23,-9.0909
2007-11-26,-10.0
2007-11-27,-16.6667
2007-11-28,3.3333
2007-11-29,58.0645
2007-11-30,-34.6939
2007-12-03,0.0
2007-12-04,-6.25
2007-12-05,53.3333
2007-12-06,-52.1739
2007-12-07,-36.3636
2007-12-10,0.0
2007-12-11,28.5714
2007-12-12,50.0
2007-12-13,25.9259
2007-12-14,-23.5294
2007-12-17,-7.6923
2007-12-18,-12.5
2007-12-19,-4.7619
2007-12-20,-50.125
2007-12-21,-45.8647
2007-12-24,18.5185
2007-12-26,40.625
2007-12-27,77.7778
2007-12-28,-20.0
2007-12-31,-21.875
2008-01-02,0.0
2008-01-04,-13.0
2008-01-07,14.9425
2008-01-08,0.0
2008-01-09,-10.0
2008-01-11,-11.1111
2008-01-14,0.0
2008-01-15,0.0
2008-01-17,-15.0
2008-01-18,-11.7647
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-25,0.0
2008-01-28,83.3333
2008-01-29,-9.0909
2008-01-30,14.0
2008-01-31,15.7895
2008-02-01,-22.7273
2008-02-04,-1.9607999999999999
2008-02-05,0.0
2008-02-06,-20.0
2008-02-07,-12.5
2008-02-08,42.8571
2008-02-11,-20.0
2008-02-12,0.0
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,0.0
2008-02-19,-2.5
2008-02-20,-7.6923
2008-02-21,0.0
2008-02-22,-2.7778
2008-02-25,0.0
2008-02-26,2.8571
2008-02-27,4.1667
2008-02-28,-6.6667
2008-02-29,-14.2857
2008-03-03,0.0
2008-03-04,-6.6667
2008-03-05,-28.5714
2008-03-06,10.0
2008-03-07,-9.0909
2008-03-10,-10.0
2008-03-11,-16.6667
2008-03-12,-6.6667
2008-03-13,-25.0
2008-03-14,14.2857
2008-03-19,8.3333
2008-03-20,-23.0769
2008-03-24,30.0
2008-03-25,0.0
2008-03-26,15.3846
2008-03-28,0.0
2008-04-02,0.0
2008-04-09,0.0
2008-04-10,0.0
2008-04-11,6.6667
2008-04-14,-12.5
2008-04-15,7.1429
2008-04-18,-6.6667
2008-04-21,-7.1429
2008-04-23,-23.0769
2008-04-24,30.0
2008-04-25,15.3846
2008-05-01,-26.6667
2008-05-02,31.8182
2008-05-05,-24.1379
2008-05-06,0.0
2008-05-12,0.0
2008-05-13,18.1818
2008-05-15,0.0
2008-05-16,0.0
2008-05-21,0.0
2008-05-27,0.0
2008-06-05,0.0
2008-06-06,0.0
2008-06-09,76.9231
2008-06-10,65.2174
2008-06-11,44.7368
2008-06-12,45.4545
2008-06-13,-51.25
2008-06-16,-34.6154
2008-06-17,-41.1765
2008-06-18,-26.6667
2008-06-19,36.3636
2008-06-20,-20.0
2008-06-23,0.0
2008-06-24,0.0
2008-06-25,1.0417
2008-06-26,-1.0309
2008-06-27,-16.6667
2008-06-30,0.0
2008-07-01,0.0
2008-07-02,0.0
2008-07-03,-10.0
2008-07-07,0.0
2008-07-08,0.0
2008-07-09,-11.1111
2008-07-10,0.0
2008-07-14,0.0
2008-07-15,-12.5
2008-07-16,-16.0714
2008-07-17,-14.8936
2008-07-18,12.5
2008-07-21,4.4444
2008-07-22,-14.8936
2008-07-23,20.0
2008-07-24,0.0
2008-07-25,-2.0833
2008-07-28,-14.8936
2008-07-29,0.0
2008-07-30,-17.5
2008-07-31,21.2121
2008-08-01,0.0
2008-08-04,0.0
2008-08-05,20.0
2008-08-07,-16.6667
2008-08-08,0.0
2008-08-11,0.0
2008-08-12,0.0
2008-08-13,-20.0
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,0.0
2008-08-21,-12.5
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,-5.3571
2008-08-27,-9.434
2008-08-28,0.0
2008-08-29,-16.6667
2008-09-02,-25.0
2008-09-03,-20.0
2008-09-04,0.0
2008-09-05,0.0
2008-09-08,-33.3333
2008-09-09,0.0
2008-09-10,-12.5
2008-09-11,0.0
2008-09-12,0.0
2008-09-15,0.0
2008-09-16,0.0
2008-09-18,0.0
2008-09-19,0.0
2008-09-22,14.2857
2008-09-23,0.0
2008-09-24,31.25
2008-09-25,61.9048
2008-09-26,-67.6471
2008-09-29,-27.2727
2008-10-01,0.0
2008-10-02,0.0
2008-10-03,-25.0
2008-10-06,0.0
2008-10-07,0.0
2008-10-08,33.3333
2008-10-09,0.0
2008-10-10,0.0
2008-10-13,-25.0
2008-10-14,0.0
2008-10-15,0.0
2008-10-16,33.3333
2008-10-17,-25.0
2008-10-22,33.3333
2008-10-27,0.0
2008-10-29,37.5
2008-10-30,-27.2727
2008-10-31,100.0
2008-11-03,0.0
2008-11-05,-12.5
2008-11-06,-42.8571
2008-11-07,37.5
2008-11-10,27.2727
2008-11-13,-42.8571
2008-11-17,0.0
2008-11-18,0.0
2008-11-20,-25.0
2008-11-21,0.0
2008-11-25,33.3333
2008-11-26,25.0
2008-11-28,-20.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-03,-25.0
2008-12-08,0.0
2008-12-09,33.3333
2008-12-11,-25.0
2008-12-15,0.0
2008-12-17,0.0
2008-12-18,0.0
2008-12-19,-16.6667
2008-12-22,0.0
2008-12-23,0.0
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-02,0.0
2009-01-05,20.0
2009-01-07,-16.6667
2009-01-08,20.0
2009-01-09,0.0
2009-01-13,-16.6667
2009-01-20,0.0
2009-01-21,0.0
2009-01-28,20.0
2009-01-29,-16.6667
2009-01-30,0.0
2009-02-02,0.0
2009-02-03,0.0
2009-02-04,20.0
2009-02-05,33.3333
2009-02-09,0.0
2009-02-10,0.0
2009-02-11,0.0
2009-02-12,0.0
2009-02-13,25.0
2009-02-17,-20.0
2009-02-19,-25.0
2009-02-20,0.0
2009-02-26,33.3333
2009-03-02,-25.0
2009-03-03,-16.6667
2009-03-04,20.0
2009-03-05,-16.6667
2009-03-06,0.0
2009-03-09,0.0
2009-03-16,0.0
2009-03-18,0.0
2009-03-19,0.0
2009-03-23,-40.0
2009-03-24,-33.3333
2009-03-25,50.0
2009-03-26,0.0
2009-04-02,0.0
2009-04-09,0.0
2009-04-13,0.0
2009-04-14,66.6667
2009-04-15,-40.0
2009-04-20,0.0
2009-04-21,0.0
2009-04-22,0.0
2009-04-23,0.0
2009-04-28,66.6667
2009-04-29,0.0
2009-04-30,0.0
2009-05-01,0.0
2009-05-05,100.0
2009-05-06,-20.0
2009-05-07,-25.0
2009-05-08,0.0
2009-05-11,33.3333
2009-05-12,-25.0
2009-05-14,-16.6667
2009-05-15,0.0
2009-05-19,-40.0
2009-05-26,100.0
2009-05-27,0.0
2009-05-28,-16.6667
2009-05-29,860.0
2009-06-01,-16.6667
2009-06-02,-40.0
2009-06-03,33.3333
2009-06-04,0.0
2009-06-05,0.0
2009-06-08,0.0
2009-06-09,-56.25
2009-06-10,-42.8571
2009-06-11,100.0
2009-06-12,0.0
2009-06-15,87.5
2009-06-16,16.6667
2009-06-17,-8.5714
2009-06-18,0.0
2009-06-19,56.25
2009-06-22,44.0
2009-06-23,-29.1667
2009-06-24,-11.7647
2009-06-25,-28.8889
2009-06-30,0.0
2009-07-01,0.0
2009-07-02,-25.0
2009-07-06,33.3333
2009-07-07,0.0
2009-07-08,-25.0
2009-07-09,-8.3333
2009-07-10,9.0909
2009-07-13,0.0
2009-07-14,0.0
2009-07-15,0.0
2009-07-16,12.5
2009-07-17,37.037
2009-07-20,-18.9189
2009-07-21,-3.3333
2009-07-22,-6.8966
2009-07-23,-3.7037
2009-07-24,3.8462
2009-07-27,-3.7037
2009-07-28,-19.2308
2009-07-29,0.0
2009-07-30,14.2857
2009-07-31,0.0
2009-08-03,0.0
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,0.0
2009-08-10,8.3333
2009-08-11,3.8462
2009-08-12,48.1481
2009-08-13,-12.5
2009-08-14,-25.7143
2009-08-17,0.0
2009-08-18,-7.6923
2009-08-19,-8.3333
2009-08-20,18.1818
2009-08-21,-15.3846
2009-08-24,-13.6364
2009-08-25,-26.3158
2009-08-26,14.2857
2009-08-27,0.0
2009-08-28,-12.5
2009-08-31,285.7143
2009-09-01,-46.2963
2009-09-02,-34.4828
2009-09-03,78.9474
2009-09-04,-14.7059
2009-09-08,-6.8966
2009-09-09,0.0
2009-09-10,-11.1111
2009-09-11,-8.3333
2009-09-14,0.0
2009-09-15,-4.5455
2009-09-16,-9.5238
2009-09-17,-15.7895
2009-09-18,12.5
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,5.5556
2009-09-24,0.0
2009-09-25,0.0
2009-09-28,0.0
2009-09-29,15.7895
2009-09-30,9.0909
2009-10-01,0.0
2009-10-02,-8.3333
2009-10-05,9.0909
2009-10-06,-8.3333
2009-10-07,-36.3636
2009-10-08,0.0
2009-10-09,14.2857
2009-10-12,81.25
2009-10-13,-27.5862
2009-10-14,-9.5238
2009-10-15,-15.7895
2009-10-16,0.0
2009-10-19,12.5
2009-10-20,0.0
2009-10-21,-22.2222
2009-10-22,0.0
2009-10-23,-7.1429
2009-10-26,0.0
2009-10-27,-15.3846
2009-10-28,27.2727
2009-10-29,-7.1429
2009-10-30,-15.3846
2009-11-02,0.0
2009-11-03,18.1818
2009-11-04,-23.0769
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,-20.0
2009-11-10,0.0
2009-11-11,25.0
2009-11-12,-20.0
2009-11-13,0.0
2009-11-16,-25.0
2009-11-17,0.0
2009-11-18,133.3333
2009-11-19,-21.4286
2009-11-20,-45.4545
2009-11-23,66.6667
2009-11-24,0.0
2009-11-25,-20.0
2009-11-27,0.0
2009-11-30,0.0
2009-12-01,0.0
2009-12-02,-25.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-10,-16.6667
2009-12-11,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,20.0
2009-12-17,-16.6667
2009-12-18,20.0
2009-12-21,-16.6667
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,-40.0
2009-12-30,66.6667
2009-12-31,0.0
2010-01-04,0.0
2010-01-05,120.0
2010-01-06,0.0
2010-01-07,-9.0909
2010-01-08,-20.0
2010-01-11,25.0
2010-01-12,-20.0
2010-01-13,0.0
2010-01-14,-25.0
2010-01-15,-16.6667
2010-01-19,20.0
2010-01-20,-16.6667
2010-01-21,20.0
2010-01-22,-16.6667
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,-40.0
2010-02-12,66.6667
2010-02-16,-40.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,-33.3333
2010-02-22,150.0
2010-02-23,0.0
2010-02-24,-40.0
2010-02-25,0.0
2010-02-26,0.0
2010-03-01,66.6667
2010-03-02,0.0
2010-03-03,-40.0
2010-03-04,66.6667
2010-03-05,-40.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,66.6667
2010-03-16,-40.0
2010-03-17,0.0
2010-03-18,66.6667
2010-03-19,-40.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,66.6667
2010-03-25,-40.0
2010-03-26,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,-33.3333
2010-04-01,50.0
2010-04-05,-33.3333
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,50.0
2010-04-09,-33.3333
2010-04-12,0.0
2010-04-13,50.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,0.0
2010-04-22,-33.3333
2010-04-23,50.0
2010-04-26,-33.3333
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,50.0
2010-04-30,-33.3333
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-06,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-27,0.0
2010-08-02,0.0
2010-08-03,-20.0
2010-08-05,25.0
2010-08-06,0.0
2010-08-09,-20.0
2010-08-10,25.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,-20.0
2010-08-20,0.0
2010-08-23,25.0
2010-08-24,0.0
2010-08-26,-20.0
2010-08-27,25.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-09,-20.0
2010-09-10,0.0
2010-09-17,0.0
2010-09-21,25.0
2010-09-22,-20.0
2010-09-28,25.0
2010-09-30,0.0
2010-10-05,-20.0
2010-10-08,25.0
2010-10-11,-20.0
2010-10-18,25.0
2010-10-20,0.0
2010-10-27,0.0
2010-10-29,0.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-15,0.0
2010-11-24,0.0
2010-11-26,0.0
2010-12-08,0.0
2010-12-13,0.0
2010-12-14,0.0
2010-12-21,0.0
