ticker,SVSE US Equity
2004-04-12,-9.6154
2004-04-13,-7.8014
2004-04-14,-2.3077
2004-04-15,10.2362
2004-04-16,1.4285999999999999
2004-04-19,-1.4085
2004-04-20,0.0
2004-04-21,-3.5714
2004-04-22,-5.1852
2004-04-23,-1.5625
2004-04-26,-2.3810000000000002
2004-04-27,-9.7561
2004-04-28,-13.5135
2004-04-29,-6.25
2004-04-30,0.0
2004-05-03,11.1111
2004-05-04,12.0
2004-05-05,0.8929
2004-05-06,-1.7699
2004-05-07,26.1261
2004-05-10,-27.1429
2004-05-11,0.0
2004-05-12,1.9607999999999999
2004-05-13,0.9615
2004-05-14,-4.7619
2004-05-17,-2.0
2004-05-18,-0.5102
2004-05-19,1.5385
2004-05-20,1.0101
2004-05-21,2.0
2004-05-24,5.8824
2004-05-25,-5.5556
2004-05-26,1.9607999999999999
2004-05-27,-4.8077
2004-05-28,3.0303
2004-06-01,-5.8824
2004-06-02,-2.0833
2004-06-03,-9.5745
2004-06-04,-16.4706
2004-06-07,8.4507
2004-06-08,11.6883
2004-06-09,3.4884
2004-06-10,0.0
2004-06-14,2.2472
2004-06-15,1.0989
2004-06-16,-6.5217
2004-06-17,-11.6279
2004-06-18,3.9474
2004-06-21,5.0633
2004-06-22,3.6145
2004-06-23,6.9767
2004-06-24,0.0
2004-06-25,-2.1739
2004-06-28,-7.7778
2004-06-29,-7.2289
2004-06-30,0.0
2004-07-01,3.8961
2004-07-02,0.0
2004-07-06,-2.5
2004-07-07,-2.5641
2004-07-08,-6.5789
2004-07-09,0.0
2004-07-12,7.0423
2004-07-13,-6.5789
2004-07-14,-1.4085
2004-07-15,5.7143
2004-07-16,-4.0541
2004-07-19,-2.8169
2004-07-20,1.4493
2004-07-21,1.4285999999999999
2004-07-22,-5.6338
2004-07-23,4.4776
2004-07-26,0.0
2004-07-27,-2.8571
2004-07-28,0.0
2004-07-29,5.8824
2004-07-30,0.0
2004-08-02,-5.5556
2004-08-03,-1.4706000000000001
2004-08-04,0.0
2004-08-05,-4.4776
2004-08-06,-3.125
2004-08-09,0.0
2004-08-10,11.2903
2004-08-11,0.0
2004-08-12,0.0
2004-08-13,-8.6957
2004-08-16,-2.3810000000000002
2004-08-17,-2.439
2004-08-18,-14.1667
2004-08-19,0.9709
2004-08-20,7.6923
2004-08-23,0.8929
2004-08-24,-2.6549
2004-08-25,-1.8182
2004-08-26,1.8519
2004-08-27,1.8182
2004-08-30,-3.5714
2004-08-31,7.4074
2004-09-01,2.5862
2004-09-02,12.605
2004-09-03,-1.4925
2004-09-07,0.0
2004-09-08,0.0
2004-09-09,1.5152
2004-09-10,5.2239
2004-09-13,6.383
2004-09-14,-4.0
2004-09-15,-2.7778
2004-09-16,-8.5714
2004-09-17,-7.8125
2004-09-20,-6.6102
2004-09-21,1.6334
2004-09-22,-1.7856999999999998
2004-09-23,0.0
2004-09-24,0.0
2004-09-27,7.2727
2004-09-28,-6.7797
2004-09-29,4.5455
2004-09-30,4.3478
2004-10-01,-6.6667
2004-10-04,1.7856999999999998
2004-10-05,5.2632
2004-10-06,-5.0
2004-10-07,5.2632
2004-10-08,16.6667
2004-10-11,-5.7143
2004-10-12,15.9091
2004-10-13,-0.6536
2004-10-14,11.8421
2004-10-15,-2.3529
2004-10-18,1.2048
2004-10-19,-4.1667
2004-10-20,-2.4845
2004-10-21,-4.4586
2004-10-22,-6.6667
2004-10-25,10.0
2004-10-26,6.4935
2004-10-27,5.4878
2004-10-28,-2.8902
2004-10-29,10.7143
2004-11-01,-3.2258
2004-11-02,-1.6667
2004-11-03,0.0
2004-11-04,1.6949
2004-11-05,-1.1111
2004-11-08,-2.809
2004-11-09,9.8266
2004-11-10,0.0
2004-11-11,4.2105
2004-11-12,1.0101
2004-11-15,-6.0
2004-11-16,-3.1915
2004-11-17,-3.2967
2004-11-18,4.5455
2004-11-19,3.8043
2004-11-22,0.5236
2004-11-23,-4.1667
2004-11-24,1.087
2004-11-26,-1.0753
2004-11-29,-1.087
2004-11-30,-2.1978
2004-12-01,2.2472
2004-12-02,1.0989
2004-12-03,9.7826
2004-12-06,-2.9703
2004-12-07,-2.0408
2004-12-08,3.125
2004-12-09,1.0101
2004-12-10,7.0
2004-12-13,10.2804
2004-12-14,9.322
2004-12-15,8.9147
2004-12-16,-0.3559
2004-12-17,-4.2857
2004-12-20,-0.7463
2004-12-21,-4.5113
2004-12-22,-6.2992
2004-12-23,-5.8824
2004-12-27,-6.25
2004-12-28,-2.8571
2004-12-29,10.2941
2004-12-30,4.0
2004-12-31,4.2735
2005-01-03,-1.6393
2005-01-04,-0.4167
2005-01-05,-4.6025
2005-01-06,-2.6316
2005-01-07,10.3604
2005-01-10,-4.4898
2005-01-11,-1.7094
2005-01-12,-0.8696
2005-01-13,0.8772
2005-01-14,-0.8696
2005-01-18,5.2632
2005-01-19,1.6667
2005-01-20,1.6393
2005-01-21,2.4194
2005-01-24,0.7874
2005-01-25,0.7813
2005-01-26,-10.0775
2005-01-27,0.0
2005-01-28,2.5862
2005-01-31,4.2017
2005-02-01,1.6129
2005-02-02,1.5873
2005-02-03,-1.5625
2005-02-04,0.7937
2005-02-07,0.0
2005-02-08,-2.3622
2005-02-09,-4.0323
2005-02-10,-5.4622
2005-02-11,-0.4444
2005-02-14,-0.8929
2005-02-15,-8.1081
2005-02-16,-0.9804
2005-02-17,-0.9901
2005-02-18,3.0
2005-02-22,-0.9709
2005-02-23,-4.902
2005-02-24,-7.2165
2005-02-25,-9.4444
2005-02-28,8.589
2005-03-01,7.3446
2005-03-02,-3.1579
2005-03-03,-1.087
2005-03-04,0.0
2005-03-07,3.2967
2005-03-08,-1.0638
2005-03-09,6.4516
2005-03-10,-9.0909
2005-03-11,-4.4444
2005-03-14,-3.4884
2005-03-15,-4.8193
2005-03-16,3.1646
2005-03-17,-4.2945
2005-03-18,11.538499999999999
2005-03-21,0.0
2005-03-22,4.5977
2005-03-23,1.0989
2005-03-24,-3.2609
2005-03-28,1.1236
2005-03-29,-4.4444
2005-03-30,-9.3023
2005-03-31,-5.1282
2005-04-01,1.3514
2005-04-04,5.3333
2005-04-05,-1.8987
2005-04-06,-4.5161
2005-04-07,-1.3514
2005-04-08,0.6849
2005-04-11,-3.4013999999999998
2005-04-12,-7.0423
2005-04-13,-4.5455
2005-04-14,11.1111
2005-04-15,0.0
2005-04-18,-1.4285999999999999
2005-04-19,-4.3478
2005-04-20,-4.5455
2005-04-21,0.0
2005-04-22,1.5873
2005-04-25,12.5
2005-04-26,-4.1667
2005-04-27,-2.8986
2005-04-28,-1.4925
2005-04-29,3.0303
2005-05-02,0.0
2005-05-03,-7.3529
2005-05-04,1.5873
2005-05-05,4.6875
2005-05-06,2.9851
2005-05-09,10.1449
2005-05-10,8.5526
2005-05-11,-0.6061
2005-05-12,-2.439
2005-05-13,1.25
2005-05-16,1.2346
2005-05-17,-1.8293
2005-05-18,-9.3168
2005-05-19,2.0548
2005-05-20,-2.6846
2005-05-23,-1.3793
2005-05-24,-2.7972
2005-05-25,-2.1583
2005-05-26,-11.7647
2005-05-27,-11.6667
2005-05-31,0.0
2005-06-01,-5.8491
2005-06-02,-2.8056
2005-06-03,-10.3093
2005-06-06,4.5977
2005-06-07,-2.1978
2005-06-08,-3.5955
2005-06-09,-1.1655
2005-06-10,8.4906
2005-06-13,10.8696
2005-06-14,6.8627
2005-06-15,-3.8532
2005-06-16,-4.5802
2005-06-17,4.0
2005-06-20,4.8077
2005-06-21,11.9266
2005-06-22,2.459
2005-06-23,-4.0
2005-06-24,3.3333
2005-06-27,-1.6129
2005-06-28,-1.6393
2005-06-29,0.0
2005-06-30,0.8333
2005-07-01,0.8264
2005-07-05,1.6393
2005-07-06,-3.2258
2005-07-07,-5.8333
2005-07-08,-2.6549
2005-07-11,-6.3636
2005-07-12,-6.7961
2005-07-13,-1.0417
2005-07-14,-3.1579
2005-07-15,0.0
2005-07-18,8.6957
2005-07-19,4.0
2005-07-20,0.0
2005-07-21,-5.7692
2005-07-22,0.0
2005-07-25,-4.0816
2005-07-26,-4.2553
2005-07-27,2.2222
2005-07-28,2.1739
2005-07-29,0.0
2005-08-01,-2.1277
2005-08-02,1.087
2005-08-03,10.7527
2005-08-04,0.9709
2005-08-05,2.3077
2005-08-08,1.5038
2005-08-09,5.5556
2005-08-10,5.2632
2005-08-11,16.6667
2005-08-12,-5.7143
2005-08-15,3.0303
2005-08-16,-10.2941
2005-08-17,-6.5574
2005-08-18,-0.8772
2005-08-19,-0.885
2005-08-22,-1.7856999999999998
2005-08-23,2.7273
2005-08-24,9.646
2005-08-25,-4.7619
2005-08-26,3.3898
2005-08-29,-1.6393
2005-08-30,1.6667
2005-08-31,0.0
2005-09-01,1.4754
2005-09-02,-3.0695
2005-09-06,-1.6667
2005-09-07,-5.9322
2005-09-08,-2.7027
2005-09-09,1.8519
2005-09-12,7.2727
2005-09-13,-3.3898
2005-09-14,0.0
2005-09-15,0.0
2005-09-16,-0.0877
2005-09-19,-5.18
2005-09-20,-1.8519
2005-09-21,-1.3208
2005-09-22,3.2505
2005-09-23,-1.8519
2005-09-26,-3.7736
2005-09-27,-0.9804
2005-09-28,-2.104
2005-09-29,-4.9305
2005-09-30,-3.1915
2005-10-03,-0.6593
2005-10-04,6.1947
2005-10-05,2.0833
2005-10-06,-9.1837
2005-10-07,5.618
2005-10-10,-12.766
2005-10-11,-7.561
2005-10-12,-3.6939
2005-10-13,-9.589
2005-10-14,12.1212
2005-10-17,0.0
2005-10-18,-5.4054
2005-10-19,-2.8571
2005-10-20,2.9412000000000003
2005-10-21,0.0
2005-10-24,-8.5714
2005-10-25,-1.5625
2005-10-26,-0.9524
2005-10-27,4.1667
2005-10-28,0.0
2005-10-31,1.8462
2005-11-01,8.7613
2005-11-02,-2.7778
2005-11-03,5.7143
2005-11-04,-2.7027
2005-11-07,0.0
2005-11-08,-2.7778
2005-11-09,0.0
2005-11-10,0.0
2005-11-11,0.0
2005-11-14,2.8214
2005-11-15,-5.5228
2005-11-16,-7.3529
2005-11-17,1.2698
2005-11-18,-1.2539
2005-11-21,-11.1111
2005-11-22,0.0
2005-11-23,5.3571
2005-11-25,0.0
2005-11-28,-3.7288
2005-11-29,-1.4085
2005-11-30,-12.5
2005-12-01,0.0
2005-12-02,-4.0816
2005-12-05,14.8936
2005-12-06,-3.7037
2005-12-07,-3.8462
2005-12-08,4.0
2005-12-09,1.9231
2005-12-12,-1.8868
2005-12-13,1.9231
2005-12-14,0.0
2005-12-15,-1.8868
2005-12-16,7.6923
2005-12-19,-5.7143
2005-12-20,4.1667
2005-12-21,-7.2727
2005-12-22,3.9215999999999998
2005-12-23,-6.0377
2005-12-27,-14.8594
2005-12-28,1.4151
2005-12-29,6.9767
2005-12-30,-4.3478
2006-01-03,13.6364
2006-01-04,-4.0
2006-01-05,4.1667
2006-01-06,2.0
2006-01-09,-1.9607999999999999
2006-01-10,20.0
2006-01-11,10.0
2006-01-12,-3.0303
2006-01-13,-4.6875
2006-01-17,6.8852
2006-01-18,4.2945
2006-01-19,16.1765
2006-01-20,-2.5316
2006-01-23,16.8831
2006-01-24,1.1111
2006-01-25,-5.4945
2006-01-26,-2.3256
2006-01-27,-14.2857
2006-01-30,19.4444
2006-01-31,-4.6512
2006-02-01,-2.1951
2006-02-02,-0.2494
2006-02-03,0.0
2006-02-06,1.25
2006-02-07,0.0
2006-02-08,0.0
2006-02-09,-6.1728
2006-02-10,-2.6316
2006-02-13,-2.7027
2006-02-14,-2.7778
2006-02-15,-1.4285999999999999
2006-02-16,8.6957
2006-02-17,6.6667
2006-02-21,-2.5
2006-02-22,-2.5641
2006-02-23,-2.6316
2006-02-24,-2.7027
2006-02-27,-5.5556
2006-02-28,14.7059
2006-03-01,-2.5641
2006-03-02,-2.6316
2006-03-03,0.0
2006-03-06,-5.4054
2006-03-07,0.0
2006-03-08,-2.8571
2006-03-09,0.0
2006-03-10,0.0
2006-03-13,-1.4706000000000001
2006-03-14,0.0
2006-03-15,1.4925
2006-03-16,3.2353
2006-03-17,2.5641
2006-03-20,11.1111
2006-03-21,-5.0
2006-03-22,3.9474
2006-03-23,0.0
2006-03-24,0.0
2006-03-27,1.2658
2006-03-28,-7.5
2006-03-29,2.7027
2006-03-30,-5.2632
2006-03-31,8.3333
2006-04-03,-3.5897
2006-04-04,-12.234
2006-04-05,1.5152
2006-04-06,7.1642
2006-04-07,-5.571
2006-04-10,-2.6549
2006-04-11,-6.0606
2006-04-12,-9.6774
2006-04-13,-3.5714
2006-04-17,-1.8519
2006-04-18,5.6604
2006-04-19,10.7143
2006-04-20,-9.6774
2006-04-21,7.1429
2006-04-24,-9.6667
2006-04-25,-6.6421
2006-04-26,-1.1858
2006-04-27,7.6
2006-04-28,0.3717
2006-05-01,-3.7037
2006-05-02,3.8462
2006-05-03,1.8519
2006-05-04,-3.6364
2006-05-05,1.8868
2006-05-08,-1.8519
2006-05-09,-1.8868
2006-05-10,3.8462
2006-05-11,-3.7037
2006-05-12,-11.538499999999999
2006-05-15,13.0435
2006-05-16,3.4615
2006-05-17,-10.4089
2006-05-18,-0.4149
2006-05-19,-4.1667
2006-05-22,4.3478
2006-05-23,-4.1667
2006-05-24,-4.3478
2006-05-25,0.0
2006-05-26,0.0
2006-05-30,11.3636
2006-05-31,-2.0408
2006-06-01,8.3333
2006-06-02,-3.8462
2006-06-05,10.0
2006-06-06,-9.0909
2006-06-07,0.0
2006-06-08,-4.0
2006-06-09,-4.1667
2006-06-12,-4.3478
2006-06-13,-11.818200000000001
2006-06-14,3.0928
2006-06-15,0.0
2006-06-16,5.0
2006-06-19,0.0
2006-06-20,0.0
2006-06-21,-11.9048
2006-06-22,-2.7027
2006-06-23,-4.4444
2006-06-26,-4.0698
2006-06-27,2.4242
2006-06-28,0.5917
2006-06-29,-8.8235
2006-06-30,1.9355
2006-07-03,1.2658
2006-07-05,-8.125
2006-07-06,-11.5646
2006-07-07,-22.3077
2006-07-10,23.7624
2006-07-11,8.0
2006-07-12,-4.4444
2006-07-13,-10.8527
2006-07-14,8.6957
2006-07-17,0.0
2006-07-18,-8.0
2006-07-19,-4.3478
2006-07-20,-4.5455
2006-07-21,-3.8095
2006-07-24,11.8812
2006-07-25,2.6549
2006-07-26,0.0
2006-07-27,3.4483
2006-07-28,-0.8333
2006-07-31,-3.3613
2006-08-01,-0.8696
2006-08-02,-3.5088
2006-08-03,1.8182
2006-08-04,-3.5714
2006-08-07,-1.8519
2006-08-08,3.7736
2006-08-09,4.5455
2006-08-10,0.0
2006-08-11,26.087
2006-08-14,-3.4483
2006-08-15,-7.1429
2006-08-16,19.2308
2006-08-17,9.6774
2006-08-18,-2.3529
2006-08-21,2.4096
2006-08-22,-11.7647
2006-08-23,10.0
2006-08-24,3.0303
2006-08-25,-26.4706
2006-08-28,8.0
2006-08-29,-3.7037
2006-08-30,7.6923
2006-08-31,-3.5714
2006-09-01,-5.9259
2006-09-05,2.3622
2006-09-06,-3.8462
2006-09-07,-4.0
2006-09-08,-8.3333
2006-09-11,0.0
2006-09-12,0.0
2006-09-13,-4.5455
2006-09-14,4.7619
2006-09-15,0.0
2006-09-18,-9.0909
2006-09-19,-20.0
2006-09-20,-2.5
2006-09-21,-10.2564
2006-09-22,12.857099999999999
2006-09-25,-15.1899
2006-09-26,0.0
2006-09-27,19.403
2006-09-28,-6.25
2006-09-29,12.0
2006-10-02,-4.7619
2006-10-03,12.5
2006-10-04,0.0
2006-10-05,0.0
2006-10-06,4.4444
2006-10-09,-4.2553
2006-10-10,1.1111
2006-10-11,-6.5934
2006-10-12,3.5294
2006-10-13,-7.9545
2006-10-16,0.0
2006-10-17,-7.4074
2006-10-18,1.3333
2006-10-19,9.2105
2006-10-20,-9.6386
2006-10-23,-5.3333
2006-10-24,-1.4085
2006-10-25,0.0
2006-10-26,0.0
2006-10-27,-4.2857
2006-10-30,1.4925
2006-10-31,1.4706000000000001
2006-11-01,1.4493
2006-11-02,14.2857
2006-11-03,-12.5
2006-11-06,0.0
2006-11-07,6.9643
2006-11-08,-10.5175
2006-11-09,14.9254
2006-11-10,-8.9286
2006-11-13,2.6738
2006-11-14,0.0
2006-11-15,-1.3889
2006-11-16,-1.4085
2006-11-17,0.0
2006-11-20,-4.2857
2006-11-21,-10.2612
2006-11-22,8.1081
2006-11-24,0.0
2006-11-27,-15.3846
2006-11-28,-9.0909
2006-11-29,-7.0
2006-11-30,18.2796
2006-12-01,0.0
2006-12-04,-9.0909
2006-12-05,0.0
2006-12-06,0.0
2006-12-07,10.0
2006-12-08,0.0
2006-12-11,18.1818
2006-12-12,-7.6923
2006-12-13,8.3333
2006-12-14,-7.6923
2006-12-15,-8.3333
2006-12-18,-9.0909
2006-12-19,0.0
2006-12-20,-2.0
2006-12-21,-4.0816
2006-12-22,6.383
2006-12-26,-10.0
2006-12-27,0.0
2006-12-28,-11.1111
2006-12-29,17.5
2007-01-03,10.6383
2007-01-04,-11.538499999999999
2007-01-05,8.6957
2007-01-08,-2.0
2007-01-09,-8.1633
2007-01-10,8.8889
2007-01-11,-4.0816
2007-01-12,2.1277
2007-01-16,-6.25
2007-01-17,0.0
2007-01-18,0.0
2007-01-19,4.4444
2007-01-22,-4.2553
2007-01-23,0.0
2007-01-24,0.0
2007-01-25,0.0
2007-01-26,6.6667
2007-01-29,4.1667
2007-01-30,0.0
2007-01-31,14.0
2007-02-01,-1.7544
2007-02-02,0.0
2007-02-05,-1.7856999999999998
2007-02-06,5.4545
2007-02-07,-5.1724
2007-02-08,0.0
2007-02-09,0.0
2007-02-12,0.0
2007-02-13,0.0
2007-02-14,0.0
2007-02-15,-3.6364
2007-02-16,2.1226
2007-02-20,-3.9261
2007-02-21,-7.6923
2007-02-22,4.1667
2007-02-23,2.0
2007-02-26,0.0
2007-02-27,3.9215999999999998
2007-02-28,-9.434
2007-03-01,4.1667
2007-03-02,-4.0
2007-03-05,0.0
2007-03-06,6.25
2007-03-07,-5.8824
2007-03-08,-5.8594
2007-03-09,-0.4149
2007-03-12,0.0
2007-03-13,0.0
2007-03-14,0.0
2007-03-15,0.0
2007-03-16,-6.6667
2007-03-19,2.3810000000000002
2007-03-20,-2.3256
2007-03-21,0.0
2007-03-22,-4.7619
2007-03-23,-10.0
2007-03-26,11.1111
2007-03-27,-5.0
2007-03-28,2.6316
2007-03-29,0.0
2007-03-30,-20.5128
2007-04-02,35.4839
2007-04-03,7.1429
2007-04-04,11.1111
2007-04-05,-20.0
2007-04-09,12.5
2007-04-10,-8.8889
2007-04-11,-2.439
2007-04-12,0.0
2007-04-13,10.0
2007-04-16,-9.0909
2007-04-17,0.0
2007-04-18,0.0
2007-04-19,0.0
2007-04-20,0.0
2007-04-23,0.0
2007-04-24,7.5
2007-04-25,4.6512
2007-04-26,0.0
2007-04-27,-4.4444
2007-04-30,0.0
2007-05-01,0.0
2007-05-02,0.0
2007-05-03,-2.3256
2007-05-04,0.0
2007-05-07,-4.7619
2007-05-08,-5.0
2007-05-09,-7.5658
2007-05-10,13.879
2007-05-11,-10.0
2007-05-14,-2.7778
2007-05-15,-8.5714
2007-05-16,9.375
2007-05-17,-11.4286
2007-05-18,3.2258
2007-05-21,0.0
2007-05-22,9.375
2007-05-23,-5.7143
2007-05-24,-9.0909
2007-05-25,0.0
2007-05-29,0.0
2007-05-30,-16.6667
2007-05-31,36.0
2007-06-01,2.9412000000000003
2007-06-04,-14.2857
2007-06-05,0.0
2007-06-06,6.6667
2007-06-07,3.125
2007-06-08,-9.0909
2007-06-11,-13.3333
2007-06-12,7.6923
2007-06-13,7.1429
2007-06-14,-6.6667
2007-06-15,7.1429
2007-06-18,-10.0
2007-06-19,0.0
2007-06-20,-11.1111
2007-06-21,-16.6667
2007-06-22,0.0
2007-06-25,5.0
2007-06-26,0.0
2007-06-27,-4.7619
2007-06-28,-10.0
2007-06-29,-5.5556
2007-07-02,11.7647
2007-07-03,7.8947
2007-07-05,12.1951
2007-07-06,8.6957
2007-07-09,-8.0
2007-07-10,0.0
2007-07-11,-13.0435
2007-07-12,-15.0
2007-07-13,17.647100000000002
2007-07-16,15.0
2007-07-17,-13.0435
2007-07-18,0.0
2007-07-19,0.0
2007-07-20,0.0
2007-07-23,0.0
2007-07-24,0.0
2007-07-25,-15.0
2007-07-26,0.0
2007-07-27,0.0
2007-07-30,0.0
2007-07-31,0.0
2007-08-01,0.0
2007-08-02,0.0
2007-08-03,2.9412000000000003
2007-08-06,2.8571
2007-08-07,-5.5556
2007-08-08,5.8824
2007-08-09,11.1111
2007-08-10,0.0
2007-08-13,-15.0
2007-08-14,0.0
2007-08-15,-8.8235
2007-08-16,-9.6774
2007-08-17,25.0
2007-08-20,-2.8571
2007-08-21,0.0
2007-08-22,17.647100000000002
2007-08-23,-15.0
2007-08-24,0.0
2007-08-27,0.0
2007-08-28,17.647100000000002
2007-08-29,-15.0
2007-08-30,0.0
2007-08-31,0.0
2007-09-04,5.8824
2007-09-05,0.0
2007-09-06,5.5556
2007-09-07,5.2632
2007-09-10,0.0
2007-09-11,0.0
2007-09-12,0.0
2007-09-13,5.0
2007-09-14,14.2857
2007-09-17,-8.3333
2007-09-18,0.0
2007-09-19,-4.5455
2007-09-20,0.0
2007-09-21,0.0
2007-09-24,4.7619
2007-09-25,-4.5455
2007-09-26,0.0
2007-09-27,4.7619
2007-09-28,0.0
2007-10-01,22.7273
2007-10-02,3.7037
2007-10-03,-3.5714
2007-10-04,0.0
2007-10-05,-11.1111
2007-10-08,0.0
2007-10-09,0.0
2007-10-10,0.0
2007-10-11,-5.4688
2007-10-12,1.3774
2007-10-15,8.6957
2007-10-16,-20.0
2007-10-17,-15.0
2007-10-18,-11.0294
2007-10-19,12.3967
2007-10-22,5.8824
2007-10-23,-5.5556
2007-10-24,0.0
2007-10-25,5.8824
2007-10-26,5.5556
2007-10-29,5.2632
2007-10-30,-10.0
2007-10-31,0.0
2007-11-01,-5.5556
2007-11-02,17.647100000000002
2007-11-05,-15.0
2007-11-06,0.0
2007-11-07,-5.8824
2007-11-08,-18.75
2007-11-09,-15.3846
2007-11-12,-9.0909
2007-11-13,0.0
2007-11-14,-20.0
2007-11-15,-25.0
2007-11-16,16.6667
2007-11-19,-14.2857
2007-11-20,0.0
2007-11-21,0.0
2007-11-23,16.6667
2007-11-26,1.7856999999999998
2007-11-27,-1.7544
2007-11-28,-7.1429
2007-11-29,7.6923
2007-11-30,28.5714
2007-12-03,-5.5556
2007-12-04,-17.647100000000002
2007-12-05,7.1429
2007-12-06,-6.6667
2007-12-07,14.2857
2007-12-10,-6.25
2007-12-11,6.6667
2007-12-12,0.0
2007-12-13,12.5
2007-12-14,-13.1944
2007-12-17,2.4
2007-12-18,-25.0
2007-12-19,0.0
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,8.3333
2007-12-26,-2.8846
2007-12-27,2.9703
2007-12-28,0.0
2007-12-31,-4.8077
2008-01-02,5.0505
2008-01-03,18.2692
2008-01-04,17.0732
2008-01-07,-11.1111
2008-01-08,0.0
2008-01-09,12.5
2008-01-10,-11.1111
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,12.5
2008-01-16,-11.1111
2008-01-17,6.25
2008-01-18,-5.8824
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-25,0.0
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,-3.9063
2008-01-31,-13.0081
2008-02-01,-2.8037
2008-02-04,0.0
2008-02-05,7.6923
2008-02-06,0.0
2008-02-07,-14.2857
2008-02-08,-14.5833
2008-02-11,0.0
2008-02-12,0.0
2008-02-13,56.0976
2008-02-14,-12.5
2008-02-15,0.0
2008-02-19,0.0
2008-02-20,0.0
2008-02-21,0.0
2008-02-22,0.0
2008-02-25,0.0
2008-02-26,0.0
2008-02-27,0.0
2008-02-28,-14.2857
2008-02-29,-16.6667
2008-03-03,40.0
2008-03-04,-28.5714
2008-03-05,0.0
2008-03-07,40.0
2008-03-10,-14.2857
2008-03-11,-16.6667
2008-03-12,40.0
2008-03-13,-14.2857
2008-03-14,0.0
2008-03-17,0.0
2008-03-18,0.0
2008-03-19,0.0
2008-03-20,0.0
2008-03-24,0.0
2008-03-25,-16.6667
2008-03-26,0.0
2008-03-27,0.0
2008-03-31,10.0
2008-04-01,27.2727
2008-04-02,-14.2857
2008-04-03,-8.3333
2008-04-04,-9.0909
2008-04-07,-20.0
2008-04-08,-25.0
2008-04-09,0.0
2008-04-10,66.6667
2008-04-11,-40.0
2008-04-14,66.6667
2008-04-15,40.0
2008-04-16,-28.5714
2008-04-17,0.0
2008-04-18,0.0
2008-04-21,0.0
2008-04-22,0.0
2008-04-23,-20.0
2008-04-24,25.0
2008-04-25,-20.0
2008-04-28,-25.0
2008-04-29,33.3333
2008-04-30,0.0
2008-05-01,0.0
2008-05-02,0.0
2008-05-05,-25.0
2008-05-06,-60.4167
2008-05-07,0.0
2008-05-08,0.0
2008-05-09,0.0
2008-05-12,42.1053
2008-05-13,137.037
2008-05-14,-50.0
2008-05-15,50.0
2008-05-16,0.0
2008-05-19,0.0
2008-05-20,0.0
2008-05-21,-27.0833
2008-05-22,-8.5714
2008-05-23,100.0
2008-05-27,-25.0
2008-05-28,-33.3333
