ticker,GWIN US Equity
2013-03-14,-11.25
2013-03-15,114.0845
2013-03-18,-10.526299999999999
2013-03-19,-40.4412
2013-03-20,18.5185
2013-03-21,-7.2917
2013-03-22,25.8427
2013-03-25,-10.7143
2013-03-26,11.0
2013-03-27,-16.2162
2013-03-28,10.2151
2013-04-01,-2.439
2013-04-02,-4.0
2013-04-03,16.6667
2013-04-04,-14.2857
2013-04-05,0.0
2013-04-08,12.5
2013-04-09,-11.1111
2013-04-10,16.6667
2013-04-11,0.0
2013-04-12,-3.5714
2013-04-15,-0.9259
2013-04-16,-17.757
2013-04-17,-4.5455
2013-04-18,0.0
2013-04-19,-1.1905000000000001
2013-04-22,0.0
2013-04-23,-3.6145
2013-04-24,0.0
2013-04-25,20.0
2013-04-26,0.0
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,-17.7083
2013-05-02,1.2658
2013-05-03,-16.875
2013-05-06,8.2707
2013-05-07,-33.3333
2013-05-08,8.3333
2013-05-09,41.3462
2013-05-10,-2.0408
2013-05-13,-27.7778
2013-05-14,46.1538
2013-05-15,52.6316
2013-05-16,-18.1034
2013-05-17,-15.7895
2013-05-20,-35.0
2013-05-21,0.0
2013-05-22,7.6923
2013-05-23,-14.2857
2013-05-24,-5.2083
2013-05-28,7.6923
2013-05-29,35.7143
2013-05-30,-15.7895
2013-06-03,0.0
2013-06-04,-5.3571
2013-06-05,28.3019
2013-06-07,-5.8824
2013-06-10,-12.5
2013-06-12,-2.6786
2013-06-13,-38.5321
2013-06-14,46.2687
2013-06-17,-4.0816
2013-06-18,36.1702
2013-06-20,-10.1563
2013-06-21,4.3478
2013-06-25,-13.3333
2013-06-27,-10.5769
2013-06-28,-3.2258
2013-07-01,-17.7778
2013-07-02,29.7297
2013-07-05,-16.6667
2013-07-08,-6.25
2013-07-09,2.6667
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,20.7792
2013-07-15,0.0
2013-07-17,-13.9785
2013-07-18,0.0
2013-07-19,0.0
2013-07-22,-3.75
2013-07-23,-6.4935
2013-07-24,0.0
2013-07-25,0.0
2013-07-26,-8.3333
2013-07-29,36.3636
2013-07-30,-2.2222
2013-07-31,-15.9091
2013-08-01,0.0
2013-08-02,-6.7568
2013-08-06,-7.2464
2013-08-07,-4.6875
2013-08-08,-34.4262
2013-08-09,85.0
2013-08-13,0.0
2013-08-14,0.0
2013-08-15,-9.4595
2013-08-16,7.4627
2013-08-19,-33.3333
2013-08-20,50.0
2013-08-21,0.0
2013-08-23,-2.7778
2013-08-27,2.8571
2013-08-28,8.3333
2013-08-30,-1.2821
2013-09-03,0.0
2013-09-05,-3.8961
2013-09-06,-2.7027
2013-09-09,0.0
2013-09-10,0.0
2013-09-12,-8.3333
2013-09-13,0.0
2013-09-16,0.0
2013-09-17,-15.1515
2013-09-18,14.2857
2013-09-20,-12.5
2013-09-23,0.0
2013-09-24,8.9286
2013-09-25,0.0
2013-09-26,-3.2787
2013-09-27,0.0
2013-10-01,3.3898
2013-10-02,-4.918
2013-10-03,1.7241
2013-10-04,-5.0847
2013-10-07,0.0
2013-10-08,5.3571
2013-10-09,0.0
2013-10-10,-5.0847
2013-10-15,0.0
2013-10-17,-28.5714
2013-10-18,0.0
2013-11-07,10.0
2013-11-08,5.4545
2013-11-11,-4.8276
2013-11-12,-20.6522
2013-11-13,0.0
2013-12-03,-10.9589
2013-12-05,-56.4103
2013-12-06,129.4118
2013-12-09,-7.6923
2013-12-10,-71.6667
2013-12-11,288.2353
2013-12-12,-36.8687
2013-12-13,28.8
2013-12-16,-0.6211
2013-12-20,-43.75
2013-12-23,66.6667
2013-12-27,-24.6667
2013-12-31,0.0
2014-01-03,10.6195
2014-01-06,0.0
2014-01-09,0.8
2014-01-28,1.5873
2014-01-30,-3.125
2014-01-31,1.6129
2014-02-06,-1.5873
2014-02-07,-15.3226
2014-02-11,9.5238
2014-02-12,6.9565
2014-02-21,0.0
2014-02-24,1.626
2014-03-05,34.88
2014-03-06,3.7960000000000003
2014-03-07,-1.1429
2014-03-12,-50.289
2014-06-23,-1.1628
2014-06-30,-34.1176
2014-07-07,25.0
2014-07-08,42.8571
2014-07-09,0.0
2014-07-10,0.0
2014-07-11,50.0
2014-07-14,66.0
2014-07-15,2.4096
2014-07-16,17.2549
2014-07-17,8.6957
2014-07-18,7.6923
2014-07-22,61.4286
2014-07-23,0.885
2014-07-24,0.8772
2014-07-25,0.0
2014-07-29,0.8696
2014-07-31,0.0
2014-08-04,-10.8621
2014-08-05,-22.6306
2014-08-06,-12.5
2014-08-07,0.0
2014-08-19,8.5714
2014-09-12,1.3158
2014-09-19,1.2987
2014-09-23,3.8462
2014-09-26,-1.2346
2014-09-29,-7.5
2014-09-30,-20.2703
2014-10-03,-6.7797
2014-10-24,-9.0909
2014-11-06,-20.0
2014-11-18,-12.5
2014-11-21,14.2857
2014-11-24,12.5
2014-12-01,-8.8889
2014-12-03,0.0
2014-12-22,-39.0244
2015-02-17,0.0
2015-02-20,60.0
2015-02-23,0.0
2015-03-06,12.5
2015-04-27,-11.1111
2015-05-04,-20.0
2015-05-13,24.375
2015-05-15,0.0
2015-05-18,13.0653
2015-05-21,0.0
2015-07-08,-40.0
2015-09-03,3.7037
2015-09-22,0.7143
2015-10-06,41.844
2015-10-07,7.5
2015-10-08,2.3256
2015-10-09,0.0
2015-10-13,6.8182
2015-10-14,14.8936
2015-10-16,3.7037
2015-10-19,1.7856999999999998
2015-10-20,35.0877
2015-11-12,3.8961
2015-11-16,-10.0
2015-11-20,11.1111
2015-11-23,25.0
2015-12-01,1.0
2015-12-07,-20.7921
2015-12-08,25.0
2015-12-14,1.0
2015-12-16,-30.6931
2015-12-18,42.8571
2015-12-21,0.0
2016-01-06,0.0
2016-01-12,-6.0
2016-01-15,-8.5106
2016-01-20,-33.7209
2016-02-25,0.0
2016-03-02,1.7544
2016-03-09,36.2069
2016-03-14,1.2658
2016-03-16,18.75
2016-03-22,-68.4211
2016-04-12,100.0
2016-04-21,-55.0
2016-04-22,11.1111
2016-06-30,-10.0
2016-08-15,3.7037
2016-08-24,-3.5714
2016-08-30,0.0
2016-09-27,-61.4815
2016-10-31,0.0
2016-11-03,28.8462
2016-11-21,49.2537
2017-01-04,0.0
2017-01-05,0.0
2017-01-09,0.0
2017-02-21,17.0
2017-02-24,-14.5299
2017-03-01,17.0
2017-03-13,-91.3675
2017-04-06,1058.4158
2017-05-16,-91.3675
2017-05-26,98.0198
2017-07-12,650.0
2017-07-18,-86.0
2017-07-24,852.381
2017-08-01,-47.5
2017-08-17,-4.7619
2017-08-31,-5.0
2017-09-06,0.0
2017-09-22,0.0
2017-09-25,0.0
2017-11-06,-46.3158
2017-12-11,14.5882
2017-12-27,-11.0198
2018-01-24,15.3846
2018-01-26,33.3333
2018-02-20,10.0
2018-03-01,0.0
2018-05-16,-14.7727
2018-06-07,-3.3333
2018-08-03,3.4483
2018-08-06,33.3333
2018-08-09,0.0
2018-08-22,97.0
2018-08-23,14.2132
2018-08-31,11.1111
2018-09-04,0.0
2018-09-19,-58.0
2018-10-19,-23.8095
2018-10-22,-3.75
2018-11-19,36.3636
2018-11-26,-4.7619
2018-11-28,0.0
2018-12-07,-35.0
2019-01-17,53.8462
2019-04-12,-10.0
2019-04-18,-33.3333
2019-04-25,-15.0
2019-09-10,0.0
2019-09-18,0.0
2019-09-25,0.0
2019-12-12,-86.8627
2020-03-09,661.194
2020-03-30,-50.0
2020-04-28,-78.4314
2020-06-16,0.0
2020-06-23,-81.8182
2020-07-15,0.0
