ticker,KALG US Equity
2007-03-20,-11.7647
2007-03-21,2.2222
2007-03-22,-2.1739
2007-03-23,0.0
2007-03-26,2.7778
2007-03-27,-2.7027
2007-03-28,3.3333
2007-03-29,-2.6882
2007-03-30,3.8674
2007-04-02,-1.5957
2007-04-03,5.9459
2007-04-04,-3.0612
2007-04-05,-1.0526
2007-04-09,-9.5745
2007-04-10,3.5294
2007-04-11,0.0
2007-04-12,2.2727
2007-04-13,8.8889
2007-04-16,8.1633
2007-04-17,4.717
2007-04-18,1.8018
2007-04-19,1.6814
2007-04-20,-3.3943
2007-04-23,12.6126
2007-04-24,11.2
2007-04-25,3.5971
2007-04-26,-8.3333
2007-04-27,3.7879
2007-04-30,1.4599
2007-05-01,-14.3885
2007-05-02,2.521
2007-05-03,4.918
2007-05-04,-2.3438
2007-05-07,-4.0
2007-05-08,2.5
2007-05-09,-4.065
2007-05-10,2.5423999999999998
2007-05-11,-4.1322
2007-05-14,2.5862
2007-05-15,-0.8403
2007-05-16,7.6271
2007-05-17,7.0866
2007-05-18,-2.2059
2007-05-21,9.0226
2007-05-22,-2.7586
2007-05-23,-0.7092
2007-05-24,-3.5714
2007-05-25,2.963
2007-05-29,0.7194
2007-05-30,-3.5714
2007-05-31,6.6667
2007-06-01,1.3889
2007-06-04,-4.1096
2007-06-05,2.1429
2007-06-06,-2.7972
2007-06-07,-2.1583
2007-06-08,0.0
2007-06-11,1.4706000000000001
2007-06-12,-14.4928
2007-06-13,-14.4068
2007-06-14,20.7921
2007-06-15,3.2787
2007-06-18,-9.5238
2007-06-19,0.0
2007-06-20,1.7544
2007-06-21,-1.7241
2007-06-22,-1.7544
2007-06-25,-4.4643
2007-06-26,0.0
2007-06-27,3.7382999999999997
2007-06-28,-4.5045
2007-06-29,0.9434
2007-07-02,-3.7382999999999997
2007-07-03,0.0
2007-07-05,-0.9709
2007-07-06,-1.9607999999999999
2007-07-09,-2.0
2007-07-10,2.0408
2007-07-11,-4.5
2007-07-12,0.5236
2007-07-13,-4.1667
2007-07-16,-3.2609
2007-07-17,-13.4831
2007-07-18,16.8831
2007-07-19,7.2222
2007-07-20,1.5544
2007-07-23,7.1429
2007-07-24,-3.8095
2007-07-25,-3.9604
2007-07-26,-4.1237
2007-07-27,-3.7634
2007-07-30,1.6760000000000002
2007-07-31,-1.6484
2007-08-01,0.0
2007-08-02,-1.6760000000000002
2007-08-03,-5.6818
2007-08-06,0.0
2007-08-07,-1.2048
2007-08-08,-2.439
2007-08-09,2.5
2007-08-10,-2.439
2007-08-13,6.25
2007-08-14,-5.8824
2007-08-15,-12.5
2007-08-16,-21.4286
2007-08-17,0.0
2007-08-20,-3.6364
2007-08-21,26.4151
2007-08-22,-14.9254
2007-08-23,0.0
2007-08-24,3.5088
2007-08-27,-3.3898
2007-08-28,1.7544
2007-08-29,4.3103
2007-08-30,-5.7851
2007-08-31,1.7544
2007-09-04,-1.7241
2007-09-05,-3.1579
2007-09-06,-2.1739
2007-09-07,3.7037
2007-09-10,1.7856999999999998
2007-09-11,-3.5088
2007-09-12,5.4545
2007-09-13,-5.1724
2007-09-14,-14.5455
2007-09-17,4.2553
2007-09-18,-4.0816
2007-09-19,-2.1277
2007-09-20,-12.1739
2007-09-21,13.8614
2007-09-24,4.3478
2007-09-25,-8.125
2007-09-26,11.1111
2007-09-27,-6.1224
2007-09-28,-2.7174
2007-10-01,1.6760000000000002
2007-10-02,5.4945
2007-10-03,2.0833
2007-10-04,-10.2041
2007-10-05,-20.4545
2007-10-08,-28.5714
2007-10-09,-3.6
2007-10-10,-4.5643
2007-10-11,-12.1739
2007-10-12,-10.8911
2007-10-15,44.4444
2007-10-16,26.9231
2007-10-17,-12.1212
2007-10-18,-20.6897
2007-10-19,26.087
2007-10-22,0.0
2007-10-23,13.7931
2007-10-24,0.0
2007-10-25,6.0606
2007-10-26,0.0
2007-10-29,2.8571
2007-10-30,-5.5556
2007-10-31,0.0
2007-11-01,0.0
2007-11-02,-14.7059
2007-11-05,17.2414
2007-11-06,-2.9412000000000003
2007-11-07,-3.0303
2007-11-08,0.0
2007-11-09,-6.25
2007-11-12,0.0
2007-11-13,10.0
2007-11-14,-3.0303
2007-11-15,-6.25
2007-11-16,0.0
2007-11-19,0.0
2007-11-20,-3.3333
2007-11-21,0.0
2007-11-23,0.0
2007-11-26,6.8966
2007-11-27,-3.2258
2007-11-28,0.0
2007-11-29,0.0
2007-11-30,0.0
2007-12-03,-3.3333
2007-12-04,3.4483
2007-12-05,0.0
2007-12-06,-1.6667
2007-12-07,0.0
2007-12-10,0.0
2007-12-11,1.6949
2007-12-12,-3.3333
2007-12-13,0.0
2007-12-14,-1.7241
2007-12-17,1.7544
2007-12-18,-3.4483
2007-12-19,-3.5714
2007-12-20,0.0
2007-12-21,3.7037
2007-12-24,-3.5714
2007-12-26,0.0
2007-12-27,0.0
2007-12-28,0.0
2007-12-31,3.7037
2008-01-02,1.7856999999999998
2008-01-03,0.0
2008-01-04,5.2632
2008-01-07,0.0
2008-01-08,0.0
2008-01-09,0.0
2008-01-10,3.3333
2008-01-11,-1.6129
2008-01-14,-1.6393
2008-01-15,0.0
2008-01-16,0.0
2008-01-17,-6.6667
2008-01-18,7.1429
2008-01-22,-6.6667
2008-01-23,-3.5714
2008-01-24,7.4074
2008-01-25,0.0
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,0.0
2008-01-31,0.0
2008-02-01,3.4483
2008-02-04,-3.3333
2008-02-05,-1.7241
2008-02-06,0.0
2008-02-07,0.0
2008-02-08,0.0
2008-02-11,0.0
2008-02-12,0.0
2008-02-13,22.807
2008-02-14,-2.8571
2008-02-15,-1.4706000000000001
2008-02-19,1.4925
2008-02-20,0.0
2008-02-21,0.0
2008-02-22,-1.4706000000000001
2008-02-25,-1.4925
2008-02-26,3.0303
2008-02-27,17.647100000000002
2008-02-28,-7.5
2008-02-29,5.4054
2008-03-03,-7.6923
2008-03-04,2.7778
2008-03-05,8.1081
2008-03-06,-2.5
2008-03-07,0.0
2008-03-10,-2.5641
2008-03-11,0.0
2008-03-12,0.0
2008-03-13,-2.6316
2008-03-14,5.4054
2008-03-17,0.0
2008-03-18,0.0
2008-03-19,-8.9744
2008-03-20,-1.4085
2008-03-24,8.5714
2008-03-25,-10.526299999999999
2008-03-26,5.8824
2008-03-27,-2.7778
2008-03-28,0.0
2008-03-31,0.0
2008-04-01,-8.5714
2008-04-02,9.375
2008-04-03,-2.8571
2008-04-04,-5.8824
2008-04-07,-12.5
2008-04-08,-1.7856999999999998
2008-04-09,0.0
2008-04-11,5.4545
2008-04-14,-5.1724
2008-04-15,0.0
2008-04-16,5.4545
2008-04-17,-5.1724
2008-04-18,-3.6364
2008-04-21,13.2075
2008-04-22,-3.3333
2008-04-23,-3.4483
2008-04-24,-7.1429
2008-04-25,0.0
2008-04-28,11.538499999999999
2008-04-29,0.0
2008-04-30,0.0
2008-05-01,0.0
2008-05-02,-12.069
2008-05-05,0.0
2008-05-06,1.9607999999999999
2008-05-07,0.0
2008-05-08,-3.8462
2008-05-09,-4.0
2008-05-12,-12.5
2008-05-13,14.2857
2008-05-14,0.0
2008-05-15,0.0
2008-05-16,-4.1667
2008-05-19,-8.6957
2008-05-20,-7.1429
2008-05-21,2.5641
2008-05-22,15.0
2008-05-23,13.0435
2008-05-27,15.3846
2008-05-28,3.3333
2008-05-29,-16.129
2008-05-30,3.8462
2008-06-02,-3.7037
2008-06-03,7.6923
2008-06-04,0.0
2008-06-05,0.0
2008-06-06,-7.1429
2008-06-09,15.3846
2008-06-10,-10.0
2008-06-11,-3.7037
2008-06-12,-3.8462
2008-06-13,4.0
2008-06-16,-3.8462
2008-06-17,0.0
2008-06-18,0.0
2008-06-19,-8.2
2008-06-20,0.2179
2008-06-23,4.3478
2008-06-24,-14.5833
2008-06-25,2.439
2008-06-26,0.0
2008-06-27,0.4762
2008-06-30,32.7014
2008-07-01,-10.7143
2008-07-02,0.0
2008-07-07,0.0
2008-07-09,-32.0
2008-07-10,17.647100000000002
2008-07-11,0.0
2008-07-14,0.0
2008-07-15,-10.0
2008-07-16,-5.5556
2008-07-17,2.9412000000000003
2008-07-18,37.1429
2008-07-21,-16.6667
2008-07-22,-20.0
2008-07-23,0.0
2008-07-24,25.0
2008-07-25,-20.0
2008-07-28,0.0
2008-07-29,-6.25
2008-07-30,0.0
2008-07-31,0.0
2008-08-01,6.6667
2008-08-05,-21.25
2008-08-06,3.1746
2008-08-07,7.6923
2008-08-08,-7.1429
2008-08-12,-21.5385
2008-08-13,17.647100000000002
2008-08-18,0.0
2008-08-19,4.1667
2008-08-20,-4.0
2008-08-21,-8.3333
2008-08-22,9.5455
2008-08-25,-0.4149
2008-08-26,16.6667
2008-08-27,-7.1429
2008-08-28,-3.8462
2008-08-29,28.0
2008-09-02,-9.375
2008-09-03,3.4483
2008-09-05,-26.6667
2008-09-08,0.0
2008-09-10,-4.5455
2008-09-11,0.0
2008-09-12,38.0952
2008-09-15,-2.7586
2008-09-16,-0.7092
2008-09-17,-25.0
2008-09-18,32.381
2008-09-19,-6.4748
2008-09-22,0.0
2008-09-23,7.6923
2008-09-24,0.0
2008-09-25,-7.1429
2008-09-26,7.6923
2008-09-29,0.0
2008-09-30,-14.2857
2008-10-02,-16.6667
2008-10-03,40.0
2008-10-06,-28.5714
2008-10-07,0.0
2008-10-08,-10.0
2008-10-09,0.0
2008-10-10,-11.1111
2008-10-13,12.5
2008-10-15,-28.8889
2008-10-17,-6.25
2008-10-20,0.0
2008-10-21,0.0
2008-10-22,0.0
2008-10-24,-3.3333
2008-10-27,-5.1724
2008-10-28,-9.0909
2008-10-29,0.0
2008-10-30,-20.0
2008-10-31,25.0
2008-11-03,-20.0
2008-11-05,0.0
2008-11-06,-24.6875
2008-11-07,39.4191
2008-11-10,-4.7619
2008-11-12,-20.0
2008-11-13,0.0
2008-11-14,0.0
2008-11-18,12.5
2008-11-19,-11.1111
2008-11-20,0.0
2008-11-24,25.0
2008-11-25,20.0
2008-12-01,-16.6667
2008-12-03,-12.5
2008-12-04,-8.5714
2008-12-05,0.0
2008-12-09,0.0
2008-12-11,-6.25
2008-12-12,0.0
2008-12-15,-16.6667
2008-12-16,0.0
2008-12-17,-20.0
2008-12-18,-25.0
2008-12-22,66.6667
2008-12-23,-60.0
2008-12-24,-15.0
2008-12-26,0.0
2008-12-29,0.0
2008-12-30,17.647100000000002
2008-12-31,-40.0
2009-01-05,100.0
2009-01-06,-33.3333
2009-01-07,50.0
2009-01-08,0.0
2009-01-09,-16.6667
2009-01-12,20.0
2009-01-13,66.6667
2009-01-15,-49.375
2009-01-16,8.642
2009-01-29,81.8182
2009-02-03,-12.5
2009-02-04,-42.1429
2009-02-10,0.0
2009-02-17,0.0
2009-02-18,0.0
2009-02-20,0.0
2009-03-02,58.0247
2009-03-10,-37.5
2009-03-12,0.0
2009-03-17,0.0
2009-03-19,0.0
2009-03-20,100.0
2009-03-24,-25.0
2009-03-26,33.3333
2009-03-27,-25.0
2009-03-31,-33.3333
2009-04-03,100.0
2009-04-08,15.0
2009-04-14,-13.0435
2009-04-15,50.0
2009-04-16,0.0
2009-04-17,33.3333
2009-04-24,0.0
2009-04-27,0.0
2009-05-04,0.0
2009-05-06,0.0
2009-05-07,0.0
2009-05-12,0.0
2009-05-13,25.0
2009-05-14,-20.0
2009-05-15,25.0
2009-05-18,0.0
2009-05-19,-40.0
2009-05-20,16.6667
2009-05-27,42.8571
2009-05-28,0.0
2009-06-01,-10.0
2009-06-03,11.1111
2009-06-05,12.0
2009-06-08,-13.392900000000001
2009-06-09,-1.0309
2009-06-10,16.6667
2009-06-11,0.0
2009-06-12,0.0
2009-06-15,-14.2857
2009-06-16,0.0
2009-06-17,-2.0833
2009-06-19,-36.1702
2009-06-22,30.0
2009-06-23,-23.0769
2009-06-24,-20.0
2009-06-25,4.1667
2009-06-26,0.0
2009-06-30,40.0
2009-07-01,-28.2143
2009-07-06,19.403
2009-07-08,-16.6667
2009-07-09,-20.0
2009-07-10,-45.0
2009-07-13,81.8182
2009-07-14,40.0
2009-07-15,0.0
2009-07-20,25.0
2009-07-21,5.7143
2009-07-22,-13.5135
2009-07-23,-9.375
2009-07-24,0.0
2009-07-27,-10.3448
2009-08-04,-23.0769
2009-08-06,5.0
2009-08-07,-4.7619
2009-08-10,0.0
2009-08-11,-40.0
2009-08-12,0.0
2009-08-17,25.0
2009-08-19,33.3333
2009-08-20,0.0
2009-08-24,-15.0
2009-08-27,-11.7647
2009-08-28,13.3333
2009-08-31,17.647100000000002
2009-09-04,-20.0
2009-09-08,0.0
2009-09-09,25.0
2009-09-10,15.0
2009-09-14,-13.0435
2009-09-15,0.0
2009-09-16,-20.0
2009-09-17,18.75
2009-09-22,-10.526299999999999
2009-09-23,0.0
2009-09-25,-41.1765
2009-09-28,100.0
2009-09-30,-44.375
2009-10-01,7.8652
2009-10-02,0.0
2009-10-05,-15.625
2009-10-06,-1.2346
2009-10-08,50.0
2009-10-12,0.0
2009-10-13,-33.3333
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,0.0
2009-10-19,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-27,0.0
2009-10-29,0.0
2009-11-03,10.0
2009-11-06,-9.0909
2009-11-09,0.0
2009-11-10,0.0
2009-11-13,10.0
2009-11-16,-9.0909
2009-11-17,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-23,0.0
2009-12-03,-50.0
2009-12-04,10.0
2009-12-08,-27.2727
2009-12-09,-25.0
2009-12-10,33.3333
2009-12-11,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,-12.5
2009-12-21,-14.2857
2009-12-22,0.0
2009-12-23,33.3333
2009-12-24,-25.0
2009-12-28,33.3333
2009-12-29,75.0
2009-12-30,-57.1429
2010-01-06,0.0
2010-01-11,104.1667
2010-01-12,38.7755
2010-01-13,-41.1765
2010-01-19,100.0
2010-01-21,-40.0
2010-01-25,-16.6667
2010-01-26,100.0
2010-01-27,-50.0
2010-01-28,20.0
2010-01-29,0.0
2010-02-01,-8.3333
2010-02-03,9.0909
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-12,0.0
2010-02-18,0.0
2010-02-22,66.6667
2010-02-23,10.0
2010-02-25,-36.3636
2010-02-26,42.8571
2010-03-01,0.0
2010-03-05,0.0
2010-03-09,-20.0
2010-03-10,56.25
2010-03-11,-61.5
2010-03-12,3.8961
2010-03-15,23.75
2010-03-16,-3.0303
2010-03-22,3.125
2010-03-23,77.7778
2010-03-24,-27.2727
2010-03-25,0.0
2010-03-29,0.0
2010-03-31,0.0
2010-04-05,0.0
2010-04-08,0.0
2010-04-12,-25.0
2010-04-26,83.3333
2010-04-27,-9.0909
2010-04-30,-20.0
2010-05-03,-25.0
2010-05-10,0.0
2010-05-13,50.0
2010-05-14,0.0
2010-05-18,11.1111
2010-05-20,-20.0
2010-05-24,0.0
2010-06-03,0.0
2010-06-04,-12.5
2010-06-07,42.8571
2010-06-11,-30.0
2010-06-28,14.2857
2010-07-06,0.0
2010-07-12,-12.5
2010-07-14,-14.2857
2010-07-15,16.6667
2010-07-20,14.2857
2010-07-27,-23.4375
2010-08-03,-51.0204
2010-08-13,10.4167
2010-08-16,0.0
2010-08-20,-5.6604
2010-08-26,0.0
2010-08-27,60.0
2010-09-07,40.0
2010-09-14,-42.8571
2010-09-20,25.0
2010-09-24,-17.5
2010-09-28,-22.7273
2010-10-01,0.0
2010-10-04,0.0
2010-10-06,37.2549
2010-10-08,-20.0
2010-10-20,14.2857
2010-10-21,0.0
2010-10-22,0.0
2010-10-26,0.0
2010-10-27,-12.5
2010-11-01,-3.5714
2010-11-02,62.963
2010-11-09,-38.6364
2010-11-10,12.963
2010-11-12,0.0
2010-11-16,0.0
2010-11-17,-8.1967
2010-11-18,-3.5714
2010-11-22,0.0
2010-11-23,103.7037
2010-11-26,-50.9091
2010-11-29,3.7037
2010-12-01,180.3571
2010-12-02,-65.6051
2010-12-07,0.0
2010-12-10,0.0
2010-12-14,9.2593
2010-12-15,0.0
2010-12-16,3.3898
2010-12-17,-11.4754
2010-12-20,0.0
2010-12-21,0.0
2010-12-23,-5.5556
2010-12-27,0.0
2010-12-28,5.8824
2010-12-29,-5.5556
2010-12-30,0.0
2010-12-31,0.0
2011-01-03,0.0
2011-01-04,0.0
2011-01-05,0.0
2011-01-07,0.0
2011-01-10,213.7255
2011-01-11,-58.125
2011-01-12,0.0
2011-01-14,138.806
2011-01-18,0.0
2011-01-20,0.0
2011-01-21,0.0
2011-01-27,-40.0
2011-01-28,0.0
2011-01-31,0.0
2011-02-03,66.6667
2011-02-10,0.0
2011-02-14,-36.25
2011-02-15,0.0
2011-02-17,0.0
2011-02-18,-2.9412000000000003
2011-02-22,0.0
2011-02-24,2.0202
2011-02-25,0.9901
2011-03-02,-18.6275
2011-03-15,0.0
2011-03-16,2.4096
2011-03-29,0.0
2011-04-04,0.0
2011-04-15,0.0
2011-04-18,0.0
2011-04-27,1.1764999999999999
2011-05-02,48.8372
2011-05-03,25.0
2011-05-04,0.0
2011-05-11,-50.0
2011-05-12,0.0
2011-05-13,0.0
2011-05-16,76.25
2011-05-17,-37.5887
2011-05-23,45.4545
2011-05-25,-37.5
2011-05-27,0.0
2011-05-31,0.0
2011-06-03,0.0
2011-06-07,0.0
2011-06-09,57.5
2011-06-14,1.5873
2011-06-21,-37.5
2011-06-23,0.0
2011-06-30,0.0
2011-07-05,0.0
2011-07-12,20.0
2011-07-14,-41.6667
2011-07-15,0.0
2011-07-25,-42.8571
2011-08-08,0.0
2011-08-24,0.0
2011-08-26,0.0
2011-09-07,0.0
2011-09-09,0.0
2011-09-20,0.0
2011-09-26,-50.0
2011-09-27,0.0
2011-09-28,100.0
2011-09-29,0.0
2011-10-07,0.0
2011-10-10,0.0
2011-10-19,-50.0
2011-10-24,0.0
2011-10-25,-31.25
2011-10-27,0.0
2011-11-07,0.0
2011-11-11,436.3636
2011-11-22,-72.8814
2011-11-28,187.5
2011-11-30,-54.3478
2011-12-06,0.0
2011-12-08,119.0476
2011-12-12,-54.3478
2011-12-13,0.0
2011-12-14,280.9524
2011-12-21,0.0
2011-12-22,-70.0
2011-12-23,0.0
2011-12-27,8.3333
2011-12-28,0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-03,0.0
2012-01-17,0.0
2012-01-23,0.0
2012-01-25,0.0
2012-01-26,0.0
2012-01-27,0.0
2012-02-13,0.0
2012-02-15,0.0
2012-02-16,0.0
2012-02-17,0.0
2012-02-22,0.0
2012-02-24,0.0
2012-02-28,-7.6923
2012-03-01,8.3333
2012-03-02,0.0
2012-03-06,0.0
2012-03-07,3.8462
2012-03-09,-3.7037
2012-03-12,-15.3846
2012-03-14,18.1818
2012-03-26,-57.6923
2012-03-27,245.4545
2012-03-28,0.0
2012-03-29,-71.0526
2012-03-30,0.0
2012-04-02,-9.0909
2012-04-10,0.0
2012-04-18,0.0
2012-04-26,0.0
2012-04-30,-50.0
2012-05-16,100.0
2012-05-17,0.0
2012-05-18,0.0
2012-05-22,0.0
2012-06-12,0.0
2012-06-14,0.0
2012-06-27,0.0
2012-06-29,-50.0
2012-07-02,0.0
2012-07-09,0.0
2012-07-25,0.0
2012-08-01,0.0
2012-08-16,0.0
2012-08-22,0.0
2012-09-07,0.0
2012-09-10,0.0
2012-10-02,0.0
2012-10-04,0.0
2012-10-05,0.0
2012-10-12,0.0
2012-10-15,0.0
2012-10-19,0.0
2012-10-31,0.0
2012-11-01,0.0
2012-11-09,0.0
2012-11-12,0.0
2012-11-16,0.0
2012-11-19,0.0
2012-11-20,0.0
2012-11-21,0.0
2012-11-26,0.0
2012-11-27,0.0
2012-11-28,0.0
2012-12-10,0.0
2012-12-11,20.0
2012-12-17,0.0
2012-12-18,0.0
2012-12-20,0.0
2012-12-28,0.0
2012-12-31,0.0
2013-01-07,0.0
2013-01-17,0.0
2013-01-23,0.0
2013-02-07,0.0
2013-02-13,0.0
2013-02-21,0.0
2013-02-25,0.0
2013-02-27,0.0
2013-03-06,0.0
2013-03-12,0.0
2013-03-25,-16.6667
2013-03-26,0.0
2013-04-01,100.0
2013-04-03,10.0
2013-04-04,0.0
2013-04-05,0.0
2013-04-08,-27.2727
2013-04-10,0.0
2013-04-16,0.0
2013-04-17,0.0
2013-04-24,25.0
2013-04-29,-20.0
2013-05-03,0.0
2013-05-06,0.0
2013-05-08,0.0
2013-05-09,0.0
2013-05-21,-25.0
2013-05-22,-16.6667
2013-05-28,0.0
2013-05-29,120.0
2013-06-04,-27.2727
2013-06-11,62.5
2013-06-24,0.0
2013-07-08,-38.4615
2013-07-09,0.0
2013-07-19,0.0
2013-07-23,0.0
2013-07-24,0.0
2013-07-29,0.0
2013-09-09,0.0
2013-09-19,0.0
2013-09-20,0.0
2013-09-27,0.0
2013-10-01,0.0
2013-10-03,0.0
2013-10-10,0.0
2013-10-14,0.0
2013-10-17,0.0
2013-10-24,-37.5
2013-10-28,0.0
2013-10-30,0.0
2013-10-31,20.0
2013-11-01,0.0
2013-11-11,0.0
2013-11-19,66.6667
2013-11-25,-20.0
2013-11-26,0.0
2013-11-27,0.0
2013-12-09,0.0
2013-12-11,0.0
2013-12-17,0.0
2013-12-23,0.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-16,0.0
2014-01-28,0.0
2014-01-30,-25.0
2014-02-05,0.0
2014-02-07,0.0
2014-02-11,66.6667
2014-02-12,0.0
2014-02-19,-20.0
2014-02-20,0.0
2014-03-03,0.0
2014-03-05,0.0
2014-03-12,0.0
2014-03-13,0.0
2014-03-17,-25.0
2014-03-25,0.0
2014-04-04,0.0
2014-04-07,0.0
2014-04-09,116.6667
2014-04-15,0.0
2014-04-16,0.0
2014-04-23,0.0
2014-04-25,0.0
2014-04-30,0.0
2014-05-12,0.0
2014-05-16,0.0
2014-05-22,0.0
2014-05-30,0.0
2014-06-02,61.5385
2014-06-03,-14.2857
2014-06-05,-11.1111
2014-06-17,-31.25
2014-07-11,-9.0909
2014-07-17,0.0
2014-07-24,0.0
2014-07-29,0.0
2014-07-30,0.0
2014-07-31,0.0
2014-08-05,0.0
2014-08-14,0.0
2014-08-15,10.0
2014-08-21,-9.0909
2014-09-04,0.0
2014-09-18,-20.0
2014-09-26,0.0
2014-09-29,0.0
2014-09-30,0.0
2014-10-06,0.0
2014-10-09,0.0
2014-10-15,-25.0
2014-10-30,0.0
2014-11-03,0.0
2014-11-11,0.0
2014-11-24,0.0
2014-11-25,-16.6667
2014-12-01,0.0
2014-12-02,0.0
2014-12-03,0.0
2014-12-05,0.0
2014-12-08,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-15,0.0
2014-12-16,0.0
2014-12-19,0.0
2014-12-22,0.0
2015-01-12,0.0
2015-01-26,0.0
2015-02-03,0.0
2015-02-18,60.0
2015-03-02,0.0
2015-03-03,-37.5
2015-03-05,0.0
2015-03-10,0.0
2015-03-12,0.0
2015-03-30,0.0
2015-05-29,0.0
2015-06-02,0.0
2015-07-14,0.0
2015-07-24,0.0
2015-08-13,0.0
2015-10-09,20.0
2015-10-22,0.0
2015-10-29,-16.6667
2015-11-09,20.0
2015-11-10,0.0
2015-12-01,-16.6667
2015-12-15,0.0
2015-12-29,0.0
2015-12-30,0.0
2016-01-22,0.0
2016-02-09,20.0
2016-03-11,33.3333
2016-03-17,-37.5
2016-03-24,0.0
2016-03-30,0.0
2016-04-01,0.0
2016-04-15,0.0
2016-04-26,0.0
2016-05-02,0.0
2016-05-18,-40.0
2016-05-20,-33.3333
2016-05-23,0.0
2016-06-13,850.0
2016-06-14,-57.8947
2016-06-17,0.0
2016-07-14,-75.0
2016-07-20,0.0
2016-08-12,1000.0
2016-08-25,-77.2727
2016-08-30,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,400.0
2016-09-20,-92.0
2016-09-23,50.0
2016-10-10,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-14,433.3333
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-29,62.5
2016-11-30,-15.3846
2016-12-05,-27.2727
2016-12-06,0.0
2016-12-14,0.0
2016-12-15,-12.5
2016-12-16,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-28,0.0
2016-12-30,0.0
2017-01-19,0.0
2017-01-30,0.0
2017-03-06,128.5714
2017-03-13,-50.0
2017-03-21,162.5
2017-04-04,-57.1429
2017-04-07,0.0
2017-04-12,-11.1111
2017-04-21,0.0
2017-07-11,10.0
2017-07-20,81.8182
2017-07-21,-95.0
2017-07-28,200.0
2017-08-02,100.0
2017-08-21,-50.0
2017-08-23,0.0
2017-08-24,833.3333
2017-08-30,-89.2857
2017-09-06,0.0
2017-10-05,0.0
2017-10-09,0.0
2017-10-12,0.0
2017-10-25,0.0
2017-11-10,0.0
2017-12-05,0.0
2017-12-07,0.0
2017-12-12,0.0
2017-12-14,0.0
2017-12-15,53.6667
2017-12-28,-34.9241
2018-01-04,0.0
2018-01-05,33.3333
2018-01-31,134.5
2018-03-06,-68.0171
2018-03-07,200.0
2018-03-12,-55.5556
2018-03-13,-25.0
