ticker,PGGG US Equity
2005-10-18,1.1111
2005-10-19,-4.3956
2005-10-20,-12.6437
2005-10-21,-7.8947
2005-10-24,21.4286
2005-10-25,2.3529
2005-10-26,-4.5977
2005-10-27,-3.6145
2005-10-28,8.75
2005-10-31,-5.7471
2005-11-01,-6.0976
2005-11-02,11.6883
2005-11-03,-11.6279
2005-11-04,2.6316
2005-11-07,-2.5641
2005-11-08,1.3158
2005-11-09,0.0
2005-11-10,0.0
2005-11-11,0.0
2005-11-14,-9.0909
2005-11-15,9.7143
2005-11-16,4.1667
2005-11-17,-1.25
2005-11-18,-2.5316
2005-11-21,-11.6883
2005-11-22,10.2941
2005-11-23,-13.3333
2005-11-25,-7.6923
2005-11-28,0.0
2005-11-29,1.6667
2005-11-30,3.2787
2005-12-01,-9.5238
2005-12-02,3.5088
2005-12-05,-6.7797
2005-12-06,0.0
2005-12-07,0.0
2005-12-08,0.0
2005-12-09,-5.4545
2005-12-12,-3.8462
2005-12-13,-40.0
2005-12-14,66.6667
2005-12-15,-10.0
2005-12-16,-11.1111
2005-12-19,25.0
2005-12-20,-4.0
2005-12-21,-20.8333
2005-12-22,0.0
2005-12-23,-2.6316
2005-12-27,-5.4054
2005-12-28,0.0
2005-12-29,0.0
2005-12-30,0.0
2006-01-03,37.1429
2006-01-04,-6.25
2006-01-05,-22.2222
2006-01-06,0.0
2006-01-09,14.2857
2006-01-10,25.0
2006-01-11,-20.0
2006-01-12,5.0
2006-01-13,0.0
2006-01-17,-14.2857
2006-01-18,2.7778
2006-01-19,2.7027
2006-01-20,18.4211
2006-01-23,0.0
2006-01-24,-11.1111
2006-01-25,-7.5
2006-01-26,2.7027
2006-01-27,0.0
2006-01-30,0.0
2006-01-31,-2.6316
2006-02-01,0.0
2006-02-02,-5.4054
2006-02-03,8.5714
2006-02-06,-5.2632
2006-02-07,-2.7778
2006-02-08,14.2857
2006-02-09,12.5
2006-02-10,-11.1111
2006-02-13,0.0
2006-02-14,0.0
2006-02-15,0.0
2006-02-16,-2.5
2006-02-17,-2.5641
2006-02-21,18.4211
2006-02-22,-15.5556
2006-02-23,0.0
2006-02-24,0.0
2006-02-27,15.7895
2006-02-28,0.0
2006-03-01,-13.6364
2006-03-02,0.0
2006-03-06,0.0
2006-03-07,0.0
2006-03-08,-5.2632
2006-03-09,0.0
2006-03-10,11.1111
2006-03-13,-7.5
2006-03-15,0.0
2006-03-16,-2.7027
2006-03-17,0.0
2006-03-20,0.0
2006-03-21,0.0
2006-03-22,5.5556
2006-03-23,-5.2632
2006-03-24,0.0
2006-03-27,0.0
2006-03-28,0.0
2006-03-29,0.0
2006-03-30,0.0
2006-03-31,2.7778
2006-04-03,-2.7027
2006-04-04,0.0
2006-04-05,0.0
2006-04-06,0.0
2006-04-07,-13.8889
2006-04-10,-3.2258
2006-04-11,3.3333
2006-04-12,0.0
2006-04-13,16.129
2006-04-17,-8.3333
2006-04-18,-9.0909
2006-04-19,0.0
2006-04-20,33.3333
2006-04-21,-12.5
2006-04-24,0.0
2006-04-25,2.8571
2006-04-26,0.0
2006-04-27,-2.7778
2006-04-28,0.0
2006-05-01,5.7143
2006-05-02,0.0
2006-05-03,0.0
2006-05-04,2.7027
2006-05-05,-2.6316
2006-05-08,5.4054
2006-05-09,-3.8462
2006-05-10,4.0
2006-05-11,5.1282
2006-05-12,-9.7561
2006-05-15,0.0
2006-05-16,-2.7027
2006-05-18,0.0
2006-05-22,-2.7778
2006-05-23,-2.8571
2006-05-24,-8.8235
2006-05-25,3.2258
2006-05-26,-3.125
2006-05-30,0.0
2006-05-31,3.2258
2006-06-01,-3.125
2006-06-05,0.0
2006-06-06,0.0
2006-06-07,0.0
2006-06-08,16.129
2006-06-09,-8.3333
2006-06-12,12.1212
2006-06-13,-13.5135
2006-06-14,9.375
2006-06-15,0.0
2006-06-16,0.0
2006-06-19,-14.2857
2006-06-20,-3.3333
2006-06-21,10.3448
2006-06-22,-6.25
2006-06-23,0.0
2006-06-27,-3.3333
2006-06-28,3.4483
2006-06-29,-3.3333
2006-06-30,0.0
2006-07-03,0.0
2006-07-06,0.0
2006-07-07,0.0
2006-07-10,3.4483
2006-07-11,6.6667
2006-07-12,25.0
2006-07-13,0.0
2006-07-14,10.0
2006-07-17,-4.0909
2006-07-18,0.0
2006-07-19,20.8531
2006-07-20,-1.9607999999999999
2006-07-21,-2.0
2006-07-24,-4.0816
2006-07-25,-3.8298
2006-07-26,1.9912
2006-07-28,0.0
2006-07-31,8.4599
2006-08-01,-10.0
2006-08-02,0.0
2006-08-03,2.4444
2006-08-04,6.2907
2006-08-08,-2.0408
2006-08-09,0.0
2006-08-10,0.0
2006-08-11,0.0
2006-08-14,2.0833
2006-08-15,-2.0408
2006-08-16,2.0833
2006-08-17,2.0408
2006-08-18,10.0
2006-08-21,0.0
2006-08-22,3.6364
2006-08-23,1.7325
2006-08-24,0.0216
2006-08-25,0.0
2006-08-28,-2.2414
2006-08-29,-0.3527
2006-08-30,23.8938
2006-09-01,-2.8571
2006-09-05,-0.2206
2006-09-06,1.5474999999999999
2006-09-07,-4.209
2006-09-08,-0.1515
2006-09-11,-5.9181
2006-09-12,7.2581
2006-09-13,-0.7519
2006-09-14,0.0
2006-09-15,0.7576
2006-09-18,2.2556
2006-09-19,0.0
2006-09-20,0.0
2006-09-21,5.8824
2006-09-22,0.0
2006-09-25,-1.3889
2006-09-26,-1.4085
2006-09-27,0.0
2006-09-28,2.8571
2006-09-29,8.3333
2006-10-02,2.4359
2006-10-03,1.3767
2006-10-04,4.9383
2006-10-05,-5.8824
2006-10-06,-3.75
2006-10-09,7.7922
2006-10-10,-9.6386
2006-10-11,-58.6667
2006-10-12,48.3871
2006-10-13,-17.3913
2006-10-16,15.7895
2006-10-17,-9.0909
2006-10-18,-5.0
2006-10-19,2.6316
2006-10-20,-2.5641
2006-10-23,0.0
2006-10-24,-21.0526
2006-10-25,23.3333
2006-10-26,-5.4054
2006-10-30,-14.2857
2006-10-31,33.3333
2006-11-01,-12.5
2006-11-02,-14.2857
2006-11-03,16.6667
2006-11-06,2.8571
2006-11-07,5.5556
2006-11-08,-7.8947
2006-11-09,-14.2857
2006-11-10,13.3333
2006-11-13,-11.7647
2006-11-14,16.6667
2006-11-15,0.0
2006-11-16,-2.8571
2006-11-17,0.0
2006-11-20,-11.7647
2006-11-21,10.0
2006-11-22,12.1212
2006-11-24,-17.5676
2006-11-27,1.6393
2006-11-28,-3.2258
2006-11-29,0.0
2006-11-30,0.0
2006-12-01,3.3333
2006-12-04,6.4516
2006-12-05,-24.2424
2006-12-06,8.0
2006-12-07,0.0
2006-12-08,25.9259
2006-12-11,0.0
2006-12-12,-26.4706
2006-12-13,32.0
2006-12-14,-24.2424
2006-12-15,20.0
2006-12-18,3.3333
2006-12-19,-32.2581
2006-12-20,9.5238
2006-12-21,-39.1304
2006-12-22,71.4286
2006-12-26,-16.6667
2006-12-27,-25.0
2006-12-28,-26.6667
2006-12-29,36.3636
2007-01-03,0.0
2007-01-04,-20.0
2007-01-05,0.0
2007-01-08,0.0
2007-01-10,-8.3333
2007-01-11,54.5455
2007-01-12,0.0
2007-01-16,-32.3529
2007-01-17,4.3478
2007-01-18,8.3333
2007-01-19,0.0
2007-01-22,38.4615
2007-01-24,-11.1111
2007-01-26,12.5
2007-01-29,-11.1111
2007-01-30,0.0
2007-02-01,0.0
2007-02-02,-12.5
2007-02-05,14.2857
2007-02-06,-12.5
2007-02-07,0.0
2007-02-08,0.0
2007-02-09,-21.4286
2007-02-13,36.3636
2007-02-15,20.0
2007-02-16,-33.3333
2007-02-20,0.0
2007-02-21,-8.3333
2007-02-22,0.0
2007-02-23,0.0
2007-02-26,18.1818
2007-02-27,-15.3846
2007-02-28,-9.0909
2007-03-02,0.0
2007-03-05,0.0
2007-03-06,0.0
2007-03-07,0.0
2007-03-08,0.0
2007-03-12,50.0
2007-03-13,-20.0
2007-03-14,25.0
2007-03-15,0.0
2007-03-16,-3.3333
2007-03-19,37.931
2007-03-20,-15.0
2007-03-28,0.0
2007-03-29,0.0
2007-03-30,-5.8824
2007-04-02,0.0
2007-04-03,0.0
2007-04-04,-6.25
2007-04-05,0.0
2007-04-09,13.3333
2007-04-10,-14.7059
2007-04-11,0.0
2007-04-12,0.0
2007-04-13,0.0
2007-04-16,-17.2414
2007-04-18,16.6667
2007-04-19,0.0
2007-04-20,0.0
2007-04-25,0.0
2007-04-26,-21.4286
2007-04-27,27.2727
2007-05-04,0.0
2007-05-08,0.0
2007-05-10,0.0
2007-05-11,0.0
2007-05-14,-28.5714
2007-05-15,40.0
2007-05-16,-28.5714
2007-05-24,10.0
2007-06-01,-9.0909
2007-06-05,0.0
2007-06-06,0.0
2007-06-07,0.0
2007-06-08,0.0
2007-06-12,0.0
2007-06-13,0.0
2007-06-14,0.0
2007-06-15,-20.0
2007-06-18,0.0
2007-06-19,0.0
2007-06-20,0.0
2007-06-21,0.0
2007-06-22,0.0
2007-06-25,0.0
2007-06-26,0.0
2007-06-27,0.0
2007-06-29,25.0
2007-07-02,0.0
2007-07-03,-20.0
2007-07-05,0.0
2007-07-06,0.0
2007-07-09,25.0
2007-07-10,-40.0
2007-07-11,66.6667
2007-07-12,-20.0
2007-07-13,0.0
2007-07-17,0.0
2007-07-18,0.0
2007-07-19,0.0
2007-07-24,-31.25
2007-07-25,-9.0909
2007-07-27,0.0
2007-08-03,140.0
2007-08-17,-75.0
2007-08-21,33.3333
2007-08-22,0.0
2007-08-28,0.0
2007-08-30,0.0
2007-08-31,0.0
2007-09-04,0.0
2007-09-05,0.0
2007-09-06,0.0
2007-09-07,0.0
2007-09-10,0.0
2007-09-13,-25.0
2007-09-14,0.0
2007-09-17,0.0
2007-09-19,66.6667
2007-09-20,-40.0
2007-09-25,0.0
2007-09-27,33.3333
2007-09-28,-25.0
2007-10-01,0.0
2007-10-02,0.0
2007-10-04,0.0
2007-10-05,33.3333
2007-10-08,12.5
2007-10-09,-33.3333
2007-10-10,33.3333
2007-10-15,0.0
2007-10-16,-25.0
2007-10-17,0.0
2007-10-18,0.0
2007-10-19,0.0
2007-10-23,0.0
2007-10-26,0.0
2007-10-30,0.0
2007-10-31,0.0
2007-11-05,-83.3333
2007-11-06,500.0
2007-11-08,-66.6667
2007-11-12,0.0
2007-11-14,0.0
2007-11-15,400.0
2007-11-16,-80.0
2007-11-19,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-26,0.0
2007-11-27,10.0
2007-11-29,-9.0909
2007-12-04,0.0
2007-12-05,0.0
2007-12-06,0.0
2007-12-07,0.0
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,0.0
2007-12-13,100.0
2007-12-14,25.0
2007-12-17,-60.0
2007-12-19,0.0
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,55.0
2007-12-26,29.0323
2007-12-27,0.0
2007-12-28,0.0
2007-12-31,-44.375
2008-01-03,-10.1124
2008-01-16,0.0
2008-01-18,10.0
2008-01-24,9.0909
2008-01-25,0.0
2008-02-05,-58.3333
2008-02-11,0.0
2008-02-13,20.0
2008-02-19,0.0
2008-03-06,-16.6667
2008-03-07,20.0
2008-03-11,-16.6667
2008-03-12,0.0
2008-03-17,0.0
2008-03-27,-57.5
2008-04-18,0.0
2008-04-25,0.0
2008-05-09,3194.1176
2008-05-12,-14.2857
2008-05-22,-96.4583
2008-05-27,0.0
2008-06-03,0.0
2008-06-05,0.0
2008-06-09,0.0
2008-06-12,0.0
2008-06-20,0.0
2008-06-25,0.0
2008-07-25,370.5882
2008-07-30,-88.75
2008-08-05,0.0
2008-08-08,0.0
2008-08-11,-72.2222
2008-08-12,0.0
2008-08-14,0.0
2008-08-18,60.0
2008-08-20,0.0
2008-08-28,0.0
2008-09-03,0.0
2008-09-12,0.0
2008-09-18,25.0
2008-09-25,0.0
2008-09-26,0.0
2008-10-02,0.0
2008-10-03,0.0
2008-10-13,0.0
2008-10-17,0.0
2008-10-21,-20.0
2008-10-30,0.0
2008-11-11,0.0
2008-11-13,0.0
2008-12-09,0.0
2008-12-18,0.0
2009-02-27,0.0
2009-03-11,-75.0
2009-03-19,0.0
2009-03-23,0.0
2009-04-29,300.0
2009-05-05,0.0
2009-07-15,-75.0
2009-08-28,0.0
2009-10-07,0.0
2009-10-15,0.0
2009-11-16,0.0
2009-12-08,0.0
2009-12-28,0.0
2009-12-31,0.0
2010-01-25,0.0
2010-01-27,0.0
2010-03-10,0.0
2010-04-13,0.0
2010-04-20,700.0
2010-05-06,0.0
2010-05-19,-87.5
2010-05-21,700.0
2010-06-04,0.0
2010-06-15,-87.5
2010-06-22,0.0
2010-07-20,0.0
2010-07-26,0.0
2010-11-24,0.0
2010-12-16,0.0
2012-01-05,850.0
2012-02-14,-89.4737
2012-02-27,0.0
2012-02-29,0.0
2012-03-16,0.0
2012-05-24,0.0
2012-07-12,0.0
2012-07-13,0.0
2012-09-10,0.0
2012-10-25,0.0
2012-11-20,0.0
2012-12-05,0.0
2012-12-06,0.0
2012-12-21,0.0
2013-02-20,0.0
2013-02-25,0.0
2013-09-06,0.0
2014-03-06,-20.0
2014-08-28,25.0
2014-11-19,0.0
2014-12-02,-60.0
2014-12-30,150.0
2015-02-13,700.0
2015-02-19,-87.5
2015-03-09,0.0
2015-06-18,700.0
2015-07-29,-99.1
2015-07-30,1983.3333
2015-11-12,-33.3333
2016-04-27,0.0
2016-06-01,0.0
2016-08-10,0.0
2017-02-09,700.0
2017-05-17,-87.5
2017-06-16,-92.0
2017-09-19,900.0
2017-10-25,900.0
2017-11-01,-99.0
2017-12-22,900.0
2017-12-28,-90.0
2018-02-27,900.0
2018-06-06,0.0
2018-07-16,-90.0
2018-08-22,900.0
2018-08-28,-99.0
2018-09-13,9900.0
2018-10-04,0.0
2018-10-15,0.0
2018-10-23,0.0
2018-12-07,-99.0
2018-12-11,19900.0001
2018-12-12,-50.0
2018-12-17,-99.0
2018-12-27,19900.0001
2018-12-31,-95.0
2019-01-09,1900.0001
2019-01-15,0.0
2019-02-12,0.0
2019-02-21,-99.5
2019-03-18,19900.0001
2019-03-26,0.0
2019-03-27,0.0
2019-04-01,0.0
2019-04-30,0.0
2019-05-14,-99.5
2019-05-15,900.0
2019-05-16,0.0
2019-05-17,1900.0001
2019-05-20,0.0
2019-05-30,-99.5
2019-06-10,19900.0001
2019-06-19,0.0
2019-07-09,0.0
2019-07-17,0.0
2019-07-29,0.0
2019-09-17,-99.5
2019-10-07,9900.0
2019-10-22,100.0
2019-10-29,-50.0
2019-12-30,-99.0
2020-01-03,9900.0
2020-01-16,0.0
2020-01-23,0.0
2020-02-18,0.0
2020-02-27,0.0
2020-03-05,0.0
2020-03-09,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-05-06,0.0
2020-05-21,0.0
2020-05-26,-72.0
2020-06-11,257.1429
2020-06-18,1900.0
2020-06-23,-50.0
2020-06-29,0.0
2020-07-23,-90.0
2020-07-30,0.0
