ticker,CDFT US Equity
2012-03-07,-1.1662
2012-03-08,-0.885
2012-03-12,-4.7619
2012-03-13,-12.5
2012-03-14,0.0
2012-03-15,0.0
2012-03-19,-8.5714
2012-03-20,-4.2969
2012-03-21,-34.2857
2012-03-26,26.7081
2012-03-30,172.549
2012-04-02,-13.6691
2012-04-03,-23.3333
2012-04-04,52.1739
2012-04-05,0.0
2012-04-09,0.0
2012-04-11,28.5714
2012-04-12,-11.1111
2012-04-13,-12.5
2012-04-16,0.0
2012-04-18,42.8571
2012-04-19,-15.0
2012-04-20,-17.647100000000002
2012-04-23,71.4286
2012-04-24,4.1667
2012-04-25,-20.0
2012-04-26,24.0
2012-04-27,-43.5484
2012-04-30,-31.4286
2012-05-01,4.1667
2012-05-02,-20.0
2012-05-03,-10.0
2012-05-04,11.1111
2012-05-07,0.0
2012-05-09,-30.0
2012-05-10,0.0
2012-05-11,25.0
2012-05-14,42.8571
2012-05-15,0.0
2012-05-16,8.0
2012-05-17,-25.9259
2012-05-18,0.0
2012-05-23,-2.5
2012-05-24,-15.3846
2012-05-25,15.1515
2012-05-29,-21.0526
2012-05-30,3.3333
2012-05-31,38.7097
2012-06-01,-30.2326
2012-06-06,-16.6667
2012-06-11,0.0
2012-06-15,0.0
2012-06-19,0.0
2012-06-20,0.0
2012-06-21,0.0
2012-06-27,0.0
2012-07-09,0.0
2012-07-12,-20.0
2012-07-13,10.0
2012-07-19,-9.0909
2012-07-31,47.5
2012-08-03,35.5932
2012-08-07,0.0
2012-08-08,0.0
2012-08-09,-25.0
2012-08-10,0.0
2012-08-13,0.0
2012-08-14,0.0
2012-08-16,16.6667
2012-08-21,28.5714
2012-08-24,0.0
2012-08-27,0.0
2012-08-28,-8.8889
2012-08-29,9.7561
2012-08-30,-11.1111
2012-09-05,-10.0
2012-09-06,22.2222
2012-09-07,0.0
2012-09-17,2.2727
2012-09-18,0.0
2012-09-19,-13.3333
2012-09-20,-23.0769
2012-09-21,-26.6667
2012-09-24,-18.1818
2012-09-25,-5.5556
2012-09-26,17.647100000000002
2012-09-27,0.0
2012-10-01,0.0
2012-10-02,-55.0
2012-10-03,0.0
2012-10-04,-25.6944
2012-10-05,25.2336
2012-10-08,-10.4478
2012-10-09,-13.3333
2012-10-10,-7.6923
2012-10-11,-16.6667
2012-10-12,-40.0
2012-10-15,-39.5833
2012-10-16,37.931
2012-10-17,-15.0
2012-10-18,-29.4118
2012-10-19,125.0
2012-10-22,151.8519
2012-10-23,-5.8824
2012-10-24,-56.25
2012-10-25,-42.8571
2012-10-26,143.75
2012-10-31,2.5641
2012-11-01,-30.0
2012-11-02,14.2857
2012-11-05,121.875
2012-11-06,-59.1549
2012-11-07,-27.5862
2012-11-08,-16.6667
2012-11-09,-8.5714
2012-11-12,0.0
2012-11-13,18.75
2012-11-14,21.0526
2012-11-15,-30.4348
2012-11-16,31.25
2012-11-19,14.2857
2012-11-20,-16.6667
2012-11-21,0.0
2012-11-26,-27.5
2012-11-27,-17.2414
2012-11-28,25.0
2012-11-29,-26.6667
2012-11-30,200.0
2012-12-03,-22.7273
2012-12-04,-5.8824
2012-12-05,6.25
2012-12-06,-27.451
2012-12-07,64.8649
2012-12-11,-34.4262
2012-12-12,32.5
2012-12-13,-24.5283
2012-12-14,0.0
2012-12-17,-12.5
2012-12-18,-17.1429
2012-12-19,31.0345
2012-12-20,-44.7368
2012-12-21,42.8571
2012-12-24,0.0
2012-12-26,-3.3333
2012-12-27,0.0
2012-12-28,-10.3448
2012-12-31,15.3846
2013-01-02,-3.3333
2013-01-03,-17.2414
2013-01-04,8.3333
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,-7.6923
2013-01-10,0.0
2013-01-11,58.3333
2013-01-14,-7.8947
2013-01-15,-8.5714
2013-01-16,9.375
2013-01-17,105.7143
2013-01-18,11.1111
2013-01-22,-30.0
2013-01-23,-5.3571
2013-01-24,1.8868
2013-01-25,-5.5556
2013-01-28,13.7255
2013-01-29,-17.2414
2013-01-30,27.0833
2013-01-31,4.918
2013-02-01,0.0
2013-02-04,17.1875
2013-02-05,-25.3333
2013-02-06,0.0
2013-02-07,37.5
2013-02-08,27.2727
2013-02-11,43.8776
2013-02-12,-11.3475
2013-02-13,42.4
2013-02-14,7.8652
2013-02-15,16.6667
2013-02-19,65.1786
2013-02-20,-13.5135
2013-02-21,2.5
2013-02-22,-2.439
2013-02-25,-5.0
2013-02-26,-15.7895
2013-02-27,-9.375
2013-02-28,-18.1034
2013-03-01,-11.5789
2013-03-04,42.8571
2013-03-05,-20.0
2013-03-06,8.3333
2013-03-07,6.7308
2013-03-08,2.2523
2013-03-11,-22.467
2013-03-12,0.0
2013-03-13,-9.0909
2013-03-14,0.0
2013-03-15,0.0
2013-03-18,-5.0
2013-03-19,1.3158
2013-03-20,-2.5974
2013-03-21,28.0
2013-03-22,-3.125
2013-03-25,11.828
2013-03-26,-0.9615
2013-03-27,-3.8834999999999997
2013-03-28,-19.1919
2013-04-01,-6.875
2013-04-02,-3.3557
2013-04-03,-1.3889
2013-04-04,8.4507
2013-04-05,1.9481000000000002
2013-04-08,-3.1847
2013-04-09,15.7895
2013-04-10,7.9545
2013-04-11,-14.7368
2013-04-12,-1.2346
2013-04-15,8.75
2013-04-16,-6.8966
2013-04-17,-2.4691
2013-04-19,1.2658
2013-04-22,-1.25
2013-04-23,-18.9873
2013-04-24,0.0
2013-04-25,0.0
2013-04-26,10.9375
2013-04-29,-7.7465
2013-04-30,1.5267
2013-05-01,6.015
2013-05-02,0.0
2013-05-03,-14.8936
2013-05-06,-13.3333
2013-05-07,-7.6923
2013-05-08,0.0
2013-05-09,31.25
2013-05-10,-30.1587
2013-05-13,-61.3636
2013-05-14,-52.9412
2013-05-15,31.25
2013-05-16,-23.8095
2013-05-17,-18.75
2013-05-20,-15.3846
2013-05-21,-9.0909
2013-05-22,-20.0
2013-05-23,25.0
2013-05-24,10.0
2013-05-28,-9.0909
2013-05-29,-40.0
2013-05-30,33.3333
2013-05-31,0.0
2013-06-03,25.0
2013-06-04,-40.0
2013-06-06,33.3333
2013-06-07,0.0
2013-06-10,-25.0
2013-06-11,0.0
2013-06-13,-50.0
2013-07-08,11.1111
2013-07-19,-20.0
2013-07-23,22.5
2013-07-26,-48.9796
2013-08-05,0.0
2013-08-06,-20.0
2013-08-07,0.0
2013-08-08,250.0
2013-08-26,0.0
2013-08-27,14.2857
2013-08-28,12.5
2013-08-29,33.3333
2013-09-04,8.3333
2013-09-09,61.5385
2013-12-09,-76.1905
2013-12-12,0.0
2013-12-16,0.0
2014-01-27,0.0
2014-01-29,0.0
2014-01-30,-60.0
2014-01-31,20.0
2014-02-11,-83.3333
2014-02-12,0.0
2014-02-13,25.0
2014-02-14,-24.0
2014-02-18,-63.1579
2014-02-19,42.8571
2014-02-21,30.0
2014-02-27,-50.7692
2014-02-28,56.25
2014-03-03,-25.0
2014-03-04,406.6667
2014-03-05,60.5263
2014-03-06,178.6885
2014-03-07,-35.2941
2014-03-10,13.6364
2014-03-11,-16.8
2014-03-12,-26.9231
2014-03-13,-6.5789
2014-03-14,-15.493
2014-03-17,-14.1667
2014-03-18,-12.6214
2014-03-19,22.2222
2014-03-20,23.6364
2014-04-04,-88.2353
2014-04-07,-37.5
2014-04-08,-60.0
2014-04-09,150.0
2014-04-11,-40.0
2014-04-14,33.3333
2014-04-15,0.0
2014-04-16,-12.5
2014-04-17,42.8571
2014-04-21,-40.0
2014-04-22,0.0
2014-04-24,0.0
2014-04-25,66.6667
2014-04-28,20.0
2014-05-05,0.0
2014-05-06,0.0
2014-05-08,-55.8333
2014-05-09,88.6792
2014-05-13,0.0
2014-05-19,-40.0
2014-05-22,-33.3333
2014-05-30,0.0
2014-06-02,0.0
2014-06-04,0.0
2014-06-05,100.0
2014-06-06,0.0
2014-06-30,-90.0
2014-07-01,-87.5
2014-07-17,100.0
2014-07-24,0.0
2014-07-25,200.0
2014-07-29,-83.3333
2014-09-02,-75.0
2014-09-03,50.0
2014-09-09,-33.3333
2014-09-25,50.0
2014-10-23,-33.3333
2014-11-25,0.0
2014-12-01,0.0
2014-12-02,0.0
2014-12-16,0.0
2014-12-22,150.0
2014-12-23,60.0
2014-12-24,0.0
2014-12-29,0.0
2014-12-30,-37.5
2015-01-07,60.0
2015-01-09,100.0
2015-01-20,12.5
2015-01-27,0.0
2015-03-13,-11.1111
2015-03-24,0.0
2015-03-31,0.0
2015-04-16,0.0
2015-04-17,12.5
2015-04-28,4344.4444
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,-98.0
2015-10-16,-87.5
2015-12-18,700.0
2016-07-20,-87.5
2016-09-12,0.0
2016-10-04,0.0
2017-09-26,-20.0
2018-09-17,-99.0
2018-10-29,9900.0
2019-05-14,-99.0
