ticker,SELSF US Equity
2000-11-09,0.0
2000-11-10,-8.2353
2000-11-15,7.6923
2000-11-21,-29.7619
2000-11-28,5.0847
2000-12-01,11.2903
2000-12-06,-7.2464
2001-01-08,37.5
2001-01-17,-1.1364
2001-01-23,-14.9425
2001-01-24,21.6216
2001-01-25,-8.8889
2001-01-29,-2.439
2001-02-05,-30.0
2001-02-06,0.0
2001-02-07,-3.5714
2001-03-02,-3.7037
2001-03-05,-3.8462
2001-03-08,4.0
2001-03-13,-7.6923
2001-03-20,-2.0833
2001-03-21,0.0
2001-03-23,-6.383
2001-03-26,0.0
2001-03-27,4.5455
2001-03-28,0.0
2001-04-02,-8.6957
2001-04-03,0.0
2001-04-09,0.0
2001-04-10,4.7619
2001-04-12,-2.2727
2001-04-17,6.9767
2001-04-18,-13.0435
2001-04-20,5.0
2001-04-24,0.0
2001-04-26,4.7619
2001-04-27,0.0
2001-04-30,-9.0909
2001-05-01,-5.0
2001-05-03,10.526299999999999
2001-05-08,4.7619
2001-05-09,2.2727
2001-05-14,-2.2222
2001-05-16,13.6364
2001-05-17,10.0
2001-05-18,-6.9091000000000005
2001-05-22,3.5156
2001-05-23,1.8868
2001-05-25,-3.7037
2001-05-29,0.0
2001-06-01,-5.7692
2001-06-12,-4.0816
2001-06-22,-1.0638
2001-06-28,-13.9785
2001-07-06,25.0
2001-07-11,0.0
2001-07-20,-5.2
2001-07-24,1.2658
2001-07-25,-6.25
2001-07-27,13.3333
2001-07-31,-3.9215999999999998
2001-08-02,-2.0408
2001-08-09,-8.3333
2001-08-15,5.4545
2001-08-28,-21.3362
2001-08-29,-2.7397
2001-09-07,2.8169
2001-09-18,1.3699
2001-09-20,-11.6216
2001-09-25,7.0336
2001-10-04,-11.4286
2001-10-16,12.9032
2001-10-17,0.0
2001-10-18,11.4286
2001-10-19,-12.8205
2001-11-07,5.8824
2001-11-13,-25.0
2001-11-14,-18.5185
2001-11-15,-4.5455
2001-11-21,-61.9048
2001-12-05,37.5
2001-12-06,27.2727
2001-12-11,-21.4286
2001-12-19,-27.2727
2001-12-21,18.75
2001-12-27,21.0526
2001-12-31,21.7391
2002-01-02,-21.4286
2002-01-07,45.4545
2002-01-09,12.5
2002-02-26,-38.8889
2002-03-06,22.7273
2002-03-11,-18.5185
2002-03-12,13.6364
2002-03-13,8.0
2002-04-17,66.6667
2002-04-26,-2.2222
2002-05-10,-9.0909
2002-05-14,0.0
2002-05-21,0.0
2002-05-22,20.0
2002-05-23,0.0
2002-06-10,-4.1667
2002-07-02,30.4348
2002-07-08,-13.3333
2002-07-17,3.8462
2002-07-18,-7.4074
2002-07-19,4.0
2002-07-22,7.6923
2002-07-23,-7.1429
2002-07-25,-7.6923
2002-08-01,-8.3333
2002-08-23,-15.9091
2002-11-15,-21.6216
2002-12-12,37.931
2002-12-27,-5.0
2003-01-07,26.3158
2003-02-06,-4.1667
2003-05-15,-13.0435
2003-06-06,-36.0
2003-06-20,-29.6875
2003-10-17,77.7778
2003-10-27,50.0
2003-10-28,-5.8333
2003-11-12,6.1947
2003-11-20,18.75
2003-12-12,-8.7719
2003-12-15,15.3846
2004-01-02,-20.0
2004-01-09,-12.5
2004-01-26,21.4286
2004-02-06,-3.9215999999999998
2004-02-25,18.3673
2004-03-02,-1.7241
2004-03-15,0.0
2004-03-17,1.7544
2004-03-19,3.4483
2004-03-25,-6.6667
2004-03-26,5.3571
2004-06-07,-15.2542
2004-06-24,8.0
2004-07-08,-25.9259
2004-07-29,19.0
2004-08-27,-24.3697
2004-08-30,11.1111
2004-08-31,1.0
2004-09-01,-10.8911
2004-09-07,11.1111
2004-09-08,0.0
2004-09-09,-5.0
2004-09-13,5.2632
2004-09-14,0.0
2004-09-15,0.0
2004-09-16,0.0
2004-09-17,0.0
2004-09-21,0.0
2004-10-06,30.0
2004-11-12,-7.6923
2004-11-16,0.0
2004-11-22,-2.5
2004-11-24,27.3504
2004-11-26,-6.0403
2004-11-29,-1.7856999999999998
2004-12-07,-12.7273
2004-12-08,-5.0
2004-12-15,-3.5088
2004-12-16,-1.8182
2004-12-22,1.8519
2005-01-05,-2.7273
2005-01-07,-6.5421
2005-01-18,15.0
2005-02-02,4.3478
2005-02-03,0.0
2005-02-04,0.0
2005-03-24,-8.3333
2005-04-05,0.0
2005-04-27,-4.5455
2005-05-17,5.7143
2005-05-25,8.1081
2005-05-26,50.0
2005-05-27,39.3403
2005-05-31,49.5141
2005-06-02,-33.3333
2005-06-03,-18.4
2005-06-06,18.1373
2005-06-07,16.1826
2005-06-08,-1.4285999999999999
2005-06-09,-13.0435
2005-06-10,33.3333
2005-06-13,-1.875
2005-06-14,0.3185
2005-06-15,-7.9365
2005-06-16,3.4483
2005-06-17,-3.3333
2005-06-20,1.7241
2005-06-23,-4.4068
2005-06-24,9.9291
2005-06-27,-3.2258
2005-06-29,-1.6667
2005-07-05,6.7797
2005-07-06,-7.9365
2005-07-07,3.4483
2005-07-12,3.3333
2005-07-13,12.9032
2005-07-14,14.2857
2005-07-21,-2.5
2005-07-22,0.0
2005-07-25,2.5641
2005-07-27,-9.5
2005-08-02,19.889499999999998
2005-08-03,-5.53
2005-08-04,3.6585
2005-08-05,-2.3529
2005-08-15,-0.241
2005-08-16,2.1739
2005-08-18,-3.0733
2005-08-19,-4.878
2005-08-25,0.2564
2005-08-26,7.4169
2005-08-29,25.0
2005-08-31,10.4762
2005-09-01,3.4483
2005-09-02,0.8333
2005-09-22,-59.5041
2005-09-27,22.449
2005-09-28,3.3333
2005-10-06,-12.5806
2005-10-17,12.6153
2005-10-19,-24.6365
2005-10-20,4.7826
2005-10-28,0.0
2005-10-31,4.1494
2005-11-04,-2.3904
2005-11-28,3.6734999999999998
2005-12-07,-29.1339
2005-12-14,2.7778
2005-12-19,-2.7027
2005-12-20,0.0
2005-12-21,-2.7778
2005-12-22,3.4286
2005-12-23,-0.5525
2005-12-28,0.0
2005-12-29,0.0
2006-01-03,16.6667
2006-01-17,42.381
2006-01-23,10.3679
2006-01-31,-8.7879
2006-02-01,-18.6047
2006-02-07,-2.0408
2006-02-10,-4.1667
2006-02-15,-2.1739
2006-02-17,2.6667
2006-02-23,-0.4329
2006-03-08,41.3043
2006-03-09,4.6154
2006-03-20,0.0
2006-03-21,0.0
2006-03-22,-10.2941
2006-03-24,1.6393
2006-03-28,-12.8024
2006-04-10,3.5838
2006-04-11,0.0
2006-04-18,8.9286
2006-04-21,-7.8689
2006-04-28,-7.4733
2006-05-01,15.3846
2006-05-02,0.0
2006-05-08,0.3333
2006-05-10,-4.9834
2006-05-11,-3.4965
2006-05-23,-7.6087
2006-06-05,13.7255
2006-06-08,-10.3448
2006-06-14,0.0
2006-06-26,11.538499999999999
2006-06-27,-3.4483
2006-07-06,1.4732
2006-07-13,-3.2116
2006-07-25,0.0
2006-07-28,9.0909
2006-08-09,-16.2083
2006-08-18,33.267
2006-08-24,7.4627
2006-08-29,0.0
2006-08-30,4.1667
2006-08-31,0.0
2006-09-05,2.6667
2006-09-06,-3.8961
2006-09-11,-19.2905
2006-11-03,-12.9343
2006-12-07,-4.3029
2006-12-15,0.9545
2007-01-19,11.4705
2007-02-12,-1.0714
2007-02-13,0.722
2007-02-15,0.7168
2007-02-16,1.0676
2007-02-23,-5.6338
2007-02-26,-3.3582
2007-02-28,-9.2664
2007-03-01,8.5106
2007-03-07,18.0392
2007-03-08,15.9468
2007-03-09,-3.1519
2007-03-13,0.2959
2007-03-21,-2.6549
2007-03-22,-3.0303
2007-03-26,8.6914
2007-04-02,9.6496
2007-04-10,-10.8489
2007-04-13,7.6471
2007-04-16,-7.1038
2007-04-17,34.1176
2007-04-18,-3.5088
2007-04-19,-1.1364
2007-04-20,-1.1494
2007-04-23,-3.532
2007-04-24,0.2863
2007-04-25,-1.4423
2007-04-26,3.6585
2007-05-03,-5.8824
2007-05-07,-2.5
2007-05-09,2.0513
2007-05-10,-5.0565
2007-05-11,-4.7304
2007-05-16,-9.1667
2007-05-25,7.0336
2007-06-01,47.9464
2007-06-12,-8.3042
2007-06-15,12.3996
2007-06-19,3.0566
2007-06-21,-0.9091
2007-06-28,0.0
2007-07-05,4.0367
2007-07-10,2.9652
2007-07-11,1.0598
2007-07-17,33.1356
2007-07-18,-18.5232
2007-07-19,-10.1563
2007-07-20,9.2174
2007-07-30,20.8798
2007-08-07,-22.9376
2007-08-08,8.3547
2007-08-13,-10.4713
2007-08-16,-3.0837
2007-08-20,-14.6705
2007-08-24,3.2095
2007-08-28,19.6774
2007-08-29,-0.097
2007-09-04,-3.3024
2007-09-05,5.9487
2007-09-10,-10.4182
2007-09-17,-9.6896
2007-09-18,5.2474
2007-09-19,6.2600999999999996
2007-09-21,-4.9948
2007-10-09,16.2745
2007-10-10,-1.2121
2007-10-12,0.7148
2007-10-18,-3.7288
2007-10-22,0.033
2007-10-23,-4.081
2007-10-25,9.3578
2007-10-26,-9.6267
2007-10-29,0.2553
2007-10-31,-7.5926
2007-11-06,7.1894
2007-11-07,-9.979
2007-11-09,1.8302
2007-11-29,-14.7228
2007-12-03,-15.2616
2007-12-10,3.8631
2007-12-13,-2.9042
2007-12-14,-2.0465
2007-12-19,-4.7143
2007-12-24,-4.048
2008-01-03,9.0625
2008-01-16,-19.7708
2008-01-24,26.0714
2008-01-25,3.5411
2008-02-06,-16.5527
2008-02-11,-4.0984
2008-02-12,-9.4017
2008-02-28,14.3396
2008-02-29,13.8614
2008-03-24,-23.7681
2008-03-25,5.7034
2008-04-22,2.8777
2008-05-20,1.5734
2008-06-02,-15.5981
2008-06-20,-14.963
2008-06-26,9.8321
2008-06-27,-3.0568
2008-07-02,9.009
2008-07-24,9.2975
2008-08-08,0.7561
2008-08-11,0.1876
2008-08-12,0.1873
2008-09-03,-27.2897
2008-09-16,-27.2494
2008-09-22,59.364
2008-12-05,-57.7882
2009-02-17,-22.2587
2009-02-26,14.8649
2009-03-19,-30.8088
2009-03-23,29.2242
2009-03-24,0.0
2009-04-16,10.526299999999999
2009-05-21,3.7946
2009-06-02,2.0789
2009-06-03,1.6854
2009-06-04,-10.4972
2009-06-05,10.2623
2009-06-08,0.0
2009-07-20,1.1197
2009-07-24,22.352899999999998
2009-07-27,10.4072
2009-08-14,-3.5348
2009-09-01,8.762599999999999
2009-09-02,-1.1719
2009-09-14,12.253
2009-11-17,104.9296
2009-11-18,-7.3239
2009-11-20,-3.2677
2009-12-02,10.781
2009-12-04,-7.0934
2009-12-08,5.0279
2009-12-14,-3.9007
2009-12-16,4.059
2009-12-17,-2.5266
2009-12-18,3.6835
2009-12-23,7.193
2009-12-29,17.6146
2009-12-30,-1.1132
2009-12-31,6.6139
2010-01-04,21.4321
2010-01-05,-2.6359
2010-01-06,2.7072000000000003
2010-01-07,-0.2853
2010-01-08,3.5972
2010-01-11,11.0877
2010-01-12,-0.7578
2010-01-13,-2.7798
2010-01-14,-1.7671000000000001
2010-01-15,-1.6615
2010-01-19,22.9929
2010-01-20,1.8798
2010-01-21,-5.1095
2010-01-22,-0.5128
2010-01-25,11.1684
2010-01-26,-10.4811
2010-01-27,-10.1651
2010-01-29,16.0841
2010-02-01,5.1325
2010-02-02,0.315
2010-02-03,-0.9419
2010-02-08,-0.1585
2010-02-09,-4.3056
2010-02-12,6.5416
2010-02-16,-0.5352
2010-02-17,-2.9544
2010-02-19,4.6573
2010-02-22,-0.1348
2010-02-24,-2.0062
2010-02-25,-7.4508
2010-02-26,4.4773
2010-03-01,5.5375
2010-03-02,-1.2346
2010-03-04,2.2949
2010-03-05,0.0955
2010-03-08,4.8355
2010-03-09,20.0146
2010-03-10,7.0952
2010-03-11,0.7715
2010-03-12,-1.2292
2010-03-15,1.7778
2010-03-17,0.2026
2010-03-19,2.6776
2010-03-23,17.3514
2010-03-24,19.1667
2010-03-25,3.9627
2010-03-26,29.6712
2010-03-29,19.5965
2010-03-30,-32.3042
2010-03-31,-3.1813
2010-04-01,17.5368
2010-04-05,14.2438
2010-04-06,1.7968
2010-04-07,-5.5204
2010-04-08,-9.7573
2010-04-09,-5.1104
2010-04-12,-5.5851
2010-04-13,-13.5123
2010-04-14,-11.028
2010-04-15,32.3343
2010-04-16,5.1176
2010-04-20,-10.4071
2010-04-21,-4.2223
2010-04-22,15.8465
2010-04-23,-1.3154
2010-04-26,1.2239
2010-04-27,-4.0
2010-04-29,1.4708
2010-04-30,1.203
2010-05-03,-0.6258
2010-05-04,0.0888
2010-05-05,-3.5684
2010-05-06,-2.0451
2010-05-07,-4.0057
2010-05-10,9.7476
2010-05-11,-3.6536999999999997
2010-05-12,2.9026
2010-05-17,-1.3825
2010-05-19,5.9028
2010-05-21,-6.8197
2010-05-25,-2.1816
2010-05-26,5.9982
2010-05-27,0.8357
2010-05-28,-1.9057
2010-06-02,2.9032999999999998
2010-06-03,0.4876
2010-06-07,-5.9058
2010-06-08,-0.2556
2010-06-10,3.4954
2010-06-11,-0.3971
2010-06-16,-6.5501000000000005
2010-06-17,0.6239
2010-06-21,-1.5316999999999998
2010-06-22,0.1481
2010-06-23,-0.9246
2010-06-24,-1.2038
2010-06-25,-0.2172
2010-06-28,-1.2117
2010-06-29,-4.5228
2010-06-30,-3.5478
2010-07-02,-4.3806
2010-07-06,-2.2362
2010-07-07,0.7124
2010-07-08,9.2949
2010-07-13,-3.7314
2010-07-15,12.4895
2010-07-19,4.725
2010-07-20,-11.1904
2010-07-22,-2.1687
2010-07-23,1.9704000000000002
2010-07-26,-3.5427
2010-07-28,8.7803
2010-07-29,1.0887
2010-08-06,-2.7327
2010-08-09,-0.1073
2010-08-10,4.4678
2010-08-11,-0.6871
2010-08-13,5.8735
2010-08-16,-3.9829
2010-08-17,3.912
2010-08-18,-0.1559
2010-08-19,-3.7573
2010-08-20,-2.0772
2010-08-23,-5.5303
2010-08-24,-4.571
2010-08-26,-11.5861
2010-08-27,-4.2533
2010-08-30,19.4193
2010-08-31,-11.2116
2010-09-01,5.828
2010-09-02,3.3562
2010-09-03,6.1948
2010-09-07,1.612
2010-09-09,-1.8094999999999999
2010-09-10,3.8877
2010-09-13,1.5163
2010-09-14,3.0783
2010-09-15,7.7516
2010-09-16,4.0259
2010-09-17,-10.9762
2010-09-22,-0.9542
2010-09-24,-4.8496
2010-09-27,3.2003
2010-09-29,4.6708
2010-10-01,0.2286
2010-10-04,2.7872
2010-10-05,6.2042
2010-10-06,0.7772
2010-10-07,0.2322
2010-10-08,-1.3569
2010-10-12,2.9566
2010-10-13,3.6904
2010-10-14,3.2055
2010-10-15,2.7938
2010-10-18,9.8645
2010-10-19,-8.5474
2010-10-20,8.528
2010-10-21,-4.1021
2010-10-22,-4.6671
2010-10-25,7.2246
2010-10-26,0.7275
2010-10-29,1.3860000000000001
2010-11-01,0.4071
2010-11-02,1.1723
2010-11-03,-1.2055
2010-11-04,2.7445
2010-11-05,-0.5264
2010-11-08,-5.1161
2010-11-09,-2.0285
2010-11-10,1.7966
2010-11-11,-4.2147
2010-11-12,2.16
2010-11-16,-3.1536
2010-11-17,-1.405
2010-11-18,-1.5148000000000001
2010-11-22,3.2281
2010-11-26,-8.2815
2010-11-29,14.7854
2010-11-30,-0.3704
2010-12-02,2.3255
2010-12-03,-1.4774
2010-12-06,-5.2432
2010-12-07,2.427
2010-12-08,-4.7785
2010-12-09,2.0969
2010-12-13,-2.1128
2010-12-15,-5.025
2010-12-16,-0.8131
2010-12-17,0.8317
2010-12-20,-2.9505
2010-12-21,8.6221
2010-12-22,4.5331
2010-12-23,-0.3851
2010-12-29,-2.0303
2010-12-30,2.0724
2011-01-04,4.0968
2011-01-05,-0.7427
2011-01-06,0.6993
2011-01-07,0.6667
2011-01-10,-0.0931
2011-01-11,0.6456
2011-01-13,-1.2075
2011-01-18,0.0
2011-01-19,-0.5729
2011-01-20,-2.2176
2011-01-21,0.35
2011-01-24,-1.4877
2011-01-25,-2.5903
2011-01-26,1.5985
2011-01-27,2.6685
2011-01-28,0.5404
2011-01-31,1.8107
2011-02-02,-1.0108
2011-02-03,-1.3755
2011-02-04,0.6653
2011-02-07,0.106
2011-02-08,1.6912
2011-02-09,-1.1179999999999999
2011-02-10,1.0463
2011-02-11,0.7367
2011-02-14,-0.3242
2011-02-15,6.9559999999999995
2011-02-16,8.836500000000001
2011-02-17,7.8336
2011-02-18,8.8222
2011-02-22,2.8375
2011-02-23,-6.6811
2011-02-24,5.2165
2011-02-25,4.175
2011-02-28,-1.1416
2011-03-01,-0.1827
2011-03-02,0.8591
2011-03-03,-0.1041
2011-03-04,-0.2665
2011-03-07,-0.5344
2011-03-08,-5.1013
2011-03-09,-6.4152000000000005
2011-03-10,-6.2912
2011-03-11,10.5546
2011-03-14,-2.1525
2011-03-15,-8.0643
2011-03-16,2.5403000000000002
2011-03-17,-2.8601
2011-03-18,3.3175
2011-03-21,0.2609
2011-03-22,1.3954
2011-03-23,6.4271
2011-03-24,-2.2683
2011-03-25,-0.0054
2011-03-28,0.0352
2011-03-29,-0.8863
2011-03-30,1.7557
2011-03-31,-1.0482
2011-04-01,-1.7166000000000001
2011-04-04,-0.7489
2011-04-05,3.1268
2011-04-06,0.7884
2011-04-07,-0.3697
2011-04-08,0.8335
2011-04-11,-3.0585
2011-04-12,-3.9169
2011-04-13,2.8599
2011-04-14,-1.1856
2011-04-15,-5.8134
2011-04-18,1.4444
2011-04-20,10.8009
2011-04-21,0.6465
2011-04-25,0.9992
2011-04-26,-2.6094
2011-04-27,-3.1899
2011-04-28,-1.0937000000000001
2011-04-29,1.9815
2011-05-02,10.0341
2011-05-03,-8.5063
2011-05-04,-1.7851
2011-05-05,-7.0641
2011-05-06,6.0288
2011-05-09,-2.9404
2011-05-10,-1.362
2011-05-11,-1.7407
2011-05-12,0.7867
2011-05-13,-3.1729
2011-05-16,-5.486
2011-05-17,0.6478
2011-05-18,6.6015
2011-05-19,-3.0463
2011-05-20,-3.0513
2011-05-24,-0.1323
2011-05-26,-5.3591
2011-05-27,3.7260999999999997
2011-05-31,-0.4511
2011-06-01,-0.6747
2011-06-02,-1.1555
2011-06-03,-0.0101
2011-06-06,-1.3477000000000001
2011-06-07,-1.776
2011-06-08,1.6898
2011-06-09,2.1302
2011-06-10,2.4942
2011-06-13,5.8143
2011-06-14,-2.0714
2011-06-15,-0.1954
2011-06-16,0.439
2011-06-17,2.5911999999999997
2011-06-20,2.6913
2011-06-22,5.5459
2011-06-23,2.7687
2011-06-24,-1.131
2011-06-27,-2.7778
2011-06-28,-4.8783
2011-06-30,5.3091
2011-07-05,3.8011
2011-07-06,-1.0573
2011-07-07,-0.1252
2011-07-08,-3.388
2011-07-11,0.5912
2011-07-13,2.004
2011-07-14,0.9219
2011-07-15,0.2228
2011-07-18,-0.439
2011-07-20,1.4876
2011-07-22,-1.2293
2011-07-25,1.3281
2011-07-26,-2.6599
2011-07-27,-1.0021
2011-07-28,0.3735
2011-07-29,-0.9091
2011-08-02,-1.1411
2011-08-03,-0.2755
2011-08-04,-0.4915
2011-08-05,-2.5016
2011-08-08,-8.0631
2011-08-09,1.8258
2011-08-10,4.6971
2011-08-11,2.2661
2011-08-12,0.9569
2011-08-15,2.4733
2011-08-16,-2.4772
2011-08-17,1.5828
2011-08-18,-2.8245
2011-08-19,1.2581
2011-08-22,-0.7769
2011-08-23,-0.0568
2011-08-24,0.8642
2011-08-25,0.1957
2011-08-26,0.3728
2011-08-29,0.1857
2011-08-30,2.6305
2011-08-31,-0.7511
2011-09-01,0.4795
2011-09-02,-3.1193
2011-09-06,-1.2819
2011-09-07,0.0391
2011-09-08,1.7308
2011-09-09,-0.7414
2011-09-12,-0.9671
2011-09-13,0.9285
2011-09-14,0.0327
2011-09-15,-0.7143
2011-09-16,0.4017
2011-09-19,-0.6479
2011-09-20,-0.6641
2011-09-21,-0.5324
2011-09-22,-4.6229
2011-09-23,1.0204
2011-09-26,0.2273
2011-09-27,3.2439
2011-09-28,-0.9212
2011-09-29,-1.9797
2011-09-30,-1.4983
2011-10-03,0.8992
2011-10-04,-4.9365
2011-10-05,3.1915
2011-10-06,1.2564
2011-10-07,-1.174
2011-10-11,2.5949
2011-10-12,-0.0596
2011-10-13,-1.1304
2011-10-14,-0.162
2011-10-17,7.8411
2011-10-18,21.2908
2011-10-19,-1.1795
2011-10-20,-12.6984
2011-10-21,10.4919
2011-10-24,-5.3473
2011-10-25,1.1671
2011-10-26,-0.2504
2011-10-27,3.2612
2011-10-28,4.1385
2011-10-31,-0.8395
2011-11-01,-5.8588000000000005
2011-11-02,3.7117
2011-11-03,-3.5019
2011-11-04,-1.6482999999999999
2011-11-07,-7.0714
2011-11-09,-1.9838
2011-11-10,1.193
2011-11-11,-2.5397
2011-11-14,5.9401
2011-11-15,2.4371
2011-11-16,-1.6415
2011-11-17,-1.9931
2011-11-18,-1.4727000000000001
2011-11-21,-1.9064
2011-11-23,-6.6042
2011-11-25,-0.2358
2011-11-28,1.5236
2011-11-29,1.1767
2011-11-30,-3.1625
2011-12-02,0.0289
2011-12-05,-0.2087
2011-12-06,2.0685000000000002
2011-12-07,-0.2206
2011-12-08,-2.1543
2011-12-09,0.155
2011-12-12,0.8058
2011-12-13,-0.7802
2011-12-14,-3.3645
2011-12-15,1.7008
2011-12-16,0.646
2011-12-19,-1.8734
2011-12-20,0.0764
2011-12-21,-1.1048
2011-12-22,0.5703
2011-12-23,-1.1275
2011-12-28,-0.4588
2011-12-29,2.4878
2012-01-03,4.7688
2012-01-04,-0.1862
2012-01-06,-13.4752
2012-01-09,-6.7946
2012-01-10,-11.7211
2012-01-11,-40.3429
2012-01-12,8.2949
2012-01-13,33.464
2012-01-17,-14.8112
2012-01-18,-0.6652
2012-01-19,-1.2419
2012-01-20,-2.2747
2012-01-23,16.9558
2012-01-25,-6.6555
2012-01-26,-9.031
2012-01-27,-9.2162
2012-01-30,-3.6172
2012-02-01,-5.3208
2012-02-02,-2.6604
2012-02-03,1.9534
2012-02-06,-1.4833
2012-02-07,-4.7679
2012-02-08,5.0066
2012-02-09,-2.133
2012-02-10,-4.6154
2012-02-13,-1.2097
2012-02-14,2.7211
2012-02-15,-8.1705
2012-02-16,-2.2086
2012-02-17,4.5723
2012-02-21,4.2313
2012-02-22,4.8713999999999995
2012-02-23,-2.3226
2012-02-24,-9.0984
2012-02-27,2.5976
2012-02-28,2.9745
2012-02-29,-0.619
2012-03-01,-2.2837
2012-03-02,-1.6997
2012-03-05,-7.781
2012-03-06,-5.4688
2012-03-07,-8.0992
2012-03-08,0.7194
2012-03-09,1.9643000000000002
2012-03-12,0.0219
2012-03-13,5.0558
2012-03-14,18.3333
2012-03-15,8.8732
2012-03-16,0.0
2012-03-19,0.3881
2012-03-21,-10.0918
2012-03-22,6.9247
2012-03-26,-12.8686
2012-03-27,0.0
2012-03-28,-5.0769
2012-03-29,-0.3241
2012-03-30,-3.435
2012-04-02,-2.8415
2012-04-03,-2.773
2012-04-04,4.8128
2012-04-05,-3.0612
2012-04-09,4.5614
2012-04-11,1.1745
2012-04-12,-0.6633
2012-04-13,-0.5008
2012-04-16,-12.2483
2012-04-17,3.6329000000000002
2012-04-18,-7.9336
2012-04-19,3.8076
2012-04-20,-1.834
2012-04-23,-3.2448
2012-04-25,4.4715
2012-04-26,-0.1946
2012-04-27,-1.6204
2012-04-30,-0.1115
2012-05-02,-1.4133
2012-05-04,2.0498
2012-05-07,-7.5293
2012-05-08,5.7569
2012-05-09,-7.2581
2012-05-14,-1.413
2012-05-17,9.5921
2012-05-18,-11.4059
2012-05-22,-3.0234
2012-05-24,-38.4075
2012-05-25,-7.6046
2012-05-29,18.5185
2012-05-30,-9.0278
2012-05-31,-9.1603
2012-06-01,1.2605
2012-06-04,1.6598000000000002
2012-06-05,0.4082
2012-06-06,-10.9756
2012-06-07,0.4566
2012-06-08,-10.681799999999999
2012-06-11,4.8982
2012-06-12,0.4245
2012-06-13,-0.0604
2012-06-15,2.6284
2012-06-18,0.0294
2012-06-19,-0.6474
2012-06-20,7.109
2012-06-21,3.1803
2012-06-25,-11.391
2012-06-27,0.2722
2012-06-28,6.4253
2012-06-29,-3.3447
2012-07-05,4.6334
2012-07-09,-6.7825
2012-07-10,-5.2315
2012-07-11,-0.5076
2012-07-12,0.0
2012-07-13,1.8814
2012-07-17,1.1581
2012-07-23,-2.4752
2012-07-25,-2.9505
2012-07-27,-3.7594
2012-07-31,9.7826
2012-08-08,-5.4455
2012-08-09,-12.5654
2012-08-13,1.0105
2012-08-20,6.7062
2012-08-21,-2.7778
2012-08-22,-1.7143000000000002
2012-08-23,-11.0465
2012-08-24,7.1895
2012-08-27,0.0
2012-08-28,-2.439
2012-08-29,2.8125
2012-08-30,-9.7264
2012-08-31,11.1111
2012-09-04,3.0303
2012-09-05,0.0
2012-09-06,-7.0588
2012-09-07,10.7595
2012-09-10,-9.25
2012-09-13,0.7477
2012-09-14,-11.25
2012-09-17,3.5211
2012-09-20,-0.8929
2012-09-21,0.9009
2012-09-25,-4.6344
2012-09-27,3.5221
2012-09-28,-3.5314
2012-10-01,0.1339
2012-10-02,-0.0446
2012-10-09,6.3336
2012-10-10,-5.3690999999999995
2012-10-11,-9.2199
2012-10-12,9.668
2012-10-15,-3.6955
2012-10-16,3.5599
2012-10-17,0.4464
