ticker,DLLLF US Equity
2011-08-18,-5.6704
2011-08-19,-2.2472
2011-08-23,-2.2989
2011-08-24,0.5882
2011-08-26,-2.0468
2011-08-31,10.4478
2011-09-06,-10.8108
2011-09-08,2.7273
2011-09-12,-15.9292
2011-09-13,1.7544
2011-09-15,4.2759
2011-09-20,-0.6614
2011-09-23,-11.984
2011-09-27,15.8448
2011-09-28,0.0347
2011-09-29,3.6554
2011-09-30,0.1259
2011-10-03,-4.1509
2011-10-05,-2.8215
2011-10-06,4.6793
2011-10-07,4.3669
2011-10-10,5.445
2011-10-12,5.5038
2011-10-24,0.0
2011-10-31,-1.9444
2011-11-23,-13.4844
2011-11-25,-1.7682
2011-11-28,10.0
2011-11-29,0.7152
2011-12-02,8.3163
2011-12-05,2.9444
2011-12-13,-9.2445
2011-12-15,-2.8364000000000003
2011-12-20,0.0612
2011-12-29,0.6116
2011-12-30,1.2211
2012-01-09,-8.0529
2012-01-20,16.1986
2012-01-26,4.8342
2012-01-31,-0.0948
2012-02-02,1.9734
2012-02-07,-0.7895
2012-02-21,2.8249
2012-02-23,-1.295
2012-03-05,-0.1908
2012-03-08,-6.1534
2012-03-09,-2.3996
2012-03-13,2.6301
2012-03-14,-1.7827
2012-03-20,1.5314999999999999
2012-03-21,-1.6760000000000002
2012-03-28,-0.1136
2012-03-29,-1.0239
2012-04-10,-8.6782
2012-04-19,-0.1888
2012-04-20,4.6658
2012-05-22,-13.0482
2012-05-24,-6.1153
2012-05-25,-1.0176
2012-05-29,2.7668
2012-05-31,-2.3077
2012-06-21,5.5118
2012-06-27,-4.4030000000000005
2012-06-29,6.9477
2012-07-16,2.9196999999999997
2012-07-17,-0.7092
2012-07-18,0.5714
2012-07-19,-1.9176
2012-07-20,-2.462
2012-07-23,-7.9436
2012-07-24,-4.2742
2012-07-26,7.7506
2012-07-27,3.0493
2012-07-30,0.5311
2012-07-31,-2.2575
2012-08-01,1.5453000000000001
2012-08-03,5.011
2012-08-06,-2.4531
2012-08-10,3.2432
2012-08-16,0.2244
2012-08-17,2.6493
2012-08-20,-0.0364
2012-08-30,-0.2909
2012-08-31,1.6776
2012-09-05,2.439
2012-09-07,5.7423
2012-09-10,2.053
2012-09-11,1.817
2012-09-13,0.7011
2012-09-14,4.8101
2012-09-25,-2.4154999999999998
2012-10-03,-3.4653
2012-10-04,3.8462
2012-10-16,0.8704
2012-10-17,1.5238
2012-10-18,-0.0603
2012-10-19,-0.965
2012-10-22,0.6699
2012-11-02,1.5124
2012-11-07,-4.8868
2012-11-08,-4.198
2012-11-09,-3.2047
2012-11-14,-2.5676
2012-11-15,-0.8322
2012-11-16,-2.028
2012-11-20,1.0707
2012-11-21,1.1299
2012-11-30,3.5615
2012-12-10,3.1693
2012-12-11,0.5229
2012-12-12,2.7308
2012-12-13,0.9494
2012-12-18,1.6301
2012-12-21,0.1851
2012-12-24,0.2463
2012-12-27,2.2113
2012-12-31,-1.1418
2013-01-04,-1.6413
2013-01-07,2.9048
2013-01-08,0.0
2013-01-10,11.4715
2013-01-11,3.1789
2013-01-15,0.5222
2013-01-17,0.0519
2013-01-24,1.7134
2013-01-25,1.5824
2013-01-28,-0.7538
2013-01-29,0.4557
2013-02-05,-2.6714
2013-02-08,-3.4697
2013-02-14,1.9313
2013-02-26,-9.6842
2013-02-28,4.2541
2013-03-04,-2.18
2013-03-06,2.0
2013-03-08,4.7619
2013-03-13,-2.4439
2013-03-20,0.3124
2013-03-26,-2.7321999999999997
2013-03-27,-3.3708
2013-04-01,-0.3488
2013-04-02,1.2835
2013-04-03,-1.1521
2013-04-09,0.8159
2013-04-10,3.1792
2013-04-11,0.5602
2013-04-17,-4.1783
2013-04-23,5.2326
2013-04-26,2.2099
2013-04-29,2.7027
2013-05-03,3.9474
2013-05-06,1.2658
2013-05-13,-1.35
2013-05-14,1.6219000000000001
2013-05-28,-0.5777
2013-05-31,1.9843
2013-06-04,1.8944999999999999
2013-06-05,0.8543
2013-06-06,-1.3453
2013-06-07,1.9192
2013-06-10,-0.3964
2013-06-11,-2.0896
2013-06-18,4.4207
2013-06-19,-1.0341
2013-06-20,-0.1844
2013-06-25,-4.9261
2013-07-01,4.6632
2013-07-08,1.9183
2013-07-09,1.5179
2013-07-16,-1.7703
2013-07-19,2.7763999999999998
2013-07-24,1.8483
2013-08-06,-0.4072
2013-08-08,-4.2168
2013-08-12,5.0266
2013-08-19,-1.8713
2013-08-21,-1.7032
2013-08-23,2.4752
2013-09-10,-1.2077
2013-09-17,2.6895
2013-09-18,2.5238
2013-09-23,-2.3688000000000002
2013-09-27,1.0942
2013-10-14,-3.6235
2013-10-17,3.3496
2013-10-18,0.6331
2013-10-30,0.2347
2013-11-01,-1.096
2013-11-06,3.476
2013-11-07,-2.5172
2013-11-14,3.2864
2013-11-26,8.8636
2013-12-09,1.2526
2013-12-10,0.0
2013-12-17,-3.0948
2013-12-20,3.1937
2013-12-30,3.5052
2014-01-02,-2.988
2014-01-07,3.4908
2014-01-10,0.7976
2014-01-14,2.3582
2014-01-15,0.5769
2014-01-17,-0.1912
2014-01-21,-0.7663
2014-01-27,-2.5077
2014-01-28,1.7802
2014-02-03,-2.8794
2014-02-04,2.0032
2014-02-05,-1.0212
2014-02-11,-0.7917
2014-02-18,1.596
2014-02-19,1.2847
2014-02-20,5.6138
2014-02-21,1.9506999999999999
2014-02-27,1.444
2014-02-28,1.4235
2014-03-07,0.7018
2014-03-14,-3.0749
2014-03-26,-1.7884
2014-03-31,1.94
2014-04-01,3.4111000000000002
2014-04-03,-4.5139
2014-04-10,-5.3509
2014-04-11,-2.6068
2014-04-14,-0.789
2014-04-17,2.2373
2014-04-22,1.3119
2014-04-28,-1.7274
2014-05-01,3.125
2014-05-12,-0.9489
2014-05-16,-5.1607
2014-05-19,0.4012
2014-05-27,1.383
2014-06-09,2.8689
2014-06-13,-3.1873
2014-06-19,5.142
2014-06-20,-0.4521
2014-07-10,-2.4927
2014-07-17,-1.4919
2014-07-18,-0.614
2014-07-21,-0.7393
2014-07-22,-0.417
2014-07-31,-3.5417
2014-08-08,-0.432
2014-08-15,4.0751
2014-09-03,1.6912
2014-09-10,-1.4706000000000001
2014-09-19,2.774
2014-09-23,-2.0767
2014-09-24,1.2711999999999999
2014-10-21,-6.9038
2014-10-27,-0.191
2014-11-03,1.092
2014-11-07,2.8952999999999998
2014-11-14,-0.2165
2014-11-17,0.8785
2014-11-18,0.0
2014-11-19,2.5696
2014-11-21,-1.576
2014-11-26,-2.4458
2014-11-28,0.8734
2014-12-03,0.2143
2014-12-08,0.4341
2014-12-16,0.8272
2014-12-18,-1.4602
2014-12-19,-0.3347
2014-12-22,-3.1390000000000002
2014-12-31,-1.3453
2015-01-02,-0.6818
2015-02-09,-11.8993
2015-02-13,2.026
2015-02-20,-0.4608
2015-02-25,-5.1127
2015-02-26,-2.1563
2015-02-27,-0.551
2015-03-09,1.385
2015-03-16,-8.1967
2015-03-17,10.7738
2015-04-15,5.4272
2015-04-20,-1.7328999999999999
2015-04-24,-2.1266
2015-06-02,-4.3773
2015-06-19,-3.2656
2015-06-22,1.7527
2015-06-23,0.4086
2015-07-06,-4.5349
2015-07-22,4.8112
2015-08-04,3.0796
2015-08-13,-22.7687
2015-08-17,-5.917
2015-08-18,-0.0803
2015-08-31,-14.3087
2015-09-11,-7.7861
2015-09-15,1.6277
2015-09-24,-19.019
2015-09-25,5.4388
2015-10-16,-0.2345
2015-10-19,1.1751
2015-10-23,-3.8327999999999998
2015-11-02,0.2415
2015-11-05,-6.6265
2015-11-12,-6.0645
2015-11-13,-3.5714
2015-11-16,-2.9915000000000003
2015-11-18,12.4816
2015-12-03,-21.1488
2015-12-04,-3.9735
2015-12-08,-9.4828
2015-12-09,4.9524
2015-12-11,-10.1633
2015-12-14,-6.2626
2015-12-21,18.75
2015-12-22,-0.1815
2015-12-30,6.3636
2016-01-05,-0.6838
2016-01-06,-1.7212
2016-01-07,-4.028
2016-01-26,2.3723
2016-02-01,2.3173
2016-02-05,10.6272
2016-02-17,-20.315
2016-02-25,10.6719
2016-03-02,11.607099999999999
2016-03-09,-1.12
2016-03-16,12.6214
2016-03-17,-1.8678
2016-04-12,-0.7793
2016-04-19,1.1858
2016-05-02,-1.3672
2016-05-04,-3.9604
2016-05-05,-0.2062
2016-05-12,-2.8926
2016-05-13,-4.8936
2016-05-19,5.3690999999999995
2016-06-01,5.0955
2016-06-27,-32.7273
2016-06-28,6.6066
2016-06-30,-2.8169
2016-07-05,-9.2754
2016-07-11,0.0
2016-07-13,5.4313
2016-08-03,0.9091
2016-08-23,24.9689
2016-08-25,0.4975
2016-08-31,-0.2475
2016-10-05,47.8908
2016-10-18,-0.5034
2016-10-27,2.5295
2016-11-04,-1.4803
2016-11-11,-0.3339
2016-11-23,-3.3501
2016-11-29,-0.3466
2016-12-09,-0.3478
2016-12-14,-1.0471
2016-12-16,-2.2928
2016-12-23,-0.722
2017-01-05,1.2727
2017-01-11,0.3591
2017-03-03,0.3578
2017-03-13,0.0
2017-03-17,1.426
2017-04-18,0.1757
2017-05-24,3.6842
