ticker,NEUN US Equity
2010-11-10,-9.0909
2010-11-15,-5.0
2010-11-23,-59.8684
2010-11-24,96.7213
2010-11-26,-1.6667
2010-11-30,-48.3051
2010-12-01,18.0328
2010-12-06,-15.2778
2010-12-21,31.1475
2010-12-28,-10.0
2010-12-30,22.2222
2011-01-04,-60.2273
2011-01-11,105.7143
2011-01-12,55.5556
2011-01-18,0.0
2011-01-19,28.5714
2011-01-20,0.0
2011-01-24,22.2222
2011-01-26,-36.3636
2011-02-07,-28.5714
2011-02-08,40.0
2011-02-16,-14.2857
2011-02-22,56.25
2011-03-02,-0.6667
2011-03-08,-57.047
2011-03-09,134.375
2011-03-21,-56.0
2011-03-22,69.697
2011-03-23,0.0
2011-03-25,12.5
2011-04-07,-2.3810000000000002
2011-04-21,-67.4797
2011-04-25,92.5
2011-05-02,-51.9481
2011-05-03,100.0
2011-05-23,-59.4595
2011-05-27,106.6667
2011-06-02,3.2258
2011-06-03,12.5
2011-06-23,0.0
2011-07-08,0.0
2011-07-14,22.2222
2011-07-28,-54.5455
2011-08-05,-15.0
2011-08-11,135.2941
2011-08-12,7.5
2011-08-18,17.4419
2011-08-22,0.9901
2011-08-30,0.0
2011-09-30,0.0
2011-10-13,-45.098
2011-10-17,142.8571
2011-11-03,17.647100000000002
2011-11-04,-50.0
2011-11-23,-32.5
2012-01-25,122.2222
2012-01-30,-33.3333
2012-02-03,-53.75
2012-04-16,2.7027
2012-07-02,0.0
2012-07-05,110.5263
2012-07-18,200.0
2012-09-10,-53.3333
2012-09-13,42.8571
2012-09-27,50.0
2013-02-07,-65.4167
2013-03-11,0.0
2013-03-15,0.0
2013-04-01,0.0
2013-04-03,-13.253
2013-04-17,111.1111
2013-08-22,42.1053
2013-08-30,48.1481
2013-09-03,-20.0
2013-09-04,212.5
2013-09-05,-50.0
2013-09-06,-36.0
2013-09-11,-12.5
2013-09-12,-7.1429
2013-09-17,-23.0769
2013-09-19,20.0
2013-09-23,-16.6667
2013-10-03,48.125
2013-10-04,-5.4852
2013-10-17,0.0
2013-10-18,115.1786
2013-10-21,-10.3734
2013-10-22,5.5556
2013-10-23,-3.5088
2013-10-24,-20.0
2013-10-25,25.0
2013-10-28,5.4545
2013-10-29,-27.5862
2013-10-30,0.0
2013-10-31,33.3333
2013-11-01,-28.5714
2013-11-04,0.0
2013-11-05,25.0
2013-11-06,-20.0
2013-11-08,-23.4375
2013-11-11,-2.0408
2013-11-12,-48.75
2013-11-13,0.0
2013-11-14,1.626
2013-11-15,0.0
2013-11-18,8.8
2013-11-20,17.647100000000002
2013-11-21,-15.0
2013-11-22,-60.2941
2013-11-25,77.7778
2013-11-26,-2.0833
2013-11-27,-18.0851
2013-11-29,-16.8831
2013-12-03,0.0
2013-12-05,25.0
2013-12-06,0.0
2013-12-09,-20.0
2013-12-10,-9.375
2013-12-11,0.0
2013-12-12,-13.7931
2013-12-13,92.0
2013-12-19,0.0
2013-12-20,0.0
2013-12-23,0.0
2013-12-27,-43.75
2014-01-07,0.0
2014-01-08,0.0
2014-01-16,-5.5556
2014-01-21,9.8039
2014-01-23,0.0
2014-01-28,0.0
2014-01-29,0.0
2014-01-30,128.5714
2014-01-31,18.75
2014-02-03,-15.7895
2014-02-11,-25.0
2014-02-14,33.3333
2014-02-24,-14.8438
2014-03-28,2.7523
2014-04-01,128.5714
2014-04-02,-37.5
2014-04-09,-30.0
2014-04-11,14.2857
2014-04-21,25.0
2014-04-28,0.0
2014-05-02,-20.0
2014-05-07,18.75
2014-05-08,-5.2632
2014-06-10,-2.0833
2014-06-12,0.0
2014-06-13,2.1277
2014-06-30,-11.1111
2014-07-02,0.0
2014-07-09,-23.4375
2014-07-10,46.9388
2014-07-11,-11.1111
2014-07-28,-6.25
2014-08-05,0.0
2014-08-08,-11.6667
2014-09-09,0.0
2014-09-11,0.0
2014-09-19,0.0
2014-09-22,0.0
2014-09-24,-4.717
2014-09-26,134.6535
2014-10-01,-18.9873
2014-10-14,-25.0
2014-10-15,33.3333
2014-10-30,-48.4375
2014-10-31,77.7778
2014-11-07,-1.1364
2014-11-10,0.0
2014-11-20,-43.1034
2014-12-05,51.5152
2014-12-15,-16.6667
2014-12-22,-33.6
2014-12-26,0.0
2015-01-07,50.6024
2015-01-09,-1.6
2015-02-17,-33.3333
2015-02-25,0.0
2015-03-30,-41.4634
2015-04-02,66.6667
2015-04-07,0.0
2015-04-20,0.0
2015-04-30,0.0
2015-05-05,0.0
2015-05-08,0.0
2015-06-09,0.0
2015-06-17,0.0
2015-06-29,0.0
2015-07-14,20.0
2015-07-24,-2.0833
2015-07-31,0.0
2015-08-07,-31.9149
2015-08-13,0.0
2015-08-20,0.0
2015-09-01,-12.5
2015-10-12,0.0
2015-10-23,0.0
2015-11-30,0.0
2015-12-11,-28.5714
2016-01-14,0.0
2016-02-16,0.0
2016-02-17,0.0
2016-03-14,-12.5
2016-04-06,0.0
2016-04-12,20.0
2016-04-28,52.381
2016-06-02,-45.3125
2016-07-19,0.0
2016-08-18,0.0
2016-10-03,71.4286
2016-12-05,-36.6667
2016-12-14,7.8947
2017-03-01,-7.3171
2017-03-13,26.3158
2017-03-28,-27.0833
2017-04-05,8.5714
2017-05-30,-7.8947
2017-07-07,128.5714
2017-10-09,-4.0
2017-11-08,-18.75
2017-11-09,20.5128
2017-11-28,0.0
2017-12-29,-53.1915
2018-01-10,122.7273
2018-01-12,91.8367
2018-01-16,0.0
2018-01-18,-41.4894
2018-02-07,-47.2727
2018-03-08,141.3793
2018-03-13,-5.8571
2018-03-14,6.2215
2018-03-28,0.0
2018-03-29,-5.8571
2018-04-06,0.1517
2018-04-16,-46.9697
2018-04-30,79.7143
2018-05-15,-42.7663
2018-05-23,75.0
2018-06-11,11.1111
2018-07-09,-1.4285999999999999
2018-07-11,-3.4783
2018-11-14,-13.3634
2018-12-11,-15.9445
2018-12-13,-25.7732
2018-12-19,50.0
2018-12-31,-9.2593
2019-01-02,0.0
2019-01-03,2.0408
2019-01-04,-2.0
2019-02-08,0.0
2019-02-14,32.6531
2019-03-13,-6.1538
2019-04-24,-1.6393
2019-04-30,0.0
2019-05-08,-33.3333
2019-05-09,0.0
2019-05-14,0.0
2019-06-11,-13.75
2019-07-08,9.1304
2019-07-09,112.4834
2019-07-10,-21.25
2019-07-15,25.3968
2019-07-18,1.2658
2019-08-13,-9.625
2019-09-13,-16.4592
2019-09-27,-2.3179
2019-10-14,1.6949
2019-10-18,25.0
2019-10-21,-20.0
2019-10-22,25.0
2019-10-25,-2.6667
2019-10-28,0.0
2019-10-29,2.7397
2019-10-30,-33.3333
2019-11-01,98.0
2019-11-04,-8.4343
2019-11-25,-39.3271
2019-11-26,0.0
2019-12-16,60.0
2019-12-18,-52.2727
2019-12-24,104.7619
2020-01-06,-52.3256
2020-01-22,-2.439
2020-01-31,67.5
2020-03-23,-25.3731
2020-03-30,0.0
2020-04-02,32.0
2020-04-06,-1.5152
2020-04-16,-18.4615
2020-05-01,-22.6415
2020-05-11,0.0
2020-06-08,58.5366
2020-06-24,30.7692
2020-06-29,-1.1764999999999999
2020-06-30,-72.619
2020-07-02,34.7826
2020-07-07,135.4839
2020-07-13,-1.3699
2020-07-17,-50.0
2020-07-27,2.7778
