ticker,PHBR US Equity
2007-09-11,12.3596
2007-09-12,5.0
2007-09-13,11.4286
2007-09-14,-1.7094
2007-09-17,-13.0435
2007-09-18,-10.0
2007-09-19,11.1111
2007-09-20,0.0
2007-09-21,3.0
2007-09-24,-1.9417
2007-09-25,-10.8911
2007-09-26,-5.5556
2007-09-27,-5.8824
2007-09-28,0.0
2007-10-01,-12.5
2007-10-02,35.7143
2007-10-03,14.7368
2007-10-04,-1.8349
2007-10-05,10.2804
2007-10-08,-2.5423999999999998
2007-10-09,0.0
2007-10-10,-6.087
2007-10-11,15.7407
2007-10-12,16.0
2007-10-15,6.8966
2007-10-16,0.0
2007-10-17,0.0
2007-10-18,0.0
2007-10-19,-1.2903
2007-10-22,0.0
2007-10-23,0.0
2007-10-24,3.9215999999999998
2007-10-25,-13.2075
2007-10-26,5.0725
2007-10-29,-3.4483
2007-10-30,-5.7143
2007-10-31,2.2727
2007-11-01,5.9259
2007-11-02,0.6993
2007-11-05,0.6944
2007-11-06,-4.1379
2007-11-07,3.5971
2007-11-08,0.0
2007-11-09,4.1667
2007-11-12,3.3333
2007-11-13,6.4516
2007-11-14,-6.0606
2007-11-15,4.5161
2007-11-16,1.2346
2007-11-19,-14.6341
2007-11-20,-0.7143
2007-11-21,7.1942
2007-11-23,0.6711
2007-11-26,-0.6667
2007-11-27,-6.0403
2007-11-28,-2.1429
2007-11-29,2.1898
2007-11-30,7.1429
2007-12-03,-6.6667
2007-12-05,4.2857
2007-12-06,-0.6849
2007-12-07,-6.8966
2007-12-11,-3.7037
2007-12-12,0.0
2007-12-13,-6.9231
2007-12-14,0.8264
2007-12-17,-0.8197
2007-12-18,0.8264
2007-12-26,-1.6393
2007-12-27,-12.5
2007-12-28,-3.8095
2007-12-31,18.8119
2008-01-03,0.0
2008-01-07,-1.6667
2008-01-09,-11.8644
2008-01-10,-18.2692
2008-01-11,18.8235
2008-01-14,-47.5248
2008-01-15,-3.7736
2008-01-16,-11.7647
2008-01-17,-11.1111
2008-01-18,22.5
2008-01-22,-22.449
2008-01-23,-2.6316
2008-01-24,8.1081
2008-01-25,12.5
2008-01-28,-2.2222
2008-01-30,-4.5455
2008-01-31,-23.8095
2008-02-01,0.0
2008-02-04,6.25
2008-02-05,-8.8235
2008-02-06,0.0
2008-02-08,3.2258
2008-02-12,-3.125
2008-02-14,3.2258
2008-02-19,-12.5
2008-02-21,0.0
2008-02-22,17.8571
2008-02-25,-24.2424
2008-02-28,0.0
2008-03-05,-8.0
2008-03-06,43.4783
2008-03-18,0.0
2008-03-24,-39.3939
2008-03-26,0.0
2008-04-02,40.0
2008-04-03,0.0
2008-04-07,0.0
2008-04-08,-7.1429
2008-04-09,0.0
2008-04-11,-23.0769
2008-04-14,5.0
2008-04-15,114.2857
2008-04-16,-11.1111
2008-04-17,12.5
2008-04-18,-6.6667
2008-04-21,-28.5714
2008-04-22,0.0
2008-04-24,-6.6667
2008-04-25,-7.1429
2008-04-29,15.3846
2008-05-01,-20.0
2008-05-05,4.1667
2008-05-06,-20.0
2008-05-08,100.0
2008-05-09,-7.5
2008-05-13,21.6216
2008-05-14,-44.4444
2008-05-15,-40.0
2008-05-16,53.3333
2008-05-20,0.0
2008-05-21,-13.0435
2008-05-22,-10.0
2008-05-29,-11.1111
2008-06-02,6.25
2008-06-03,5.8824
2008-06-04,16.6667
2008-06-09,14.2857
2008-06-10,-4.1667
2008-06-11,-8.6957
2008-06-12,38.0952
2008-06-13,27.5862
2008-06-16,-16.2162
2008-06-17,45.1613
2008-06-18,0.0
2008-06-19,0.0
2008-06-20,0.0
2008-06-23,11.1111
2008-06-24,2.0
2008-06-25,-1.9607999999999999
2008-06-26,0.0
2008-06-27,-10.0
2008-06-30,11.1111
2008-07-01,0.0
2008-07-02,0.0
2008-07-03,2.0
2008-07-07,-1.9607999999999999
2008-07-08,6.0
2008-07-09,3.7736
2008-07-10,3.6364
2008-07-11,0.0
2008-07-14,0.0
2008-07-15,0.0
2008-07-16,0.8772
2008-07-17,13.0435
2008-07-18,-6.1538
2008-07-21,0.0
2008-07-22,-14.7541
2008-07-23,15.1923
2008-07-24,-3.172
2008-07-25,-7.7586
2008-07-28,-62.6168
2008-07-29,155.0
2008-07-30,-60.7843
2008-07-31,5.0
2008-08-01,61.9048
2008-08-04,-52.9412
2008-08-05,18.75
2008-08-06,15.7895
2008-08-07,-36.3636
2008-08-08,42.8571
2008-08-11,20.0
2008-08-12,0.0
2008-08-13,-29.1667
2008-08-14,41.1765
2008-08-15,-29.1667
2008-08-18,11.7647
2008-08-19,0.0
2008-08-20,-47.3684
2008-08-21,10.0
2008-08-22,0.0
2008-08-25,27.2727
2008-08-26,-14.2857
2008-08-27,4.1667
2008-08-29,0.0
2008-09-02,12.0
2008-09-03,-28.5714
2008-09-04,50.0
2008-09-05,0.0
2008-09-08,-6.6667
2008-09-09,-35.7143
2008-09-11,0.0
2008-09-12,22.2222
2008-09-15,9.0909
2008-09-16,-16.6667
2008-09-17,-20.0
2008-09-18,0.0
2008-09-19,0.0
2008-09-22,0.0
2008-09-23,37.5
2008-09-24,9.0909
2008-09-25,-8.3333
2008-09-26,-9.0909
2008-09-29,0.0
2008-09-30,-40.0
2008-10-01,66.6667
2008-10-02,0.0
2008-10-03,-40.0
2008-10-07,0.0
2008-10-08,-8.3333
2008-10-09,-9.0909
2008-10-10,10.0
2008-10-13,0.0
2008-10-16,-9.0909
2008-10-17,100.0
2008-10-20,-10.0
2008-10-24,5.5556
2008-10-30,-57.8947
2008-10-31,0.0
2008-11-05,25.0
2008-11-10,-20.0
2008-11-11,0.0
2008-11-14,-25.0
2008-11-17,33.3333
2008-11-19,375.0
2008-11-20,-78.9474
2008-11-21,0.0
2008-11-24,0.0
2008-11-25,-25.0
2008-11-26,33.3333
2008-12-01,-50.0
2008-12-02,0.0
2008-12-03,0.0
2008-12-04,0.0
2008-12-05,-25.0
2008-12-10,33.3333
2008-12-11,-25.0
2008-12-12,0.0
2008-12-15,0.0
2008-12-18,-20.0
2008-12-30,25.0
2009-01-02,93.3333
2009-01-05,-31.0345
2009-01-06,50.0
2009-01-07,0.0
2009-01-12,33.3333
2009-01-23,-25.0
2009-01-26,-50.0
2009-01-27,0.0
2009-01-28,-33.3333
2009-01-30,0.0
2009-02-02,50.0
2009-02-05,500.0
2009-02-10,-76.6667
2009-02-12,42.8571
2009-02-13,66.6667
2009-02-17,20.0
2009-02-19,-66.6667
2009-02-20,-50.0
2009-02-25,300.0
2009-02-26,-25.0
2009-03-05,-66.6667
2009-03-06,200.0
2009-03-11,-16.6667
2009-03-16,-60.0
2009-03-26,0.0
2009-03-27,0.0
2009-03-31,50.0
2009-04-01,0.0
2009-04-07,-66.6667
2009-04-20,100.0
2009-04-22,0.0
2009-04-24,100.0
2009-05-08,-75.0
2009-05-22,100.0
2009-06-11,0.0
2009-06-16,0.0
2009-06-25,0.0
2009-06-29,0.0
2009-07-09,0.0
2009-07-14,0.0
2009-07-28,-50.0
2009-08-03,0.0
2009-08-05,0.0
2009-08-11,0.0
2009-08-20,20.0
2009-09-01,150.0
2009-09-03,33.3333
2009-09-04,0.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-14,0.0
2009-09-16,0.0
2009-09-18,0.0
2009-10-05,50.0
2009-10-07,33.3333
2009-10-14,0.0
2009-10-19,-87.5
2009-11-04,20.0
2009-11-18,66.6667
2009-11-19,0.0
2009-11-24,10.0
2009-11-25,0.0
2009-12-16,-54.5455
2009-12-21,400.0
2009-12-24,-4.0
2009-12-29,-79.1667
2010-01-20,300.0
2010-01-25,0.0
2010-01-26,0.0
2010-01-28,-25.0
2010-02-02,33.3333
2010-02-16,-72.5
2010-02-22,5354.5455
2010-02-23,-96.6667
2010-02-25,1850.0
2010-02-26,-94.8718
2010-03-04,1.875
2010-03-12,1.8405
2010-03-15,15.6627
2010-03-16,-13.5417
2010-03-18,0.0
2010-03-22,863.8554
2010-04-13,-89.625
2010-04-14,44.5783
2010-04-16,-6.6667
2010-05-13,0.8929
2010-05-27,-26.5487
2010-06-17,-3.6145
2010-06-25,-40.0
2010-07-19,-91.6667
2010-07-20,25.0
2010-07-28,0.0
2010-08-12,-20.0
2010-09-01,0.0
2010-09-23,0.0
2010-10-18,0.0
2010-11-04,0.0
2010-11-09,0.0
2010-11-22,3900.0
2010-11-29,-97.5
2010-12-06,0.0
2010-12-13,0.0
2010-12-29,0.0
2011-01-05,-75.0
2011-01-10,400.0
2011-01-11,0.0
2011-01-21,0.0
2011-01-25,3100.0
2011-02-17,-75.0
2011-02-18,0.0
2011-03-03,0.0
2011-03-04,280.0
2011-04-05,-73.6842
2011-04-14,0.0
2011-05-09,0.0
2011-05-26,0.0
2011-06-14,0.0
2011-06-20,-76.25
2011-06-27,1163.1579
2011-07-28,-92.0833
2011-10-07,26.3158
2011-10-18,833.3333
2011-10-26,-89.2857
2011-11-22,0.0
2011-11-23,0.0
2011-12-05,0.0
2011-12-06,0.0
2011-12-16,0.0
2011-12-23,0.0
2011-12-29,0.0
2012-01-12,0.0
2012-02-22,-20.8333
2012-02-24,-42.1053
2012-03-05,0.0
2012-04-12,0.0
2012-04-27,45.4545
2012-05-30,0.0
2012-06-07,0.0
2012-06-14,0.0
2012-07-11,1000.0
2012-07-12,81.8182
2012-07-16,-25.0
2012-07-18,33.3333
2012-07-19,5.0
2012-07-20,-4.7619
2012-08-02,-25.0
2012-08-17,-66.6667
2012-08-24,300.0
2012-09-24,-74.375
2012-09-25,95.122
2012-09-26,0.0
2012-11-05,0.0
2012-11-14,0.0
2012-11-16,-48.75
2012-12-04,0.0
2012-12-18,0.0
2012-12-24,-2.439
2013-01-02,0.0
2013-01-04,-40.0
2013-02-05,0.0
2013-02-27,0.0
2013-03-01,0.0
2013-04-04,-60.4167
2013-05-03,10.526299999999999
2013-05-29,0.0
2013-07-10,0.0
2013-08-02,14.2857
2013-11-19,0.0
2013-11-20,0.0
2013-12-03,0.0
2013-12-23,0.0
2014-01-06,566.6667
2014-01-28,-70.0
2014-01-29,0.0
2014-02-07,227.0833
2014-03-05,-1.2739
2014-03-21,-63.871
2014-04-30,71.4286
2014-05-19,0.0
2014-06-06,-47.9167
2014-06-13,0.0
2014-08-04,18.0
2014-08-27,-13.5593
2014-08-28,0.0
2014-08-29,-49.0196
2014-09-19,3.8462
2014-09-26,77.7778
2014-11-05,-43.75
2014-12-15,0.0
2014-12-30,0.0
2015-01-30,374.0741
2015-02-03,0.0
2015-02-04,0.0
2015-02-11,0.0
2015-02-12,0.0
2015-02-20,0.0
2015-02-27,0.0
2015-03-03,0.0
2015-03-05,25.0
2015-03-13,0.0
2015-03-23,18.75
2015-03-24,110.5263
2015-03-25,40.0
2015-03-26,0.0
2015-03-27,28.5714
2015-03-30,8.8889
2015-03-31,53.0612
2015-04-01,20.1667
2015-04-02,22.0527
2015-04-06,31.8182
2015-04-07,-10.3448
2015-04-08,7.6923
2015-04-09,0.0
2015-04-10,-57.1429
2015-04-13,16.6667
2015-04-15,-7.1429
2015-04-16,32.3077
2015-04-17,4.6512
2015-04-20,0.0
2015-04-21,-44.3056
2015-04-22,17.7057
2015-04-27,-8.2627
2015-04-28,47.806
2015-05-04,-32.5
2015-05-05,48.1481
2015-05-08,-32.5
2015-05-11,11.1111
2015-05-13,50.0
2015-05-15,-42.2222
2015-05-18,0.0
2015-05-19,0.0
2015-05-21,0.0
2015-05-26,34.6154
2015-05-27,-25.7143
2015-05-29,15.3846
2015-06-03,-15.8333
2015-06-04,-0.9901
2015-06-11,-20.0
2015-06-17,0.0
2015-06-18,-12.5
2015-06-19,-14.2857
2015-06-24,33.3333
2015-06-30,0.0
2015-07-09,0.0
2015-07-10,-25.0
2015-07-17,0.0
2015-07-22,0.0
2015-07-31,0.0
2015-08-07,33.3333
2015-08-10,-25.0
2015-08-12,0.0
2015-08-27,0.0
2015-10-01,0.0
2015-10-02,-33.3333
2015-10-06,0.0
2015-10-16,-50.0
2015-10-19,0.0
2015-10-21,0.0
2015-10-29,0.0
2015-10-30,200.0
2015-11-02,-33.3333
2015-11-17,0.0
2015-11-18,0.0
2015-11-25,150.0
2015-12-01,40.0
2015-12-02,-28.5714
2015-12-03,-8.0
2015-12-04,-34.7826
2015-12-07,33.3333
2015-12-08,12.5
2015-12-09,-10.8333
2015-12-11,-0.3115
2015-12-15,0.0
2015-12-17,-0.3125
2015-12-21,-0.1567
2015-12-24,-24.6468
2015-12-28,33.3333
2016-01-04,0.0
2016-01-07,0.0
2016-01-28,-70.0
2016-01-29,66.6667
2016-02-05,-40.0
2016-02-09,25.0
2016-02-16,6.6667
2016-02-18,25.0
2016-02-19,-35.0
2016-03-17,0.0
2016-04-20,0.0
2016-05-12,0.0
2016-05-24,0.0
2016-05-26,-7.6923
2016-07-18,0.0
2016-07-29,66.6667
2016-08-05,-40.0
2016-08-12,1.0417
2016-08-15,15.4639
2016-08-24,114.2857
2016-09-13,-60.0
2016-09-26,66.6667
2016-09-27,35.0
2016-09-30,-37.037
2016-10-03,76.4706
2016-10-07,-50.0
2016-10-24,0.0
2016-11-11,0.0
2016-11-14,-33.3333
2016-11-17,0.0
2016-11-30,-35.0
2016-12-02,-4.8077
2016-12-07,0.0
2016-12-30,0.0
2017-01-12,204.0404
2017-01-23,-67.1096
2017-01-31,-19.1919
2017-02-09,-37.5
2017-02-27,0.0
2017-03-09,10.0
2017-03-10,16.3636
2017-03-27,-21.875
2017-04-28,2.0
2017-05-23,0.0
2017-07-14,-2.7451
2017-08-03,0.0
2017-08-31,0.0
2017-10-06,184.7419
2017-10-25,-64.8805
2017-11-01,35.4839
2017-11-08,2.3810000000000002
2017-11-14,76.8372
2017-11-21,24.9342
2017-11-22,0.0
2017-11-29,-54.7368
2017-12-07,390.6977
2017-12-15,-80.5687
2017-12-18,143.9024
2017-12-20,10.0
2018-02-22,45.4545
2018-02-26,-25.0
2018-03-08,0.0
2018-03-09,0.6667
2018-07-06,-8.1126
2018-08-17,-0.9009
2018-08-24,0.0
2018-09-10,0.0
2018-09-19,-45.4545
2018-10-29,0.0
2018-12-27,-8.3333
2019-01-09,45.4545
2019-01-14,12.5
2019-01-24,-44.4444
2019-02-04,0.0
2019-04-25,-18.0
2019-05-14,0.0
2019-05-28,0.0
2019-07-09,95.122
2019-07-15,0.0
2019-07-16,-25.0
2019-07-25,66.6667
2019-08-13,20.0
2019-08-23,25.0
2019-09-06,-33.3333
2019-09-09,0.0
2019-09-17,0.0
2019-09-24,-6.0
2019-10-16,6.383
2019-11-05,-3.0
2019-11-06,3.0928
2019-11-29,0.0
2019-12-19,0.0
2019-12-26,0.0
2019-12-31,0.0
2020-01-03,50.0
2020-01-07,-29.6667
2020-01-22,23.0332
2020-01-23,-53.0046
2020-01-24,13.1148
2020-03-12,-4.3478
2020-03-25,0.0
2020-04-01,124.2424
2020-04-06,0.0
2020-04-23,-55.4054
2020-04-28,124.2424
2020-05-01,-54.7297
2020-05-11,-1.4925
2020-05-18,-3.0303
2020-05-26,0.0
2020-06-02,0.0
2020-06-04,-6.25
2020-06-12,350.0
2020-06-15,7.4074
2020-06-16,-13.5
2020-06-17,-32.2304
2020-06-18,-15.2941
2020-06-19,0.0
2020-06-22,0.0
2020-06-24,2.0833
2020-06-25,-2.0408
2020-06-30,0.0
2020-07-01,2.0833
2020-07-08,-2.0408
2020-07-14,-37.5
2020-07-23,0.0
2020-07-29,122.2222
2020-07-31,5.0
