ticker,ICIZF US Equity
2011-10-20,-0.915
2011-10-21,1.7178
2011-10-24,4.8261
2011-10-25,-4.9924
2011-10-26,-1.3405
2011-10-27,-1.8477999999999999
2011-10-28,-1.1489
2011-10-31,-1.1343
2011-11-01,-0.17
2011-11-02,5.7889
2011-11-03,1.9313
2011-11-04,-2.1053
2011-11-07,2.6882
2011-11-08,2.6178
2011-11-09,-2.2449
2011-11-10,2.2051
2011-11-11,-2.4638999999999998
2011-11-14,-5.7592
2011-11-15,1.7778
2011-11-16,0.0751
2011-11-17,-1.2953999999999999
2011-11-18,-5.6849
2011-11-22,-2.3656
2011-12-01,-10.6069
2011-12-08,-3.6419
2011-12-13,-0.2351
2012-01-04,-4.1899
2012-01-11,-0.5649
2012-01-17,-2.3639
2012-01-19,0.6757
2012-01-26,-5.4437
2012-01-27,15.4574
2012-01-30,-0.2732
2012-02-02,3.5616
2012-02-06,2.9101
2012-02-07,-2.3136
2012-02-14,-4.3421
2012-02-16,1.1692
2012-02-21,3.1951
2012-02-22,-0.3953
2012-02-23,-1.1905000000000001
2012-02-27,0.1339
2012-02-29,2.1390000000000002
2012-03-02,-4.4503
2012-03-08,0.411
2012-03-09,-0.4093
2012-03-14,-5.4795
2012-03-15,-0.2899
2012-03-19,2.4709
2012-03-21,-0.7092
2012-03-22,-0.7143
2012-03-26,2.1583
2012-03-30,-0.4225
2012-04-03,-10.749600000000001
2012-04-04,1.1094
2012-04-05,-2.8213
2012-04-13,0.8065
2012-04-17,2.7199999999999998
2012-04-18,-1.8692
2012-04-20,-6.3492
2012-04-23,-1.8643999999999998
2012-04-24,-3.2815
2012-04-26,-9.1071
2012-04-30,-1.7682
2012-05-02,-8.5
2012-05-04,6.4481
2012-05-09,-18.6858
2012-05-11,5.0505
2012-05-14,-4.5673
2012-05-15,-1.7631999999999999
2012-05-17,-30.5128
2012-05-22,10.7011
2012-05-23,-10.0
2012-05-24,11.8519
2012-05-30,3.1457
2012-05-31,-10.5939
2012-06-01,-16.3375
2012-06-04,5.0161
2012-06-06,-6.8199
2012-06-11,-9.2105
2012-06-12,6.2802
2012-06-13,-3.6364
2012-06-15,-5.6014
2012-06-26,-7.0581
2012-07-03,7.5269
2012-07-05,1.9062999999999999
2012-07-10,-7.2677
2012-07-23,0.0
2012-08-01,-7.4074
2012-08-10,-3.4286
2012-08-15,-4.142
2012-08-29,-6.7901
2012-09-10,5.298
2012-09-11,0.6289
2012-09-14,-14.6875
2012-09-17,1.0989
2012-09-18,9.7826
2012-09-21,-1.6502
2012-09-24,0.6711
2012-10-01,-3.0
2012-10-05,-13.4021
2012-10-12,-10.3175
2012-10-15,-2.6549
2012-11-07,-10.9091
2012-11-14,-20.9184
2012-12-03,-31.7742
2012-12-10,43.7352
2012-12-17,3.5362
2012-12-20,31.6918
2012-12-24,6.152
2012-12-28,-0.9091
2013-01-04,0.9174
2013-01-14,-9.8864
2013-01-18,-0.6305
2013-01-28,-8.6294
2013-01-30,-36.25
2013-02-08,13.2898
2013-02-11,-15.3846
2013-02-12,-9.0909
2013-02-14,-31.0
2013-02-15,-27.5362
2013-02-19,12.75
2013-02-21,-23.7251
2013-02-22,-6.9767
2013-02-27,25.0
2013-02-28,-20.0
2013-03-11,30.9375
2013-03-13,52.7446
2013-03-21,47.5
2013-03-25,-15.2542
2013-04-16,-60.0
2013-04-17,0.0
2013-04-29,-13.4375
2013-05-02,0.361
2013-05-03,-42.446
2013-05-23,0.0
2013-05-29,0.0
2013-06-17,296.25
2013-07-01,-21.7666
2013-07-02,-0.4032
2013-07-09,-14.7773
2013-08-12,48.2185
2013-09-04,-44.5513
2013-09-16,84.9711
2013-09-18,-32.9688
2013-10-08,-36.5967
2013-10-21,76.4706
2013-11-06,-37.0833
2013-11-08,-9.9338
2013-11-25,-45.9559
2013-12-06,-10.8844
2013-12-09,0.0
2013-12-12,-2.2901
2013-12-13,2.3438
2013-12-16,-26.7176
2013-12-17,33.3333
2013-12-18,-1.5625
2013-12-19,7.9365
2013-12-20,0.0
2013-12-30,-5.8824
2013-12-31,0.0
2014-02-03,25.0
2014-02-12,0.0
2014-03-03,0.0
2014-03-06,-33.75
2014-03-21,96.2264
2014-03-24,-7.6923
2014-03-31,55.7292
2014-04-17,0.0
2014-05-30,1.0033
2014-06-05,-0.3311
2014-06-10,-64.4518
2014-06-20,-10.2804
2014-07-07,16.6667
2014-08-29,-69.6429
2014-09-16,388.2353
2014-09-17,-31.3253
2014-10-01,122.807
2014-10-13,-5.5118
2014-11-07,-13.3333
2014-11-10,-12.9808
2014-11-11,0.0
2014-11-14,0.5525
2014-11-17,-0.5495
2014-11-19,0.0
2014-11-20,-2.7624
2014-11-21,1.1364
2014-11-24,25.8427
2014-11-25,-20.5357
2014-11-28,-1.1236
2014-12-01,0.0
2014-12-02,0.0
2014-12-05,-63.6364
2014-12-17,170.3125
2014-12-18,0.0
2014-12-22,-39.8844
2014-12-23,0.0
2014-12-26,24.0385
2014-12-30,-2.3256
2015-01-29,-98.4127
2015-03-04,0.0
2015-03-17,0.0
2015-03-26,300.0
2015-03-31,1900.0
2015-05-11,-98.75
2015-05-12,-20.0
2015-05-13,4900.0
2015-05-29,-97.5
2015-07-01,700.0
2015-07-13,0.0
2015-07-23,0.0
2015-07-24,1550.0
2015-07-27,-39.3939
2015-07-28,-40.0
2015-07-29,46.875
2015-07-30,36.1702
2015-07-31,141.6667
2015-08-03,-68.9655
2015-08-04,-11.1111
2015-08-05,87.5
2015-08-10,0.0
2015-08-13,-53.3333
2015-08-17,114.2857
2015-08-20,-16.6667
2015-08-24,-20.0
2015-08-26,0.0
2015-08-28,0.0
2015-09-03,-10.0
2015-09-09,-14.5833
2015-09-14,-34.9593
2015-09-16,-47.5
2015-09-17,0.0
2015-09-18,83.3333
2015-09-21,-45.4545
2015-09-30,7.1429
2015-10-20,-6.6667
2015-11-06,-28.5714
2015-11-09,-30.0
2015-11-17,0.0
2015-11-23,190.4762
2015-12-07,-73.7705
2015-12-08,0.0
2015-12-11,18.75
2015-12-17,236.8421
2015-12-23,-75.0
2015-12-28,0.0
2016-01-27,0.0
2016-02-09,81.25
2016-02-10,-65.5172
2016-02-11,-50.0
2016-02-12,-40.0
2016-02-17,66.6667
2016-02-19,0.0
2016-02-23,120.0
2016-03-15,0.0
2016-03-31,-78.7636
2016-04-11,542.1233
2016-04-15,-60.0
2016-04-18,33.3333
2016-04-29,275.0
2016-05-06,113.3333
2016-05-19,-9.75
2016-05-26,-72.2992
2016-05-27,12.5
2016-06-20,-22.2222
2016-06-21,0.0
2016-06-22,14.2857
2016-07-13,0.0
2016-07-25,62.5
2016-07-29,0.0
2016-08-12,-92.3077
2016-08-30,1200.0
2016-09-01,-34.6154
2016-09-07,-23.5294
2016-09-30,15.3846
2016-10-11,-80.0
2016-11-08,66.6667
2016-11-14,0.0
2016-11-18,-40.0
2016-12-02,66.6667
2016-12-14,0.0
2016-12-15,260.0
2016-12-21,-72.2222
2016-12-28,200.0
2016-12-30,46.6667
2017-01-03,-86.3636
2017-01-06,333.3333
2017-01-09,0.0
2017-01-25,-23.0769
2017-01-26,-20.0
2017-01-30,-37.5
2017-02-10,500.0
2017-02-13,-56.6667
2017-02-15,46.1538
2017-02-16,-15.7895
2017-02-17,62.5
2017-02-21,-7.6923
2017-02-23,-45.8333
2017-02-28,100.0
2017-03-14,-38.4615
2017-03-16,6.25
2017-03-17,5.8824
2017-03-24,50.0
2017-03-27,-33.3333
2017-03-28,0.0
2017-03-29,66.6667
2017-03-30,-10.0
2017-04-03,0.0
2017-05-05,129.6296
2017-05-08,-48.3871
2017-05-09,50.0
2017-05-11,-50.0
2017-05-12,-33.3333
2017-05-15,0.0
2017-05-16,12.5
2017-05-17,0.0
2017-05-19,33.3333
2017-05-22,8.3333
2017-05-24,-38.4615
2017-07-26,30.0
2017-08-03,-15.3846
2017-08-24,27.2727
2017-09-14,-71.4286
2017-09-15,-25.0
2017-10-06,-33.3333
2017-10-10,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-25,350.0
2017-10-26,22.2222
2017-10-27,18.1818
2017-10-30,-46.1538
2017-11-01,-28.5714
2017-11-03,80.0
2017-11-15,-44.4444
2017-11-29,-20.0
2017-12-01,0.0
2017-12-07,350.0
2017-12-08,44.4444
2017-12-11,-38.4615
2017-12-12,-37.5
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,150.0
2017-12-18,-20.0
2017-12-20,-25.0
2017-12-21,53.3333
2017-12-22,-69.5652
2017-12-26,328.5714
2017-12-27,-67.6667
2017-12-28,157.732
2018-01-05,-30.0
2018-01-12,-14.2857
2018-01-17,-33.3333
2018-01-19,0.0
2018-01-22,0.0
2018-01-24,-10.0
2018-01-25,11.1111
2018-01-26,-10.0
2018-01-29,11.1111
2018-01-30,-10.0
2018-02-01,0.0
2018-02-09,94.4444
2018-02-13,-65.7143
2018-03-01,-33.3333
2018-03-09,0.0
2018-03-12,0.0
2018-03-15,0.0
2018-04-05,0.0
2018-04-17,0.0
2018-05-15,200.0
2018-06-04,-50.0
2018-06-06,0.0
2018-06-20,0.0
2018-07-24,10.0
2018-08-01,104.5455
2018-08-16,-55.5556
2018-08-24,0.0
2018-08-27,0.0
2018-09-06,-50.0
2018-09-10,-16.6667
2018-09-12,180.0
2018-10-03,-57.1429
2018-10-05,0.0
2018-10-09,100.0
2018-10-11,-66.6667
2018-10-12,125.0
2018-11-16,-55.5556
2018-12-03,0.0
2018-12-11,100.0
2019-03-13,-99.75
2019-03-22,9900.0
2019-04-04,0.0
2019-06-21,-99.0
2019-06-28,0.0
2019-12-13,9900.0
2020-02-18,0.0
2020-06-08,0.0
2020-07-02,-90.0
