ticker,MNHD US Equity
2010-04-06,-1.9048
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-13,-2.9126
2010-04-14,0.0
2010-04-15,1.0
2010-04-16,0.0
2010-04-19,-0.9901
2010-04-20,0.0
2010-05-03,-10.0
2010-05-04,-22.2222
2010-05-05,-7.1429
2010-05-06,0.0
2010-05-07,0.0
2010-05-12,46.1538
2010-05-13,0.0
2010-05-19,-15.7895
2010-05-21,-6.25
2010-05-25,0.0
2010-06-07,6.6667
2010-06-08,0.0
2010-06-09,12.5
2010-06-11,5.5556
2010-06-17,-57.8947
2010-06-18,137.5
2010-06-21,-73.125
2010-06-23,0.0
2010-06-24,99.7552
2010-06-25,-1.7892000000000001
2010-07-01,19.8278
2010-07-02,-16.6927
2010-07-07,-30.0
2010-07-08,-42.5714
2010-07-09,99.005
2010-07-12,-47.5
2010-07-14,-4.7619
2010-07-16,75.0
2010-07-21,0.0
2010-07-27,0.0
2010-07-29,-11.4286
2010-08-03,9.6774
2010-08-12,-14.7059
2010-08-13,-5.1724
2010-08-26,-3.6364
2010-08-27,-58.4906
2010-08-31,122.7273
2010-09-02,0.0
2010-09-07,-10.2041
2010-09-08,-59.0909
2010-09-09,200.0
2010-09-10,-25.9259
2010-09-13,0.0
2010-09-24,22.5
2010-09-29,0.0
2010-10-15,2.0408
2010-10-19,40.0
2010-10-20,14.2857
2010-11-11,0.0
2010-11-15,-42.5
2010-11-16,30.4348
2010-11-18,0.0
2010-11-22,-21.6667
2010-11-26,6.383
2010-12-02,20.0
2010-12-03,0.0
2010-12-06,-16.6667
2010-12-07,-4.0
2010-12-14,-4.1667
2010-12-15,0.0
2010-12-31,0.0
2011-01-03,8.6957
2011-01-04,-75.875
2011-01-05,98.9637
2011-01-06,-41.5625
2011-01-07,85.3832
2011-01-10,15.3846
2011-01-11,13.3333
2011-01-12,0.0
2011-01-18,5.8824
2011-01-27,-5.5556
2011-02-02,-58.8235
2011-02-03,142.8571
2011-02-04,0.0
2011-02-07,0.0
2011-02-08,-41.1765
2011-02-09,100.0
2011-02-14,-65.0
2011-02-15,171.4286
2011-02-22,5.2632
2011-03-01,0.0
2011-03-07,-20.0
2011-03-09,-18.75
2011-03-10,-23.0769
2011-03-11,-10.0
2011-03-14,-11.1111
2011-03-18,6.25
2011-03-21,-11.7647
2011-03-23,-13.3333
2011-03-24,0.0
2011-03-28,38.4615
2011-03-30,0.0
2011-03-31,0.0
2011-04-06,-36.6667
2011-04-08,14.0351
2011-04-14,23.0769
2011-04-20,0.0
2011-04-21,0.0
2011-04-27,0.0
2011-04-28,25.0
2011-04-29,0.0
2011-05-02,60.0
2011-05-03,0.0
2011-05-04,-6.25
2011-05-05,-33.3333
2011-05-06,-20.0
2011-05-09,42.5
2011-05-10,5.2632
2011-05-11,0.0
2011-05-12,0.0
2011-05-13,8.3333
2011-05-16,-15.3846
2011-05-19,9.0909
2011-05-23,0.0
2011-05-26,0.0
2011-05-27,16.6667
2011-05-31,0.0
2011-06-01,-14.2857
2011-06-02,0.0
2011-06-03,0.0
2011-06-06,0.0
2011-06-07,-41.6667
2011-06-13,-14.2857
2011-06-14,100.0
2011-06-15,-33.3333
2011-06-21,48.75
2011-06-22,-15.9664
2011-06-28,-30.0
2011-06-29,42.8571
2011-06-30,0.0
2011-07-01,19.0
2011-07-06,-39.0756
2011-07-07,37.931
2011-07-12,0.0
2011-07-18,0.0
2011-08-01,0.0
2011-08-03,0.0
2011-08-15,0.0
2011-08-22,-50.0
2011-08-25,0.0
2011-08-26,120.0
2011-08-29,-9.0909
2011-08-30,-10.0
2011-09-07,22.2222
2011-09-13,-27.2727
2011-09-14,12.5
2011-09-15,-33.3333
2011-09-16,50.0
2011-09-19,-11.1111
2011-09-23,-12.5
2011-09-28,-13.5714
2011-09-29,-0.8264
2011-09-30,-8.3333
2011-10-03,0.0
2011-10-07,-27.2727
2011-10-12,50.0
2011-10-14,0.0
2011-10-18,-8.3333
2011-10-19,-18.1818
2011-10-27,33.3333
2011-11-03,16.6667
2011-11-11,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-12-02,-42.8571
2011-12-05,-56.25
2011-12-06,242.8571
2011-12-20,-66.6667
2011-12-21,200.0
2012-01-31,-16.6667
2012-02-03,0.0
2012-02-07,-40.0
2012-02-09,66.6667
2012-02-22,-20.0
2012-02-23,0.0
2012-02-27,25.0
2012-03-06,0.0
2012-04-25,-60.0
2012-04-26,100.0
2012-04-30,-25.0
2012-05-03,-66.6667
2012-05-04,100.0
2012-05-08,-20.0
2012-05-30,87.5
2012-06-06,0.0
2012-06-07,0.0
2012-06-11,16.6667
2012-06-13,0.0
2012-07-05,0.0
2012-07-12,42.8571
2012-07-13,-40.0
2012-07-30,16.6667
2012-07-31,-14.2857
2012-08-07,0.0
2012-08-21,0.0
2012-10-22,16.6667
2012-10-26,0.0
2012-11-12,11.4286
2012-12-12,-23.0769
2012-12-13,0.0
2012-12-19,-33.3333
2013-01-31,50.0
2013-02-11,0.0
2013-02-20,-16.6667
2013-02-26,0.0
2013-03-26,250.0
2013-03-27,0.0
2013-03-28,-57.1429
2013-04-02,0.0
2013-04-09,40.0
2013-04-10,0.0
2013-04-18,0.0
2013-04-19,9.5238
2013-04-23,17.3913
2013-04-25,11.1111
2013-05-03,6.6667
2013-05-06,6.25
2013-05-16,2.9412000000000003
2013-05-22,-2.8571
2013-05-23,25.0
2013-05-24,-29.4118
2013-05-28,26.6667
2013-05-29,5.2632
2013-05-30,0.0
2013-05-31,12.5
2013-06-03,0.0
2013-06-04,0.0
2013-06-05,13.3333
2013-06-06,0.0
2013-06-10,0.0
2013-06-11,-1.9607999999999999
2013-06-12,2.0
2013-06-13,0.0
2013-06-17,0.0
2013-06-20,0.0
2013-06-21,0.0
2013-06-25,0.0
2013-06-26,0.0
2013-07-11,-1.9607999999999999
2013-07-17,2.0
2013-07-25,0.0
2013-07-31,0.0
2013-08-02,0.0
2013-08-07,0.0
2013-08-08,96.0784
2013-08-12,-25.0
2013-08-14,0.0
2013-08-19,-20.0
2013-08-20,25.0
2013-08-22,-6.6667
2013-08-30,7.1429
2013-09-09,0.0
2013-09-10,-26.6667
2013-09-11,-7.2727
2013-09-17,0.0
2013-09-18,7.8431
2013-09-30,-36.3636
2013-10-01,15.4286
2013-10-03,36.1386
2013-10-08,-32.7273
2013-10-09,0.0
2013-10-10,48.6486
2013-10-21,-54.5455
2013-10-22,100.0
2013-10-28,-45.0
2013-10-29,81.8182
2013-11-06,-1.0
2013-11-08,0.0
2013-11-11,-25.2525
2013-11-15,0.0
2013-11-18,-18.9189
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,0.0
2013-12-03,65.0
2013-12-12,-9.0909
2013-12-13,-44.4444
2013-12-16,0.0
2013-12-23,-20.0
2013-12-27,-89.9375
2013-12-30,1042.8571
2014-01-03,69.5652
2014-01-06,0.0
2014-01-07,15.3846
2014-01-09,-44.4444
2014-01-10,40.0
2014-01-13,0.0
2014-01-14,-14.2857
2014-01-15,0.0
2014-01-16,-16.6667
2014-01-17,-12.0
2014-01-21,0.0
2014-01-24,59.0341
2014-01-30,5.3233
2014-02-06,-25.3392
2014-02-07,-0.0454
2014-02-10,41.8182
2014-02-11,0.0
2014-02-26,-30.7692
2014-02-27,22.1759
2014-03-05,6.1008
2014-03-06,0.0
2014-03-10,-5.7143
2014-03-13,21.2121
2014-03-17,25.0
2014-03-20,0.0
2014-03-24,-10.0
2014-03-26,11.1111
2014-03-27,-40.0
2014-03-28,0.0
2014-03-31,63.3333
2014-04-15,0.0
2014-04-16,-20.4082
2014-04-17,125.641
2014-04-21,-31.8182
2014-04-22,-3.3333
2014-04-23,-13.7931
2014-04-24,0.0
2014-04-28,0.0
2014-04-29,-20.0
2014-04-30,30.0
2014-05-02,0.0
2014-05-07,0.0
2014-05-09,-1.9231
2014-05-12,5.8824
2014-05-22,0.0
2014-05-23,1.8519
2014-05-27,0.0
2014-05-29,0.0
2014-05-30,9.0909
2014-06-03,0.0
2014-06-04,-0.1979
2014-06-05,-41.551
2014-06-06,22.8571
2014-06-09,16.2791
2014-06-10,-4.0
2014-06-11,10.4167
2014-06-17,0.0
2014-06-18,0.0
2014-06-20,-3.7736
2014-06-23,7.8431
2014-06-24,-10.9091
2014-06-26,0.0
2014-06-27,-21.4286
2014-06-30,16.8831
2014-07-01,-11.1111
2014-07-02,0.0
2014-07-07,-12.5
2014-07-08,9.9643
2014-07-17,16.9211
2014-07-21,0.0
2014-07-23,0.0
2014-07-24,20.0
2014-07-31,-7.963
2014-08-14,-7.4447
2014-08-15,0.0
2014-08-22,2.1739
2014-08-27,-8.5106
2014-09-02,55.814
2014-09-04,-32.8358
2014-09-05,37.7778
2014-09-12,-27.4194
2014-09-24,0.0
2014-09-30,0.0
2014-10-08,-31.1111
2014-10-10,45.1613
2014-10-14,-44.4444
2014-10-15,-11.2
2014-10-16,89.1892
2014-10-17,-47.619
2014-10-20,13.6364
2014-10-21,-12.0
2014-10-23,2.2727
2014-10-24,33.3333
2014-10-27,50.0
2014-10-29,-44.4444
2014-10-30,76.0
2014-10-31,-9.0909
2014-11-06,0.0
2014-11-10,-25.0
2014-11-12,16.6667
2014-11-17,-17.1429
2014-11-19,3.4483
2014-11-20,33.3333
2014-11-24,0.0
2014-12-08,-27.5
2014-12-10,0.0
2014-12-11,36.2069
2014-12-16,1.2658
2014-12-19,-67.5
2014-12-22,207.6923
2014-12-30,-37.5
2015-01-06,-12.4
2015-01-07,36.9863
2015-01-13,-33.3333
2015-01-14,45.0
2015-01-15,-13.7931
2015-01-20,16.0
2015-01-21,34.4828
2015-01-22,-23.0769
2015-01-23,30.0
2015-01-27,0.0
2015-01-28,0.0
2015-01-29,-10.2564
2015-01-30,14.2857
2015-02-02,0.0
2015-02-10,-12.5
2015-02-11,14.2857
2015-02-20,0.0
2015-02-27,8.875
2015-03-05,-3.5591
2015-03-06,4.7619
2015-03-09,-2.2727
2015-03-10,-6.9767
2015-03-12,-2.5
2015-03-13,-7.6603
2015-03-16,8.2957
2015-03-17,7.6923
2015-03-18,0.0
2015-03-20,-14.2857
2015-03-23,0.0
2015-03-24,-2.7778
2015-03-26,19.9643
2015-03-30,4.7931
2015-03-31,-27.0455
2015-04-01,86.9159
2015-04-28,0.0
2015-05-07,-15.0
2015-05-19,-1.9607999999999999
2015-05-20,-28.8375
2015-05-22,9.6083
2015-05-28,-9.4872
2015-05-29,13.3144
2015-06-01,-12.5
2015-06-02,-14.25
2015-06-03,0.0
2015-06-09,0.0
2015-06-23,16.6181
2015-07-22,-14.25
2015-07-28,0.0
2015-08-05,-16.7014
2015-09-14,4.0
2015-10-15,0.0
2015-11-02,-23.0769
2015-11-03,-7.5
2015-11-10,-18.9189
2015-11-11,33.0
2015-12-01,-24.812
2015-12-02,0.0
2015-12-17,0.0
2015-12-18,66.6667
2015-12-22,-20.0
2015-12-23,25.0
2015-12-24,-0.05
2015-12-28,0.05
2015-12-29,40.0
2015-12-30,-14.2857
2015-12-31,-16.6667
2016-01-05,-20.0
2016-01-06,25.0
2016-01-07,4.0
2016-01-13,-38.0769
2016-01-14,61.4907
2016-01-15,0.0
2016-01-19,-94.2308
2016-01-20,1633.3333
2016-01-21,0.0
2016-02-10,34.6154
2016-02-11,0.0
2016-02-16,0.0
2016-02-19,71.4286
2016-02-22,-83.3333
2016-02-26,200.0
2016-02-29,-33.3333
2016-03-01,0.0
2016-03-02,30.0
2016-03-07,-19.5673
2016-03-11,-52.1817
2016-03-14,100.0
2016-03-15,-39.5
2016-03-23,-17.3554
2016-03-24,0.0
2016-03-30,125.0
2016-04-04,-64.4444
2016-04-05,25.1563
2016-04-08,99.7503
2016-04-22,-50.0
2016-04-27,0.0
2016-05-02,30.0
2016-05-05,-38.4615
2016-05-10,0.0
2016-05-11,-25.0
2016-05-12,0.0
2016-05-18,0.0
2016-06-13,200.0
2016-07-15,-66.6667
2016-08-08,33.3333
2016-08-12,0.1563
2016-08-16,-0.156
2016-08-31,0.0
2016-09-23,-25.0
2016-10-13,133.3333
2016-11-11,-57.1429
2016-12-16,9.0625
2016-12-27,-8.3095
2016-12-30,-48.3333
2017-02-15,-3.2258
2017-02-16,0.0
2017-02-27,63.3333
2017-03-15,18.3673
2017-03-24,0.0
2017-03-30,-44.8276
2017-04-25,9.375
2017-06-15,14.2857
2017-06-20,0.0
2017-06-29,2.0
2017-08-14,-0.7353
2017-09-05,-1.2346
2017-09-06,-25.0
2017-09-13,-33.3333
2017-09-22,0.0
2017-10-16,-50.0
2017-10-18,1.0
2017-10-19,-0.9901
2017-12-18,0.0
2018-01-11,50.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-25,0.0
2018-02-22,0.0
2018-03-13,-26.6667
2018-05-04,0.0
2018-05-08,0.0
2018-06-11,0.0
2018-06-19,-27.2727
2018-07-06,7.375
2018-07-24,-6.8685
2018-08-01,0.0
2018-08-30,0.0
2018-08-31,3.6875
2018-10-03,-3.5564
2018-11-05,-12.5
2018-11-14,0.0
2018-11-27,0.0
2018-11-30,0.0
2018-12-03,0.0
2018-12-19,-14.2857
2019-01-15,0.0
2019-01-16,4.1667
2019-01-28,-4.0
2019-02-20,16.6667
2019-05-14,-13.5714
2019-05-31,15.7025
2019-06-06,0.0
2019-07-18,-14.2857
2019-08-20,0.0
2019-08-23,10.0
2019-09-09,-9.0909
2019-10-24,1.6667
2019-10-25,-16.3934
2019-11-18,-0.9804
2020-01-02,-0.9901
