ticker,ON US Equity
2000-09-18,-19.3277
2000-09-19,8.8542
2000-09-20,1.9139
2000-09-21,-3.7559
2000-09-22,-4.3902
2000-09-25,4.0816
2000-09-26,-9.3137
2000-09-27,-7.027
2000-09-28,-3.4884
2000-09-29,4.8193
2000-10-02,1.1494
2000-10-03,7.9545
2000-10-04,2.1053
2000-10-05,-0.5155
2000-10-06,-3.1088
2000-10-09,2.6738
2000-10-10,-9.8958
2000-10-11,-3.4682
2000-10-12,4.1916
2000-10-13,6.8966
2000-10-16,-5.3763
2000-10-17,-9.6591
2000-10-18,1.8868
2000-10-19,3.7037
2000-10-20,4.1667
2000-10-23,-2.8571
2000-10-24,-5.2941
2000-10-25,-4.0373
2000-10-26,4.8544
2000-10-27,-6.1728
2000-10-30,5.2632
2000-10-31,0.625
2000-11-01,0.0
2000-11-02,0.6211
2000-11-03,4.9383
2000-11-06,-7.0588
2000-11-07,-1.8987
2000-11-08,-6.7742
2000-11-09,-5.8824
2000-11-10,-8.0882
2000-11-13,3.2
2000-11-14,1.5504
2000-11-15,-1.5267
2000-11-16,1.5504
2000-11-17,10.687
2000-11-20,-7.931
2000-11-21,-5.618
2000-11-22,-3.9683
2000-11-24,4.9587
2000-11-27,-2.3622
2000-11-28,-2.4194
2000-11-29,-2.4793
2000-11-30,-10.1695
2000-12-01,3.7736
2000-12-04,3.1818
2000-12-05,14.5374
2000-12-06,-4.2308
2000-12-07,-6.8273
2000-12-08,19.8276
2000-12-11,3.2374
2000-12-12,-2.439
2000-12-13,-24.6429
2000-12-14,-9.0047
2000-12-15,-12.5
2000-12-18,20.8333
2000-12-19,-9.3596
2000-12-20,-5.4348
2000-12-21,-12.6437
2000-12-22,-10.526299999999999
2000-12-26,5.8824
2000-12-27,4.1667
2000-12-28,5.3333
2000-12-29,6.3291
2001-01-02,-7.1429
2001-01-03,14.1026
2001-01-04,3.3708
2001-01-05,-3.2609
2001-01-08,2.2472
2001-01-09,6.5934
2001-01-10,2.0619
2001-01-11,-4.0404
2001-01-12,1.0526
2001-01-16,-4.1667
2001-01-17,2.7174
2001-01-18,4.7619
2001-01-19,3.0303
2001-01-22,-4.4118
2001-01-23,10.7692
2001-01-24,14.8148
2001-01-25,1.6129
2001-01-26,1.5873
2001-01-29,2.7344
2001-01-30,-3.4221
2001-01-31,-7.0866
2001-02-01,-0.8475
2001-02-02,-2.5641
2001-02-05,-7.4561
2001-02-06,12.3223
2001-02-07,-5.0633
2001-02-08,3.5556
2001-02-09,-2.1459
2001-02-12,-5.7018
2001-02-13,-1.3953
2001-02-14,1.8868
2001-02-15,6.9444
2001-02-16,-3.0303
2001-02-20,-7.1429
2001-02-21,-5.7692
2001-02-22,-1.0204
2001-02-23,-4.1237
2001-02-26,4.3011
2001-02-27,-6.1856
2001-02-28,5.4945
2001-03-01,-3.125
2001-03-02,0.0
2001-03-05,-0.5376
2001-03-06,1.6216
2001-03-07,6.383
2001-03-08,1.0
2001-03-09,-15.3465
2001-03-12,-0.5848
2001-03-13,1.1764999999999999
2001-03-14,0.5814
2001-03-15,8.6705
2001-03-16,-3.1915
2001-03-19,-2.4725
2001-03-20,-1.9718
2001-03-21,-8.046
2001-03-22,1.875
2001-03-23,7.9755
2001-03-26,0.0
2001-03-27,3.4091
2001-03-28,-2.1978
2001-03-29,-14.6067
2001-03-30,12.5
2001-04-02,-6.4327
2001-04-03,-12.5
2001-04-04,-8.5714
2001-04-05,10.9375
2001-04-06,-8.4507
2001-04-09,2.8923
2001-04-10,5.7416
2001-04-11,5.2036
2001-04-12,0.0
2001-04-16,-7.0968
2001-04-17,-4.1667
2001-04-18,25.6039
2001-04-19,1.3462
2001-04-20,-3.4156
2001-04-23,-3.7328
2001-04-24,1.2245
2001-04-25,4.6371
2001-04-26,-0.578
2001-04-27,2.3256
2001-04-30,11.7424
2001-05-01,-0.339
2001-05-02,7.483
2001-05-03,-1.8987
2001-05-04,4.8387
2001-05-07,14.3077
2001-05-08,0.6729
2001-05-09,-4.0107
2001-05-10,-6.2674
2001-05-11,-0.4458
2001-05-14,1.0448
2001-05-15,3.3973
2001-05-16,0.1429
2001-05-17,0.5706
2001-05-18,-1.4184
2001-05-21,2.1583
2001-05-22,-2.2535
2001-05-23,-4.611
2001-05-24,4.6828
2001-05-25,-1.8759000000000001
2001-05-29,-10.2941
2001-05-30,-2.7869
2001-05-31,18.2125
2001-06-01,-0.9986
2001-06-04,-2.3055
2001-06-05,-0.295
2001-06-06,-0.8876
2001-06-07,0.0
2001-06-08,-4.6269
2001-06-11,-2.5039
2001-06-12,-3.6917999999999997
2001-06-13,-5.3333
2001-06-14,4.2254
2001-06-15,-9.6284
2001-06-18,-14.0187
2001-06-19,4.3478
2001-06-20,0.0
2001-06-21,2.9167
2001-06-22,-3.8462
2001-06-25,9.473700000000001
2001-06-26,-3.8462
2001-06-27,0.6
2001-06-28,-0.5964
2001-06-29,-9.0
2001-07-02,2.8571
2001-07-03,-3.8462
2001-07-05,6.4444
2001-07-06,-6.0543
2001-07-09,-5.3333
2001-07-10,-0.2347
2001-07-11,-4.7059
2001-07-12,-1.2346
2001-07-13,-3.5
2001-07-16,2.3316
2001-07-17,0.0
2001-07-18,-2.2785
2001-07-19,0.2591
2001-07-20,-1.5504
2001-07-23,-5.2493
2001-07-24,-14.1274
2001-07-25,14.5161
2001-07-26,10.9859
2001-07-27,1.0152
2001-07-30,-0.7538
2001-07-31,-14.1772
2001-08-01,14.4543
2001-08-02,-7.2165
2001-08-03,1.1111
2001-08-06,-4.6703
2001-08-07,3.7464
2001-08-08,-3.0556
2001-08-09,-0.5731
2001-08-10,2.8818
2001-08-13,-0.2801
2001-08-14,-4.7753
2001-08-15,0.0
2001-08-16,3.2448
2001-08-17,2.8571
2001-08-20,-4.4722
2001-08-21,-1.1341
2001-08-22,2.3529
2001-08-23,-2.5862
2001-08-24,5.0147
2001-08-27,-1.4045
2001-08-28,-1.7094
2001-08-29,0.0
2001-08-30,-1.4493
2001-08-31,-2.6471
2001-09-04,3.3119
2001-09-05,-4.9603
2001-09-06,-1.8462
2001-09-07,-7.5235
2001-09-10,-2.3729
2001-09-17,-14.2361
2001-09-18,-6.0729
2001-09-19,-12.069
2001-09-20,-7.3529
2001-09-21,-11.1111
2001-09-24,11.3095
2001-09-25,5.8824
2001-09-26,-11.6162
2001-09-27,1.7143000000000002
2001-09-28,3.9326
2001-10-01,2.7027
2001-10-02,-3.6842
2001-10-03,-7.1038
2001-10-04,-8.2353
2001-10-05,12.1795
2001-10-08,8.0
2001-10-09,-2.1164
2001-10-10,2.1622
2001-10-11,0.5291
2001-10-12,-7.3684
2001-10-15,-3.4091
2001-10-16,-2.9412000000000003
2001-10-17,-4.2424
2001-10-18,-8.2278
2001-10-19,0.6897
2001-10-22,3.4247
2001-10-23,-0.6623
2001-10-24,-6.0
2001-10-25,9.2199
2001-10-26,-1.9481000000000002
2001-10-29,-11.9205
2001-10-30,0.0
2001-10-31,8.2707
2001-11-01,-3.4722
2001-11-02,-1.4388
2001-11-05,2.9196999999999997
2001-11-06,-3.5461
2001-11-07,-0.7353
2001-11-08,2.9722
2001-11-09,5.0265
2001-11-12,2.0548
2001-11-13,0.0
2001-11-14,-4.698
2001-11-15,2.1127
2001-11-16,-1.3793
2001-11-19,0.6993
2001-11-20,-2.7778
2001-11-21,7.1429
2001-11-23,18.0
2001-11-26,-0.565
2001-11-27,2.8409
2001-11-28,-7.1823
2001-11-29,-0.5952
2001-11-30,-2.3952
2001-12-03,-3.681
2001-12-04,3.1847
2001-12-05,12.963
2001-12-06,8.7432
2001-12-07,18.5867
2001-12-10,-7.1985
2001-12-11,-5.9361
2001-12-12,0.9709
2001-12-13,-5.2885
2001-12-14,-3.0457
2001-12-17,9.4143
2001-12-18,1.923
2001-12-19,-1.4085
2001-12-20,3.3333
2001-12-21,2.3041
2001-12-24,-1.3514
2001-12-26,-3.1963
2001-12-27,-5.6604
2001-12-28,3.0
2001-12-31,0.4854
2002-01-02,8.6957
2002-01-03,55.5556
2002-01-04,-11.4286
2002-01-07,0.0
2002-01-08,-3.2258
2002-01-09,21.6667
2002-01-10,-8.7671
2002-01-11,-3.9039
2002-01-14,-3.125
2002-01-15,2.5806
2002-01-16,-4.717
2002-01-17,1.9802
2002-01-18,-5.8252
2002-01-22,-2.0619
2002-01-23,1.7544
2002-01-24,11.0345
2002-01-25,2.4845
2002-01-28,3.3333
2002-01-29,-1.4663
2002-01-30,-5.9524
2002-01-31,-1.8987
2002-02-01,-5.4839
2002-02-04,1.7065000000000001
2002-02-05,-2.6846
2002-02-06,-17.931
2002-02-07,5.8824
2002-02-08,7.1429
2002-02-11,7.4074
2002-02-12,-3.7931
2002-02-13,0.3584
2002-02-14,-7.529
2002-02-15,3.5074
2002-02-19,-3.7313
2002-02-20,7.7519
2002-02-21,0.3597
2002-02-22,-3.5842
2002-02-25,2.6022
2002-02-26,-0.3623
2002-02-27,1.4545
2002-02-28,2.1505
2002-03-01,-0.7018
2002-03-04,0.0
2002-03-05,10.9474
2002-03-06,6.0573
2002-03-07,-2.4024
2002-03-08,1.5385
2002-03-11,1.2121
2002-03-12,-5.9879999999999995
2002-03-13,-6.051
2002-03-14,7.1186
2002-03-15,3.7975
2002-03-18,3.0488
2002-03-19,15.0888
2002-03-20,-4.3702
2002-03-21,-1.3441
2002-03-22,3.8147
2002-03-25,-2.3622
2002-03-26,-0.5376
2002-03-27,9.4595
2002-03-28,3.7037
2002-04-01,0.9524
2002-04-02,4.4811
2002-04-03,2.7088
2002-04-04,9.011
2002-04-05,-2.4194
2002-04-08,-4.9587
2002-04-09,-6.5217
2002-04-10,9.3023
2002-04-11,-2.1064
2002-04-12,6.0639
2002-04-15,6.5574
2002-04-16,14.4231
2002-04-17,0.3361
2002-04-18,-2.8643
2002-04-19,3.1212
2002-04-22,-3.1773
2002-04-23,2.9361
2002-04-24,0.5034
2002-04-25,-12.854800000000001
2002-04-26,-0.1916
2002-04-29,-21.1132
2002-04-30,-11.4355
2002-05-01,3.022
2002-05-02,10.4
2002-05-03,-19.0821
2002-05-06,-4.7761
2002-05-07,5.9561
2002-05-08,0.5917
2002-05-09,-10.5588
2002-05-10,0.9207
2002-05-13,4.9202
2002-05-14,1.2422
2002-05-15,-0.5828
2002-05-16,2.129
2002-05-17,2.4169
2002-05-20,1.7699
2002-05-21,-5.7971
2002-05-22,-0.6154
2002-05-23,-2.1672
2002-05-24,-4.1139
2002-05-28,-4.2904
2002-05-29,-1.7241
2002-05-30,0.7018
2002-05-31,-0.3484
2002-06-03,-0.6993
2002-06-04,4.2254
2002-06-05,-2.027
2002-06-06,-11.0345
2002-06-07,3.4884
2002-06-10,-1.8727
2002-06-11,-4.5802
2002-06-12,-4.0
2002-06-13,-1.25
2002-06-14,-2.1097
2002-06-17,3.4483
2002-06-18,2.9167
2002-06-19,-2.834
2002-06-20,-5.4167
2002-06-21,-19.3833
2002-06-24,-12.5683
2002-06-25,29.375
2002-06-26,11.1111
2002-06-27,-13.0435
2002-06-28,3.0
2002-07-01,-8.7379
2002-07-02,2.1277
2002-07-03,3.125
2002-07-05,9.0909
2002-07-08,3.2407
2002-07-09,3.5874
2002-07-10,1.2987
2002-07-11,2.5641
2002-07-12,-0.849
2002-07-15,7.1597
2002-07-16,2.7451
2002-07-17,3.4351
2002-07-18,3.69
2002-07-19,-20.9964
2002-07-22,20.2703
2002-07-23,-17.603
2002-07-24,-2.2727
2002-07-25,-5.1163
2002-07-26,1.9607999999999999
2002-07-29,-9.9129
2002-07-30,-3.4055
2002-07-31,-7.7348
2002-08-01,9.812899999999999
2002-08-02,0.8793
2002-08-05,-4.3243
2002-08-06,9.0395
2002-08-07,7.2021
2002-08-08,2.465
2002-08-09,-3.3019
2002-08-12,-2.439
2002-08-13,-4.0
2002-08-14,4.1667
2002-08-15,-3.5
2002-08-16,7.772
2002-08-19,8.1731
2002-08-20,-4.8889
2002-08-21,5.1402
2002-08-22,-2.2222
2002-08-23,-5.4545
2002-08-26,3.8462
2002-08-27,-10.1852
2002-08-28,0.0
2002-08-29,2.0619
2002-08-30,-2.5253
2002-09-03,-4.1451
2002-09-04,-2.7027
2002-09-05,-6.1111
2002-09-06,0.0
2002-09-09,0.0
2002-09-10,0.5917
2002-09-11,-2.9412000000000003
2002-09-12,-3.0303
2002-09-13,2.6367000000000003
2002-09-16,-2.569
2002-09-17,-11.875
2002-09-18,-4.9645
2002-09-19,-1.4925
2002-09-20,-4.5455
2002-09-23,0.0
2002-09-24,-7.9365
2002-09-25,9.4828
2002-09-26,9.4488
2002-09-27,-12.2302
2002-09-30,2.459
2002-10-01,-9.6
2002-10-02,0.885
2002-10-03,-6.1404
2002-10-04,-14.9533
2002-10-07,5.4945
2002-10-08,4.1667
2002-10-09,12.0
2002-10-10,12.5
2002-10-11,3.9683
2002-10-14,-16.7939
2002-10-15,1.8349
2002-10-16,0.9009
2002-10-17,18.75
2002-10-18,5.2632
2002-10-21,-5.7143
2002-10-22,-0.7576
2002-10-23,1.6031
2002-10-24,0.6762
2002-10-25,-2.2388
2002-10-28,-0.7634
2002-10-29,0.7692
2002-10-30,-5.3435
2002-10-31,4.0323
2002-11-01,10.8527
2002-11-04,0.0
2002-11-05,6.9231
2002-11-06,3.3355
2002-11-07,-3.1646
2002-11-08,3.9215999999999998
2002-11-11,-5.6604
2002-11-12,6.0
2002-11-13,-3.1447
2002-11-14,7.1429
2002-11-15,-1.8182
2002-11-18,8.0247
2002-11-19,2.8571
2002-11-20,7.7778
2002-11-21,4.6392
2002-11-22,18.2266
2002-11-25,9.1667
2002-11-26,-8.0153
2002-11-27,-4.1494
2002-11-29,-5.1948
2002-12-02,11.8721
2002-12-03,-5.2245
2002-12-04,-7.8381
2002-12-05,-0.1869
2002-12-06,-1.6854
2002-12-09,-4.2857
2002-12-10,2.9851
2002-12-11,-2.8986
2002-12-12,-1.4925
2002-12-13,-9.0909
2002-12-16,-6.1111
2002-12-17,-4.6746
2002-12-18,-9.9938
2002-12-19,10.3448
2002-12-20,-2.5
2002-12-23,-3.2051
2002-12-24,-0.6623
2002-12-26,-8.0
2002-12-27,12.3188
2002-12-30,-10.9677
2002-12-31,-0.7246
2003-01-02,5.1095
2003-01-03,4.1667
2003-01-06,4.6667
2003-01-07,9.8726
2003-01-08,0.0
2003-01-09,13.0435
2003-01-10,-5.641
2003-01-13,-5.2174
2003-01-14,-1.3761
2003-01-15,-2.3256
2003-01-16,-1.7856999999999998
2003-01-17,-10.9091
2003-01-21,-11.5646
2003-01-22,5.3846
2003-01-23,1.4599
2003-01-24,-3.5971
2003-01-27,-9.3284
2003-01-28,10.9465
2003-01-29,0.1484
2003-01-30,0.0
2003-01-31,-5.1852
2003-02-03,-0.7813
2003-02-04,0.0
2003-02-05,-1.5748
2003-02-06,-1.6
2003-02-07,3.252
2003-02-10,-3.9370000000000003
2003-02-11,-4.0984
2003-02-12,0.8547
2003-02-13,-3.3898
2003-02-14,3.5088
2003-02-18,9.322
2003-02-19,6.9767
2003-02-20,3.6231999999999998
2003-02-21,-2.0979
2003-02-24,-0.7143
2003-02-25,0.0
2003-02-26,5.7554
2003-02-27,0.0
2003-02-28,-4.0816
2003-03-03,-2.1277
2003-03-04,0.7246
2003-03-05,3.5971
2003-03-06,-5.5556
2003-03-07,0.0
2003-03-10,-4.4118
2003-03-11,-1.5385
2003-03-12,-3.9063
2003-03-13,2.439
2003-03-14,0.0
2003-03-17,3.9683
2003-03-18,6.1068999999999996
2003-03-19,-2.1583
2003-03-20,-1.4706000000000001
2003-03-21,6.7164
2003-03-24,-0.6993
2003-03-25,2.1127
2003-03-26,-5.5172
2003-03-27,2.1898
2003-03-28,-8.5714
2003-03-31,-0.7813
2003-04-01,-18.1102
2003-04-02,13.461500000000001
2003-04-03,0.0
2003-04-04,-0.8475
2003-04-07,0.0
2003-04-08,-7.6923
2003-04-09,-4.6296
2003-04-10,6.7961
2003-04-11,0.0
2003-04-14,5.4545
2003-04-15,-0.8621
2003-04-16,3.4783
2003-04-17,5.042
2003-04-21,4.0
2003-04-22,3.0769
2003-04-23,0.7463
2003-04-24,-0.7407
2003-04-25,0.0
2003-04-28,0.7463
2003-04-29,0.0
2003-04-30,0.7407
2003-05-01,7.3529
2003-05-02,15.0685
2003-05-05,0.5952
2003-05-06,-0.5917
2003-05-07,-1.0714
2003-05-08,-0.722
2003-05-09,7.2727
2003-05-12,4.5198
2003-05-13,2.7027
2003-05-14,0.0
2003-05-15,2.0526
2003-05-16,17.5864
2003-05-19,-1.7544
2003-05-20,-1.7856999999999998
2003-05-21,-2.2727
2003-05-22,-6.5116
2003-05-23,-0.4975
2003-05-27,4.0
2003-05-28,12.9808
2003-05-29,3.8298
2003-05-30,11.0656
2003-06-02,-0.369
2003-06-03,-10.3704
2003-06-04,2.4793
2003-06-05,-2.8226
2003-06-06,-3.7344
2003-06-09,-0.8621
2003-06-10,11.3043
2003-06-11,-6.6406
2003-06-12,0.4184
2003-06-13,-3.3333
2003-06-16,-5.2155
2003-06-17,0.0455
2003-06-18,0.0
2003-06-19,8.1818
2003-06-20,4.6218
2003-06-23,-8.0321
2003-06-24,4.8035
2003-06-25,4.1667
2003-06-26,6.4
2003-06-27,0.3759
2003-06-30,1.1236
2003-07-01,-3.3333
2003-07-02,2.682
2003-07-03,0.3731
2003-07-07,0.3717
2003-07-08,-0.3704
2003-07-09,11.5242
2003-07-10,-0.6667
2003-07-11,3.6913
2003-07-14,1.6181
2003-07-15,3.5032
2003-07-16,7.0769
2003-07-17,-0.8621
2003-07-18,-4.6377
2003-07-21,-3.0395
2003-07-22,4.7022
2003-07-23,2.9939999999999998
2003-07-24,1.1628
2003-07-25,0.8621
2003-07-28,1.9943
2003-07-29,-3.352
2003-07-30,-4.9133
2003-07-31,-11.2462
2003-08-01,-2.7397
2003-08-04,7.7465
2003-08-05,4.5752
2003-08-06,-0.9375
2003-08-07,5.6782
2003-08-08,1.4925
2003-08-11,1.7647
2003-08-12,0.289
2003-08-13,-0.8646
2003-08-14,4.6512
2003-08-15,2.7778
2003-08-18,1.3514
2003-08-19,-1.3333
2003-08-20,0.5405
2003-08-21,11.5591
2003-08-22,0.9639
2003-08-25,3.58
2003-08-26,-1.8433000000000002
2003-08-27,5.1643
2003-08-28,6.0268
2003-08-29,0.8421
2003-09-02,-1.4614
2003-09-03,-7.4153
2003-09-04,7.5515
2003-09-05,12.3404
2003-09-08,3.4091
2003-09-09,-5.3114
2003-09-10,-6.1896
2003-09-11,8.4536
2003-09-12,0.7605
2003-09-15,-2.0755
2003-09-16,-0.1927
2003-09-17,-11.0039
2003-09-18,-3.0369
2003-09-19,5.3690999999999995
2003-09-22,-3.3970000000000002
2003-09-23,0.2198
2003-09-24,-7.4561
2003-09-25,-6.872
2003-09-26,-3.0534
2003-09-29,4.1995000000000005
2003-09-30,0.7557
2003-10-01,7.0
2003-10-02,-2.1028000000000002
2003-10-03,4.3437
2003-10-06,-2.5618
2003-10-07,-0.2347
2003-10-08,1.1764999999999999
2003-10-09,3.9535
2003-10-10,0.6711
2003-10-13,2.2222
2003-10-14,-2.3913
2003-10-15,2.2272
2003-10-16,0.2179
2003-10-17,-1.5217
2003-10-20,1.5453000000000001
2003-10-21,-1.087
2003-10-22,-1.2967
2003-10-23,-4.253
2003-10-24,-2.5581
2003-10-27,5.0119
2003-10-28,7.9545
2003-10-29,4.4211
2003-10-30,-10.4839
2003-10-31,-3.1532
2003-11-03,1.8605
2003-11-04,-1.8265
2003-11-05,2.5581
2003-11-06,0.4535
2003-11-07,3.6117
2003-11-10,0.4357
2003-11-11,-2.1692
2003-11-12,4.4346
2003-11-13,2.5478
2003-11-14,5.7971
2003-11-17,-3.5225
2003-11-18,6.0852
2003-11-19,-4.9713
2003-11-20,3.2193
2003-11-21,1.3645
2003-11-24,5.5769
2003-11-25,10.5647
2003-11-26,8.0725
2003-11-28,0.2287
2003-12-01,2.6616
2003-12-02,4.4444
2003-12-03,-0.7092
2003-12-04,-2.8571
2003-12-05,-8.8235
2003-12-08,-3.5484
2003-12-09,-3.5117000000000003
2003-12-10,1.5598
2003-12-11,8.8737
2003-12-12,-2.0376
2003-12-15,-3.68
2003-12-16,8.9701
2003-12-17,-4.7256
2003-12-18,4.0
2003-12-19,-2.1538
2003-12-22,-2.5157
2003-12-23,3.2258
2003-12-24,-2.6563
2003-12-26,1.9262000000000001
2003-12-29,2.2047
2003-12-30,-0.6163
2003-12-31,0.4651
2004-01-02,-2.0062
2004-01-05,5.5118
2004-01-06,-1.0448
2004-01-07,5.7315000000000005
2004-01-08,2.5678
2004-01-09,3.1989
2004-01-12,1.0782
2004-01-13,-2.0
2004-01-14,6.1224
2004-01-15,0.0
2004-01-16,3.8462
2004-01-20,2.716
2004-01-21,-3.6058
2004-01-22,-2.2444
2004-01-23,-3.8265000000000002
2004-01-26,4.7745
2004-01-27,-5.3165
2004-01-28,-0.4011
2004-01-29,-2.4161
2004-01-30,-3.7138999999999998
2004-02-02,6.4286
2004-02-03,-6.3087
2004-02-04,0.0
2004-02-05,0.5731
2004-02-06,5.4131
2004-02-09,3.9189
2004-02-10,-1.0403
2004-02-11,2.8909000000000002
2004-02-12,0.5109
2004-02-13,-3.4307
2004-02-17,3.9474
2004-02-18,2.0253
2004-02-19,-4.2184
2004-02-20,0.9067
2004-02-23,0.8986
2004-02-24,-1.3995
2004-02-25,5.0323
2004-02-26,2.8256
2004-02-27,1.1947
2004-03-01,4.0142
2004-03-02,-2.3837
2004-03-03,-1.7442
2004-03-04,1.8935
2004-03-05,4.5296
2004-03-08,-6.1111
2004-03-09,-2.1302
2004-03-10,-3.023
2004-03-11,-2.2444
2004-03-12,0.7653
2004-03-15,-5.6962
2004-03-16,-0.6711
2004-03-17,4.4595
2004-03-18,-1.0349
2004-03-19,-1.9607999999999999
2004-03-22,-4.6667
2004-03-23,-0.6993
2004-03-24,1.831
2004-03-25,6.3624
2004-03-26,3.6411
2004-03-29,2.5094
2004-03-30,3.1824
2004-03-31,-10.4389
2004-04-01,-0.7947
2004-04-02,1.4686
2004-04-05,3.8158
2004-04-06,-4.436
2004-04-07,-2.122
2004-04-08,0.271
2004-04-12,1.3514
2004-04-13,-2.4
2004-04-14,0.0
2004-04-15,-1.6393
2004-04-16,-6.3889
2004-04-19,-3.7092
2004-04-20,-1.3867
2004-04-21,1.5625
2004-04-22,0.0
2004-04-23,-3.8462
2004-04-26,-0.96
2004-04-27,2.1002
2004-04-28,-5.0633
2004-04-29,-16.8333
2004-04-30,-3.006
2004-05-03,5.7851
2004-05-04,6.6406
2004-05-05,0.3663
2004-05-06,-2.1898
2004-05-07,4.4776
2004-05-10,-2.3214
2004-05-11,4.936
2004-05-12,-2.7875
2004-05-13,-3.2258
2004-05-14,-5.5556
2004-05-17,-2.549
2004-05-18,3.2193
2004-05-19,0.3899
2004-05-20,-2.1359
2004-05-21,-3.7698
2004-05-24,1.6495
2004-05-25,3.4483
2004-05-26,-1.7647
2004-05-27,7.5847999999999995
2004-05-28,7.4212
2004-06-01,-2.7634
2004-06-02,-4.6181
2004-06-03,-4.6555
2004-06-04,3.3203
2004-06-07,2.2684
2004-06-08,0.0
2004-06-09,-2.403
2004-06-10,-2.6515
2004-06-14,0.0
2004-06-15,2.1401
2004-06-16,-7.0476
2004-06-17,1.4344000000000001
2004-06-18,-0.8081
2004-06-21,-0.611
2004-06-22,2.2541
2004-06-23,4.6091999999999995
2004-06-24,-5.5556
2004-06-25,4.4625
2004-06-28,-1.3592
2004-06-29,0.3937
2004-06-30,-1.5686
2004-07-01,-10.9562
2004-07-02,-5.5928
2004-07-06,-14.9289
2004-07-07,0.8357
2004-07-08,3.3149
2004-07-09,-3.4759
2004-07-12,-3.8781
2004-07-13,1.1527
2004-07-14,-6.8376
2004-07-15,8.5627
2004-07-16,-0.2817
2004-07-19,0.565
2004-07-20,3.0899
2004-07-21,-3.8147
2004-07-22,1.6997
2004-07-23,-1.1142
2004-07-26,-3.9436999999999998
2004-07-27,-1.7595
2004-07-28,-4.1791
2004-07-29,16.1994
2004-07-30,7.2386
2004-08-02,-0.75
2004-08-03,-4.7859
2004-08-04,-2.6455
2004-08-05,0.2717
2004-08-06,-5.6911000000000005
2004-08-09,-3.7356
2004-08-10,3.2836
2004-08-11,-5.4913
2004-08-12,-2.7523
2004-08-13,3.7736
2004-08-16,0.0
2004-08-17,0.9091
2004-08-18,6.6066
2004-08-19,-5.0704
2004-08-20,0.2967
2004-08-23,-0.8876
2004-08-24,0.2985
2004-08-25,-1.4881
2004-08-26,-2.1148
2004-08-27,-1.2346
2004-08-30,-4.0625
2004-08-31,-2.9316
2004-09-01,0.0
2004-09-02,1.3423
2004-09-03,-7.2848
2004-09-07,-5.0
2004-09-08,-3.3835
2004-09-09,14.0078
2004-09-10,2.0478
2004-09-13,6.689
2004-09-14,-1.2539
2004-09-15,-2.2222
2004-09-16,4.2208
2004-09-17,-1.5575999999999999
2004-09-20,3.481
2004-09-21,2.1407
2004-09-22,-4.1916
2004-09-23,-0.9375
2004-09-24,-2.2082
2004-09-27,-0.9677
2004-09-28,-1.9544000000000001
2004-09-29,0.9967
2004-09-30,2.9605
2004-10-01,2.2364
