ticker,XLRM US Equity
2004-11-12,-17.9487
2004-11-15,6.25
2004-11-16,-23.5294
2004-11-18,3.8462
2004-11-19,11.1111
2004-11-22,0.0
2004-11-24,-1.6667
2004-11-30,-3.3898
2004-12-01,-5.2632
2004-12-03,37.037
2004-12-06,0.0
2004-12-09,-5.4054
2004-12-10,11.4286
2004-12-13,2.5641
2004-12-14,26.25
2004-12-15,-0.9901
2004-12-16,4.0
2004-12-17,1.9231
2004-12-20,-1.8868
2004-12-28,-28.8462
2004-12-29,-5.4054
2004-12-30,14.2857
2004-12-31,12.5
2005-01-13,4.4444
2005-01-20,-1.5957
2005-01-25,10.2703
2005-01-26,0.0
2005-01-27,3.9215999999999998
2005-01-28,0.0
2005-01-31,-5.6604
2005-02-01,0.0
2005-02-02,-14.0
2005-02-03,-2.3256
2005-02-04,2.3810000000000002
2005-02-08,-11.6279
2005-02-09,5.2632
2005-02-10,-2.5
2005-02-11,35.8974
2005-02-14,0.0
2005-02-15,0.0
2005-02-18,-24.1509
2005-02-24,31.8408
2005-02-25,-7.5472
2005-02-28,-24.4898
2005-03-01,8.1081
2005-03-04,21.25
2005-03-07,3.0928
2005-03-08,-2.0
2005-03-09,6.1224
2005-03-10,3.8462
2005-03-11,3.7037
2005-03-14,3.5714
2005-03-15,0.0
2005-03-16,2.5862
2005-03-17,9.2437
2005-03-18,-1.5385
2005-03-21,0.0
2005-03-22,0.0
2005-03-23,-4.6875
2005-03-24,1.6393
2005-03-28,1.4516
2005-03-29,-3.0207
2005-03-30,1.6393
2005-03-31,-11.2903
2005-04-01,3.8182
2005-04-04,5.0788
2005-04-05,20.0
2005-04-06,-2.7778
2005-04-07,0.7143
2005-04-08,3.5461
2005-04-11,-1.3699
2005-04-12,13.8889
2005-04-13,0.0
2005-04-14,-7.3171
2005-04-15,1.3158
2005-04-18,-7.7922
2005-04-20,2.8169
2005-04-21,2.7397
2005-04-22,1.3333
2005-04-25,-0.6579
2005-04-26,0.6623
2005-04-27,-0.6579
2005-04-28,0.6623
2005-04-29,2.6316
2005-05-02,1.2821
2005-05-03,-1.2658
2005-05-04,-3.8462
2005-05-06,2.5333
2005-05-09,0.13
2005-05-10,1.2987
2005-05-11,0.0
2005-05-12,-1.2821
2005-05-13,0.0
2005-05-17,3.8961
2005-05-18,5.625
2005-05-19,-7.6923
2005-05-20,3.8462
2005-05-24,-29.6296
2005-05-25,-17.5439
2005-05-27,6.383
2005-05-31,-4.0
2005-06-02,-6.25
2005-06-03,2.2222
2005-06-06,-8.6957
2005-06-07,-33.3333
2005-06-08,7.1429
2005-06-10,-13.3333
2005-06-15,-11.538499999999999
2005-06-16,0.0
2005-06-17,8.6957
2005-06-21,-16.0
2005-06-23,-7.1429
2005-06-24,-2.5641
2005-06-28,15.7895
2005-06-29,-4.5455
2005-07-07,4.7619
2005-07-19,0.0
2005-07-25,0.0
2005-07-26,-18.1818
2005-08-04,22.2222
2005-08-08,-27.2727
2005-08-15,0.0
2005-08-17,-12.5
2005-08-18,-14.2857
2005-08-19,-33.3333
2005-08-23,-12.5
2005-08-24,0.0
2005-08-29,-14.2857
2005-09-06,8.3333
2005-09-07,-21.5385
2005-09-08,-7.8431
2005-09-09,-4.2553
2005-09-12,0.0
2005-09-20,22.2222
2005-09-22,18.1818
2005-09-26,0.0
2005-09-30,-60.0
2005-10-03,15.3846
2005-10-04,0.0
2005-10-05,0.0
2005-10-07,-33.3333
2005-10-10,-65.0
2005-10-13,57.1429
2005-10-17,0.0
2005-10-18,36.3636
2005-10-19,0.0
2005-10-20,33.3333
2005-10-26,-25.0
2005-10-27,-26.6667
2005-10-28,9.0909
2005-10-31,0.0
2005-11-02,-16.6667
2005-11-03,0.0
2005-11-04,20.0
2005-11-07,25.0
2005-11-11,-30.0
2005-11-15,0.0
2005-11-17,-4.7619
2005-11-21,40.0
2005-11-22,-42.8571
2005-11-28,87.5
2005-11-30,0.0
2005-12-01,0.0
2005-12-02,-26.6667
2005-12-05,18.1818
2005-12-08,92.3077
2005-12-09,4.0
2005-12-12,115.3846
2005-12-13,60.7143
2005-12-14,11.1111
2005-12-15,0.0
2005-12-16,-10.0
2005-12-19,-50.0
2005-12-21,0.0
2005-12-22,-33.3333
2005-12-23,0.0
2005-12-27,0.0
2005-12-28,0.0
2005-12-29,0.0
2006-01-04,-16.6667
2006-01-11,20.0
2006-01-12,0.0
2006-01-13,-16.6667
2006-01-18,20.0
2006-01-19,33.3333
2006-01-20,0.0
2006-01-24,0.0
2006-01-27,0.0
2006-01-30,-25.0
2006-02-02,0.0
2006-02-03,0.0
2006-02-06,0.0
2006-02-09,16.6667
2006-02-14,0.0
2006-02-21,0.0
2006-02-22,0.0
2006-02-28,14.2857
2006-03-08,-37.5
2006-03-17,-20.0
2006-03-20,0.0
2006-03-30,12.5
2006-04-07,13.3333
2006-04-10,0.0
2006-04-13,-21.5686
2006-04-17,0.0
2006-04-18,0.0
2006-04-19,0.0
2006-04-26,50.0
2006-05-01,11.0417
2006-05-05,-39.9625
2006-05-16,35.0
2006-05-17,-25.9259
2006-06-07,50.0
2006-06-13,-33.3333
2006-06-22,0.0
2006-06-23,25.0
2006-06-26,0.0
2006-06-27,20.0
2006-07-06,-16.6667
2006-07-12,-20.0
2006-08-08,0.0
2006-09-06,0.0
2006-09-18,-45.0
2006-09-22,0.0
2006-09-25,0.0
2006-10-05,0.0
2006-10-12,-9.0909
2006-10-16,0.0
2006-10-26,0.0
2006-10-31,-20.0
2006-11-02,0.0
2006-11-09,0.0
2006-11-10,25.0
2006-12-08,-75.0
2006-12-11,4.0
2006-12-18,76.9231
2006-12-28,1639.1304
2007-01-03,-92.0
2007-01-18,-3.125
2007-01-26,158.0645
2007-01-29,-31.25
2007-02-02,-36.3636
2007-02-07,0.0
2007-02-08,-14.2857
2007-02-14,66.6667
2007-02-21,-38.0
2007-03-08,-3.2258
2007-03-22,-10.0
2007-03-27,0.0
2007-03-28,0.0
2007-04-10,0.0
2007-05-22,-18.5185
2007-06-01,0.0
2007-06-20,0.0
2007-06-28,195.4545
2007-08-02,-66.1538
2007-10-02,4.5455
2007-10-15,0.0
2007-10-24,-4.3478
2007-11-16,0.0
2007-11-26,0.0
2007-11-27,0.0
2007-11-29,-27.2727
2007-11-30,-6.25
2007-12-06,0.0
2007-12-18,0.0
2007-12-20,0.0
2007-12-21,-32.0
2007-12-24,0.0
2007-12-27,-21.5686
2008-01-18,-12.5
2008-01-24,0.0
2008-02-21,-14.2857
2008-02-27,-16.6667
2008-05-16,20.0
2008-06-18,-16.6667
2008-06-26,100.0
2008-06-30,0.0
2008-07-17,0.0
2008-10-24,-50.0
2008-10-28,-60.0
2008-11-03,450.0
2008-11-14,-9.0909
2008-11-26,0.0
2008-11-28,0.0
2008-12-10,-50.0
2008-12-17,100.0
2008-12-23,-50.0
2008-12-30,0.0
2009-01-30,0.0
2009-07-21,0.0
2009-08-03,0.0
2009-10-23,0.0
2009-10-27,0.0
2009-11-04,0.0
2009-12-08,0.0
2009-12-18,0.0
2010-02-09,0.0
2010-04-22,0.0
2010-04-30,0.0
2010-07-16,0.0
2010-08-27,0.0
2010-10-06,0.0
2010-12-29,0.0
2011-02-01,0.0
2011-08-18,0.0
2011-10-13,0.0
2011-12-22,0.0
2012-01-23,0.0
2012-07-25,0.0
2012-12-13,0.0
2013-01-08,0.0
2013-01-31,0.0
2013-04-01,300.0
2013-06-26,-50.0
2013-09-25,0.0
2013-10-09,0.0
2013-11-21,0.0
2014-01-17,0.0
2014-06-24,10.0
2014-07-18,363.6364
2014-08-19,0.0
2014-08-20,-78.4314
2014-11-05,0.0
2014-11-25,81.8182
2015-02-19,-50.0
2015-02-27,-20.0
2015-04-16,62.3437
2015-04-23,0.0962
2015-08-05,-15.3846
2015-09-14,0.0
2015-09-29,-18.1818
2015-10-14,0.0
2015-11-06,0.0
2015-12-07,0.0
2015-12-15,22.2222
2016-01-12,-18.1818
2016-02-12,0.0
2016-02-29,0.0
2016-03-08,0.0
2016-07-01,-5.5556
2016-07-20,76.4706
2016-07-22,-86.6667
2016-11-10,650.0
2016-12-14,-86.6667
2017-08-24,0.0
2017-10-03,0.0
2017-11-09,0.0
2017-12-05,0.0
2018-01-29,25.0
2018-05-01,0.0
2018-09-13,0.0
2018-10-11,260.0
2018-10-31,344.4444
2018-11-01,-37.5
2018-11-02,-40.0
2018-11-05,100.0
2018-11-06,-33.3333
2018-11-12,-25.0
2018-11-15,66.6667
2018-11-21,0.0
2018-12-07,100.0
2018-12-10,-55.6
2018-12-11,-31.5315
2018-12-21,-1.25
2019-01-03,33.2445
2019-01-04,-50.0
2019-01-18,10.0
2019-02-28,327.1818
2019-06-28,-27.6548
2019-07-03,-37.3143
2019-07-05,7.9305
2019-07-08,30.4348
2019-07-09,-3.3333
2019-07-11,-31.0345
2019-07-12,-22.5
2019-07-15,-3.2258
2019-07-23,-13.3333
2019-07-24,46.1538
2019-07-31,-15.7895
2019-08-01,-18.75
2019-08-05,84.6154
2019-08-06,-2.0833
2019-08-07,0.0
2019-08-08,6.0
2019-08-19,-33.9221
2019-08-20,-2.7946999999999997
2019-08-21,-6.25
2019-08-23,0.0
2019-08-28,33.3333
2019-10-01,-25.0
2019-10-04,0.0
2019-10-07,0.0
2019-10-21,88.0
2019-10-23,-21.9858
2019-10-25,0.0
2019-10-28,0.0
2019-11-11,0.0
2020-01-13,13.5909
2020-02-05,-39.5758
2020-02-07,98.6755
2020-02-26,-43.3333
2020-03-12,-11.7647
2020-03-16,66.6667
2020-03-18,-40.0
2020-03-23,-20.0
2020-04-17,66.6667
2020-05-04,-75.0
2020-05-06,697.8
2020-05-07,-62.3966
2020-05-12,-15.0
2020-05-19,-60.7843
2020-05-27,-18.0
2020-06-11,143.9024
2020-06-17,20.0
2020-06-19,8.3333
2020-06-22,0.0
2020-06-26,0.0
2020-07-08,0.0
2020-07-21,-7.6923
2020-07-23,0.0
2020-07-27,141.6667
2020-07-28,0.0
2020-07-29,-10.3448
2020-07-30,-23.0769
