ticker,PURY US Equity
2009-02-03,-37.5
2009-02-10,220.0
2009-02-11,1400.0
2009-02-12,66.6667
2009-02-13,0.0
2009-02-17,-40.0
2009-02-20,-66.6667
2009-02-23,50.0
2009-02-25,0.0
2009-03-02,0.0
2009-03-09,0.0
2009-03-10,0.0
2009-03-18,-26.6667
2009-03-23,-9.0909
2009-03-24,50.0
2009-03-31,-16.6667
2009-04-01,60.0
2009-04-07,-50.0
2009-04-15,200.0
2009-04-16,66.6667
2009-04-17,0.0
2009-04-23,0.0
2009-05-13,-78.0
2009-05-29,-9.0909
2009-07-06,0.0
2009-07-16,200.0
2009-08-03,0.0
2009-09-08,-3.3333
2009-09-17,0.0
2009-09-24,-82.7586
2009-10-09,300.0
2009-10-23,0.0
2009-10-28,45.0
2009-10-29,68.9655
2009-11-02,-55.102
2009-11-18,0.0
2009-12-01,31.8182
2009-12-03,0.0
2009-12-09,0.0
2009-12-23,-24.1379
2009-12-28,0.0
2010-01-11,0.0
2010-04-21,-95.4545
2010-05-19,50.0
2010-06-04,1566.6667
2010-06-07,20.0
2010-06-08,233.3333
2010-10-13,-93.1875
2010-10-14,46.789
2010-10-27,0.0
2011-06-08,0.0
2011-06-09,-35.0
2011-06-21,-23.0769
2011-06-22,-40.0
2011-06-23,16.6667
2011-06-24,0.0
2011-06-27,-14.2857
2011-06-29,200.0
2011-07-05,-55.5556
2011-08-03,-25.0
2011-08-08,33.3333
2011-09-01,0.0
2011-09-07,21.875
2011-09-08,-17.9487
2011-09-12,475.0
2011-09-13,-17.3913
2011-09-20,0.0
2011-10-19,-93.75
2011-10-26,68.4211
2011-10-27,0.0
2011-10-31,0.0
2011-11-01,0.0
2011-11-02,0.0
2011-11-03,643.75
2012-01-26,168.9076
2012-01-27,0.0
2012-05-02,-75.0
2012-07-25,100.0
2012-07-30,0.0
2012-08-20,0.0
2012-08-30,0.0
2012-09-19,-85.625
2012-09-20,421.7391
2012-10-12,-33.3333
2012-10-19,-70.0
2012-10-24,-4.1667
2012-10-26,73.913
2012-11-14,-42.5
2012-11-15,665.2174
2012-11-19,13.6364
2012-11-21,0.0
2012-12-04,-95.25
2013-01-08,68.4211
2013-03-19,-31.25
2013-05-22,-4.5455
2013-07-08,42.8571
2013-07-24,60.0
2013-10-17,16.6667
2014-03-04,71.4286
2014-03-10,0.0
2014-05-08,-50.0
2014-05-15,0.0
2014-06-26,22.9167
2014-09-17,3.3898
2014-11-19,31.1475
2014-11-25,-40.0
2014-11-26,66.6667
2014-12-08,-10.0
2014-12-16,-55.5556
2014-12-22,0.0
2015-03-12,0.0
2015-06-04,0.0
2015-08-26,0.0
2015-09-24,100.0
2015-10-21,-4.6875
2015-12-09,0.0
2016-01-05,-16.3934
2016-02-22,-37.2549
2016-03-04,25.0
2016-03-28,-20.0
2016-04-11,143.75
2016-04-14,-28.2051
2016-04-19,0.0
2016-05-02,0.0
2016-05-09,8.9286
2016-06-02,1.6393
2016-06-17,3.2258
2016-09-22,-3.125
2016-10-25,-4.8387
2016-12-19,-59.322
2016-12-20,12.5
2016-12-21,-40.7407
2016-12-29,68.75
2017-02-09,-48.1481
2017-03-08,71.4286
2017-05-12,25.0
2017-05-15,0.0
2017-05-30,6.6667
2017-06-30,0.0
2017-08-07,-25.0
2017-08-08,33.3333
2017-09-05,-25.0
2017-10-25,0.0
2017-12-19,0.0
2018-02-15,46.6667
2018-03-05,-9.0909
2018-03-06,10.0
2018-03-27,31.8182
2018-04-10,20.6897
2018-05-03,10.0
2018-05-04,3.8961
2018-08-09,0.0
2018-08-10,0.0
2018-08-14,0.0
2018-10-29,-37.5
2018-11-30,-36.0
2019-01-31,150.0
2019-02-01,-60.0
2019-02-15,150.0
2019-02-25,0.0
2019-05-13,-47.5
2019-05-14,0.0
2019-06-27,85.7143
2019-07-12,-43.5897
2019-08-20,13.6364
2019-09-27,120.0
2019-09-30,-29.0909
2019-10-01,0.0
2019-10-02,0.0
2019-10-04,-43.5897
2019-10-07,-4.5455
2019-10-28,66.6667
2019-12-03,-37.1429
2019-12-23,0.0
2020-01-14,0.0
2020-02-12,81.8182
2020-03-10,0.0
2020-03-30,-62.5
2020-05-07,0.0
2020-05-22,166.6667
2020-06-24,-62.5
2020-06-26,6.6667
