ticker,MCTYF US Equity
2007-12-07,-3.1089
2008-01-10,-7.2153
2008-01-15,-7.5972
2008-01-16,-0.8144
2008-01-17,22.1701
2008-01-23,-35.8617
2008-01-24,23.6901
2008-01-30,19.3545
2008-02-04,0.0085
2008-02-11,-8.8804
2008-02-12,1.3353
2008-02-13,1.6288
2008-02-21,0.4862
2008-02-25,-1.5323
2008-02-27,-1.3013
2008-02-28,5.2554
2008-02-29,2.3301
2008-03-05,-0.8389
2008-03-06,4.6961
2008-03-14,-1.7563
2008-03-17,-3.718
2008-03-24,-4.463
2008-03-25,-0.2737
2008-03-27,3.2022
2008-03-31,2.1277
2008-04-01,-2.7778
2008-04-03,0.4286
2008-04-04,5.1209
2008-04-10,4.1949
2008-04-14,-9.0909
2008-04-15,5.9554
2008-04-16,-5.351
2008-04-17,-0.2849
2008-04-18,0.0
2008-04-24,-3.5714
2008-04-25,-13.4815
2008-04-29,-2.8253
2008-04-30,3.348
2008-05-01,-1.1722
2008-05-02,-3.0084
2008-05-07,7.8266
2008-05-12,0.8145
2008-05-14,0.4193
2008-05-21,0.0509
2008-05-22,-3.4202
2008-05-28,2.1922
2008-06-04,0.6601
2008-06-24,6.373
2008-07-08,-2.5236
2008-07-14,-6.7194
2008-07-28,1.8643999999999998
2008-08-07,0.7488
2008-08-20,-7.4628
2008-09-25,-21.6509
2008-10-07,-18.451
2008-10-08,-6.1453
2008-10-09,-4.7619
2008-10-14,-6.5625
2008-10-17,-2.2366
2008-10-27,-20.8039
2008-11-06,11.879
2008-12-01,-42.0849
2008-12-09,-27.3333
2008-12-22,0.9174
2008-12-23,-1.8182
2008-12-30,8.3333
2008-12-31,22.2222
2009-01-05,0.0
2009-01-06,41.2587
2009-01-15,19.802
2009-01-21,32.6963
2009-01-27,0.3893
2009-02-10,6.5917
2009-02-17,-13.2776
2009-02-23,-17.8272
2009-02-27,-11.3834
2009-03-17,-9.1302
2009-03-26,-18.859
2009-03-30,22.9297
2009-04-03,-23.7369
2009-04-06,0.0
2009-04-13,6.5833
2009-04-24,0.6255
2009-05-15,-2.0202
2009-05-19,-11.935
2009-05-27,7.6992
2009-05-28,11.2876
2009-06-09,-4.5455
2009-06-12,-11.2161
2009-06-22,-20.2128
2009-06-30,22.3889
2009-07-02,10.1226
2009-07-16,-7.6669
2009-07-28,1.4285999999999999
2009-08-10,-3.081
2009-09-09,-1.9074
2009-09-10,0.0
2009-09-11,-7.4074
2009-09-14,-4.4
2009-11-09,3.3473
2009-11-13,-0.4049
2009-11-16,-17.0732
2009-11-25,0.0
2009-12-01,22.2426
2009-12-07,-20.6015
2009-12-11,-4.3561
2009-12-23,15.6436
2009-12-31,-2.1119
2010-01-04,-6.2391
2010-01-14,-8.1468
2010-01-26,-3.7237999999999998
2010-02-17,7.4543
2010-02-23,4.3194
2010-03-17,44.542
2010-03-24,-13.5417
2010-04-14,12.7008
2010-04-16,12.4722
2010-04-19,-0.3168
2010-04-20,-4.4497
2010-04-21,-12.8482
2010-04-29,2.5286
2010-05-21,4.9791
2010-05-26,-26.2411
2010-06-30,23.0769
2010-07-06,-3.125
2010-07-13,-6.4516
2010-07-21,-4.8491
2010-07-22,0.1133
2010-07-29,13.405
2010-08-13,3.6409000000000002
2010-08-16,-22.9066
2010-08-18,16.4794
2010-08-26,1.3397999999999999
2010-09-03,1.5335999999999999
2010-09-27,-12.5
2010-10-01,-4.1667
2010-10-07,22.1118
2010-10-12,-3.6623
2010-10-18,-17.1067
2010-11-08,12.1019
2010-11-10,7.2727
2010-11-16,-4.9258
2010-11-23,-12.9248
2010-11-30,-5.6302
2010-12-02,18.9831
2010-12-08,-9.7436
2010-12-21,-20.8333
2010-12-30,27.7512
2010-12-31,-9.613
2011-01-04,-5.5249
2011-01-13,0.731
2011-01-25,1.016
2011-01-28,20.8333
2011-02-01,-23.2461
2011-02-17,22.5407
2011-03-18,-10.9987
2011-04-01,2.8409
2011-05-20,27.0718
2011-06-17,15.3261
2011-06-23,19.4156
2011-07-14,15.0355
2011-07-15,-0.8576
2011-07-26,-9.0311
2011-08-02,10.8787
2011-08-08,-19.3139
2011-11-11,-27.551
2011-11-14,-0.4695
2011-11-15,-0.4717
2011-11-17,4.2654
2011-11-18,-8.6364
2011-12-28,-12.3134
2012-01-25,-12.6241
2012-02-06,-0.2435
2012-02-09,-2.3596
2012-02-10,20.0
2012-03-15,-7.4306
2012-03-23,-31.5829
2012-05-10,-13.7061
2012-06-08,-18.9327
2012-06-11,-12.2257
2012-06-18,14.2857
2012-06-19,12.5
2012-08-09,-33.3333
2012-08-10,16.6667
2012-08-17,44.2857
2012-08-20,56.4356
2012-08-21,1.2658
2012-08-23,10.625
2012-10-19,-42.5847
2012-10-31,18.0812
2012-11-01,26.6667
2012-11-02,0.0
2012-11-05,23.4375
2012-11-06,17.2552
2012-11-07,0.0
2012-11-08,9.0909
2012-11-12,-7.5
2012-11-13,30.6306
2012-11-14,-6.8966
2012-11-15,-22.2222
2012-11-16,9.5238
2012-11-19,-4.3478
2012-11-20,0.0
2012-11-27,0.0
2012-12-03,4.5455
2012-12-05,-4.3478
2012-12-06,8.0682
2012-12-11,-4.1009
2012-12-12,-12.2807
2012-12-13,-3.0
2012-12-17,-3.0928
2012-12-18,5.7181
2012-12-19,-4.7799
2012-12-20,0.3963
2012-12-31,8.6184
2013-01-30,-10.4785
2013-02-01,19.0798
2013-02-07,-13.6364
2013-02-08,-5.2632
2013-02-19,0.0
2013-02-20,-6.6667
2013-02-25,-16.6667
2013-03-08,7.1429
2013-04-17,-16.0
2013-04-22,1.5873
2013-05-02,9.375
2013-05-03,-7.1429
2013-05-06,7.1154
2013-05-07,-10.9515
2013-05-09,3.2258
2013-05-10,-3.7109
2013-05-20,-18.8641
2013-05-24,55.0
2013-05-28,0.6452
2013-05-31,-2.5641
2013-06-06,-3.9474
2013-06-21,-18.2363
2013-06-24,2.199
2013-06-27,-8.1967
2013-06-28,-12.5
2013-07-19,1.7856999999999998
2013-07-22,18.0451
2013-07-25,-23.7792
2013-07-29,16.2953
2013-07-31,-14.012
2013-09-03,27.4373
2013-09-04,-27.4317
2013-09-12,50.1506
2013-09-18,-47.0411
2013-09-23,-18.1818
2013-10-07,29.6296
2013-10-21,25.7143
2013-11-08,-24.7159
2013-11-15,59.6226
2013-11-19,-24.3499
2013-11-20,0.0
2013-11-25,0.0
2013-11-27,-25.0
2013-12-05,-40.0
2013-12-16,43.75
2013-12-17,58.4541
2014-01-08,-36.5854
2014-01-30,11.538499999999999
2014-02-28,55.1724
2014-03-12,-11.1111
2014-03-19,-32.5
2014-03-26,29.6296
2014-03-27,-20.0
2014-03-31,-42.8571
2014-04-21,43.75
2014-04-22,0.0
2014-05-12,-34.2391
2014-05-13,118.1818
2014-05-19,0.0
2014-05-20,-9.0909
2014-05-28,40.0
2014-07-17,-57.1429
2014-08-28,-29.8611
2014-11-05,-73.2673
2014-11-07,196.2963
2014-11-20,-66.25
2014-12-03,62.963
2014-12-12,-36.3636
2014-12-15,-3.5714
2014-12-17,-61.1111
2015-03-11,52.381
2015-04-28,-84.375
2015-05-29,260.0
2015-06-11,0.0
2015-07-15,0.0
2015-08-17,5.5556
2015-08-27,0.0
2015-09-11,110.5263
2015-09-30,-52.5
2015-10-29,-15.7895
2015-12-11,150.0
2015-12-18,-87.5
2016-01-25,0.0
2016-02-03,860.0
2016-02-10,-89.5833
2016-02-17,20.0
2016-02-25,-16.6667
2016-06-15,0.0
2016-06-16,0.0
2016-07-27,0.0
2016-09-30,-60.0
2016-10-17,0.0
2016-11-14,0.0
2016-11-28,0.0
2016-12-06,0.0
2016-12-08,0.0
2016-12-19,0.0
2016-12-21,0.0
2016-12-29,-20.0
2017-03-17,25.0
2017-03-27,1500.0
2017-03-28,0.0
2017-03-29,-75.0
2017-03-30,300.0
2017-03-31,275.0
2017-04-03,-33.3333
2017-04-07,-10.0
2017-04-10,-52.7778
2017-04-13,-67.6471
2017-04-18,0.0
2017-04-19,318.1818
2017-04-24,-76.087
2017-04-25,0.0
2017-04-28,45.4545
2017-05-03,0.0
2017-05-23,-18.75
2017-07-27,-1.5385
2017-08-16,-87.5
2017-08-21,100.0
2017-08-23,0.0
2017-10-20,50.0
2017-11-13,-33.3333
2017-12-06,50.0
2017-12-07,0.0
2017-12-27,33.3333
2018-01-12,650.0
2018-01-25,-93.3333
2018-02-01,1650.0
2018-02-12,14.2857
2018-02-28,-90.0
2018-03-12,900.0
2018-03-22,0.0
2018-04-02,-78.75
2018-04-04,-41.1765
2018-04-12,0.0
2018-04-16,0.0
2018-04-23,20.0
2018-05-02,0.0
2018-08-08,0.0
2018-08-13,-33.3333
2018-09-18,0.0
2018-10-04,-50.0
2018-11-05,0.0
2019-05-14,-50.0
2019-09-18,0.0
2019-12-31,-99.0
2020-03-31,0.0
2020-04-28,0.0
2020-05-07,0.0
