ticker,BILSU US Equity
2003-07-16,13.6364
2003-07-17,-8.0
2003-07-21,0.0
2003-07-22,15.2174
2003-08-22,-5.6604
2003-09-02,0.0
2003-09-15,0.0
2003-09-17,0.4
2003-09-24,-12.3506
2003-09-25,0.0
2003-09-29,-6.8182
2003-10-01,9.7561
2003-10-17,-4.4444
2003-10-21,0.0
2003-11-13,0.0
2003-11-18,0.0
2003-12-10,0.0
2003-12-18,0.0
2004-01-05,0.0
2004-01-15,16.2791
2004-01-20,0.0
2004-02-09,-4.0
2004-02-12,0.0
2004-02-19,-6.25
2004-02-23,-11.1111
2004-03-09,25.0
2004-03-29,-40.0
2004-03-31,0.0
2004-04-06,16.6667
2004-04-16,-10.857099999999999
2004-04-20,28.2051
2004-04-29,-12.5
2004-05-04,11.4286
2004-05-05,-10.2564
2004-05-10,-14.2857
2004-05-18,6.6667
2004-05-28,0.0
2004-06-10,0.0
2004-06-15,37.5
2004-06-16,-4.5455
2004-06-28,0.9524
2004-07-12,1.4151
2004-07-14,0.0
2004-07-15,0.0
2004-08-06,2.1204
2004-08-16,1.8519
2004-08-17,-2.267
2004-08-19,-6.9822
2004-08-23,0.0
2004-08-27,-7.5
2004-09-13,-3.2432
2004-09-17,-7.8212
2004-09-20,-15.1515
2004-10-04,3.5714
2004-10-14,0.0
2004-10-20,10.3448
2004-10-21,-5.625
2004-10-27,9.6927
2004-11-01,-6.25
2004-11-02,20.0
2004-11-15,0.0
2004-11-23,-6.6667
2005-01-07,0.0
2005-01-10,0.0
2005-01-25,0.0
2005-01-26,1.1905000000000001
2005-02-02,20.4674
2005-02-03,7.5
2005-02-04,16.2791
2005-02-16,10.0
2005-02-17,5.4545
2005-02-18,-13.7931
2005-02-23,40.0
2005-02-24,-27.1429
2005-03-28,17.647100000000002
2005-04-07,-3.3333
2005-04-08,0.0
2005-04-25,20.6897
2005-04-26,7.1429
2005-05-03,-5.6364
2005-05-05,0.0
2005-05-06,7.1429
2005-05-16,-13.3333
2005-05-17,13.8462
2005-05-20,-12.1622
2005-05-24,-6.1538
2005-05-25,-1.6393
2005-05-26,0.0
2005-06-14,0.0
2005-06-23,6.6667
2005-07-11,1.5625
2005-07-12,0.0
2005-07-13,-1.0769
2005-07-26,-14.4635
2005-07-27,1.3857
2005-08-25,-3.6364
2005-09-22,0.0
2005-11-07,1.7281
2005-11-14,0.0
2005-11-16,-5.6604
2005-11-21,-6.0
2005-11-22,-4.2553
2005-11-23,0.8889
2005-12-02,-3.0837
2005-12-08,0.0
2005-12-12,2.2727
2006-01-12,8.8889
2006-01-20,-6.1224
2006-01-27,5.9471
2006-02-06,0.0
2006-02-15,19.5652
2006-02-22,-12.7273
2006-02-23,4.1667
2006-03-06,0.0
2006-03-16,0.0
2006-03-17,0.0
2006-05-09,-2.5358
2006-05-11,0.0
2006-05-15,2.0833
2006-05-16,0.0
2006-05-23,-12.2449
2006-05-31,0.0
2006-06-15,16.7442
2006-06-19,-12.3506
2006-06-26,2.2727
2006-06-30,0.0
2006-07-14,-2.2222
2006-07-17,0.0
2006-08-09,-1.2338
2006-08-11,-18.6047
2006-08-17,0.0
2006-08-23,-4.0
2006-08-29,10.119
2006-09-05,2.7027
2006-09-07,0.0
2006-09-12,0.0
2006-09-18,5.2632
2006-10-12,0.0
2006-10-13,0.0
2006-10-24,-15.0
2006-10-25,0.0
2006-11-16,0.2338
2006-12-11,0.0
2006-12-21,0.0
2007-01-03,-2.9412000000000003
2007-01-04,0.0
2007-01-10,6.0606
2007-01-23,-2.8571
2007-02-16,0.5606
2007-03-14,33.1361
2007-03-22,-11.1111
2007-03-28,0.0
2007-04-11,0.0
2007-04-19,0.0
2007-05-04,-9.39
2007-05-07,0.0
2007-05-23,45.7143
2007-05-30,1.9607999999999999
2007-06-05,7.6923
2007-06-06,0.0
2007-06-14,-10.7143
2007-07-11,12.0
2007-07-16,0.0
2007-07-27,6.9023
2007-08-20,0.0
2007-08-21,0.0
2007-08-23,-10.7143
2007-08-24,140.0
2007-09-19,-53.1667
2007-09-21,0.0
2007-09-28,109.9644
2007-11-30,-12.6773
2007-12-04,-20.0
2007-12-05,0.0
2007-12-10,0.0
2007-12-24,-19.75
2008-01-07,-1.8692
2008-01-09,1.5873
2008-01-10,23.4375
2008-01-11,1.2658
2008-01-22,-1.25
2008-02-13,5.173
2008-04-07,-3.8462
2008-04-08,4.0
2008-04-21,0.0
2008-04-25,28.2051
2008-05-02,-12.0759
2008-05-08,4.9383
2008-05-15,64.7059
2008-05-22,-21.4286
2008-06-18,12.7273
2008-06-19,12.9032
2008-06-23,21.4286
2008-07-09,-24.1176
2008-07-17,11.7829
2008-07-22,4.0222
2008-08-01,-4.045
2008-08-12,36.4964
2008-08-26,-2.6738
2008-08-28,12.6374
2008-09-02,-11.2195
2008-09-18,-17.033
2008-09-24,-33.7748
2008-09-26,-23.0
2008-09-30,0.0
2008-10-02,0.0
2008-10-03,12.7273
2008-10-16,-7.6037
2008-10-21,0.0
2008-11-05,9.3501
2008-11-11,0.2506
2008-11-12,-15.0
2008-11-19,17.647100000000002
2008-11-25,-15.0
2008-12-01,0.0
2008-12-05,-19.1176
2008-12-09,0.0
2008-12-10,0.0
2008-12-12,-1.8182
2008-12-30,-25.9259
2009-01-06,32.5
2009-01-07,22.2642
2009-01-28,-21.7968
2009-02-04,0.0
2009-02-18,-28.8889
2009-02-19,0.0
2009-03-02,25.0
2009-03-10,-45.0
2009-03-16,18.1818
2009-03-20,15.3846
2009-03-24,0.0
2009-04-03,83.3333
2009-04-24,9.0909
2009-05-19,-9.7331
2009-05-27,-38.0
2009-06-18,30.3226
2009-06-25,43.5644
2009-06-26,-30.3448
2009-07-08,43.5644
2009-07-09,-6.8966
2009-07-10,1.4815
2009-07-22,0.365
2009-08-20,-2.1367
2009-08-27,-17.3077
2009-09-03,25.5814
2009-09-10,-20.3704
2009-11-03,4.6512
2009-11-04,3.7135
2009-12-03,-4.0
2009-12-09,0.463
2009-12-17,0.0
2010-01-08,0.0
2010-02-05,4.9371
2010-03-04,3.6866
2010-03-05,23.1111
2010-03-08,0.0
2010-03-12,0.0
2010-04-21,0.0
2010-04-22,0.0
2010-04-30,37.2903
2010-05-14,7.6923
2010-05-17,0.0
2010-05-26,5.7143
2010-07-02,14.8649
2010-08-25,1.8564
2010-09-01,0.0
2010-09-21,0.25
2010-09-23,2.2444
2010-10-12,0.0
2010-10-13,0.0
2010-10-18,0.0
2010-10-25,46.3415
2010-10-26,0.0
2010-10-27,-22.2071
2010-12-03,26.1905
2010-12-06,69.8113
2010-12-07,0.0
2011-01-06,22.2222
2011-01-10,0.0
2011-01-18,-0.9091
2011-01-24,0.0
2011-01-31,5.3742
2011-02-01,0.0
2011-02-10,-4.5455
2011-02-17,0.4762
2011-02-18,2.3697
2011-02-24,1.8519
2011-04-12,4.5455
2011-04-19,21.7391
2011-04-25,5.3571
2011-04-26,0.0
2011-04-27,-6.8734
2011-05-23,-1.5093999999999999
2011-05-27,-7.6628
2011-06-27,1.6598000000000002
2011-07-05,-6.0408
2011-07-15,12.8584
2011-07-18,-7.2363
2011-07-22,-0.4149
2011-07-26,0.0
2011-08-03,-3.0543
2011-08-25,-9.6
2011-08-26,13.0777
2011-09-08,0.0
2011-09-13,-10.3478
2011-09-16,0.0
2011-09-19,-1.3578999999999999
2011-09-27,5.703
2011-10-03,0.0
2011-10-17,-6.0465
2011-10-19,0.0
2011-11-18,-7.325
2011-12-02,0.0
2011-12-27,-4.4444
2012-01-17,-1.1628
2012-01-24,17.647100000000002
2012-02-15,-11.7352
2012-02-27,10.8772
2012-03-08,16.0338
2012-03-09,-2.2727
2012-04-12,-6.5116
2012-04-16,-0.4975
2012-05-29,5.4794
2012-05-31,-0.7843
2012-06-22,0.9881
2012-06-28,-0.1957
2012-07-13,0.0
2012-08-17,0.9943
2012-08-23,-6.8627
2012-08-29,0.0
2012-09-10,0.0
2012-09-13,0.0
2012-11-05,-15.7895
2012-11-06,0.0
2012-11-15,-25.0
2012-11-20,1.6667
2012-11-30,0.0
2012-12-03,4.0984
2012-12-04,1.5748
2013-04-30,24.031
2013-05-01,-13.75
2013-05-06,1.4493
2013-05-14,0.0
2013-05-16,0.0
2013-05-30,0.8303
2013-07-11,0.0
2013-07-12,0.7407
2013-07-15,0.0
2013-07-16,0.0
2013-07-24,10.2941
2013-07-25,0.0
2013-08-07,0.0
2013-08-08,0.1333
2013-08-15,0.5326
2013-08-16,0.0
2013-08-19,1.3245
2013-08-22,-11.1111
2013-08-23,0.0
2013-08-26,0.0
2013-08-28,0.0
2013-08-29,-4.4118
2013-09-05,-7.6923
2013-09-09,-8.3333
2013-09-13,-17.2727
2013-09-25,0.0
2013-09-26,-13.1868
2013-09-27,-18.9873
2013-10-03,0.0
2013-10-07,1.5625
2013-10-11,7.6923
2013-10-15,0.0
2013-10-16,-7.1429
2013-10-17,20.0
2013-10-21,-16.6667
2013-10-29,9.2308
2013-10-30,1.4085
2013-12-05,-44.1667
2013-12-13,0.0
2013-12-27,6.9652
2013-12-30,-4.6512
2014-01-30,34.1463
2014-02-10,9.0909
2014-02-11,0.0
2014-02-25,-33.3333
2014-02-26,0.0
2014-02-27,0.0
2014-03-20,0.0
2014-03-26,-25.0
2014-03-27,0.0
2014-04-02,-10.6667
2014-04-08,-24.6269
2014-04-24,98.0198
2014-04-29,-40.0
2014-05-15,20.8333
2014-05-30,0.0
2014-06-20,4.1379
2014-08-26,-3.9735
2014-08-27,0.0
2014-09-17,37.931
2014-09-30,-12.5
2014-10-06,0.0
2014-12-09,-36.0
2014-12-10,29.4643
2014-12-23,-44.8276
2015-02-09,-36.25
2015-02-24,-90.1961
2015-03-05,120.0
2015-03-16,63.6364
2015-03-27,-16.6667
2015-05-05,66.6667
2015-05-20,4.0
2015-05-27,15.3846
2015-06-11,-13.3333
2015-08-03,-3.8462
2015-09-04,92.0
2015-10-13,-87.5
2015-11-19,316.6667
2015-11-20,0.0
2015-12-01,20.0
2015-12-10,-66.6667
2015-12-18,-50.0
2015-12-23,20.0
2015-12-31,0.0
2016-02-24,-99.9167
2016-04-12,439900.0
2016-05-23,-50.0
2016-05-24,127.2727
2016-06-10,-60.0
2016-06-17,150.0
2016-12-23,-60.0
2016-12-30,-90.0
2017-01-23,-99.6
2018-04-18,124900.0
2018-04-27,0.0
2018-09-28,-80.0
2018-10-02,700.0
2018-10-03,50.0
2018-10-10,0.0
2018-11-06,8.3333
2018-11-15,-7.6923
2019-05-14,-58.3333
2019-06-10,-60.0
2019-10-31,-99.5
2019-12-24,34900.0
2020-01-15,-42.8571
2020-07-02,-99.5
