ticker,MGTC US Equity
2002-04-08,20.0
2002-04-09,11.1111
2002-04-10,0.0
2002-04-11,15.0
2002-04-15,4.3478
2002-04-18,-4.1667
2002-04-22,-13.0435
2002-04-23,0.0
2002-05-07,20.0
2002-05-08,4.1667
2002-05-13,0.0
2002-05-14,-28.0
2002-05-16,38.8889
2002-05-22,4.0
2002-05-30,15.3846
2002-06-10,-13.3333
2002-06-12,0.0
2002-06-13,0.0
2002-06-26,0.0
2002-07-11,-30.7692
2002-07-29,0.0
2002-07-31,-16.6667
2002-08-02,46.6667
2002-08-05,18.1818
2002-08-08,-23.0769
2002-08-09,50.0
2002-08-13,0.0
2002-08-14,-20.0
2002-08-22,12.5
2002-08-26,-3.7037
2002-08-27,0.0
2002-08-28,15.3846
2002-09-09,-20.0
2002-09-13,8.3333
2002-09-16,7.6923
2002-10-03,-10.7143
2002-10-11,-20.0
2002-10-15,0.0
2002-10-25,-20.0
2002-11-12,0.0
2002-11-18,56.25
2002-11-21,0.0
2002-12-13,-32.0
2002-12-16,0.0
2002-12-17,0.0
2002-12-19,0.0
2002-12-20,-5.8824
2002-12-24,0.0
2003-01-06,0.0
2003-01-08,0.0
2003-01-09,0.0
2003-01-15,0.0
2003-01-27,0.0
2003-02-07,0.0
2003-02-14,0.0
2003-02-24,6.25
2003-02-25,11.7647
2003-02-27,21.0526
2003-03-12,-21.7391
2003-03-21,11.1111
2003-05-01,-15.0
2003-05-07,0.0
2003-05-12,0.0
2003-05-13,0.0
2003-05-14,17.647100000000002
2003-05-20,25.0
2003-05-27,-32.0
2003-06-06,0.0
2003-07-10,11.7647
2003-07-14,5.2632
2003-07-17,-10.0
2003-07-21,0.0
2003-07-28,27.7778
2003-07-30,-21.7391
2003-08-01,0.0
2003-08-06,11.1111
2003-08-21,50.0
2003-08-22,-33.3333
2003-09-18,25.0
2003-09-23,-20.0
2003-10-02,25.0
2003-10-03,0.0
2003-10-15,-28.0
2003-11-06,0.0
2003-11-10,11.6667
2003-11-11,-10.4478
2003-11-12,38.8889
2003-11-28,-28.0
2003-12-01,38.8889
2003-12-02,0.0
2003-12-03,0.0
2003-12-04,-4.0
2003-12-08,0.0
2003-12-16,41.6667
2003-12-18,-29.4118
2004-01-06,0.0
2004-01-12,0.0
2004-01-26,25.0
2004-02-05,-20.0
2004-02-06,8.3333
2004-02-09,23.0769
2004-02-26,-34.375
2004-03-16,28.5714
2004-03-26,-25.9259
2004-03-29,10.0
2004-04-05,-9.0909
2004-04-07,10.0
2004-04-12,-11.3636
2004-04-13,2.5641
2004-04-14,-20.0
2004-04-15,12.5
2004-04-19,-11.1111
2004-04-20,25.0
2004-05-10,-5.0
2004-05-11,-10.526299999999999
2004-05-13,-11.7647
2004-05-14,-13.3333
2004-05-17,0.0
2004-05-19,0.0
2004-05-21,-15.3846
2004-05-24,18.1818
2004-05-28,-15.3846
2004-06-03,18.1818
2004-06-09,-7.6923
2004-06-15,0.0
2004-06-22,-8.3333
2004-06-28,9.0909
2004-07-01,-16.6667
2004-07-13,0.0
2004-07-16,20.0
2004-07-29,-8.3333
2004-08-05,-9.0909
2004-08-06,0.0
2004-08-27,30.0
2004-09-10,23.0769
2004-09-13,12.5
2004-09-15,-16.6667
2004-09-16,13.3333
2004-09-22,-17.647100000000002
2004-09-24,0.0
2004-09-28,-7.1429
2004-09-30,38.4615
2004-10-05,16.6667
2004-10-21,-19.0476
2004-10-25,0.0
2004-10-27,17.647100000000002
2004-10-28,-10.0
2004-11-04,-27.7778
2004-11-05,0.0
2004-11-08,0.0
2004-11-16,0.0
2004-11-17,0.0
2004-11-18,0.0
2004-11-19,0.0
2004-11-22,0.0
2004-11-24,0.0
2004-12-08,0.0
2004-12-14,0.0
2004-12-28,-23.0769
2004-12-30,0.0
2005-02-01,0.0
2005-02-08,-20.0
2005-02-09,0.0
2005-02-17,12.5
2005-02-18,0.0
2005-02-24,0.0
2005-03-08,11.1111
2005-03-09,-10.0
2005-03-15,0.0
2005-04-18,0.0
2005-04-29,44.4444
2005-05-23,-30.7692
2005-05-26,-11.1111
2005-05-27,150.0
2005-05-31,-5.0
2005-06-03,-31.5789
2005-06-07,15.3846
2005-06-13,0.0
2005-07-12,-6.6667
2005-08-18,0.0
2005-09-08,0.0
2005-11-02,0.0
2005-11-03,0.0
2005-11-04,-7.1429
2005-11-08,7.6923
2005-11-10,0.0
2005-11-11,7.1429
2005-11-18,-6.6667
2005-12-01,0.0
2005-12-06,0.0
2005-12-09,0.0
2005-12-13,0.0
2005-12-14,0.0
2005-12-15,0.0
2005-12-19,0.0
2005-12-20,-21.4286
2005-12-28,0.0
2005-12-30,0.0
2006-01-04,0.0
2006-01-09,0.0
2006-02-02,0.0
2006-03-17,4.5455
2006-03-28,0.0
2006-05-12,4.3478
2006-06-19,-4.1667
2006-07-05,-13.0435
2006-07-12,-5.0
2006-07-21,0.0
2006-08-01,0.0
2006-08-22,0.0
2006-08-29,0.0
2006-09-13,0.0
2006-09-25,-5.2632
2006-10-03,-27.7778
2006-10-05,-7.6923
2006-10-16,116.6667
2006-12-04,53.8462
2006-12-19,-65.0
2006-12-27,0.0
2007-01-04,42.8571
2007-01-29,-30.0
2007-02-22,14.2857
2007-03-07,-12.5
2007-03-14,14.2857
2007-03-15,0.0
2007-03-28,0.0
2007-04-03,-12.5
2007-04-19,0.0
2007-05-10,0.0
2007-05-30,0.0
2007-07-13,0.0
2007-07-19,0.0
2007-07-26,42.8571
2007-08-03,40.0
2007-08-09,-42.8571
2007-08-10,25.0
2007-09-13,-20.0
2007-09-21,0.0
2007-10-01,25.0
2007-10-04,20.0
2007-10-19,-25.0
2007-11-08,11.1111
2007-11-16,20.0
2007-12-04,-33.3333
2008-01-04,0.0
2008-01-14,0.0
2008-01-23,-12.5
2008-01-24,42.8571
2008-02-13,-20.0
2008-02-22,0.0
2008-03-07,0.0
2008-03-11,-12.5
2008-03-14,-28.5714
2008-03-18,100.0
2008-03-24,-20.0
2008-04-07,25.0
2008-05-01,-59.0
2008-05-07,0.0
2008-05-08,95.122
2008-05-14,-12.5
2008-06-12,14.2857
2008-06-16,-12.5
2008-07-16,-14.2857
2008-07-18,16.6667
2008-07-29,0.0
2008-07-31,-41.4286
2008-08-27,70.7317
2008-08-28,0.0
2008-09-05,28.5714
2008-09-08,11.1111
2008-09-12,20.0
2008-09-24,-25.0
2008-10-03,0.0
2008-10-17,-44.4444
2008-11-06,0.0
2008-11-24,0.0
2008-11-25,0.0
2008-12-05,0.0
2008-12-08,0.0
2008-12-19,0.0
2008-12-22,-60.0
2008-12-26,150.0
2008-12-31,-20.0
2009-01-06,-50.0
2009-01-07,0.0
2009-01-12,2200.0
2009-01-14,-95.6522
2009-01-21,150.0
2009-01-29,0.0
2009-02-06,0.0
2009-04-03,40.0
2009-04-13,0.0
2009-06-12,0.0
2009-06-19,-14.2857
2009-06-23,0.0
2009-06-25,-16.6667
2009-06-26,0.0
2009-07-13,0.0
2009-08-20,0.0
2009-10-12,0.0
2009-10-15,0.0
2009-10-20,0.0
2009-10-26,0.0
2009-11-18,0.0
2009-11-30,0.0
2009-12-01,0.0
2009-12-16,-80.0
2009-12-17,-60.0
2009-12-23,0.0
2010-01-25,0.0
2010-02-16,1025.0
2010-02-19,-33.3333
2010-03-02,-86.25
2010-06-16,142.4242
2010-06-23,20.0
2010-06-30,25.0
2010-07-23,60.0
2010-07-30,-54.1667
2010-08-10,218.1818
2010-08-24,100.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-10,14.2857
2010-09-20,0.0
2010-09-22,0.0
2010-09-24,25.0
2010-09-27,0.0
2010-10-04,-30.0
2010-10-22,-57.1429
2010-12-01,0.0
2010-12-02,0.0
2010-12-22,66.6667
2010-12-30,-40.0
2010-12-31,8.3333
2011-01-11,-7.6923
2011-01-13,-16.6667
2011-01-19,-84.0
2011-02-17,1400.0
2011-03-17,-83.3333
2011-03-25,1600.0
2011-03-28,0.0
2011-04-01,-5.8824
2011-04-04,6.25
2011-04-06,-29.4118
2011-04-25,-74.1667
2011-04-26,0.0
2011-04-28,-3.2258
2011-05-27,0.0
2011-08-12,16.6667
2011-08-30,328.5714
2011-10-28,-53.3333
2011-10-31,0.0
2011-11-07,-42.8571
2011-11-15,0.0
2011-12-19,50.0
2011-12-23,16.6667
2012-01-25,-30.0
2012-02-07,0.0
2012-02-15,2.0408
2012-03-13,-2.0
2012-03-27,-18.3673
2012-04-13,0.0
2012-05-17,0.0
2012-06-29,0.0
2012-08-01,50.0
2012-08-15,-33.3333
2012-09-07,0.0
2012-09-11,-25.0
2012-09-19,-66.6667
2012-12-03,0.0
2012-12-06,0.0
2012-12-17,110.0
2012-12-24,-52.381
2012-12-27,0.0
2013-01-10,600.0
2013-01-11,-57.1429
2013-01-14,-30.0
2013-01-15,0.0
2013-01-17,19.0476
2013-01-24,4.5
2013-02-04,0.2392
2013-02-11,0.0
2013-02-13,0.0
2013-03-01,14.5585
2013-03-06,33.3333
2013-03-07,25.0
2013-03-18,-30.0
2013-03-19,0.0
2013-03-28,0.0
2013-04-01,-14.2857
2013-04-02,0.0
2013-04-05,0.0
2013-04-10,-10.0
2013-04-29,0.0
2013-05-03,0.0
2013-05-10,0.0
2013-05-17,0.0
2013-06-10,3.7037
2013-06-14,0.0
2013-06-21,0.0
2013-07-05,257.1429
2013-09-12,-75.0
2013-09-19,0.0
2013-10-24,0.0
2013-10-30,60.0
2013-10-31,-37.5
2013-11-08,0.0
2013-11-25,0.0
2013-12-03,0.0
2013-12-31,0.0
2014-01-24,0.0
2014-02-13,-15.25
2014-03-03,-0.885
2014-06-23,0.0
2014-07-22,0.0
2014-09-24,0.0
2014-10-09,0.0
2014-12-01,0.0
2014-12-23,90.4762
2015-01-12,-25.0
2015-01-20,0.0
2015-02-10,0.0
2015-02-17,0.0
2015-03-04,0.0
2015-03-05,0.0
2015-05-05,0.0
2015-05-21,0.0
2015-06-17,0.0
2015-07-08,0.0
2015-07-10,0.0
2015-07-20,0.0
2015-07-31,0.0
2015-08-19,0.0
2015-09-18,0.0
2016-01-14,-16.6667
2016-02-17,0.0
2016-03-09,20.0
2016-03-28,-26.6667
2016-04-29,0.0
2016-05-06,0.0
2016-05-10,8.5227
2016-06-02,-16.2304
2016-06-17,25.0
2016-07-12,-29.25
2016-07-19,-43.4629
2016-08-01,0.0
2016-08-18,0.0
2016-08-26,0.0
2016-08-31,0.0
2016-09-28,0.0
2016-10-03,0.0
2016-10-13,100.0
2016-10-14,50.3125
2016-10-19,33.0561
2016-11-08,-25.0
2016-12-23,0.0
2017-01-23,25.625
2017-02-23,59.204
2017-02-24,-16.6667
2017-03-24,0.0
2017-04-18,-64.625
2017-05-01,9.1873
2017-06-27,122.5346
2017-06-28,178.9864
2017-06-29,-83.3194
2017-09-07,499.0
2017-09-12,0.0
2017-10-27,-83.3055
2017-11-07,50.0
2017-12-05,206.6667
2017-12-18,19.5652
2017-12-19,-9.0909
2017-12-28,-80.0
2017-12-29,95.0
2018-01-02,-23.0769
2018-01-29,33.3333
2018-02-05,0.0
2018-02-08,7.51
2018-02-09,-18.6122
2018-02-13,86.7514
2018-02-14,1.3264
2018-02-20,-40.6236
2018-03-23,77.2409
2018-04-25,-13.9168
2018-06-13,-26.6667
2018-06-14,0.0
2018-06-19,13.6364
2018-06-26,-1.0
2018-07-05,1.0101
2018-07-16,2.5
2018-07-27,-2.439
2018-08-07,15.0
2018-08-14,8.8261
2018-08-17,-4.1151
2018-08-29,-4.125
2018-08-31,-8.605
2018-09-20,-2.9957000000000003
2018-09-21,-1.7647
2018-09-24,-0.1996
2018-10-09,-20.0
2018-11-14,-3.125
2018-11-15,-9.6774
2018-11-16,10.7143
2018-11-19,-6.4516
2018-11-20,0.0
2019-01-03,1.7241
2019-01-22,0.0
2019-01-25,-5.0847
2019-02-01,5.7143
2019-02-04,35.1351
2019-02-14,-28.0
2019-04-01,11.3889
2019-04-12,-0.2494
2019-04-26,37.5
2019-05-02,-7.2727
2019-05-14,7.8431
2019-05-24,9.0909
2019-05-30,0.0
2019-06-12,-11.6667
2019-06-27,32.0755
2019-07-10,-27.0
2019-07-23,1.7612999999999999
2019-07-25,0.0
2019-07-26,73.0769
2019-07-29,11.1111
2019-07-30,-39.4
2019-08-02,-12.5413
2019-08-06,0.0
2019-08-07,0.0
2019-08-28,1.8868
2019-09-06,0.3704
2019-09-17,5.9686
2019-09-18,198.2502
2019-09-27,-64.39
2019-09-30,-4.918
2019-10-02,5.1724
2019-10-14,18.4131
2019-10-16,-23.3027
2019-10-23,13.935
2019-11-05,42.5856
2019-11-14,-22.2222
2019-11-26,27.8571
2019-12-10,-41.5642
2019-12-13,14.7228
2019-12-30,2.1667
2020-01-09,0.1631
2020-02-18,30.2932
2020-02-20,-1.5188000000000001
2020-03-12,-34.7592
2020-04-22,46.9844
2020-04-30,-32.495
2020-05-06,0.1961
2020-05-11,65.9491
2020-05-14,-0.3538
2020-05-18,-17.1598
2020-06-05,14.2143
2020-06-11,-12.4453
2020-06-15,-42.8571
2020-06-23,87.5
2020-06-24,0.0
2020-06-30,6.6667
2020-07-01,3.375
2020-07-10,0.0
2020-07-15,0.3628
2020-07-28,-15.6627
