ticker,ICTV US Equity
2003-03-03,-11.1111
2003-03-04,2.5
2003-03-05,0.0
2003-03-06,-0.4878
2003-03-07,-14.2157
2003-03-11,-2.8571
2003-03-17,11.1765
2003-03-19,-12.6984
2003-03-20,-6.0606
2003-03-21,12.9032
2003-03-26,-11.4286
2003-03-27,26.4516
2003-03-28,2.0408
2003-03-31,-10.0
2003-04-04,-2.7778
2003-04-07,2.8571
2003-04-08,5.5556
2003-04-14,-18.4211
2003-04-16,-3.2258
2003-04-17,0.0
2003-04-21,6.6667
2003-04-22,-12.5
2003-04-23,14.2857
2003-04-24,-6.25
2003-04-25,0.0
2003-04-28,-10.0
2003-04-29,11.1111
2003-04-30,12.0
2003-05-01,4.1667
2003-05-02,-2.8571
2003-05-05,0.0
2003-05-07,0.0
2003-05-13,-11.7647
2003-05-14,0.0
2003-05-15,2.6667
2003-05-16,0.6494
2003-05-19,6.4516
2003-05-20,-6.0606
2003-05-21,16.129
2003-05-22,-0.5556
2003-05-23,-5.0279
2003-05-27,7.6471
2003-05-28,20.2186
2003-05-29,-4.5455
2003-05-30,2.3810000000000002
2003-06-02,-4.6512
2003-06-03,0.0
2003-06-04,0.0
2003-06-05,7.3171
2003-06-06,2.2727
2003-06-09,2.2222
2003-06-10,-2.1739
2003-06-11,-11.1111
2003-06-16,-5.0
2003-06-17,2.6316
2003-06-18,2.5641
2003-06-19,-4.0
2003-06-20,-2.0833
2003-06-23,-6.9149
2003-06-26,-2.8571
2003-06-27,2.9412000000000003
2003-07-02,-8.5714
2003-07-08,0.625
2003-07-10,-3.7267
2003-07-11,-3.2258
2003-07-14,3.3333
2003-07-15,6.4516
2003-07-16,-9.0909
2003-07-18,0.0
2003-07-21,-6.6667
2003-07-24,-3.5714
2003-07-25,-3.7037
2003-07-28,-3.8462
2003-07-31,-4.0
2003-08-04,-4.1667
2003-08-06,-6.087
2003-08-07,-16.6667
2003-08-08,-16.6667
2003-08-11,42.6667
2003-08-12,-5.6075
2003-08-18,-8.9109
2003-08-19,-13.0435
2003-08-22,-12.5
2003-08-25,-7.1429
2003-08-26,38.4615
2003-08-27,12.2222
2003-08-28,8.9109
2003-08-29,-17.2727
2003-09-02,4.3956
2003-09-04,6.3158
2003-09-08,-20.7921
2003-09-09,6.25
2003-09-10,-17.647100000000002
2003-09-11,35.7143
2003-09-18,-5.2632
2003-09-19,-8.8889
2003-09-22,0.0
2003-09-23,3.6585
2003-09-26,-5.8824
2003-09-30,-5.0
2003-10-07,-5.2632
2003-10-09,-9.7222
2003-10-13,-7.6923
2003-10-14,8.3333
2003-10-16,-7.6923
2003-10-20,8.3333
2003-10-21,15.3846
2003-10-23,-20.0
2003-10-27,8.3333
2003-10-29,0.0
2003-10-30,-7.6923
2003-10-31,0.0
2003-11-03,16.6667
2003-11-04,0.0
2003-11-05,-7.1429
2003-11-06,0.0
2003-11-07,-7.6923
2003-11-10,8.3333
2003-11-12,4.6154
2003-11-13,-12.0588
2003-11-14,-8.0268
2003-11-17,-3.6364
2003-11-18,13.2075
2003-11-19,0.0
2003-11-20,-25.0
2003-11-21,22.2222
2003-11-24,27.2727
2003-11-25,7.1429
2003-11-26,0.0
2003-12-01,26.6667
2003-12-02,-5.2632
2003-12-04,-5.5556
2003-12-05,11.7647
2003-12-08,0.0
2003-12-09,-10.526299999999999
2003-12-10,-5.8824
2003-12-12,43.75
2003-12-15,23.4783
2003-12-16,-4.2254
2003-12-17,2.9412000000000003
2003-12-18,0.0
2003-12-22,0.0
2003-12-23,-14.2857
2003-12-29,4.1667
2003-12-31,12.0
2004-01-02,7.1429
2004-01-05,-10.0
2004-01-06,0.0
2004-01-07,0.0
2004-01-09,-11.1111
2004-01-12,-4.1667
2004-01-13,0.0
2004-01-14,-12.1739
2004-01-16,3.9604
2004-01-20,-3.8095
2004-01-21,0.0
2004-01-22,-5.9406
2004-01-27,-5.2632
2004-01-28,1.1111
2004-02-03,-3.2967
2004-02-06,-7.9545
2004-02-11,1.2346
2004-02-12,-2.439
2004-02-17,0.0
2004-02-18,0.0
2004-02-20,-12.5
2004-02-24,35.7143
2004-02-25,-15.7895
2004-02-26,-6.25
2004-03-02,0.0
2004-03-03,-20.0
2004-03-04,25.0
2004-03-15,-13.3333
2004-03-22,-7.6923
2004-03-25,16.6667
2004-03-26,21.4286
2004-03-30,-11.7647
2004-04-01,-12.0
2004-04-02,13.6364
2004-04-05,-12.0
2004-04-06,-1.5152
2004-04-15,-0.3846
2004-04-21,-4.2471
2004-04-23,0.0
2004-04-28,0.0
2004-04-29,-17.7419
2004-04-30,17.647100000000002
2004-05-17,-3.3333
2004-05-18,0.0
2004-05-24,-31.0345
2004-05-26,-12.5
2004-06-01,34.2857
2004-06-04,6.383
2004-06-07,-14.0
2004-06-08,18.6047
2004-06-09,23.5294
2004-06-10,-20.634900000000002
2004-06-17,22.0
2004-06-21,6.5574
2004-06-22,-9.2308
2004-06-23,3.3898
2004-06-24,14.7541
2004-06-25,1.4285999999999999
2004-06-28,12.6761
2004-06-29,0.0
2004-06-30,6.25
2004-07-01,18.8235
2004-07-02,-8.9109
2004-07-06,9.7826
2004-07-07,-10.8911
2004-07-08,0.0
2004-07-09,-3.3333
2004-07-13,3.4483
2004-07-14,-6.6667
2004-07-15,-2.3810000000000002
2004-07-16,3.6585
2004-07-19,-1.1764999999999999
2004-07-21,7.1429
2004-07-23,-5.5556
2004-07-26,5.8824
2004-07-30,-1.1111
2004-08-10,-2.2472
2004-08-12,3.4483
2004-08-17,-3.8889
2004-08-20,-7.5145
2004-08-23,1.875
2004-08-25,-1.8405
2004-08-26,-8.75
2004-09-01,-4.1096
2004-09-03,0.0
2004-09-08,23.5714
2004-09-09,-4.0462
2004-09-10,-15.6627
2004-09-13,7.1429
2004-09-14,8.6667
2004-09-15,-10.4294
2004-09-20,-4.1096
2004-09-21,21.4286
2004-09-24,-14.1176
2004-10-01,16.4384
2004-10-04,5.8824
2004-10-06,-5.5556
2004-10-07,-10.5882
2004-10-08,-14.473700000000001
2004-10-12,10.0
2004-10-13,25.8741
2004-10-14,2.2222
2004-10-15,-11.9565
2004-10-18,-13.5802
2004-10-19,7.1429
2004-10-21,-6.6667
2004-10-22,0.0
2004-10-25,-7.1429
2004-10-26,7.6923
2004-10-27,21.4286
2004-10-28,-11.7647
2004-11-01,17.3333
2004-11-02,-15.9091
2004-11-11,-12.1622
2004-11-16,7.6923
2004-11-22,-7.1429
2004-11-24,0.0
2004-12-02,0.0
2004-12-03,0.0
2004-12-09,4.6154
2004-12-10,-8.8235
2004-12-13,0.0
2004-12-27,-9.6774
2005-01-07,7.1429
2005-01-27,0.0
2005-01-31,16.6667
2005-02-01,-20.0
2005-02-03,7.1429
2005-02-04,-6.6667
2005-02-07,0.0
2005-02-11,7.1429
2005-02-15,0.0
2005-02-22,-1.6667
2005-02-23,0.0
2005-02-25,-5.0847
2005-03-14,25.0
2005-03-22,-20.0
2005-03-24,7.1429
2005-03-29,-6.6667
2005-03-30,-5.3571
2005-03-31,22.6415
2005-04-05,-4.6154
2005-04-06,11.2903
2005-04-08,1.4493
2005-04-11,-7.1429
2005-04-12,0.0
2005-04-21,-4.6154
2005-04-22,12.9032
2005-04-26,-11.4286
2005-04-27,-11.2903
2005-05-02,18.1818
2005-05-05,0.0
2005-05-09,0.0
2005-05-10,7.6923
2005-05-13,0.0
2005-05-18,0.0
2005-05-20,-14.2857
2005-05-23,-6.6667
2005-05-26,7.1429
2005-05-27,-13.3333
2005-05-31,0.0
2005-06-03,5.7692
2005-06-06,3.6364
2005-06-08,3.5088
2005-06-09,1.6949
2005-06-13,-28.3333
2005-06-15,0.0
2005-06-16,0.0
2005-06-20,-16.2791
2005-06-23,-2.7778
2005-06-24,-11.4286
2005-07-14,12.9032
2005-07-15,0.0
2005-07-19,-5.7143
2005-07-20,3.0303
2005-07-21,-2.9412000000000003
2005-07-26,-6.0606
2005-07-28,-6.4516
2005-07-29,39.6552
2005-08-04,-25.9259
2005-08-08,-6.6667
2005-08-09,7.1429
2005-08-10,0.0
2005-08-19,-6.6667
2005-08-24,0.0
2005-08-25,14.2857
2005-08-30,-12.5
2005-09-01,3.5714
2005-09-06,0.0
2005-09-12,17.2414
2005-09-13,2.9412000000000003
2005-09-14,2.8571
2005-09-15,11.1111
2005-09-16,0.0
2005-09-19,2.5
2005-09-20,-14.6341
2005-09-21,14.2857
2005-09-22,0.0
2005-09-23,5.0
2005-09-26,7.1429
2005-09-27,2.2222
2005-09-28,-2.1739
2005-09-29,-4.4444
2005-09-30,4.6512
2005-10-03,0.0
2005-10-04,-8.8889
2005-10-05,21.9512
2005-10-06,6.0
2005-10-07,7.5472
2005-10-10,3.5088
2005-10-11,0.0
2005-10-12,1.6949
2005-10-13,-8.3333
2005-10-14,14.5455
2005-10-17,6.3492
2005-10-18,2.9851
2005-10-19,-13.0435
2005-10-20,1.6667
2005-10-21,-9.8361
2005-10-24,0.0
2005-10-25,-7.2727
2005-10-27,0.0
2005-10-28,0.0
2005-10-31,-11.7647
2005-11-01,8.2222
2005-11-02,-7.5975
2005-11-03,-4.4444
2005-11-04,-11.6279
2005-11-08,-5.2632
2005-11-09,8.3333
2005-11-10,0.0
2005-11-15,-2.5641
2005-11-16,15.7895
2005-11-17,6.8182
2005-11-18,0.0
2005-11-21,-17.0213
2005-11-22,-2.5641
2005-11-25,0.0
2005-11-29,-2.6316
2005-11-30,-5.4054
2005-12-01,25.7143
2005-12-05,25.0
2005-12-06,12.7273
2005-12-07,3.2258
2005-12-08,3.125
2005-12-09,4.5455
2005-12-12,-2.8986
2005-12-13,-2.9851
2005-12-14,-15.3846
2005-12-15,18.1818
2005-12-16,0.0
2005-12-19,0.0
2005-12-20,-7.6923
2005-12-21,8.3333
2005-12-22,13.8462
2005-12-23,1.3514
2005-12-28,-13.3333
2005-12-29,4.6154
2005-12-30,0.0
2006-01-03,7.3529
2006-01-04,0.0
2006-01-05,-2.7397
2006-01-06,4.2254
2006-01-09,5.4054
2006-01-10,0.0
2006-01-11,2.5641
2006-01-12,0.0
2006-01-13,7.5
2006-01-17,5.814
2006-01-18,3.2967
2006-01-19,1.0638
2006-01-20,5.2632
2006-01-23,-1.5
2006-01-24,-3.5533
2006-01-25,4.2105
2006-01-26,1.0101
2006-01-27,-5.0
2006-01-30,0.0
2006-01-31,5.2632
2006-02-01,11.0
2006-02-02,-7.2072
2006-02-03,1.9417
2006-02-06,-5.7143
2006-02-07,5.0505
2006-02-08,-2.8846
2006-02-09,8.9109
2006-02-10,-3.6364
2006-02-13,5.6604
2006-02-14,-2.6786
2006-02-15,5.5046
2006-02-16,14.7826
2006-02-17,-16.6667
2006-02-21,18.1818
2006-02-22,0.0
2006-02-23,0.0
2006-02-24,3.0769
2006-02-27,-10.4478
2006-02-28,0.0
2006-03-01,-4.1667
2006-03-02,-6.9565
2006-03-03,2.8037
2006-03-06,7.2727
2006-03-08,-8.4746
2006-03-09,-1.8519
2006-03-10,3.7736
2006-03-13,0.0
2006-03-14,-4.5455
2006-03-15,0.9524
2006-03-16,1.8868
2006-03-20,6.4815
2006-03-21,0.0
2006-03-22,2.6087
2006-03-23,-5.9322
2006-03-24,5.4054
2006-03-27,-1.7094
2006-03-28,2.6087
2006-03-29,0.0
2006-03-30,-2.5423999999999998
2006-03-31,-5.2174
2006-04-03,-8.2569
2006-04-04,5.0
2006-04-05,4.7619
2006-04-06,4.5455
2006-04-07,4.3478
2006-04-11,-3.3333
2006-04-12,-0.8621
2006-04-13,0.0
2006-04-17,6.087
2006-04-18,-1.6393
2006-04-19,-8.3333
2006-04-20,4.5455
2006-04-21,-4.3478
2006-04-24,0.0
2006-04-25,-4.5455
2006-04-26,2.8571
2006-04-27,-0.9259
2006-04-28,3.7382999999999997
2006-05-01,-9.009
2006-05-03,5.9406
2006-05-04,0.9346
2006-05-05,6.4815
2006-05-08,0.0
2006-05-09,0.0
2006-05-10,-4.3478
2006-05-11,-4.5455
2006-05-15,0.0
2006-05-16,-0.9524
2006-05-17,0.9615
2006-05-18,0.0
2006-05-19,-0.9524
2006-05-22,-2.8846
2006-05-23,-10.8911
2006-05-24,-6.6667
2006-05-25,-4.7619
2006-05-26,-6.25
2006-05-30,24.0
2006-05-31,7.5269
2006-06-01,-18.0
2006-06-02,-7.3171
2006-06-05,0.0
2006-06-08,-1.3158
2006-06-09,1.3333
2006-06-12,13.1579
2006-06-13,-12.7907
2006-06-14,0.0
2006-06-19,-4.0
2006-06-20,18.0556
2006-06-21,0.0
2006-06-22,-3.5294
2006-06-23,-2.439
2006-06-27,-12.5
2006-06-28,7.1429
2006-06-29,-6.6667
2006-06-30,7.1429
2006-07-05,-4.0
2006-07-07,-9.7222
2006-07-13,0.0
2006-07-17,6.1538
2006-07-18,2.8986
2006-07-21,-11.2676
2006-07-24,14.2857
2006-07-26,-5.5556
2006-07-27,-10.2941
2006-08-01,14.7541
2006-08-02,4.2857
2006-08-03,-4.1096
2006-08-04,-1.4285999999999999
2006-08-08,5.7971
2006-08-09,2.7397
2006-08-14,-2.6667
2006-08-15,6.8493
2006-08-16,2.5641
2006-08-17,5.0
2006-08-18,-7.1429
2006-08-21,-3.8462
2006-08-22,0.0
2006-08-23,0.0
2006-08-24,9.3333
2006-08-25,0.0
2006-08-28,0.0
2006-08-29,-2.439
2006-08-30,-3.75
2006-08-31,3.8961
2006-09-01,1.25
2006-09-05,4.9383
2006-09-06,2.3529
2006-09-07,0.0
2006-09-08,2.2989
2006-09-11,-3.3708
2006-09-12,-3.4884
2006-09-13,0.0
2006-09-14,0.0
2006-09-15,0.0
2006-09-18,-3.6145
2006-09-19,2.5
2006-09-20,-9.7561
2006-09-21,0.0
2006-09-22,-2.7027
2006-09-25,-2.7778
2006-09-26,-4.2857
2006-09-27,4.4776
2006-10-02,27.1429
2006-10-03,-5.618
2006-10-04,16.6667
2006-10-05,0.0
2006-10-06,7.1429
2006-10-09,-0.9524
2006-10-11,-8.6538
2006-10-12,4.2105
2006-10-13,-6.0606
2006-10-16,2.1505
2006-10-17,-2.1053
2006-10-18,0.0
2006-10-19,-2.1505
2006-10-20,-2.1978
2006-10-23,1.1236
2006-10-24,0.0
2006-10-25,-1.1111
2006-10-26,7.8652
2006-10-27,-6.25
2006-10-30,-4.4444
2006-10-31,4.6512
2006-11-01,10.0
2006-11-02,-3.0303
2006-11-03,0.0
2006-11-06,1.0417
2006-11-07,-3.0928
2006-11-08,1.0638
2006-11-09,-5.2632
2006-11-10,4.4444
2006-11-13,-7.4468
2006-11-14,1.1494
2006-11-15,-2.2727
2006-11-16,3.4884
2006-11-17,1.1236
2006-11-20,-8.8889
2006-11-21,6.0976
2006-11-22,-1.1494
2006-11-24,-1.1628
2006-11-28,2.3529
2006-11-29,-2.2989
2006-11-30,0.0
2006-12-01,0.0
2006-12-04,0.0
2006-12-05,2.3529
2006-12-06,-6.8966
2006-12-07,0.0
2006-12-08,1.2346
2006-12-11,10.9756
2006-12-12,7.6923
2006-12-13,-3.0612
2006-12-14,0.0
2006-12-15,0.0
2006-12-18,-10.526299999999999
2006-12-19,5.8824
2006-12-20,0.0
2006-12-21,0.0
2006-12-22,0.0
2006-12-26,2.2222
2006-12-27,0.0
2006-12-28,3.2609
2006-12-29,2.1053
2007-01-03,0.0
2007-01-04,-3.0928
2007-01-05,0.0
2007-01-08,-4.2553
2007-01-09,-5.5556
2007-01-11,-1.1764999999999999
2007-01-12,5.9524
2007-01-17,-17.9775
2007-01-18,13.6986
2007-01-19,-2.4096
2007-01-22,-1.2346
2007-01-23,-2.5
2007-01-24,3.8462
2007-01-25,-1.2346
2007-01-26,-6.25
2007-01-29,1.3333
2007-01-30,5.2632
2007-01-31,-2.5
2007-02-01,1.2821
2007-02-02,3.7975
2007-02-05,-1.2195
2007-02-06,-1.2346
2007-02-07,1.25
2007-02-08,14.8148
2007-02-09,2.1505
2007-02-12,0.0
2007-02-13,-1.0526
2007-02-14,1.0638
2007-02-15,-5.2632
2007-02-16,5.5556
2007-02-20,8.4211
2007-02-21,8.7379
2007-02-22,0.8929
2007-02-23,3.5398
2007-02-26,7.6923
2007-02-27,-4.7619
2007-02-28,-3.3333
2007-03-01,1.7241
2007-03-02,10.1695
2007-03-05,-3.0769
2007-03-06,-0.7937
2007-03-07,8.8
2007-03-08,17.647100000000002
2007-03-09,-3.125
2007-03-12,9.6774
2007-03-13,-4.1176
2007-03-14,3.681
2007-03-15,-4.7337
2007-03-16,-0.6211
2007-03-19,0.0
2007-03-20,1.25
2007-03-21,-1.8519
2007-03-22,0.6289
2007-03-23,1.25
2007-03-26,-7.4074
2007-03-27,2.6667
2007-03-28,-3.2468
2007-03-29,2.0134
2007-03-30,9.8684
2007-04-02,1.7964
2007-04-03,0.0
2007-04-04,17.647100000000002
2007-04-05,-2.0
2007-04-09,2.0408
2007-04-10,5.0
2007-04-11,-1.4285999999999999
2007-04-12,-3.3816
2007-04-13,4.0
2007-04-16,11.0577
2007-04-17,0.8658
2007-04-18,-1.2876
2007-04-19,1.3043
2007-04-20,-5.5794
2007-04-23,1.8182
2007-04-24,-1.7856999999999998
2007-04-25,-13.6364
2007-04-26,2.6316
2007-04-27,-16.4103
2007-04-30,10.4294
2007-05-01,5.5556
2007-05-02,0.5263
2007-05-03,2.0942
2007-05-04,-0.5128
2007-05-07,1.5464
2007-05-08,0.5076
2007-05-09,-4.0404
2007-05-10,-5.2632
2007-05-11,11.1111
2007-05-14,-2.5
2007-05-15,-6.6667
2007-05-17,2.1978
2007-05-18,4.8387
2007-05-21,-7.6923
2007-05-22,0.0
2007-05-23,-5.5556
2007-05-24,2.9412000000000003
2007-05-25,-8.5714
2007-05-29,11.25
2007-05-30,0.0
2007-05-31,-4.4944
2007-06-01,0.0
2007-06-04,-25.8824
2007-06-05,7.1429
2007-06-06,2.963
2007-06-07,-0.7194
2007-06-08,-2.1739
2007-06-11,-11.1111
2007-06-12,4.1667
2007-06-13,-4.0
2007-06-14,2.5
2007-06-15,21.9512
2007-06-18,18.8333
2007-06-19,9.3969
2007-06-20,-4.6154
2007-06-21,6.4516
2007-06-22,3.5354
2007-06-25,12.1951
2007-06-26,2.6087
2007-06-27,3.8136
2007-06-28,5.3061
2007-06-29,2.7132
2007-07-02,1.8868
2007-07-03,-3.3333
2007-07-05,-0.3831
2007-07-06,2.6923
2007-07-09,3.3708
2007-07-10,-5.7971
2007-07-11,-7.6923
2007-07-12,12.5
2007-07-13,1.8519
2007-07-16,0.0
2007-07-17,17.8182
2007-07-18,-7.4074
2007-07-19,-14.6667
2007-07-20,9.7656
2007-07-23,4.9822
2007-07-24,-3.7288
2007-07-25,2.1127
2007-07-26,-8.6207
2007-07-27,3.7736
2007-07-30,-12.3636
2007-07-31,2.4896
2007-08-01,-8.9069
2007-08-02,1.7778
2007-08-03,0.4367
2007-08-06,-1.7391
2007-08-07,10.6195
2007-08-08,-4.0
2007-08-09,-6.25
2007-08-10,6.6667
2007-08-13,6.6667
2007-08-14,-2.3438
2007-08-15,-2.8
2007-08-16,-21.8107
2007-08-17,11.0526
2007-08-20,0.0
2007-08-21,-4.2654
2007-08-22,13.8614
2007-08-23,-13.4783
2007-08-24,-1.5074999999999998
2007-08-27,-1.5306
2007-08-28,-4.1451
2007-08-29,-12.973
2007-08-30,8.6957
2007-08-31,14.2857
2007-09-04,10.0
2007-09-05,0.0
2007-09-06,-13.1818
2007-09-07,12.5654
2007-09-10,-11.6279
2007-09-12,11.0526
2007-09-13,11.8483
2007-09-14,-3.7712
2007-09-17,-0.044
2007-09-18,5.7269
2007-09-19,0.0
2007-09-20,5.0
2007-09-21,17.0635
2007-09-24,-8.4746
2007-09-25,3.7037
2007-09-26,1.7856999999999998
2007-09-27,-4.5614
2007-09-28,2.9412000000000003
2007-10-01,-2.8571
2007-10-02,2.9412000000000003
2007-10-03,2.5
2007-10-04,-0.6969
2007-10-05,-3.5088
2007-10-08,-1.8182
2007-10-09,-1.4815
2007-10-10,1.5038
2007-10-11,-4.8148
2007-10-12,0.0
2007-10-15,-10.5058
2007-10-16,16.9565
2007-10-17,0.3717
2007-10-18,-1.8519
2007-10-19,1.8868
2007-10-22,-7.037
2007-10-23,3.5857
2007-10-24,-1.5385
2007-10-25,-2.3438
2007-10-26,2.4
2007-10-29,1.5625
2007-10-30,0.0
2007-10-31,1.1538
2007-11-01,-4.943
2007-11-02,0.0
2007-11-05,-6.0
2007-11-06,0.0
2007-11-07,2.1277
2007-11-08,0.0
2007-11-09,2.0833
2007-11-14,0.0
2007-11-15,0.0
2007-11-16,4.0816
2007-11-19,0.3922
2007-11-20,1.9531
2007-11-21,-1.1494
2007-11-23,0.7752
2007-11-26,-0.7692
2007-11-27,12.4031
2007-11-28,9.6552
2007-11-29,7.5472
2007-11-30,-2.0468
2007-12-03,-10.4478
2007-12-04,-23.3333
2007-12-05,-6.9565
2007-12-06,5.1402
2007-12-07,11.1111
2007-12-10,5.6
2007-12-11,-7.197
2007-12-12,6.9388
2007-12-13,3.0534
2007-12-14,11.4815
2007-12-17,1.3289
2007-12-18,-14.4262
2007-12-19,3.4483
2007-12-20,-3.7037
2007-12-21,3.8462
2007-12-24,-10.0
2007-12-26,-1.2346
2007-12-27,8.3333
2007-12-28,1.9231
2007-12-31,0.0
2008-01-02,0.0
2008-01-03,0.3774
2008-01-04,-1.8797000000000001
2008-01-07,-0.3831
2008-01-08,-1.1538
2008-01-09,-4.6693
2008-01-10,0.0
2008-01-11,-2.0408
2008-01-14,2.5
2008-01-15,0.0
2008-01-16,1.626
2008-01-17,4.0
2008-01-18,2.3077
2008-01-22,-7.8947
2008-01-23,-2.0408
2008-01-24,-12.0833
2008-01-25,9.4787
2008-01-28,6.0606
2008-01-29,-1.2245
2008-01-30,-0.8264
2008-01-31,-2.0833
2008-02-01,0.8511
2008-02-04,-0.8439
2008-02-05,2.9787
2008-02-06,11.5702
2008-02-07,-2.963
2008-02-08,-3.4351
2008-02-11,-1.1858
2008-02-12,-4.0
2008-02-13,0.0
2008-02-14,1.25
2008-02-15,2.8807
2008-02-19,2.0
2008-02-20,0.0
2008-02-21,-1.9607999999999999
2008-02-22,0.4
2008-02-25,1.5936
2008-02-26,-0.3922
2008-02-27,4.3307
2008-02-28,-0.3774
2008-02-29,-1.5152
2008-03-03,0.0
2008-03-04,0.0
2008-03-05,1.9231
2008-03-06,-1.8868
2008-03-07,-3.0769
2008-03-10,-8.7302
2008-03-11,9.5652
2008-03-12,1.1905000000000001
2008-03-13,0.0
2008-03-14,-1.9607999999999999
2008-03-17,-2.0
2008-03-18,2.449
2008-03-19,-2.3904
2008-03-20,2.0408
2008-03-24,0.0
2008-03-25,7.6
2008-03-26,0.3717
2008-03-27,-1.1111
2008-03-28,0.3745
2008-03-31,-2.6119
2008-04-01,0.3831
2008-04-02,8.7786
2008-04-03,-1.4035
2008-04-04,-0.3559
2008-04-07,-2.1429
2008-04-08,-1.4599
2008-04-09,-3.7037
2008-04-10,0.3846
2008-04-11,-0.7663
2008-04-14,-3.4749
2008-04-15,0.8
2008-04-16,-3.5714
2008-04-17,-0.4115
2008-04-18,-2.4793
2008-04-21,-2.5423999999999998
2008-04-22,3.9130000000000003
2008-04-23,0.4184
2008-04-24,2.0833
2008-04-25,-2.449
2008-04-29,0.4184
2008-04-30,6.6667
2008-05-01,-3.9063
2008-05-02,0.0
2008-05-05,-1.626
2008-05-06,-2.4793
2008-05-07,-0.4237
2008-05-08,2.1277
2008-05-09,0.0
2008-05-12,4.1667
2008-05-13,-4.0
2008-05-14,0.0
2008-05-15,4.1667
2008-05-16,-2.0
2008-05-19,0.0
2008-05-20,-1.6327
2008-05-21,0.4149
2008-05-22,-0.8264
2008-05-23,-0.8333
2008-05-27,-1.6806999999999999
2008-05-28,-1.2821
2008-05-29,-1.2987
2008-05-30,3.5088
2008-06-02,-4.661
2008-06-03,0.0
2008-06-04,0.0
2008-06-05,-2.2222
2008-06-06,2.2727
2008-06-09,-4.4444
2008-06-10,2.3256
2008-06-11,-6.3636
2008-06-12,1.9417
2008-06-13,4.7619
2008-06-16,-4.5455
2008-06-17,0.9524
2008-06-18,1.4151
2008-06-19,0.0
2008-06-20,-4.6512
2008-06-23,8.2927
2008-06-24,-7.6577
2008-06-25,1.9512
2008-06-26,-5.7416
2008-06-27,4.0609
2008-06-30,4.878
2008-07-01,-3.2558
2008-07-02,1.9231
2008-07-03,-2.3585
2008-07-07,-8.2126
2008-07-08,7.3684
2008-07-15,-6.8627
2008-07-16,0.0
2008-07-17,-2.6316
2008-07-18,11.3514
2008-07-21,0.9709
2008-07-22,3.3654
2008-07-23,-0.6977
2008-07-25,-1.6393
2008-07-29,-14.2857
2008-07-30,5.5556
2008-07-31,-5.2632
2008-08-01,0.5556
2008-08-04,-0.5525
2008-08-05,-2.7778
2008-08-06,4.0
2008-08-08,0.0
2008-08-11,-3.8462
2008-08-12,-4.0
2008-08-13,1.1905000000000001
2008-08-14,5.8824
2008-08-15,5.5556
2008-08-18,-7.8947
2008-08-19,0.0
2008-08-20,-5.7143
2008-08-21,3.0303
2008-08-22,0.0
2008-08-25,-3.5294
2008-08-26,-2.439
2008-08-28,-1.25
2008-08-29,7.5949
2008-09-02,-5.2941
2008-09-03,0.0
