ticker,PCPJ US Equity
2011-01-06,50.0
2011-01-11,-33.3333
2011-01-20,0.0
2011-02-15,0.0
2011-03-24,0.0
2011-03-31,0.0
2011-04-07,0.0
2011-04-13,0.0
2011-04-15,0.0
2011-04-20,16.6667
2011-04-25,-14.2857
2011-04-27,0.0
2011-05-11,0.0
2011-05-18,16.6667
2011-05-31,-14.2857
2011-06-06,0.0
2011-06-13,0.0
2011-06-15,0.0
2011-06-16,0.0
2011-06-21,0.0
2011-06-22,16.6667
2011-06-23,-14.2857
2011-06-30,33.3333
2011-07-11,-25.0
2011-07-19,1.6667
2011-07-22,-1.6393
2011-08-01,-16.6667
2011-08-08,20.0
2011-08-10,0.0
2011-08-11,0.0
2011-08-15,0.0
2011-08-16,0.0
2011-08-19,0.0
2011-09-02,0.0
2011-09-16,25.0
2011-09-27,-20.0
2011-10-14,0.0
2011-11-14,25.0
2011-11-21,6.6667
2011-11-28,0.0
2011-12-01,0.0
2011-12-14,10.3448
2011-12-19,0.0
2012-01-09,0.0
2012-01-12,0.0
2012-01-17,0.0
2012-01-19,25.0
2012-02-01,-20.0
2012-02-08,25.0
2012-02-16,-20.0
2012-03-13,0.0
2012-03-19,0.0
2012-03-23,0.0
2012-03-26,0.0
2012-04-09,-25.0
2012-05-14,50.0
2012-05-23,-22.2222
2012-05-24,0.0
2012-05-31,28.5714
2012-06-07,-22.2222
2012-06-25,2.8571
2012-06-29,0.0
2012-07-05,0.0
2012-07-12,0.0
2012-07-16,0.0
2012-08-02,-2.7778
2012-08-06,-28.5714
2012-08-10,42.0
2012-08-29,19.7183
2012-09-06,0.0
2012-09-11,0.0
2012-09-12,0.0
2012-09-17,0.0
2012-10-03,76.4706
2012-10-10,-43.3333
2012-11-02,-5.8824
2012-11-08,7.5
2012-11-19,39.5349
2012-12-14,-27.2727
2012-12-19,12.5
2012-12-26,0.0
2012-12-28,11.1111
2013-01-07,5.0
2013-01-17,0.0
2013-01-22,0.0
2013-01-23,-3.8095
2013-01-24,3.9604
2013-02-05,-3.8095
2013-02-19,0.0
2013-02-25,0.0
2013-03-11,0.9901
2013-04-02,-1.8382
2013-04-05,0.8739
2013-05-09,-0.9901
2013-06-06,2.0
2013-06-14,0.0
2013-06-24,0.0
2013-08-05,12.7451
2013-08-12,30.4348
2013-08-13,-13.3333
2013-08-23,0.0
2013-08-28,0.0
2013-09-05,0.0
2013-09-30,0.0
2013-10-04,0.0
2013-10-25,0.0
2013-11-05,3.8462
2013-11-12,11.1111
2013-12-26,-5.4545
2014-01-23,7.6923
2014-03-06,35.7143
2014-03-12,0.0
2014-03-25,0.0
2014-04-10,0.0
2014-04-15,0.0
2014-04-16,-0.5263
2014-04-24,-17.9894
2014-04-28,-3.2258
2014-04-30,-1.6667
2014-05-01,-1.6949
2014-05-15,3.4483
2014-05-23,-8.6667
2014-05-27,-1.4599
2014-05-29,-3.7037
2014-06-03,0.0
2014-06-06,-3.8462
2014-06-16,0.0
2014-06-23,0.0
2014-06-26,180.0
2014-06-30,-64.2857
2014-07-01,4.0
2014-07-24,0.0
2014-08-01,0.0
2014-08-05,30.7692
2014-08-08,-41.1765
2014-08-27,0.0
2014-10-28,5.0
2014-11-06,-4.7619
2014-11-14,20.0
2014-11-19,0.0
2014-11-26,0.0
2014-11-28,-8.3333
2014-12-02,18.1818
2014-12-08,4.3478
2014-12-17,-8.3333
2014-12-22,-13.6364
2014-12-26,15.7895
2015-01-13,-9.0909
2015-01-20,0.0
2015-01-29,50.0
2015-02-05,0.0
2015-02-11,0.0
2015-02-27,-30.0
2015-03-04,0.0
2015-03-10,0.0
2015-03-23,0.0
2015-03-25,9.5238
2015-04-24,13.0435
2015-04-27,0.0
2015-05-04,0.0
2015-05-08,0.0
2015-05-18,0.0
2015-05-22,92.3077
2015-06-01,-20.0
2015-06-05,-15.0
2015-06-10,5.8824
2015-06-22,-5.5556
2015-07-17,-5.8824
2015-07-29,0.0
2015-08-06,-6.25
2015-08-17,3.3333
2015-08-28,16.129
2015-08-31,-14.4444
2015-09-18,-9.0909
2015-09-23,0.0
2015-10-08,0.0
2015-11-12,7.1429
2015-11-23,33.3333
2015-11-24,0.0
2015-12-01,0.0
2015-12-02,33.75
2015-12-09,-20.0
2015-12-15,5.0
2015-12-16,19.0476
2015-12-17,-20.0
2015-12-21,25.0
2015-12-22,-20.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,25.0
2015-12-31,-20.0
2016-01-06,20.0
2016-01-08,4.1667
2016-01-22,-12.0
2016-01-25,13.6364
2016-01-27,80.0
2016-03-07,-2.2222
2016-03-21,-36.3636
2016-03-22,39.2857
2016-04-04,-35.8974
2016-04-15,-12.0
2016-04-18,-22.7273
2016-04-19,47.0588
2016-04-26,20.0
2016-05-03,-13.3333
2016-05-04,-11.538499999999999
2016-05-05,52.1739
2016-05-06,-14.2857
2016-05-17,-6.6667
2016-05-18,0.0
2016-05-23,7.1429
2016-05-24,0.0
2016-05-27,0.0
2016-06-01,0.0
2016-06-02,-26.6667
2016-06-03,36.3636
2016-06-07,13.3333
2016-06-09,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-26,0.0
2016-08-18,-12.3529
2016-08-22,4.0268
2016-08-24,5.8065
2016-09-12,-2.439
2016-09-13,-6.25
2016-09-16,-15.0
2016-10-14,9.8039
2016-10-21,6.0714
2016-10-31,-9.0909
2016-11-08,22.2222
2016-11-09,-15.1515
2016-11-15,53.5714
2016-12-28,-36.8932
2017-01-11,15.3846
2017-01-27,0.0
2017-02-02,46.6667
2017-02-24,0.0
2017-03-01,-34.0909
2017-03-08,0.0
2017-03-28,8.4483
2017-03-30,43.0843
2017-04-06,-2.2222
2017-04-18,2.2727
2017-04-20,-22.2222
2017-04-24,14.2857
2017-05-08,-10.0
2017-06-01,25.0347
2017-06-08,11.0803
2017-06-22,-26.0
2017-08-15,0.0
2017-08-18,2.7027
2017-08-30,10.526299999999999
2017-08-31,-9.5
2017-09-06,2.6046
2017-09-14,0.0
2017-09-21,33.3333
2017-10-09,-23.0769
2017-10-10,0.0
2017-10-11,12.5
2017-10-12,0.0
2017-10-13,6.6667
2017-10-16,0.0
2017-10-31,0.0
2017-11-17,4.1667
2017-11-20,0.0
2017-12-12,13.0705
2017-12-13,-0.9174
2017-12-20,-7.4074
2018-01-19,-10.0
2018-01-26,0.0
2018-01-30,0.0
2018-02-02,33.3333
2018-02-06,-16.6667
2018-03-09,-2.0
2018-03-14,2.0408
2018-03-19,0.0
2018-04-11,6.0
2018-04-17,0.0
2018-04-23,-1.8868
2018-04-27,0.0
2018-05-01,0.0
2018-05-02,-3.8462
2018-05-09,-10.0
2018-05-31,0.0
2018-07-27,-22.2222
2018-07-30,14.2857
2018-08-10,5.0
2018-09-06,2.3810000000000002
2018-09-18,0.0
2018-10-15,4.6512
2018-10-17,0.0
2018-11-15,-17.7778
2018-12-04,37.8378
2018-12-06,-27.8431
2018-12-07,328.5714
2018-12-18,-76.6667
2018-12-28,14.2857
2019-01-18,-5.0
2019-02-13,71.0526
2019-02-26,-33.830799999999996
2019-03-07,0.0698
2019-03-27,-7.0632
2019-03-29,-22.5
2019-04-02,61.2903
2019-04-04,-1.4
2019-06-17,17.1298
2019-06-21,-0.4243
2019-06-25,0.0
2019-07-10,-13.913
2019-07-16,16.1616
2019-09-03,21.7391
2019-09-04,-18.5714
2019-09-26,-8.7719
2019-09-27,5.7692
2019-09-30,12.7273
2019-10-10,-11.2903
2019-10-15,-7.2727
2019-10-21,-11.7647
2019-11-14,6.6667
2019-11-18,4.1667
2020-01-02,5.8091
2020-01-07,0.0
2020-01-13,7.8431
2020-01-15,0.0
2020-01-24,0.0
2020-01-28,0.0
2020-01-30,45.4364
2020-02-07,-28.116
2020-02-19,-2.6087
2020-02-20,0.0
2020-03-03,-1.7856999999999998
2020-03-06,-18.1818
2020-03-16,0.0
2020-03-27,22.2222
2020-04-16,-27.2727
2020-04-21,12.5
2020-04-29,66.6667
2020-04-30,-20.0
2020-05-18,8.3333
2020-06-02,7.6923
2020-06-03,4.3
2020-06-05,-21.2437
2020-06-17,21.7391
2020-06-25,7.1286
2020-06-30,-7.9877
2020-07-01,-4.3478
2020-07-02,-16.6667
