ticker,CTYP US Equity
2004-06-29,0.5594
2004-07-01,0.0
2004-07-19,-1.3986
2004-07-22,1.4184
2004-07-30,0.0
2004-08-02,0.0
2004-08-10,0.0
2004-08-11,0.0
2004-08-12,0.0
2004-08-13,0.0
2004-08-24,0.0
2004-08-25,0.0
2004-08-27,0.0
2004-09-13,0.5594
2004-09-17,0.0
2004-09-28,0.0
2004-10-01,-0.6993
2004-10-06,0.3521
2004-10-07,0.0
2004-10-12,0.0
2004-10-13,0.0
2004-10-14,0.0
2004-10-19,0.0
2004-11-11,0.0
2004-11-15,0.0
2004-11-16,-0.3509
2004-12-01,-0.7042
2004-12-22,0.9272
2004-12-31,-2.8269
2005-01-04,0.0
2005-01-05,0.0
2005-01-14,3.6364
2005-01-18,0.0
2005-01-28,-3.5088
2005-02-01,0.3636
2005-02-02,0.7246
2005-02-03,-0.7194
2005-03-01,0.7246
2005-03-04,0.0
2005-03-07,0.0
2005-03-11,0.6475
2005-03-14,-0.3597
2005-03-15,-0.361
2005-03-21,0.0
2005-03-30,0.7246
2005-04-04,-1.0791
2005-04-06,0.0
2005-04-07,0.0
2005-04-11,-1.8182
2005-04-14,0.3704
2005-04-15,3.321
2005-04-19,-3.5714
2005-04-20,0.3704
2005-04-22,-0.369
2005-04-25,-1.8519
2005-04-27,3.7736
2005-04-28,-5.0909
2005-04-29,0.0
2005-05-05,0.0
2005-05-06,1.5326
2005-05-11,-1.1320999999999999
2005-05-13,4.9618
2005-05-17,-1.0909
2005-05-26,2.5735
2005-06-03,-3.5842
2005-06-06,1.1152
2005-06-07,0.0
2005-06-08,-2.2059
2005-06-09,0.0
2005-06-15,0.3028
2005-06-20,1.8868
2005-06-21,-1.4815
2005-07-12,0.0
2005-07-22,0.0
2005-08-03,-0.3759
2005-08-05,1.1320999999999999
2005-08-08,-0.7463
2005-08-10,0.7519
2005-08-11,-0.7463
2005-08-23,0.0
2005-08-24,0.0
2005-08-30,-0.3759
2005-09-01,0.0
2005-09-16,2.5836
2005-09-21,0.3704
2005-09-23,-0.369
2005-10-04,0.0
2005-10-05,0.0
2005-10-06,1.8519
2005-10-12,0.0
2005-10-27,1.8182
2005-10-28,0.7143
2005-11-09,-0.7092
2005-12-13,0.6429
2005-12-23,0.0
2005-12-30,-1.0714
2006-01-04,-1.8051
2006-01-05,0.0
2006-01-10,-0.3676
2006-01-18,0.0
2006-01-19,0.0
2006-01-23,0.369
2006-01-26,0.0
2006-01-27,0.0
2006-01-31,2.9412000000000003
2006-02-01,-1.7856999999999998
2006-02-07,0.0
2006-02-09,-1.4545
2006-02-10,1.476
2006-02-13,0.0
2006-02-15,0.0
2006-02-17,0.0
2006-02-21,0.0
2006-02-22,0.0
2006-02-27,0.0
2006-03-08,-3.6364
2006-03-09,-1.8113000000000001
2006-03-10,5.6879
2006-04-24,-1.0989
2006-04-26,-5.1852
2006-04-28,-0.3906
2006-06-30,-1.9763
2006-07-07,4.8387
2006-07-10,0.0
2006-07-12,0.0
2006-07-14,-4.2308
2006-07-17,4.4177
2006-08-07,0.0
2006-08-14,-3.8462
2006-09-21,2.8226
2006-09-26,1.1764999999999999
2006-10-31,1.1628
2006-11-07,0.3831
2006-11-21,-4.5802
2006-12-08,0.0
2006-12-18,12.5
2006-12-29,0.3584
2007-01-03,-7.1429
2007-03-01,-1.9231
2007-03-06,-1.9607999999999999
2007-03-08,6.0
2007-03-09,-1.8868
2007-05-04,0.8534
2007-07-23,2.0171
2007-07-27,4.943
2007-07-31,-4.3478
2007-09-13,1.2223
2007-09-18,0.0
2007-10-22,-0.3774
2007-11-05,-5.303
2007-11-08,-6.0
2007-11-13,6.383
2008-01-23,4.9233
2008-02-20,-6.9231
2008-03-03,-0.8264
2008-03-11,-8.3333
2008-03-12,7.4545
2008-03-14,0.0
2008-03-19,0.0
2008-05-02,-5.9829
2008-05-28,-2.2727
2008-05-29,2.3256
2008-07-02,-12.6838
2008-07-10,-2.6316
2008-08-05,5.4054
2008-08-14,35.8974
2008-08-28,-16.9811
2008-09-02,-9.0909
2008-10-15,-8.9069
2008-10-23,22.2222
2008-10-24,-8.6364
2008-11-06,0.995
2009-01-22,-10.2692
2009-01-27,0.0
2009-02-03,11.1111
2009-06-04,-8.8838
2009-06-25,1.3799000000000001
2009-07-23,0.0
2009-07-27,22.2222
2009-08-05,-9.0909
2009-08-24,10.0
2009-09-21,1.1262
2009-09-22,0.0
2009-10-13,-9.0909
2009-10-19,0.0
2009-10-22,0.0
2009-10-26,-2.5
2009-11-24,-2.5641
2010-01-05,11.9701
2010-01-06,4.7619
2010-01-14,-2.2727
2010-01-19,2.3256
2010-01-21,0.0
2010-01-27,0.0
2010-01-29,0.0
2010-02-08,0.0
2010-02-22,0.0
2010-03-10,0.0
2010-05-17,1.1262
2010-05-19,0.0
2010-06-03,0.0
2010-06-29,-7.1478
2010-08-05,3.9604
2010-08-06,4.7619
2010-08-17,0.0
2010-08-18,-4.5455
2010-08-31,-9.5238
2010-09-01,7.3684
2010-09-03,0.4902
2010-11-04,-6.8627
2010-12-20,5.8201
2011-01-04,2.5
2011-01-12,2.439
2011-02-11,-8.0952
2011-02-15,3.5233
2011-03-04,0.1001
2011-03-15,-3.5176
2011-04-21,-1.0417
2011-04-26,0.0
2011-04-28,-3.6842
2011-05-20,-0.5464
2011-05-23,1.6484
2011-05-24,-2.7027
2011-06-14,0.6149
2011-07-15,-3.8889
2011-07-21,0.578
2011-07-27,3.4483
2011-08-01,-9.4444
2011-08-03,7.362
2011-08-04,-8.5714
2011-11-29,10.8312
2011-12-23,0.1717
2012-03-07,2.8571
2012-03-21,-4.8152
2012-03-30,2.9412000000000003
2012-04-02,2.8571
2012-05-01,-2.7778
2012-05-02,0.0
2012-05-17,-11.4286
2012-06-28,1.6287
2012-07-31,12.1795
2012-11-05,3.7763
2012-11-07,0.0
2012-11-09,0.0
2012-11-14,-2.7778
2012-11-30,4.0
2012-12-18,-1.663
2013-01-17,-4.1714
2013-01-23,4.3529
2013-02-08,1.2401
2013-02-12,3.0067
2013-02-19,-1.6216
2013-02-21,-3.2967
2013-02-22,2.2727
2013-02-26,0.0
2013-03-01,-2.2222
2013-03-26,3.2406
2013-04-08,2.7778
2013-05-14,8.1081
2013-05-24,-1.0
2013-06-07,-9.0909
2013-10-10,4.7209
2013-10-11,2.7027
2013-11-14,0.0
2013-11-22,-5.1579
2013-11-25,-0.111
2013-11-26,-1.0
2013-12-10,1.0101
2014-01-21,-1.29
2014-01-22,-0.5682
2014-01-29,-0.5714
2014-02-03,0.5747
2014-03-03,2.8571
2014-03-18,-1.8397999999999999
2014-04-10,2.8571
2014-04-23,-2.7778
2014-04-24,0.0
2014-04-25,0.0
2014-04-29,1.1429
2014-05-02,-1.1299
2014-06-24,1.0043
2014-07-01,1.1429
2014-07-10,-1.1299
2014-10-31,2.7358000000000002
2014-12-03,0.0
2015-01-15,-0.7149
2015-02-06,0.0
2015-03-23,2.8512
2015-04-17,1.0101
2015-04-27,-2.7778
2015-05-27,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-11,0.9943
2015-06-30,0.0
2015-07-16,-2.7429
2015-08-07,-0.1175
2015-08-21,0.0
2015-09-23,-0.1545
2015-10-06,0.5952
2015-11-30,-1.7751000000000001
2015-12-15,-2.5934
2015-12-16,-3.75
2015-12-17,0.0
2015-12-21,3.8961
2015-12-29,-3.625
2016-01-04,-2.7237
2016-01-07,2.0
2016-01-11,-0.6536
2016-01-15,-4.6053
2016-01-19,4.1379
2016-01-20,1.3245
2016-01-27,-5.2288
2016-01-28,3.4483
2016-02-05,-4.0
2016-02-25,-1.3889
2016-03-10,5.6338
2016-03-14,-5.4364
2016-04-01,13.8374
2016-04-07,-12.2807
2016-04-11,-5.7143
2016-04-26,6.0606
2016-05-02,-3.5714
2016-05-13,0.0
2016-06-07,3.7037
2016-06-23,22.9567
2016-06-24,-21.0588
2016-08-22,2.3845
2016-09-02,1.8923
2016-09-09,7.1429
2016-09-14,-8.4042
2016-10-11,14.1384
2016-11-17,-10.9677
2016-12-09,12.3188
2016-12-27,-0.0391
2016-12-28,-8.6162
2017-02-09,26.4286
2017-04-04,-1.8601
2017-04-07,2.907
2017-04-10,0.0
2017-06-20,-8.7071
2017-09-06,3.125
2017-09-15,-0.1593
2017-11-03,1.227
2017-12-01,-1.8182
2017-12-20,6.0776
2018-01-02,5.8824
2018-01-12,0.0
2018-01-31,-2.2222
2018-02-21,2.2727
2018-03-20,0.9874
2018-05-23,-0.5556
2018-05-25,-0.5587
2018-06-26,0.4312
2018-07-12,-5.0847
2018-07-13,4.1667
2018-07-17,-5.1429
2018-07-25,0.0
2018-08-28,0.0
2018-09-06,0.0
2018-10-05,4.1159
2018-10-11,-2.3392
2018-10-30,-1.7964
2018-10-31,-0.6098
2018-11-02,-0.1227
2018-12-31,5.7214
2019-02-20,-2.9412000000000003
2019-04-17,-1.9607999999999999
2019-05-06,-0.625
2019-05-13,-1.2579
2019-05-23,-1.0191
2019-06-28,-0.1302
2019-07-11,4.3025
2019-08-06,0.0
2019-08-29,-1.25
2019-08-30,0.0
2019-09-03,1.2658
2019-09-04,-2.5
2019-10-17,6.3554
2019-10-18,-1.8293
2019-10-21,-1.1179999999999999
2019-12-05,0.5025
2019-12-24,3.6675
2019-12-30,0.6085
2019-12-31,0.6061
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,0.6024
2020-01-13,0.0
2020-01-15,-7.1856
2020-01-28,3.2258
2020-01-31,-2.25
2020-02-06,2.3018
2020-02-21,-5.375
2020-03-10,0.2642
2020-03-11,0.1318
2020-04-23,-6.7909
2020-05-12,0.0
2020-06-11,0.0
2020-06-16,-27.6411
2020-06-30,47.8
2020-07-08,-5.2774
2020-07-13,0.0
2020-07-16,5.4286
2020-07-27,5.0136
2020-07-31,0.0
