ticker,TTHG US Equity
2001-03-19,29.4118
2001-03-22,-18.1818
2001-03-23,-5.5556
2001-03-27,-17.647100000000002
2001-03-28,-14.2857
2001-03-30,33.3333
2001-04-16,0.0
2001-04-23,5.0
2001-04-24,0.0
2001-04-26,0.0
2001-04-27,-4.7619
2001-04-30,7.0
2001-05-03,-1.8692
2001-05-09,-9.5238
2001-05-10,-5.2632
2001-05-11,-20.0
2001-05-14,5.5556
2001-05-15,31.5789
2001-05-16,2.0
2001-05-18,-1.9607999999999999
2001-05-21,5.0
2001-05-23,-4.7619
2001-05-29,0.0
2001-06-05,1.0
2001-06-06,-10.8911
2001-06-07,-22.2222
2001-06-08,35.7143
2001-06-13,-5.2632
2001-06-14,-11.1111
2001-06-18,6.25
2001-06-22,11.7647
2001-06-25,6.3158
2001-06-26,-5.9406
2001-07-06,0.0
2001-07-09,0.0
2001-07-11,0.0
2001-07-25,-21.0526
2001-07-31,6.6667
2001-08-02,0.0
2001-08-08,-6.25
2001-08-16,33.3333
2001-08-17,0.0
2001-08-23,5.0
2001-08-28,9.5238
2001-08-29,-8.6957
2001-08-31,5.7143
2001-09-04,-14.4144
2001-09-06,0.0
2001-09-10,-15.7895
2001-09-21,0.0
2001-09-25,26.25
2001-10-10,-0.9901
2001-10-19,-20.0
2001-10-25,25.0
2001-10-26,-20.0
2001-10-29,0.0
2001-11-07,0.0
2001-11-08,-25.0
2001-11-09,-33.3333
2001-11-12,-12.5
2001-11-13,5.7143
2001-11-14,-5.4054
2001-11-19,0.0
2001-12-27,14.2857
2001-12-28,-10.0
2001-12-31,41.6667
2002-01-11,-21.5686
2002-02-14,0.0
2002-02-27,0.0
2002-02-28,7.5
2002-03-04,-18.6047
2002-03-18,14.2857
2002-04-15,-12.5
2002-04-19,0.0
2002-04-22,0.0
2002-04-24,-14.2857
2002-05-17,100.0
2002-06-04,-50.0
2002-06-07,20.0
2002-06-28,-16.6667
2002-07-25,-33.3333
2002-08-07,0.0
2002-08-08,0.0
2002-09-13,0.0
2002-09-25,100.0
2002-10-11,-60.0
2002-10-15,56.25
2002-10-16,-36.0
2002-10-25,150.0
2002-11-21,-57.5
2002-11-25,200.0
2002-12-09,-1.9607999999999999
2002-12-16,-70.0
2002-12-17,0.0
2002-12-18,33.3333
2002-12-19,50.0
2003-01-08,3.3333
2003-01-09,-19.3548
2003-01-13,-12.0
2003-01-14,13.6364
2003-01-23,8.0
2003-01-31,0.0
2003-02-21,0.0
2003-03-07,-3.7037
2003-03-27,15.3846
2003-04-02,-16.6667
2003-04-03,0.0
2003-04-22,0.0
2003-04-28,0.0
2003-05-01,120.0
2003-05-02,0.0
2003-05-09,-3.6364
2003-05-13,3.7736
2003-05-28,9.0909
2003-06-03,8.3333
2003-06-05,-15.3846
2003-06-09,36.3636
2003-06-13,0.0
2003-06-25,6.6667
2003-07-08,0.0
2003-07-11,0.0
2003-07-15,0.0
2003-07-21,0.0
2003-08-04,0.0
2003-08-29,-40.0
2003-09-02,66.6667
2003-10-01,-25.0
2003-10-13,-30.0
2003-10-23,0.0
2003-12-16,7.1429
2003-12-22,0.0
2003-12-30,-22.2222
2003-12-31,-14.2857
2004-01-16,-16.6667
2004-02-06,0.0
2004-02-09,40.0
2004-02-11,14.2857
2004-02-12,27.5
2004-02-13,-31.3725
2004-02-18,14.2857
2004-02-19,27.5
2004-02-23,37.2549
2004-02-27,-42.8571
2004-03-11,0.0
2004-03-12,25.0
2004-03-16,0.0
2004-03-19,2.0
2004-03-25,0.0
2004-04-01,-5.8824
2004-04-06,0.0
2004-04-16,0.0
2004-04-26,0.0
2004-04-27,0.0
2004-04-29,35.4167
2004-05-10,-30.7692
2004-05-13,0.0
2004-06-01,0.0
2004-06-02,-6.6667
2004-06-14,0.0
2004-06-15,-7.1429
2004-06-17,2.5641
2004-06-18,-2.5
2004-06-29,-17.9487
2004-07-06,15.625
2004-08-09,-13.5135
2004-08-13,0.0
2004-08-16,-21.875
2004-08-17,-4.0
2004-08-25,0.0
2004-09-08,-12.5
2004-10-01,42.8571
2004-10-07,0.0
2004-10-21,-10.0
2004-10-29,0.0
2004-11-02,-14.8148
2004-11-08,13.0435
2004-11-17,-19.2308
2004-12-16,0.0
2004-12-21,19.0476
2004-12-27,-16.0
2004-12-30,38.0952
2005-01-21,-27.5862
2005-02-08,19.0476
2005-03-04,0.0
2005-03-16,12.0
2005-03-18,-7.1429
2005-03-28,-19.2308
2005-03-29,42.8571
2005-04-05,-30.0
2005-05-16,0.0
2005-05-23,9.5238
2005-06-06,8.6957
2005-06-10,0.0
2005-06-13,104.0
2005-07-27,-50.9804
2005-07-28,0.0
2005-07-29,40.0
2005-08-01,42.8571
2005-08-02,0.0
2005-08-05,0.0
2005-08-08,0.0
2005-08-11,-20.0
2005-08-15,-25.0
2005-08-19,46.6667
2005-08-23,-50.0
2005-08-26,59.0909
2005-08-29,42.8571
2005-09-21,-40.0
2005-09-23,0.0
2005-09-27,0.0
2005-09-29,0.0
2005-10-11,0.0
2005-10-12,0.0
2005-10-13,100.0
2005-10-18,-50.0
2005-10-25,33.3333
2005-11-07,-25.0
2005-11-08,0.0
2005-11-11,3.3333
2005-11-21,0.0
2005-12-12,0.0
2005-12-21,-12.9032
2005-12-27,14.8148
2005-12-28,-12.9032
2005-12-29,3.7037
2005-12-30,7.1429
2006-01-04,0.0
2006-01-06,0.0
2006-01-09,0.0
2006-01-10,0.0
2006-01-11,0.0
2006-01-24,16.6667
2006-02-02,-22.8571
2006-02-22,0.0
2006-03-01,0.0
2006-03-10,0.0
2006-03-21,0.0
2006-03-30,0.0
2006-04-19,-3.7037
2006-04-25,0.0
2006-04-26,7.6923
2006-04-27,0.0
2006-05-09,7.1429
2006-05-12,16.6667
2006-05-31,-20.0
2006-06-22,-7.1429
2006-06-26,-15.3846
2006-07-11,36.3636
2006-08-11,-26.6667
2006-08-18,0.0
2006-09-15,4.5455
2006-10-04,-13.0435
2006-10-27,-5.0
2006-11-02,0.0
2006-11-07,15.7895
2006-11-28,-18.1818
2006-12-06,5.5556
2006-12-13,15.7895
2006-12-19,-9.0909
2006-12-21,-25.0
2006-12-22,-6.6667
2006-12-28,0.0
2007-02-01,17.8571
2007-02-06,-15.1515
2007-03-28,7.1429
2007-04-04,0.0
2007-04-20,-13.3333
2007-04-24,-7.6923
2007-05-30,-16.6667
2007-06-12,40.0
2007-06-13,7.1429
2007-07-26,-6.6667
2007-09-24,-14.2857
2007-10-02,0.0
2007-10-25,0.0
2007-10-29,0.0
2007-11-01,0.0
2007-11-15,-8.3333
2007-12-21,-18.1818
2008-01-09,-11.1111
2008-01-25,87.5
2008-01-28,0.0
2008-01-30,-30.0
2008-02-27,42.8571
2008-03-31,-30.0
2008-04-14,4.7619
2008-05-13,-4.5455
2008-06-09,4.7619
2008-07-28,0.0
2008-07-30,0.0
2008-08-26,0.0
2008-09-08,0.0
2008-09-16,0.0
2008-10-15,0.0
2008-10-17,-9.0909
2008-10-20,-30.0
2008-10-30,-14.2857
2008-11-04,-16.6667
2008-11-07,-20.0
2008-12-01,12.5
2008-12-12,-11.1111
2008-12-17,0.0
2009-01-27,1.25
2009-07-16,11.1111
2009-08-21,100.0
2009-08-26,-5.5556
2009-10-12,5.8824
2009-10-20,-38.8889
2009-10-29,-18.1818
2009-12-01,-33.3333
2009-12-09,16.6667
2009-12-11,-11.4286
2009-12-14,4.8387
2009-12-18,0.0
2009-12-21,0.3846
2009-12-23,53.2567
2009-12-24,-34.75
2010-02-22,7.2797
2010-03-05,57.1429
2010-04-29,81.8182
2010-05-27,50.0
2010-07-30,-33.3333
2010-08-27,0.0
2010-09-15,0.0
2010-10-29,-30.0
2010-11-02,142.8571
2010-12-09,-5.8824
2010-12-10,-6.25
2010-12-17,53.3333
2010-12-28,-21.7391
2011-01-14,-16.6667
2011-02-23,-6.6667
2011-03-10,7.1429
2011-03-24,0.0
2011-05-17,0.0
2011-06-22,6.6667
2011-06-27,12.5
2011-07-12,11.1111
2011-07-20,0.0
2011-09-29,-2.5
2011-11-08,-15.3846
2011-12-12,19.697
2011-12-22,1.2658
2012-08-07,-12.5
2012-08-16,14.2857
2012-08-17,0.0
2012-11-20,0.0
2012-12-14,-40.0
2012-12-19,0.0
2012-12-27,25.0
2013-01-03,-13.3333
2013-01-22,-15.3846
2013-01-24,18.1818
2013-02-01,0.0
2013-02-11,0.0
2013-02-13,-7.6923
2013-02-14,-25.0
2013-02-15,11.1111
2013-02-20,10.0
2013-03-01,-9.0909
2013-04-17,15.0
2013-04-23,4.3478
2013-06-04,-4.1667
2013-06-07,30.4348
2013-06-21,-23.3333
2013-06-26,0.0
2013-09-03,39.1304
2013-09-09,6.875
2013-10-29,16.9591
2013-12-18,6.0
2014-01-09,17.9245
2014-04-29,-20.0
2014-04-30,0.0
2014-05-02,10.0
2014-05-05,22.7273
2014-05-06,-7.4074
2014-05-08,0.0
2014-05-09,-4.0
2014-05-12,14.5833
2014-05-13,0.0
2014-05-21,0.0
2014-05-23,0.0
2014-05-29,0.0
2014-06-09,-23.5909
2014-06-10,0.0
2014-06-11,0.0
2014-06-12,2.32
2014-06-16,0.4651
2014-06-18,0.6944
2014-06-19,-3.4483
2014-06-23,-2.3810000000000002
2014-06-25,0.0
2014-07-09,0.0
2014-07-10,17.0732
2014-07-29,-12.5
2014-08-07,-1.9048
2014-08-19,16.5049
2014-12-17,-14.5833
2014-12-18,2.439
2014-12-24,0.0
2014-12-29,-14.2857
2014-12-31,11.1111
2015-01-09,5.0
2015-01-13,9.5238
2015-04-16,-8.6957
2015-05-05,0.0
2015-05-07,0.0
2015-05-18,0.0
2015-05-20,4.7619
2015-05-26,-11.3636
2015-06-01,5.1282
2015-06-08,0.0
2015-06-11,-4.878
2015-06-18,-2.5641
2015-06-23,-2.6316
2015-06-30,5.4054
2015-07-31,-4.6154
2015-08-04,0.0
2015-09-14,2.1505
2015-09-16,2.6316
2015-09-18,-2.0513
2015-09-21,4.712
2015-10-21,-2.5
2015-12-09,2.5641
2015-12-18,-2.4375
2015-12-29,0.0
2016-01-08,-0.0641
2016-02-01,28.2051
2016-03-07,-16.0
2016-03-18,0.0
2016-05-03,66.6667
2016-05-04,2.8571
2016-05-06,-2.7778
2016-05-09,-2.8571
2016-05-10,2.9412000000000003
2016-05-12,-8.5714
2016-05-18,-23.4375
2016-06-10,0.0
2016-06-13,-14.2857
2016-06-17,-4.7619
2016-06-21,50.0
2016-06-24,-16.6667
2016-06-27,17.6
2016-07-01,-31.9728
2016-07-07,0.0
2016-08-10,7.5
2016-09-16,-16.2791
2016-09-20,0.0694
2016-10-27,0.0
2016-10-31,0.0
2016-11-09,0.0
2016-11-16,8.2582
2016-11-21,0.0
2016-11-22,-43.5897
2016-11-23,90.9091
2016-12-08,-4.7619
2016-12-14,-10.0
2016-12-16,11.1111
2016-12-19,-15.0
2016-12-21,-5.8824
2016-12-22,-24.9219
2017-01-10,91.4672
2017-02-02,-0.4348
2017-03-17,-30.131
2017-05-09,6.3281
2017-05-15,0.0
2017-05-25,35.1947
2017-05-30,-6.5217
2017-08-29,-6.9767
2017-10-17,-5.6
2017-11-13,-5.9322
2017-12-13,12.6126
2018-01-22,-11.2
2018-02-01,0.0
2018-03-08,0.0
2018-03-19,0.0
2018-05-23,-28.1532
2018-10-01,17.5549
2019-01-10,40.0
2019-01-14,-39.2381
2019-01-17,-25.5486
2019-04-22,-5.0526
2019-06-17,-2.439
2019-07-03,70.4545
2019-07-18,0.0
2019-11-22,-54.0
2019-12-04,-27.3913
2019-12-05,3.992
2019-12-11,139.9232
2019-12-12,-4.0
2019-12-31,0.0
2020-01-09,8.3333
2020-01-27,-15.3846
2020-03-03,18.1818
2020-03-06,15.3846
2020-04-02,-13.3333
2020-06-01,15.3846
2020-06-09,0.0
2020-06-15,0.0
2020-06-23,0.0
2020-06-26,0.0
2020-06-30,-19.9333
2020-07-07,8.2431
2020-07-13,0.0
