ticker,AFFL US Equity
2000-06-14,0.0
2000-06-15,-18.1818
2000-06-19,33.3333
2000-06-22,-8.3333
2000-06-26,-9.0909
2000-06-27,20.0
2000-06-28,-16.6667
2000-06-29,20.0
2000-06-30,-16.6667
2000-07-03,-10.0
2000-07-05,11.1111
2000-07-06,20.0
2000-07-07,8.3333
2000-07-11,-30.7692
2000-07-12,33.3333
2000-07-13,0.0
2000-07-17,-25.0
2000-07-18,0.0
2000-07-24,-11.1111
2000-07-26,4.0
2000-07-27,11.538499999999999
2000-07-28,-31.0345
2000-07-31,25.0
2000-08-01,8.0
2000-08-02,15.7407
2000-08-03,-20.0
2000-08-04,-4.0
2000-08-08,30.2083
2000-08-09,0.0
2000-08-11,0.0
2000-08-14,-20.0
2000-08-15,24.0
2000-08-17,-29.4355
2000-08-18,57.1429
2000-08-21,-1.0909
2000-08-22,10.2941
2000-08-23,16.6667
2000-08-24,14.2857
2000-08-25,12.5
2000-08-28,-16.6667
2000-08-29,20.0
2000-08-30,6.6667
2000-08-31,-15.0
2000-09-01,17.647100000000002
2000-09-05,-16.6667
2000-09-06,12.5
2000-09-07,0.0
2000-09-08,-22.2222
2000-09-11,7.1429
2000-09-13,6.6667
2000-09-15,-4.0
2000-09-18,4.1667
2000-09-19,-10.0
2000-09-20,18.0556
2000-09-21,-24.7059
2000-09-22,-21.875
2000-09-25,40.0
2000-09-26,-7.1429
2000-09-27,-0.0154
2000-09-28,0.0154
2000-09-29,0.0
2000-10-02,-7.6923
2000-10-03,8.3333
2000-10-04,0.0
2000-10-05,-7.6923
2000-10-06,-17.3333
2000-10-09,0.0
2000-10-10,-29.4355
2000-10-11,-8.5714
2000-10-12,0.0
2000-10-13,10.0
2000-10-16,-14.7727
2000-10-17,6.6667
2000-10-18,0.0
2000-10-19,0.0
2000-10-20,-10.0
2000-10-23,27.7778
2000-10-24,4.3478
2000-10-25,-29.1667
2000-10-26,28.6765
2000-10-27,5.1429
2000-10-30,-17.3913
2000-10-31,-15.7895
2000-11-01,-6.25
2000-11-02,0.0
2000-11-03,4.1667
2000-11-06,2.4
2000-11-07,0.0
2000-11-08,6.25
2000-11-09,-29.4118
2000-11-10,0.0
2000-11-13,-12.5
2000-11-14,-9.5238
2000-11-15,-15.7895
2000-11-16,25.0
2000-11-17,-15.0
2000-11-20,8.2353
2000-11-21,-23.913
2000-11-22,14.2857
2000-11-24,-12.5
2000-11-27,0.0
2000-11-28,-14.2857
2000-11-29,16.6667
2000-11-30,0.0
2000-12-04,-14.2857
2000-12-05,16.6667
2000-12-06,7.1429
2000-12-07,-13.3333
2000-12-08,15.3846
2000-12-11,-13.3333
2000-12-12,-7.6923
2000-12-13,-8.3333
2000-12-14,0.0
2000-12-15,-9.0909
2000-12-18,10.0
2000-12-19,0.0
2000-12-20,0.0
2000-12-21,27.2727
2000-12-22,14.2857
2000-12-26,0.0
2000-12-27,-25.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-02,0.0
2001-01-03,-16.6667
2001-01-05,60.0
2001-01-08,-37.5
2001-01-09,20.0
2001-01-10,16.6667
2001-01-11,-7.1429
2001-01-12,7.6923
2001-01-16,28.5714
2001-01-17,50.0
2001-01-18,-18.5185
2001-01-19,-18.1818
2001-01-22,27.7778
2001-01-23,-39.1304
2001-01-24,7.1429
2001-01-25,20.0
2001-01-26,0.0
2001-01-29,0.0
2001-01-30,0.0
2001-01-31,22.2222
2001-02-01,-9.0909
2001-02-02,20.0
2001-02-05,8.3333
2001-02-06,-7.6923
2001-02-07,-4.1667
2001-02-08,-8.6957
2001-02-09,4.7619
2001-02-12,4.5455
2001-02-13,-13.0435
2001-02-14,0.0
2001-02-15,2.5
2001-02-16,2.439
2001-02-20,-4.7619
2001-02-21,0.0
2001-02-23,0.0
2001-02-26,-20.0
2001-02-27,25.0
2001-02-28,-20.0
2001-03-01,6.25
2001-03-02,-11.7647
2001-03-05,-20.0
2001-03-06,0.0
2001-03-07,-8.3333
2001-03-08,0.0
2001-03-09,-9.0909
2001-03-12,-10.0
2001-03-13,11.1111
2001-03-14,0.0
2001-03-15,0.0
2001-03-16,0.0
2001-03-19,-10.0
2001-03-20,11.1111
2001-03-21,-10.0
2001-03-22,0.0
2001-03-23,-11.1111
2001-03-26,25.0
2001-03-27,0.0
2001-03-28,-15.0
2001-03-29,41.1765
2001-03-30,8.3333
2001-04-02,-7.6923
2001-04-03,-16.6667
2001-04-04,-10.0
2001-04-05,0.0
2001-04-06,11.1111
2001-04-09,-30.0
2001-04-10,114.2857
2001-04-11,-20.0
2001-04-12,0.0
2001-04-16,25.0
2001-04-17,-13.3333
2001-04-18,-23.0769
2001-04-19,10.0
2001-04-20,9.0909
2001-04-23,-8.3333
2001-04-24,-9.0909
2001-04-25,-10.0
2001-04-26,0.0
2001-04-27,0.0
2001-04-30,-33.3333
2001-05-01,0.0
2001-05-02,33.3333
2001-05-07,-37.5
2001-05-08,20.0
2001-05-09,-33.3333
2001-05-10,25.0
2001-05-11,60.0
2001-05-16,0.0
2001-05-17,-25.0
2001-05-18,0.0
2001-05-21,-16.6667
2001-05-22,0.0
2001-05-30,-24.0
2001-06-01,-47.3684
2001-06-06,0.0
2001-06-22,-50.0
2001-06-26,-80.0
2001-06-28,900.0
2001-07-02,400.0
2001-07-05,-98.0
2001-07-16,0.0
2001-07-17,0.0
2001-07-31,0.0
2001-08-06,0.0
2001-08-07,0.0
2001-08-09,1900.0
2001-08-28,-95.0
2001-08-30,0.0
2001-09-05,900.0
2001-09-10,150.0
2001-09-19,-96.0
2001-09-27,0.0
2001-10-01,0.0
2001-10-03,0.0
2001-10-04,0.0
2001-10-18,0.0
2001-10-22,3900.0
2001-10-26,-97.5
2001-11-02,900.0
2001-11-05,0.0
2001-11-06,300.0
2001-11-08,-97.5
2001-11-13,0.0
2001-11-20,-87.5
2001-12-06,0.0
2001-12-17,0.0
2001-12-18,700.0
2001-12-26,0.0
2001-12-27,0.0
2001-12-28,0.0
2002-01-15,900.0
2002-01-16,-90.0
2002-01-22,0.0
2002-02-01,900.0
2002-02-04,-98.75
2002-02-11,700.0
2002-02-13,0.0
2002-02-19,-87.5
2002-02-21,0.0
2002-02-26,0.0
2002-02-28,0.0
2002-03-04,0.0
2002-03-06,0.0
2002-03-07,700.0
2002-03-27,0.0
2002-04-10,900.0
2002-04-11,-90.0
2002-04-12,900.0
2002-04-15,0.0
2002-04-16,0.0
2002-04-17,0.0
2002-04-18,-90.0
2002-05-22,1400.0
2002-05-30,-93.3333
2002-06-06,-87.5
2002-06-26,0.0
2002-06-27,700.0
2002-06-28,-87.5
2002-09-05,700.0
2002-09-10,-87.5
2002-09-16,700.0
2002-09-27,0.0
2002-10-04,-87.5
2002-10-07,0.0
2002-10-17,0.0
2002-10-29,0.0
2002-10-31,0.0
2002-11-01,0.0
2002-11-04,0.0
2002-11-12,0.0
2002-11-13,0.0
2002-11-26,0.0
2002-11-27,0.0
2002-12-04,0.0
2002-12-13,0.0
2002-12-16,0.0
2002-12-19,0.0
2002-12-31,0.0
2003-01-06,0.0
2003-01-22,0.0
2003-02-19,0.0
2003-02-27,0.0
2003-02-28,0.0
2003-03-03,0.0
2003-03-07,0.0
2003-03-14,7900.0
2003-03-19,-98.75
2003-03-25,0.0
2003-04-15,0.0
2003-04-22,0.0
2003-05-14,0.0
2003-05-29,0.0
2003-06-05,7900.0
2003-06-09,-98.75
2003-06-24,0.0
2003-06-27,0.0
2003-07-14,0.0
2003-09-02,0.0
2003-10-07,0.0
2003-12-10,0.0
2003-12-18,0.0
2003-12-19,0.0
2003-12-22,0.0
2004-04-12,0.0
2004-06-16,0.0
2004-06-29,0.0
2004-06-30,0.0
2004-08-20,0.0
2004-11-10,0.0
2004-11-12,0.0
2004-11-30,0.0
2004-12-01,0.0
2004-12-30,0.0
2005-02-23,0.0
2005-04-21,0.0
2005-04-27,7900.0
2005-05-06,-98.75
2005-08-31,0.0
2006-12-07,0.0
2007-01-04,0.0
2007-02-13,0.0
2007-03-12,0.0
2007-08-16,0.0
2008-08-22,0.0
2008-08-25,0.0
2008-11-12,0.0
2009-03-20,0.0
2009-03-26,0.0
2009-03-30,0.0
2009-04-14,0.0
2009-05-27,0.0
2009-06-08,0.0
2009-06-16,300.0
2009-06-22,-75.0
2009-06-24,3900.0
2009-07-02,0.0
2009-07-08,-97.5
2009-09-03,0.0
2009-10-07,0.0
2009-10-09,0.0
2009-10-27,0.0
2009-11-12,0.0
2009-11-16,0.0
2009-12-04,0.0
2009-12-23,0.0
2010-01-13,0.0
2010-01-22,0.0
2010-02-24,0.0
2010-05-11,0.0
2010-06-03,0.0
2010-06-04,3500.0
2010-06-07,-97.2222
2010-06-08,0.0
2011-07-01,0.0
2011-07-13,0.0
2012-05-04,0.0
2012-07-11,50.0
2012-08-02,0.0
2012-08-14,-33.3333
2012-09-20,0.0
2015-11-11,0.0
2017-05-25,0.0
2017-07-13,-99.2
2017-08-28,400.0
2017-09-26,-80.0
2017-09-28,0.0
2017-11-02,100.0
2018-02-09,3250.0
2018-02-28,-85.0746
2018-07-26,-90.0
2018-11-20,500.0
2018-11-30,-83.3333
2019-04-30,0.0
2019-05-14,0.0
2019-06-07,0.0
2019-08-20,4899.9999
2019-11-06,-80.0
2020-01-07,-90.0
2020-01-17,0.0
2020-02-07,9900.0
2020-04-17,-49.0
2020-06-25,17.647100000000002
2020-07-30,-98.3333
