ticker,JFWV US Equity
2011-02-25,-5.0
2011-03-15,-0.5263
2011-03-18,-2.6455
2011-03-24,-4.8913
2011-04-04,2.8571
2011-04-07,4.4444
2011-07-22,3.2258
2011-07-26,-7.2917
2011-07-27,0.5618
2011-09-16,-7.8212
2011-09-19,0.0
2011-09-20,3.0303
2011-10-14,-3.5294
2011-10-24,-1.2195
2011-10-27,1.2346
2011-12-29,1.9752999999999998
2011-12-30,-0.1211
2012-02-15,3.0303
2012-02-22,-2.9412000000000003
2012-03-20,1.2121
2012-03-28,-1.1976
2012-03-30,5.4545
2012-04-10,0.0
2012-04-17,1.1494
2012-04-27,2.2727
2012-10-22,-5.0562
2012-10-31,4.7337
2012-11-02,-0.565
2012-11-14,1.1364
2012-11-21,1.1236
2012-12-27,1.3514
2013-01-10,0.0
2013-03-20,6.1111
2013-03-27,0.0
2013-04-11,6.8063
2013-05-20,12.7451
2013-08-16,10.526299999999999
2013-09-10,7.9365
2013-10-30,-10.2941
2013-11-04,16.3934
2014-01-08,-1.9886
2014-01-28,-1.4493
2014-03-21,-5.1324
2014-03-28,5.41
2014-04-15,-4.7267
2014-04-17,-0.3876
2014-04-21,1.1673
2014-05-06,-0.3077
2014-05-20,0.3086
2014-06-10,0.0
2014-07-29,4.6154
2014-08-05,0.4431
2014-08-19,0.0
2014-08-20,0.0
2014-09-19,-5.1471
2014-09-23,0.0
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,0.0
2014-10-16,-0.4651
2014-10-22,0.4673
2014-10-28,0.0
2014-11-24,-0.3115
2014-12-01,0.0
2014-12-02,2.7344
2014-12-17,-2.6616
2014-12-18,2.3438
2015-02-18,0.7634
2015-03-13,0.0
2015-04-01,-2.439
2015-04-06,-0.7813
2015-04-13,0.0157
2015-04-23,-0.0157
2015-04-30,0.7874
2015-05-29,0.0
2015-06-03,0.0
2015-06-24,4.6875
2015-06-30,-1.4925
2015-10-09,3.8167999999999997
2015-11-05,-0.0147
2015-11-09,-0.353
2015-11-23,-3.69
2015-12-10,1.1494
2016-02-11,-4.5455
2016-03-17,-0.32
2016-03-29,1.1236
2016-03-30,0.0
2016-04-01,0.0
2016-04-04,0.0
2016-05-05,0.0
2016-05-20,0.0
2016-05-23,0.0
2016-06-06,-0.6349
2016-06-07,5.4313
2016-07-29,-4.5455
2016-08-01,4.7619
2016-09-09,-1.0687
2016-09-28,-1.6204
2016-10-24,-1.1764999999999999
2016-11-14,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-12-02,1.4285999999999999
2016-12-08,0.1565
2016-12-09,1.4062999999999999
2017-01-03,-1.3867
2017-01-19,-1.5625
2017-03-21,5.6845
2017-04-24,-3.0303
2017-04-25,-1.4062999999999999
2017-04-28,0.0
2017-05-01,4.5959
2017-05-03,-0.7576
2017-05-05,-3.8015
2017-07-17,4.7453
2017-07-20,-1.5152
2017-07-21,1.5385
2017-07-24,0.0
2017-09-21,0.9174
2017-09-26,-1.5152
2017-09-28,-2.3062
2017-10-09,0.7858
2017-10-17,6.25
2017-10-19,-5.7353
2017-12-12,4.5242
2018-01-29,3.4328
2018-03-01,44.3001
2018-04-12,-17.422
2018-05-03,-14.1707
2018-05-07,0.8809
2018-05-08,2.8028
2018-05-09,-2.7264
2018-05-31,1.4085
2018-06-01,-1.3889
2018-07-24,1.9859
2018-08-28,2.6101
2018-10-11,3.3311
2018-11-05,0.7895
2018-11-20,2.154
2018-11-23,27.7955
2018-11-26,0.0
2018-12-04,0.0
2019-01-17,-19.38
2019-01-22,3.6964
2019-01-31,1.0766
2019-02-01,0.0
2019-02-04,0.0
2019-02-15,-3.5503
2019-03-27,1.3639000000000001
2019-03-28,0.0
2019-04-02,0.0
2019-04-04,0.0
2019-06-19,4.9322
2019-07-17,3.4078
2019-07-18,0.0
2019-07-26,0.2841
2019-08-06,0.0567
2019-08-13,0.0
2019-09-13,6.2893
2019-09-25,-5.3254
2019-10-02,0.1705
2019-11-06,4.3676
2020-01-03,0.3588
2020-01-07,0.0107
2020-03-04,2.8559
2020-03-11,-2.6064
2020-03-12,-0.1857
2020-03-16,6.1501
2020-03-20,-32.8763
2020-03-23,-22.055
2020-03-24,18.2266
2020-03-25,0.0
2020-04-14,42.9165
2020-04-24,-12.5363
2020-05-04,-10.0
2020-05-28,3.7185
2020-06-03,4.985
2020-06-19,17.0068
2020-06-26,0.0
