ticker,FIEC US Equity
2001-06-28,0.0
2001-06-29,4.4444
2001-07-02,1.7021
2001-07-09,2.0921
2001-07-12,-1.6393
2001-07-17,0.0
2001-08-01,0.0
2001-08-03,-8.3333
2001-08-06,0.0
2001-08-10,4.5455
2001-08-13,4.3478
2001-08-17,-8.3333
2001-08-20,4.5455
2001-08-28,4.3478
2001-08-30,-20.8333
2001-09-17,10.526299999999999
2001-09-24,0.0
2001-09-25,3.8095
2001-09-27,-5.9633
2001-10-08,2.439
2001-10-11,0.0
2001-10-15,11.2272
2001-10-23,-1.4085
2001-11-02,-4.7619
2001-11-06,5.5
2001-11-12,-9.9526
2001-11-13,5.2632
2001-11-26,-7.5
2001-11-29,13.5135
2001-12-05,0.0
2001-12-06,11.9048
2001-12-10,0.0
2001-12-17,2.9787
2001-12-18,-2.8926
2001-12-28,2.1277
2002-01-02,16.6667
2002-01-04,-21.0714
2002-01-16,13.1222
2002-01-18,-22.0
2002-01-22,-2.5641
2002-01-29,13.1579
2002-01-30,4.186
2002-01-31,0.4464
2002-02-05,-2.2222
2002-02-14,4.0909
2002-02-19,-4.3668
2002-02-27,4.5662
2002-02-28,-3.9301
2002-03-06,-5.9091000000000005
2002-03-19,1.4493
2002-03-21,4.7619
2002-04-02,0.0
2002-04-10,0.0
2002-04-12,2.5455
2002-04-15,6.383
2002-04-24,-10.3333
2002-04-25,6.8773
2002-05-10,4.3478
2002-05-13,0.0
2002-05-17,0.0
2002-05-20,-10.4167
2002-05-22,13.0233
2002-05-30,-9.465
2002-06-03,0.0
2002-06-17,13.6364
2002-06-24,-1.6
2002-06-25,-2.439
2002-06-26,0.0
2002-06-27,-4.25
2002-07-01,5.309
2002-08-09,-2.8926
2002-08-13,-6.383
2002-08-14,4.5455
2002-08-21,-7.8261
2002-08-23,0.0
2002-08-28,2.4528
2002-09-04,-5.6169
2002-09-11,-0.4878
2002-09-16,2.9412000000000003
2002-09-26,2.8571
2002-09-27,4.1667
2002-10-04,1.7778
2002-10-23,0.0
2002-10-24,-1.7467000000000001
2002-10-29,-8.7111
2002-10-30,-1.1685
2002-11-05,0.0
2002-11-06,-11.33
2002-11-14,10.5556
2002-11-26,-9.4472
2002-11-27,10.9878
2002-12-20,-10.0
2002-12-26,0.0
2003-01-03,5.0
2003-01-08,-0.5291
2003-01-10,0.5319
2003-01-13,-3.7037
2003-01-30,4.9451
2003-02-07,-2.6178
2003-02-10,1.6129
2003-02-18,-4.7619
2003-03-07,0.0
2003-03-10,0.0
2003-03-11,0.0
2003-03-24,2.2222
2003-03-28,1.087
2003-04-07,2.1505
2003-04-16,-2.1053
2003-04-25,4.8387
2003-05-20,23.0769
2003-05-21,-14.5833
2003-05-22,0.0
2003-06-12,-2.439
2003-06-13,-7.0
2003-06-17,8.6022
2003-06-18,0.9901
2003-06-23,-1.9607999999999999
2003-06-30,-7.5
2003-07-14,4.3243
2003-07-16,0.0
2003-07-23,-9.3264
2003-07-29,2.8571
2003-08-11,2.7778
2003-08-26,10.2703
2003-08-27,-0.9804
2003-09-02,-10.8911
2003-09-03,0.0
2003-09-10,5.5556
2003-09-16,3.6842
2003-09-22,24.3655
2003-09-23,-19.1837
2003-09-25,1.5152
2003-09-29,-5.4726
2003-09-30,2.1053
2003-10-03,0.0
2003-10-07,0.5155
2003-10-13,-2.5641
2003-10-21,-1.5789
2003-10-31,6.9519
2003-11-07,-5.0
2003-11-12,7.8947
2003-11-13,-7.3171
2003-11-20,2.6316
2003-12-01,2.5641
2003-12-16,2.5
2004-01-13,2.439
2004-01-14,0.0
2004-01-16,-2.3810000000000002
2004-01-26,2.439
2004-02-04,-2.3810000000000002
2004-02-05,1.9512
2004-02-09,2.8708
2004-02-17,-6.1163
2004-03-12,0.0
2004-03-15,-2.0
2004-03-17,-0.5102
2004-03-25,-2.5641
2004-03-26,3.1579
2004-04-05,-10.7143
2004-04-06,11.4286
2004-04-16,-17.9487
2004-04-26,-12.5
2004-04-27,0.0
2004-05-03,21.4286
2004-05-04,0.0
2004-05-06,-17.647100000000002
2004-05-17,3.5714
2004-05-18,-2.1724
2004-05-28,3.8571
2004-06-02,-1.6505999999999998
2004-06-09,4.1958
2004-06-18,14.094
2004-07-06,-4.1176
2004-07-07,4.2945
2004-07-13,0.0
2004-08-16,-1.7647
2004-10-08,-9.1735
2004-10-19,6.6667
2004-11-03,0.0
2004-12-06,-11.4764
2004-12-07,10.7143
2004-12-08,3.2258
2004-12-23,-3.125
2005-01-25,0.0
2005-01-26,0.0
2005-02-10,-9.6774
2005-03-07,23.0547
2005-03-18,0.0
2005-03-30,47.0588
2005-04-01,3.2
2005-04-04,-6.9767
2005-04-08,16.6667
2005-04-11,25.0
2005-04-12,-20.0
2005-04-13,7.1429
2005-04-15,-13.3333
2005-04-25,7.6923
2005-04-28,0.0
2005-05-02,-21.4286
2005-05-05,27.2727
2005-05-09,0.0
2005-05-10,-3.5714
2005-05-11,3.7037
2005-05-12,-19.6429
2005-05-25,-17.0961
2005-06-01,18.9189
2005-06-06,-18.1818
2005-06-29,16.6667
2005-07-06,-14.2857
2005-07-13,11.1111
2005-07-19,-10.0
2005-07-25,0.0
2005-07-28,11.1111
2005-07-29,-13.5
2005-08-19,-1.7341
2005-08-24,0.0
2005-09-02,2.9412000000000003
2005-11-04,-1.8192
2005-11-21,1.7964
2005-12-05,5.8824
2005-12-08,0.0
2005-12-09,0.0
2005-12-19,-2.7778
2005-12-28,-5.7143
2005-12-29,1.8182
2006-01-10,-4.7619
2006-01-11,6.25
2006-01-23,0.0
2006-02-09,4.7059
2006-02-13,-4.4944
2006-02-14,0.0
2006-04-07,1.1905000000000001
2006-04-18,-1.7647
2006-04-19,-4.1916
2006-04-20,5.625
2006-05-02,8.8757
2006-05-03,2.7174
2006-05-04,0.5291
2006-05-10,0.0
2006-05-17,0.0
2006-06-21,0.0
2006-06-23,-5.2632
2006-07-24,1.1236
2006-07-25,-7.7778
2006-07-26,2.4096
2006-07-27,-2.3529
2006-07-28,5.4217
2006-09-11,-5.1429
2006-10-05,0.6098
2006-10-06,3.0303
2006-10-18,-0.5882
2006-10-24,1.7751000000000001
2006-10-26,-1.1628
2006-10-27,1.0588
2006-10-30,1.2806
2006-11-01,0.5747
2006-11-07,3.8857
2006-11-09,1.7602
2006-11-24,1.6216
2006-11-30,-2.7027
2006-12-08,6.6667
2006-12-11,-5.2083
2006-12-12,1.6484
2006-12-13,2.7027
2006-12-15,0.0
2006-12-19,2.1053
2007-01-03,-3.0928
2007-01-04,0.0
2007-01-10,3.7234
2007-01-17,-2.5641
2007-02-16,2.1053
2007-03-20,3.125
2007-03-22,-0.8081
2007-04-12,-0.7128
2007-04-16,0.0
2007-05-09,1.5385
2007-05-10,-3.0303
2007-05-11,1.0417
2007-05-14,-2.0619
2007-05-16,-1.5957
2007-05-17,0.0
2007-05-21,1.6216
2007-05-22,-0.5319
2007-06-18,-3.2086
2007-06-21,-2.7624
2007-06-22,2.2727
2007-06-28,-2.2222
2007-07-11,2.2727
2007-07-20,-1.1111
2007-07-23,0.5618
2007-07-24,-5.0279
2007-08-14,-2.3529
2007-08-17,-1.8072
2007-08-20,0.0
2007-08-27,-0.6211
2007-08-28,2.5
2007-08-29,-2.439
2007-09-12,2.5
2007-09-13,0.6098
2007-10-12,0.0
2007-10-16,-1.2121
2007-10-17,-0.6135
2007-10-19,-1.2346
2007-10-23,0.0
2007-10-30,0.625
2007-11-07,-3.7267
2007-11-14,-4.5161
2007-12-17,-3.4247
2008-01-31,-11.3475
2008-02-07,-4.0
2008-04-07,10.1695
2008-04-22,-2.3077
2008-04-23,18.1102
2008-04-24,10.0
2008-04-25,0.0
2008-04-28,0.0
2008-04-29,0.0
2008-05-13,9.0909
2008-05-14,-4.4444
2008-06-12,-17.647100000000002
2008-06-13,32.1429
2008-06-16,-23.7838
2008-06-20,26.9504
2008-07-01,0.0
2008-07-07,0.0
2008-07-08,0.0
2008-07-10,-11.1732
2008-07-11,0.6289
2008-07-25,0.0
2008-08-06,-3.125
2008-08-12,3.0968
2008-08-13,0.0
2008-08-14,-0.5006
2008-08-19,4.4025
2008-08-27,-3.6364
2008-08-28,0.0
2008-09-05,-1.2579
2008-09-15,0.6369
2008-09-19,-9.4937
2008-09-24,0.0
2008-09-30,0.0
2008-10-01,9.7902
2008-10-09,-1.2739
2008-10-10,-9.6774
2008-10-14,12.1429
2008-10-15,-4.4586
2008-10-16,0.0
2008-10-30,-6.0
2008-11-05,2.8369
2008-11-06,-2.7586
2008-11-07,-0.7092
2008-12-08,-13.6691
2008-12-10,-16.6667
2008-12-17,20.0
2008-12-19,-16.6667
2008-12-22,0.0
2008-12-29,0.0
2009-01-09,20.0
2009-02-02,-58.3333
2009-02-05,160.0
2009-02-06,-1.5385
2009-03-18,-13.3858
2009-04-27,-40.0
2009-05-20,53.8462
2009-05-26,0.0
2009-06-16,-10.0
2009-07-07,-5.5556
2009-07-15,17.647100000000002
2009-08-18,-19.0
2009-08-24,25.0
2009-10-30,0.0
2009-11-03,-9.0
2009-12-24,-14.2857
2009-12-30,-3.8462
2010-01-08,-12.0
2010-01-12,-7.5758
2010-02-03,-1.6393
2010-03-03,-6.6667
2010-03-08,-10.7143
2010-03-09,-5.6
2010-03-22,27.1186
2010-04-30,-33.3333
2010-05-03,0.0
2010-05-10,-47.5
2010-05-12,-30.4762
2010-05-25,173.9726
2010-05-27,0.0
2010-06-07,-37.5
2010-06-10,60.0
2010-07-07,0.0
2010-07-13,-25.0
2010-07-14,33.3333
2010-07-16,-17.5
2010-07-30,21.2121
2010-08-09,0.0
2010-08-10,-25.0
2010-09-17,-46.6667
2010-09-20,56.25
2010-09-24,20.0
2010-09-27,-46.6667
2010-11-09,106.25
2010-11-10,-24.2424
2010-11-12,-12.0
2011-02-01,0.0
2011-04-05,45.4545
2011-04-07,-50.0
2011-04-20,-6.25
2011-05-04,13.3333
2011-05-12,-3.5294
2011-05-27,82.9268
2011-06-01,-50.0
2011-06-08,0.0
2011-07-21,0.0
2011-07-22,33.3333
2011-12-12,-60.0
2011-12-19,-37.5
2011-12-22,-60.0
2012-01-31,0.0
2012-02-10,-40.0
2012-03-13,0.0
2012-05-22,-83.3333
2012-05-25,500.0
2012-07-25,0.0
2012-08-01,0.0
2012-08-20,0.0
2012-09-07,0.0
2012-09-11,0.0
2012-10-09,-50.0
2012-12-17,-86.6667
2012-12-18,4.6875
2012-12-21,0.0
2013-01-07,0.0
2013-03-11,19.403
2013-04-08,6.25
2013-04-24,0.0
2013-07-25,0.0
2013-07-26,-24.7059
2013-09-06,0.0
2013-11-01,0.0
2013-11-06,0.0
2013-11-21,0.0
2013-11-27,0.0
2013-12-17,0.0
2014-01-07,0.0
2014-02-18,0.0
2014-04-11,0.0
2014-07-30,0.0
2014-08-07,-25.0
2014-08-26,0.0
2014-10-09,0.0
2014-10-15,0.0
2014-10-21,0.0
2014-10-28,0.0
2014-12-03,0.0
2015-01-08,0.0
2015-01-26,0.0
2015-02-17,0.0
2015-02-23,0.0
2015-03-25,0.0
2015-04-14,0.0
2015-05-12,0.0
2015-05-13,4.1667
2015-07-30,0.0
2015-10-13,0.0
2015-11-05,2.0
2015-12-02,0.0
2015-12-28,-1.9607999999999999
2016-01-11,0.0
2016-01-27,28.0
2016-02-01,75.0
2016-02-02,7.1429
2016-02-03,-20.0
2016-02-04,-8.3333
2016-02-05,0.0
2016-02-08,-21.5909
2016-02-11,-27.5362
2016-05-10,0.0
2016-11-14,60.0
2016-12-16,-40.0
2016-12-22,0.0
2017-01-31,0.0
2017-02-03,-16.6667
2017-02-08,0.0
2017-03-07,0.0
2017-04-03,25.0
2017-08-01,-20.0
2017-12-14,0.0
2017-12-18,-88.0
2018-02-16,16533.3333
2018-02-20,-1.8035999999999999
2018-02-21,124.4898
2018-02-22,23.1818
2018-02-23,-33.5793
2018-02-26,-44.4444
2018-02-27,100.0
2018-02-28,-40.0
2018-03-01,0.0
2018-03-02,-16.6667
2018-03-07,18.0
2018-03-12,-15.2542
2018-03-14,0.0
2018-03-15,-16.0
2018-03-16,-4.7619
2018-04-02,0.0
2018-04-03,2.5
2018-04-09,-24.3902
2018-04-11,6.4516
2018-04-19,-9.0909
2018-04-25,0.0
2018-04-30,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,-33.3333
2018-08-01,0.0
2018-08-03,0.0
2018-08-07,0.0
2018-08-13,2.5
2018-09-11,-2.439
2018-09-19,-51.5
2018-09-21,-69.0722
2018-09-24,230.0
2018-10-23,1.0101
2018-11-14,-88.0
2018-11-19,100.0
2018-11-20,316.6667
2018-12-11,0.0
2019-02-12,0.0
2019-02-15,250.0
2019-03-12,0.0
2019-03-18,-48.5714
2019-04-01,-67.2222
2019-04-10,-49.1525
2019-04-16,0.0
2019-05-09,0.0
2019-05-13,0.0
2019-06-06,0.0
2019-06-19,233.3333
2019-07-31,-69.0
2019-08-20,-3.2258
2019-09-12,566.6667
2019-09-13,-14.5
2019-09-24,-38.5965
2019-09-27,-23.8095
2019-09-30,-37.5
2019-10-16,-10.0
2019-10-23,0.0
2019-11-22,38.8889
2019-12-30,-18.4
2020-01-16,94.1176
2020-04-09,0.0
2020-04-13,0.0
2020-05-15,-49.4949
2020-07-14,98.0
2020-07-16,-48.4848
